answer_logprob,answer_token_accuracy,budget_chunks,budget_tokens,budget_violation,complete_evidence,condition,dataset,end_to_end_time_ns,evidence_recall,example_id,identity_id,materialization_time_ns,materialized_kv_bytes,materialized_tokens,peak_device_bytes,pid,sampling_seed,selection_time_ns
-4.990309715270996,0.0,4,128,0,0.0,entropy_adaptive_sharpen,hotpotqa,3777060608,0.2857142857142857,hotpotqa-5a7bcc0f554299042af8f7e2,5a7bcc0f554299042af8f7e2,976309947,14680064,128,3409993728,89536,20260906,109307
-5.261443138122559,0.0,4,128,0,0.0,persistence,hotpotqa,3226727195,0.14285714285714285,hotpotqa-5a7bcc0f554299042af8f7e2,5a7bcc0f554299042af8f7e2,970821159,14680064,128,3409993728,89536,20260906,23097
-5.764391899108887,0.0,4,128,0,0.0,agreement,hotpotqa,3235680154,0.2857142857142857,hotpotqa-5a7bcc0f554299042af8f7e2,5a7bcc0f554299042af8f7e2,978677674,14680064,128,3409993728,89536,20260906,58988
-6.822908878326416,0.0,4,128,0,0.0,community,hotpotqa,3228517648,0.14285714285714285,hotpotqa-5a7bcc0f554299042af8f7e2,5a7bcc0f554299042af8f7e2,970359571,14680064,128,3409993728,89536,20260906,42602
-4.990309715270996,0.0,4,128,0,0.0,bridge_preserving,hotpotqa,3777060608,0.2857142857142857,hotpotqa-5a7bcc0f554299042af8f7e2,5a7bcc0f554299042af8f7e2,976309947,14680064,128,3409993728,89536,20260906,93841
-5.266202926635742,0.0,4,128,0,0.0,combined_structural,hotpotqa,3231729765,0.42857142857142855,hotpotqa-5a7bcc0f554299042af8f7e2,5a7bcc0f554299042af8f7e2,979673231,14680064,128,3409993728,89536,20260906,89158
-5.076187610626221,0.0,4,128,0,0.0,oracle_evidence,hotpotqa,3241696327,0.5714285714285714,hotpotqa-5a7bcc0f554299042af8f7e2,5a7bcc0f554299042af8f7e2,980757945,14680064,128,3409993728,89536,20260906,66123
-4.547121047973633,0.0,6,192,0,0.0,base_topk,hotpotqa,4267180588,0.42857142857142855,hotpotqa-5a7bcc0f554299042af8f7e2,5a7bcc0f554299042af8f7e2,1316582506,22020096,192,3410010112,89536,20260906,73517
-4.547121047973633,0.0,6,192,0,0.0,budget_tuned_topk,hotpotqa,4267180588,0.42857142857142855,hotpotqa-5a7bcc0f554299042af8f7e2,5a7bcc0f554299042af8f7e2,1316582506,22020096,192,3410010112,89536,20260906,42598
-4.547121047973633,0.0,6,192,0,0.0,power_sharpen,hotpotqa,4267180588,0.42857142857142855,hotpotqa-5a7bcc0f554299042af8f7e2,5a7bcc0f554299042af8f7e2,1316582506,22020096,192,3410010112,89536,20260906,45007
-4.547121047973633,0.0,6,192,0,0.0,entropy_adaptive_sharpen,hotpotqa,4267180588,0.42857142857142855,hotpotqa-5a7bcc0f554299042af8f7e2,5a7bcc0f554299042af8f7e2,1316582506,22020096,192,3410010112,89536,20260906,84646
-5.455200672149658,0.0,6,192,0,0.0,persistence,hotpotqa,3713039557,0.42857142857142855,hotpotqa-5a7bcc0f554299042af8f7e2,5a7bcc0f554299042af8f7e2,1320648910,22020096,192,3410010112,89536,20260906,17345
-6.320784568786621,0.0,6,192,0,0.0,agreement,hotpotqa,3713670609,0.2857142857142857,hotpotqa-5a7bcc0f554299042af8f7e2,5a7bcc0f554299042af8f7e2,1323624321,22020096,192,3410010112,89536,20260906,49140
-7.145356178283691,0.0,6,192,0,0.0,community,hotpotqa,3707582053,0.2857142857142857,hotpotqa-5a7bcc0f554299042af8f7e2,5a7bcc0f554299042af8f7e2,1318307191,22020096,192,3410010112,89536,20260906,67931
-6.2190375328063965,0.0,6,192,0,0.0,bridge_preserving,hotpotqa,3699617387,0.42857142857142855,hotpotqa-5a7bcc0f554299042af8f7e2,5a7bcc0f554299042af8f7e2,1308632078,22020096,192,3410010112,89536,20260906,66475
-5.509711265563965,0.0,6,192,0,0.0,combined_structural,hotpotqa,3702114165,0.42857142857142855,hotpotqa-5a7bcc0f554299042af8f7e2,5a7bcc0f554299042af8f7e2,1314032532,22020096,192,3410010112,89536,20260906,123039
-5.246499061584473,0.0,6,192,0,0.0,oracle_evidence,hotpotqa,3704006249,0.8571428571428571,hotpotqa-5a7bcc0f554299042af8f7e2,5a7bcc0f554299042af8f7e2,1319547654,22020096,192,3410010112,89536,20260906,65381
-0.9545184373855591,0.8333333730697632,2,64,0,0.0,base_topk,hotpotqa,4822759650,0.16666666666666666,hotpotqa-5a7ca74c55429907fabeefe9,5a7ca74c55429907fabeefe9,564441960,7340032,64,3414355968,89536,20260906,46361
-0.9545184373855591,0.8333333730697632,2,64,0,0.0,budget_tuned_topk,hotpotqa,4822759650,0.16666666666666666,hotpotqa-5a7ca74c55429907fabeefe9,5a7ca74c55429907fabeefe9,564441960,7340032,64,3414355968,89536,20260906,45669
-0.9545184373855591,0.8333333730697632,2,64,0,0.0,power_sharpen,hotpotqa,4822759650,0.16666666666666666,hotpotqa-5a7ca74c55429907fabeefe9,5a7ca74c55429907fabeefe9,564441960,7340032,64,3414355968,89536,20260906,47296
-0.9545184373855591,0.8333333730697632,2,64,0,0.0,entropy_adaptive_sharpen,hotpotqa,4822759650,0.16666666666666666,hotpotqa-5a7ca74c55429907fabeefe9,5a7ca74c55429907fabeefe9,564441960,7340032,64,3414355968,89536,20260906,91219
-1.694891333580017,0.8333333730697632,2,64,0,0.0,persistence,hotpotqa,1963994815,0.16666666666666666,hotpotqa-5a7ca74c55429907fabeefe9,5a7ca74c55429907fabeefe9,571403652,7340032,64,3414364160,89536,20260906,18742
-0.9545184373855591,0.8333333730697632,2,64,0,0.0,agreement,hotpotqa,4822759650,0.16666666666666666,hotpotqa-5a7ca74c55429907fabeefe9,5a7ca74c55429907fabeefe9,564441960,7340032,64,3414355968,89536,20260906,56309
-0.9545184373855591,0.8333333730697632,2,64,0,0.0,community,hotpotqa,4822759650,0.16666666666666666,hotpotqa-5a7ca74c55429907fabeefe9,5a7ca74c55429907fabeefe9,564441960,7340032,64,3414355968,89536,20260906,23749
-1.8065423965454102,0.8333333730697632,2,64,0,0.0,bridge_preserving,hotpotqa,1939180612,0.16666666666666666,hotpotqa-5a7ca74c55429907fabeefe9,5a7ca74c55429907fabeefe9,549231656,7340032,64,3414364160,89536,20260906,38423
-1.694891333580017,0.8333333730697632,2,64,0,0.0,combined_structural,hotpotqa,1963994815,0.16666666666666666,hotpotqa-5a7ca74c55429907fabeefe9,5a7ca74c55429907fabeefe9,571403652,7340032,64,3414364160,89536,20260906,85979
-0.867763876914978,0.8333333730697632,2,64,0,0.0,oracle_evidence,hotpotqa,1943069595,0.3333333333333333,hotpotqa-5a7ca74c55429907fabeefe9,5a7ca74c55429907fabeefe9,552926475,7340032,64,3414364160,89536,20260906,27452
-0.9004908800125122,0.8333333730697632,4,128,0,0.0,base_topk,hotpotqa,2992946059,0.3333333333333333,hotpotqa-5a7ca74c55429907fabeefe9,5a7ca74c55429907fabeefe9,981602391,14680064,128,3414380544,89536,20260906,63408
-0.9004908800125122,0.8333333730697632,4,128,0,0.0,budget_tuned_topk,hotpotqa,2992946059,0.3333333333333333,hotpotqa-5a7ca74c55429907fabeefe9,5a7ca74c55429907fabeefe9,981602391,14680064,128,3414380544,89536,20260906,63878
-0.9004908800125122,0.8333333730697632,4,128,0,0.0,power_sharpen,hotpotqa,2992946059,0.3333333333333333,hotpotqa-5a7ca74c55429907fabeefe9,5a7ca74c55429907fabeefe9,981602391,14680064,128,3414380544,89536,20260906,71881
-0.9004908800125122,0.8333333730697632,4,128,0,0.0,entropy_adaptive_sharpen,hotpotqa,2992946059,0.3333333333333333,hotpotqa-5a7ca74c55429907fabeefe9,5a7ca74c55429907fabeefe9,981602391,14680064,128,3414380544,89536,20260906,136443
-1.6998966932296753,0.8333333730697632,4,128,0,0.0,persistence,hotpotqa,2415566281,0.3333333333333333,hotpotqa-5a7ca74c55429907fabeefe9,5a7ca74c55429907fabeefe9,973421776,14680064,128,3414380544,89536,20260906,28296
-1.0054905414581299,0.8333333730697632,4,128,0,0.0,agreement,hotpotqa,2415258293,0.16666666666666666,hotpotqa-5a7ca74c55429907fabeefe9,5a7ca74c55429907fabeefe9,977120246,14680064,128,3414380544,89536,20260906,49029
-0.9004908800125122,0.8333333730697632,4,128,0,0.0,community,hotpotqa,2992946059,0.3333333333333333,hotpotqa-5a7ca74c55429907fabeefe9,5a7ca74c55429907fabeefe9,981602391,14680064,128,3414380544,89536,20260906,68673
-0.9004908800125122,0.8333333730697632,4,128,0,0.0,bridge_preserving,hotpotqa,2992946059,0.3333333333333333,hotpotqa-5a7ca74c55429907fabeefe9,5a7ca74c55429907fabeefe9,981602391,14680064,128,3414380544,89536,20260906,69303
-1.6998966932296753,0.8333333730697632,4,128,0,0.0,combined_structural,hotpotqa,2415566281,0.3333333333333333,hotpotqa-5a7ca74c55429907fabeefe9,5a7ca74c55429907fabeefe9,973421776,14680064,128,3414380544,89536,20260906,67816
-1.0360767841339111,0.8333333730697632,4,128,0,0.0,oracle_evidence,hotpotqa,2417213450,0.6666666666666666,hotpotqa-5a7ca74c55429907fabeefe9,5a7ca74c55429907fabeefe9,975048726,14680064,128,3414380544,89536,20260906,29663
-0.9472596645355225,0.8333333730697632,6,192,0,0.0,base_topk,hotpotqa,3108194745,0.5,hotpotqa-5a7ca74c55429907fabeefe9,5a7ca74c55429907fabeefe9,1056235169,22020096,192,3414396928,89536,20260906,53204
-0.9472596645355225,0.8333333730697632,6,192,0,0.0,budget_tuned_topk,hotpotqa,3108194745,0.5,hotpotqa-5a7ca74c55429907fabeefe9,5a7ca74c55429907fabeefe9,1056235169,22020096,192,3414396928,89536,20260906,54521
-0.9472596645355225,0.8333333730697632,6,192,0,0.0,power_sharpen,hotpotqa,3108194745,0.5,hotpotqa-5a7ca74c55429907fabeefe9,5a7ca74c55429907fabeefe9,1056235169,22020096,192,3414396928,89536,20260906,56961
-0.9472596645355225,0.8333333730697632,6,192,0,0.0,entropy_adaptive_sharpen,hotpotqa,3108194745,0.5,hotpotqa-5a7ca74c55429907fabeefe9,5a7ca74c55429907fabeefe9,1056235169,22020096,192,3414396928,89536,20260906,109760
-1.756103754043579,0.6666666865348816,6,192,0,0.0,persistence,hotpotqa,2541736086,0.6666666666666666,hotpotqa-5a7ca74c55429907fabeefe9,5a7ca74c55429907fabeefe9,1057194483,22020096,192,3414396928,89536,20260906,23102
-0.9472596645355225,0.8333333730697632,6,192,0,0.0,agreement,hotpotqa,3108194745,0.5,hotpotqa-5a7ca74c55429907fabeefe9,5a7ca74c55429907fabeefe9,1056235169,22020096,192,3414396928,89536,20260906,84597
-0.9472596645355225,0.8333333730697632,6,192,0,0.0,community,hotpotqa,3108194745,0.5,hotpotqa-5a7ca74c55429907fabeefe9,5a7ca74c55429907fabeefe9,1056235169,22020096,192,3414396928,89536,20260906,34097
-1.5562644004821777,0.8333333730697632,6,192,0,0.0,bridge_preserving,hotpotqa,2540382695,0.5,hotpotqa-5a7ca74c55429907fabeefe9,5a7ca74c55429907fabeefe9,1056530027,22020096,192,3414396928,89536,20260906,51969
