accuracy,axis,cell_id,competent,examples,generator_family,head_count,mean_margin,mean_rank,mean_stable_layer_when_correct,model_depth,model_seed,model_width,nuisance_count,predictive_order,raw_length,requested_dependency_span,training_budget
1,dependency_span,0c9a5ad51bfa,1,32,skip_gram,4,13.278134137392044,1,1.53125,2,11,64,0,2,12,8,4
1,dependency_span,239494a22bda,1,32,skip_gram,4,12.940507590770721,1,1.59375,2,11,64,0,2,12,4,4
1,dependency_span,516d5f3a8cea,1,32,skip_gram,4,13.217217296361923,1,1.53125,2,11,64,0,2,12,2,4
1,dependency_span,7a494b2e93f4,1,32,skip_gram,4,15.137502044439316,1,1.53125,2,11,64,0,2,12,16,4
1,dependency_span,cdd05bfab044,1,32,skip_gram,4,14.925235003232956,1,1.375,2,11,64,0,2,12,32,4
1,generator_family,64e7c9b15cd9,1,32,contiguous,4,10.532701045274734,1,1.59375,2,11,64,0,2,12,2,4
1,generator_family,cd72217c00e4,1,32,necessary_pattern,4,14.157084822654724,1,1.5,2,11,64,0,2,12,4,4
1,generator_family,dad81f86a87c,1,32,skip_gram,4,12.940507590770721,1,1.59375,2,11,64,0,2,12,4,4
1,nuisance,0ebbf95b3e38,1,32,necessary_pattern,4,14.349114388227463,1,1.53125,2,11,64,4,2,12,4,4
1,nuisance,7a6b0b00032a,1,32,necessary_pattern,4,15.07143959403038,1,1.5,2,11,64,8,2,12,4,4
1,nuisance,888714c4e48e,1,32,necessary_pattern,4,14.157084822654724,1,1.5,2,11,64,0,2,12,4,4
1,nuisance,9fe6cfcfa630,1,32,necessary_pattern,4,14.725923836231232,1,1.5625,2,11,64,16,2,12,4,4
1,nuisance,b7046cfe3bf0,1,32,necessary_pattern,4,14.772421658039093,1,1.5625,2,11,64,32,2,12,4,4
1,nuisance,ca9c5624dbda,1,32,necessary_pattern,4,13.976345032453537,1,1.5,2,11,64,2,2,12,4,4
0.5,predictive_order,2368e64e6ae0,0,32,necessary_pattern,4,1.6552455723285675,1.78125,1.5625,2,11,64,0,3,12,4,4
0.3125,predictive_order,30712ebe71a9,0,32,necessary_pattern,4,-0.2825196832418442,2.40625,1.8,2,11,64,0,8,12,8,4
1,predictive_order,3c1c7bde239d,1,32,necessary_pattern,4,11.582234919071198,1,1.25,2,11,64,0,1,12,4,4
0.15625,predictive_order,96300ccbcaee,0,32,necessary_pattern,4,-0.4708005040884018,2.78125,2.0,2,11,64,0,6,12,6,4
0.28125,predictive_order,a5891a5b16d7,0,32,necessary_pattern,4,-0.42603617906570435,2.5,1.4444444444444444,2,11,64,0,12,12,12,4
0.1875,predictive_order,ecae3be4326f,0,32,necessary_pattern,4,-0.3410319834947586,2.625,1.5,2,11,64,0,4,12,4,4
1,predictive_order,f306bd7c1d91,1,32,necessary_pattern,4,14.157084822654724,1,1.5,2,11,64,0,2,12,4,4
1,raw_length,07cdc0054772,1,32,necessary_pattern,4,17.24564430117607,1,1.5,2,11,64,0,2,2,4,4
1,raw_length,5b3975d8947d,1,32,necessary_pattern,4,17.24564430117607,1,1.5,2,11,64,0,2,3,4,4
1,raw_length,5bed8b907b14,1,32,necessary_pattern,4,14.656686186790466,1,1.5625,2,11,64,0,2,16,4,4
1,raw_length,6ee96a3ceda6,1,32,necessary_pattern,4,13.158094584941864,1,1.40625,2,11,64,0,2,8,4,4
1,raw_length,9cb22f271bee,1,32,necessary_pattern,4,14.87769740819931,1,1.5625,2,11,64,0,2,24,4,4
1,raw_length,dcb8f7366193,1,32,necessary_pattern,4,14.157084822654724,1,1.5,2,11,64,0,2,12,4,4
1,raw_length,def8612efd03,1,32,necessary_pattern,4,15.854672998189926,1,1.59375,2,11,64,0,2,6,4,4
1,raw_length,e9e9842f144b,1,32,necessary_pattern,4,17.24564430117607,1,1.5,2,11,64,0,2,4,4,4
1,dependency_span,0c9a5ad51bfa,1,32,skip_gram,4,15.786152243614197,1,1.1875,2,23,64,0,2,12,8,4
1,dependency_span,239494a22bda,1,32,skip_gram,4,13.359312504529953,1,1.1875,2,23,64,0,2,12,4,4
1,dependency_span,516d5f3a8cea,1,32,skip_gram,4,15.015142887830734,1,1.28125,2,23,64,0,2,12,2,4
1,dependency_span,7a494b2e93f4,1,32,skip_gram,4,15.299376726150513,1,1.25,2,23,64,0,2,12,16,4
1,dependency_span,cdd05bfab044,1,32,skip_gram,4,15.287636548280716,1,1.25,2,23,64,0,2,12,32,4
1,generator_family,64e7c9b15cd9,1,32,contiguous,4,9.766155183315277,1,1.34375,2,23,64,0,2,12,2,4
1,generator_family,cd72217c00e4,1,32,necessary_pattern,4,15.746249318122864,1,1.28125,2,23,64,0,2,12,4,4
1,generator_family,dad81f86a87c,1,32,skip_gram,4,13.359312504529953,1,1.1875,2,23,64,0,2,12,4,4
1,nuisance,0ebbf95b3e38,1,32,necessary_pattern,4,15.095275819301605,1,1.28125,2,23,64,4,2,12,4,4
1,nuisance,7a6b0b00032a,1,32,necessary_pattern,4,14.679383248090744,1,1.28125,2,23,64,8,2,12,4,4
1,nuisance,888714c4e48e,1,32,necessary_pattern,4,15.746249318122864,1,1.28125,2,23,64,0,2,12,4,4
1,nuisance,9fe6cfcfa630,1,32,necessary_pattern,4,15.173647820949554,1,1.28125,2,23,64,16,2,12,4,4
1,nuisance,b7046cfe3bf0,1,32,necessary_pattern,4,15.237787008285522,1,1.28125,2,23,64,32,2,12,4,4
1,nuisance,ca9c5624dbda,1,32,necessary_pattern,4,15.38361543416977,1,1.28125,2,23,64,2,2,12,4,4
