axis,cell_id,competent_seed_count,generator_family,head_count,maximum_seed_accuracy,mean_accuracy,minimum_seed_accuracy,model_depth,model_width,nuisance_count,predictive_order,raw_length,requested_dependency_span,seed_count,three_seed_competent,training_budget
nuisance,ca9c5624dbda,3,necessary_pattern,4,1.0,1.0,1.0,8,32,2,2,12,4,3,1,4
predictive_order,2368e64e6ae0,1,necessary_pattern,4,0.875,0.6145833333333334,0.28125,8,32,0,3,12,4,3,0,4
predictive_order,30712ebe71a9,0,necessary_pattern,4,0.3125,0.28125,0.25,8,32,0,8,12,8,3,0,4
predictive_order,3c1c7bde239d,3,necessary_pattern,4,1.0,1.0,1.0,8,32,0,1,12,4,3,1,4
predictive_order,96300ccbcaee,0,necessary_pattern,4,0.40625,0.34375,0.25,8,32,0,6,12,6,3,0,4
predictive_order,a5891a5b16d7,0,necessary_pattern,4,0.28125,0.1875,0.03125,8,32,0,12,12,12,3,0,4
predictive_order,ecae3be4326f,0,necessary_pattern,4,0.5,0.3958333333333333,0.28125,8,32,0,4,12,4,3,0,4
predictive_order,f306bd7c1d91,3,necessary_pattern,4,1.0,1.0,1.0,8,32,0,2,12,4,3,1,4
raw_length,07cdc0054772,3,necessary_pattern,4,1.0,1.0,1.0,8,32,0,2,2,4,3,1,4
raw_length,5b3975d8947d,3,necessary_pattern,4,1.0,1.0,1.0,8,32,0,2,3,4,3,1,4
raw_length,5bed8b907b14,3,necessary_pattern,4,1.0,1.0,1.0,8,32,0,2,16,4,3,1,4
raw_length,6ee96a3ceda6,3,necessary_pattern,4,1.0,1.0,1.0,8,32,0,2,8,4,3,1,4
raw_length,9cb22f271bee,3,necessary_pattern,4,1.0,1.0,1.0,8,32,0,2,24,4,3,1,4
raw_length,dcb8f7366193,3,necessary_pattern,4,1.0,1.0,1.0,8,32,0,2,12,4,3,1,4
raw_length,def8612efd03,3,necessary_pattern,4,1.0,1.0,1.0,8,32,0,2,6,4,3,1,4
raw_length,e9e9842f144b,3,necessary_pattern,4,1.0,1.0,1.0,8,32,0,2,4,4,3,1,4
