loss,step
24.71942901611328,1
0.7120245695114136,50
0.7131841778755188,100
0.6792531609535217,150
0.8563247919082642,200
0.7114930152893066,250
0.6700984239578247,300
0.4965105354785919,350
0.344524085521698,400
0.33165353536605835,450
0.2737647593021393,500
0.14236049354076385,550
0.19496549665927887,600
0.168167382478714,650
0.13098178803920746,700
0.06030821055173874,750
0.0827663391828537,800
0.19249649345874786,850
0.12716104090213776,900
0.03153945133090019,950
0.0007436306914314628,1000
0.023645151406526566,1050
0.020564120262861252,1100
0.0008339657797478139,1150
0.02736038714647293,1200
