budget_tokens,condition,dataset,mean_answer_logprob,mean_answer_token_accuracy,mean_budget_violation,mean_complete_evidence,mean_end_to_end_time_ns,mean_evidence_recall,mean_materialization_time_ns,mean_materialized_kv_bytes,mean_peak_device_bytes,mean_selection_time_ns,n_examples
64,agreement,hotpotqa,-4.136417839676142,0.3605158807088931,0.0,0.0,2719138996.8333335,0.19697420634920637,637431676.125,7340032.0,3414585173.3333335,78784.875,24
128,agreement,hotpotqa,-3.187792897845308,0.4955357251067956,0.0,0.041666666666666664,2426892934.9166665,0.42514880952380946,973651438.375,14680064.0,3414078293.3333335,62298.916666666664,24
192,agreement,hotpotqa,-2.8803096935153008,0.5237764660269022,0.0,0.08333333333333333,2802232839.5416665,0.5669808201058201,1251143255.125,22020096.0,3414091776.0,58910.333333333336,24
64,base_topk,hotpotqa,-3.865821131815513,0.4195436580727498,0.0,0.0,3549043065.625,0.21063161375661374,630182335.625,7340032.0,3415892138.6666665,239634.125,24
128,base_topk,hotpotqa,-3.28830843915542,0.4747023905316989,0.0,0.041666666666666664,2774989926.5,0.38769841269841265,1052852318.125,14680064.0,3414078293.3333335,43615.666666666664,24
192,base_topk,hotpotqa,-2.4386644223704934,0.5403769935170809,0.0,0.16666666666666666,3155500312.625,0.5869874338624338,1351138642.4166667,22020096.0,3414091776.0,48789.541666666664,24
64,bridge_preserving,hotpotqa,-3.299812207619349,0.4827381062010924,0.0,0.0,2061056959.25,0.24986772486772488,566453709.1666666,7340032.0,3414237354.6666665,50408.958333333336,24
128,bridge_preserving,hotpotqa,-2.3209886960685253,0.593452388420701,0.0,0.08333333333333333,2492166727.75,0.4637400793650794,975508006.9166666,14680064.0,3414078293.3333335,55972.833333333336,24
192,bridge_preserving,hotpotqa,-2.2745914685850344,0.6128968341896931,0.0,0.20833333333333334,2799111779.375,0.6396990740740741,1251176840.125,22020096.0,3414091776.0,62523.541666666664,24
64,budget_tuned_topk,hotpotqa,-3.865821131815513,0.4195436580727498,0.0,0.0,3549043065.625,0.21063161375661374,630182335.625,7340032.0,3415892138.6666665,59484.041666666664,24
128,budget_tuned_topk,hotpotqa,-3.28830843915542,0.4747023905316989,0.0,0.041666666666666664,2774989926.5,0.38769841269841265,1052852318.125,14680064.0,3414078293.3333335,56587.25,24
192,budget_tuned_topk,hotpotqa,-2.4386644223704934,0.5403769935170809,0.0,0.16666666666666666,3155500312.625,0.5869874338624338,1351138642.4166667,22020096.0,3414091776.0,56722.291666666664,24
64,combined_structural,hotpotqa,-4.516525934139888,0.35727514264484245,0.0,0.041666666666666664,1864695775.7916667,0.2729993386243386,541571735.2083334,7340032.0,3414239573.3333335,123327.83333333333,24
128,combined_structural,hotpotqa,-3.774843979626894,0.43551588120559853,0.0,0.041666666666666664,2425119313.125,0.4149305555555555,975355706.5,14680064.0,3414078293.3333335,94649.45833333333,24
192,combined_structural,hotpotqa,-2.665689317509532,0.5813822833200296,0.0,0.08333333333333333,2734755956.7916665,0.5655588624338624,1248837564.625,22020096.0,3414091776.0,103664.58333333333,24
64,community,hotpotqa,-4.231594193726778,0.3730158805847168,0.0,0.0,3137545108.7083335,0.19599867724867726,637317042.1666666,7340032.0,3414933162.6666665,43211.416666666664,24
128,community,hotpotqa,-3.3125682131697736,0.4816468333204587,0.0,0.041666666666666664,2684311226.5833335,0.39424603174603173,1050051338.5833334,14680064.0,3414078293.3333335,50268.833333333336,24
192,community,hotpotqa,-2.464542686318358,0.55039683667322,0.0,0.125,2942629185.2916665,0.5870039682539682,1327674924.2916667,22020096.0,3414091776.0,55829.958333333336,24
64,entropy_adaptive_sharpen,hotpotqa,-3.865821131815513,0.4195436580727498,0.0,0.0,3549043065.625,0.21063161375661374,630182335.625,7340032.0,3415892138.6666665,129061.25,24
128,entropy_adaptive_sharpen,hotpotqa,-3.28830843915542,0.4747023905316989,0.0,0.041666666666666664,2774989926.5,0.38769841269841265,1052852318.125,14680064.0,3414078293.3333335,125106.95833333333,24
192,entropy_adaptive_sharpen,hotpotqa,-2.4386644223704934,0.5403769935170809,0.0,0.16666666666666666,3155500312.625,0.5869874338624338,1351138642.4166667,22020096.0,3414091776.0,110441.70833333333,24
64,oracle_evidence,hotpotqa,-3.204561138525605,0.5334325501074394,0.0,0.041666666666666664,2222220672.5,0.4043650793650794,542530205.5,7340032.0,3414676138.6666665,47461.583333333336,24
128,oracle_evidence,hotpotqa,-2.0368627491407096,0.6257936588178078,0.0,0.3333333333333333,2443653352.9583335,0.7115079365079365,976479419.25,14680064.0,3414078293.3333335,53754.75,24
192,oracle_evidence,hotpotqa,-2.0084442601849637,0.6367724972466627,0.0,0.5416666666666666,2785504884.9166665,0.8839285714285715,1260888345.7083333,22020096.0,3414091776.0,55072.458333333336,24
64,persistence,hotpotqa,-4.470327464242776,0.3633928665270408,0.0,0.0,1883424611.5,0.24320436507936508,559479161.5,7340032.0,3415200768.0,18779.791666666668,24
128,persistence,hotpotqa,-3.3617136518781385,0.4646825473755598,0.0,0.041666666666666664,2427433612.125,0.417443783068783,976793419.4583334,14680064.0,3414078293.3333335,23030.041666666668,24
192,persistence,hotpotqa,-2.515450651446978,0.5804563574492931,0.0,0.08333333333333333,2736037026.7916665,0.5906911375661376,1249140059.375,22020096.0,3414091776.0,22213.083333333332,24
64,power_sharpen,hotpotqa,-3.865821131815513,0.4195436580727498,0.0,0.0,3549043065.625,0.21063161375661374,630182335.625,7340032.0,3415892138.6666665,78118.16666666667,24
128,power_sharpen,hotpotqa,-3.28830843915542,0.4747023905316989,0.0,0.041666666666666664,2774989926.5,0.38769841269841265,1052852318.125,14680064.0,3414078293.3333335,66428.58333333333,24
192,power_sharpen,hotpotqa,-2.4386644223704934,0.5403769935170809,0.0,0.16666666666666666,3155500312.625,0.5869874338624338,1351138642.4166667,22020096.0,3414091776.0,58822.333333333336,24
64,agreement,qasper,-4.671020324031512,0.24151818950970969,0.0,0.041666666666666664,2091373221.25,0.21279761904761904,538447371.875,7340032.0,3422165333.3333335,53249.916666666664,24
128,agreement,qasper,-4.462645851075649,0.2679671049118042,0.0,0.041666666666666664,2223008427.7083335,0.43154761904761907,972861737.5833334,14680064.0,3420777984.0,56625.0,24
192,agreement,qasper,-4.312929465125005,0.29959726706147194,0.0,0.08333333333333333,2473722503.7083335,0.5799603174603175,1193623518.2083333,22020096.0,3420786176.0,57834.375,24
64,base_topk,qasper,-4.796108938753605,0.24413413926959038,0.0,0.08333333333333333,3326423223.25,0.32703373015873016,530285686.2916667,7340032.0,3426619221.3333335,853470.0833333334,24
128,base_topk,qasper,-4.14389714350303,0.3169125554462274,0.0,0.125,2514932256.6666665,0.5714781746031746,972344493.0,14680064.0,3420952746.6666665,31473.333333333332,24
192,base_topk,qasper,-4.001869358122349,0.3665017392486334,0.0,0.375,2796017404.0,0.7484126984126984,1194088570.9166667,22020096.0,3420786176.0,36855.75,24
64,bridge_preserving,qasper,-4.727386233707269,0.2337290464589993,0.0,0.08333333333333333,2257035108.4583335,0.3481646825396825,532519205.9583333,7340032.0,3422340778.6666665,50921.083333333336,24
128,bridge_preserving,qasper,-4.265962665279706,0.2924435983101527,0.0,0.125,2381012543.9166665,0.5665178571428572,971200264.125,14680064.0,3420777984.0,63013.541666666664,24
192,bridge_preserving,qasper,-4.052788270016511,0.37576099919776124,0.0,0.4583333333333333,2654836818.5416665,0.7924603174603174,1194817098.2083333,22020096.0,3420786176.0,71375.04166666667,24
64,budget_tuned_topk,qasper,-4.796108938753605,0.24413413926959038,0.0,0.08333333333333333,3326423223.25,0.32703373015873016,530285686.2916667,7340032.0,3426619221.3333335,56611.958333333336,24
128,budget_tuned_topk,qasper,-4.14389714350303,0.3169125554462274,0.0,0.125,2514932256.6666665,0.5714781746031746,972344493.0,14680064.0,3420952746.6666665,56276.666666666664,24
192,budget_tuned_topk,qasper,-4.001869358122349,0.3665017392486334,0.0,0.375,2796017404.0,0.7484126984126984,1194088570.9166667,22020096.0,3420786176.0,56261.125,24
64,combined_structural,qasper,-4.930493513743083,0.21639424997071424,0.0,0.041666666666666664,2100897552.25,0.29464285714285715,545234141.625,7340032.0,3424177322.6666665,97614.25,24
128,combined_structural,qasper,-4.398755361636479,0.2610090145220359,0.0,0.041666666666666664,2275311113.2083335,0.4765873015873015,972684166.0416666,14680064.0,3420777984.0,86136.875,24
192,combined_structural,qasper,-4.177012304464976,0.32906787656247616,0.0,0.20833333333333334,2494258218.75,0.7199404761904762,1205673271.2916667,22020096.0,3420786176.0,94639.875,24
64,community,qasper,-4.7468009268244105,0.24004917157193026,0.0,0.041666666666666664,2795940417.0833335,0.27842261904761906,538695417.5,7340032.0,3423998122.6666665,46470.583333333336,24
128,community,qasper,-4.525168366730213,0.25266439591844875,0.0,0.08333333333333333,2329332267.5,0.5413194444444445,973603155.2083334,14680064.0,3420777984.0,55416.5,24
192,community,qasper,-4.323054019361734,0.2990078671524922,0.0,0.2916666666666667,2532918420.125,0.7037698412698412,1194876238.6666667,22020096.0,3420786176.0,58141.0,24
64,entropy_adaptive_sharpen,qasper,-4.796108938753605,0.24413413926959038,0.0,0.08333333333333333,3326423223.25,0.32703373015873016,530285686.2916667,7340032.0,3426619221.3333335,104534.45833333333,24
128,entropy_adaptive_sharpen,qasper,-4.14389714350303,0.3169125554462274,0.0,0.125,2514932256.6666665,0.5714781746031746,972344493.0,14680064.0,3420952746.6666665,108893.75,24
192,entropy_adaptive_sharpen,qasper,-4.001869358122349,0.3665017392486334,0.0,0.375,2796017404.0,0.7484126984126984,1194088570.9166667,22020096.0,3420786176.0,111587.0,24
64,oracle_evidence,qasper,-4.4758720596631365,0.3000235656897227,0.0,0.16666666666666666,2919963577.125,0.47192460317460316,531984816.375,7340032.0,3424524288.0,40937.583333333336,24
128,oracle_evidence,qasper,-3.970628645271063,0.33871315109233063,0.0,0.4166666666666667,2383524626.6666665,0.749404761904762,972195341.7083334,14680064.0,3420777984.0,40799.333333333336,24
192,oracle_evidence,qasper,-4.104087543984254,0.321629944567879,0.0,0.625,2718312275.7916665,0.8824404761904763,1196863173.7916667,22020096.0,3420786176.0,48056.25,24
64,persistence,qasper,-5.173167650898297,0.22018889524042606,0.0,0.041666666666666664,1978326180.2916667,0.26378968253968255,550634076.0,7340032.0,3423216128.0,22238.541666666668,24
128,persistence,qasper,-4.3187373379866285,0.2566497704635064,0.0,0.08333333333333333,2248373454.5833335,0.4661706349206349,973389796.0833334,14680064.0,3420777984.0,22633.458333333332,24
192,persistence,qasper,-4.181783676147461,0.3186512098958095,0.0,0.20833333333333334,2485342758.125,0.674751984126984,1204687270.5833333,22020096.0,3420786176.0,22460.75,24
64,power_sharpen,qasper,-4.796108938753605,0.24413413926959038,0.0,0.08333333333333333,3326423223.25,0.32703373015873016,530285686.2916667,7340032.0,3426619221.3333335,55563.208333333336,24
128,power_sharpen,qasper,-4.14389714350303,0.3169125554462274,0.0,0.125,2514932256.6666665,0.5714781746031746,972344493.0,14680064.0,3420952746.6666665,61739.166666666664,24
192,power_sharpen,qasper,-4.001869358122349,0.3665017392486334,0.0,0.375,2796017404.0,0.7484126984126984,1194088570.9166667,22020096.0,3420786176.0,58931.083333333336,24
