abstraction_level,angular_concentration,between_cosine_distance,common_energy_fraction,component,effective_rank,family,layer,model_setting,n,natural,parent_id,seed,within_cosine_distance
parent,0.7574477681658635,0.9432314975770135,0.570121483271988,sa,2.361084193053922,noun,1,tiny-w32-l2-h2,6,True,natural:noun:mammal,11,0.5061834647395995
root,0.853131188618926,0.933747459698988,0.7164581388993878,sa,2.1775020079137333,noun,1,tiny-w32-l2-h2,6,True,natural:noun:bird,11,0.32548355758482955
root,0.7963783320318827,0.9365936632948147,0.6191373291186839,sa,2.4577763654442837,noun,1,tiny-w32-l2-h2,6,True,natural:noun:mammal,11,0.4385377630568986
parent,0.8439442589418419,0.9469972865563877,0.7115983115062225,sa,1.960407431264732,relation,1,tiny-w32-l2-h2,6,False,synthetic:relation:p0,11,0.34497419118233436
parent,0.8950953093375912,0.9518476271557221,0.7939043451328924,sa,2.3787302908165593,relation,1,tiny-w32-l2-h2,6,False,synthetic:relation:p1,11,0.23666527708646243
root,0.9054077167758128,0.9494354595982643,0.8071085868751208,sa,2.172284279948814,relation,1,tiny-w32-l2-h2,6,False,synthetic:relation:p0,11,0.21511628999366636
root,0.9079533438404453,0.9543245677282393,0.8150711505566492,sa,2.8089502634049897,relation,1,tiny-w32-l2-h2,6,False,synthetic:relation:p1,11,0.20969858763620378
parent,0.9116984366345147,0.9331120599970943,0.8195879878704108,sa,1.9083041433674006,relation,1,tiny-w32-l2-h2,6,True,natural:relation:social,11,0.2018216946198002
parent,0.7121102241574144,0.9263093689732521,0.5355588622434189,sa,2.0973023230186225,relation,1,tiny-w32-l2-h2,6,True,natural:relation:spatial,11,0.5879410967923936
root,0.8977483678740774,0.9456586282621849,0.7985972807426053,sa,2.9776442400846994,relation,1,tiny-w32-l2-h2,6,True,natural:relation:social,11,0.23214489022295895
root,0.8181579485929005,0.9252407139645208,0.6941394822809162,sa,2.373127792750538,relation,1,tiny-w32-l2-h2,6,True,natural:relation:spatial,11,0.3936100713263828
parent,0.8621953133517883,0.9592861910016639,0.7426766935015829,ff,1.0100397720746987,action,0,tiny-w32-l2-h2,6,False,synthetic:action:p0,23,0.30699921249306233
parent,0.8928067843401456,0.9684688306010137,0.79662414449859,ff,1.004079654734976,action,0,tiny-w32-l2-h2,6,False,synthetic:action:p1,23,0.24328057477784892
root,0.7044924143289034,0.9825591349410838,0.5090981721477845,ff,1.0674628070361012,action,0,tiny-w32-l2-h2,6,False,synthetic:action:p0,23,0.5908814408656836
root,0.7998225557416537,0.9588505275511907,0.6408452059287182,ff,1.065529215861229,action,0,tiny-w32-l2-h2,6,False,synthetic:action:p1,23,0.42260319744698926
parent,0.9363565473269087,0.8812053961766427,0.8745798523816655,ff,1.1365368176776527,action,0,tiny-w32-l2-h2,6,True,natural:action:communication,23,0.1474627683834916
parent,0.8207184480529767,0.9529006849639653,0.6646748381654115,ff,1.2573218509795143,action,0,tiny-w32-l2-h2,6,True,natural:action:movement,23,0.37993123140666624
root,0.9239845889372723,0.887674620738428,0.8532023533082702,ff,1.1097191916160796,action,0,tiny-w32-l2-h2,6,True,natural:action:communication,23,0.17538816389639456
root,0.7157015993491155,0.9650607529131968,0.5032495164673615,ff,1.1494807710922954,action,0,tiny-w32-l2-h2,6,True,natural:action:movement,23,0.5844271995485014
parent,0.9773880045800577,0.9400723015236013,0.9537750865734904,ff,1.0008580057892493,noun,0,tiny-w32-l2-h2,6,False,synthetic:noun:p0,23,0.05356166435944565
parent,0.9567068440606091,0.9300060009228226,0.9131107248023984,ff,1.0124679489599304,noun,0,tiny-w32-l2-h2,6,False,synthetic:noun:p1,23,0.10139116514703357
root,0.9190613522849088,0.9303142815626593,0.8345551653618618,ff,1.2771123351835505,noun,0,tiny-w32-l2-h2,6,False,synthetic:noun:p0,23,0.18399414272868395
root,0.8934466108180432,0.9312436585980955,0.7748072455471109,ff,1.1333069137160918,noun,0,tiny-w32-l2-h2,6,False,synthetic:noun:p1,23,0.23105164183336144
parent,0.962700612929083,0.9699966193465872,0.9216514194908771,ff,1.2568173838564642,noun,0,tiny-w32-l2-h2,6,True,natural:noun:bird,23,0.08757062307149296
parent,0.9251353965941496,0.9649487731844514,0.8550969881493413,ff,1.0663958129495268,noun,0,tiny-w32-l2-h2,6,True,natural:noun:mammal,23,0.1728214854066963
root,0.9182758302180877,0.9954134562637084,0.8236975846279254,ff,1.1436451054055707,noun,0,tiny-w32-l2-h2,6,True,natural:noun:bird,23,0.18361823989958231
root,0.820871283086003,0.975707489151868,0.6762413006255659,ff,1.2098006401701482,noun,0,tiny-w32-l2-h2,6,True,natural:noun:mammal,23,0.3900686023973812
parent,0.9762032881590592,0.8712232439977983,0.9464218293362753,ff,1.1262155590963019,relation,0,tiny-w32-l2-h2,6,False,synthetic:relation:p0,23,0.05603949042892531
parent,0.9105275723454881,0.9097374211726211,0.7714184727848269,ff,1.0226067404298476,relation,0,tiny-w32-l2-h2,6,False,synthetic:relation:p1,23,0.18375544983032077
root,0.9557815715445197,0.8741291006471346,0.9129165848550465,ff,1.180756160579634,relation,0,tiny-w32-l2-h2,6,False,synthetic:relation:p0,23,0.10374055425353754
root,0.7657793005405938,0.9055845926300001,0.5909967181575677,ff,1.0747190720450934,relation,0,tiny-w32-l2-h2,6,False,synthetic:relation:p1,23,0.47314874246910593
parent,0.9407339617889975,0.898235120892454,0.8769188117897873,ff,1.01655015663655,relation,0,tiny-w32-l2-h2,6,True,natural:relation:social,23,0.1364782197110724
parent,0.8400158575119637,0.9336652698647455,0.696685900003294,ff,1.0292657505417526,relation,0,tiny-w32-l2-h2,6,True,natural:relation:spatial,23,0.33541151630799504
root,0.9089732629760459,0.9134994371094539,0.8235694253514667,ff,1.0890720655327482,relation,0,tiny-w32-l2-h2,6,True,natural:relation:social,23,0.20778942423310837
root,0.8057055078379071,0.9311661538385779,0.6471672124842722,ff,1.053816058601085,relation,0,tiny-w32-l2-h2,6,True,natural:relation:spatial,23,0.41980317895542196
parent,0.9957908596108346,0.9671136549197425,0.9913558524707982,sa,2.3705742913215873,action,0,tiny-w32-l2-h2,6,False,synthetic:action:p0,23,0.01007991258061444
parent,0.9723167945808869,0.9636290969458752,0.9398897613729438,sa,1.0947053806762863,action,0,tiny-w32-l2-h2,6,False,synthetic:action:p1,23,0.06510375154020141
root,0.9222173677937562,0.9254356388650435,0.8444018334495171,sa,1.950842374993686,action,0,tiny-w32-l2-h2,6,False,synthetic:action:p0,23,0.17924084560082842
root,0.9570115907279232,0.9555087548179717,0.9130179470959281,sa,1.6216587591954683,action,0,tiny-w32-l2-h2,6,False,synthetic:action:p1,23,0.10069597997455881
parent,0.9450269982105851,0.9414205260810866,0.8904991442404536,sa,1.8838131932317883,action,0,tiny-w32-l2-h2,6,True,natural:action:communication,23,0.12824993941145432
parent,0.9353010375069825,0.9713061858319443,0.8691136557023438,sa,2.084110234330607,action,0,tiny-w32-l2-h2,6,True,natural:action:movement,23,0.1499883129244976
root,0.9300218188409688,0.9069054122101694,0.8560361722331611,sa,2.197860215763581,action,0,tiny-w32-l2-h2,6,True,natural:action:communication,23,0.16153230732248425
root,0.8692559101960998,0.9651066791703645,0.7401230834207785,sa,2.079386773595647,action,0,tiny-w32-l2-h2,6,True,natural:action:movement,23,0.28778221339091264
parent,0.9965158672536495,0.9683179168639746,0.9925035387721868,sa,1.0214245830909507,noun,0,tiny-w32-l2-h2,6,False,synthetic:noun:p0,23,0.00834294201997127
parent,0.979522062598646,0.9788312993922895,0.9560053828405879,sa,1.1013484444832102,noun,0,tiny-w32-l2-h2,6,False,synthetic:noun:p1,23,0.04847687646972853
root,0.9273497766721907,0.9257094516240423,0.8534491377148867,sa,1.960623002672285,noun,0,tiny-w32-l2-h2,6,False,synthetic:noun:p0,23,0.16745799512375628
root,0.9297224909819867,0.9252548956159437,0.8467759716249823,sa,1.365830827540391,noun,0,tiny-w32-l2-h2,6,False,synthetic:noun:p1,23,0.16227285283256482
parent,0.9656581379479974,0.9620371340491809,0.9319915179554026,sa,1.9565610254117867,noun,0,tiny-w32-l2-h2,6,True,natural:noun:bird,23,0.08100424186647143
parent,0.9532422123579427,0.9620108227889204,0.8947843505484798,sa,1.2983928297412894,noun,0,tiny-w32-l2-h2,6,True,natural:noun:mammal,23,0.1085777655790236
root,0.9216471223947869,0.9253121402684155,0.8491683653061775,sa,1.743152142748212,noun,0,tiny-w32-l2-h2,6,True,natural:noun:bird,23,0.1806778005653545
root,0.8103531187079618,0.9413180697755131,0.626578207151911,sa,1.2845971954828532,noun,0,tiny-w32-l2-h2,6,True,natural:noun:mammal,23,0.40798703723104734
parent,0.9770806259231893,0.9756763484462639,0.9378765043531558,sa,1.6436550143427904,relation,0,tiny-w32-l2-h2,6,False,synthetic:relation:p0,23,0.05372841287371257
parent,0.9606005161975933,0.9542428091766036,0.9226456522313519,sa,1.5156378965362662,relation,0,tiny-w32-l2-h2,6,False,synthetic:relation:p1,23,0.09269167804804972
root,0.8981474504573486,0.9483946429347461,0.806558299468082,sa,2.4597470012593914,relation,0,tiny-w32-l2-h2,6,False,synthetic:relation:p0,23,0.23198412527776774
root,0.9433199354785339,0.916641457955754,0.8789504695592343,sa,1.7715824903400994,relation,0,tiny-w32-l2-h2,6,False,synthetic:relation:p1,23,0.13189456999443616
parent,0.9778697478357888,0.9885556151357496,0.9368508872204737,sa,1.1129142643603724,relation,0,tiny-w32-l2-h2,6,True,natural:relation:social,23,0.0514464446135406
parent,0.8169294514975635,0.9465138373211844,0.6598661522927327,sa,1.22840452656418,relation,0,tiny-w32-l2-h2,6,True,natural:relation:spatial,23,0.3958552290372416
root,0.8900925562425752,0.9651737261033967,0.746712808287332,sa,1.1205930976019436,relation,0,tiny-w32-l2-h2,6,True,natural:relation:social,23,0.22639381309262774
root,0.9255979060146627,0.9293068715877626,0.8518438423751515,sa,1.892952048819633,relation,0,tiny-w32-l2-h2,6,True,natural:relation:spatial,23,0.1709031442443049
parent,0.6409934805538411,0.9110051356442818,0.4509355306283429,ff,1.3107987937950132,action,1,tiny-w32-l2-h2,6,False,synthetic:action:p0,23,0.6552685301167744
parent,0.8266246367827225,0.8743174866373161,0.6717953594103973,ff,1.360329083223561,action,1,tiny-w32-l2-h2,6,False,synthetic:action:p1,23,0.37856874484189534
root,0.7401217721053329,1.026971137666108,0.5513518124422658,ff,1.2739925830818417,action,1,tiny-w32-l2-h2,6,False,synthetic:action:p0,23,0.5401568160886935
root,0.9420852330631472,0.9993960738071924,0.8755893372040241,ff,1.8742046250767659,action,1,tiny-w32-l2-h2,6,False,synthetic:action:p1,23,0.13360978815641325
parent,0.9367552293155423,0.8427592250557603,0.8540880804918725,ff,2.235966816104659,action,1,tiny-w32-l2-h2,6,True,natural:action:communication,23,0.14544496594101644
parent,0.8709945572327232,0.9327470719659621,0.7443812401889986,ff,1.5890329082346157,action,1,tiny-w32-l2-h2,6,True,natural:action:movement,23,0.2867204997798416
root,0.8860452228657584,0.8882620990916006,0.7738768206333935,ff,2.424660638543731,action,1,tiny-w32-l2-h2,6,True,natural:action:communication,23,0.2548560908076293
root,0.7689114903379596,1.0087750928628179,0.5801226342007735,ff,1.888864999356062,action,1,tiny-w32-l2-h2,6,True,natural:action:movement,23,0.49043264753216237
parent,0.9450636408508603,0.8204310160397308,0.8566243794954501,ff,1.3342533172523503,noun,1,tiny-w32-l2-h2,6,False,synthetic:noun:p0,23,0.12344836180835797
parent,0.9607467314816462,0.8643947572400612,0.9084656802501744,ff,2.1792516024316178,noun,1,tiny-w32-l2-h2,6,False,synthetic:noun:p1,23,0.09192065140682924
root,0.8396075436362086,0.8901405106509248,0.6822136554422835,ff,1.6566883298109287,noun,1,tiny-w32-l2-h2,6,False,synthetic:noun:p0,23,0.34655267224204633
root,0.8749790553369707,0.9894616466348656,0.7503695562299268,ff,1.684344682597281,noun,1,tiny-w32-l2-h2,6,False,synthetic:noun:p1,23,0.2802190342999082
parent,0.8559955333882829,0.8664333656821861,0.7327481537533014,ff,1.6895148951790864,noun,1,tiny-w32-l2-h2,6,True,natural:noun:bird,23,0.3152696602018958
parent,0.7806335205901364,0.9231937756715105,0.6017514542497504,ff,1.271996176154931,noun,1,tiny-w32-l2-h2,6,True,natural:noun:mammal,23,0.4375987063142238
root,0.6643582808657464,0.9561877171950088,0.4264882973318016,ff,1.5910743560347123,noun,1,tiny-w32-l2-h2,6,True,natural:noun:bird,23,0.6685868267160896
root,0.6948146184486997,1.0376762621985902,0.5008782684058688,ff,1.4504859838285649,noun,1,tiny-w32-l2-h2,6,True,natural:noun:mammal,23,0.5809629839520152
parent,0.9549720282978601,0.8579580434153471,0.8839176796529641,ff,1.3947994200297962,relation,1,tiny-w32-l2-h2,6,False,synthetic:relation:p0,23,0.1030546009243474
parent,0.8973645279943304,0.8458142089016304,0.7413936858085163,ff,1.2559793765445306,relation,1,tiny-w32-l2-h2,6,False,synthetic:relation:p1,23,0.21109289921275556
root,0.8676656273540546,0.9010699913960977,0.7417818961079302,ff,2.0998436177333764,relation,1,tiny-w32-l2-h2,6,False,synthetic:relation:p0,23,0.2952342898919978
root,0.8783028229552841,0.9209182122852038,0.7373597225400119,ff,1.666846063055278,relation,1,tiny-w32-l2-h2,6,False,synthetic:relation:p1,23,0.26781251382956595
parent,0.9162804857739508,0.8638474810640615,0.7975195857423333,ff,1.4675205769793551,relation,1,tiny-w32-l2-h2,6,True,natural:relation:social,23,0.18393715709518574
parent,0.6747089291380218,0.9135615464135637,0.51070604516919,ff,1.1724857330953045,relation,1,tiny-w32-l2-h2,6,True,natural:relation:spatial,23,0.5816974598653725
root,0.7981495953265371,0.9298031352192162,0.6235974106418052,ff,1.533309142558198,relation,1,tiny-w32-l2-h2,6,True,natural:relation:social,23,0.4198646791035969
root,0.8180131195633392,1.029417728711476,0.6585112638219918,ff,1.173620649599185,relation,1,tiny-w32-l2-h2,6,True,natural:relation:spatial,23,0.37223429736503205
parent,0.8218058564849519,0.9244356368756858,0.665339376732603,sa,2.6239490672631374,action,1,tiny-w32-l2-h2,6,False,synthetic:action:p0,23,0.3867366860672315
parent,0.8463968222950834,0.9238028199606001,0.7019099119139922,sa,1.7134149290459528,action,1,tiny-w32-l2-h2,6,False,synthetic:action:p1,23,0.33946004856691375
root,0.7593963150245328,0.9333361495180865,0.5899445278013203,sa,2.5015922945309588,action,1,tiny-w32-l2-h2,6,False,synthetic:action:p0,23,0.5040639970403781
root,0.8271704444957108,0.951466327139496,0.6614653362081351,sa,2.4117402891114237,action,1,tiny-w32-l2-h2,6,False,synthetic:action:p1,23,0.3687279235422617
parent,0.8342504291082972,0.9307636746291259,0.6937356956296525,sa,1.866066734994746,action,1,tiny-w32-l2-h2,6,True,natural:action:communication,23,0.3620593152459023
parent,0.8653027055152992,0.9297093235847835,0.7390152982817108,sa,2.0474309140155014,action,1,tiny-w32-l2-h2,6,True,natural:action:movement,23,0.2998324251303505
root,0.8126984282035515,0.9720100422540671,0.6588481912859425,sa,1.9995495028683161,action,1,tiny-w32-l2-h2,6,True,natural:action:communication,23,0.39491708808138704
root,0.8634345030069411,0.9590602936204418,0.7262199712008357,sa,2.3504450333416496,action,1,tiny-w32-l2-h2,6,True,natural:action:movement,23,0.30134038403501806
parent,0.9286955147669698,0.9156969305055456,0.8554955216632392,sa,2.558535254281158,noun,1,tiny-w32-l2-h2,6,False,synthetic:noun:p0,23,0.16437196974973164
parent,0.9119146209731791,0.9342377630030727,0.8204289826886904,sa,1.711991860608388,noun,1,tiny-w32-l2-h2,6,False,synthetic:noun:p1,23,0.20174162976528853
root,0.7474773761083114,0.9599143307022311,0.559826947834289,sa,2.2198427963357066,noun,1,tiny-w32-l2-h2,6,False,synthetic:noun:p0,23,0.5244781374422641
root,0.9253957532296444,0.9948686634725842,0.8248308902800372,sa,2.0795452819476883,noun,1,tiny-w32-l2-h2,6,False,synthetic:noun:p1,23,0.17030800730684317
parent,0.8972520009079433,0.90552505728061,0.7955294982287494,sa,2.059707320292592,noun,1,tiny-w32-l2-h2,6,True,natural:noun:bird,23,0.23383460655296187
parent,0.8909071973354076,0.927043783332864,0.7812623843017023,sa,2.354179871337195,noun,1,tiny-w32-l2-h2,6,True,natural:noun:mammal,23,0.24632734474351883
root,0.8512308833884626,0.90024745914105,0.7181048052424879,sa,2.740772265258483,noun,1,tiny-w32-l2-h2,6,True,natural:noun:bird,23,0.32857419393494797
root,0.8267407281256665,0.9295835842264455,0.6537581146075377,sa,2.7219851389422214,noun,1,tiny-w32-l2-h2,6,True,natural:noun:mammal,23,0.37388635959347705
parent,0.9242928357248474,0.9124703440603297,0.8369766980547108,sa,1.952492067503899,relation,1,tiny-w32-l2-h2,6,False,synthetic:relation:p0,23,0.17286080246691865
parent,0.9029551397858363,0.9125193000154047,0.8029067504994084,sa,2.527472106064568,relation,1,tiny-w32-l2-h2,6,False,synthetic:relation:p1,23,0.22127416063309596
root,0.8321834715004052,0.9503155613119458,0.6630671484146418,sa,1.8837434972121492,relation,1,tiny-w32-l2-h2,6,False,synthetic:relation:p0,23,0.36386180325694156
root,0.8873926590180944,0.9773594250203574,0.7630660534126543,sa,2.1398705515067857,relation,1,tiny-w32-l2-h2,6,False,synthetic:relation:p1,23,0.25387192382723234
parent,0.8529551483818807,0.9112850573450527,0.7211239338400122,sa,2.074491400551663,relation,1,tiny-w32-l2-h2,6,True,natural:relation:social,23,0.32447987663549954
parent,0.7804286175347944,0.9250415156917025,0.6073432192895762,sa,1.8880069632882106,relation,1,tiny-w32-l2-h2,6,True,natural:relation:spatial,23,0.45107363622505375
root,0.7907997819233215,0.9071573559246514,0.6170453061358065,sa,2.363814683287815,relation,1,tiny-w32-l2-h2,6,True,natural:relation:social,23,0.4456748449735482
root,0.9223102117219008,0.9780710385634512,0.8184433569820757,sa,1.8432769154680824,relation,1,tiny-w32-l2-h2,6,True,natural:relation:spatial,23,0.17794355518142863
parent,0.9433722910180998,0.8206599623391205,0.8858371440196131,ff,1.066440557013004,action,0,tiny-w48-l3-h3,6,False,synthetic:action:p0,11,0.1312685691217
parent,0.9607172363678758,0.8187990091224528,0.9127938795840932,ff,1.3007507948384642,action,0,tiny-w48-l3-h3,6,False,synthetic:action:p1,11,0.09160043608781582
root,0.8673667589866492,0.8555755979963873,0.7466696735112395,ff,1.0652973130050638,action,0,tiny-w48-l3-h3,6,False,synthetic:action:p0,11,0.29005946784834485
root,0.9228240370168757,0.8809055641982942,0.8475057348974474,ff,1.1860625757422918,action,0,tiny-w48-l3-h3,6,False,synthetic:action:p1,11,0.17736876984727573
parent,0.9529606103577376,0.8296532375256795,0.8996587062821397,ff,1.0865804792495088,action,0,tiny-w48-l3-h3,6,True,natural:action:communication,11,0.10924243215411922
