competent,heldout_accuracy,mean_target_logprob,n,run_id,threshold
False,0.04861111111111111,-10.080882763114964,144,paper06-tiny-w32-l2-h2-seed11,0.8
False,0.013888888888888888,-10.89875782529513,144,paper06-tiny-w32-l2-h2-seed23,0.8
False,0.04861111111111111,-6.544325096325742,144,paper06-tiny-w48-l3-h3-seed11,0.8
False,0.1527777777777778,-6.392546664684131,144,paper06-tiny-w48-l3-h3-seed23,0.8
