abstraction_level,between_parent_dispersion,cross_template_cosine,effective_rank,family,hierarchy_rsa_spearman,layer,location,model_setting,n_items,natural,normalized_separation,permuted_neighbor_recovery,seed,tree_neighbor_recovery,within_parent_dispersion
parent,0.33832267297315183,0.9901817228575994,2.5087295476541507,noun,0.0,0,post_block,tiny-w48-l3-h3,4,False,0.09199600557614433,0.5,11,0.25,0.3071983384637777
root,0.38737387314453775,0.9835105521367583,2.6809959896278035,noun,0.41403933560541256,0,post_block,tiny-w48-l3-h3,4,False,0.16338361448034616,0.25,11,0.5,0.3240833295949321
parent,0.3513418565128403,0.998099642722043,2.5099206961442078,noun,0.20701966780270628,0,post_block,tiny-w48-l3-h3,4,True,0.238388054916989,0.5,11,0.5,0.26758615472782044
root,0.637087636494162,0.9969679210706133,2.188044411536728,noun,0.20701966780270628,0,post_block,tiny-w48-l3-h3,4,True,0.2006436905974559,0.5,11,0.5,0.5092600218739629
parent,0.4243595091023473,0.9934932490633367,2.7667825134994053,relation,0.0,0,post_block,tiny-w48-l3-h3,4,False,0.08383389072392883,0.25,11,0.25,0.38878380038860105
root,0.5930666344998252,0.9926057493688898,2.484060530132506,relation,0.0,0,post_block,tiny-w48-l3-h3,4,False,-0.06869352861131298,0.5,11,0.5,0.633806474325254
parent,0.42752623651573085,0.9920862266987732,2.0527477544838266,relation,0.8280786712108251,0,post_block,tiny-w48-l3-h3,4,True,0.4872506211012636,0.0,11,1.0,0.21921381223635528
root,0.4809941470574466,0.9872211783734275,1.9688284804735416,relation,0.41403933560541256,0,post_block,tiny-w48-l3-h3,4,True,0.44981342232150406,0.0,11,0.75,0.2646365236529237
parent,0.42043061611851285,0.9870958189151379,2.9281288480974363,action,0.0,0,post_sa,tiny-w48-l3-h3,4,False,-0.03889365892477783,0.25,11,0.25,0.4367827011033605
root,0.4952583932880774,0.9926107147020472,2.6966946232577866,action,0.20701966780270628,0,post_sa,tiny-w48-l3-h3,4,False,0.09725886069246567,0.0,11,0.5,0.4470901262084979
parent,0.4279115616723096,0.9959271268487483,2.7315839448750485,action,-0.8280786712108251,0,post_sa,tiny-w48-l3-h3,4,True,-0.24412711298895684,0.25,11,0.0,0.5323763758379665
root,0.40600015179398063,0.9919013635352699,2.776934610384822,action,-0.41403933560541256,0,post_sa,tiny-w48-l3-h3,4,True,-0.14880665547467445,0.0,11,0.0,0.46641567650465304
parent,0.548823358326956,0.9891426279148053,2.746626689208705,noun,0.0,0,post_sa,tiny-w48-l3-h3,4,False,-0.036873124375396124,0.25,11,0.25,0.5690601902786684
root,0.5222518614781424,0.9842662795011723,2.7208085736690677,noun,0.0,0,post_sa,tiny-w48-l3-h3,4,False,0.04928349499744169,0.25,11,0.25,0.49651346447557976
parent,0.5354361088364995,0.997713105638493,2.832848814858376,noun,0.41403933560541256,0,post_sa,tiny-w48-l3-h3,4,True,0.15664740384706974,0.5,11,0.5,0.4515614324612848
root,0.6935826810318753,0.9976201685941753,2.6980538340053837,noun,0.41403933560541256,0,post_sa,tiny-w48-l3-h3,4,True,0.15653278872813697,0.5,11,0.5,0.5850142497564179
parent,0.5739585957800659,0.9934413696740653,2.7149782862670495,relation,0.0,0,post_sa,tiny-w48-l3-h3,4,False,0.04230544619899733,0.75,11,0.25,0.5496770212858403
root,0.6124179734267516,0.9957353627728315,2.5882498221852246,relation,-0.41403933560541256,0,post_sa,tiny-w48-l3-h3,4,False,-0.14788371753782242,1.0,11,0.0,0.702984620024079
parent,0.5689321411075752,0.9913716958425153,2.3683795012470625,relation,0.8280786712108251,0,post_sa,tiny-w48-l3-h3,4,True,0.4050864943686256,0.0,11,1.0,0.3384654145326713
root,0.5903361908165302,0.9884639620605497,2.1115772648830426,relation,0.41403933560541256,0,post_sa,tiny-w48-l3-h3,4,True,0.41398488503767333,0.0,11,0.75,0.34594593072777097
parent,0.49555983402464043,1.0,2.953241293775533,action,-0.20701966780270628,0,pre_sa,tiny-w48-l3-h3,4,False,-0.08529136884640763,0.25,11,0.25,0.5378268106139006
root,0.49555983402464043,1.0,2.953241293775533,action,-0.20701966780270628,0,pre_sa,tiny-w48-l3-h3,4,False,-0.08529136884640763,0.25,11,0.25,0.5378268106139006
parent,0.4754725927927901,1.0,2.7557653985833794,action,-0.41403933560541256,0,pre_sa,tiny-w48-l3-h3,4,True,-0.06224786434355168,0.0,11,0.0,0.5050697462480325
root,0.4754725927927901,1.0,2.7557653985833794,action,-0.41403933560541256,0,pre_sa,tiny-w48-l3-h3,4,True,-0.06224786434355168,0.0,11,0.0,0.5050697462480325
parent,0.6096863977312712,1.0,2.5641014558586672,noun,0.0,0,pre_sa,tiny-w48-l3-h3,4,False,0.03486121281863519,0.25,11,0.25,0.5884319904673343
root,0.6096863977312712,1.0,2.5641014558586672,noun,0.0,0,pre_sa,tiny-w48-l3-h3,4,False,0.03486121281863519,0.25,11,0.25,0.5884319904673343
parent,0.5430023806364647,1.0,2.689948911926924,noun,-0.20701966780270628,0,pre_sa,tiny-w48-l3-h3,4,True,0.006237184352889308,1.0,11,0.0,0.5396155746843773
root,0.5430023806364647,1.0,2.689948911926924,noun,-0.20701966780270628,0,pre_sa,tiny-w48-l3-h3,4,True,0.006237184352889308,1.0,11,0.0,0.5396155746843773
parent,0.5840260100616401,1.0,2.9152143049250436,relation,0.0,0,pre_sa,tiny-w48-l3-h3,4,False,0.04288642778401509,0.25,11,0.5,0.5589792207571451
root,0.5840260100616401,1.0,2.9152143049250436,relation,0.0,0,pre_sa,tiny-w48-l3-h3,4,False,0.04288642778401509,0.25,11,0.5,0.5589792207571451
parent,0.5392485512468831,1.0,2.788898118444585,relation,0.6210590034081188,0,pre_sa,tiny-w48-l3-h3,4,True,0.20771774738719245,0.0,11,0.75,0.4272370569000735
root,0.5392485512468831,1.0,2.788898118444585,relation,0.6210590034081188,0,pre_sa,tiny-w48-l3-h3,4,True,0.20771774738719245,0.0,11,0.75,0.4272370569000735
parent,0.148504101512202,0.9903064828090717,2.651294923062999,action,0.0,1,post_block,tiny-w48-l3-h3,4,False,0.07193902603510166,0.5,11,0.5,0.13782086108719632
root,0.4179272221486474,0.9793928669131963,2.5454216833780072,action,0.41403933560541256,1,post_block,tiny-w48-l3-h3,4,False,0.2182013577855627,0.25,11,0.75,0.32673493482026406
parent,0.15188760810848748,0.9960403989028772,2.484359504476885,action,-0.41403933560541256,1,post_block,tiny-w48-l3-h3,4,True,-0.24061633454377837,0.75,11,0.0,0.1884342476341736
root,0.19481519823243926,0.9861428667737905,2.6802291490068177,action,0.0,1,post_block,tiny-w48-l3-h3,4,True,-0.047444640268225924,0.5,11,0.25,0.20405813523136046
parent,0.14445840577620167,0.9920964755148112,2.38547080739189,noun,0.20701966780270628,1,post_block,tiny-w48-l3-h3,4,False,0.1282377227419301,0.25,11,0.5,0.12593338878853189
root,0.21478582675547803,0.9811322987616519,2.612697238163711,noun,0.41403933560541256,1,post_block,tiny-w48-l3-h3,4,False,0.22417686249427474,0.25,11,0.5,0.16663581400519611
parent,0.15177324727354552,0.9957084981865032,2.4265012669151997,noun,0.20701966780270628,1,post_block,tiny-w48-l3-h3,4,True,0.18450638439311956,0.0,11,0.5,0.12377011417150074
root,0.5163294278045008,0.9812579887681325,1.9269722955190751,noun,0.20701966780270628,1,post_block,tiny-w48-l3-h3,4,True,0.13278364239166754,0.0,11,0.5,0.4477693257066136
parent,0.18511397166040974,0.9929253814138734,2.7991893549087257,relation,0.41403933560541256,1,post_block,tiny-w48-l3-h3,4,False,0.12006603394078284,0.25,11,0.5,0.16288807125611787
root,0.37733379861243166,0.9838139960545919,2.5072027143673137,relation,0.0,1,post_block,tiny-w48-l3-h3,4,False,0.04875784451024978,0.25,11,0.5,0.3589358159312248
parent,0.1540905825952531,0.9912010540438296,2.0539051245340443,relation,0.8280786712108251,1,post_block,tiny-w48-l3-h3,4,True,0.48532200499919054,0.0,11,1.0,0.07930703209863149
root,0.22585120674190642,0.9779878818031246,1.9487037104429779,relation,0.6210590034081188,1,post_block,tiny-w48-l3-h3,4,True,0.46921286668168166,0.25,11,0.75,0.11987891458301936
parent,0.15602229108302731,0.9899859597460483,2.740995220979142,action,0.0,1,post_sa,tiny-w48-l3-h3,4,False,0.025969268579413403,0.5,11,0.5,0.15197050630151676
root,0.42306915691718405,0.9792990973150025,2.6022083437785755,action,0.41403933560541256,1,post_sa,tiny-w48-l3-h3,4,False,0.2153738410674141,0.25,11,0.75,0.33195112755477757
parent,0.1825370846466525,0.9954263764229117,2.5905565452294335,action,-0.20701966780270628,1,post_sa,tiny-w48-l3-h3,4,True,-0.17135289128146033,0.75,11,0.0,0.21381534186694506
root,0.24715681931400638,0.9841150396468051,2.755236349945834,action,-0.20701966780270628,1,post_sa,tiny-w48-l3-h3,4,True,-0.039097270673878845,0.75,11,0.0,0.25681997637762105
parent,0.1748193655530362,0.991156693853636,2.4756830758353385,noun,0.0,1,post_sa,tiny-w48-l3-h3,4,False,0.10389619893391328,0.25,11,0.25,0.15665629797203745
root,0.2586228294224585,0.977502066699863,2.672954383407618,noun,0.41403933560541256,1,post_sa,tiny-w48-l3-h3,4,False,0.18480598963230851,0.25,11,0.5,0.21082778148953335
parent,0.1848497323785336,0.9951576733809717,2.49171286192244,noun,0.20701966780270628,1,post_sa,tiny-w48-l3-h3,4,True,0.18671934393406758,0.0,11,0.5,0.15033471162242584
root,0.5658576721977848,0.9811372536246755,1.9658140483983417,noun,0.20701966780270628,1,post_sa,tiny-w48-l3-h3,4,True,0.1710481711913748,0.0,11,0.5,0.4690687522137453
parent,0.23001672786866942,0.9920755462087891,2.699765923846051,relation,0.6210590034081188,1,post_sa,tiny-w48-l3-h3,4,False,0.119985567528692,0.25,11,0.75,0.20241804023425441
root,0.41992743014331313,0.981151228026269,2.5146000907684747,relation,0.0,1,post_sa,tiny-w48-l3-h3,4,False,-0.000325225581749133,0.0,11,0.5,0.4200640012860739
parent,0.20308498336053743,0.991120738979264,1.9824482187748997,relation,0.8280786712108251,1,post_sa,tiny-w48-l3-h3,4,True,0.5052480451588732,0.0,11,1.0,0.1004766925165036
root,0.29764874103318795,0.9771896928746573,1.910876278606311,relation,0.41403933560541256,1,post_sa,tiny-w48-l3-h3,4,True,0.4937649361478798,0.25,11,0.75,0.15068022942243908
parent,0.283982124421036,0.9878838303615113,2.7913734019889844,action,0.0,1,pre_sa,tiny-w48-l3-h3,4,False,0.0636254560068638,0.25,11,0.5,0.26591363225694964
root,0.49820880783557375,0.9878852953831497,2.5890045425597963,action,0.41403933560541256,1,pre_sa,tiny-w48-l3-h3,4,False,0.1579768487689224,0.5,11,0.5,0.4195033503447882
parent,0.2885157580458416,0.9966052858793876,2.635080673918036,action,-0.41403933560541256,1,pre_sa,tiny-w48-l3-h3,4,True,-0.18312925322013132,0.75,11,0.0,0.3413514333590167
root,0.31281409248251135,0.99098499430532,2.775958394622197,action,-0.20701966780270628,1,pre_sa,tiny-w48-l3-h3,4,True,-0.04193438874748018,0.75,11,0.0,0.3259317602423632
parent,0.33832267297315183,0.9901817228575994,2.5087295476541507,noun,0.0,1,pre_sa,tiny-w48-l3-h3,4,False,0.09199600557614433,0.25,11,0.25,0.3071983384637777
root,0.38737387314453775,0.9835105521367583,2.6809959896278035,noun,0.41403933560541256,1,pre_sa,tiny-w48-l3-h3,4,False,0.16338361448034616,0.25,11,0.5,0.3240833295949321
parent,0.3513418565128403,0.998099642722043,2.5099206961442078,noun,0.20701966780270628,1,pre_sa,tiny-w48-l3-h3,4,True,0.238388054916989,0.0,11,0.5,0.26758615472782044
root,0.637087636494162,0.9969679210706133,2.188044411536728,noun,0.20701966780270628,1,pre_sa,tiny-w48-l3-h3,4,True,0.2006436905974559,0.0,11,0.5,0.5092600218739629
parent,0.4243595091023473,0.9934932490633367,2.7667825134994053,relation,0.0,1,pre_sa,tiny-w48-l3-h3,4,False,0.08383389072392883,0.5,11,0.25,0.38878380038860105
root,0.5930666344998252,0.9926057493688898,2.484060530132506,relation,0.0,1,pre_sa,tiny-w48-l3-h3,4,False,-0.06869352861131298,0.0,11,0.5,0.633806474325254
parent,0.42752623651573085,0.9920862266987732,2.0527477544838266,relation,0.8280786712108251,1,pre_sa,tiny-w48-l3-h3,4,True,0.4872506211012636,0.0,11,1.0,0.21921381223635528
root,0.4809941470574466,0.9872211783734275,1.9688284804735416,relation,0.41403933560541256,1,pre_sa,tiny-w48-l3-h3,4,True,0.44981342232150406,0.25,11,0.75,0.2646365236529237
parent,0.07310107846132016,0.9946138151158843,2.54437240762549,action,0.0,2,post_block,tiny-w48-l3-h3,4,False,0.06584009601483803,0.0,11,0.5,0.06828809643663863
root,0.23448520717849416,0.986197093944195,2.374404851055666,action,0.41403933560541256,2,post_block,tiny-w48-l3-h3,4,False,0.2315988652735875,0.0,11,0.75,0.18017869927251284
parent,0.07312865413068206,0.9973323549901089,2.4037264465865578,action,-0.41403933560541256,2,post_block,tiny-w48-l3-h3,4,True,-0.28665165734072673,0.75,11,0.0,0.09409110403633886
root,0.10003557069493516,0.9904235282337299,2.6100618760655876,action,0.0,2,post_block,tiny-w48-l3-h3,4,True,-0.042653426773338166,0.5,11,0.25,0.10430243058430066
parent,0.0673060102451474,0.9952232880421884,2.443084233112377,noun,0.0,2,post_block,tiny-w48-l3-h3,4,False,0.12619633266549618,0.0,11,0.25,0.058812238585863486
root,0.11538626604996433,0.9865221215933268,2.630713042169553,noun,0.20701966780270628,2,post_block,tiny-w48-l3-h3,4,False,0.19069723044913794,0.25,11,0.5,0.09338242468236874
parent,0.07415669663693808,0.99721385855758,2.4831732381887184,noun,0.20701966780270628,2,post_block,tiny-w48-l3-h3,4,True,0.2197525681830333,0.25,11,0.5,0.05786057210300083
root,0.32869684360099594,0.9854603853783438,2.1137441535585677,noun,0.20701966780270628,2,post_block,tiny-w48-l3-h3,4,True,0.17043590882614465,0.25,11,0.5,0.27267509833357506
parent,0.08607579894037906,0.9960500787985977,2.8073826543493405,relation,0.0,2,post_block,tiny-w48-l3-h3,4,False,0.10168418426884904,0.25,11,0.25,0.07732325153983716
root,0.17830791077960448,0.9896153135327809,2.2698098707032113,relation,0.0,2,post_block,tiny-w48-l3-h3,4,False,-0.030540334836034872,0.25,11,0.5,0.18375349407872743
parent,0.08335088799369186,0.994585670980029,2.1129611446598315,relation,0.8280786712108251,2,post_block,tiny-w48-l3-h3,4,True,0.5056505322393922,0.0,11,1.0,0.04120446711705561
root,0.13198208051202368,0.984837424090495,2.0413883910676227,relation,0.8280786712108251,2,post_block,tiny-w48-l3-h3,4,True,0.49207211990014976,0.0,11,1.0,0.06703737836563994
parent,0.0949626196833569,0.993071709979613,2.641565875927069,action,0.0,2,post_sa,tiny-w48-l3-h3,4,False,0.03328320390058195,0.0,11,0.5,0.09180195944950231
root,0.2866809041338395,0.9829221557410635,2.53718511049252,action,0.41403933560541256,2,post_sa,tiny-w48-l3-h3,4,False,0.21616159080868064,0.0,11,0.75,0.2247115038417979
parent,0.10294709570070062,0.9965420632435243,2.4826521262561676,action,-0.41403933560541256,2,post_sa,tiny-w48-l3-h3,4,True,-0.24024214437423097,0.75,11,0.0,0.12767932672893612
root,0.13939488265213168,0.9880786141294614,2.6643367034373338,action,0.0,2,post_sa,tiny-w48-l3-h3,4,True,-0.04326605183915504,0.5,11,0.25,0.14542594887107174
parent,0.09204861447809698,0.9940086113174954,2.3919626125431916,noun,0.20701966780270628,2,post_sa,tiny-w48-l3-h3,4,False,0.136473104638661,0.25,11,0.5,0.07948645428258388
root,0.14930965999683107,0.9844395174552764,2.601059075872772,noun,0.41403933560541256,2,post_sa,tiny-w48-l3-h3,4,False,0.22065730439830067,0.25,11,0.5,0.11636339290130354
parent,0.09681088168309282,0.9965034579005362,2.40885556275404,noun,0.20701966780270628,2,post_sa,tiny-w48-l3-h3,4,True,0.19004236564228674,0.25,11,0.5,0.07841271270812233
root,0.40558014439735673,0.9848777252048585,1.8784329731387996,noun,0.20701966780270628,2,post_sa,tiny-w48-l3-h3,4,True,0.12484731735070104,0.25,11,0.5,0.3549445513986368
parent,0.12176797479083487,0.9946913083269154,2.7854624509590504,relation,0.41403933560541256,2,post_sa,tiny-w48-l3-h3,4,False,0.1275580023293128,0.0,11,0.5,0.10623549517882985
root,0.24362499356896755,0.9861812804662633,2.5459796916040327,relation,0.0,2,post_sa,tiny-w48-l3-h3,4,False,0.031125038485066092,0.25,11,0.5,0.23604215626820946
parent,0.10643250768130091,0.9932440128704328,2.0167585136010833,relation,0.8280786712108251,2,post_sa,tiny-w48-l3-h3,4,True,0.5108313480235345,0.0,11,1.0,0.05206344630893678
root,0.1643666453107501,0.9829612574662341,1.939404800635971,relation,0.6210590034081188,2,post_sa,tiny-w48-l3-h3,4,True,0.4808135370717624,0.0,11,0.75,0.08533693720226854
parent,0.148504101512202,0.9903064828090717,2.651294923062999,action,0.0,2,pre_sa,tiny-w48-l3-h3,4,False,0.07193902603510166,0.0,11,0.5,0.13782086108719632
root,0.4179272221486474,0.9793928669131963,2.5454216833780072,action,0.41403933560541256,2,pre_sa,tiny-w48-l3-h3,4,False,0.2182013577855627,0.0,11,0.75,0.32673493482026406
parent,0.15188760810848748,0.9960403989028772,2.484359504476885,action,-0.41403933560541256,2,pre_sa,tiny-w48-l3-h3,4,True,-0.24061633454377837,0.75,11,0.0,0.1884342476341736
root,0.19481519823243926,0.9861428667737905,2.6802291490068177,action,0.0,2,pre_sa,tiny-w48-l3-h3,4,True,-0.047444640268225924,0.5,11,0.25,0.20405813523136046
parent,0.14445840577620167,0.9920964755148112,2.38547080739189,noun,0.20701966780270628,2,pre_sa,tiny-w48-l3-h3,4,False,0.1282377227419301,0.25,11,0.5,0.12593338878853189
root,0.21478582675547803,0.9811322987616519,2.612697238163711,noun,0.41403933560541256,2,pre_sa,tiny-w48-l3-h3,4,False,0.22417686249427474,0.25,11,0.5,0.16663581400519611
parent,0.15177324727354552,0.9957084981865032,2.4265012669151997,noun,0.20701966780270628,2,pre_sa,tiny-w48-l3-h3,4,True,0.18450638439311956,0.5,11,0.5,0.12377011417150074
root,0.5163294278045008,0.9812579887681325,1.9269722955190751,noun,0.20701966780270628,2,pre_sa,tiny-w48-l3-h3,4,True,0.13278364239166754,0.5,11,0.5,0.4477693257066136
parent,0.18511397166040974,0.9929253814138734,2.7991893549087257,relation,0.41403933560541256,2,pre_sa,tiny-w48-l3-h3,4,False,0.12006603394078284,0.25,11,0.5,0.16288807125611787
root,0.37733379861243166,0.9838139960545919,2.5072027143673137,relation,0.0,2,pre_sa,tiny-w48-l3-h3,4,False,0.04875784451024978,0.25,11,0.5,0.3589358159312248
parent,0.1540905825952531,0.9912010540438296,2.0539051245340443,relation,0.8280786712108251,2,pre_sa,tiny-w48-l3-h3,4,True,0.48532200499919054,0.0,11,1.0,0.07930703209863149
root,0.22585120674190642,0.9779878818031246,1.9487037104429779,relation,0.6210590034081188,2,pre_sa,tiny-w48-l3-h3,4,True,0.46921286668168166,0.0,11,0.75,0.11987891458301936
parent,0.33912874732419324,0.9908745262767912,2.566952246132361,action,0.0,0,post_block,tiny-w48-l3-h3,4,False,-0.11009425644649218,0.25,23,0.25,0.3764648746004806
root,0.42034954718206513,0.9950023404393442,2.9621679879147003,action,0.0,0,post_block,tiny-w48-l3-h3,4,False,-0.034190368758112995,0.25,23,0.25,0.43472145320752575
parent,0.39737820712760774,0.980268357036807,2.399742564098976,action,0.8280786712108251,0,post_block,tiny-w48-l3-h3,4,True,0.40026316223298186,0.0,23,1.0,0.2383223493402386
root,0.5674302671875688,0.9745137911804518,2.593615960189689,action,0.41403933560541256,0,post_block,tiny-w48-l3-h3,4,True,0.2448773314583353,0.0,23,0.75,0.4284794575699868
parent,0.2717355789154414,0.9890192013417272,2.7813614684463888,noun,-0.41403933560541256,0,post_block,tiny-w48-l3-h3,4,False,-0.1297077321415072,0.5,23,0.0,0.3069817845987229
root,0.40952904922152633,0.9884300063325778,2.4276180218255994,noun,-0.20701966780270628,0,post_block,tiny-w48-l3-h3,4,False,-0.21559023978122846,0.5,23,0.0,0.4978195151405737
parent,0.4021141587986131,0.9789924346500579,2.7801515805668333,noun,0.6210590034081188,0,post_block,tiny-w48-l3-h3,4,True,0.21174038357858116,0.25,23,0.75,0.3169703525722163
root,0.4685846940650067,0.9823274664387774,2.859054771314753,noun,0.41403933560541256,0,post_block,tiny-w48-l3-h3,4,True,0.15150302126715193,0.25,23,0.5,0.3975926971946141
parent,0.3713314532880734,0.9783647559954919,2.763386816887891,relation,0.41403933560541256,0,post_block,tiny-w48-l3-h3,4,False,0.20614057830114582,0.5,23,0.5,0.294784972765865
root,0.6226602057291475,0.9807171326816048,2.3999658580846255,relation,0.8280786712108251,0,post_block,tiny-w48-l3-h3,4,False,0.4059264028278623,0.0,23,1.0,0.36990598823345794
parent,0.4306457731776232,0.9881383020432944,2.7484493755888404,relation,-0.20701966780270628,0,post_block,tiny-w48-l3-h3,4,True,-0.10131089010441867,0.0,23,0.0,0.4742748797779538
root,0.48296767407033714,0.9911293904777781,2.613242853895742,relation,-0.41403933560541256,0,post_block,tiny-w48-l3-h3,4,True,-0.17599237503185258,0.0,23,0.0,0.5679663020935855
parent,0.4069795798242334,0.9906076496695158,2.7108723760013675,action,0.0,0,post_sa,tiny-w48-l3-h3,4,False,-0.017475188714374187,0.25,23,0.25,0.4140916247845586
root,0.4641159290057948,0.9952559242815645,2.878116942417598,action,0.41403933560541256,0,post_sa,tiny-w48-l3-h3,4,False,0.09739178639847089,0.0,23,0.5,0.41891484958393455
parent,0.4735689395842614,0.9793234912810567,2.5771379544658926,action,0.41403933560541256,0,post_sa,tiny-w48-l3-h3,4,True,0.23175888952239393,0.0,23,0.75,0.3638151280339153
root,0.5575472469066954,0.9753581259175976,2.730863454031373,action,0.20701966780270628,0,post_sa,tiny-w48-l3-h3,4,True,0.07578021646426829,0.25,23,0.5,0.5152961958470492
parent,0.4180408627237689,0.9858696389826637,2.7380344566925214,noun,-0.20701966780270628,0,post_sa,tiny-w48-l3-h3,4,False,-0.05128250529260358,1.0,23,0.0,0.43947904547892513
root,0.4997043796712789,0.9864178659226391,2.6107210218667447,noun,-0.41403933560541256,0,post_sa,tiny-w48-l3-h3,4,False,-0.1407641641100972,0.75,23,0.0,0.5700448489778611
parent,0.5156974831141503,0.9781859260765304,2.7870753531007173,noun,0.0,0,post_sa,tiny-w48-l3-h3,4,True,0.1263178432446805,0.25,23,0.5,0.4505556892804608
root,0.5816951052067967,0.983984606653376,2.7509223279957773,noun,0.0,0,post_sa,tiny-w48-l3-h3,4,True,0.10353737342238893,0.25,23,0.5,0.5214679218810248
parent,0.5477334933260344,0.9767530858629105,2.81328093868393,relation,0.6210590034081188,0,post_sa,tiny-w48-l3-h3,4,False,0.18788372886789528,0.25,23,0.75,0.4448232821741006
root,0.6820222962939595,0.9811988168080008,2.7269538268327254,relation,0.41403933560541256,0,post_sa,tiny-w48-l3-h3,4,False,0.25193506013315303,0.0,23,0.75,0.5101969680649897
parent,0.44475694246667213,0.9863579084858972,2.9567595626484118,relation,-0.20701966780270628,0,post_sa,tiny-w48-l3-h3,4,True,-0.06625590250272638,0.0,23,0.25,0.47422471508415465
root,0.4330670581385497,0.9918757794924001,2.9799692444006056,relation,-0.6210590034081188,0,post_sa,tiny-w48-l3-h3,4,True,-0.04717400152988537,0.5,23,0.0,0.4534965642017206
parent,0.426138246409014,1.0,2.6686964817620518,action,0.20701966780270628,0,pre_sa,tiny-w48-l3-h3,4,False,0.04507172344062253,0.25,23,0.25,0.40693146121939505
root,0.426138246409014,1.0,2.6686964817620518,action,0.20701966780270628,0,pre_sa,tiny-w48-l3-h3,4,False,0.04507172344062253,0.25,23,0.25,0.40693146121939505
parent,0.42081222479285374,1.0,2.906803867810215,action,0.0,0,pre_sa,tiny-w48-l3-h3,4,True,0.0042624795468315015,0.25,23,0.25,0.41901852129161754
root,0.42081222479285374,1.0,2.906803867810215,action,0.0,0,pre_sa,tiny-w48-l3-h3,4,True,0.0042624795468315015,0.25,23,0.25,0.41901852129161754
parent,0.4401077216097389,1.0,2.7443344272681456,noun,0.0,0,pre_sa,tiny-w48-l3-h3,4,False,-0.052298948757536726,0.5,23,0.5,0.46312489279000285
root,0.4401077216097389,1.0,2.7443344272681456,noun,0.0,0,pre_sa,tiny-w48-l3-h3,4,False,-0.052298948757536726,0.5,23,0.5,0.46312489279000285
parent,0.49965333773327936,1.0,2.796131874314827,noun,0.0,0,pre_sa,tiny-w48-l3-h3,4,True,0.10040744843369015,0.25,23,0.5,0.44948442099010394
root,0.49965333773327936,1.0,2.796131874314827,noun,0.0,0,pre_sa,tiny-w48-l3-h3,4,True,0.10040744843369015,0.25,23,0.5,0.44948442099010394
parent,0.5038220615453941,1.0,2.8856865571426864,relation,0.0,0,pre_sa,tiny-w48-l3-h3,4,False,0.0007482831793632221,0.75,23,0.25,0.5034450599713476
root,0.5038220615453941,1.0,2.8856865571426864,relation,0.0,0,pre_sa,tiny-w48-l3-h3,4,False,0.0007482831793632221,0.75,23,0.25,0.5034450599713476
parent,0.4540455807262767,1.0,2.983825865736703,relation,-0.41403933560541256,0,pre_sa,tiny-w48-l3-h3,4,True,-0.06906703703920976,0.5,23,0.25,0.48540516366778796
root,0.4540455807262767,1.0,2.983825865736703,relation,-0.41403933560541256,0,pre_sa,tiny-w48-l3-h3,4,True,-0.06906703703920976,0.5,23,0.25,0.48540516366778796
parent,0.23469799799149854,0.9890662798108796,2.186991875942239,action,-0.20701966780270628,1,post_block,tiny-w48-l3-h3,4,False,-0.1456206238172292,0.25,23,0.0,0.26887486686767537
root,0.19681457729726867,0.9921737204664214,2.909061471510481,action,-0.41403933560541256,1,post_block,tiny-w48-l3-h3,4,False,-0.09867014655709207,0.5,23,0.0,0.2162343004837623
parent,0.29038552230423154,0.980614167833395,2.069890071623029,action,0.8280786712108251,1,post_block,tiny-w48-l3-h3,4,True,0.563920134742857,0.0,23,1.0,0.1266312794390544
root,0.30371461188957594,0.9861044744831867,2.4587863187492367,action,0.41403933560541256,1,post_block,tiny-w48-l3-h3,4,True,0.24177140603126576,0.25,23,0.75,0.23028510314079298
parent,0.20072397554907384,0.9889339115026249,2.2492759315650943,noun,-0.41403933560541256,1,post_block,tiny-w48-l3-h3,4,False,-0.21632385986784128,0.5,23,0.0,0.2441453607078677
root,0.2125282962605787,0.9876412677668253,2.763706490913918,noun,-0.41403933560541256,1,post_block,tiny-w48-l3-h3,4,False,-0.16271017277161914,0.5,23,0.0,0.24710881206399532
parent,0.3143482309475051,0.9771374534379532,2.460472294268661,noun,0.6210590034081188,1,post_block,tiny-w48-l3-h3,4,True,0.2719902285346604,0.0,23,0.75,0.22884858377262696
root,0.25573463389299894,0.9906292783067464,2.4431832931928064,noun,0.41403933560541256,1,post_block,tiny-w48-l3-h3,4,True,0.21499834530410586,0.0,23,0.75,0.20075211076905286
parent,0.21706183429986087,0.9752936308204759,2.702613168395631,relation,0.6210590034081188,1,post_block,tiny-w48-l3-h3,4,False,0.2597937878398313,0.0,23,0.75,0.1606705181716382
root,0.3333895710575059,0.9784898429568929,2.4307712654416735,relation,0.8280786712108251,1,post_block,tiny-w48-l3-h3,4,False,0.42017106391618686,0.0,23,1.0,0.19330892028771246
parent,0.4262590066186427,0.9831615533033302,2.553299912286639,relation,0.20701966780270628,1,post_block,tiny-w48-l3-h3,4,True,0.1063926346988778,0.75,23,0.25,0.3809081878403589
root,0.2500466480462004,0.9855146703491937,2.1383390377837808,relation,-0.41403933560541256,1,post_block,tiny-w48-l3-h3,4,True,-0.39629724775411357,1.0,23,0.0,0.34913944647705114
parent,0.27086341618726595,0.9875892129522171,2.503489003195042,action,0.0,1,post_sa,tiny-w48-l3-h3,4,False,-0.12887079639941593,0.5,23,0.25,0.30576980034678536
