component,family,layer,mean_update_cosine,model_setting,natural,parent_id,seed,shared_update_explained_variance,shared_update_rank
ff,noun,2,0.922387831408238,tiny-w48-l3-h3,True,natural:noun:mammal,23,0.8367864166626482,1.573217593445909
ff,relation,2,0.9397897839384596,tiny-w48-l3-h3,False,synthetic:relation:p0,23,0.8463524782459155,1.7991443539188592
ff,relation,2,0.9424623141948948,tiny-w48-l3-h3,False,synthetic:relation:p1,23,0.8786000743588035,1.9644836276864528
ff,relation,2,0.7678262974085053,tiny-w48-l3-h3,True,natural:relation:social,23,0.586242684917627,1.8933997552595077
ff,relation,2,0.8594694870985142,tiny-w48-l3-h3,True,natural:relation:spatial,23,0.7038421149399952,1.2924485122166363
sa,action,2,0.9071912014096212,tiny-w48-l3-h3,False,synthetic:action:p0,23,0.811309074152028,2.5949374720105136
sa,action,2,0.8582995018218772,tiny-w48-l3-h3,False,synthetic:action:p1,23,0.7224421659066083,2.5942480897245233
sa,action,2,0.9052069468475853,tiny-w48-l3-h3,True,natural:action:communication,23,0.8043271926601208,2.8322386060178792
sa,action,2,0.9032801655213829,tiny-w48-l3-h3,True,natural:action:movement,23,0.80209803623268,2.2254890772228904
sa,noun,2,0.8427070924433743,tiny-w48-l3-h3,False,synthetic:noun:p0,23,0.6868006833776537,2.363347860526711
sa,noun,2,0.8991089712887869,tiny-w48-l3-h3,False,synthetic:noun:p1,23,0.7953556943385353,2.7404326798817866
sa,noun,2,0.9242898548599711,tiny-w48-l3-h3,True,natural:noun:bird,23,0.82359562437919,2.1566654857368697
sa,noun,2,0.8967377996006706,tiny-w48-l3-h3,True,natural:noun:mammal,23,0.7789828919682436,2.474975853316461
sa,relation,2,0.9116765779053616,tiny-w48-l3-h3,False,synthetic:relation:p0,23,0.8080385629245002,2.0550302128954834
sa,relation,2,0.8357584041484415,tiny-w48-l3-h3,False,synthetic:relation:p1,23,0.6762582281054321,2.435560343699622
sa,relation,2,0.9042892664996467,tiny-w48-l3-h3,True,natural:relation:social,23,0.8041084619972869,2.882453522617914
sa,relation,2,0.8908043051021016,tiny-w48-l3-h3,True,natural:relation:spatial,23,0.7720575589836987,2.8582340059580407
