component,family,layer,mean_update_cosine,model_setting,natural,parent_id,seed,shared_update_explained_variance,shared_update_rank
sa,noun,1,0.7801836965981886,tiny-w48-l3-h3,False,synthetic:noun:p0,23,0.5926587692233429,1.489309270781917
sa,noun,1,0.7740113691127805,tiny-w48-l3-h3,False,synthetic:noun:p1,23,0.5929670438580399,2.4417600759179403
sa,noun,1,0.7967992142816515,tiny-w48-l3-h3,True,natural:noun:bird,23,0.626855895518019,2.053145892663
sa,noun,1,0.8609434957159497,tiny-w48-l3-h3,True,natural:noun:mammal,23,0.7294491665704614,1.3062891063244644
sa,relation,1,0.8632780419828414,tiny-w48-l3-h3,False,synthetic:relation:p0,23,0.7231410824051607,1.436318549153789
sa,relation,1,0.8372823562958907,tiny-w48-l3-h3,False,synthetic:relation:p1,23,0.6841519838273711,1.835264290968832
sa,relation,1,0.8077699387982924,tiny-w48-l3-h3,True,natural:relation:social,23,0.6499432048655625,1.7532754948214115
sa,relation,1,0.8547840964641756,tiny-w48-l3-h3,True,natural:relation:spatial,23,0.7246290034028682,2.0159337081082267
ff,action,2,0.8799728167459283,tiny-w48-l3-h3,False,synthetic:action:p0,23,0.7424748815748669,1.3328571234548114
ff,action,2,0.8774795168862908,tiny-w48-l3-h3,False,synthetic:action:p1,23,0.768678513003083,1.7934144972973352
ff,action,2,0.8953896789966908,tiny-w48-l3-h3,True,natural:action:communication,23,0.7981193482646739,1.6376434326958502
ff,action,2,0.9445777442520313,tiny-w48-l3-h3,True,natural:action:movement,23,0.8655615484240126,1.7490021907211672
ff,noun,2,0.9380866322762961,tiny-w48-l3-h3,False,synthetic:noun:p0,23,0.8642797184157421,1.4818004837478633
ff,noun,2,0.9705388836671088,tiny-w48-l3-h3,False,synthetic:noun:p1,23,0.9272062269144121,1.6106351359115523
ff,noun,2,0.9306351100937063,tiny-w48-l3-h3,True,natural:noun:bird,23,0.8577940955866465,2.239683617383908
