abstraction_level,between_category_variance,category_id,family,fisher_separation_ratio,layer,location,mean_js_to_category_centroid,mean_within_example_entropy_bits,model_setting,n_entities,n_realizations,natural,nuisance_context_variance,residual_covariance_effective_rank,seed,semantic_member_variance,within_category_variance
root,0.0,45,relation,0.0,0,post_sa,0.554951075730162,0.4761575565069807,tiny-w32-l2-h2,4,12,False,2.5654410689212064,2.754912501754175,11,27.483423197023093,30.0488642659443
parent,17.937431577317163,25,relation,0.6794601083447026,0,post_sa,0.34222430045497365,0.8284880286451793,tiny-w32-l2-h2,2,6,True,3.316639997719863,1.284197371806498,11,23.082895982422144,26.39953598014201
parent,17.937431577317163,28,relation,0.7455239842334307,0,post_sa,0.36396813110400966,0.9895635076398611,tiny-w32-l2-h2,2,6,True,4.8779439468424535,1.493734668039569,11,19.1822230721448,24.060167018987254
root,0.0,24,relation,0.0,0,post_sa,0.5288659446662911,0.7743212986115179,tiny-w32-l2-h2,4,12,True,3.153265977889745,2.6911764927125885,11,27.67120566017241,30.824471638062157
parent,35.62163667755843,39,action,3.320023078054021,0,pre_sa,0.3110578254302509,0.1922560198307498,tiny-w32-l2-h2,2,6,False,0.0,1.0000000000000004,11,10.729334055845626,10.729334055845626
parent,35.62163667755843,42,action,2.569723436905551,0,pre_sa,0.28102529454656344,0.6743006214829773,tiny-w32-l2-h2,2,6,False,0.0,1.0000000000000004,11,13.862050742882213,13.862050742882213
root,0.0,38,action,0.0,0,pre_sa,0.5336733175488297,0.43327832065686356,tiny-w32-l2-h2,4,12,False,0.0,2.6934476304608075,11,21.201101568753526,21.201101568753526
parent,19.97362128830806,18,action,1.193180313949948,0,pre_sa,0.31119335040966717,0.12949965436408437,tiny-w32-l2-h2,2,6,True,0.0,1.0,11,16.739817992962564,16.739817992962564
parent,19.97362128830806,21,action,1.0882715744773666,0,pre_sa,0.31022566280527797,0.6876046770797911,tiny-w32-l2-h2,2,6,True,0.0,1.0000000000000004,11,18.35352659826682,18.35352659826682
root,0.0,17,action,0.0,0,pre_sa,0.5358102534091882,0.4085521657219377,tiny-w32-l2-h2,4,12,True,0.0,2.6202284758704,11,22.540077617691708,22.540077617691708
parent,46.659531555185985,32,noun,4.325065827598959,0,pre_sa,0.3110589565514967,0.12665692539524812,tiny-w32-l2-h2,2,6,False,0.0,1.0000000000000004,11,10.788166796778864,10.788166796778864
parent,46.659531555185985,35,noun,2.8045520689612444,0,pre_sa,0.31121523101369847,0.008190805113187568,tiny-w32-l2-h2,2,6,False,0.0,1.0000000000000002,11,16.63707087901129,16.63707087901129
root,0.0,31,noun,0.0,0,pre_sa,0.5485974523549142,0.06742386525421784,tiny-w32-l2-h2,4,12,False,0.0,2.383146404461919,11,25.377501726691573,25.377501726691573
parent,28.897809623437922,11,noun,3.0306055925522037,0,pre_sa,0.3109674318635192,0.2993530878221432,tiny-w32-l2-h2,2,6,True,0.0,1.0,11,9.535325116027991,9.535325116027991
parent,28.897809623437922,14,noun,2.6038322598279358,0,pre_sa,0.30818072778591243,0.6422178416993499,tiny-w32-l2-h2,2,6,True,0.0,1.0,11,11.098184037917836,11.098184037917836
root,0.0,10,noun,0.0,0,pre_sa,0.5264876992140558,0.4707854647607465,tiny-w32-l2-h2,4,12,True,0.0,2.809966457769808,11,17.541206982832396,17.541206982832396
parent,20.94447772066634,46,relation,1.728309990389895,0,pre_sa,0.31107229528034414,0.6648211032323634,tiny-w32-l2-h2,2,6,False,0.0,1.0000000000000009,11,12.118472864894688,12.118472864894688
parent,20.94447772066634,49,relation,0.8440594905427808,0,pre_sa,0.3112780968361662,0.0007770442329162309,tiny-w32-l2-h2,2,6,False,0.0,1.0,11,24.81398284758079,24.81398284758079
root,0.0,45,relation,0.0,0,pre_sa,0.5305791452324747,0.33279907373263984,tiny-w32-l2-h2,4,12,False,0.0,2.501609741502112,11,23.70234728640432,23.70234728640432
parent,17.74324154739821,25,relation,1.0060490455539248,0,pre_sa,0.31127699807347403,0.7311440867485763,tiny-w32-l2-h2,2,6,True,0.0,1.0000000000000002,11,17.636557209424,17.636557209424
parent,17.74324154739821,28,relation,0.9251807377861774,0,pre_sa,0.31127251146104085,0.8287262746031833,tiny-w32-l2-h2,2,6,True,0.0,1.0000000000000002,11,19.17813549583317,19.17813549583317
root,0.0,24,relation,0.0,0,pre_sa,0.4829097682080093,0.7799351806758796,tiny-w32-l2-h2,4,12,True,0.0,2.403587483987598,11,22.84315673947814,22.84315673947814
parent,102.16779959950719,39,action,3.271813338493458,1,post_block,0.31041676876000757,0.6369658587084265,tiny-w32-l2-h2,2,6,False,17.3369578341158,2.6066447696531645,11,13.889701216840777,31.226659050956577
parent,102.16779959950719,42,action,4.218693278616318,1,post_block,0.3001437858919181,1.1009479152620807,tiny-w32-l2-h2,2,6,False,8.228029746582234,1.9660129039744383,11,15.989848362114266,24.2178781086965
root,0.0,38,action,0.0,1,post_block,0.48869059229892203,1.5345376144733172,tiny-w32-l2-h2,4,12,False,14.007225224868487,3.1637767834659103,11,43.672919276014326,57.68014450088281
parent,66.78192385481331,18,action,1.6339154603064787,1,post_block,0.42648302830188944,1.3417784531757289,tiny-w32-l2-h2,2,6,True,17.028546141271164,2.361397479083145,11,23.843778943581647,40.87232508485281
