abstraction_level,between_category_variance,category_id,family,fisher_separation_ratio,layer,location,mean_js_to_category_centroid,mean_within_example_entropy_bits,model_setting,n_entities,n_realizations,natural,nuisance_context_variance,residual_covariance_effective_rank,seed,semantic_member_variance,within_category_variance
parent,66.78192385481331,21,action,1.016259068548513,1,post_block,0.3272464599461642,1.6584261085684773,tiny-w32-l2-h2,2,6,True,17.193207279683648,1.5600929538920034,11,48.52027653718953,65.71348381687318
root,0.0,17,action,0.0,1,post_block,0.449143372644261,1.377390865764692,tiny-w32-l2-h2,4,12,True,14.463216152359147,3.257797594810117,11,41.86637927721149,56.32959542957064
parent,100.40625667979032,32,noun,3.1886662473850853,1,post_block,0.3444897384810446,1.0082988995407227,tiny-w32-l2-h2,2,6,False,7.881433072412313,1.6111072204527963,11,23.607047969506077,31.48848104191839
parent,100.40625667979032,35,noun,2.6187894744863964,1,post_block,0.2692828537435072,1.9481153871450354,tiny-w32-l2-h2,2,6,False,18.11916706650064,2.208384039739438,11,20.221546327225767,38.3407133937264
root,0.0,31,noun,0.0,1,post_block,0.5167389843501582,1.6632600581103445,tiny-w32-l2-h2,4,12,False,12.791676928342305,3.0909696746674853,11,45.76096781443276,58.552644742775065
parent,47.602688727559666,11,noun,1.5933284984146139,1,post_block,0.42454164322602894,0.9972949406289304,tiny-w32-l2-h2,2,6,True,18.402556282123054,2.687702289786236,11,11.473698849775399,29.876255131898453
parent,47.602688727559666,14,noun,0.9668520364560679,1,post_block,0.36216602255697916,1.0608010590283545,tiny-w32-l2-h2,2,6,True,25.124927576891583,1.885075975458331,11,24.10979183482334,49.23471941171492
root,0.0,10,noun,0.0,1,post_block,0.5132381472136245,1.10695743080931,tiny-w32-l2-h2,4,12,True,15.970641181709963,2.996025684557235,11,31.76684144246482,47.73748262417478
parent,41.7417793090717,46,relation,0.6990743323616974,1,post_block,0.36501119945225247,1.2307937412169832,tiny-w32-l2-h2,2,6,False,22.74536659491887,1.9550085067830894,11,36.96470624963055,59.71007284454942
parent,41.7417793090717,49,relation,0.8752610479627252,1,post_block,0.2401582138891453,1.1865479237523382,tiny-w32-l2-h2,2,6,False,10.066949754597065,1.4985624840555472,11,37.62371282684728,47.69066258144434
root,0.0,45,relation,0.0,1,post_block,0.3807205495833949,1.8567146277490771,tiny-w32-l2-h2,4,12,False,10.743612023660697,3.3320573353564873,11,43.138274044395075,53.88188606805577
parent,130.78216138324385,25,relation,2.917977228054476,1,post_block,0.3809962481155449,0.7652682992145188,tiny-w32-l2-h2,2,6,True,17.930754427621263,2.137565189628926,11,26.888704794286777,44.81945922190804
parent,130.78216138324385,28,relation,2.828338395433053,1,post_block,0.3808053949348091,1.6012352971750303,tiny-w32-l2-h2,2,6,True,22.083213684299785,1.898529601645642,11,24.156713473786795,46.23992715808658
root,0.0,24,relation,0.0,1,post_block,0.5575075678724072,1.1871988105223794,tiny-w32-l2-h2,4,12,True,13.941995209139492,2.8566495872140605,11,54.026601572457054,67.96859678159655
parent,75.96594782282943,39,action,3.214864467886718,1,post_sa,0.3194340165999254,1.1199343434267897,tiny-w32-l2-h2,2,6,False,11.34381549541776,2.5669970161097084,11,12.285780271885432,23.629595767303194
parent,75.96594782282943,42,action,3.9159624608596153,1,post_sa,0.2053622755398579,0.773529826333609,tiny-w32-l2-h2,2,6,False,5.716719257213565,1.8023307429541426,11,13.6823297842713,19.399049041484865
root,0.0,38,action,0.0,1,post_sa,0.4961267033526375,1.131694008335162,tiny-w32-l2-h2,4,12,False,9.554841341557244,3.055456104558465,11,34.14976826924661,43.70460961080385
parent,55.57619337498545,18,action,1.969612641901869,1,post_sa,0.4411317212723729,1.4859988748695034,tiny-w32-l2-h2,2,6,True,11.338606986083706,2.344445995312048,11,16.878206915618698,28.216813901702402
parent,55.57619337498545,21,action,1.3672895433830285,1,post_sa,0.3264498465036181,1.3736241782147454,tiny-w32-l2-h2,2,6,True,11.827501834947912,1.7158628799307591,11,28.819480103841407,40.64698193878932
root,0.0,17,action,0.0,1,post_sa,0.4045945525797068,1.4206755427717146,tiny-w32-l2-h2,4,12,True,9.856386166554454,3.8889967240040795,11,30.048218169313202,39.90460433586766
parent,62.108239689123465,32,noun,2.243010451785582,1,post_sa,0.33002050493834423,1.0608196728198538,tiny-w32-l2-h2,2,6,False,6.640191151981732,1.5866716572147668,11,21.049487975318492,27.689679127300224
parent,62.108239689123465,35,noun,1.73020703533265,1,post_sa,0.40145009515078134,0.9313821620845425,tiny-w32-l2-h2,2,6,False,14.412234715469147,1.8718931283745994,11,21.484186013846937,35.896420729316084
root,0.0,31,noun,0.0,1,post_sa,0.5669927139146077,1.1465775099787463,tiny-w32-l2-h2,4,12,False,9.128224203059528,3.482743603969605,11,35.807569774351975,44.93579397741151
parent,31.869185259202858,11,noun,1.3220202935708207,1,post_sa,0.32243581027848184,0.9185453323780061,tiny-w32-l2-h2,2,6,True,13.185635829760201,2.5311005318287494,11,10.920790837203533,24.106426666963735
parent,31.869185259202858,14,noun,0.8626364385803204,1,post_sa,0.3876674990968006,2.0128427783408753,tiny-w32-l2-h2,2,6,True,16.998305321471154,1.8959544464483917,11,19.945630540606984,36.943935862078135
root,0.0,10,noun,0.0,1,post_sa,0.5336640034053942,1.4856143803330533,tiny-w32-l2-h2,4,12,True,11.4922578852731,3.44483712843992,11,25.08092715416337,36.57318503943647
parent,30.990911279905767,46,relation,0.9123429055762357,1,post_sa,0.24885623948663615,1.8280492050444195,tiny-w32-l2-h2,2,6,False,16.63901865758198,2.245204651620555,11,17.329471797585107,33.968490455167085
parent,30.990911279905767,49,relation,0.8530755392816469,1,post_sa,0.32323562809703543,1.8808203793561822,tiny-w32-l2-h2,2,6,False,7.632028788311657,1.517577214116179,11,28.696420279636556,36.32844906794821
root,0.0,45,relation,0.0,1,post_sa,0.3932212025552915,1.8575836251901297,tiny-w32-l2-h2,4,12,False,7.595591749707704,3.4689193365515463,11,29.502684972161,37.0982767218687
parent,76.33237320471332,25,relation,2.0975659707496668,1,post_sa,0.35268305598341726,0.35252317829261925,tiny-w32-l2-h2,2,6,True,12.02430284267508,1.9332219731795452,11,24.36662562830515,36.39092847098023
parent,76.33237320471332,28,relation,2.225089861709777,1,post_sa,0.40465150623415896,0.9492711189325722,tiny-w32-l2-h2,2,6,True,13.322997970169407,1.8795188418465871,11,20.98230111831726,34.30529908848666
root,0.0,24,relation,0.0,1,post_sa,0.5442898639797595,0.9395522465425374,tiny-w32-l2-h2,4,12,True,9.21459032645511,3.2833866255623785,11,39.97901507636195,49.193605402817056
parent,60.8907582770717,39,action,3.4360530442553796,1,pre_sa,0.3130459931928899,0.5052427865118498,tiny-w32-l2-h2,2,6,False,5.889884585826306,1.9311442943770238,11,11.831249952207934,17.72113453803424
parent,60.8907582770717,42,action,3.65191793193053,1,pre_sa,0.28990166815742185,1.0003138576527917,tiny-w32-l2-h2,2,6,False,3.4754795708657706,1.50621117722586,11,13.198158613791554,16.673638184657325
root,0.0,38,action,0.0,1,pre_sa,0.5210617723594259,1.0383715415065609,tiny-w32-l2-h2,4,12,False,5.000677597819742,2.673122551319366,11,29.736811517864837,34.73748911568458
parent,43.00491413283385,18,action,2.1557487617057243,1,pre_sa,0.3832003778713789,1.5710794500634988,tiny-w32-l2-h2,2,6,True,4.643716743580121,1.5785234029738633,11,15.305228558750217,19.948945302330337
parent,43.00491413283385,21,action,1.3981353017765294,1,pre_sa,0.3518972636281645,1.1160580809401137,tiny-w32-l2-h2,2,6,True,6.190827000701267,1.4862770860261232,11,24.567937246356937,30.758764247058203
root,0.0,17,action,0.0,1,pre_sa,0.3867701842804052,1.4215028366835367,tiny-w32-l2-h2,4,12,True,5.2433249560124535,3.5746600819580796,11,27.64829628963524,32.89162124564769
parent,58.2805671528018,32,noun,3.0370507129956774,1,pre_sa,0.3433165829458351,1.0265860852967374,tiny-w32-l2-h2,2,6,False,1.8391054926345451,1.199477789863665,11,17.350750937294865,19.18985642992941
parent,58.2805671528018,35,noun,1.997850397690263,1,pre_sa,0.4339733222971757,0.5509800512548751,tiny-w32-l2-h2,2,6,False,10.006160717006487,1.5877347176451893,11,19.165476568838642,29.17163728584513
root,0.0,31,noun,0.0,1,pre_sa,0.5785878780088884,0.8449722504641328,tiny-w32-l2-h2,4,12,False,5.813832048112499,3.0387466052254593,11,34.227862654621646,40.04169470273415
parent,31.648710547833716,11,noun,1.6942630501381122,1,pre_sa,0.31718337709058697,1.1842162392751088,tiny-w32-l2-h2,2,6,True,8.849733572116442,2.3615295718690548,11,9.83019369493562,18.67992726705206
parent,31.648710547833716,14,noun,1.042325538902501,1,pre_sa,0.37816614753165406,1.6544958270753638,tiny-w32-l2-h2,2,6,True,11.596044524998709,1.5854879758901692,11,18.767512124642334,30.36355664964104
root,0.0,10,noun,0.0,1,pre_sa,0.5195954069590214,1.2900887639205652,tiny-w32-l2-h2,4,12,True,7.557620725188945,3.144910607871652,11,23.946528695888144,31.504149421077088
parent,28.191449085203175,46,relation,1.1661673159117971,1,pre_sa,0.35748149148997704,2.1265041231707715,tiny-w32-l2-h2,2,6,False,8.798084175169254,1.9312586313543438,11,15.376362064700693,24.174446239869948
parent,28.191449085203175,49,relation,0.8023927315974321,1,pre_sa,0.31237615807874203,0.09165561260001066,tiny-w32-l2-h2,2,6,False,3.7443602972247203,1.227463339324119,11,31.389867587764506,35.13422788498923
root,0.0,45,relation,0.0,1,pre_sa,0.5238662404008103,1.2067759896701042,tiny-w32-l2-h2,4,12,False,3.811931092797473,2.8948673235914346,11,29.33803349283989,33.14996458563736
parent,29.14520199195516,25,relation,1.1417511668678029,1,pre_sa,0.3721797769730378,0.564553846464608,tiny-w32-l2-h2,2,6,True,5.920065739203978,1.589036547879225,11,19.60668898434055,25.526754723544528
parent,29.14520199195516,28,relation,1.0551760588549317,1,pre_sa,0.38458439299610464,0.9817617323350979,tiny-w32-l2-h2,2,6,True,8.957959701000288,1.7331557942727893,11,18.663214744128133,27.62117444512842
root,0.0,24,relation,0.0,1,pre_sa,0.5448694687877486,0.9678995310814086,tiny-w32-l2-h2,4,12,True,5.611649587992018,3.295332428237187,11,29.270352102999865,34.882001690991885
parent,17.50538893046215,39,action,1.060671281273888,0,post_block,0.2053865878899431,2.7241975366833864,tiny-w32-l2-h2,2,6,False,0.19876419975689283,1.0239569311310757,23,16.305301894535596,16.50406609429249
parent,17.50538893046215,42,action,0.9131688581406403,0,post_block,0.2884421064492353,0.7699225227876575,tiny-w32-l2-h2,2,6,False,0.11235372989660974,1.0103495781154106,23,19.057582667305937,19.169936397202548
root,0.0,38,action,0.0,0,post_block,0.5189039995806061,1.1245400443860365,tiny-w32-l2-h2,4,12,False,1.148444174840054,2.7631613554717456,23,21.926374878927938,23.074819053767992
parent,46.152466058305855,18,action,2.2180395696574497,0,post_block,0.36554095740429765,2.0797829208781438,tiny-w32-l2-h2,2,6,True,6.308012426560346,1.7804787042505816,23,14.499761559831413,20.80777398639176
parent,46.152466058305855,21,action,2.7186996200703324,0,post_block,0.25759943347380954,1.129366526016277,tiny-w32-l2-h2,2,6,True,1.9404596688493099,1.2436902989652738,23,15.035474604136645,16.975934272985956
root,0.0,17,action,0.0,0,post_block,0.40628481261116717,1.5901521056025512,tiny-w32-l2-h2,4,12,True,3.175163126737536,2.8563536730740853,23,27.165133512781967,30.340296639519504
parent,32.66907285151059,32,noun,2.9705544756086635,0,post_block,0.1503630185759731,2.1764126224828773,tiny-w32-l2-h2,2,6,False,0.006055079640857633,1.0010911218941665,23,10.991579577376074,10.997634657016931
parent,32.66907285151059,35,noun,2.0082223289979617,0,post_block,0.3063576170832279,0.4559901390757231,tiny-w32-l2-h2,2,6,False,0.22062946217638155,1.0224065320816682,23,16.047027947952806,16.26765741012919
root,0.0,31,noun,0.0,0,post_block,0.4741459916111597,0.6181193289870562,tiny-w32-l2-h2,4,12,False,2.164516756701585,3.2068831181114636,23,19.926977797621277,22.09149455432286
parent,27.03723855196015,11,noun,2.370049691020621,0,post_block,0.17399072769022972,2.347005244516867,tiny-w32-l2-h2,2,6,True,1.617136637263774,1.2818476890993067,23,9.790741709926925,11.4078783471907
parent,27.03723855196015,14,noun,1.371564330765258,0,post_block,0.2216917225282948,1.658855017560521,tiny-w32-l2-h2,2,6,True,0.7425285041071229,1.0755085411081524,23,18.970173223033044,19.712701727140168
root,0.0,10,noun,0.0,0,post_block,0.3930907677349493,1.7879414114007524,tiny-w32-l2-h2,4,12,True,2.1929198078383,2.6270236453360636,23,22.588311758864975,24.781231566703276
parent,55.4836807739785,46,relation,2.7361460198542824,0,post_block,0.3107697610224527,0.11783795209811275,tiny-w32-l2-h2,2,6,False,0.8292591206394114,1.076929967638925,23,19.448781733676313,20.278040854315723
parent,55.4836807739785,49,relation,2.8828985662388655,0,post_block,0.3091118997984699,0.1769313689304538,tiny-w32-l2-h2,2,6,False,0.6844461371238224,1.072788454630565,23,18.56135093105556,19.24579706817938
root,0.0,45,relation,0.0,0,post_block,0.5385184710803557,0.5140687911689772,tiny-w32-l2-h2,4,12,False,1.6768858408845901,2.7920972351797904,23,31.04918632060314,32.72607216148773
parent,82.50303898011178,25,relation,2.343119461826067,0,post_block,0.3113735750112118,0.01141069425488387,tiny-w32-l2-h2,2,6,True,1.3423301250918902,1.0744748826288462,23,33.8684392463573,35.21076937144919
parent,82.50303898011178,28,relation,5.5733270961825,0,post_block,0.3001412893372036,0.2892325167878708,tiny-w32-l2-h2,2,6,True,0.33920545468054614,1.0379835892510358,23,14.463987962160711,14.803193416841257
root,0.0,24,relation,0.0,0,post_block,0.5467433093787514,0.10111294345849071,tiny-w32-l2-h2,4,12,True,1.0723437621061782,2.597027644124868,23,42.2591803781277,43.33152414023388
parent,15.38234212942798,39,action,1.0004155019398255,0,post_sa,0.2995582913574925,1.4594485296973847,tiny-w32-l2-h2,2,6,False,0.12942381660138946,1.0163208954252057,23,15.246529574365976,15.375953390967366
parent,15.38234212942798,42,action,0.9215484337213812,0,post_sa,0.3075847779509066,1.0427451463744195,tiny-w32-l2-h2,2,6,False,0.07167344984279501,1.008313915654117,23,16.62016993739109,16.691843387233884
root,0.0,38,action,0.0,0,post_sa,0.5327669223250674,0.731351338395741,tiny-w32-l2-h2,4,12,False,0.6884494664861603,2.8120232363656803,23,20.45324073776541,21.14169020425157
parent,43.31494528113485,18,action,2.6303943198607125,0,post_sa,0.3245172980034422,1.3733282103261626,tiny-w32-l2-h2,2,6,True,3.3141931117244305,1.499915582044518,23,13.152898895769148,16.46709200749358
parent,43.31494528113485,21,action,2.5530493710590516,0,post_sa,0.2585215547717564,1.4833010092595735,tiny-w32-l2-h2,2,6,True,1.2375356457289448,1.1555497015142462,23,15.728428965902133,16.965964611631076
root,0.0,17,action,0.0,0,post_sa,0.4920721785372954,1.1778167156833763,tiny-w32-l2-h2,4,12,True,1.7935243666070801,2.82723020874053,23,26.943138726629407,28.736663093236487
parent,35.95913650271206,32,noun,3.8696830117326217,0,post_sa,0.2754056481761628,0.6936393799238986,tiny-w32-l2-h2,2,6,False,0.004105450374037645,1.0008524058854535,23,9.288422230494486,9.292527680868524
parent,35.95913650271206,35,noun,2.4063748188955136,0,post_sa,0.3096977657643753,0.08247073929629804,tiny-w32-l2-h2,2,6,False,0.14575482904798387,1.0179321663243872,23,14.797526749678273,14.943281578726257
root,0.0,31,noun,0.0,0,post_sa,0.515227921509661,0.4039172421535184,tiny-w32-l2-h2,4,12,False,1.44484243691095,2.948320560658386,23,18.758017062316682,20.202859499227632
parent,28.99325945479258,11,noun,2.728345313948802,0,post_sa,0.3015944799758923,0.880518957816084,tiny-w32-l2-h2,2,6,True,1.0255764818966482,1.1885543329234616,23,9.601106037564172,10.62668251946082
parent,28.99325945479258,14,noun,1.5018123032285844,0,post_sa,0.3017910072494837,0.9890120698218435,tiny-w32-l2-h2,2,6,True,0.43319224271516427,1.0459141213490437,23,18.872322429433343,19.305514672148508
root,0.0,10,noun,0.0,0,post_sa,0.5143667403421549,0.2185193450565344,tiny-w32-l2-h2,4,12,True,1.2503045994486812,2.352156454584545,23,22.704598424947946,23.95490302439663
