abstraction_level,between_parent_dispersion_ci_high,between_parent_dispersion_ci_low,cross_template_cosine_ci_high,cross_template_cosine_ci_low,effective_rank_ci_high,effective_rank_ci_low,family,hierarchy_rsa_spearman_ci_high,hierarchy_rsa_spearman_ci_low,layer,location,mean_between_parent_dispersion,mean_cross_template_cosine,mean_effective_rank,mean_hierarchy_rsa_spearman,mean_normalized_separation,mean_permuted_neighbor_recovery,mean_tree_neighbor_recovery,mean_within_parent_dispersion,n_runs,natural,normalized_separation_ci_high,normalized_separation_ci_low,permuted_neighbor_recovery_ci_high,permuted_neighbor_recovery_ci_low,tree_neighbor_recovery_ci_high,tree_neighbor_recovery_ci_low,within_parent_dispersion_ci_high,within_parent_dispersion_ci_low
root,0.3699268674765629,0.26666687633636227,0.9845657007994053,0.864304641324161,2.747779318118025,2.4998670202380513,action,0.3105295017040594,-0.20701966780270628,1,post_sa,0.3280519004176405,0.9244351710617832,2.6416056301965973,0.05175491695067657,0.06716206099121912,0.375,0.375,0.30433475670121624,4,True,0.20500644336948226,-0.07068232138704406,0.625,0.25,0.625,0.0625,0.37287450640052267,0.2580922599378045
parent,0.4877473158438823,0.1922334906707356,0.9896172996435815,0.8826032485122927,2.631130239297694,2.4693005401385824,noun,0.3105295017040594,-0.20701966780270628,1,post_sa,0.3144143632096288,0.9470803307346334,2.550215389718138,0.0,0.11028571033829725,0.375,0.25,0.27251197804456406,4,False,0.22976471526433861,-0.025803099197790808,0.5,0.25,0.4375,0.125,0.38157749747066216,0.16427246862947004
root,0.5131317990397831,0.25945490718560454,0.981952609921295,0.8657160865424129,2.7612110948916992,2.440600279165625,noun,0.41403933560541256,-0.20701966780270628,1,post_sa,0.35080672145314984,0.923834348231854,2.625681300938873,0.10350983390135314,0.13324667567049578,0.375,0.3125,0.29567927778860126,4,False,0.2550381152324561,-0.039844718236679365,0.5,0.25,0.5,0.125,0.3998575567146742,0.21020397012286574
parent,0.42260863014013783,0.21494539155984307,0.9901766686951005,0.808307158376638,2.649591371526234,2.2267658108085318,noun,0.4657942525560891,0.05175491695067657,1,post_sa,0.33382484044064514,0.9117247271446843,2.479730481142074,0.25877458475338283,0.11983843738742933,0.125,0.5,0.29603894280685383,4,True,0.2322543909763493,-0.002284240643400314,0.25,0.0,0.625,0.3125,0.4032474146066487,0.1829755738461406
root,0.5263973133283245,0.32949629238124994,0.9856210278129348,0.8699044757117447,2.6933446397420546,1.9823395050245227,noun,0.5175491695067657,-0.10350983390135313,1,post_sa,0.40821662342005716,0.9277627517623397,2.3461048006963794,0.25877458475338283,0.12401852648537666,0.125,0.5,0.3559601131599079,4,True,0.18816442104202297,0.014188677943237606,0.25,0.0,0.75,0.125,0.44410310268074393,0.29278277317207313
parent,0.3609303238080378,0.24671713412216972,0.9874907944676194,0.8608425269915647,2.7327712311940235,2.56126486243776,relation,0.6210590034081188,-0.15526475085202973,1,post_sa,0.3121739320918539,0.9378776587194133,2.6470180468158917,0.3105295017040594,0.0852774761172059,0.125,0.5,0.29136983268229694,4,False,0.2375199807877632,-0.13891728755560961,0.25,0.0,0.75,0.1875,0.4180944874952728,0.21072620576895357
root,0.41275507193473204,0.323386819919506,0.9803534481424085,0.9062378164653704,2.5922680241610965,2.3882299520016788,relation,0.8280786712108251,-0.20701966780270628,1,post_sa,0.36448476682282854,0.9428967423619593,2.502499734815115,0.3105295017040594,0.10211731556616008,0.0625,0.625,0.3237239169356081,4,False,0.32782636994431,-0.12359173881198987,0.1875,0.0,1.0,0.25,0.41222670781194976,0.24305841953339063
parent,0.6465709280684319,0.25862989575230955,0.989060051478353,0.8424453923864904,2.6249026165484173,2.0411413258532627,relation,0.7763237542601485,0.10350983390135314,1,post_sa,0.44959447035646927,0.9299489356648348,2.3623685247400212,0.41403933560541256,0.2194824833843234,0.3125,0.625,0.3656092061922288,4,True,0.4390897554357743,0.06603350105597144,0.625,0.0,0.9375,0.375,0.5049857531402708,0.17008184269026078
root,0.553179436958248,0.2855397624382574,0.9814543920763121,0.8941413278309974,2.474293229043289,1.9533185746294301,relation,0.724568837309472,-0.10350983390135314,1,post_sa,0.41935959969825276,0.9410653246328256,2.2350270498479192,0.362284418654736,0.18495359441913822,0.3125,0.625,0.3291733881014555,4,True,0.45502869884713987,-0.10993587242509897,0.75,0.0,0.9375,0.25,0.44850617401990245,0.1915692946588936
parent,0.4682186024110204,0.2889260043281147,0.99479511544216,0.9353656317409471,2.7730927228652584,2.313135212083141,action,0.6210590034081188,-0.4657942525560891,1,pre_sa,0.3624768594148726,0.9731799751674195,2.563668263640397,0.05175491695067658,0.01422098461494846,0.3125,0.4375,0.3367142555398063,4,False,0.2834601198721309,-0.21756276580747136,0.5,0.125,0.8125,0.125,0.38738994787764297,0.27597609772945964
root,0.5103781056323272,0.3445396013766236,0.991443817911247,0.9373619456211785,2.7755862652372483,2.2556887531292142,action,0.6210590034081188,-0.36228441865473593,1,pre_sa,0.43360557275092326,0.9715719382716113,2.5589947495460796,0.15526475085202973,0.05120413479825941,0.3125,0.4375,0.3868081524005633,4,False,0.3156517845139074,-0.2239326201245339,0.5,0.125,0.8125,0.125,0.42711240177615695,0.32737684766830083
parent,0.4520754470464731,0.2947786391637066,0.9925210536687424,0.9260566230219167,2.7776238074740993,2.506091469405762,action,0.724568837309472,-0.25877458475338283,1,pre_sa,0.37442652072840366,0.957246722240007,2.641491944952178,0.3105295017040594,0.11753893314277686,0.25,0.5625,0.326645856417279,4,True,0.31158081090430756,-0.12981609891944257,0.625,0.0,0.875,0.125,0.42334542309195666,0.24099798380555812
root,0.5037762235113045,0.32691729287435056,0.9868671935241029,0.9320310711199237,2.779433304152484,2.48435129423966,action,0.41403933560541256,-0.20701966780270628,1,pre_sa,0.40930111190157403,0.9581403596236803,2.6349078739850347,0.10350983390135314,0.07207043579740605,0.375,0.4375,0.368998197739976,4,True,0.22697427198573752,-0.08283340039092543,0.625,0.25,0.75,0.0625,0.42169584290430207,0.3114849487422934
parent,0.5767683010507931,0.2508018867170059,0.9966194674792707,0.9112764099009117,2.734016281369742,2.498660727063795,noun,0.362284418654736,-0.20701966780270628,1,pre_sa,0.3795930803757685,0.9657352363669592,2.6163385042167686,0.05175491695067656,0.08509065578205982,0.3125,0.3125,0.32835347657342395,4,False,0.22726632818377784,-0.029191690176216468,0.5,0.125,0.5,0.125,0.44699552719424485,0.23097484099477666
root,0.5871570308501856,0.31159888730009255,0.9859702792346681,0.9166043408564646,2.718124794754451,2.479560023623561,noun,0.362284418654736,-0.10350983390135314,1,pre_sa,0.4342487244508525,0.9594586247964624,2.5926542750012316,0.10350983390135313,0.07257859066822059,0.4375,0.25,0.3948214592002586,4,False,0.20080285343093418,-0.10410637661717484,0.625,0.25,0.4375,0.125,0.5004912113167815,0.2716858958281374
parent,0.4105004321850473,0.324711149678309,0.9936613944472956,0.8699886126931854,2.792742322513356,2.349440417112776,noun,0.41403933560541256,-0.1552647508520297,1,pre_sa,0.3720442420707667,0.947660331844596,2.597838082984971,0.1552647508520297,0.10861038451349488,0.125,0.4375,0.32917719100542847,4,True,0.23172613708238704,-0.04826676286459124,0.25,0.0,0.625,0.125,0.37047257269667383,0.2799322041889194
root,0.5949619008868732,0.41312646785285645,0.9933078074126543,0.9189708881795245,2.8091906744460475,2.2130533658917075,noun,0.3105295017040594,-0.10350983390135314,1,pre_sa,0.4829813165662204,0.9575194098286299,2.523626497346367,0.1552647508520297,0.11546162368373576,0.25,0.375,0.4225453045087809,4,True,0.18835852326487992,0.011059196844698405,0.4375,0.0625,0.5,0.125,0.49213798781952245,0.3671104313968094
parent,0.44359875376985025,0.35589915196783606,0.9931624428483499,0.9128865952768725,2.767235766729927,2.500005446560688,relation,0.5175491695067657,-0.10350983390135314,1,pre_sa,0.39974895286884315,0.9626217037242296,2.677158984777128,0.20701966780270625,0.05866998386492201,0.1875,0.375,0.38347649726424693,4,False,0.19067245667487814,-0.1290730676983452,0.4375,0.0,0.625,0.125,0.5008374682630139,0.2878002776198283
root,0.6078634201144864,0.39209387772725907,0.9896335951970685,0.9466908436631591,2.5371099849865546,2.4054513577746075,relation,0.8280786712108251,-0.20701966780270628,1,pre_sa,0.4999786489208727,0.9719401756597715,2.462439095571573,0.3105295017040594,0.11336760348155134,0.125,0.625,0.43366068841761385,4,False,0.3618708353905947,-0.13513562842749202,0.375,0.0,1.0,0.25,0.588695062911168,0.32151730399935274
parent,0.48418263562568464,0.42830612068120394,0.9918000296762033,0.8876333234749982,2.692567675201659,2.175061366289071,relation,0.6210590034081188,-0.3105295017040594,1,pre_sa,0.45588787915548107,0.9560908131119319,2.494971326647987,0.05175491695067657,0.10426050030888982,0.5625,0.375,0.4125740305020126,4,True,0.4109568819793459,-0.1261421422396486,0.875,0.125,0.875,0.0,0.5281124406928409,0.25915692507849886
root,0.4895106585643434,0.4593127616811057,0.9891752844256029,0.9214558204710965,2.6139228061139637,2.1063062683180345,relation,0.362284418654736,-0.41403933560541256,1,pre_sa,0.4770992375208546,0.9662016561722163,2.4288534311382453,-0.05175491695067657,0.062355382643073144,0.6875,0.3125,0.4490889913822581,4,True,0.3827166260687886,-0.19090906452992684,1.0,0.3125,0.6875,0.0,0.5808270020157544,0.2909937522008428
parent,0.18878217735349015,0.07310107846132016,0.9946138151158843,0.9826743201993325,2.54437240762549,2.0674993576938983,action,0.0,-0.20701966780270628,2,post_block,0.13094162790740516,0.9886440676576085,2.305935882659694,-0.10350983390135314,-0.053462213608212544,0.375,0.25,0.14484256832758213,2,False,0.06584009601483803,-0.17276452323126312,0.75,0.0,0.5,0.0,0.22139704021852563,0.06828809643663863
root,0.23448520717849416,0.2004495406484997,0.986197093944195,0.9853770814291724,2.516105643605129,2.374404851055666,action,0.41403933560541256,-0.6210590034081188,2,post_block,0.21746737391349694,0.9857870876866837,2.4452552473303975,-0.10350983390135313,-0.002028695129806815,0.375,0.375,0.2139327140467941,2,False,0.2315988652735875,-0.23565625553320113,0.75,0.0,0.75,0.0,0.24768672882107534,0.18017869927251284
parent,0.23352733116919547,0.07312865413068206,0.9973323549901089,0.9762735898183678,2.4037264465865578,1.9062673543430317,action,0.8280786712108251,-0.41403933560541256,2,post_block,0.15332799264993877,0.9868029724042383,2.154996900464795,0.20701966780270628,0.16288475900372867,0.375,0.5,0.0923006762874855,2,True,0.6124211753481841,-0.28665165734072673,0.75,0.0,1.0,0.0,0.09409110403633886,0.09051024853863215
root,0.30350618722950296,0.10003557069493516,0.9904235282337299,0.9799471178765501,2.6100618760655876,2.321367812336335,action,0.41403933560541256,0.0,2,post_block,0.20177087896221907,0.98518532305514,2.4657148442009613,0.20701966780270628,0.0939919915051764,0.375,0.5,0.16890436846893356,2,True,0.23063740978369096,-0.042653426773338166,0.5,0.25,0.75,0.25,0.23350630635356645,0.10430243058430066
parent,0.13131886574839585,0.0673060102451474,0.9952232880421884,0.9858133864600241,2.443084233112377,2.13455593059867,noun,0.0,0.0,2,post_block,0.09931243799677163,0.9905183372511063,2.2888200818555235,0.0,-0.06516223937458321,0.25,0.375,0.1119085631650455,2,False,0.12619633266549618,-0.2565208114146626,0.5,0.0,0.5,0.25,0.1650048877442275,0.058812238585863486
root,0.17205784628027607,0.11538626604996433,0.9865221215933268,0.9801017594496155,2.824604624131469,2.630713042169553,noun,0.20701966780270628,-0.41403933560541256,2,post_block,0.14372205616512018,0.9833119405214712,2.727658833150511,-0.10350983390135314,0.05088198387766304,0.5,0.25,0.14037096830221005,2,False,0.19069723044913794,-0.08893326269381187,0.75,0.25,0.5,0.0,0.18735951192205136,0.09338242468236874
parent,0.2704564901179059,0.07415669663693808,0.99721385855758,0.9689561676032281,2.4831732381887184,2.27960567598612,noun,0.6210590034081188,0.20701966780270628,2,post_block,0.172306593377422,0.9830850130804041,2.381389457087419,0.41403933560541256,0.2595621412723478,0.25,0.625,0.12367501955703564,2,True,0.29937171436166227,0.2197525681830333,0.25,0.25,0.75,0.5,0.18948946701107044,0.05786057210300083
root,0.32869684360099594,0.2403651390507725,0.9856536509013542,0.9854603853783438,2.277874577661617,2.1137441535585677,noun,0.20701966780270628,0.20701966780270628,2,post_block,0.2845309913258842,0.985557018139849,2.195809365610092,0.20701966780270628,0.19362711054530823,0.375,0.5,0.230462336804072,2,True,0.2168183122644718,0.17043590882614465,0.5,0.25,0.5,0.5,0.27267509833357506,0.18824957527456893
parent,0.1715293666378623,0.08607579894037906,0.9960500787985977,0.9683970929280595,2.8073826543493405,2.5350984978928026,relation,0.8280786712108251,0.0,2,post_block,0.12880258278912068,0.9822235858633286,2.671240576121072,0.41403933560541256,0.20822506875730967,0.125,0.625,0.09743050678914475,2,False,0.31476595324577034,0.10168418426884904,0.25,0.0,1.0,0.25,0.11753776203845234,0.07732325153983716
root,0.3670126031924805,0.17830791077960448,0.9896153135327809,0.9694624560248836,2.2698098707032113,2.0457987053883677,relation,0.8280786712108251,0.0,2,post_block,0.2726602569860425,0.9795388847788322,2.1578042880457895,0.41403933560541256,0.26717311281614947,0.125,0.75,0.1717228051026391,2,False,0.5648865604683339,-0.030540334836034872,0.25,0.0,1.0,0.5,0.18375349407872743,0.15969211612655076
parent,0.38456612823739006,0.08335088799369186,0.994585670980029,0.971595530388416,2.365730957979821,2.1129611446598315,relation,0.8280786712108251,0.41403933560541256,2,post_block,0.23395850811554098,0.9830906006842225,2.239346051319826,0.6210590034081188,0.31333205617766674,0.0,0.75,0.18961643569255646,2,True,0.5056505322393922,0.1210135801159413,0.0,0.0,1.0,0.5,0.3380284042680573,0.04120446711705561
root,0.2519182527255155,0.13198208051202368,0.984837424090495,0.9791271015171802,2.0413883910676227,1.8240629315392642,relation,0.8280786712108251,-0.41403933560541256,2,post_block,0.19195016661876957,0.9819822628038376,1.9327256613034436,0.20701966780270628,0.008838172079797868,0.0,0.5,0.21923229300804065,2,True,0.49207211990014976,-0.474395775740554,0.0,0.0,1.0,0.0,0.37142720765044135,0.06703737836563994
parent,0.21465982742696826,0.0949626196833569,0.993071709979613,0.9809740285166572,2.641565875927069,2.202705121281781,action,0.0,-0.20701966780270628,2,post_sa,0.15481122355516258,0.9870228692481351,2.4221354986044252,-0.10350983390135314,-0.06117148672489496,0.375,0.25,0.16993423762481008,2,False,0.03328320390058195,-0.15562617735037187,0.75,0.0,0.5,0.0,0.24806651580011785,0.09180195944950231
root,0.2866809041338395,0.20417424381128135,0.9846350996349393,0.9829221557410635,2.7361247113936633,2.53718511049252,action,0.41403933560541256,-0.41403933560541256,2,post_sa,0.24542757397256043,0.9837786276880014,2.6366549109430917,0.0,0.027489887254333503,0.375,0.375,0.2308974615561317,2,False,0.21616159080868064,-0.16118181630001363,0.75,0.0,0.75,0.0,0.2370834192704655,0.2247115038417979
parent,0.28777842751674104,0.10294709570070062,0.9965420632435243,0.9728529751603867,2.4826521262561676,1.9940853324482575,action,0.8280786712108251,-0.41403933560541256,2,post_sa,0.19536276160872085,0.9846975192019556,2.2383687293522128,0.20701966780270628,0.1706384209232858,0.375,0.5,0.1240545674099626,2,True,0.5815189862208026,-0.24024214437423097,0.75,0.0,1.0,0.0,0.12767932672893612,0.12042980809098908
root,0.3115697179599346,0.13939488265213168,0.9880786141294614,0.9789826845556856,2.6643367034373338,2.4309320192672343,action,0.41403933560541256,0.0,2,post_sa,0.22548230030603314,0.9835306493425735,2.547634361352284,0.20701966780270628,0.09358923121158577,0.375,0.5,0.19259806725843956,2,True,0.2304445142623266,-0.04326605183915504,0.5,0.25,0.75,0.25,0.23977018564580738,0.14542594887107174
parent,0.18555514726616307,0.09204861447809698,0.9940086113174954,0.9821375821783015,2.3919626125431916,2.2621158079684553,noun,0.20701966780270628,-0.41403933560541256,2,post_sa,0.13880188087213002,0.9880730967478984,2.3270392102558235,-0.10350983390135314,-0.0435614413344482,0.5,0.25,0.15326549395086195,2,False,0.136473104638661,-0.2235959873075574,0.75,0.25,0.5,0.0,0.22704453361914,0.07948645428258388
root,0.21595246744458818,0.14930965999683107,0.9844395174552764,0.9778596070331314,2.798270792030215,2.601059075872772,noun,0.41403933560541256,-0.41403933560541256,2,post_sa,0.18263106372070964,0.9811495622442039,2.6996649339514933,0.0,0.05311591170491769,0.375,0.25,0.1785131626519423,2,False,0.22065730439830067,-0.11442548098846529,0.5,0.25,0.5,0.0,0.24066293240258108,0.11636339290130354
parent,0.31311812009985973,0.09681088168309282,0.9965034579005362,0.9669228270548488,2.4119131112000676,2.40885556275404,noun,0.6210590034081188,0.20701966780270628,2,post_sa,0.20496450089147628,0.9817131424776925,2.410384336977054,0.41403933560541256,0.24008399843816297,0.25,0.625,0.15034362028159728,2,True,0.29012563123403917,0.19004236564228674,0.25,0.25,0.75,0.5,0.22227452785507223,0.07841271270812233
root,0.40558014439735673,0.25993388608126294,0.984892338787784,0.9848777252048585,2.3952355285781723,1.8784329731387996,noun,0.20701966780270628,0.20701966780270628,2,post_sa,0.33275701523930984,0.9848850319963213,2.136834250858486,0.20701966780270628,0.18050048767952648,0.375,0.5,0.2767470497207416,2,True,0.23615365800835192,0.12484731735070104,0.5,0.25,0.5,0.5,0.3549445513986368,0.19854954804284647
parent,0.21570912253427948,0.12176797479083487,0.9946913083269154,0.9632453273848952,2.7854624509590504,2.694797689830998,relation,0.8280786712108251,0.41403933560541256,2,post_sa,0.16873854866255716,0.9789683178559053,2.740130070395024,0.6210590034081188,0.19211362344170915,0.0,0.75,0.13328936009440343,2,False,0.2566692445541055,0.1275580023293128,0.0,0.0,1.0,0.5,0.160343225009977,0.10623549517882985
root,0.3612968329919496,0.24362499356896755,0.9861812804662633,0.9696331120783935,2.5459796916040327,2.271922764323165,relation,0.8280786712108251,0.0,2,post_sa,0.30246091328045854,0.9779071962723285,2.408951227963599,0.41403933560541256,0.26061562578527103,0.125,0.75,0.2101325833213495,2,False,0.490106213085476,0.031125038485066092,0.25,0.0,1.0,0.5,0.23604215626820946,0.18422301037448952
parent,0.41042712443881146,0.10643250768130091,0.9932440128704328,0.9718019219904958,2.552205106371902,2.0167585136010833,relation,0.8280786712108251,0.20701966780270628,2,post_sa,0.2584298160600562,0.9825229674304643,2.2844818099864925,0.5175491695067657,0.3049109521549231,0.0,0.625,0.2109310806922795,2,True,0.5108313480235345,0.09899055628631173,0.0,0.0,1.0,0.25,0.36979871507562223,0.05206344630893678
root,0.25637424698732714,0.1643666453107501,0.9829612574662341,0.9801157361564218,2.0965356783693303,1.939404800635971,relation,0.6210590034081188,-0.41403933560541256,2,post_sa,0.2103704461490386,0.9815384968113279,2.0179702395026506,0.10350983390135313,0.041630869629636774,0.0,0.375,0.2218166134961153,2,True,0.4808135370717624,-0.39755179781248884,0.0,0.0,0.75,0.0,0.3582962897899621,0.08533693720226854
parent,0.23469799799149854,0.148504101512202,0.9903064828090717,0.9890662798108796,2.651294923062999,2.186991875942239,action,0.0,-0.20701966780270628,2,pre_sa,0.19160104975185027,0.9896863813099757,2.419143399502619,-0.10350983390135314,-0.03684079889106377,0.375,0.25,0.20334786397743584,2,False,0.07193902603510166,-0.1456206238172292,0.75,0.0,0.5,0.0,0.26887486686767537,0.13782086108719632
root,0.4179272221486474,0.19681457729726867,0.9921737204664214,0.9793928669131963,2.909061471510481,2.5454216833780072,action,0.41403933560541256,-0.41403933560541256,2,pre_sa,0.30737089972295806,0.9857832936898088,2.727241577444244,0.0,0.05976560561423532,0.25,0.375,0.27148461765201315,2,False,0.2182013577855627,-0.09867014655709207,0.5,0.0,0.75,0.0,0.32673493482026406,0.2162343004837623
parent,0.29038552230423154,0.15188760810848748,0.9960403989028772,0.980614167833395,2.484359504476885,2.069890071623029,action,0.8280786712108251,-0.41403933560541256,2,pre_sa,0.2211365652063595,0.988327283368136,2.277124788049957,0.20701966780270628,0.16165190009953928,0.375,0.5,0.157532763536614,2,True,0.563920134742857,-0.24061633454377837,0.75,0.0,1.0,0.0,0.1884342476341736,0.1266312794390544
root,0.30371461188957594,0.19481519823243926,0.9861428667737905,0.9861044744831867,2.6802291490068177,2.4587863187492367,action,0.41403933560541256,0.0,2,pre_sa,0.2492649050610076,0.9861236706284886,2.5695077338780274,0.20701966780270628,0.09716338288151992,0.375,0.5,0.21717161918607672,2,True,0.24177140603126576,-0.047444640268225924,0.5,0.25,0.75,0.25,0.23028510314079298,0.20405813523136046
parent,0.20072397554907384,0.14445840577620167,0.9920964755148112,0.9889339115026249,2.38547080739189,2.2492759315650943,noun,0.20701966780270628,-0.41403933560541256,2,pre_sa,0.17259119066263776,0.990515193508718,2.317373369478492,-0.10350983390135314,-0.04404306856295559,0.375,0.25,0.1850393747481998,2,False,0.1282377227419301,-0.21632385986784128,0.5,0.25,0.5,0.0,0.2441453607078677,0.12593338878853189
root,0.21478582675547803,0.2125282962605787,0.9876412677668253,0.9811322987616519,2.763706490913918,2.612697238163711,noun,0.41403933560541256,-0.41403933560541256,2,pre_sa,0.21365706150802838,0.9843867832642386,2.688201864538814,0.0,0.030733344861327797,0.375,0.25,0.20687231303459572,2,False,0.22417686249427474,-0.16271017277161914,0.5,0.25,0.5,0.0,0.24710881206399532,0.16663581400519611
parent,0.3143482309475051,0.15177324727354552,0.9957084981865032,0.9771374534379532,2.460472294268661,2.4265012669151997,noun,0.6210590034081188,0.20701966780270628,2,pre_sa,0.2330607391105253,0.9864229758122283,2.4434867805919307,0.41403933560541256,0.22824830646389,0.375,0.625,0.17630934897206385,2,True,0.2719902285346604,0.18450638439311956,0.5,0.25,0.75,0.5,0.22884858377262696,0.12377011417150074
root,0.5163294278045008,0.25573463389299894,0.9906292783067464,0.9812579887681325,2.4431832931928064,1.9269722955190751,noun,0.41403933560541256,0.20701966780270628,2,pre_sa,0.3860320308487498,0.9859436335374394,2.1850777943559407,0.3105295017040594,0.1738909938478867,0.375,0.625,0.3242607182378332,2,True,0.21499834530410586,0.13278364239166754,0.5,0.25,0.75,0.5,0.4477693257066136,0.20075211076905286
parent,0.21706183429986087,0.18511397166040974,0.9929253814138734,0.9752936308204759,2.7991893549087257,2.702613168395631,relation,0.6210590034081188,0.41403933560541256,2,pre_sa,0.2010879029801353,0.9841095061171747,2.7509012616521784,0.5175491695067657,0.18992991089030709,0.25,0.625,0.16177929471387803,2,False,0.2597937878398313,0.12006603394078284,0.25,0.25,0.75,0.5,0.16288807125611787,0.1606705181716382
root,0.37733379861243166,0.3333895710575059,0.9838139960545919,0.9784898429568929,2.5072027143673137,2.4307712654416735,relation,0.8280786712108251,0.0,2,pre_sa,0.35536168483496877,0.9811519195057423,2.4689869899044936,0.41403933560541256,0.23446445421321832,0.125,0.75,0.27612236810946866,2,False,0.42017106391618686,0.04875784451024978,0.25,0.0,1.0,0.5,0.3589358159312248,0.19330892028771246
parent,0.4262590066186427,0.1540905825952531,0.9912010540438296,0.9831615533033302,2.553299912286639,2.0539051245340443,relation,0.8280786712108251,0.20701966780270628,2,pre_sa,0.2901747946069479,0.9871813036735799,2.303602518410342,0.5175491695067657,0.2958573198490342,0.0,0.625,0.2301076099694952,2,True,0.48532200499919054,0.1063926346988778,0.0,0.0,1.0,0.25,0.3809081878403589,0.07930703209863149
root,0.2500466480462004,0.22585120674190642,0.9855146703491937,0.9779878818031246,2.1383390377837808,1.9487037104429779,relation,0.6210590034081188,-0.41403933560541256,2,pre_sa,0.23794892739405343,0.9817512760761591,2.0435213741133795,0.10350983390135313,0.03645780946378405,0.0,0.375,0.23450918053003525,2,True,0.46921286668168166,-0.39629724775411357,0.0,0.0,0.75,0.0,0.34913944647705114,0.11987891458301936
