abstraction_level,between_parent_dispersion,cross_template_cosine,effective_rank,family,hierarchy_rsa_spearman,layer,location,model_setting,n_items,natural,normalized_separation,permuted_neighbor_recovery,seed,step,tree_neighbor_recovery,within_parent_dispersion
parent,0.08454325376865088,0.9940692930849252,2.1263655214224273,noun,0.20701966780270628,1,post_block,tiny-w32-l2-h2,4,True,0.07699417845905546,0.0,11,40,0.5,0.07803391540047816
root,0.08133610787109333,0.9955172885836131,1.9604063045462945,noun,0.20701966780270628,1,post_block,tiny-w32-l2-h2,4,True,0.06714148156592077,0.0,11,40,0.5,0.07587508108382257
parent,0.15536331953075047,0.9929054381059114,2.406356562689006,relation,-0.41403933560541256,1,post_block,tiny-w32-l2-h2,4,False,-0.38797071390981147,0.75,11,40,0.0,0.2156397375244939
root,0.14702639984632704,0.9932950044272748,2.5675663789232397,relation,-0.6210590034081188,1,post_block,tiny-w32-l2-h2,4,False,-0.42926794945237867,0.75,11,40,0.0,0.21014012102372537
parent,0.2465719915974846,0.9938342857573065,1.3364244543643788,relation,-0.41403933560541256,1,post_block,tiny-w32-l2-h2,4,True,-0.41787516698637683,0.75,11,40,0.0,0.349608303760447
root,0.2848286259633772,0.9937502646639679,1.3016163884859826,relation,-0.20701966780270628,1,post_block,tiny-w32-l2-h2,4,True,-0.30110899809770436,0.75,11,40,0.0,0.3705930881567555
parent,0.18369954121199772,0.9940169473068498,2.1860683440884627,action,0.20701966780270628,1,post_sa,tiny-w32-l2-h2,4,False,0.11321604305770591,0.5,11,40,0.5,0.16290180604445936
root,0.17953947506207993,0.9946670644143082,2.2601375787793017,action,0.41403933560541256,1,post_sa,tiny-w32-l2-h2,4,False,0.11348425691177175,0.25,11,40,0.75,0.15916457114833021
parent,0.17250442581667155,0.9922873169629635,2.91748643840714,action,-0.20701966780270628,1,post_sa,tiny-w32-l2-h2,4,True,-0.2391500210094963,0.25,11,40,0.25,0.21375886287495965
root,0.1708061999180677,0.9920377312348259,2.8347549051219345,action,-0.20701966780270628,1,post_sa,tiny-w32-l2-h2,4,True,-0.2227542589780186,0.25,11,40,0.25,0.20885400840966817
parent,0.18276633611981422,0.9947062127387584,2.585991776999624,noun,0.0,1,post_sa,tiny-w32-l2-h2,4,False,-0.0013052600331351085,0.5,11,40,0.25,0.18300489371375395
root,0.19141184285192656,0.995784117100412,2.6242045098712934,noun,0.0,1,post_sa,tiny-w32-l2-h2,4,False,0.017450337231209773,0.5,11,40,0.25,0.1880716416441131
parent,0.11070893941221649,0.9930822289599234,2.1057326751828764,noun,0.0,1,post_sa,tiny-w32-l2-h2,4,True,0.020650128534612844,0.0,11,40,0.25,0.10842278558342355
root,0.10913408808889033,0.9947224328876323,1.938811315052579,noun,0.0,1,post_sa,tiny-w32-l2-h2,4,True,0.007928223191551368,0.0,11,40,0.25,0.10826884868071518
parent,0.17146029710594782,0.9900244537109838,2.6200805414707804,relation,-0.41403933560541256,1,post_sa,tiny-w32-l2-h2,4,False,-0.3565153043354033,0.5,11,40,0.0,0.23258851711011347
root,0.16467128477941628,0.990874259058964,2.719448371130469,relation,-0.6210590034081188,1,post_sa,tiny-w32-l2-h2,4,False,-0.39487588319399547,0.75,11,40,0.0,0.22969600379337823
parent,0.26754630639391985,0.9929884974100408,1.4111941024141084,relation,-0.41403933560541256,1,post_sa,tiny-w32-l2-h2,4,True,-0.4302762387749373,0.75,11,40,0.0,0.38266512480722265
root,0.3048523435338939,0.9929742207919539,1.3642812034557041,relation,-0.20701966780270628,1,post_sa,tiny-w32-l2-h2,4,True,-0.32995425508604326,0.75,11,40,0.0,0.4054396714558544
parent,0.3170486740015014,0.9939526757413762,2.3966849426570507,action,0.20701966780270628,1,pre_sa,tiny-w32-l2-h2,4,False,0.14520166198918763,0.5,11,40,0.5,0.27101267960501524
root,0.3369296773627113,0.9925259775641297,2.452958965888463,action,0.41403933560541256,1,pre_sa,tiny-w32-l2-h2,4,False,0.15763643163886115,0.25,11,40,0.75,0.2838172853100207
parent,0.3165815615826522,0.9908477330840205,2.9079479660855694,action,-0.41403933560541256,1,pre_sa,tiny-w32-l2-h2,4,True,-0.221414914690165,0.25,11,40,0.25,0.38667744103295437
root,0.32325900001000574,0.9893452428758559,2.96317654118792,action,-0.20701966780270628,1,pre_sa,tiny-w32-l2-h2,4,True,-0.18809131442605928,0.25,11,40,0.25,0.38406121022194123
parent,0.3693011166965464,0.991934541734495,2.654123335874519,noun,0.0,1,pre_sa,tiny-w32-l2-h2,4,False,0.039781691873156805,0.5,11,40,0.25,0.3546096934637117
root,0.3892640767522334,0.994781011601961,2.713382685604622,noun,0.0,1,pre_sa,tiny-w32-l2-h2,4,False,0.024046508548396822,0.5,11,40,0.25,0.379903634803027
parent,0.20803569166913746,0.9887291729648622,2.445440581987604,noun,0.0,1,pre_sa,tiny-w32-l2-h2,4,True,0.027198307484587715,0.0,11,40,0.25,0.20237747295935138
root,0.2150801505751261,0.9909589258261052,2.2382910664554396,noun,0.0,1,pre_sa,tiny-w32-l2-h2,4,True,0.011176323179652982,0.0,11,40,0.25,0.21267634530277008
parent,0.38081718741055187,0.9879434309550029,2.551855699905944,relation,-0.41403933560541256,1,pre_sa,tiny-w32-l2-h2,4,False,-0.3734793292725374,0.5,11,40,0.0,0.523044535140099
root,0.37926780570008223,0.9881027983628984,2.662182092999005,relation,-0.6210590034081188,1,pre_sa,tiny-w32-l2-h2,4,False,-0.3798375345739012,0.5,11,40,0.0,0.5233279539604548
