ci_high,ci_low,contrast,control_type,estimate,n_relation_run_units,noise_level,prefix_evidence,target_control
0.018377340667146542,-0.028355856492350458,last_minus_first_js_dispersion,answer_changing,-0.0063688262665007505,24,0,full,observed
-0.01401772211548968,-0.05433871454681209,last_minus_first_js_dispersion,answer_changing,-0.032743629690938934,24,2,full,observed
-0.0003659903208089943,-0.030120308979182907,last_minus_first_js_dispersion,answer_changing,-0.014617869579723212,24,4,full,observed
-0.0074528788375137645,-0.05049905213574576,last_minus_first_js_dispersion,answer_changing,-0.025379378112390837,24,0,pattern,observed
-0.021048550604293684,-0.06534273588996019,last_minus_first_js_dispersion,answer_changing,-0.040625821569196786,24,2,pattern,observed
-0.014108779284871257,-0.0542712334713036,last_minus_first_js_dispersion,answer_changing,-0.03281825102465754,24,4,pattern,observed
0.0,0.0,last_minus_first_js_dispersion,answer_changing,0.0,24,0,weak,observed
-0.006183015010189229,-0.08405990889691672,last_minus_first_js_dispersion,answer_changing,-0.04263026249916526,24,2,weak,observed
0.007437018798029992,-0.052489583070928165,last_minus_first_js_dispersion,answer_changing,-0.02098186897412303,24,4,weak,observed
0.018377340667146542,-0.028355856492350458,last_minus_first_js_dispersion,answer_changing,-0.0063688262665007505,24,0,full,shuffled_continuation
-0.01401772211548968,-0.05433871454681209,last_minus_first_js_dispersion,answer_changing,-0.032743629690938934,24,2,full,shuffled_continuation
-0.0003659903208089943,-0.030120308979182907,last_minus_first_js_dispersion,answer_changing,-0.014617869579723212,24,4,full,shuffled_continuation
-0.0074528788375137645,-0.05049905213574576,last_minus_first_js_dispersion,answer_changing,-0.025379378112390837,24,0,pattern,shuffled_continuation
-0.021048550604293684,-0.06534273588996019,last_minus_first_js_dispersion,answer_changing,-0.040625821569196786,24,2,pattern,shuffled_continuation
-0.014108779284871257,-0.0542712334713036,last_minus_first_js_dispersion,answer_changing,-0.03281825102465754,24,4,pattern,shuffled_continuation
0.0,0.0,last_minus_first_js_dispersion,answer_changing,0.0,24,0,weak,shuffled_continuation
-0.006183015010189229,-0.08405990889691672,last_minus_first_js_dispersion,answer_changing,-0.04263026249916526,24,2,weak,shuffled_continuation
0.007437018798029992,-0.052489583070928165,last_minus_first_js_dispersion,answer_changing,-0.02098186897412303,24,4,weak,shuffled_continuation
0.010631338276901494,-0.0351312801270447,last_minus_first_js_dispersion,irrelevant_nuisance,-0.013394851007722445,24,0,full,observed
-0.008589094053743574,-0.058137326853165326,last_minus_first_js_dispersion,irrelevant_nuisance,-0.03118527086451557,24,2,full,observed
-0.004625700638488007,-0.044017533776610614,last_minus_first_js_dispersion,irrelevant_nuisance,-0.023636623496812188,24,4,full,observed
-0.003139796069777993,-0.03155487008061723,last_minus_first_js_dispersion,irrelevant_nuisance,-0.01567565944403089,24,0,pattern,observed
-0.011998239991996812,-0.05679262218940359,last_minus_first_js_dispersion,irrelevant_nuisance,-0.03183133540303312,24,2,pattern,observed
-0.02171060786233521,-0.07776948243928865,last_minus_first_js_dispersion,irrelevant_nuisance,-0.04738519886211424,24,4,pattern,observed
0.0,0.0,last_minus_first_js_dispersion,irrelevant_nuisance,0.0,24,0,weak,observed
-0.011458912908141411,-0.08683495159031818,last_minus_first_js_dispersion,irrelevant_nuisance,-0.047396592476227385,24,2,weak,observed
0.005336287759418427,-0.06017250063584806,last_minus_first_js_dispersion,irrelevant_nuisance,-0.02569730925917807,24,4,weak,observed
0.010631338276901494,-0.0351312801270447,last_minus_first_js_dispersion,irrelevant_nuisance,-0.013394851007722445,24,0,full,shuffled_continuation
-0.008589094053743574,-0.058137326853165326,last_minus_first_js_dispersion,irrelevant_nuisance,-0.03118527086451557,24,2,full,shuffled_continuation
-0.004625700638488007,-0.044017533776610614,last_minus_first_js_dispersion,irrelevant_nuisance,-0.023636623496812188,24,4,full,shuffled_continuation
-0.003139796069777993,-0.03155487008061723,last_minus_first_js_dispersion,irrelevant_nuisance,-0.01567565944403089,24,0,pattern,shuffled_continuation
-0.011998239991996812,-0.05679262218940359,last_minus_first_js_dispersion,irrelevant_nuisance,-0.03183133540303312,24,2,pattern,shuffled_continuation
-0.02171060786233521,-0.07776948243928865,last_minus_first_js_dispersion,irrelevant_nuisance,-0.04738519886211424,24,4,pattern,shuffled_continuation
0.0,0.0,last_minus_first_js_dispersion,irrelevant_nuisance,0.0,24,0,weak,shuffled_continuation
-0.011458912908141411,-0.08683495159031818,last_minus_first_js_dispersion,irrelevant_nuisance,-0.047396592476227385,24,2,weak,shuffled_continuation
0.005336287759418427,-0.06017250063584806,last_minus_first_js_dispersion,irrelevant_nuisance,-0.02569730925917807,24,4,weak,shuffled_continuation
