class_id,entity_id,example_id,feature_bits,label_mode,model_seed,output_entropy,position_mode,predictive_order,stage,target_margin,target_probability,template_id,top1_correct
parity-0,test-entity-125,test:natural:t1:paligned:c6:i25,0110,natural,11,0.00013340747682377696,aligned,4,s2,-33.13582229614258,4.06715448063419e-15,1,0
parity-1,test-entity-126,test:natural:t1:paligned:c11:i26,1101,natural,11,0.0002776636683847755,aligned,4,s2,-20.59868812561035,1.1326432014513443e-09,1,0
parity-0,test-entity-127,test:natural:t1:paligned:c12:i27,0011,natural,11,0.2645648717880249,aligned,4,s2,-2.5235824584960938,0.0742206871509552,1,0
parity-1,test-entity-128,test:natural:t1:paligned:c1:i28,1000,natural,11,0.0001802489277906716,aligned,4,s2,-30.654144287109375,4.86482700640372e-14,1,0
parity-0,test-entity-129,test:natural:t1:paligned:c6:i29,0110,natural,11,2.857304252756876e-06,aligned,4,s2,-30.54021453857422,5.451969577836488e-14,1,0
parity-1,test-entity-130,test:natural:t1:paligned:c11:i30,1101,natural,11,5.9259027693769895e-06,aligned,4,s2,-28.297195434570312,5.136699442534476e-13,1,0
parity-0,test-entity-131,test:natural:t1:paligned:c12:i31,0011,natural,11,0.0034980452619493008,aligned,4,s2,7.843807220458984,0.9996058344841003,1,1
parity-1,test-entity-100,test:natural:t1:prandomized:c1:i0,1000,natural,11,4.172126136836596e-05,randomized,4,s2,-33.05570983886719,4.406423363261533e-15,1,0
parity-0,test-entity-101,test:natural:t1:prandomized:c6:i1,0110,natural,11,4.9029563342628535e-06,randomized,4,s2,-18.7628231048584,7.102472832087869e-09,1,0
parity-1,test-entity-102,test:natural:t1:prandomized:c11:i2,1101,natural,11,8.209291991079226e-05,randomized,4,s2,-24.490930557250977,2.3105824545344156e-11,1,0
parity-0,test-entity-103,test:natural:t1:prandomized:c12:i3,0011,natural,11,3.144423317280598e-07,randomized,4,s2,-31.885643005371094,1.41984541528542e-14,1,0
parity-1,test-entity-104,test:natural:t1:prandomized:c1:i4,1000,natural,11,0.1275004893541336,randomized,4,s2,-3.5508899688720703,0.0278981551527977,1,0
parity-0,test-entity-105,test:natural:t1:prandomized:c6:i5,0110,natural,11,2.0771989511558786e-05,randomized,4,s2,-13.647407531738281,1.183056838272023e-06,1,0
parity-1,test-entity-106,test:natural:t1:prandomized:c11:i6,1101,natural,11,2.6376354071544483e-05,randomized,4,s2,-26.483476638793945,3.1504399783388592e-12,1,0
parity-0,test-entity-107,test:natural:t1:prandomized:c12:i7,0011,natural,11,3.535332143655978e-05,randomized,4,s2,-35.44805145263672,4.0281496192647547e-16,1,0
parity-1,test-entity-108,test:natural:t1:prandomized:c1:i8,1000,natural,11,3.5748937534663128e-06,randomized,4,s2,-19.700273513793945,2.781506136528833e-09,1,0
parity-0,test-entity-109,test:natural:t1:prandomized:c6:i9,0110,natural,11,1.802438600861933e-05,randomized,4,s2,-36.97626495361328,8.737986589919442e-17,1,0
parity-1,test-entity-110,test:natural:t1:prandomized:c11:i10,1101,natural,11,0.00010276197281200439,randomized,4,s2,-27.058759689331055,1.7722574709860828e-12,1,0
parity-0,test-entity-111,test:natural:t1:prandomized:c12:i11,0011,natural,11,0.28118932247161865,randomized,4,s2,2.429149627685547,0.91902095079422,1,1
parity-1,test-entity-112,test:natural:t1:prandomized:c1:i12,1000,natural,11,0.0007599256932735443,randomized,4,s2,-9.561470031738281,7.038423063931987e-05,1,0
parity-0,test-entity-113,test:natural:t1:prandomized:c6:i13,0110,natural,11,1.923624222399667e-05,randomized,4,s2,-32.68979263305664,6.353356544612802e-15,1,0
parity-1,test-entity-114,test:natural:t1:prandomized:c11:i14,1101,natural,11,5.59178761250223e-06,randomized,4,s2,-21.51075553894043,4.549851051471876e-10,1,0
parity-0,test-entity-115,test:natural:t1:prandomized:c12:i15,0011,natural,11,5.511528229362739e-07,randomized,4,s2,-34.74699401855469,8.120307930166741e-16,1,0
parity-1,test-entity-116,test:natural:t1:prandomized:c1:i16,1000,natural,11,6.197152833919972e-05,randomized,4,s2,-12.38759994506836,4.169958629063331e-06,1,0
parity-0,test-entity-117,test:natural:t1:prandomized:c6:i17,0110,natural,11,8.652136784803588e-06,randomized,4,s2,-31.5275936126709,2.031138759516892e-14,1,0
parity-1,test-entity-118,test:natural:t1:prandomized:c11:i18,1101,natural,11,1.2198684089526068e-05,randomized,4,s2,-28.350910186767578,4.868055286134931e-13,1,0
parity-0,test-entity-119,test:natural:t1:prandomized:c12:i19,0011,natural,11,9.622605830372777e-06,randomized,4,s2,-27.194263458251953,1.547680061365908e-12,1,0
parity-1,test-entity-120,test:natural:t1:prandomized:c1:i20,1000,natural,11,1.2280965165700763e-05,randomized,4,s2,-28.249454498291016,5.387870596722244e-13,1,0
parity-0,test-entity-121,test:natural:t1:prandomized:c6:i21,0110,natural,11,0.00134757230989635,randomized,4,s2,-32.72672653198242,6.1221445020996374e-15,1,0
parity-1,test-entity-122,test:natural:t1:prandomized:c11:i22,1101,natural,11,8.090030314633623e-05,randomized,4,s2,-20.3333683013916,1.4768211098470374e-09,1,0
parity-0,test-entity-123,test:natural:t1:prandomized:c12:i23,0011,natural,11,7.14929701643996e-05,randomized,4,s2,-35.21297836303711,5.095595627168997e-16,1,0
parity-1,test-entity-124,test:natural:t1:prandomized:c1:i24,1000,natural,11,2.1531845050049014e-05,randomized,4,s2,-28.60257911682129,3.784927015901274e-13,1,0
parity-0,test-entity-125,test:natural:t1:prandomized:c6:i25,0110,natural,11,0.0002528290497139096,randomized,4,s2,-33.970191955566406,1.7657301758022348e-15,1,0
parity-1,test-entity-126,test:natural:t1:prandomized:c11:i26,1101,natural,11,0.00020565975864883512,randomized,4,s2,-13.427633285522461,1.4738253639734467e-06,1,0
parity-0,test-entity-127,test:natural:t1:prandomized:c12:i27,0011,natural,11,0.6317717432975769,randomized,4,s2,0.7245330810546875,0.6735960245132446,1,1
parity-1,test-entity-128,test:natural:t1:prandomized:c1:i28,1000,natural,11,0.00010969420691253617,randomized,4,s2,-27.62564468383789,1.0053815419075463e-12,1,0
parity-0,test-entity-129,test:natural:t1:prandomized:c6:i29,0110,natural,11,3.2884233860386303e-06,randomized,4,s2,-32.293060302734375,9.447165136766342e-15,1,0
parity-1,test-entity-130,test:natural:t1:prandomized:c11:i30,1101,natural,11,5.197822247282602e-06,randomized,4,s2,-25.78158187866211,6.356244523775256e-12,1,0
parity-0,test-entity-131,test:natural:t1:prandomized:c12:i31,0011,natural,11,2.9210399588919245e-05,randomized,4,s2,-13.155900955200195,1.9340320704941405e-06,1,0
parity-1,test-entity-100,test:natural:t2:paligned:c1:i0,1000,natural,11,3.5243327147327363e-05,aligned,4,s2,-34.57077407836914,9.685062598573948e-16,2,0
parity-0,test-entity-101,test:natural:t2:paligned:c6:i1,0110,natural,11,9.800287807593122e-05,aligned,4,s2,-11.791688919067383,7.5671341619454324e-06,2,0
parity-1,test-entity-102,test:natural:t2:paligned:c11:i2,1101,natural,11,2.3546541342511773e-05,aligned,4,s2,-26.01826286315918,5.016619064601713e-12,2,0
parity-0,test-entity-103,test:natural:t2:paligned:c12:i3,0011,natural,11,1.2693287487763882e-07,aligned,4,s2,-27.178586959838867,1.5721355424089256e-12,2,0
parity-1,test-entity-104,test:natural:t2:paligned:c1:i4,1000,natural,11,0.0059694088995456696,aligned,4,s2,-7.23396110534668,0.0007211349438875914,2,0
parity-0,test-entity-105,test:natural:t2:paligned:c6:i5,0110,natural,11,1.544566111988388e-05,aligned,4,s2,-14.102970123291016,7.501660661546339e-07,2,0
parity-1,test-entity-106,test:natural:t2:paligned:c11:i6,1101,natural,11,2.247213342343457e-05,aligned,4,s2,-28.38014793395996,4.727787172170705e-13,2,0
parity-0,test-entity-107,test:natural:t2:paligned:c12:i7,0011,natural,11,2.1400653622549726e-06,aligned,4,s2,-35.43395233154297,4.085352665868594e-16,2,0
parity-1,test-entity-108,test:natural:t2:paligned:c1:i8,1000,natural,11,2.120546923833899e-06,aligned,4,s2,-21.293542861938477,5.653684742590315e-10,2,0
parity-0,test-entity-109,test:natural:t2:paligned:c6:i9,0110,natural,11,1.6692389408490271e-06,aligned,4,s2,-33.23394775390625,3.687061151048032e-15,2,0
parity-1,test-entity-110,test:natural:t2:paligned:c11:i10,1101,natural,11,0.00011021250975318253,aligned,4,s2,-26.50457000732422,3.084664685140681e-12,2,0
parity-0,test-entity-111,test:natural:t2:paligned:c12:i11,0011,natural,11,1.0559570000623353e-05,aligned,4,s2,14.775482177734375,0.9999994039535522,2,1
parity-1,test-entity-112,test:natural:t2:paligned:c1:i12,1000,natural,11,1.0822561307577416e-05,aligned,4,s2,-15.150632858276367,2.6312588374821644e-07,2,0
parity-0,test-entity-113,test:natural:t2:paligned:c6:i13,0110,natural,11,1.559224256197922e-05,aligned,4,s2,-33.78543472290039,2.124086310621243e-15,2,0
parity-1,test-entity-114,test:natural:t2:paligned:c11:i14,1101,natural,11,1.3317049933903036e-06,aligned,4,s2,-23.858413696289062,4.3493340873279607e-11,2,0
parity-0,test-entity-115,test:natural:t2:paligned:c12:i15,0011,natural,11,1.0418830242997501e-07,aligned,4,s2,-34.86017608642578,7.251333653205002e-16,2,0
parity-1,test-entity-116,test:natural:t2:paligned:c1:i16,1000,natural,11,2.6879490633291425e-06,aligned,4,s2,-17.91249656677246,1.6622696108470336e-08,2,0
parity-0,test-entity-117,test:natural:t2:paligned:c6:i17,0110,natural,11,3.565746283129556e-06,aligned,4,s2,-32.38312530517578,8.63349935840323e-15,2,0
parity-1,test-entity-118,test:natural:t2:paligned:c11:i18,1101,natural,11,9.862268598226365e-06,aligned,4,s2,-30.83298110961914,4.068232499466161e-14,2,0
parity-0,test-entity-119,test:natural:t2:paligned:c12:i19,0011,natural,11,1.6218600649153814e-06,aligned,4,s2,-24.177671432495117,3.160612396801987e-11,2,0
parity-1,test-entity-120,test:natural:t2:paligned:c1:i20,1000,natural,11,1.3075945389573462e-05,aligned,4,s2,-28.19795799255371,5.67260051865387e-13,2,0
parity-0,test-entity-121,test:natural:t2:paligned:c6:i21,0110,natural,11,1.7592707081348635e-05,aligned,4,s2,-33.282535552978516,3.5121901402961975e-15,2,0
parity-1,test-entity-122,test:natural:t2:paligned:c11:i22,1101,natural,11,1.3899726582167204e-05,aligned,4,s2,-25.32468032836914,1.0037623510150695e-11,2,0
parity-0,test-entity-123,test:natural:t2:paligned:c12:i23,0011,natural,11,9.675924047769513e-06,aligned,4,s2,-33.57029724121094,2.6339323822325515e-15,2,0
parity-1,test-entity-124,test:natural:t2:paligned:c1:i24,1000,natural,11,2.989246422657743e-05,aligned,4,s2,-27.691059112548828,9.417269481587498e-13,2,0
parity-0,test-entity-125,test:natural:t2:paligned:c6:i25,0110,natural,11,9.126608347287402e-05,aligned,4,s2,-35.890750885009766,2.587270872415529e-16,2,0
parity-1,test-entity-126,test:natural:t2:paligned:c11:i26,1101,natural,11,0.0001970283774426207,aligned,4,s2,-18.49614906311035,9.272944190286125e-09,2,0
parity-0,test-entity-127,test:natural:t2:paligned:c12:i27,0011,natural,11,0.679843008518219,aligned,4,s2,-0.3313770294189453,0.4178982079029083,2,0
parity-1,test-entity-128,test:natural:t2:paligned:c1:i28,1000,natural,11,0.00010639864194672555,aligned,4,s2,-30.560453414916992,5.342696229003463e-14,2,0
parity-0,test-entity-129,test:natural:t2:paligned:c6:i29,0110,natural,11,2.2088722744229017e-06,aligned,4,s2,-34.62948226928711,9.132861703226372e-16,2,0
parity-1,test-entity-130,test:natural:t2:paligned:c11:i30,1101,natural,11,3.1444055821339134e-06,aligned,4,s2,-28.214374542236328,5.580234625074398e-13,2,0
parity-0,test-entity-131,test:natural:t2:paligned:c12:i31,0011,natural,11,2.593643330328632e-05,aligned,4,s2,13.859241485595703,0.9999983310699463,2,1
parity-1,test-entity-100,test:natural:t2:prandomized:c1:i0,1000,natural,11,2.2293852453003637e-05,randomized,4,s2,-31.877532958984375,1.4314043656968312e-14,2,0
parity-0,test-entity-101,test:natural:t2:prandomized:c6:i1,0110,natural,11,1.3264502740639728e-06,randomized,4,s2,-20.388694763183594,1.39734013249182e-09,2,0
parity-1,test-entity-102,test:natural:t2:prandomized:c11:i2,1101,natural,11,6.190884596435353e-05,randomized,4,s2,-24.54949188232422,2.179158416215632e-11,2,0
parity-0,test-entity-103,test:natural:t2:prandomized:c12:i3,0011,natural,11,1.7525626105907577e-07,randomized,4,s2,-31.80423927307129,1.54026317660547e-14,2,0
parity-1,test-entity-104,test:natural:t2:prandomized:c1:i4,1000,natural,11,0.6544715166091919,randomized,4,s2,-0.5698280334472656,0.3612675070762634,2,0
parity-0,test-entity-105,test:natural:t2:prandomized:c6:i5,0110,natural,11,1.8593702861835482e-06,randomized,4,s2,-18.643007278442383,8.0065394314488e-09,2,0
parity-1,test-entity-106,test:natural:t2:prandomized:c11:i6,1101,natural,11,2.004207271966152e-05,randomized,4,s2,-25.76401138305664,6.468923053476461e-12,2,0
parity-0,test-entity-107,test:natural:t2:prandomized:c12:i7,0011,natural,11,4.019204425276257e-05,randomized,4,s2,-34.582244873046875,9.574603149504883e-16,2,0
