architecture,branching,distractors,evaluation_axis,example_id,heads,layers,model_seed,position_mode,predicate,required_path,sequence_length,target_margin,target_rank,template_id,top1_correct,total_depth,tree_seed,width
baseline,2,4,depth_path,test:isAncestor:D24:d1:b2:N4:t2:paligned:tree307:i2,4,4,37,aligned,isAncestor,1,155,13.025758743286133,1,2,1,24,307,64
baseline,2,4,depth_path,test:isAncestor:D24:d1:b2:N4:t3:paligned:tree307:i3,4,4,37,aligned,isAncestor,1,155,9.80352783203125,1,3,1,24,307,64
baseline,2,4,depth_path,test:isAncestor:D24:d1:b2:N4:t0:prandomized:tree307:i4,4,4,37,randomized,isAncestor,1,155,13.585016250610352,1,0,1,24,307,64
baseline,2,4,depth_path,test:isAncestor:D24:d1:b2:N4:t2:prandomized:tree307:i6,4,4,37,randomized,isAncestor,1,155,11.807437896728516,1,2,1,24,307,64
baseline,2,4,depth_path,test:isAncestor:D24:d2:b2:N4:t0:paligned:tree101:i0,4,4,37,aligned,isAncestor,2,155,9.098018646240234,1,0,1,24,101,64
baseline,2,4,depth_path,test:isAncestor:D24:d2:b2:N4:t1:paligned:tree101:i1,4,4,37,aligned,isAncestor,2,155,14.732255935668945,1,1,1,24,101,64
baseline,2,4,depth_path,test:isAncestor:D24:d2:b2:N4:t2:paligned:tree101:i2,4,4,37,aligned,isAncestor,2,155,14.75739860534668,1,2,1,24,101,64
baseline,2,4,depth_path,test:isAncestor:D24:d2:b2:N4:t3:paligned:tree101:i3,4,4,37,aligned,isAncestor,2,155,8.52267074584961,1,3,1,24,101,64
baseline,2,4,depth_path,test:isAncestor:D24:d2:b2:N4:t0:paligned:tree211:i0,4,4,37,aligned,isAncestor,2,155,12.129283905029297,1,0,1,24,211,64
baseline,2,4,depth_path,test:isAncestor:D24:d2:b2:N4:t1:paligned:tree211:i1,4,4,37,aligned,isAncestor,2,155,12.245920181274414,1,1,1,24,211,64
baseline,2,4,depth_path,test:isAncestor:D24:d2:b2:N4:t2:paligned:tree211:i2,4,4,37,aligned,isAncestor,2,155,11.264890670776367,1,2,1,24,211,64
baseline,2,4,depth_path,test:isAncestor:D24:d2:b2:N4:t3:paligned:tree211:i3,4,4,37,aligned,isAncestor,2,155,11.390632629394531,1,3,1,24,211,64
baseline,2,4,depth_path,test:isAncestor:D24:d2:b2:N4:t0:paligned:tree307:i0,4,4,37,aligned,isAncestor,2,155,14.05078125,1,0,1,24,307,64
baseline,2,4,depth_path,test:isAncestor:D24:d2:b2:N4:t1:paligned:tree307:i1,4,4,37,aligned,isAncestor,2,155,15.645063400268555,1,1,1,24,307,64
baseline,2,4,depth_path,test:isAncestor:D24:d2:b2:N4:t2:paligned:tree307:i2,4,4,37,aligned,isAncestor,2,155,9.604053497314453,1,2,1,24,307,64
baseline,2,4,depth_path,test:isAncestor:D24:d2:b2:N4:t3:paligned:tree307:i3,4,4,37,aligned,isAncestor,2,155,9.80352783203125,1,3,1,24,307,64
baseline,2,4,depth_path,test:isAncestor:D24:d2:b2:N4:t0:prandomized:tree307:i4,4,4,37,randomized,isAncestor,2,155,13.97634506225586,1,0,1,24,307,64
baseline,2,4,depth_path,test:isAncestor:D24:d2:b2:N4:t2:prandomized:tree307:i6,4,4,37,randomized,isAncestor,2,155,9.539154052734375,1,2,1,24,307,64
baseline,2,4,depth_path,test:isAncestor:D24:d3:b2:N4:t0:paligned:tree101:i0,4,4,37,aligned,isAncestor,3,155,9.024030685424805,1,0,1,24,101,64
baseline,2,4,depth_path,test:isAncestor:D24:d3:b2:N4:t1:paligned:tree101:i1,4,4,37,aligned,isAncestor,3,155,14.732255935668945,1,1,1,24,101,64
baseline,2,4,depth_path,test:isAncestor:D24:d3:b2:N4:t2:paligned:tree101:i2,4,4,37,aligned,isAncestor,3,155,10.574590682983398,1,2,1,24,101,64
baseline,2,4,depth_path,test:isAncestor:D24:d3:b2:N4:t3:paligned:tree101:i3,4,4,37,aligned,isAncestor,3,155,8.52267074584961,1,3,1,24,101,64
baseline,2,4,depth_path,test:isAncestor:D24:d3:b2:N4:t0:paligned:tree211:i0,4,4,37,aligned,isAncestor,3,155,11.164955139160156,1,0,1,24,211,64
baseline,2,4,depth_path,test:isAncestor:D24:d3:b2:N4:t1:paligned:tree211:i1,4,4,37,aligned,isAncestor,3,155,12.245920181274414,1,1,1,24,211,64
baseline,2,4,depth_path,test:isAncestor:D24:d3:b2:N4:t2:paligned:tree211:i2,4,4,37,aligned,isAncestor,3,155,13.608564376831055,1,2,1,24,211,64
baseline,2,4,depth_path,test:isAncestor:D24:d3:b2:N4:t3:paligned:tree211:i3,4,4,37,aligned,isAncestor,3,155,11.390634536743164,1,3,1,24,211,64
baseline,2,4,depth_path,test:isAncestor:D24:d3:b2:N4:t0:paligned:tree307:i0,4,4,37,aligned,isAncestor,3,155,15.048105239868164,1,0,1,24,307,64
baseline,2,4,depth_path,test:isAncestor:D24:d3:b2:N4:t1:paligned:tree307:i1,4,4,37,aligned,isAncestor,3,155,15.645065307617188,1,1,1,24,307,64
baseline,2,4,depth_path,test:isAncestor:D24:d3:b2:N4:t2:paligned:tree307:i2,4,4,37,aligned,isAncestor,3,155,12.833349227905273,1,2,1,24,307,64
baseline,2,4,depth_path,test:isAncestor:D24:d3:b2:N4:t3:paligned:tree307:i3,4,4,37,aligned,isAncestor,3,155,9.803529739379883,1,3,1,24,307,64
baseline,2,4,depth_path,test:isAncestor:D24:d3:b2:N4:t0:prandomized:tree307:i4,4,4,37,randomized,isAncestor,3,155,7.82048225402832,1,0,1,24,307,64
baseline,2,4,depth_path,test:isAncestor:D24:d3:b2:N4:t2:prandomized:tree307:i6,4,4,37,randomized,isAncestor,3,155,9.113431930541992,1,2,1,24,307,64
baseline,2,4,depth_path,test:isAncestor:D24:d4:b2:N4:t0:paligned:tree101:i0,4,4,37,aligned,isAncestor,4,155,11.1619873046875,1,0,1,24,101,64
baseline,2,4,depth_path,test:isAncestor:D24:d4:b2:N4:t1:paligned:tree101:i1,4,4,37,aligned,isAncestor,4,155,14.732255935668945,1,1,1,24,101,64
baseline,2,4,depth_path,test:isAncestor:D24:d4:b2:N4:t2:paligned:tree101:i2,4,4,37,aligned,isAncestor,4,155,8.624866485595703,1,2,1,24,101,64
baseline,2,4,depth_path,test:isAncestor:D24:d4:b2:N4:t3:paligned:tree101:i3,4,4,37,aligned,isAncestor,4,155,8.52267074584961,1,3,1,24,101,64
baseline,2,4,depth_path,test:isAncestor:D24:d4:b2:N4:t0:paligned:tree211:i0,4,4,37,aligned,isAncestor,4,155,14.537857055664062,1,0,1,24,211,64
baseline,2,4,depth_path,test:isAncestor:D24:d4:b2:N4:t1:paligned:tree211:i1,4,4,37,aligned,isAncestor,4,155,12.245920181274414,1,1,1,24,211,64
baseline,2,4,depth_path,test:isAncestor:D24:d4:b2:N4:t2:paligned:tree211:i2,4,4,37,aligned,isAncestor,4,155,6.433982849121094,1,2,1,24,211,64
baseline,2,4,depth_path,test:isAncestor:D24:d4:b2:N4:t3:paligned:tree211:i3,4,4,37,aligned,isAncestor,4,155,11.390634536743164,1,3,1,24,211,64
baseline,2,4,depth_path,test:isAncestor:D24:d4:b2:N4:t0:paligned:tree307:i0,4,4,37,aligned,isAncestor,4,155,9.277416229248047,1,0,1,24,307,64
baseline,2,4,depth_path,test:isAncestor:D24:d4:b2:N4:t1:paligned:tree307:i1,4,4,37,aligned,isAncestor,4,155,15.645063400268555,1,1,1,24,307,64
baseline,2,4,depth_path,test:isAncestor:D24:d4:b2:N4:t2:paligned:tree307:i2,4,4,37,aligned,isAncestor,4,155,12.14028549194336,1,2,1,24,307,64
baseline,2,4,depth_path,test:isAncestor:D24:d4:b2:N4:t3:paligned:tree307:i3,4,4,37,aligned,isAncestor,4,155,9.80352783203125,1,3,1,24,307,64
baseline,2,4,depth_path,test:isAncestor:D24:d4:b2:N4:t0:prandomized:tree307:i4,4,4,37,randomized,isAncestor,4,155,7.8047027587890625,1,0,1,24,307,64
baseline,2,4,depth_path,test:isAncestor:D24:d4:b2:N4:t2:prandomized:tree307:i6,4,4,37,randomized,isAncestor,4,155,12.337478637695312,1,2,1,24,307,64
baseline,2,4,depth_path,test:isAncestor:D24:d6:b2:N4:t0:paligned:tree101:i0,4,4,37,aligned,isAncestor,6,155,15.764167785644531,1,0,1,24,101,64
baseline,2,4,depth_path,test:isAncestor:D24:d6:b2:N4:t1:paligned:tree101:i1,4,4,37,aligned,isAncestor,6,155,14.732254028320312,1,1,1,24,101,64
baseline,2,4,depth_path,test:isAncestor:D24:d6:b2:N4:t2:paligned:tree101:i2,4,4,37,aligned,isAncestor,6,155,14.675748825073242,1,2,1,24,101,64
baseline,2,4,depth_path,test:isAncestor:D24:d6:b2:N4:t3:paligned:tree101:i3,4,4,37,aligned,isAncestor,6,155,8.52267074584961,1,3,1,24,101,64
baseline,2,4,depth_path,test:isAncestor:D24:d6:b2:N4:t0:paligned:tree211:i0,4,4,37,aligned,isAncestor,6,155,13.494691848754883,1,0,1,24,211,64
baseline,2,4,depth_path,test:isAncestor:D24:d6:b2:N4:t1:paligned:tree211:i1,4,4,37,aligned,isAncestor,6,155,12.245920181274414,1,1,1,24,211,64
baseline,2,4,depth_path,test:isAncestor:D24:d6:b2:N4:t2:paligned:tree211:i2,4,4,37,aligned,isAncestor,6,155,14.48483657836914,1,2,1,24,211,64
baseline,2,4,depth_path,test:isAncestor:D24:d6:b2:N4:t3:paligned:tree211:i3,4,4,37,aligned,isAncestor,6,155,11.390634536743164,1,3,1,24,211,64
baseline,2,4,depth_path,test:isAncestor:D24:d6:b2:N4:t0:paligned:tree307:i0,4,4,37,aligned,isAncestor,6,155,12.66872787475586,1,0,1,24,307,64
baseline,2,4,depth_path,test:isAncestor:D24:d6:b2:N4:t1:paligned:tree307:i1,4,4,37,aligned,isAncestor,6,155,15.645063400268555,1,1,1,24,307,64
baseline,2,4,depth_path,test:isAncestor:D24:d6:b2:N4:t2:paligned:tree307:i2,4,4,37,aligned,isAncestor,6,155,14.126121520996094,1,2,1,24,307,64
baseline,2,4,depth_path,test:isAncestor:D24:d6:b2:N4:t3:paligned:tree307:i3,4,4,37,aligned,isAncestor,6,155,9.80352783203125,1,3,1,24,307,64
baseline,2,4,depth_path,test:isAncestor:D24:d6:b2:N4:t0:prandomized:tree307:i4,4,4,37,randomized,isAncestor,6,155,9.250207901000977,1,0,1,24,307,64
baseline,2,4,depth_path,test:isAncestor:D24:d6:b2:N4:t2:prandomized:tree307:i6,4,4,37,randomized,isAncestor,6,155,13.922060012817383,1,2,1,24,307,64
baseline,2,4,depth_path,test:isAncestor:D24:d8:b2:N4:t0:paligned:tree101:i0,4,4,37,aligned,isAncestor,8,155,13.686777114868164,1,0,1,24,101,64
baseline,2,4,depth_path,test:isAncestor:D24:d8:b2:N4:t1:paligned:tree101:i1,4,4,37,aligned,isAncestor,8,155,14.732255935668945,1,1,1,24,101,64
baseline,2,4,depth_path,test:isAncestor:D24:d8:b2:N4:t2:paligned:tree101:i2,4,4,37,aligned,isAncestor,8,155,5.118450164794922,1,2,1,24,101,64
baseline,2,4,depth_path,test:isAncestor:D24:d8:b2:N4:t3:paligned:tree101:i3,4,4,37,aligned,isAncestor,8,155,8.52267074584961,1,3,1,24,101,64
baseline,2,4,depth_path,test:isAncestor:D24:d8:b2:N4:t0:paligned:tree211:i0,4,4,37,aligned,isAncestor,8,155,14.63072395324707,1,0,1,24,211,64
baseline,2,4,depth_path,test:isAncestor:D24:d8:b2:N4:t1:paligned:tree211:i1,4,4,37,aligned,isAncestor,8,155,12.245920181274414,1,1,1,24,211,64
baseline,2,4,depth_path,test:isAncestor:D24:d8:b2:N4:t2:paligned:tree211:i2,4,4,37,aligned,isAncestor,8,155,11.767599105834961,1,2,1,24,211,64
baseline,2,4,depth_path,test:isAncestor:D24:d8:b2:N4:t3:paligned:tree211:i3,4,4,37,aligned,isAncestor,8,155,11.390634536743164,1,3,1,24,211,64
baseline,2,4,depth_path,test:isAncestor:D24:d8:b2:N4:t0:paligned:tree307:i0,4,4,37,aligned,isAncestor,8,155,13.509824752807617,1,0,1,24,307,64
baseline,2,4,depth_path,test:isAncestor:D24:d8:b2:N4:t1:paligned:tree307:i1,4,4,37,aligned,isAncestor,8,155,15.645063400268555,1,1,1,24,307,64
baseline,2,4,depth_path,test:isAncestor:D24:d8:b2:N4:t2:paligned:tree307:i2,4,4,37,aligned,isAncestor,8,155,8.510982513427734,1,2,1,24,307,64
baseline,2,4,depth_path,test:isAncestor:D24:d8:b2:N4:t3:paligned:tree307:i3,4,4,37,aligned,isAncestor,8,155,9.80352783203125,1,3,1,24,307,64
baseline,2,4,depth_path,test:isAncestor:D24:d8:b2:N4:t0:prandomized:tree307:i4,4,4,37,randomized,isAncestor,8,155,7.213092803955078,1,0,1,24,307,64
baseline,2,4,depth_path,test:isAncestor:D24:d8:b2:N4:t2:prandomized:tree307:i6,4,4,37,randomized,isAncestor,8,155,13.643213272094727,1,2,1,24,307,64
baseline,2,4,depth_path,test:isAncestor:D24:d12:b2:N4:t0:paligned:tree101:i0,4,4,37,aligned,isAncestor,12,155,11.607498168945312,1,0,1,24,101,64
baseline,2,4,depth_path,test:isAncestor:D24:d12:b2:N4:t1:paligned:tree101:i1,4,4,37,aligned,isAncestor,12,155,14.732255935668945,1,1,1,24,101,64
baseline,2,4,depth_path,test:isAncestor:D24:d12:b2:N4:t2:paligned:tree101:i2,4,4,37,aligned,isAncestor,12,155,13.216060638427734,1,2,1,24,101,64
baseline,2,4,depth_path,test:isAncestor:D24:d12:b2:N4:t3:paligned:tree101:i3,4,4,37,aligned,isAncestor,12,155,8.52267074584961,1,3,1,24,101,64
baseline,2,4,depth_path,test:isAncestor:D24:d12:b2:N4:t0:paligned:tree211:i0,4,4,37,aligned,isAncestor,12,155,13.728008270263672,1,0,1,24,211,64
baseline,2,4,depth_path,test:isAncestor:D24:d12:b2:N4:t1:paligned:tree211:i1,4,4,37,aligned,isAncestor,12,155,12.245920181274414,1,1,1,24,211,64
baseline,2,4,depth_path,test:isAncestor:D24:d12:b2:N4:t2:paligned:tree211:i2,4,4,37,aligned,isAncestor,12,155,4.277624130249023,1,2,1,24,211,64
baseline,2,4,depth_path,test:isAncestor:D24:d12:b2:N4:t3:paligned:tree211:i3,4,4,37,aligned,isAncestor,12,155,11.390634536743164,1,3,1,24,211,64
baseline,2,4,depth_path,test:isAncestor:D24:d12:b2:N4:t0:paligned:tree307:i0,4,4,37,aligned,isAncestor,12,155,13.812833786010742,1,0,1,24,307,64
baseline,2,4,depth_path,test:isAncestor:D24:d12:b2:N4:t1:paligned:tree307:i1,4,4,37,aligned,isAncestor,12,155,15.645063400268555,1,1,1,24,307,64
baseline,2,4,depth_path,test:isAncestor:D24:d12:b2:N4:t2:paligned:tree307:i2,4,4,37,aligned,isAncestor,12,155,7.41358757019043,1,2,1,24,307,64
baseline,2,4,depth_path,test:isAncestor:D24:d12:b2:N4:t3:paligned:tree307:i3,4,4,37,aligned,isAncestor,12,155,9.80352783203125,1,3,1,24,307,64
baseline,2,4,depth_path,test:isAncestor:D24:d12:b2:N4:t0:prandomized:tree307:i4,4,4,37,randomized,isAncestor,12,155,12.257858276367188,1,0,1,24,307,64
baseline,2,4,depth_path,test:isAncestor:D24:d12:b2:N4:t2:prandomized:tree307:i6,4,4,37,randomized,isAncestor,12,155,11.716508865356445,1,2,1,24,307,64
baseline,2,4,depth_path,test:isAncestor:D24:d16:b2:N4:t0:paligned:tree101:i0,4,4,37,aligned,isAncestor,16,155,13.087835311889648,1,0,1,24,101,64
baseline,2,4,depth_path,test:isAncestor:D24:d16:b2:N4:t1:paligned:tree101:i1,4,4,37,aligned,isAncestor,16,155,14.732255935668945,1,1,1,24,101,64
baseline,2,4,depth_path,test:isAncestor:D24:d16:b2:N4:t2:paligned:tree101:i2,4,4,37,aligned,isAncestor,16,155,14.085227966308594,1,2,1,24,101,64
baseline,2,4,depth_path,test:isAncestor:D24:d16:b2:N4:t3:paligned:tree101:i3,4,4,37,aligned,isAncestor,16,155,8.52267074584961,1,3,1,24,101,64
baseline,2,4,depth_path,test:isAncestor:D24:d16:b2:N4:t0:paligned:tree211:i0,4,4,37,aligned,isAncestor,16,155,14.005199432373047,1,0,1,24,211,64
baseline,2,4,depth_path,test:isAncestor:D24:d16:b2:N4:t1:paligned:tree211:i1,4,4,37,aligned,isAncestor,16,155,12.245920181274414,1,1,1,24,211,64
baseline,2,4,depth_path,test:isAncestor:D24:d16:b2:N4:t2:paligned:tree211:i2,4,4,37,aligned,isAncestor,16,155,10.90151596069336,1,2,1,24,211,64
baseline,2,4,depth_path,test:isAncestor:D24:d16:b2:N4:t3:paligned:tree211:i3,4,4,37,aligned,isAncestor,16,155,11.390634536743164,1,3,1,24,211,64
baseline,2,4,depth_path,test:isAncestor:D24:d16:b2:N4:t0:paligned:tree307:i0,4,4,37,aligned,isAncestor,16,155,13.953731536865234,1,0,1,24,307,64
baseline,2,4,depth_path,test:isAncestor:D24:d16:b2:N4:t1:paligned:tree307:i1,4,4,37,aligned,isAncestor,16,155,15.645063400268555,1,1,1,24,307,64
baseline,2,4,depth_path,test:isAncestor:D24:d16:b2:N4:t2:paligned:tree307:i2,4,4,37,aligned,isAncestor,16,155,9.029037475585938,1,2,1,24,307,64
baseline,2,4,depth_path,test:isAncestor:D24:d16:b2:N4:t3:paligned:tree307:i3,4,4,37,aligned,isAncestor,16,155,9.80352783203125,1,3,1,24,307,64
baseline,2,4,depth_path,test:isAncestor:D24:d16:b2:N4:t0:prandomized:tree307:i4,4,4,37,randomized,isAncestor,16,155,14.469240188598633,1,0,1,24,307,64
baseline,2,4,depth_path,test:isAncestor:D24:d16:b2:N4:t2:prandomized:tree307:i6,4,4,37,randomized,isAncestor,16,155,12.090843200683594,1,2,1,24,307,64
baseline,2,4,depth_path,test:isAncestor:D24:d1:b2:N4:t3:prandomized:tree211:i7,4,4,37,randomized,isAncestor,1,156,16.704872131347656,1,3,1,24,211,64
baseline,2,4,depth_path,test:isAncestor:D24:d2:b2:N4:t3:prandomized:tree211:i7,4,4,37,randomized,isAncestor,2,156,16.704872131347656,1,3,1,24,211,64
baseline,2,4,depth_path,test:isAncestor:D24:d3:b2:N4:t3:prandomized:tree211:i7,4,4,37,randomized,isAncestor,3,156,16.704872131347656,1,3,1,24,211,64
baseline,2,4,depth_path,test:isAncestor:D24:d4:b2:N4:t3:prandomized:tree211:i7,4,4,37,randomized,isAncestor,4,156,16.704872131347656,1,3,1,24,211,64
baseline,2,4,depth_path,test:isAncestor:D24:d6:b2:N4:t3:prandomized:tree211:i7,4,4,37,randomized,isAncestor,6,156,16.704872131347656,1,3,1,24,211,64
baseline,2,4,depth_path,test:isAncestor:D24:d8:b2:N4:t3:prandomized:tree211:i7,4,4,37,randomized,isAncestor,8,156,16.704872131347656,1,3,1,24,211,64
baseline,2,4,depth_path,test:isAncestor:D24:d12:b2:N4:t3:prandomized:tree211:i7,4,4,37,randomized,isAncestor,12,156,16.704872131347656,1,3,1,24,211,64
baseline,2,4,depth_path,test:isAncestor:D24:d16:b2:N4:t3:prandomized:tree211:i7,4,4,37,randomized,isAncestor,16,156,16.704872131347656,1,3,1,24,211,64
baseline,2,4,depth_path,test:isAncestor:D24:d1:b2:N4:t3:prandomized:tree307:i7,4,4,37,randomized,isAncestor,1,157,18.073509216308594,1,3,1,24,307,64
baseline,2,4,depth_path,test:isAncestor:D24:d2:b2:N4:t3:prandomized:tree307:i7,4,4,37,randomized,isAncestor,2,157,18.073511123657227,1,3,1,24,307,64
baseline,2,4,depth_path,test:isAncestor:D24:d3:b2:N4:t3:prandomized:tree307:i7,4,4,37,randomized,isAncestor,3,157,18.073511123657227,1,3,1,24,307,64
baseline,2,4,depth_path,test:isAncestor:D24:d4:b2:N4:t3:prandomized:tree307:i7,4,4,37,randomized,isAncestor,4,157,18.073509216308594,1,3,1,24,307,64
baseline,2,4,depth_path,test:isAncestor:D24:d6:b2:N4:t3:prandomized:tree307:i7,4,4,37,randomized,isAncestor,6,157,18.073511123657227,1,3,1,24,307,64
baseline,2,4,depth_path,test:isAncestor:D24:d8:b2:N4:t3:prandomized:tree307:i7,4,4,37,randomized,isAncestor,8,157,18.073509216308594,1,3,1,24,307,64
baseline,2,4,depth_path,test:isAncestor:D24:d12:b2:N4:t3:prandomized:tree307:i7,4,4,37,randomized,isAncestor,12,157,18.073511123657227,1,3,1,24,307,64
baseline,2,4,depth_path,test:isAncestor:D24:d16:b2:N4:t3:prandomized:tree307:i7,4,4,37,randomized,isAncestor,16,157,18.073509216308594,1,3,1,24,307,64
baseline,2,4,depth_path,test:isAncestor:D24:d1:b2:N4:t2:prandomized:tree101:i6,4,4,37,randomized,isAncestor,1,158,12.066564559936523,1,2,1,24,101,64
baseline,2,4,depth_path,test:isAncestor:D24:d1:b2:N4:t1:prandomized:tree211:i5,4,4,37,randomized,isAncestor,1,158,10.44057846069336,1,1,1,24,211,64
baseline,2,4,depth_path,test:isAncestor:D24:d2:b2:N4:t2:prandomized:tree101:i6,4,4,37,randomized,isAncestor,2,158,11.832462310791016,1,2,1,24,101,64
baseline,2,4,depth_path,test:isAncestor:D24:d2:b2:N4:t1:prandomized:tree211:i5,4,4,37,randomized,isAncestor,2,158,10.44057846069336,1,1,1,24,211,64
baseline,2,4,depth_path,test:isAncestor:D24:d3:b2:N4:t2:prandomized:tree101:i6,4,4,37,randomized,isAncestor,3,158,8.086282730102539,1,2,1,24,101,64
baseline,2,4,depth_path,test:isAncestor:D24:d3:b2:N4:t1:prandomized:tree211:i5,4,4,37,randomized,isAncestor,3,158,10.440580368041992,1,1,1,24,211,64
baseline,2,4,depth_path,test:isAncestor:D24:d4:b2:N4:t2:prandomized:tree101:i6,4,4,37,randomized,isAncestor,4,158,10.767021179199219,1,2,1,24,101,64
baseline,2,4,depth_path,test:isAncestor:D24:d4:b2:N4:t1:prandomized:tree211:i5,4,4,37,randomized,isAncestor,4,158,10.44057846069336,1,1,1,24,211,64
baseline,2,4,depth_path,test:isAncestor:D24:d6:b2:N4:t2:prandomized:tree101:i6,4,4,37,randomized,isAncestor,6,158,12.676719665527344,1,2,1,24,101,64
baseline,2,4,depth_path,test:isAncestor:D24:d6:b2:N4:t1:prandomized:tree211:i5,4,4,37,randomized,isAncestor,6,158,10.44057846069336,1,1,1,24,211,64
baseline,2,4,depth_path,test:isAncestor:D24:d8:b2:N4:t2:prandomized:tree101:i6,4,4,37,randomized,isAncestor,8,158,11.671211242675781,1,2,1,24,101,64
baseline,2,4,depth_path,test:isAncestor:D24:d8:b2:N4:t1:prandomized:tree211:i5,4,4,37,randomized,isAncestor,8,158,10.440580368041992,1,1,1,24,211,64
baseline,2,4,depth_path,test:isAncestor:D24:d12:b2:N4:t2:prandomized:tree101:i6,4,4,37,randomized,isAncestor,12,158,13.625591278076172,1,2,1,24,101,64
baseline,2,4,depth_path,test:isAncestor:D24:d12:b2:N4:t1:prandomized:tree211:i5,4,4,37,randomized,isAncestor,12,158,10.440580368041992,1,1,1,24,211,64
baseline,2,4,depth_path,test:isAncestor:D24:d16:b2:N4:t2:prandomized:tree101:i6,4,4,37,randomized,isAncestor,16,158,15.50267219543457,1,2,1,24,101,64
baseline,2,4,depth_path,test:isAncestor:D24:d16:b2:N4:t1:prandomized:tree211:i5,4,4,37,randomized,isAncestor,16,158,10.440576553344727,1,1,1,24,211,64
baseline,2,4,depth_path,test:isAncestor:D24:d1:b2:N4:t2:prandomized:tree211:i6,4,4,37,randomized,isAncestor,1,160,6.471281051635742,1,2,1,24,211,64
baseline,2,4,depth_path,test:isAncestor:D24:d2:b2:N4:t2:prandomized:tree211:i6,4,4,37,randomized,isAncestor,2,160,15.136554718017578,1,2,1,24,211,64
baseline,2,4,depth_path,test:isAncestor:D24:d3:b2:N4:t2:prandomized:tree211:i6,4,4,37,randomized,isAncestor,3,160,14.292211532592773,1,2,1,24,211,64
baseline,2,4,depth_path,test:isAncestor:D24:d4:b2:N4:t2:prandomized:tree211:i6,4,4,37,randomized,isAncestor,4,160,14.822988510131836,1,2,1,24,211,64
baseline,2,4,depth_path,test:isAncestor:D24:d6:b2:N4:t2:prandomized:tree211:i6,4,4,37,randomized,isAncestor,6,160,9.484346389770508,1,2,1,24,211,64
baseline,2,4,depth_path,test:isAncestor:D24:d8:b2:N4:t2:prandomized:tree211:i6,4,4,37,randomized,isAncestor,8,160,13.686149597167969,1,2,1,24,211,64
baseline,2,4,depth_path,test:isAncestor:D24:d12:b2:N4:t2:prandomized:tree211:i6,4,4,37,randomized,isAncestor,12,160,9.681869506835938,1,2,1,24,211,64
baseline,2,4,depth_path,test:isAncestor:D24:d16:b2:N4:t2:prandomized:tree211:i6,4,4,37,randomized,isAncestor,16,160,15.87728500366211,1,2,1,24,211,64
baseline,2,4,depth_path,test:isAncestor:D24:d1:b2:N4:t0:prandomized:tree101:i4,4,4,37,randomized,isAncestor,1,161,14.075063705444336,1,0,1,24,101,64
baseline,2,4,depth_path,test:isAncestor:D24:d2:b2:N4:t0:prandomized:tree101:i4,4,4,37,randomized,isAncestor,2,161,13.67569351196289,1,0,1,24,101,64
baseline,2,4,depth_path,test:isAncestor:D24:d3:b2:N4:t0:prandomized:tree101:i4,4,4,37,randomized,isAncestor,3,161,15.752445220947266,1,0,1,24,101,64
baseline,2,4,depth_path,test:isAncestor:D24:d4:b2:N4:t0:prandomized:tree101:i4,4,4,37,randomized,isAncestor,4,161,12.132467269897461,1,0,1,24,101,64
baseline,2,4,depth_path,test:isAncestor:D24:d6:b2:N4:t0:prandomized:tree101:i4,4,4,37,randomized,isAncestor,6,161,13.862310409545898,1,0,1,24,101,64
baseline,2,4,depth_path,test:isAncestor:D24:d8:b2:N4:t0:prandomized:tree101:i4,4,4,37,randomized,isAncestor,8,161,13.83479118347168,1,0,1,24,101,64
baseline,2,4,depth_path,test:isAncestor:D24:d12:b2:N4:t0:prandomized:tree101:i4,4,4,37,randomized,isAncestor,12,161,14.36414909362793,1,0,1,24,101,64
baseline,2,4,depth_path,test:isAncestor:D24:d16:b2:N4:t0:prandomized:tree101:i4,4,4,37,randomized,isAncestor,16,161,15.247625350952148,1,0,1,24,101,64
baseline,2,4,depth_path,test:isAncestor:D24:d1:b2:N4:t1:prandomized:tree101:i5,4,4,37,randomized,isAncestor,1,163,9.517297744750977,1,1,1,24,101,64
baseline,2,4,depth_path,test:isAncestor:D24:d1:b2:N4:t3:prandomized:tree101:i7,4,4,37,randomized,isAncestor,1,163,9.881937026977539,1,3,1,24,101,64
baseline,2,4,depth_path,test:isAncestor:D24:d1:b2:N4:t0:prandomized:tree211:i4,4,4,37,randomized,isAncestor,1,163,14.865108489990234,1,0,1,24,211,64
baseline,2,4,depth_path,test:isAncestor:D24:d1:b2:N4:t1:prandomized:tree307:i5,4,4,37,randomized,isAncestor,1,163,11.250797271728516,1,1,1,24,307,64
baseline,2,4,depth_path,test:isAncestor:D24:d2:b2:N4:t1:prandomized:tree101:i5,4,4,37,randomized,isAncestor,2,163,9.517297744750977,1,1,1,24,101,64
baseline,2,4,depth_path,test:isAncestor:D24:d2:b2:N4:t3:prandomized:tree101:i7,4,4,37,randomized,isAncestor,2,163,9.881937026977539,1,3,1,24,101,64
baseline,2,4,depth_path,test:isAncestor:D24:d2:b2:N4:t0:prandomized:tree211:i4,4,4,37,randomized,isAncestor,2,163,10.786432266235352,1,0,1,24,211,64
baseline,2,4,depth_path,test:isAncestor:D24:d2:b2:N4:t1:prandomized:tree307:i5,4,4,37,randomized,isAncestor,2,163,11.250797271728516,1,1,1,24,307,64
baseline,2,4,depth_path,test:isAncestor:D24:d3:b2:N4:t1:prandomized:tree101:i5,4,4,37,randomized,isAncestor,3,163,9.517297744750977,1,1,1,24,101,64
