accuracy,architecture,branching,distractors,evaluation_axis,heads,layers,mean_margin,model_seed,n,predicate,required_path,total_depth,width
0.9583333333333334,depth8,2,4,depth_path,4,8,13.032187978426615,23,24,isAncestor,16,16,64
0.9583333333333334,depth8,4,4,branching,4,8,13.804595390955607,23,24,isAncestor,3,8,64
1.0,depth8,2,64,distractors,4,8,12.976965268452963,23,24,isAncestor,3,8,64
1.0,depth8,2,4,depth_path,4,8,14.839885393778482,23,24,isAncestor,1,24,64
1.0,depth8,2,4,depth_path,4,8,14.543142517407736,23,24,isAncestor,2,24,64
1.0,depth8,2,4,depth_path,4,8,14.338475783665976,23,24,isAncestor,3,24,64
1.0,depth8,2,4,depth_path,4,8,13.451632579167685,23,24,isAncestor,4,24,64
1.0,depth8,2,4,depth_path,4,8,14.439659396807352,23,24,isAncestor,6,24,64
1.0,depth8,2,4,depth_path,4,8,14.746347149213156,23,24,isAncestor,8,24,64
1.0,depth8,2,4,depth_path,4,8,14.26293953259786,23,24,isAncestor,12,24,64
1.0,depth8,2,4,depth_path,4,8,14.243023157119751,23,24,isAncestor,16,24,64
1.0,depth8,2,4,depth_path,4,8,14.302378257115683,23,24,isAncestor,1,32,64
1.0,depth8,2,4,depth_path,4,8,14.324133594830831,23,24,isAncestor,2,32,64
1.0,depth8,2,4,depth_path,4,8,14.917962074279785,23,24,isAncestor,3,32,64
1.0,depth8,2,4,depth_path,4,8,14.941884835561117,23,24,isAncestor,4,32,64
1.0,depth8,2,4,depth_path,4,8,14.414139032363892,23,24,isAncestor,6,32,64
1.0,depth8,2,4,depth_path,4,8,14.360893885294596,23,24,isAncestor,8,32,64
1.0,depth8,2,4,depth_path,4,8,14.166502714157104,23,24,isAncestor,12,32,64
1.0,depth8,2,4,depth_path,4,8,14.764319817225138,23,24,isAncestor,16,32,64
1.0,depth8,8,4,branching,4,8,13.131664832433065,23,24,isAncestor,3,8,64
0.9583333333333334,depth8,2,256,distractors,4,8,12.778640826543173,23,24,isAncestor,3,8,64
1.0,depth8,2,4,depth_path,4,8,12.922227223714193,37,24,isAncestor,1,2,64
1.0,depth8,2,4,depth_path,4,8,13.202331781387329,37,24,isAncestor,2,2,64
1.0,depth8,2,4,depth_path,4,8,13.892248709996542,37,24,isAncestor,1,3,64
1.0,depth8,2,4,depth_path,4,8,13.75721820195516,37,24,isAncestor,2,3,64
1.0,depth8,2,4,depth_path,4,8,13.866287390391031,37,24,isAncestor,3,3,64
1.0,depth8,2,4,depth_path,4,8,13.796240647633871,37,24,isAncestor,1,4,64
1.0,depth8,2,4,depth_path,4,8,13.72282330195109,37,24,isAncestor,2,4,64
1.0,depth8,2,4,depth_path,4,8,13.84109115600586,37,24,isAncestor,3,4,64
1.0,depth8,2,4,depth_path,4,8,13.377989371617636,37,24,isAncestor,4,4,64
1.0,depth8,1,4,branching,4,8,13.542940060297648,37,24,isAncestor,3,8,64
1.0,depth8,2,4,depth_path,4,8,13.50072693824768,37,24,isAncestor,1,5,64
1.0,depth8,2,4,depth_path,4,8,13.062424182891846,37,24,isAncestor,2,5,64
1.0,depth8,2,4,depth_path,4,8,13.53885293006897,37,24,isAncestor,3,5,64
1.0,depth8,2,4,depth_path,4,8,13.32114863395691,37,24,isAncestor,4,5,64
1.0,depth8,2,4,depth_path,4,8,14.233573039372763,37,24,isAncestor,1,6,64
1.0,depth8,2,4,depth_path,4,8,13.808135032653809,37,24,isAncestor,2,6,64
1.0,depth8,2,4,depth_path,4,8,13.853112379709879,37,24,isAncestor,3,6,64
1.0,depth8,2,4,depth_path,4,8,14.0775994459788,37,24,isAncestor,4,6,64
1.0,depth8,2,4,depth_path,4,8,13.611949364344278,37,24,isAncestor,6,6,64
1.0,depth8,2,0,distractors,4,8,13.426767031351725,37,24,isAncestor,3,8,64
0.9583333333333334,depth8,2,4,depth_path,4,8,13.050689617792765,37,24,isAncestor,1,8,64
0.9583333333333334,depth8,2,4,depth_path,4,8,13.038057645161947,37,24,isAncestor,2,8,64
0.9583333333333334,depth8,2,4,depth_path,4,8,12.9939493338267,37,24,isAncestor,3,8,64
0.9583333333333334,depth8,2,4,depth_path,4,8,13.070089975992838,37,24,isAncestor,4,8,64
0.9583333333333334,depth8,2,4,depth_path,4,8,13.111220121383667,37,24,isAncestor,6,8,64
0.9583333333333334,depth8,2,4,depth_path,4,8,13.318425814310709,37,24,isAncestor,8,8,64
1.0,depth8,2,4,branching,4,8,14.103928963343302,37,24,isAncestor,3,8,64
1.0,depth8,2,4,distractors,4,8,14.277271668116251,37,24,isAncestor,3,8,64
1.0,depth8,2,16,distractors,4,8,14.357902924219767,37,24,isAncestor,3,8,64
1.0,depth8,2,4,depth_path,4,8,13.969186782836914,37,24,isAncestor,1,12,64
1.0,depth8,2,4,depth_path,4,8,12.792636553446451,37,24,isAncestor,2,12,64
1.0,depth8,2,4,depth_path,4,8,13.866816679636637,37,24,isAncestor,3,12,64
1.0,depth8,2,4,depth_path,4,8,13.843414783477783,37,24,isAncestor,4,12,64
1.0,depth8,2,4,depth_path,4,8,12.97896432876587,37,24,isAncestor,6,12,64
1.0,depth8,2,4,depth_path,4,8,13.895726760228476,37,24,isAncestor,8,12,64
1.0,depth8,2,4,depth_path,4,8,13.809410174687704,37,24,isAncestor,12,12,64
1.0,depth8,2,4,depth_path,4,8,13.736273527145386,37,24,isAncestor,1,16,64
1.0,depth8,2,4,depth_path,4,8,13.339690844217936,37,24,isAncestor,2,16,64
1.0,depth8,2,4,depth_path,4,8,13.634486675262451,37,24,isAncestor,3,16,64
1.0,depth8,2,4,depth_path,4,8,13.378183921178183,37,24,isAncestor,4,16,64
1.0,depth8,2,4,depth_path,4,8,12.925124327341715,37,24,isAncestor,6,16,64
1.0,depth8,2,4,depth_path,4,8,13.954627434412638,37,24,isAncestor,8,16,64
1.0,depth8,2,4,depth_path,4,8,13.175371170043945,37,24,isAncestor,12,16,64
1.0,depth8,2,4,depth_path,4,8,13.592676480611166,37,24,isAncestor,16,16,64
1.0,depth8,4,4,branching,4,8,13.758338848749796,37,24,isAncestor,3,8,64
1.0,depth8,2,64,distractors,4,8,13.445384661356607,37,24,isAncestor,3,8,64
0.9166666666666666,depth8,2,4,depth_path,4,8,10.881139993667603,37,24,isAncestor,1,24,64
0.9166666666666666,depth8,2,4,depth_path,4,8,10.252355496088663,37,24,isAncestor,2,24,64
0.9166666666666666,depth8,2,4,depth_path,4,8,10.814765850702921,37,24,isAncestor,3,24,64
0.9166666666666666,depth8,2,4,depth_path,4,8,10.839090506235758,37,24,isAncestor,4,24,64
0.9166666666666666,depth8,2,4,depth_path,4,8,10.989771286646524,37,24,isAncestor,6,24,64
0.9166666666666666,depth8,2,4,depth_path,4,8,11.045766989390055,37,24,isAncestor,8,24,64
0.9166666666666666,depth8,2,4,depth_path,4,8,11.377990484237671,37,24,isAncestor,12,24,64
0.9166666666666666,depth8,2,4,depth_path,4,8,10.521106640497843,37,24,isAncestor,16,24,64
0.8333333333333334,depth8,2,4,depth_path,4,8,10.040256261825562,37,24,isAncestor,1,32,64
0.8333333333333334,depth8,2,4,depth_path,4,8,10.082576036453247,37,24,isAncestor,2,32,64
0.8333333333333334,depth8,2,4,depth_path,4,8,9.733176231384277,37,24,isAncestor,3,32,64
0.8333333333333334,depth8,2,4,depth_path,4,8,10.388566573460897,37,24,isAncestor,4,32,64
0.8333333333333334,depth8,2,4,depth_path,4,8,10.728357076644897,37,24,isAncestor,6,32,64
0.8333333333333334,depth8,2,4,depth_path,4,8,9.803921302159628,37,24,isAncestor,8,32,64
0.8333333333333334,depth8,2,4,depth_path,4,8,10.465796629587809,37,24,isAncestor,12,32,64
0.8333333333333334,depth8,2,4,depth_path,4,8,10.141849517822266,37,24,isAncestor,16,32,64
0.875,depth8,8,4,branching,4,8,10.141260226567587,37,24,isAncestor,3,8,64
0.7916666666666666,depth8,2,256,distractors,4,8,9.696464538574219,37,24,isAncestor,3,8,64
