accuracy,axis,cell_id,competent,examples,generator_family,head_count,mean_margin,mean_rank,mean_stable_layer_when_correct,model_depth,model_seed,model_width,nuisance_count,predictive_order,raw_length,requested_dependency_span,training_budget
1,nuisance,0ebbf95b3e38,1,32,necessary_pattern,4,5.299246907234192,1,1.1875,2,37,64,4,2,12,4,1
1,nuisance,7a6b0b00032a,1,32,necessary_pattern,4,5.279269218444824,1,1.1875,2,37,64,8,2,12,4,1
1,nuisance,888714c4e48e,1,32,necessary_pattern,4,5.368736267089844,1,1.1875,2,37,64,0,2,12,4,1
1,nuisance,9fe6cfcfa630,1,32,necessary_pattern,4,5.231212556362152,1,1.1875,2,37,64,16,2,12,4,1
0.96875,nuisance,b7046cfe3bf0,1,32,necessary_pattern,4,5.1815637946128845,1.03125,1.1612903225806452,2,37,64,32,2,12,4,1
1,nuisance,ca9c5624dbda,1,32,necessary_pattern,4,5.2976109981536865,1,1.1875,2,37,64,2,2,12,4,1
0.3125,predictive_order,2368e64e6ae0,0,32,necessary_pattern,4,-0.8364495038986206,2.46875,1.9,2,37,64,0,3,12,4,1
0.21875,predictive_order,30712ebe71a9,0,32,necessary_pattern,4,-0.8457546234130859,2.53125,1.7142857142857142,2,37,64,0,8,12,8,1
0.5,predictive_order,3c1c7bde239d,0,32,necessary_pattern,4,1.1833082437515259,1.5,1.5,2,37,64,0,1,12,4,1
0.21875,predictive_order,96300ccbcaee,0,32,necessary_pattern,4,-0.958503246307373,2.5,1.7142857142857142,2,37,64,0,6,12,6,1
0.21875,predictive_order,a5891a5b16d7,0,32,necessary_pattern,4,-0.5822712182998657,2.4375,1.7142857142857142,2,37,64,0,12,12,12,1
0.3125,predictive_order,ecae3be4326f,0,32,necessary_pattern,4,-0.8001918196678162,2.34375,1.4,2,37,64,0,4,12,4,1
1,predictive_order,f306bd7c1d91,1,32,necessary_pattern,4,5.368736267089844,1,1.1875,2,37,64,0,2,12,4,1
1,raw_length,07cdc0054772,1,32,necessary_pattern,4,6.073868811130524,1,1.21875,2,37,64,0,2,2,4,1
1,raw_length,5b3975d8947d,1,32,necessary_pattern,4,6.073868811130524,1,1.21875,2,37,64,0,2,3,4,1
1,raw_length,5bed8b907b14,1,32,necessary_pattern,4,5.178900122642517,1,1.09375,2,37,64,0,2,16,4,1
1,raw_length,6ee96a3ceda6,1,32,necessary_pattern,4,6.0423378348350525,1,1.09375,2,37,64,0,2,8,4,1
1,raw_length,9cb22f271bee,1,32,necessary_pattern,4,4.837265729904175,1,1.21875,2,37,64,0,2,24,4,1
1,raw_length,dcb8f7366193,1,32,necessary_pattern,4,5.368736267089844,1,1.1875,2,37,64,0,2,12,4,1
0.96875,raw_length,def8612efd03,1,32,necessary_pattern,4,5.2563788294792175,1.03125,1.1935483870967742,2,37,64,0,2,6,4,1
1,raw_length,e9e9842f144b,1,32,necessary_pattern,4,6.073868811130524,1,1.21875,2,37,64,0,2,4,4,1
1,dependency_span,0c9a5ad51bfa,1,32,skip_gram,4,6.46264460682869,1,2.65625,8,11,32,0,2,12,8,1
1,dependency_span,239494a22bda,1,32,skip_gram,4,5.986162781715393,1,2.34375,8,11,32,0,2,12,4,1
0.9375,dependency_span,516d5f3a8cea,1,32,skip_gram,4,3.005469650030136,1.0625,1.7666666666666666,8,11,32,0,2,12,2,1
1,dependency_span,7a494b2e93f4,1,32,skip_gram,4,6.778382837772369,1,3.21875,8,11,32,0,2,12,16,1
1,dependency_span,cdd05bfab044,1,32,skip_gram,4,5.055220812559128,1,2.53125,8,11,32,0,2,12,32,1
0.84375,generator_family,64e7c9b15cd9,1,32,contiguous,4,1.221108764410019,1.25,2.185185185185185,8,11,32,0,2,12,2,1
1,generator_family,cd72217c00e4,1,32,necessary_pattern,4,5.932257682085037,1,1.8125,8,11,32,0,2,12,4,1
1,generator_family,dad81f86a87c,1,32,skip_gram,4,5.986162781715393,1,2.34375,8,11,32,0,2,12,4,1
1,nuisance,0ebbf95b3e38,1,32,necessary_pattern,4,7.609106808900833,1,2.34375,8,11,32,4,2,12,4,1
1,nuisance,7a6b0b00032a,1,32,necessary_pattern,4,7.710015594959259,1,2.5625,8,11,32,8,2,12,4,1
1,nuisance,888714c4e48e,1,32,necessary_pattern,4,5.932257950305939,1,1.8125,8,11,32,0,2,12,4,1
1,nuisance,9fe6cfcfa630,1,32,necessary_pattern,4,8.257729142904282,1,2.9375,8,11,32,16,2,12,4,1
1,nuisance,b7046cfe3bf0,1,32,necessary_pattern,4,8.09766411781311,1,2.875,8,11,32,32,2,12,4,1
1,nuisance,ca9c5624dbda,1,32,necessary_pattern,4,7.544804066419601,1,2.40625,8,11,32,2,2,12,4,1
0.375,predictive_order,2368e64e6ae0,0,32,necessary_pattern,4,-0.35888242721557617,2.1875,1.8333333333333333,8,11,32,0,3,12,4,1
0.28125,predictive_order,30712ebe71a9,0,32,necessary_pattern,4,-0.6047293543815613,2.34375,4.777777777777778,8,11,32,0,8,12,8,1
1,predictive_order,3c1c7bde239d,1,32,necessary_pattern,4,1.4689854383468628,1,2.5,8,11,32,0,1,12,4,1
0.21875,predictive_order,96300ccbcaee,0,32,necessary_pattern,4,-0.665013462305069,2.21875,3.857142857142857,8,11,32,0,6,12,6,1
0.1875,predictive_order,a5891a5b16d7,0,32,necessary_pattern,4,-1.1183830499649048,2.625,3.3333333333333335,8,11,32,0,12,12,12,1
0.21875,predictive_order,ecae3be4326f,0,32,necessary_pattern,4,-0.8269520699977875,2.4375,1.8571428571428572,8,11,32,0,4,12,4,1
1,predictive_order,f306bd7c1d91,1,32,necessary_pattern,4,5.932257950305939,1,1.8125,8,11,32,0,2,12,4,1
1,raw_length,07cdc0054772,1,32,necessary_pattern,4,7.026808261871338,1,2.96875,8,11,32,0,2,2,4,1
1,raw_length,5b3975d8947d,1,32,necessary_pattern,4,7.026808261871338,1,2.96875,8,11,32,0,2,3,4,1
0.84375,raw_length,5bed8b907b14,1,32,necessary_pattern,4,5.4812562465667725,1.15625,1.5925925925925926,8,11,32,0,2,16,4,1
0.84375,raw_length,6ee96a3ceda6,1,32,necessary_pattern,4,5.595504850149155,1.15625,1.5925925925925926,8,11,32,0,2,8,4,1
0.84375,raw_length,9cb22f271bee,1,32,necessary_pattern,4,4.698451936244965,1.15625,1.7777777777777777,8,11,32,0,2,24,4,1
1,raw_length,dcb8f7366193,1,32,necessary_pattern,4,5.932257950305939,1,1.8125,8,11,32,0,2,12,4,1
1,raw_length,def8612efd03,1,32,necessary_pattern,4,4.9800124168396,1,2.75,8,11,32,0,2,6,4,1
1,raw_length,e9e9842f144b,1,32,necessary_pattern,4,7.026808261871338,1,2.96875,8,11,32,0,2,4,4,1
0.3125,dependency_span,0c9a5ad51bfa,0,32,skip_gram,4,-0.08380374312400818,2.1875,7.0,8,23,32,0,2,12,8,1
0.3125,dependency_span,239494a22bda,0,32,skip_gram,4,-0.07698652148246765,2.1875,7.0,8,23,32,0,2,12,4,1
0.3125,dependency_span,516d5f3a8cea,0,32,skip_gram,4,-0.07702741026878357,2.1875,7.0,8,23,32,0,2,12,2,1
0.28125,dependency_span,7a494b2e93f4,0,32,skip_gram,4,-0.06952357292175293,2.21875,6.666666666666667,8,23,32,0,2,12,16,1
0.28125,dependency_span,cdd05bfab044,0,32,skip_gram,4,-0.07009303569793701,2.21875,6.666666666666667,8,23,32,0,2,12,32,1
0.375,generator_family,64e7c9b15cd9,0,32,contiguous,4,-0.07548189163208008,2.125,6.833333333333333,8,23,32,0,2,12,2,1
0.375,generator_family,cd72217c00e4,0,32,necessary_pattern,4,-0.07610109448432922,2.125,6.833333333333333,8,23,32,0,2,12,4,1
0.3125,generator_family,dad81f86a87c,0,32,skip_gram,4,-0.07698652148246765,2.1875,7.0,8,23,32,0,2,12,4,1
0.40625,nuisance,0ebbf95b3e38,0,32,necessary_pattern,4,-0.07696342468261719,2.09375,7.230769230769231,8,23,32,4,2,12,4,1
0.25,nuisance,7a6b0b00032a,0,32,necessary_pattern,4,-0.07929572463035583,2.25,8.0,8,23,32,8,2,12,4,1
0.375,nuisance,888714c4e48e,0,32,necessary_pattern,4,-0.07610094547271729,2.125,6.833333333333333,8,23,32,0,2,12,4,1
0.28125,nuisance,9fe6cfcfa630,0,32,necessary_pattern,4,-0.08441823720932007,2.21875,8.0,8,23,32,16,2,12,4,1
0.28125,nuisance,b7046cfe3bf0,0,32,necessary_pattern,4,-0.09347027540206909,2.21875,7.666666666666667,8,23,32,32,2,12,4,1
0.3125,nuisance,ca9c5624dbda,0,32,necessary_pattern,4,-0.07706296443939209,2.1875,7.0,8,23,32,2,2,12,4,1
0.21875,predictive_order,2368e64e6ae0,0,32,necessary_pattern,4,-0.15921977162361145,2.6875,6.857142857142857,8,23,32,0,3,12,4,1
0.375,predictive_order,30712ebe71a9,0,32,necessary_pattern,4,-0.09354192018508911,2.21875,7.666666666666667,8,23,32,0,8,12,8,1
0.4375,predictive_order,3c1c7bde239d,0,32,necessary_pattern,4,-0.09420114755630493,2.375,7.142857142857143,8,23,32,0,1,12,4,1
0.3125,predictive_order,96300ccbcaee,0,32,necessary_pattern,4,-0.13285943865776062,2.59375,7.8,8,23,32,0,6,12,6,1
0.28125,predictive_order,a5891a5b16d7,0,32,necessary_pattern,4,-0.11946737766265869,2.375,8.0,8,23,32,0,12,12,12,1
0.3125,predictive_order,ecae3be4326f,0,32,necessary_pattern,4,-0.1062667965888977,2.3125,7.6,8,23,32,0,4,12,4,1
0.375,predictive_order,f306bd7c1d91,0,32,necessary_pattern,4,-0.07610094547271729,2.125,6.833333333333333,8,23,32,0,2,12,4,1
0.34375,raw_length,07cdc0054772,0,32,necessary_pattern,4,-0.06927180290222168,2.15625,6.545454545454546,8,23,32,0,2,2,4,1
0.34375,raw_length,5b3975d8947d,0,32,necessary_pattern,4,-0.06927180290222168,2.15625,6.545454545454546,8,23,32,0,2,3,4,1
0.34375,raw_length,5bed8b907b14,0,32,necessary_pattern,4,-0.06877785921096802,2.15625,6.545454545454546,8,23,32,0,2,16,4,1
0.34375,raw_length,6ee96a3ceda6,0,32,necessary_pattern,4,-0.0693267285823822,2.15625,6.0,8,23,32,0,2,8,4,1
0.34375,raw_length,9cb22f271bee,0,32,necessary_pattern,4,-0.06858089566230774,2.15625,6.0,8,23,32,0,2,24,4,1
0.375,raw_length,dcb8f7366193,0,32,necessary_pattern,4,-0.07610094547271729,2.125,6.833333333333333,8,23,32,0,2,12,4,1
0.34375,raw_length,def8612efd03,0,32,necessary_pattern,4,-0.06983897089958191,2.15625,6.545454545454546,8,23,32,0,2,6,4,1
0.34375,raw_length,e9e9842f144b,0,32,necessary_pattern,4,-0.06927180290222168,2.15625,6.545454545454546,8,23,32,0,2,4,4,1
0.21875,dependency_span,0c9a5ad51bfa,0,32,skip_gram,4,-0.6521376669406891,2.59375,3.0,8,37,32,0,2,12,8,1
0.21875,dependency_span,239494a22bda,0,32,skip_gram,4,-0.7423593103885651,2.875,3.4285714285714284,8,37,32,0,2,12,4,1
0.21875,dependency_span,516d5f3a8cea,0,32,skip_gram,4,-0.6720539033412933,2.875,3.0,8,37,32,0,2,12,2,1
0.21875,dependency_span,7a494b2e93f4,0,32,skip_gram,4,-0.5763905048370361,2.6875,3.0,8,37,32,0,2,12,16,1
0.1875,dependency_span,cdd05bfab044,0,32,skip_gram,4,-0.47133132815361023,2.65625,5.0,8,37,32,0,2,12,32,1
0.25,generator_family,64e7c9b15cd9,0,32,contiguous,4,-0.27685391902923584,2.125,3.0,8,37,32,0,2,12,2,1
0.3125,generator_family,cd72217c00e4,0,32,necessary_pattern,4,-0.2724283039569855,2.0625,4.0,8,37,32,0,2,12,4,1
0.21875,generator_family,dad81f86a87c,0,32,skip_gram,4,-0.7423593103885651,2.875,3.4285714285714284,8,37,32,0,2,12,4,1
0.28125,nuisance,0ebbf95b3e38,0,32,necessary_pattern,4,-0.31827399134635925,2.5,4.222222222222222,8,37,32,4,2,12,4,1
0.28125,nuisance,7a6b0b00032a,0,32,necessary_pattern,4,-0.328010231256485,2.53125,4.222222222222222,8,37,32,8,2,12,4,1
0.3125,nuisance,888714c4e48e,0,32,necessary_pattern,4,-0.2724285125732422,2.0625,4.0,8,37,32,0,2,12,4,1
0.25,nuisance,9fe6cfcfa630,0,32,necessary_pattern,4,-0.35456568002700806,2.46875,4.125,8,37,32,16,2,12,4,1
0.28125,nuisance,b7046cfe3bf0,0,32,necessary_pattern,4,-0.3581556975841522,2.46875,4.222222222222222,8,37,32,32,2,12,4,1
0.3125,nuisance,ca9c5624dbda,0,32,necessary_pattern,4,-0.2713933289051056,2.21875,4.0,8,37,32,2,2,12,4,1
0.28125,predictive_order,2368e64e6ae0,0,32,necessary_pattern,4,-0.21331679821014404,2.34375,3.7777777777777777,8,37,32,0,3,12,4,1
0.21875,predictive_order,30712ebe71a9,0,32,necessary_pattern,4,-0.3755378723144531,2.5625,4.285714285714286,8,37,32,0,8,12,8,1
0.5625,predictive_order,3c1c7bde239d,0,32,necessary_pattern,4,0.06278401613235474,1.4375,3.111111111111111,8,37,32,0,1,12,4,1
0.3125,predictive_order,96300ccbcaee,0,32,necessary_pattern,4,-0.19018366932868958,2.21875,5.0,8,37,32,0,6,12,6,1
0.21875,predictive_order,a5891a5b16d7,0,32,necessary_pattern,4,-0.3823194205760956,2.625,5.142857142857143,8,37,32,0,12,12,12,1
0.28125,predictive_order,ecae3be4326f,0,32,necessary_pattern,4,-0.20086988806724548,2.21875,3.111111111111111,8,37,32,0,4,12,4,1
0.3125,predictive_order,f306bd7c1d91,0,32,necessary_pattern,4,-0.2724285125732422,2.0625,4.0,8,37,32,0,2,12,4,1
0.34375,raw_length,07cdc0054772,0,32,necessary_pattern,4,-0.2985713481903076,1.9375,4.909090909090909,8,37,32,0,2,2,4,1
0.34375,raw_length,5b3975d8947d,0,32,necessary_pattern,4,-0.2985713481903076,1.9375,4.909090909090909,8,37,32,0,2,3,4,1
0.25,raw_length,5bed8b907b14,0,32,necessary_pattern,4,-0.350312203168869,2.34375,3.0,8,37,32,0,2,16,4,1
0.3125,raw_length,6ee96a3ceda6,0,32,necessary_pattern,4,-0.29253894090652466,2.0625,3.7,8,37,32,0,2,8,4,1
0.28125,raw_length,9cb22f271bee,0,32,necessary_pattern,4,-0.26585498452186584,2.15625,5.444444444444445,8,37,32,0,2,24,4,1
0.3125,raw_length,dcb8f7366193,0,32,necessary_pattern,4,-0.2724285125732422,2.0625,4.0,8,37,32,0,2,12,4,1
0.34375,raw_length,def8612efd03,0,32,necessary_pattern,4,-0.2663801312446594,1.9375,4.7272727272727275,8,37,32,0,2,6,4,1
0.34375,raw_length,e9e9842f144b,0,32,necessary_pattern,4,-0.2985713481903076,1.9375,4.909090909090909,8,37,32,0,2,4,4,1
