loss,step
42.078636169433594,1
0.7341648936271667,50
0.7397347688674927,100
0.7281898856163025,150
0.7244607210159302,200
0.7099846005439758,250
0.6909882426261902,300
0.6923354268074036,350
0.6896044015884399,400
0.6818395853042603,450
0.6908262372016907,500
0.6998870968818665,550
0.6958572268486023,600
0.6876851320266724,650
0.6910713911056519,700
0.7016909122467041,750
0.6988001465797424,800
0.7046298384666443,850
0.6926504969596863,900
0.6905089616775513,950
0.6942437291145325,1000
0.6983175873756409,1050
0.6929399371147156,1100
0.6941301822662354,1150
0.6941965818405151,1200
