loss,step
20.804582595825195,1
2.194395065307617,50
2.224553108215332,100
2.07486891746521,150
1.9112600088119507,200
1.2593607902526855,250
0.852217435836792,300
0.7059407234191895,350
0.6476994156837463,400
0.512876033782959,450
0.3460860252380371,500
0.014688042923808098,550
0.08914448320865631,600
0.0006056198617443442,650
0.001868809456937015,700
0.00039576776907779276,750
0.00040845086914487183,800
0.00027281264192424715,850
0.0002028715971391648,900
0.0002149825741071254,950
0.00022071669809520245,1000
0.0001436398597434163,1050
0.00017380970530211926,1100
0.00015069622895680368,1150
0.00014282586926128715,1200
0.00011651156091829762,1250
0.00011010526941390708,1300
0.00012074793630745262,1350
0.00012715371849481016,1400
0.0001221512648044154,1450
0.00011603406892390922,1500
8.331207209266722e-05,1550
9.348423918709159e-05,1600
8.24471571831964e-05,1650
9.177879110211506e-05,1700
5.99608538323082e-05,1750
9.183574002236128e-05,1800
8.881658868631348e-05,1850
8.79621657077223e-05,1900
8.544926095055416e-05,1950
8.557992259738967e-05,2000
6.295145431067795e-05,2050
7.43629498174414e-05,2100
5.357973350328393e-05,2150
5.197614154894836e-05,2200
4.950207221554592e-05,2250
5.984882955090143e-05,2300
6.310020398814231e-05,2350
4.898860424873419e-05,2400
4.754163455800153e-05,2450
5.120663990965113e-05,2500
5.1815921324305236e-05,2550
4.3227912101428956e-05,2600
4.973141403752379e-05,2650
5.429282828117721e-05,2700
4.759186049341224e-05,2750
4.126307612750679e-05,2800
4.1419509216211736e-05,2850
3.9905244193505496e-05,2900
4.616447404259816e-05,2950
5.121553840581328e-05,3000
4.9513189878780395e-05,3050
3.93140762753319e-05,3100
3.4655015042517334e-05,3150
4.3017098505515605e-05,3200
