loss,step
21.29434585571289,1
1.4300366640090942,50
1.4164645671844482,100
1.4219114780426025,150
1.3648927211761475,200
1.4791373014450073,250
1.5208375453948975,300
1.4046801328659058,350
1.3446781635284424,400
