loss,machine,seed,step
5.459719614009373e-05,M3,11,3400
5.6254382798215374e-05,M3,11,3450
5.2143197535770014e-05,M3,11,3500
2.900819708884228e-05,M3,11,3550
7.310456567211077e-05,M3,11,3600
8.187457569874823e-05,M3,11,3650
6.446407496696338e-05,M3,11,3700
5.4006712161935866e-05,M3,11,3750
2.3931701434776187e-05,M3,11,3800
3.767330417758785e-05,M3,11,3850
5.448131196317263e-05,M3,11,3900
6.136563024483621e-05,M3,11,3950
2.3882910682004876e-05,M3,11,4000
37.0173225402832,M3,23,1
7.094938278198242,M3,23,50
3.813354253768921,M3,23,100
3.487750291824341,M3,23,150
3.622537612915039,M3,23,200
3.7095680236816406,M3,23,250
3.3686561584472656,M3,23,300
3.113518714904785,M3,23,350
1.1931995153427124,M3,23,400
0.030400389805436134,M3,23,450
0.010684031061828136,M3,23,500
0.0022892868146300316,M3,23,550
0.0006276033236645162,M3,23,600
0.0014766507083550096,M3,23,650
0.0003960805479437113,M3,23,700
0.0003240538644604385,M3,23,750
0.0004933327436447144,M3,23,800
0.000454955967143178,M3,23,850
0.0002623574109748006,M3,23,900
0.00027743351529352367,M3,23,950
0.000726443890016526,M3,23,1000
0.00025520112831145525,M3,23,1050
0.0006461035809479654,M3,23,1100
0.0002750102721620351,M3,23,1150
0.00042840073001571,M3,23,1200
0.0003662590170279145,M3,23,1250
0.00021968537475913763,M3,23,1300
0.00038966615102253854,M3,23,1350
0.00015598528261762112,M3,23,1400
0.00024353829212486744,M3,23,1450
9.01707899174653e-05,M3,23,1500
0.00013971181761007756,M3,23,1550
7.937048940220848e-05,M3,23,1600
0.00018804415594786406,M3,23,1650
0.0002720581251196563,M3,23,1700
0.00013456250599119812,M3,23,1750
0.00010510825086385012,M3,23,1800
9.909233631333336e-05,M3,23,1850
0.00024806641158647835,M3,23,1900
0.00014901398390065879,M3,23,1950
9.481131564825773e-05,M3,23,2000
0.00012279853399377316,M3,23,2050
0.00010610613389872015,M3,23,2100
0.00012068777141394094,M3,23,2150
0.00013013016723562032,M3,23,2200
8.583654562244192e-05,M3,23,2250
6.649137503700331e-05,M3,23,2300
0.00012238029739819467,M3,23,2350
7.062698568915948e-05,M3,23,2400
0.00011498399544507265,M3,23,2450
8.620956214144826e-05,M3,23,2500
8.19064662209712e-05,M3,23,2550
0.00010176173964282498,M3,23,2600
3.532015762175433e-05,M3,23,2650
0.00011986068420810625,M3,23,2700
3.820651545538567e-05,M3,23,2750
4.492533116717823e-05,M3,23,2800
5.55684782739263e-05,M3,23,2850
5.5693817557767034e-05,M3,23,2900
4.553761755232699e-05,M3,23,2950
3.7950812838971615e-05,M3,23,3000
3.505677523207851e-05,M3,23,3050
5.724306174670346e-05,M3,23,3100
4.703343802248128e-05,M3,23,3150
8.585743489675224e-05,M3,23,3200
8.557521505281329e-05,M3,23,3250
3.5313849366502836e-05,M3,23,3300
8.548938058083877e-05,M3,23,3350
3.024763282155618e-05,M3,23,3400
7.741152512608096e-05,M3,23,3450
8.266206714324653e-05,M3,23,3500
5.770749703515321e-05,M3,23,3550
4.6202741941669956e-05,M3,23,3600
3.392441067262553e-05,M3,23,3650
5.913916174904443e-05,M3,23,3700
8.187597995856777e-05,M3,23,3750
2.9552262276411057e-05,M3,23,3800
1.6861828044056892e-05,M3,23,3850
6.69324363116175e-05,M3,23,3900
3.8033635064493865e-05,M3,23,3950
2.6129595426027663e-05,M3,23,4000
32.0675163269043,M3,37,1
7.314857006072998,M3,37,50
3.7413272857666016,M3,37,100
3.6600425243377686,M3,37,150
3.724597930908203,M3,37,200
3.659581422805786,M3,37,250
3.6541385650634766,M3,37,300
3.454505205154419,M3,37,350
3.5027530193328857,M3,37,400
3.534489870071411,M3,37,450
3.2444026470184326,M3,37,500
1.357204794883728,M3,37,550
0.01975034922361374,M3,37,600
0.0039464193396270275,M3,37,650
0.0015047917841002345,M3,37,700
0.0012579908361658454,M3,37,750
0.0033306290861219168,M3,37,800
0.0003353655629325658,M3,37,850
0.0007512823212891817,M3,37,900
0.0002204216580139473,M3,37,950
0.0005100000416859984,M3,37,1000
0.0002363988314755261,M3,37,1050
0.00021352632029447705,M3,37,1100
0.0006332598859444261,M3,37,1150
0.00021475378889590502,M3,37,1200
0.00022593098401557654,M3,37,1250
0.0002746496465988457,M3,37,1300
0.00022287288447842002,M3,37,1350
0.00020710261014755815,M3,37,1400
0.00020183414744678885,M3,37,1450
9.28862500586547e-05,M3,37,1500
9.879664139589295e-05,M3,37,1550
0.00013122324889991432,M3,37,1600
4.9073521950049326e-05,M3,37,1650
0.0001994974008994177,M3,37,1700
0.000192974170204252,M3,37,1750
0.00018967963114846498,M3,37,1800
6.408512854250148e-05,M3,37,1850
0.0001989388110814616,M3,37,1900
0.00012931134551763535,M3,37,1950
0.0001617089583305642,M3,37,2000
7.397188164759427e-05,M3,37,2050
8.151635847752914e-05,M3,37,2100
0.00020089610188733786,M3,37,2150
5.449870150187053e-05,M3,37,2200
0.0001183419008157216,M3,37,2250
9.781224798643962e-05,M3,37,2300
8.788320701569319e-05,M3,37,2350
4.8662113840691745e-05,M3,37,2400
2.90401658276096e-05,M3,37,2450
5.09224773850292e-05,M3,37,2500
0.00013460182526614517,M3,37,2550
6.201338692335412e-05,M3,37,2600
5.456347207655199e-05,M3,37,2650
3.156227830913849e-05,M3,37,2700
1.9262724890722893e-05,M3,37,2750
3.3282136428169906e-05,M3,37,2800
5.6574499467387795e-05,M3,37,2850
9.373619832331315e-05,M3,37,2900
6.482298340415582e-05,M3,37,2950
9.124013740802184e-05,M3,37,3000
7.192843622760847e-05,M3,37,3050
0.00013526824477594346,M3,37,3100
4.415217335917987e-05,M3,37,3150
6.14620148553513e-05,M3,37,3200
2.884229616029188e-05,M3,37,3250
3.453883618931286e-05,M3,37,3300
9.285082342103124e-05,M3,37,3350
3.42688690579962e-05,M3,37,3400
6.614224548684433e-05,M3,37,3450
9.712219616631046e-05,M3,37,3500
7.42530173738487e-05,M3,37,3550
3.0293136660475284e-05,M3,37,3600
7.377318252110854e-05,M3,37,3650
6.73562753945589e-05,M3,37,3700
5.523376239580102e-05,M3,37,3750
1.1567754881980363e-05,M3,37,3800
3.1825740734348074e-05,M3,37,3850
3.9035268855514005e-05,M3,37,3900
6.494555418612435e-05,M3,37,3950
3.802016726695001e-05,M3,37,4000
43.30804443359375,M4,11,1
5.8918914794921875,M4,11,50
3.8439857959747314,M4,11,100
3.080634355545044,M4,11,150
2.676096200942993,M4,11,200
2.8881378173828125,M4,11,250
2.471261501312256,M4,11,300
1.0578964948654175,M4,11,350
0.027546295896172523,M4,11,400
0.003978457767516375,M4,11,450
0.006924987304955721,M4,11,500
0.000716161506716162,M4,11,550
0.0017604278400540352,M4,11,600
0.005341900512576103,M4,11,650
8.09302509878762e-05,M4,11,700
0.00012559567403513938,M4,11,750
0.0028192056342959404,M4,11,800
0.00019640116079244763,M4,11,850
0.0003712520992849022,M4,11,900
0.0002013741759583354,M4,11,950
0.0005127590266056359,M4,11,1000
0.0005542230792343616,M4,11,1050
0.0002891069743782282,M4,11,1100
6.019087231834419e-05,M4,11,1150
0.0012921540765091777,M4,11,1200
6.955749267945066e-05,M4,11,1250
0.0003323206619825214,M4,11,1300
6.281764945015311e-05,M4,11,1350
0.00025750944041647017,M4,11,1400
7.670333434361964e-05,M4,11,1450
5.543747465708293e-05,M4,11,1500
2.822337410179898e-05,M4,11,1550
8.201427408494055e-05,M4,11,1600
3.0055567549425177e-05,M4,11,1650
3.8485373806906864e-05,M4,11,1700
6.643139204243198e-05,M4,11,1750
7.00151504133828e-05,M4,11,1800
0.00013891512935515493,M4,11,1850
2.22727485379437e-05,M4,11,1900
2.2975871615926735e-05,M4,11,1950
6.883695459691808e-05,M4,11,2000
2.5780527721508406e-05,M4,11,2050
4.4399668695405126e-05,M4,11,2100
1.215752763528144e-05,M4,11,2150
0.0001482174702687189,M4,11,2200
4.5170159864937887e-05,M4,11,2250
3.190996721968986e-05,M4,11,2300
9.90752232610248e-06,M4,11,2350
3.7950187106616795e-05,M4,11,2400
0.00014105714217294008,M4,11,2450
2.2467924281954765e-05,M4,11,2500
2.431390566925984e-05,M4,11,2550
1.1349185115250293e-05,M4,11,2600
1.9523013179423288e-05,M4,11,2650
7.756119885016233e-05,M4,11,2700
4.998822623747401e-05,M4,11,2750
0.00016293935186695307,M4,11,2800
4.470643762033433e-05,M4,11,2850
4.606078073265962e-05,M4,11,2900
2.0387953554745764e-05,M4,11,2950
4.515986074693501e-05,M4,11,3000
2.865745045710355e-05,M4,11,3050
3.576595554477535e-05,M4,11,3100
4.9462163588032126e-05,M4,11,3150
5.404920011642389e-05,M4,11,3200
3.228294008295052e-05,M4,11,3250
2.1352761905291118e-05,M4,11,3300
7.516898767789826e-05,M4,11,3350
2.0794546799152158e-05,M4,11,3400
4.311434167902917e-05,M4,11,3450
3.0072269510128535e-05,M4,11,3500
3.11015137413051e-05,M4,11,3550
2.2558973796549253e-05,M4,11,3600
9.600177872925997e-05,M4,11,3650
2.948033761640545e-05,M4,11,3700
2.0915955246891826e-05,M4,11,3750
3.013481000380125e-05,M4,11,3800
2.2664718926534988e-05,M4,11,3850
5.2756051445612684e-05,M4,11,3900
1.9995773982373066e-05,M4,11,3950
1.478274953115033e-05,M4,11,4000
40.5093879699707,M4,23,1
6.681047439575195,M4,23,50
2.9322328567504883,M4,23,100
2.7672441005706787,M4,23,150
2.8386390209198,M4,23,200
2.138254404067993,M4,23,250
0.9575344920158386,M4,23,300
0.10012180358171463,M4,23,350
0.03452816233038902,M4,23,400
0.0036703546065837145,M4,23,450
0.002159152179956436,M4,23,500
0.0007875729352235794,M4,23,550
0.002098752884194255,M4,23,600
0.0007316849660128355,M4,23,650
0.00088840676471591,M4,23,700
0.0012593521969392896,M4,23,750
0.00022608351719100028,M4,23,800
0.0007214235956780612,M4,23,850
0.00022363504103850573,M4,23,900
0.00027101943851448596,M4,23,950
0.0002565475588198751,M4,23,1000
0.0001537911593914032,M4,23,1050
0.2123670130968094,M4,23,1100
0.00027534260880202055,M4,23,1150
0.00018665299285203218,M4,23,1200
0.0005340920179150999,M4,23,1250
0.00022138848726172,M4,23,1300
0.00021299415675457567,M4,23,1350
0.00024558245786465704,M4,23,1400
0.0001257716357940808,M4,23,1450
0.00015881285071372986,M4,23,1500
0.00020625446632038802,M4,23,1550
0.0002612203825265169,M4,23,1600
0.00013766893243882805,M4,23,1650
0.0001343947515124455,M4,23,1700
0.00016399550077039748,M4,23,1750
0.0001838286261772737,M4,23,1800
9.175665763905272e-05,M4,23,1850
0.0005644361954182386,M4,23,1900
6.087790461606346e-05,M4,23,1950
0.00015877130499575287,M4,23,2000
0.00024118716828525066,M4,23,2050
8.484895079163834e-05,M4,23,2100
6.848251359770074e-05,M4,23,2150
5.760208296123892e-05,M4,23,2200
6.0996495449217036e-05,M4,23,2250
9.847652836469933e-05,M4,23,2300
0.0001175867291749455,M4,23,2350
5.770388452219777e-05,M4,23,2400
0.00015762764087412506,M4,23,2450
6.453083915403113e-05,M4,23,2500
9.956565918400884e-05,M4,23,2550
3.093413033639081e-05,M4,23,2600
5.111463906359859e-05,M4,23,2650
7.431020640069619e-05,M4,23,2700
9.463541209697723e-05,M4,23,2750
0.00010118343197973445,M4,23,2800
3.9835984352976084e-05,M4,23,2850
5.7319248298881575e-05,M4,23,2900
4.7770310629857704e-05,M4,23,2950
5.603949466603808e-05,M4,23,3000
6.357877282425761e-05,M4,23,3050
4.296873157727532e-05,M4,23,3100
8.474231435684487e-05,M4,23,3150
3.632569496403448e-05,M4,23,3200
3.7841971789021045e-05,M4,23,3250
2.241147194581572e-05,M4,23,3300
5.958358451607637e-05,M4,23,3350
0.00010697310790419579,M4,23,3400
5.410010271589272e-05,M4,23,3450
4.428739703143947e-05,M4,23,3500
2.646374014148023e-05,M4,23,3550
4.967255154042505e-05,M4,23,3600
2.5068424292840064e-05,M4,23,3650
6.840548303443938e-05,M4,23,3700
8.251832332462072e-05,M4,23,3750
4.987334614270367e-05,M4,23,3800
6.23796004219912e-05,M4,23,3850
6.946920620976016e-05,M4,23,3900
5.694173160009086e-05,M4,23,3950
2.6458443244337104e-05,M4,23,4000
41.4088020324707,M4,37,1
5.273265361785889,M4,37,50
3.093790292739868,M4,37,100
2.4561927318573,M4,37,150
2.6014604568481445,M4,37,200
2.405853033065796,M4,37,250
2.4964354038238525,M4,37,300
2.7145166397094727,M4,37,350
1.9584999084472656,M4,37,400
0.12164011597633362,M4,37,450
0.008326218463480473,M4,37,500
0.027089128270745277,M4,37,550
0.002948506735265255,M4,37,600
0.0011407826095819473,M4,37,650
0.0004582733672577888,M4,37,700
0.00038918398786336184,M4,37,750
0.0005796196055598557,M4,37,800
0.001519278739579022,M4,37,850
0.00039311134605668485,M4,37,900
0.00022290089691523463,M4,37,950
0.00011812272714450955,M4,37,1000
0.0001805105130188167,M4,37,1050
0.0002707361418288201,M4,37,1100
0.00016260355187114328,M4,37,1150
8.157829142874107e-05,M4,37,1200
0.00022531299327965826,M4,37,1250
0.00010735285468399525,M4,37,1300
0.0001380931935273111,M4,37,1350
9.234214667230844e-05,M4,37,1400
7.812607509549707e-05,M4,37,1450
0.00019480737682897598,M4,37,1500
0.00024106937053147703,M4,37,1550
0.0001047795158228837,M4,37,1600
8.738712494960055e-05,M4,37,1650
6.386954191839322e-05,M4,37,1700
0.00010340832523070276,M4,37,1750
0.00014730931434314698,M4,37,1800
4.548910874291323e-05,M4,37,1850
7.041699427645653e-05,M4,37,1900
9.334836067864671e-05,M4,37,1950
7.45859942981042e-05,M4,37,2000
7.632871711393818e-05,M4,37,2050
8.633360994281247e-05,M4,37,2100
2.3320235413848422e-05,M4,37,2150
0.00010522724915063009,M4,37,2200
3.5703444154933095e-05,M4,37,2250
4.0194354369305074e-05,M4,37,2300
0.0008682305924594402,M4,37,2350
0.00030177299049682915,M4,37,2400
5.601480370387435e-05,M4,37,2450
0.00013046993990428746,M4,37,2500
0.00012743150000460446,M4,37,2550
3.31763039866928e-05,M4,37,2600
5.127467375132255e-05,M4,37,2650
0.0001347347570117563,M4,37,2700
3.4664371924009174e-05,M4,37,2750
1.7375523384544067e-05,M4,37,2800
0.00012599075853358954,M4,37,2850
5.284423241391778e-05,M4,37,2900
3.6354325857246295e-05,M4,37,2950
5.708083335775882e-05,M4,37,3000
4.9393591325497255e-05,M4,37,3050
6.90490342094563e-05,M4,37,3100
3.973049751948565e-05,M4,37,3150
6.27364861429669e-05,M4,37,3200
1.752761636453215e-05,M4,37,3250
1.3594530173577368e-05,M4,37,3300
2.184387449233327e-05,M4,37,3350
5.8257373893866315e-05,M4,37,3400
2.616291203594301e-05,M4,37,3450
1.885574783955235e-05,M4,37,3500
2.791424049064517e-05,M4,37,3550
1.5270406947820447e-05,M4,37,3600
2.9144546715542674e-05,M4,37,3650
2.814768231473863e-05,M4,37,3700
2.0144811060163192e-05,M4,37,3750
3.3681000786600634e-05,M4,37,3800
4.7470468416577205e-05,M4,37,3850
2.663755185494665e-05,M4,37,3900
2.256251718790736e-05,M4,37,3950
1.8706374248722568e-05,M4,37,4000
