loss,step
41.40187454223633,1
1.2234296798706055,50
0.7057718634605408,100
0.9069150686264038,150
0.7134200930595398,200
0.8084772229194641,250
0.697130024433136,300
0.6883753538131714,350
0.6891781091690063,400
0.6988064646720886,450
0.6895676851272583,500
0.6912514567375183,550
0.6928737163543701,600
0.6883650422096252,650
0.6946024894714355,700
0.6934765577316284,750
0.6923179030418396,800
0.6960887312889099,850
0.691399335861206,900
0.6900091767311096,950
0.6921254992485046,1000
0.6943151354789734,1050
0.6931406259536743,1100
0.6957802772521973,1150
0.6902750730514526,1200
