cell_id,episodes,family,heads,layers,loss,mappings,mlp_ratio,pairs,regime,seed,step,vocabulary,width
C2_sa_ff_L2_W64_H2_S37,256,sa_ff,2,2,1.0479761362075806,fresh-random,2,3,C2,37,51,4,64
C2_sa_ff_L2_W64_H2_S37,256,sa_ff,2,2,1.1379246711730957,fresh-random,2,3,C2,37,101,4,64
C2_sa_ff_L2_W64_H2_S37,256,sa_ff,2,2,1.0349645614624023,fresh-random,2,3,C2,37,151,4,64
C2_sa_ff_L2_W64_H2_S37,256,sa_ff,2,2,0.9390656352043152,fresh-random,2,3,C2,37,201,4,64
C2_sa_ff_L2_W64_H2_S37,256,sa_ff,2,2,0.5862480401992798,fresh-random,2,3,C2,37,251,4,64
C2_sa_ff_L2_W64_H2_S37,256,sa_ff,2,2,1.1239300966262817,fresh-random,2,3,C2,37,301,4,64
C2_sa_ff_L2_W64_H2_S37,256,sa_ff,2,2,0.7267277240753174,fresh-random,2,3,C2,37,351,4,64
C2_sa_ff_L2_W64_H2_S37,256,sa_ff,2,2,0.6629880666732788,fresh-random,2,3,C2,37,401,4,64
C2_sa_ff_L2_W64_H2_S37,256,sa_ff,2,2,0.7527289390563965,fresh-random,2,3,C2,37,451,4,64
C2_sa_ff_L2_W64_H2_S37,256,sa_ff,2,2,0.07264478504657745,fresh-random,2,3,C2,37,501,4,64
C2_sa_ff_L2_W64_H2_S37,256,sa_ff,2,2,0.7594449520111084,fresh-random,2,3,C2,37,551,4,64
C2_sa_ff_L2_W64_H2_S37,256,sa_ff,2,2,0.3366250991821289,fresh-random,2,3,C2,37,601,4,64
C2_sa_ff_L2_W64_H2_S37,256,sa_ff,2,2,0.3189511299133301,fresh-random,2,3,C2,37,651,4,64
C2_sa_ff_L2_W64_H2_S37,256,sa_ff,2,2,0.03493209555745125,fresh-random,2,3,C2,37,701,4,64
C2_sa_ff_L2_W64_H2_S37,256,sa_ff,2,2,0.13062259554862976,fresh-random,2,3,C2,37,751,4,64
C2_sa_ff_L2_W64_H2_S37,256,sa_ff,2,2,0.13083302974700928,fresh-random,2,3,C2,37,801,4,64
C2_sa_ff_L2_W64_H2_S37,256,sa_ff,2,2,0.25698164105415344,fresh-random,2,3,C2,37,851,4,64
C2_sa_ff_L2_W64_H2_S37,256,sa_ff,2,2,0.16876396536827087,fresh-random,2,3,C2,37,901,4,64
C2_sa_ff_L2_W64_H2_S37,256,sa_ff,2,2,0.31554532051086426,fresh-random,2,3,C2,37,951,4,64
C2_sa_ff_L2_W64_H2_S37,256,sa_ff,2,2,0.029067587107419968,fresh-random,2,3,C2,37,1000,4,64
