condition,example_id,family,heads,icl_gain,layers,margin,model_seed,probability,rank,stage,target,top1,width
irrelevant,8,1,1,,1,-7.418606758117676,11,0.0005993032245896757,2,D4,6,0,16
reversed,8,1,1,,1,7.397824287414551,11,0.9988985061645508,1,D4,6,1,16
none,9,1,1,,1,-7.840018272399902,11,0.0003925688797608018,4,D4,6,0,16
correct,9,1,1,17.446606636047363,1,9.606588363647461,11,0.9996626377105713,1,D4,6,1,16
shuffled,9,1,1,,1,-10.646702766418457,11,2.374999166931957e-05,9,D4,6,0,16
wrong_chain,9,1,1,,1,-3.406130790710449,11,0.03196277469396591,2,D4,6,0,16
irrelevant,9,1,1,,1,-7.418606758117676,11,0.0005993032245896757,2,D4,6,0,16
reversed,9,1,1,,1,7.397824287414551,11,0.9988985061645508,1,D4,6,1,16
none,10,1,1,,1,-7.840018272399902,11,0.0003925688797608018,4,D4,6,0,16
correct,10,1,1,17.446606636047363,1,9.606588363647461,11,0.9996626377105713,1,D4,6,1,16
shuffled,10,1,1,,1,-10.646702766418457,11,2.374999166931957e-05,9,D4,6,0,16
wrong_chain,10,1,1,,1,-3.406130790710449,11,0.03196277469396591,2,D4,6,0,16
irrelevant,10,1,1,,1,-7.418606758117676,11,0.0005993032245896757,2,D4,6,0,16
reversed,10,1,1,,1,7.397824287414551,11,0.9988985061645508,1,D4,6,1,16
none,11,1,1,,1,-7.840018272399902,11,0.0003925688797608018,4,D4,6,0,16
correct,11,1,1,17.446606636047363,1,9.606588363647461,11,0.9996626377105713,1,D4,6,1,16
shuffled,11,1,1,,1,-10.646702766418457,11,2.374999166931957e-05,9,D4,6,0,16
wrong_chain,11,1,1,,1,-3.406130790710449,11,0.03196277469396591,2,D4,6,0,16
irrelevant,11,1,1,,1,-7.418606758117676,11,0.0005993032245896757,2,D4,6,0,16
reversed,11,1,1,,1,7.397824287414551,11,0.9988985061645508,1,D4,6,1,16
none,12,1,1,,1,-7.840018272399902,11,0.0003925688797608018,4,D4,6,0,16
correct,12,1,1,17.446606636047363,1,9.606588363647461,11,0.9996626377105713,1,D4,6,1,16
shuffled,12,1,1,,1,-7.069897651672363,11,0.0008481774711981416,2,D4,6,0,16
wrong_chain,12,1,1,,1,-3.406130790710449,11,0.03196277469396591,2,D4,6,0,16
irrelevant,12,1,1,,1,-7.418606758117676,11,0.0005993032245896757,2,D4,6,0,16
reversed,12,1,1,,1,7.397824287414551,11,0.9988985061645508,1,D4,6,1,16
none,13,1,1,,1,-7.840018272399902,11,0.0003925688797608018,4,D4,6,0,16
correct,13,1,1,17.446606636047363,1,9.606588363647461,11,0.9996626377105713,1,D4,6,1,16
shuffled,13,1,1,,1,-7.069897651672363,11,0.0008481774711981416,2,D4,6,0,16
wrong_chain,13,1,1,,1,-3.406130790710449,11,0.03196277469396591,2,D4,6,0,16
irrelevant,13,1,1,,1,-7.418606758117676,11,0.0005993032245896757,2,D4,6,0,16
reversed,13,1,1,,1,7.397824287414551,11,0.9988985061645508,1,D4,6,1,16
none,14,1,1,,1,-7.840018272399902,11,0.0003925688797608018,4,D4,6,0,16
correct,14,1,1,17.446606636047363,1,9.606588363647461,11,0.9996626377105713,1,D4,6,1,16
shuffled,14,1,1,,1,-7.069897651672363,11,0.0008481774711981416,2,D4,6,0,16
wrong_chain,14,1,1,,1,-3.406130790710449,11,0.03196277469396591,2,D4,6,0,16
irrelevant,14,1,1,,1,-7.418606758117676,11,0.0005993032245896757,2,D4,6,0,16
reversed,14,1,1,,1,7.397824287414551,11,0.9988985061645508,1,D4,6,1,16
none,15,1,1,,1,-7.840018272399902,11,0.0003925688797608018,4,D4,6,0,16
correct,15,1,1,17.446606636047363,1,9.606588363647461,11,0.9996626377105713,1,D4,6,1,16
shuffled,15,1,1,,1,-10.646702766418457,11,2.374999166931957e-05,9,D4,6,0,16
wrong_chain,15,1,1,,1,-3.406130790710449,11,0.03196277469396591,2,D4,6,0,16
irrelevant,15,1,1,,1,-7.418606758117676,11,0.0005993032245896757,2,D4,6,0,16
reversed,15,1,1,,1,7.397824287414551,11,0.9988985061645508,1,D4,6,1,16
none,16,2,1,,1,-9.665074348449707,11,5.072688145446591e-05,40,D4,6,0,16
correct,16,2,1,17.757054328918457,1,8.09197998046875,11,0.9991621971130371,1,D4,6,1,16
shuffled,16,2,1,,1,-5.593888282775879,11,0.003700727131217718,2,D4,6,0,16
wrong_chain,16,2,1,,1,-5.789031982421875,11,0.0030487726908177137,2,D4,6,0,16
irrelevant,16,2,1,,1,-8.646255493164062,11,0.00017566703900229186,3,D4,6,0,16
reversed,16,2,1,,1,8.436487197875977,11,0.9994227886199951,1,D4,6,1,16
none,17,2,1,,1,-9.665074348449707,11,5.072688145446591e-05,40,D4,6,0,16
correct,17,2,1,17.757054328918457,1,8.09197998046875,11,0.9991621971130371,1,D4,6,1,16
shuffled,17,2,1,,1,-1.6252117156982422,11,0.16039015352725983,2,D4,6,0,16
wrong_chain,17,2,1,,1,-5.789031982421875,11,0.0030487726908177137,2,D4,6,0,16
irrelevant,17,2,1,,1,-8.646255493164062,11,0.00017566703900229186,3,D4,6,0,16
reversed,17,2,1,,1,8.436487197875977,11,0.9994227886199951,1,D4,6,1,16
none,18,2,1,,1,-9.665074348449707,11,5.072688145446591e-05,40,D4,6,0,16
correct,18,2,1,17.757054328918457,1,8.09197998046875,11,0.9991621971130371,1,D4,6,1,16
shuffled,18,2,1,,1,-1.6252117156982422,11,0.16039015352725983,2,D4,6,0,16
wrong_chain,18,2,1,,1,-5.789031982421875,11,0.0030487726908177137,2,D4,6,0,16
irrelevant,18,2,1,,1,-8.646255493164062,11,0.00017566703900229186,3,D4,6,0,16
reversed,18,2,1,,1,8.436487197875977,11,0.9994227886199951,1,D4,6,1,16
none,19,2,1,,1,-9.665074348449707,11,5.072688145446591e-05,40,D4,6,0,16
correct,19,2,1,17.757054328918457,1,8.09197998046875,11,0.9991621971130371,1,D4,6,1,16
shuffled,19,2,1,,1,-5.593888282775879,11,0.003700727131217718,2,D4,6,0,16
wrong_chain,19,2,1,,1,-5.789031982421875,11,0.0030487726908177137,2,D4,6,0,16
irrelevant,19,2,1,,1,-8.646255493164062,11,0.00017566703900229186,3,D4,6,0,16
reversed,19,2,1,,1,8.436487197875977,11,0.9994227886199951,1,D4,6,1,16
none,20,2,1,,1,-9.665074348449707,11,5.072688145446591e-05,40,D4,6,0,16
correct,20,2,1,17.757054328918457,1,8.09197998046875,11,0.9991621971130371,1,D4,6,1,16
shuffled,20,2,1,,1,-1.6252117156982422,11,0.16039015352725983,2,D4,6,0,16
wrong_chain,20,2,1,,1,-5.789031982421875,11,0.0030487726908177137,2,D4,6,0,16
irrelevant,20,2,1,,1,-8.646255493164062,11,0.00017566703900229186,3,D4,6,0,16
reversed,20,2,1,,1,8.436487197875977,11,0.9994227886199951,1,D4,6,1,16
none,21,2,1,,1,-9.665074348449707,11,5.072688145446591e-05,40,D4,6,0,16
correct,21,2,1,17.757054328918457,1,8.09197998046875,11,0.9991621971130371,1,D4,6,1,16
shuffled,21,2,1,,1,-1.6252117156982422,11,0.16039015352725983,2,D4,6,0,16
wrong_chain,21,2,1,,1,-5.789031982421875,11,0.0030487726908177137,2,D4,6,0,16
irrelevant,21,2,1,,1,-8.646255493164062,11,0.00017566703900229186,3,D4,6,0,16
reversed,21,2,1,,1,8.436487197875977,11,0.9994227886199951,1,D4,6,1,16
none,22,2,1,,1,-9.665074348449707,11,5.072688145446591e-05,40,D4,6,0,16
correct,22,2,1,17.757054328918457,1,8.09197998046875,11,0.9991621971130371,1,D4,6,1,16
shuffled,22,2,1,,1,-1.6252117156982422,11,0.16039015352725983,2,D4,6,0,16
wrong_chain,22,2,1,,1,-5.789031982421875,11,0.0030487726908177137,2,D4,6,0,16
irrelevant,22,2,1,,1,-8.646255493164062,11,0.00017566703900229186,3,D4,6,0,16
reversed,22,2,1,,1,8.436487197875977,11,0.9994227886199951,1,D4,6,1,16
none,23,2,1,,1,-9.665074348449707,11,5.072688145446591e-05,40,D4,6,0,16
correct,23,2,1,17.757054328918457,1,8.09197998046875,11,0.9991621971130371,1,D4,6,1,16
shuffled,23,2,1,,1,-5.593888282775879,11,0.003700727131217718,2,D4,6,0,16
wrong_chain,23,2,1,,1,-5.789031982421875,11,0.0030487726908177137,2,D4,6,0,16
irrelevant,23,2,1,,1,-8.646255493164062,11,0.00017566703900229186,3,D4,6,0,16
reversed,23,2,1,,1,8.436487197875977,11,0.9994227886199951,1,D4,6,1,16
none,24,3,1,,1,-10.782674789428711,11,2.072652023343835e-05,8,D4,6,0,16
correct,24,3,1,18.453121185302734,1,7.670446395874023,11,0.9990208148956299,1,D4,6,1,16
shuffled,24,3,1,,1,-7.170355796813965,11,0.0007681134156882763,2,D4,6,0,16
wrong_chain,24,3,1,,1,-8.166925430297852,11,0.0002836403145920485,3,D4,6,0,16
irrelevant,24,3,1,,1,-11.553892135620117,11,9.595410119800363e-06,8,D4,6,0,16
reversed,24,3,1,,1,6.870691299438477,11,0.9985589385032654,1,D4,6,1,16
none,25,3,1,,1,-10.782674789428711,11,2.072652023343835e-05,8,D4,6,0,16
correct,25,3,1,18.453121185302734,1,7.670446395874023,11,0.9990208148956299,1,D4,6,1,16
shuffled,25,3,1,,1,-7.170355796813965,11,0.0007681134156882763,2,D4,6,0,16
wrong_chain,25,3,1,,1,-8.166925430297852,11,0.0002836403145920485,3,D4,6,0,16
irrelevant,25,3,1,,1,-11.553892135620117,11,9.595410119800363e-06,8,D4,6,0,16
reversed,25,3,1,,1,6.870691299438477,11,0.9985589385032654,1,D4,6,1,16
none,26,3,1,,1,-10.782674789428711,11,2.072652023343835e-05,8,D4,6,0,16
correct,26,3,1,18.453121185302734,1,7.670446395874023,11,0.9990208148956299,1,D4,6,1,16
shuffled,26,3,1,,1,-11.176152229309082,11,1.3994311302667484e-05,10,D4,6,0,16
wrong_chain,26,3,1,,1,-8.166925430297852,11,0.0002836403145920485,3,D4,6,0,16
irrelevant,26,3,1,,1,-11.553892135620117,11,9.595410119800363e-06,8,D4,6,0,16
reversed,26,3,1,,1,6.870691299438477,11,0.9985589385032654,1,D4,6,1,16
none,27,3,1,,1,-10.782674789428711,11,2.072652023343835e-05,8,D4,6,0,16
correct,27,3,1,18.453121185302734,1,7.670446395874023,11,0.9990208148956299,1,D4,6,1,16
shuffled,27,3,1,,1,-7.170355796813965,11,0.0007681134156882763,2,D4,6,0,16
wrong_chain,27,3,1,,1,-8.166925430297852,11,0.0002836403145920485,3,D4,6,0,16
irrelevant,27,3,1,,1,-11.553892135620117,11,9.595410119800363e-06,8,D4,6,0,16
reversed,27,3,1,,1,6.870691299438477,11,0.9985589385032654,1,D4,6,1,16
none,28,3,1,,1,-10.782674789428711,11,2.072652023343835e-05,8,D4,6,0,16
correct,28,3,1,18.453121185302734,1,7.670446395874023,11,0.9990208148956299,1,D4,6,1,16
shuffled,28,3,1,,1,-11.176152229309082,11,1.3994311302667484e-05,10,D4,6,0,16
wrong_chain,28,3,1,,1,-8.166925430297852,11,0.0002836403145920485,3,D4,6,0,16
irrelevant,28,3,1,,1,-11.553892135620117,11,9.595410119800363e-06,8,D4,6,0,16
reversed,28,3,1,,1,6.870691299438477,11,0.9985589385032654,1,D4,6,1,16
none,29,3,1,,1,-10.782674789428711,11,2.072652023343835e-05,8,D4,6,0,16
correct,29,3,1,18.453121185302734,1,7.670446395874023,11,0.9990208148956299,1,D4,6,1,16
shuffled,29,3,1,,1,-7.170355796813965,11,0.0007681134156882763,2,D4,6,0,16
wrong_chain,29,3,1,,1,-8.166925430297852,11,0.0002836403145920485,3,D4,6,0,16
irrelevant,29,3,1,,1,-11.553892135620117,11,9.595410119800363e-06,8,D4,6,0,16
reversed,29,3,1,,1,6.870691299438477,11,0.9985589385032654,1,D4,6,1,16
none,30,3,1,,1,-10.782674789428711,11,2.072652023343835e-05,8,D4,6,0,16
correct,30,3,1,18.453121185302734,1,7.670446395874023,11,0.9990208148956299,1,D4,6,1,16
shuffled,30,3,1,,1,-7.170355796813965,11,0.0007681134156882763,2,D4,6,0,16
wrong_chain,30,3,1,,1,-8.166925430297852,11,0.0002836403145920485,3,D4,6,0,16
irrelevant,30,3,1,,1,-11.553892135620117,11,9.595410119800363e-06,8,D4,6,0,16
reversed,30,3,1,,1,6.870691299438477,11,0.9985589385032654,1,D4,6,1,16
none,31,3,1,,1,-10.782674789428711,11,2.072652023343835e-05,8,D4,6,0,16
correct,31,3,1,18.453121185302734,1,7.670446395874023,11,0.9990208148956299,1,D4,6,1,16
shuffled,31,3,1,,1,-11.176152229309082,11,1.3994311302667484e-05,10,D4,6,0,16
wrong_chain,31,3,1,,1,-8.166925430297852,11,0.0002836403145920485,3,D4,6,0,16
irrelevant,31,3,1,,1,-11.553892135620117,11,9.595410119800363e-06,8,D4,6,0,16
reversed,31,3,1,,1,6.870691299438477,11,0.9985589385032654,1,D4,6,1,16
none,32,4,1,,1,-10.420292854309082,11,2.9666663976968266e-05,21,D4,6,0,16
correct,32,4,1,17.72829246520996,1,7.307999610900879,11,0.9989995360374451,1,D4,6,1,16
shuffled,32,4,1,,1,-8.409810066223145,11,0.0002218838344560936,4,D4,6,0,16
wrong_chain,32,4,1,,1,-7.615614891052246,11,0.0004921142826788127,2,D4,6,0,16
irrelevant,32,4,1,,1,-11.329110145568848,11,1.200703172798967e-05,11,D4,6,0,16
reversed,32,4,1,,1,7.585450172424316,11,0.9991633892059326,1,D4,6,1,16
none,33,4,1,,1,-10.420292854309082,11,2.9666663976968266e-05,21,D4,6,0,16
correct,33,4,1,17.72829246520996,1,7.307999610900879,11,0.9989995360374451,1,D4,6,1,16
shuffled,33,4,1,,1,-6.925417900085449,11,0.0009809673065319657,2,D4,6,0,16
wrong_chain,33,4,1,,1,-7.615614891052246,11,0.0004921142826788127,2,D4,6,0,16
irrelevant,33,4,1,,1,-11.329110145568848,11,1.200703172798967e-05,11,D4,6,0,16
reversed,33,4,1,,1,7.585450172424316,11,0.9991633892059326,1,D4,6,1,16
none,34,4,1,,1,-10.420292854309082,11,2.9666663976968266e-05,21,D4,6,0,16
correct,34,4,1,17.72829246520996,1,7.307999610900879,11,0.9989995360374451,1,D4,6,1,16
shuffled,34,4,1,,1,-6.925417900085449,11,0.0009809673065319657,2,D4,6,0,16
wrong_chain,34,4,1,,1,-7.615614891052246,11,0.0004921142826788127,2,D4,6,0,16
irrelevant,34,4,1,,1,-11.329110145568848,11,1.200703172798967e-05,11,D4,6,0,16
reversed,34,4,1,,1,7.585450172424316,11,0.9991633892059326,1,D4,6,1,16
none,35,4,1,,1,-10.420292854309082,11,2.9666663976968266e-05,21,D4,6,0,16
correct,35,4,1,17.72829246520996,1,7.307999610900879,11,0.9989995360374451,1,D4,6,1,16
shuffled,35,4,1,,1,-8.409810066223145,11,0.0002218838344560936,4,D4,6,0,16
wrong_chain,35,4,1,,1,-7.615614891052246,11,0.0004921142826788127,2,D4,6,0,16
irrelevant,35,4,1,,1,-11.329110145568848,11,1.200703172798967e-05,11,D4,6,0,16
reversed,35,4,1,,1,7.585450172424316,11,0.9991633892059326,1,D4,6,1,16
none,36,4,1,,1,-10.420292854309082,11,2.9666663976968266e-05,21,D4,6,0,16
correct,36,4,1,17.72829246520996,1,7.307999610900879,11,0.9989995360374451,1,D4,6,1,16
shuffled,36,4,1,,1,-6.925417900085449,11,0.0009809673065319657,2,D4,6,0,16
wrong_chain,36,4,1,,1,-7.615614891052246,11,0.0004921142826788127,2,D4,6,0,16
irrelevant,36,4,1,,1,-11.329110145568848,11,1.200703172798967e-05,11,D4,6,0,16
reversed,36,4,1,,1,7.585450172424316,11,0.9991633892059326,1,D4,6,1,16
none,37,4,1,,1,-10.420292854309082,11,2.9666663976968266e-05,21,D4,6,0,16
correct,37,4,1,17.72829246520996,1,7.307999610900879,11,0.9989995360374451,1,D4,6,1,16
shuffled,37,4,1,,1,-6.925417900085449,11,0.0009809673065319657,2,D4,6,0,16
wrong_chain,37,4,1,,1,-7.615614891052246,11,0.0004921142826788127,2,D4,6,0,16
irrelevant,37,4,1,,1,-11.329110145568848,11,1.200703172798967e-05,11,D4,6,0,16
reversed,37,4,1,,1,7.585450172424316,11,0.9991633892059326,1,D4,6,1,16
none,38,4,1,,1,-10.420292854309082,11,2.9666663976968266e-05,21,D4,6,0,16
correct,38,4,1,17.72829246520996,1,7.307999610900879,11,0.9989995360374451,1,D4,6,1,16
shuffled,38,4,1,,1,-8.409810066223145,11,0.0002218838344560936,4,D4,6,0,16
wrong_chain,38,4,1,,1,-7.615614891052246,11,0.0004921142826788127,2,D4,6,0,16
irrelevant,38,4,1,,1,-11.329110145568848,11,1.200703172798967e-05,11,D4,6,0,16
reversed,38,4,1,,1,7.585450172424316,11,0.9991633892059326,1,D4,6,1,16
none,39,4,1,,1,-10.420292854309082,11,2.9666663976968266e-05,21,D4,6,0,16
correct,39,4,1,17.72829246520996,1,7.307999610900879,11,0.9989995360374451,1,D4,6,1,16
shuffled,39,4,1,,1,-6.925417900085449,11,0.0009809673065319657,2,D4,6,0,16
wrong_chain,39,4,1,,1,-7.615614891052246,11,0.0004921142826788127,2,D4,6,0,16
irrelevant,39,4,1,,1,-11.329110145568848,11,1.200703172798967e-05,11,D4,6,0,16
reversed,39,4,1,,1,7.585450172424316,11,0.9991633892059326,1,D4,6,1,16
none,40,5,1,,1,-9.953512191772461,11,4.7142533730948344e-05,15,D4,6,0,16
correct,40,5,1,18.862110137939453,1,8.908597946166992,11,0.9994621872901917,1,D4,6,1,16
shuffled,40,5,1,,1,-10.613845825195312,11,2.452859189361334e-05,10,D4,6,0,16
wrong_chain,40,5,1,,1,-5.313281059265137,11,0.004867219366133213,3,D4,6,0,16
irrelevant,40,5,1,,1,-8.696361541748047,11,0.00016695712110958993,4,D4,6,0,16
reversed,40,5,1,,1,6.470035552978516,11,0.9978406429290771,1,D4,6,1,16
none,41,5,1,,1,-9.953512191772461,11,4.7142533730948344e-05,15,D4,6,0,16
correct,41,5,1,18.862110137939453,1,8.908597946166992,11,0.9994621872901917,1,D4,6,1,16
shuffled,41,5,1,,1,-8.027335166931152,11,0.0003259195655118674,4,D4,6,0,16
wrong_chain,41,5,1,,1,-5.313281059265137,11,0.004867219366133213,3,D4,6,0,16
irrelevant,41,5,1,,1,-8.696361541748047,11,0.00016695712110958993,4,D4,6,0,16
reversed,41,5,1,,1,6.470035552978516,11,0.9978406429290771,1,D4,6,1,16
none,42,5,1,,1,-9.953512191772461,11,4.7142533730948344e-05,15,D4,6,0,16
correct,42,5,1,18.862110137939453,1,8.908597946166992,11,0.9994621872901917,1,D4,6,1,16
shuffled,42,5,1,,1,-10.613845825195312,11,2.452859189361334e-05,10,D4,6,0,16
wrong_chain,42,5,1,,1,-5.313281059265137,11,0.004867219366133213,3,D4,6,0,16
irrelevant,42,5,1,,1,-8.696361541748047,11,0.00016695712110958993,4,D4,6,0,16
reversed,42,5,1,,1,6.470035552978516,11,0.9978406429290771,1,D4,6,1,16
none,43,5,1,,1,-9.953512191772461,11,4.7142533730948344e-05,15,D4,6,0,16
correct,43,5,1,18.862110137939453,1,8.908597946166992,11,0.9994621872901917,1,D4,6,1,16
shuffled,43,5,1,,1,-10.613845825195312,11,2.452859189361334e-05,10,D4,6,0,16
wrong_chain,43,5,1,,1,-5.313281059265137,11,0.004867219366133213,3,D4,6,0,16
irrelevant,43,5,1,,1,-8.696361541748047,11,0.00016695712110958993,4,D4,6,0,16
reversed,43,5,1,,1,6.470035552978516,11,0.9978406429290771,1,D4,6,1,16
none,44,5,1,,1,-9.953512191772461,11,4.7142533730948344e-05,15,D4,6,0,16
correct,44,5,1,18.862110137939453,1,8.908597946166992,11,0.9994621872901917,1,D4,6,1,16
shuffled,44,5,1,,1,-10.613845825195312,11,2.452859189361334e-05,10,D4,6,0,16
wrong_chain,44,5,1,,1,-5.313281059265137,11,0.004867219366133213,3,D4,6,0,16
irrelevant,44,5,1,,1,-8.696361541748047,11,0.00016695712110958993,4,D4,6,0,16
reversed,44,5,1,,1,6.470035552978516,11,0.9978406429290771,1,D4,6,1,16
none,45,5,1,,1,-9.953512191772461,11,4.7142533730948344e-05,15,D4,6,0,16
correct,45,5,1,18.862110137939453,1,8.908597946166992,11,0.9994621872901917,1,D4,6,1,16
shuffled,45,5,1,,1,-10.613845825195312,11,2.452859189361334e-05,10,D4,6,0,16
wrong_chain,45,5,1,,1,-5.313281059265137,11,0.004867219366133213,3,D4,6,0,16
irrelevant,45,5,1,,1,-8.696361541748047,11,0.00016695712110958993,4,D4,6,0,16
reversed,45,5,1,,1,6.470035552978516,11,0.9978406429290771,1,D4,6,1,16
none,46,5,1,,1,-9.953512191772461,11,4.7142533730948344e-05,15,D4,6,0,16
correct,46,5,1,18.862110137939453,1,8.908597946166992,11,0.9994621872901917,1,D4,6,1,16
shuffled,46,5,1,,1,-10.613845825195312,11,2.452859189361334e-05,10,D4,6,0,16
wrong_chain,46,5,1,,1,-5.313281059265137,11,0.004867219366133213,3,D4,6,0,16
irrelevant,46,5,1,,1,-8.696361541748047,11,0.00016695712110958993,4,D4,6,0,16
reversed,46,5,1,,1,6.470035552978516,11,0.9978406429290771,1,D4,6,1,16
none,47,5,1,,1,-9.953512191772461,11,4.7142533730948344e-05,15,D4,6,0,16
correct,47,5,1,18.862110137939453,1,8.908597946166992,11,0.9994621872901917,1,D4,6,1,16
shuffled,47,5,1,,1,-10.613845825195312,11,2.452859189361334e-05,10,D4,6,0,16
wrong_chain,47,5,1,,1,-5.313281059265137,11,0.004867219366133213,3,D4,6,0,16
irrelevant,47,5,1,,1,-8.696361541748047,11,0.00016695712110958993,4,D4,6,0,16
reversed,47,5,1,,1,6.470035552978516,11,0.9978406429290771,1,D4,6,1,16
none,48,6,1,,1,-8.779436111450195,11,0.00014490378089249134,20,D4,6,0,16
correct,48,6,1,16.82277774810791,1,8.043341636657715,11,0.9992597699165344,1,D4,6,1,16
shuffled,48,6,1,,1,-7.003938674926758,11,0.0009046310442499816,3,D4,6,0,16
wrong_chain,48,6,1,,1,-4.806264877319336,11,0.008060930296778679,2,D4,6,0,16
irrelevant,48,6,1,,1,-9.491730690002441,11,7.505837857024744e-05,7,D4,6,0,16
reversed,48,6,1,,1,7.1538591384887695,11,0.9984853863716125,1,D4,6,1,16
none,49,6,1,,1,-8.779436111450195,11,0.00014490378089249134,20,D4,6,0,16
correct,49,6,1,16.82277774810791,1,8.043341636657715,11,0.9992597699165344,1,D4,6,1,16
shuffled,49,6,1,,1,-8.258356094360352,11,0.0002586902992334217,3,D4,6,0,16
wrong_chain,49,6,1,,1,-4.806264877319336,11,0.008060930296778679,2,D4,6,0,16
irrelevant,49,6,1,,1,-9.491730690002441,11,7.505837857024744e-05,7,D4,6,0,16
reversed,49,6,1,,1,7.1538591384887695,11,0.9984853863716125,1,D4,6,1,16
