architecture,budget_multiplier,elapsed_seconds,heads,loss,model_depth,model_seed,step,width
heads8,1,0.7041428089141846,8,51.60858154296875,4,11,1,64
heads8,1,31.029682874679565,8,2.645216464996338,4,11,100,64
heads8,1,58.82430911064148,8,5.053048610687256,4,11,200,64
heads8,1,85.97362685203552,8,3.9888434410095215,4,11,300,64
heads8,1,114.91403293609619,8,0.8263441920280457,4,11,400,64
heads8,1,140.91304087638855,8,0.2476310431957245,4,11,500,64
heads8,1,0.7041428089141846,8,51.60858154296875,4,11,1,64
heads8,1,31.029682874679565,8,2.645216464996338,4,11,100,64
heads8,1,58.82430911064148,8,5.053048610687256,4,11,200,64
heads8,1,85.97362685203552,8,3.9888434410095215,4,11,300,64
heads8,1,114.91403293609619,8,0.8263441920280457,4,11,400,64
heads8,1,140.91304087638855,8,0.2476310431957245,4,11,500,64
heads8,1,0.7041428089141846,8,51.60858154296875,4,11,1,64
heads8,1,31.029682874679565,8,2.645216464996338,4,11,100,64
heads8,1,58.82430911064148,8,5.053048610687256,4,11,200,64
heads8,1,85.97362685203552,8,3.9888434410095215,4,11,300,64
heads8,1,114.91403293609619,8,0.8263441920280457,4,11,400,64
heads8,1,140.91304087638855,8,0.2476310431957245,4,11,500,64
heads8,1,0.7041428089141846,8,51.60858154296875,4,11,1,64
heads8,1,31.029682874679565,8,2.645216464996338,4,11,100,64
heads8,1,58.82430911064148,8,5.053048610687256,4,11,200,64
heads8,1,85.97362685203552,8,3.9888434410095215,4,11,300,64
heads8,1,114.91403293609619,8,0.8263441920280457,4,11,400,64
heads8,1,140.91304087638855,8,0.2476310431957245,4,11,500,64
heads8,1,0.7041428089141846,8,51.60858154296875,4,11,1,64
heads8,1,31.029682874679565,8,2.645216464996338,4,11,100,64
heads8,1,58.82430911064148,8,5.053048610687256,4,11,200,64
heads8,1,85.97362685203552,8,3.9888434410095215,4,11,300,64
heads8,1,114.91403293609619,8,0.8263441920280457,4,11,400,64
heads8,1,140.91304087638855,8,0.2476310431957245,4,11,500,64
heads8,1,0.7041428089141846,8,51.60858154296875,4,11,1,64
heads8,1,31.029682874679565,8,2.645216464996338,4,11,100,64
heads8,1,58.82430911064148,8,5.053048610687256,4,11,200,64
heads8,1,85.97362685203552,8,3.9888434410095215,4,11,300,64
heads8,1,114.91403293609619,8,0.8263441920280457,4,11,400,64
heads8,1,140.91304087638855,8,0.2476310431957245,4,11,500,64
heads8,1,0.20035004615783691,8,51.3162727355957,4,23,1,64
heads8,1,29.53309917449951,8,5.596568584442139,4,23,100,64
heads8,1,57.867090940475464,8,5.045357704162598,4,23,200,64
heads8,1,85.0215711593628,8,3.649366855621338,4,23,300,64
heads8,1,113.1462790966034,8,4.060638427734375,4,23,400,64
heads8,1,141.13654613494873,8,2.8704724311828613,4,23,500,64
heads8,1,0.20035004615783691,8,51.3162727355957,4,23,1,64
heads8,1,29.53309917449951,8,5.596568584442139,4,23,100,64
heads8,1,57.867090940475464,8,5.045357704162598,4,23,200,64
heads8,1,85.0215711593628,8,3.649366855621338,4,23,300,64
heads8,1,113.1462790966034,8,4.060638427734375,4,23,400,64
heads8,1,141.13654613494873,8,2.8704724311828613,4,23,500,64
heads8,1,0.20035004615783691,8,51.3162727355957,4,23,1,64
heads8,1,29.53309917449951,8,5.596568584442139,4,23,100,64
heads8,1,57.867090940475464,8,5.045357704162598,4,23,200,64
heads8,1,85.0215711593628,8,3.649366855621338,4,23,300,64
heads8,1,113.1462790966034,8,4.060638427734375,4,23,400,64
heads8,1,141.13654613494873,8,2.8704724311828613,4,23,500,64
heads8,1,0.20035004615783691,8,51.3162727355957,4,23,1,64
heads8,1,29.53309917449951,8,5.596568584442139,4,23,100,64
heads8,1,57.867090940475464,8,5.045357704162598,4,23,200,64
heads8,1,85.0215711593628,8,3.649366855621338,4,23,300,64
heads8,1,113.1462790966034,8,4.060638427734375,4,23,400,64
heads8,1,141.13654613494873,8,2.8704724311828613,4,23,500,64
heads8,1,0.20035004615783691,8,51.3162727355957,4,23,1,64
heads8,1,29.53309917449951,8,5.596568584442139,4,23,100,64
heads8,1,57.867090940475464,8,5.045357704162598,4,23,200,64
heads8,1,85.0215711593628,8,3.649366855621338,4,23,300,64
heads8,1,113.1462790966034,8,4.060638427734375,4,23,400,64
heads8,1,141.13654613494873,8,2.8704724311828613,4,23,500,64
heads8,1,0.20035004615783691,8,51.3162727355957,4,23,1,64
heads8,1,29.53309917449951,8,5.596568584442139,4,23,100,64
heads8,1,57.867090940475464,8,5.045357704162598,4,23,200,64
heads8,1,85.0215711593628,8,3.649366855621338,4,23,300,64
heads8,1,113.1462790966034,8,4.060638427734375,4,23,400,64
heads8,1,141.13654613494873,8,2.8704724311828613,4,23,500,64
heads8,1,0.4139699935913086,8,44.180763244628906,4,37,1,64
heads8,1,26.771981954574585,8,5.72422981262207,4,37,100,64
heads8,1,56.34515190124512,8,4.146414756774902,4,37,200,64
heads8,1,83.81779408454895,8,4.2626447677612305,4,37,300,64
heads8,1,112.87448287010193,8,2.086111545562744,4,37,400,64
heads8,1,141.13842391967773,8,2.8837180137634277,4,37,500,64
heads8,1,0.4139699935913086,8,44.180763244628906,4,37,1,64
heads8,1,26.771981954574585,8,5.72422981262207,4,37,100,64
heads8,1,56.34515190124512,8,4.146414756774902,4,37,200,64
heads8,1,83.81779408454895,8,4.2626447677612305,4,37,300,64
heads8,1,112.87448287010193,8,2.086111545562744,4,37,400,64
heads8,1,141.13842391967773,8,2.8837180137634277,4,37,500,64
heads8,1,0.4139699935913086,8,44.180763244628906,4,37,1,64
heads8,1,26.771981954574585,8,5.72422981262207,4,37,100,64
heads8,1,56.34515190124512,8,4.146414756774902,4,37,200,64
heads8,1,83.81779408454895,8,4.2626447677612305,4,37,300,64
heads8,1,112.87448287010193,8,2.086111545562744,4,37,400,64
heads8,1,141.13842391967773,8,2.8837180137634277,4,37,500,64
heads8,1,0.4139699935913086,8,44.180763244628906,4,37,1,64
heads8,1,26.771981954574585,8,5.72422981262207,4,37,100,64
heads8,1,56.34515190124512,8,4.146414756774902,4,37,200,64
heads8,1,83.81779408454895,8,4.2626447677612305,4,37,300,64
heads8,1,112.87448287010193,8,2.086111545562744,4,37,400,64
heads8,1,141.13842391967773,8,2.8837180137634277,4,37,500,64
heads8,1,0.4139699935913086,8,44.180763244628906,4,37,1,64
heads8,1,26.771981954574585,8,5.72422981262207,4,37,100,64
heads8,1,56.34515190124512,8,4.146414756774902,4,37,200,64
heads8,1,83.81779408454895,8,4.2626447677612305,4,37,300,64
heads8,1,112.87448287010193,8,2.086111545562744,4,37,400,64
heads8,1,141.13842391967773,8,2.8837180137634277,4,37,500,64
heads8,1,0.4139699935913086,8,44.180763244628906,4,37,1,64
heads8,1,26.771981954574585,8,5.72422981262207,4,37,100,64
heads8,1,56.34515190124512,8,4.146414756774902,4,37,200,64
heads8,1,83.81779408454895,8,4.2626447677612305,4,37,300,64
heads8,1,112.87448287010193,8,2.086111545562744,4,37,400,64
heads8,1,141.13842391967773,8,2.8837180137634277,4,37,500,64
deep_narrow_match,1,2.61683988571167,4,35.83867645263672,12,11,1,48
deep_narrow_match,1,75.12533688545227,4,3.7299137115478516,12,11,100,48
deep_narrow_match,1,136.4202311038971,4,0.9295936822891235,12,11,200,48
deep_narrow_match,1,198.3334469795227,4,4.286966323852539,12,11,300,48
deep_narrow_match,1,260.1162049770355,4,2.239797830581665,12,11,400,48
deep_narrow_match,1,323.61843395233154,4,1.891379475593567,12,11,500,48
deep_narrow_match,1,2.61683988571167,4,35.83867645263672,12,11,1,48
deep_narrow_match,1,75.12533688545227,4,3.7299137115478516,12,11,100,48
deep_narrow_match,1,136.4202311038971,4,0.9295936822891235,12,11,200,48
deep_narrow_match,1,198.3334469795227,4,4.286966323852539,12,11,300,48
deep_narrow_match,1,260.1162049770355,4,2.239797830581665,12,11,400,48
deep_narrow_match,1,323.61843395233154,4,1.891379475593567,12,11,500,48
deep_narrow_match,1,2.61683988571167,4,35.83867645263672,12,11,1,48
deep_narrow_match,1,75.12533688545227,4,3.7299137115478516,12,11,100,48
deep_narrow_match,1,136.4202311038971,4,0.9295936822891235,12,11,200,48
deep_narrow_match,1,198.3334469795227,4,4.286966323852539,12,11,300,48
deep_narrow_match,1,260.1162049770355,4,2.239797830581665,12,11,400,48
deep_narrow_match,1,323.61843395233154,4,1.891379475593567,12,11,500,48
deep_narrow_match,1,2.61683988571167,4,35.83867645263672,12,11,1,48
deep_narrow_match,1,75.12533688545227,4,3.7299137115478516,12,11,100,48
deep_narrow_match,1,136.4202311038971,4,0.9295936822891235,12,11,200,48
deep_narrow_match,1,198.3334469795227,4,4.286966323852539,12,11,300,48
deep_narrow_match,1,260.1162049770355,4,2.239797830581665,12,11,400,48
deep_narrow_match,1,323.61843395233154,4,1.891379475593567,12,11,500,48
deep_narrow_match,1,2.61683988571167,4,35.83867645263672,12,11,1,48
deep_narrow_match,1,75.12533688545227,4,3.7299137115478516,12,11,100,48
deep_narrow_match,1,136.4202311038971,4,0.9295936822891235,12,11,200,48
deep_narrow_match,1,198.3334469795227,4,4.286966323852539,12,11,300,48
deep_narrow_match,1,260.1162049770355,4,2.239797830581665,12,11,400,48
deep_narrow_match,1,323.61843395233154,4,1.891379475593567,12,11,500,48
deep_narrow_match,1,2.61683988571167,4,35.83867645263672,12,11,1,48
deep_narrow_match,1,75.12533688545227,4,3.7299137115478516,12,11,100,48
deep_narrow_match,1,136.4202311038971,4,0.9295936822891235,12,11,200,48
deep_narrow_match,1,198.3334469795227,4,4.286966323852539,12,11,300,48
deep_narrow_match,1,260.1162049770355,4,2.239797830581665,12,11,400,48
deep_narrow_match,1,323.61843395233154,4,1.891379475593567,12,11,500,48
deep_narrow_match,1,0.7433600425720215,4,27.071399688720703,12,23,1,48
deep_narrow_match,1,62.858137130737305,4,3.4231677055358887,12,23,100,48
deep_narrow_match,1,124.14720416069031,4,1.5339829921722412,12,23,200,48
deep_narrow_match,1,185.65557193756104,4,1.4594875574111938,12,23,300,48
deep_narrow_match,1,248.01579594612122,4,4.040962219238281,12,23,400,48
deep_narrow_match,1,307.3306391239166,4,2.2244133949279785,12,23,500,48
deep_narrow_match,1,0.7433600425720215,4,27.071399688720703,12,23,1,48
deep_narrow_match,1,62.858137130737305,4,3.4231677055358887,12,23,100,48
deep_narrow_match,1,124.14720416069031,4,1.5339829921722412,12,23,200,48
deep_narrow_match,1,185.65557193756104,4,1.4594875574111938,12,23,300,48
deep_narrow_match,1,248.01579594612122,4,4.040962219238281,12,23,400,48
deep_narrow_match,1,307.3306391239166,4,2.2244133949279785,12,23,500,48
deep_narrow_match,1,0.7433600425720215,4,27.071399688720703,12,23,1,48
deep_narrow_match,1,62.858137130737305,4,3.4231677055358887,12,23,100,48
deep_narrow_match,1,124.14720416069031,4,1.5339829921722412,12,23,200,48
deep_narrow_match,1,185.65557193756104,4,1.4594875574111938,12,23,300,48
deep_narrow_match,1,248.01579594612122,4,4.040962219238281,12,23,400,48
deep_narrow_match,1,307.3306391239166,4,2.2244133949279785,12,23,500,48
deep_narrow_match,1,0.7433600425720215,4,27.071399688720703,12,23,1,48
deep_narrow_match,1,62.858137130737305,4,3.4231677055358887,12,23,100,48
deep_narrow_match,1,124.14720416069031,4,1.5339829921722412,12,23,200,48
deep_narrow_match,1,185.65557193756104,4,1.4594875574111938,12,23,300,48
deep_narrow_match,1,248.01579594612122,4,4.040962219238281,12,23,400,48
deep_narrow_match,1,307.3306391239166,4,2.2244133949279785,12,23,500,48
deep_narrow_match,1,0.7433600425720215,4,27.071399688720703,12,23,1,48
deep_narrow_match,1,62.858137130737305,4,3.4231677055358887,12,23,100,48
deep_narrow_match,1,124.14720416069031,4,1.5339829921722412,12,23,200,48
deep_narrow_match,1,185.65557193756104,4,1.4594875574111938,12,23,300,48
deep_narrow_match,1,248.01579594612122,4,4.040962219238281,12,23,400,48
deep_narrow_match,1,307.3306391239166,4,2.2244133949279785,12,23,500,48
deep_narrow_match,1,0.7433600425720215,4,27.071399688720703,12,23,1,48
deep_narrow_match,1,62.858137130737305,4,3.4231677055358887,12,23,100,48
deep_narrow_match,1,124.14720416069031,4,1.5339829921722412,12,23,200,48
deep_narrow_match,1,185.65557193756104,4,1.4594875574111938,12,23,300,48
deep_narrow_match,1,248.01579594612122,4,4.040962219238281,12,23,400,48
deep_narrow_match,1,307.3306391239166,4,2.2244133949279785,12,23,500,48
deep_narrow_match,1,0.7597119808197021,4,27.054462432861328,12,37,1,48
deep_narrow_match,1,60.79572772979736,4,5.694832801818848,12,37,100,48
deep_narrow_match,1,117.90737795829773,4,4.816903114318848,12,37,200,48
deep_narrow_match,1,177.41894578933716,4,0.7580469846725464,12,37,300,48
deep_narrow_match,1,238.96569299697876,4,3.6398985385894775,12,37,400,48
deep_narrow_match,1,297.9444568157196,4,0.5640729665756226,12,37,500,48
deep_narrow_match,1,0.7597119808197021,4,27.054462432861328,12,37,1,48
deep_narrow_match,1,60.79572772979736,4,5.694832801818848,12,37,100,48
deep_narrow_match,1,117.90737795829773,4,4.816903114318848,12,37,200,48
deep_narrow_match,1,177.41894578933716,4,0.7580469846725464,12,37,300,48
deep_narrow_match,1,238.96569299697876,4,3.6398985385894775,12,37,400,48
deep_narrow_match,1,297.9444568157196,4,0.5640729665756226,12,37,500,48
deep_narrow_match,1,0.7597119808197021,4,27.054462432861328,12,37,1,48
deep_narrow_match,1,60.79572772979736,4,5.694832801818848,12,37,100,48
deep_narrow_match,1,117.90737795829773,4,4.816903114318848,12,37,200,48
deep_narrow_match,1,177.41894578933716,4,0.7580469846725464,12,37,300,48
deep_narrow_match,1,238.96569299697876,4,3.6398985385894775,12,37,400,48
deep_narrow_match,1,297.9444568157196,4,0.5640729665756226,12,37,500,48
deep_narrow_match,1,0.7597119808197021,4,27.054462432861328,12,37,1,48
deep_narrow_match,1,60.79572772979736,4,5.694832801818848,12,37,100,48
deep_narrow_match,1,117.90737795829773,4,4.816903114318848,12,37,200,48
deep_narrow_match,1,177.41894578933716,4,0.7580469846725464,12,37,300,48
deep_narrow_match,1,238.96569299697876,4,3.6398985385894775,12,37,400,48
deep_narrow_match,1,297.9444568157196,4,0.5640729665756226,12,37,500,48
deep_narrow_match,1,0.7597119808197021,4,27.054462432861328,12,37,1,48
deep_narrow_match,1,60.79572772979736,4,5.694832801818848,12,37,100,48
deep_narrow_match,1,117.90737795829773,4,4.816903114318848,12,37,200,48
deep_narrow_match,1,177.41894578933716,4,0.7580469846725464,12,37,300,48
deep_narrow_match,1,238.96569299697876,4,3.6398985385894775,12,37,400,48
deep_narrow_match,1,297.9444568157196,4,0.5640729665756226,12,37,500,48
deep_narrow_match,1,0.7597119808197021,4,27.054462432861328,12,37,1,48
deep_narrow_match,1,60.79572772979736,4,5.694832801818848,12,37,100,48
deep_narrow_match,1,117.90737795829773,4,4.816903114318848,12,37,200,48
deep_narrow_match,1,177.41894578933716,4,0.7580469846725464,12,37,300,48
deep_narrow_match,1,238.96569299697876,4,3.6398985385894775,12,37,400,48
deep_narrow_match,1,297.9444568157196,4,0.5640729665756226,12,37,500,48
shallow_wide_match,1,3.643998146057129,4,74.9902114868164,4,11,1,96
shallow_wide_match,1,79.80620408058167,4,2.389587879180908,4,11,100,96
shallow_wide_match,1,142.19847106933594,4,4.1086273193359375,4,11,200,96
shallow_wide_match,1,204.6372697353363,4,3.1418991088867188,4,11,300,96
shallow_wide_match,1,272.5397720336914,4,2.409463882446289,4,11,400,96
shallow_wide_match,1,329.934681892395,4,5.1945085525512695,4,11,500,96
shallow_wide_match,1,3.643998146057129,4,74.9902114868164,4,11,1,96
shallow_wide_match,1,79.80620408058167,4,2.389587879180908,4,11,100,96
shallow_wide_match,1,142.19847106933594,4,4.1086273193359375,4,11,200,96
shallow_wide_match,1,204.6372697353363,4,3.1418991088867188,4,11,300,96
shallow_wide_match,1,272.5397720336914,4,2.409463882446289,4,11,400,96
shallow_wide_match,1,329.934681892395,4,5.1945085525512695,4,11,500,96
shallow_wide_match,1,3.643998146057129,4,74.9902114868164,4,11,1,96
shallow_wide_match,1,79.80620408058167,4,2.389587879180908,4,11,100,96
shallow_wide_match,1,142.19847106933594,4,4.1086273193359375,4,11,200,96
shallow_wide_match,1,204.6372697353363,4,3.1418991088867188,4,11,300,96
shallow_wide_match,1,272.5397720336914,4,2.409463882446289,4,11,400,96
shallow_wide_match,1,329.934681892395,4,5.1945085525512695,4,11,500,96
shallow_wide_match,1,3.643998146057129,4,74.9902114868164,4,11,1,96
shallow_wide_match,1,79.80620408058167,4,2.389587879180908,4,11,100,96
shallow_wide_match,1,142.19847106933594,4,4.1086273193359375,4,11,200,96
shallow_wide_match,1,204.6372697353363,4,3.1418991088867188,4,11,300,96
shallow_wide_match,1,272.5397720336914,4,2.409463882446289,4,11,400,96
shallow_wide_match,1,329.934681892395,4,5.1945085525512695,4,11,500,96
shallow_wide_match,1,3.643998146057129,4,74.9902114868164,4,11,1,96
shallow_wide_match,1,79.80620408058167,4,2.389587879180908,4,11,100,96
shallow_wide_match,1,142.19847106933594,4,4.1086273193359375,4,11,200,96
shallow_wide_match,1,204.6372697353363,4,3.1418991088867188,4,11,300,96
shallow_wide_match,1,272.5397720336914,4,2.409463882446289,4,11,400,96
shallow_wide_match,1,329.934681892395,4,5.1945085525512695,4,11,500,96
shallow_wide_match,1,3.643998146057129,4,74.9902114868164,4,11,1,96
shallow_wide_match,1,79.80620408058167,4,2.389587879180908,4,11,100,96
shallow_wide_match,1,142.19847106933594,4,4.1086273193359375,4,11,200,96
shallow_wide_match,1,204.6372697353363,4,3.1418991088867188,4,11,300,96
shallow_wide_match,1,272.5397720336914,4,2.409463882446289,4,11,400,96
shallow_wide_match,1,329.934681892395,4,5.1945085525512695,4,11,500,96
shallow_wide_match,1,0.17729902267456055,4,77.22686767578125,4,23,1,96
shallow_wide_match,1,71.32443308830261,4,5.1773457527160645,4,23,100,96
shallow_wide_match,1,139.36296105384827,4,4.744807720184326,4,23,200,96
shallow_wide_match,1,198.65261697769165,4,3.871473789215088,4,23,300,96
shallow_wide_match,1,264.8657989501953,4,4.496494293212891,4,23,400,96
shallow_wide_match,1,328.6705701351166,4,3.0382018089294434,4,23,500,96
shallow_wide_match,1,0.17729902267456055,4,77.22686767578125,4,23,1,96
shallow_wide_match,1,71.32443308830261,4,5.1773457527160645,4,23,100,96
shallow_wide_match,1,139.36296105384827,4,4.744807720184326,4,23,200,96
shallow_wide_match,1,198.65261697769165,4,3.871473789215088,4,23,300,96
shallow_wide_match,1,264.8657989501953,4,4.496494293212891,4,23,400,96
shallow_wide_match,1,328.6705701351166,4,3.0382018089294434,4,23,500,96
shallow_wide_match,1,0.17729902267456055,4,77.22686767578125,4,23,1,96
shallow_wide_match,1,71.32443308830261,4,5.1773457527160645,4,23,100,96
shallow_wide_match,1,139.36296105384827,4,4.744807720184326,4,23,200,96
shallow_wide_match,1,198.65261697769165,4,3.871473789215088,4,23,300,96
shallow_wide_match,1,264.8657989501953,4,4.496494293212891,4,23,400,96
shallow_wide_match,1,328.6705701351166,4,3.0382018089294434,4,23,500,96
shallow_wide_match,1,0.17729902267456055,4,77.22686767578125,4,23,1,96
shallow_wide_match,1,71.32443308830261,4,5.1773457527160645,4,23,100,96
shallow_wide_match,1,139.36296105384827,4,4.744807720184326,4,23,200,96
shallow_wide_match,1,198.65261697769165,4,3.871473789215088,4,23,300,96
shallow_wide_match,1,264.8657989501953,4,4.496494293212891,4,23,400,96
shallow_wide_match,1,328.6705701351166,4,3.0382018089294434,4,23,500,96
shallow_wide_match,1,0.17729902267456055,4,77.22686767578125,4,23,1,96
shallow_wide_match,1,71.32443308830261,4,5.1773457527160645,4,23,100,96
shallow_wide_match,1,139.36296105384827,4,4.744807720184326,4,23,200,96
shallow_wide_match,1,198.65261697769165,4,3.871473789215088,4,23,300,96
shallow_wide_match,1,264.8657989501953,4,4.496494293212891,4,23,400,96
shallow_wide_match,1,328.6705701351166,4,3.0382018089294434,4,23,500,96
shallow_wide_match,1,0.17729902267456055,4,77.22686767578125,4,23,1,96
shallow_wide_match,1,71.32443308830261,4,5.1773457527160645,4,23,100,96
shallow_wide_match,1,139.36296105384827,4,4.744807720184326,4,23,200,96
shallow_wide_match,1,198.65261697769165,4,3.871473789215088,4,23,300,96
shallow_wide_match,1,264.8657989501953,4,4.496494293212891,4,23,400,96
shallow_wide_match,1,328.6705701351166,4,3.0382018089294434,4,23,500,96
shallow_wide_match,1,1.4227049350738525,4,73.83724212646484,4,37,1,96
shallow_wide_match,1,62.092402935028076,4,5.522085189819336,4,37,100,96
shallow_wide_match,1,131.60155487060547,4,4.611268520355225,4,37,200,96
shallow_wide_match,1,195.68886184692383,4,4.379452705383301,4,37,300,96
shallow_wide_match,1,264.2295298576355,4,1.7555748224258423,4,37,400,96
shallow_wide_match,1,330.7058298587799,4,3.7685980796813965,4,37,500,96
shallow_wide_match,1,1.4227049350738525,4,73.83724212646484,4,37,1,96
shallow_wide_match,1,62.092402935028076,4,5.522085189819336,4,37,100,96
shallow_wide_match,1,131.60155487060547,4,4.611268520355225,4,37,200,96
shallow_wide_match,1,195.68886184692383,4,4.379452705383301,4,37,300,96
shallow_wide_match,1,264.2295298576355,4,1.7555748224258423,4,37,400,96
shallow_wide_match,1,330.7058298587799,4,3.7685980796813965,4,37,500,96
shallow_wide_match,1,1.4227049350738525,4,73.83724212646484,4,37,1,96
shallow_wide_match,1,62.092402935028076,4,5.522085189819336,4,37,100,96
shallow_wide_match,1,131.60155487060547,4,4.611268520355225,4,37,200,96
shallow_wide_match,1,195.68886184692383,4,4.379452705383301,4,37,300,96
shallow_wide_match,1,264.2295298576355,4,1.7555748224258423,4,37,400,96
shallow_wide_match,1,330.7058298587799,4,3.7685980796813965,4,37,500,96
shallow_wide_match,1,1.4227049350738525,4,73.83724212646484,4,37,1,96
shallow_wide_match,1,62.092402935028076,4,5.522085189819336,4,37,100,96
shallow_wide_match,1,131.60155487060547,4,4.611268520355225,4,37,200,96
shallow_wide_match,1,195.68886184692383,4,4.379452705383301,4,37,300,96
shallow_wide_match,1,264.2295298576355,4,1.7555748224258423,4,37,400,96
shallow_wide_match,1,330.7058298587799,4,3.7685980796813965,4,37,500,96
shallow_wide_match,1,1.4227049350738525,4,73.83724212646484,4,37,1,96
shallow_wide_match,1,62.092402935028076,4,5.522085189819336,4,37,100,96
shallow_wide_match,1,131.60155487060547,4,4.611268520355225,4,37,200,96
shallow_wide_match,1,195.68886184692383,4,4.379452705383301,4,37,300,96
shallow_wide_match,1,264.2295298576355,4,1.7555748224258423,4,37,400,96
shallow_wide_match,1,330.7058298587799,4,3.7685980796813965,4,37,500,96
shallow_wide_match,1,1.4227049350738525,4,73.83724212646484,4,37,1,96
shallow_wide_match,1,62.092402935028076,4,5.522085189819336,4,37,100,96
shallow_wide_match,1,131.60155487060547,4,4.611268520355225,4,37,200,96
shallow_wide_match,1,195.68886184692383,4,4.379452705383301,4,37,300,96
shallow_wide_match,1,264.2295298576355,4,1.7555748224258423,4,37,400,96
shallow_wide_match,1,330.7058298587799,4,3.7685980796813965,4,37,500,96
