accuracy,architecture,budget_multiplier,diagnostic_tier,heads,layers,mean_margin,model_seed,n,predicate,width
0.9583333333333334,heads8,1,medium,8,4,5.193891041808659,37,144,isAncestor,64
0.08333333333333333,heads8,1,hard,8,4,-2.7425163437922797,37,96,parent,64
0.09375,heads8,1,hard,8,4,-2.9490461871027946,37,96,grandparent,64
0.14583333333333334,heads8,1,medium,8,4,-2.9315903385480246,37,48,root,64
0.09722222222222222,heads8,1,hard,8,4,-2.8774410784244537,37,72,root,64
0.9791666666666666,heads8,1,hard,8,4,5.472765454539546,37,432,isAncestor,64
0.04861111111111111,heads8,1,hard,8,4,-3.4876822575374886,37,432,ancestor_k,64
0.4375,deep_narrow_match,1,easy,4,12,-0.4971167321006457,11,96,parent,48
0.17708333333333334,deep_narrow_match,1,easy,4,12,-2.081412635743618,11,96,grandparent,48
0.18055555555555555,deep_narrow_match,1,easy,4,12,-2.0718460149235196,11,72,root,48
0.2777777777777778,deep_narrow_match,1,easy,4,12,-1.5746387855874167,11,144,ancestor_k,48
0.5,deep_narrow_match,1,easy,4,12,1.3886302477783627,11,144,isAncestor,48
0.3055555555555556,deep_narrow_match,1,medium,4,12,-0.9937335583898756,11,72,parent,48
0.125,deep_narrow_match,1,medium,4,12,-1.9511069423622556,11,72,grandparent,48
0.13194444444444445,deep_narrow_match,1,medium,4,12,-2.335854654510816,11,144,ancestor_k,48
0.5,deep_narrow_match,1,medium,4,12,1.5640948282347784,11,144,isAncestor,48
0.3020833333333333,deep_narrow_match,1,hard,4,12,-1.2426202520728111,11,96,parent,48
0.08333333333333333,deep_narrow_match,1,hard,4,12,-2.5387317488590875,11,96,grandparent,48
0.08333333333333333,deep_narrow_match,1,medium,4,12,-2.6301627357800803,11,48,root,48
0.041666666666666664,deep_narrow_match,1,hard,4,12,-3.3743649356895022,11,72,root,48
0.5,deep_narrow_match,1,hard,4,12,1.22476010300495,11,432,isAncestor,48
0.06712962962962964,deep_narrow_match,1,hard,4,12,-3.2392977862446397,11,432,ancestor_k,48
0.3125,deep_narrow_match,1,easy,4,12,-1.305003156264623,23,96,parent,48
0.16666666666666666,deep_narrow_match,1,easy,4,12,-2.0371711924672127,23,96,grandparent,48
0.09722222222222222,deep_narrow_match,1,easy,4,12,-2.4401354789733887,23,72,root,48
0.3055555555555556,deep_narrow_match,1,easy,4,12,-1.5241425981124241,23,144,ancestor_k,48
0.9652777777777778,deep_narrow_match,1,easy,4,12,4.27330020070076,23,144,isAncestor,48
0.125,deep_narrow_match,1,medium,4,12,-2.0373131367895336,23,72,parent,48
0.041666666666666664,deep_narrow_match,1,medium,4,12,-2.6130718688170114,23,72,grandparent,48
0.13194444444444445,deep_narrow_match,1,medium,4,12,-2.1859683841466904,23,144,ancestor_k,48
0.875,deep_narrow_match,1,medium,4,12,3.869467278321584,23,144,isAncestor,48
0.08333333333333333,deep_narrow_match,1,hard,4,12,-3.0090856129924455,23,96,parent,48
0.041666666666666664,deep_narrow_match,1,hard,4,12,-3.1592781444390616,23,96,grandparent,48
0.08333333333333333,deep_narrow_match,1,medium,4,12,-3.029545227686564,23,48,root,48
0.027777777777777776,deep_narrow_match,1,hard,4,12,-3.5547732743952007,23,72,root,48
0.8796296296296297,deep_narrow_match,1,hard,4,12,3.759550070321118,23,432,isAncestor,48
0.037037037037037035,deep_narrow_match,1,hard,4,12,-3.0320286314796516,23,432,ancestor_k,48
0.23958333333333334,deep_narrow_match,1,easy,4,12,-1.6296046872933705,37,96,parent,48
0.14583333333333334,deep_narrow_match,1,easy,4,12,-2.0216578965385756,37,96,grandparent,48
0.1388888888888889,deep_narrow_match,1,easy,4,12,-2.220693204138014,37,72,root,48
0.25,deep_narrow_match,1,easy,4,12,-1.6405870450867548,37,144,ancestor_k,48
0.75,deep_narrow_match,1,easy,4,12,0.5423063768280877,37,144,isAncestor,48
0.1527777777777778,deep_narrow_match,1,medium,4,12,-2.06694386071629,37,72,parent,48
0.013888888888888888,deep_narrow_match,1,medium,4,12,-2.5198884109656015,37,72,grandparent,48
0.10416666666666667,deep_narrow_match,1,medium,4,12,-2.4154420644044876,37,144,ancestor_k,48
0.7708333333333334,deep_narrow_match,1,medium,4,12,0.611081427998013,37,144,isAncestor,48
0.052083333333333336,deep_narrow_match,1,hard,4,12,-2.7181416526436806,37,96,parent,48
0.052083333333333336,deep_narrow_match,1,hard,4,12,-2.7848650589585304,37,96,grandparent,48
0.041666666666666664,deep_narrow_match,1,medium,4,12,-3.2612806955973306,37,48,root,48
0.05555555555555555,deep_narrow_match,1,hard,4,12,-3.1591003040472665,37,72,root,48
0.5949074074074074,deep_narrow_match,1,hard,4,12,0.5032431041752851,37,432,isAncestor,48
0.05787037037037037,deep_narrow_match,1,hard,4,12,-2.8189018490137876,37,432,ancestor_k,48
0.3020833333333333,shallow_wide_match,1,easy,4,4,-1.8793001969655354,11,96,parent,96
0.19791666666666666,shallow_wide_match,1,easy,4,4,-2.5417049576838813,11,96,grandparent,96
0.2361111111111111,shallow_wide_match,1,easy,4,4,-2.2250356343057422,11,72,root,96
0.2708333333333333,shallow_wide_match,1,easy,4,4,-1.8857401543193393,11,144,ancestor_k,96
0.5,shallow_wide_match,1,easy,4,4,0.4848521285586887,11,144,isAncestor,96
0.16666666666666666,shallow_wide_match,1,medium,4,4,-2.9213384985923767,11,72,parent,96
0.05555555555555555,shallow_wide_match,1,medium,4,4,-3.2145382033454046,11,72,grandparent,96
0.18055555555555555,shallow_wide_match,1,medium,4,4,-2.6154853436681957,11,144,ancestor_k,96
0.5,shallow_wide_match,1,medium,4,4,0.3220425645510356,11,144,isAncestor,96
0.07291666666666667,shallow_wide_match,1,hard,4,4,-4.315536732474963,11,96,parent,96
0.052083333333333336,shallow_wide_match,1,hard,4,4,-4.478300352891286,11,96,grandparent,96
0.125,shallow_wide_match,1,medium,4,4,-3.42822195092837,11,48,root,96
0.1527777777777778,shallow_wide_match,1,hard,4,4,-3.332901550663842,11,72,root,96
0.4976851851851852,shallow_wide_match,1,hard,4,4,0.49772043029467267,11,432,isAncestor,96
0.06944444444444445,shallow_wide_match,1,hard,4,4,-4.482327040698793,11,432,ancestor_k,96
0.2604166666666667,shallow_wide_match,1,easy,4,4,-2.334503635764122,23,96,parent,96
0.23958333333333334,shallow_wide_match,1,easy,4,4,-1.608689159154892,23,96,grandparent,96
0.20833333333333334,shallow_wide_match,1,easy,4,4,-1.7880285912089877,23,72,root,96
0.3263888888888889,shallow_wide_match,1,easy,4,4,-1.4545643627643585,23,144,ancestor_k,96
0.9583333333333334,shallow_wide_match,1,easy,4,4,6.6673009395599365,23,144,isAncestor,96
0.16666666666666666,shallow_wide_match,1,medium,4,4,-2.7247183654043408,23,72,parent,96
0.125,shallow_wide_match,1,medium,4,4,-2.5367526875601873,23,72,grandparent,96
0.16666666666666666,shallow_wide_match,1,medium,4,4,-2.558532065815396,23,144,ancestor_k,96
0.9722222222222222,shallow_wide_match,1,medium,4,4,6.376878029770321,23,144,isAncestor,96
0.11458333333333333,shallow_wide_match,1,hard,4,4,-3.4187616805235543,23,96,parent,96
0.125,shallow_wide_match,1,hard,4,4,-3.0758183946212134,23,96,grandparent,96
0.16666666666666666,shallow_wide_match,1,medium,4,4,-2.6838320791721344,23,48,root,96
0.125,shallow_wide_match,1,hard,4,4,-3.1853049861060247,23,72,root,96
0.9930555555555556,shallow_wide_match,1,hard,4,4,7.002996623516083,23,432,isAncestor,96
0.06481481481481481,shallow_wide_match,1,hard,4,4,-3.633327551462032,23,432,ancestor_k,96
0.22916666666666666,shallow_wide_match,1,easy,4,4,-2.202448792755604,37,96,parent,96
0.2708333333333333,shallow_wide_match,1,easy,4,4,-2.174909328420957,37,96,grandparent,96
0.2916666666666667,shallow_wide_match,1,easy,4,4,-2.377249174647861,37,72,root,96
0.2638888888888889,shallow_wide_match,1,easy,4,4,-2.0519830882549286,37,144,ancestor_k,96
0.5,shallow_wide_match,1,easy,4,4,-0.20425471001201206,37,144,isAncestor,96
0.125,shallow_wide_match,1,medium,4,4,-2.8458312816090054,37,72,parent,96
0.1111111111111111,shallow_wide_match,1,medium,4,4,-2.9688249826431274,37,72,grandparent,96
0.11805555555555555,shallow_wide_match,1,medium,4,4,-2.9466270721620984,37,144,ancestor_k,96
0.5,shallow_wide_match,1,medium,4,4,-0.2924489710066054,37,144,isAncestor,96
0.10416666666666667,shallow_wide_match,1,hard,4,4,-3.3956321626901627,37,96,parent,96
0.07291666666666667,shallow_wide_match,1,hard,4,4,-4.004278500874837,37,96,grandparent,96
0.10416666666666667,shallow_wide_match,1,medium,4,4,-4.107350647449493,37,48,root,96
0.08333333333333333,shallow_wide_match,1,hard,4,4,-4.086461077133815,37,72,root,96
0.5,shallow_wide_match,1,hard,4,4,-0.39488907544701185,37,432,isAncestor,96
0.06481481481481481,shallow_wide_match,1,hard,4,4,-3.9519087970256805,37,432,ancestor_k,96
