axis,cell_id,dependency_span,example_index,family_id,final_margin,final_rank,first_top1_layer,first_top1_location,first_top1_stage,generator_family,head_count,model_depth,model_seed,model_width,nuisance_count,parameter_count,predictive_order,raw_length,requested_dependency_span,stable_top1_layer,stable_top1_location,stable_top1_stage,top1_correct,training_budget,training_steps
predictive_order,3c1c7bde239d,1,0,"p1:(2,):0",8.161219596862793,1,1,post_sa,1,necessary_pattern,4,8,11,32,0,77632,1,12,4,5,post_sa,9,1,2,800
predictive_order,3c1c7bde239d,1,1,"p1:(3,):1",4.845447540283203,1,1,post_sa,1,necessary_pattern,4,8,11,32,0,77632,1,12,4,7,post_sa,13,1,2,800
predictive_order,3c1c7bde239d,1,2,"p1:(3,):2",4.845447540283203,1,1,post_sa,1,necessary_pattern,4,8,11,32,0,77632,1,12,4,7,post_sa,13,1,2,800
predictive_order,3c1c7bde239d,1,3,"p1:(1,):3",8.718923568725586,1,3,post_ff,6,necessary_pattern,4,8,11,32,0,77632,1,12,4,5,post_sa,9,1,2,800
predictive_order,3c1c7bde239d,1,4,"p1:(2,):4",8.161219596862793,1,1,post_sa,1,necessary_pattern,4,8,11,32,0,77632,1,12,4,5,post_sa,9,1,2,800
predictive_order,3c1c7bde239d,1,5,"p1:(0,):5",11.399691581726074,1,1,post_sa,1,necessary_pattern,4,8,11,32,0,77632,1,12,4,6,post_sa,11,1,2,800
predictive_order,3c1c7bde239d,1,6,"p1:(3,):6",4.845447540283203,1,1,post_sa,1,necessary_pattern,4,8,11,32,0,77632,1,12,4,7,post_sa,13,1,2,800
predictive_order,3c1c7bde239d,1,7,"p1:(2,):7",8.161219596862793,1,1,post_sa,1,necessary_pattern,4,8,11,32,0,77632,1,12,4,5,post_sa,9,1,2,800
predictive_order,3c1c7bde239d,1,8,"p1:(2,):8",8.161219596862793,1,1,post_sa,1,necessary_pattern,4,8,11,32,0,77632,1,12,4,5,post_sa,9,1,2,800
predictive_order,3c1c7bde239d,1,9,"p1:(2,):9",8.161219596862793,1,1,post_sa,1,necessary_pattern,4,8,11,32,0,77632,1,12,4,5,post_sa,9,1,2,800
predictive_order,3c1c7bde239d,1,10,"p1:(1,):10",8.718923568725586,1,3,post_ff,6,necessary_pattern,4,8,11,32,0,77632,1,12,4,5,post_sa,9,1,2,800
predictive_order,3c1c7bde239d,1,11,"p1:(0,):11",11.399691581726074,1,1,post_sa,1,necessary_pattern,4,8,11,32,0,77632,1,12,4,6,post_sa,11,1,2,800
predictive_order,3c1c7bde239d,1,12,"p1:(0,):12",11.399691581726074,1,1,post_sa,1,necessary_pattern,4,8,11,32,0,77632,1,12,4,6,post_sa,11,1,2,800
predictive_order,3c1c7bde239d,1,13,"p1:(0,):13",11.399691581726074,1,1,post_sa,1,necessary_pattern,4,8,11,32,0,77632,1,12,4,6,post_sa,11,1,2,800
predictive_order,3c1c7bde239d,1,14,"p1:(0,):14",11.399691581726074,1,1,post_sa,1,necessary_pattern,4,8,11,32,0,77632,1,12,4,6,post_sa,11,1,2,800
predictive_order,3c1c7bde239d,1,15,"p1:(1,):15",8.718923568725586,1,3,post_ff,6,necessary_pattern,4,8,11,32,0,77632,1,12,4,5,post_sa,9,1,2,800
predictive_order,3c1c7bde239d,1,16,"p1:(3,):0",4.845447540283203,1,1,post_sa,1,necessary_pattern,4,8,11,32,0,77632,1,12,4,7,post_sa,13,1,2,800
predictive_order,3c1c7bde239d,1,17,"p1:(2,):1",8.161219596862793,1,1,post_sa,1,necessary_pattern,4,8,11,32,0,77632,1,12,4,5,post_sa,9,1,2,800
predictive_order,3c1c7bde239d,1,18,"p1:(1,):2",8.718923568725586,1,3,post_ff,6,necessary_pattern,4,8,11,32,0,77632,1,12,4,5,post_sa,9,1,2,800
predictive_order,3c1c7bde239d,1,19,"p1:(0,):3",11.399691581726074,1,1,post_sa,1,necessary_pattern,4,8,11,32,0,77632,1,12,4,6,post_sa,11,1,2,800
predictive_order,3c1c7bde239d,1,20,"p1:(0,):4",11.399691581726074,1,1,post_sa,1,necessary_pattern,4,8,11,32,0,77632,1,12,4,6,post_sa,11,1,2,800
predictive_order,3c1c7bde239d,1,21,"p1:(2,):5",8.161219596862793,1,1,post_sa,1,necessary_pattern,4,8,11,32,0,77632,1,12,4,5,post_sa,9,1,2,800
predictive_order,3c1c7bde239d,1,22,"p1:(3,):6",4.845447540283203,1,1,post_sa,1,necessary_pattern,4,8,11,32,0,77632,1,12,4,7,post_sa,13,1,2,800
predictive_order,3c1c7bde239d,1,23,"p1:(1,):7",8.718923568725586,1,3,post_ff,6,necessary_pattern,4,8,11,32,0,77632,1,12,4,5,post_sa,9,1,2,800
predictive_order,3c1c7bde239d,1,24,"p1:(1,):8",8.718923568725586,1,3,post_ff,6,necessary_pattern,4,8,11,32,0,77632,1,12,4,5,post_sa,9,1,2,800
predictive_order,3c1c7bde239d,1,25,"p1:(2,):9",8.161219596862793,1,1,post_sa,1,necessary_pattern,4,8,11,32,0,77632,1,12,4,5,post_sa,9,1,2,800
predictive_order,3c1c7bde239d,1,26,"p1:(0,):10",11.399691581726074,1,1,post_sa,1,necessary_pattern,4,8,11,32,0,77632,1,12,4,6,post_sa,11,1,2,800
predictive_order,3c1c7bde239d,1,27,"p1:(3,):11",4.845447540283203,1,1,post_sa,1,necessary_pattern,4,8,11,32,0,77632,1,12,4,7,post_sa,13,1,2,800
predictive_order,3c1c7bde239d,1,28,"p1:(3,):12",4.845447540283203,1,1,post_sa,1,necessary_pattern,4,8,11,32,0,77632,1,12,4,7,post_sa,13,1,2,800
predictive_order,3c1c7bde239d,1,29,"p1:(2,):13",8.161219596862793,1,1,post_sa,1,necessary_pattern,4,8,11,32,0,77632,1,12,4,5,post_sa,9,1,2,800
predictive_order,3c1c7bde239d,1,30,"p1:(2,):14",8.161219596862793,1,1,post_sa,1,necessary_pattern,4,8,11,32,0,77632,1,12,4,5,post_sa,9,1,2,800
predictive_order,3c1c7bde239d,1,31,"p1:(3,):15",4.845447540283203,1,1,post_sa,1,necessary_pattern,4,8,11,32,0,77632,1,12,4,7,post_sa,13,1,2,800
predictive_order,f306bd7c1d91,4,32,"p2:(1, 1):0",5.636011123657227,1,2,post_sa,3,necessary_pattern,4,8,11,32,0,77632,2,12,4,2,post_sa,3,1,2,800
predictive_order,f306bd7c1d91,4,33,"p2:(2, 0):1",10.334580421447754,1,1,post_sa,1,necessary_pattern,4,8,11,32,0,77632,2,12,4,1,post_sa,1,1,2,800
predictive_order,f306bd7c1d91,4,34,"p2:(0, 0):2",12.137787818908691,1,1,post_sa,1,necessary_pattern,4,8,11,32,0,77632,2,12,4,5,post_sa,9,1,2,800
predictive_order,f306bd7c1d91,4,35,"p2:(1, 0):3",13.698873519897461,1,2,post_sa,3,necessary_pattern,4,8,11,32,0,77632,2,12,4,2,post_sa,3,1,2,800
predictive_order,f306bd7c1d91,4,36,"p2:(3, 3):4",11.996419906616211,1,2,post_sa,3,necessary_pattern,4,8,11,32,0,77632,2,12,4,2,post_sa,3,1,2,800
predictive_order,f306bd7c1d91,4,37,"p2:(3, 3):5",11.996419906616211,1,2,post_sa,3,necessary_pattern,4,8,11,32,0,77632,2,12,4,2,post_sa,3,1,2,800
predictive_order,f306bd7c1d91,4,38,"p2:(3, 2):6",13.454395294189453,1,2,post_ff,4,necessary_pattern,4,8,11,32,0,77632,2,12,4,2,post_ff,4,1,2,800
predictive_order,f306bd7c1d91,4,39,"p2:(3, 2):7",13.454395294189453,1,2,post_ff,4,necessary_pattern,4,8,11,32,0,77632,2,12,4,2,post_ff,4,1,2,800
predictive_order,f306bd7c1d91,4,40,"p2:(2, 0):8",10.334580421447754,1,1,post_sa,1,necessary_pattern,4,8,11,32,0,77632,2,12,4,1,post_sa,1,1,2,800
predictive_order,f306bd7c1d91,4,41,"p2:(1, 3):9",11.222274780273438,1,3,post_sa,5,necessary_pattern,4,8,11,32,0,77632,2,12,4,7,post_sa,13,1,2,800
predictive_order,f306bd7c1d91,4,42,"p2:(0, 1):10",10.738061904907227,1,2,post_sa,3,necessary_pattern,4,8,11,32,0,77632,2,12,4,2,post_sa,3,1,2,800
predictive_order,f306bd7c1d91,4,43,"p2:(0, 2):11",12.451136589050293,1,1,post_sa,1,necessary_pattern,4,8,11,32,0,77632,2,12,4,1,post_sa,1,1,2,800
predictive_order,f306bd7c1d91,4,44,"p2:(3, 0):12",12.433037757873535,1,1,post_sa,1,necessary_pattern,4,8,11,32,0,77632,2,12,4,5,post_ff,10,1,2,800
predictive_order,f306bd7c1d91,4,45,"p2:(1, 0):13",13.698873519897461,1,2,post_sa,3,necessary_pattern,4,8,11,32,0,77632,2,12,4,2,post_sa,3,1,2,800
predictive_order,f306bd7c1d91,4,46,"p2:(0, 1):14",10.738061904907227,1,2,post_sa,3,necessary_pattern,4,8,11,32,0,77632,2,12,4,2,post_sa,3,1,2,800
predictive_order,f306bd7c1d91,4,47,"p2:(3, 1):15",9.079839706420898,1,7,post_sa,13,necessary_pattern,4,8,11,32,0,77632,2,12,4,7,post_sa,13,1,2,800
predictive_order,f306bd7c1d91,4,48,"p2:(0, 0):0",12.137787818908691,1,1,post_sa,1,necessary_pattern,4,8,11,32,0,77632,2,12,4,5,post_sa,9,1,2,800
predictive_order,f306bd7c1d91,4,49,"p2:(0, 0):1",12.137787818908691,1,1,post_sa,1,necessary_pattern,4,8,11,32,0,77632,2,12,4,5,post_sa,9,1,2,800
predictive_order,f306bd7c1d91,4,50,"p2:(3, 2):2",13.454395294189453,1,2,post_ff,4,necessary_pattern,4,8,11,32,0,77632,2,12,4,2,post_ff,4,1,2,800
predictive_order,f306bd7c1d91,4,51,"p2:(3, 2):3",13.454395294189453,1,2,post_ff,4,necessary_pattern,4,8,11,32,0,77632,2,12,4,2,post_ff,4,1,2,800
predictive_order,f306bd7c1d91,4,52,"p2:(3, 1):4",9.079839706420898,1,7,post_sa,13,necessary_pattern,4,8,11,32,0,77632,2,12,4,7,post_sa,13,1,2,800
predictive_order,f306bd7c1d91,4,53,"p2:(0, 1):5",10.738061904907227,1,2,post_sa,3,necessary_pattern,4,8,11,32,0,77632,2,12,4,2,post_sa,3,1,2,800
predictive_order,f306bd7c1d91,4,54,"p2:(2, 0):6",10.334580421447754,1,1,post_sa,1,necessary_pattern,4,8,11,32,0,77632,2,12,4,1,post_sa,1,1,2,800
predictive_order,f306bd7c1d91,4,55,"p2:(1, 3):7",11.222274780273438,1,3,post_sa,5,necessary_pattern,4,8,11,32,0,77632,2,12,4,7,post_sa,13,1,2,800
predictive_order,f306bd7c1d91,4,56,"p2:(3, 2):8",13.454395294189453,1,2,post_ff,4,necessary_pattern,4,8,11,32,0,77632,2,12,4,2,post_ff,4,1,2,800
predictive_order,f306bd7c1d91,4,57,"p2:(3, 3):9",11.996419906616211,1,2,post_sa,3,necessary_pattern,4,8,11,32,0,77632,2,12,4,2,post_sa,3,1,2,800
predictive_order,f306bd7c1d91,4,58,"p2:(3, 0):10",12.433037757873535,1,1,post_sa,1,necessary_pattern,4,8,11,32,0,77632,2,12,4,5,post_ff,10,1,2,800
predictive_order,f306bd7c1d91,4,59,"p2:(2, 3):11",13.487852096557617,1,2,post_sa,3,necessary_pattern,4,8,11,32,0,77632,2,12,4,2,post_sa,3,1,2,800
predictive_order,f306bd7c1d91,4,60,"p2:(2, 2):12",10.87663745880127,1,6,post_ff,12,necessary_pattern,4,8,11,32,0,77632,2,12,4,6,post_ff,12,1,2,800
predictive_order,f306bd7c1d91,4,61,"p2:(3, 0):13",12.433037757873535,1,1,post_sa,1,necessary_pattern,4,8,11,32,0,77632,2,12,4,5,post_ff,10,1,2,800
predictive_order,f306bd7c1d91,4,62,"p2:(0, 3):14",12.197927474975586,1,1,post_sa,1,necessary_pattern,4,8,11,32,0,77632,2,12,4,1,post_sa,1,1,2,800
predictive_order,f306bd7c1d91,4,63,"p2:(2, 2):15",10.87663745880127,1,6,post_ff,12,necessary_pattern,4,8,11,32,0,77632,2,12,4,6,post_ff,12,1,2,800
predictive_order,2368e64e6ae0,4,64,"p3:(3, 2, 2):0",-0.03490924835205078,3,1,post_sa,1,necessary_pattern,4,8,11,32,0,77632,3,12,4,,,,0,2,800
predictive_order,2368e64e6ae0,4,65,"p3:(0, 2, 3):1",3.266961097717285,1,2,post_sa,3,necessary_pattern,4,8,11,32,0,77632,3,12,4,2,post_sa,3,1,2,800
predictive_order,2368e64e6ae0,4,66,"p3:(3, 0, 0):2",6.128536224365234,1,1,post_sa,1,necessary_pattern,4,8,11,32,0,77632,3,12,4,1,post_sa,1,1,2,800
predictive_order,2368e64e6ae0,4,67,"p3:(1, 2, 2):3",0.5505771636962891,1,7,post_sa,13,necessary_pattern,4,8,11,32,0,77632,3,12,4,7,post_sa,13,1,2,800
predictive_order,2368e64e6ae0,4,68,"p3:(3, 3, 1):4",-0.009840011596679688,2,1,post_sa,1,necessary_pattern,4,8,11,32,0,77632,3,12,4,,,,0,2,800
predictive_order,2368e64e6ae0,4,69,"p3:(3, 2, 3):5",-2.0698776245117188,4,,,,necessary_pattern,4,8,11,32,0,77632,3,12,4,,,,0,2,800
predictive_order,2368e64e6ae0,4,70,"p3:(0, 0, 0):6",2.7137413024902344,1,1,post_sa,1,necessary_pattern,4,8,11,32,0,77632,3,12,4,1,post_sa,1,1,2,800
predictive_order,2368e64e6ae0,4,71,"p3:(0, 1, 3):7",-3.00057315826416,2,,,,necessary_pattern,4,8,11,32,0,77632,3,12,4,,,,0,2,800
predictive_order,2368e64e6ae0,4,72,"p3:(1, 3, 1):8",0.8257322311401367,1,5,post_ff,10,necessary_pattern,4,8,11,32,0,77632,3,12,4,5,post_ff,10,1,2,800
predictive_order,2368e64e6ae0,4,73,"p3:(3, 3, 0):9",6.0726165771484375,1,2,post_sa,3,necessary_pattern,4,8,11,32,0,77632,3,12,4,2,post_sa,3,1,2,800
predictive_order,2368e64e6ae0,4,74,"p3:(2, 3, 1):10",0.38202667236328125,1,2,post_sa,3,necessary_pattern,4,8,11,32,0,77632,3,12,4,2,post_sa,3,1,2,800
predictive_order,2368e64e6ae0,4,75,"p3:(3, 1, 3):11",1.1613883972167969,1,1,post_sa,1,necessary_pattern,4,8,11,32,0,77632,3,12,4,1,post_sa,1,1,2,800
predictive_order,2368e64e6ae0,4,76,"p3:(0, 2, 0):12",1.6790037155151367,1,1,post_sa,1,necessary_pattern,4,8,11,32,0,77632,3,12,4,1,post_sa,1,1,2,800
predictive_order,2368e64e6ae0,4,77,"p3:(2, 2, 3):13",5.858364105224609,1,1,post_sa,1,necessary_pattern,4,8,11,32,0,77632,3,12,4,1,post_sa,1,1,2,800
predictive_order,2368e64e6ae0,4,78,"p3:(0, 0, 3):14",-0.12145423889160156,2,1,post_sa,1,necessary_pattern,4,8,11,32,0,77632,3,12,4,,,,0,2,800
predictive_order,2368e64e6ae0,4,79,"p3:(3, 2, 1):15",1.2121639251708984,1,2,post_sa,3,necessary_pattern,4,8,11,32,0,77632,3,12,4,2,post_sa,3,1,2,800
predictive_order,2368e64e6ae0,4,80,"p3:(3, 0, 0):0",6.128536224365234,1,1,post_sa,1,necessary_pattern,4,8,11,32,0,77632,3,12,4,1,post_sa,1,1,2,800
predictive_order,2368e64e6ae0,4,81,"p3:(0, 2, 1):1",-0.7571945190429688,3,,,,necessary_pattern,4,8,11,32,0,77632,3,12,4,,,,0,2,800
predictive_order,2368e64e6ae0,4,82,"p3:(1, 2, 3):2",-4.038402557373047,4,,,,necessary_pattern,4,8,11,32,0,77632,3,12,4,,,,0,2,800
predictive_order,2368e64e6ae0,4,83,"p3:(1, 2, 1):3",-0.4920377731323242,3,1,post_ff,2,necessary_pattern,4,8,11,32,0,77632,3,12,4,,,,0,2,800
predictive_order,2368e64e6ae0,4,84,"p3:(3, 3, 0):4",6.0726165771484375,1,2,post_sa,3,necessary_pattern,4,8,11,32,0,77632,3,12,4,2,post_sa,3,1,2,800
predictive_order,2368e64e6ae0,4,85,"p3:(1, 1, 2):5",-1.0934123992919922,4,2,post_ff,4,necessary_pattern,4,8,11,32,0,77632,3,12,4,,,,0,2,800
predictive_order,2368e64e6ae0,4,86,"p3:(3, 1, 1):6",1.7683277130126953,1,5,post_sa,9,necessary_pattern,4,8,11,32,0,77632,3,12,4,5,post_sa,9,1,2,800
predictive_order,2368e64e6ae0,4,87,"p3:(3, 0, 3):7",-1.5896539688110352,3,,,,necessary_pattern,4,8,11,32,0,77632,3,12,4,,,,0,2,800
predictive_order,2368e64e6ae0,4,88,"p3:(3, 2, 3):8",-2.0698776245117188,4,,,,necessary_pattern,4,8,11,32,0,77632,3,12,4,,,,0,2,800
predictive_order,2368e64e6ae0,4,89,"p3:(2, 2, 3):9",5.858364105224609,1,1,post_sa,1,necessary_pattern,4,8,11,32,0,77632,3,12,4,1,post_sa,1,1,2,800
predictive_order,2368e64e6ae0,4,90,"p3:(2, 0, 3):10",2.783203125,1,3,post_sa,5,necessary_pattern,4,8,11,32,0,77632,3,12,4,3,post_sa,5,1,2,800
predictive_order,2368e64e6ae0,4,91,"p3:(3, 2, 1):11",1.2121639251708984,1,2,post_sa,3,necessary_pattern,4,8,11,32,0,77632,3,12,4,2,post_sa,3,1,2,800
predictive_order,2368e64e6ae0,4,92,"p3:(1, 1, 1):12",-0.08554935455322266,2,1,post_sa,1,necessary_pattern,4,8,11,32,0,77632,3,12,4,,,,0,2,800
predictive_order,2368e64e6ae0,4,93,"p3:(2, 3, 3):13",-2.0966100692749023,4,,,,necessary_pattern,4,8,11,32,0,77632,3,12,4,,,,0,2,800
predictive_order,2368e64e6ae0,4,94,"p3:(1, 2, 2):14",0.5505771636962891,1,7,post_sa,13,necessary_pattern,4,8,11,32,0,77632,3,12,4,7,post_sa,13,1,2,800
predictive_order,2368e64e6ae0,4,95,"p3:(0, 1, 1):15",0.5939855575561523,1,2,post_ff,4,necessary_pattern,4,8,11,32,0,77632,3,12,4,2,post_ff,4,1,2,800
predictive_order,ecae3be4326f,4,96,"p4:(2, 3, 2, 3):0",-0.1394500732421875,2,2,post_sa,3,necessary_pattern,4,8,11,32,0,77632,4,12,4,,,,0,2,800
predictive_order,ecae3be4326f,4,97,"p4:(0, 0, 2, 0):1",-0.8860483169555664,2,1,post_sa,1,necessary_pattern,4,8,11,32,0,77632,4,12,4,,,,0,2,800
predictive_order,ecae3be4326f,4,98,"p4:(2, 3, 3, 3):2",-0.4367380142211914,2,1,post_sa,1,necessary_pattern,4,8,11,32,0,77632,4,12,4,,,,0,2,800
predictive_order,ecae3be4326f,4,99,"p4:(0, 1, 2, 3):3",0.1588430404663086,1,2,post_ff,4,necessary_pattern,4,8,11,32,0,77632,4,12,4,2,post_ff,4,1,2,800
predictive_order,ecae3be4326f,4,100,"p4:(1, 3, 3, 2):4",1.0536842346191406,1,5,post_sa,9,necessary_pattern,4,8,11,32,0,77632,4,12,4,5,post_sa,9,1,2,800
predictive_order,ecae3be4326f,4,101,"p4:(2, 2, 1, 3):5",-1.4154672622680664,4,2,post_sa,3,necessary_pattern,4,8,11,32,0,77632,4,12,4,,,,0,2,800
predictive_order,ecae3be4326f,4,102,"p4:(2, 1, 3, 2):6",-2.3389081954956055,4,,,,necessary_pattern,4,8,11,32,0,77632,4,12,4,,,,0,2,800
predictive_order,ecae3be4326f,4,103,"p4:(3, 1, 2, 1):7",-1.4488286972045898,3,1,post_sa,1,necessary_pattern,4,8,11,32,0,77632,4,12,4,,,,0,2,800
predictive_order,ecae3be4326f,4,104,"p4:(2, 0, 1, 0):8",-0.5161933898925781,2,2,post_sa,3,necessary_pattern,4,8,11,32,0,77632,4,12,4,,,,0,2,800
predictive_order,ecae3be4326f,4,105,"p4:(0, 3, 2, 0):9",0.4468402862548828,1,7,post_sa,13,necessary_pattern,4,8,11,32,0,77632,4,12,4,7,post_sa,13,1,2,800
predictive_order,ecae3be4326f,4,106,"p4:(1, 0, 3, 3):10",-0.30179786682128906,2,1,post_sa,1,necessary_pattern,4,8,11,32,0,77632,4,12,4,,,,0,2,800
predictive_order,ecae3be4326f,4,107,"p4:(3, 3, 3, 3):11",-0.7399387359619141,4,,,,necessary_pattern,4,8,11,32,0,77632,4,12,4,,,,0,2,800
predictive_order,ecae3be4326f,4,108,"p4:(3, 0, 3, 3):12",0.1331491470336914,1,8,post_ff,16,necessary_pattern,4,8,11,32,0,77632,4,12,4,8,post_ff,16,1,2,800
predictive_order,ecae3be4326f,4,109,"p4:(0, 2, 2, 2):13",-0.0052471160888671875,2,1,post_sa,1,necessary_pattern,4,8,11,32,0,77632,4,12,4,,,,0,2,800
predictive_order,ecae3be4326f,4,110,"p4:(2, 1, 0, 3):14",-1.0293140411376953,3,,,,necessary_pattern,4,8,11,32,0,77632,4,12,4,,,,0,2,800
predictive_order,ecae3be4326f,4,111,"p4:(0, 3, 2, 2):15",-0.7060098648071289,3,1,post_sa,1,necessary_pattern,4,8,11,32,0,77632,4,12,4,,,,0,2,800
predictive_order,ecae3be4326f,4,112,"p4:(3, 0, 1, 0):0",-0.728632926940918,4,,,,necessary_pattern,4,8,11,32,0,77632,4,12,4,,,,0,2,800
predictive_order,ecae3be4326f,4,113,"p4:(2, 1, 2, 0):1",0.7500762939453125,1,6,post_ff,12,necessary_pattern,4,8,11,32,0,77632,4,12,4,6,post_ff,12,1,2,800
predictive_order,ecae3be4326f,4,114,"p4:(1, 2, 0, 2):2",0.6534585952758789,1,6,post_ff,12,necessary_pattern,4,8,11,32,0,77632,4,12,4,6,post_ff,12,1,2,800
predictive_order,ecae3be4326f,4,115,"p4:(1, 3, 0, 0):3",0.46992015838623047,1,1,post_ff,2,necessary_pattern,4,8,11,32,0,77632,4,12,4,1,post_ff,2,1,2,800
predictive_order,ecae3be4326f,4,116,"p4:(0, 3, 2, 3):4",-0.7517919540405273,3,,,,necessary_pattern,4,8,11,32,0,77632,4,12,4,,,,0,2,800
