loss,model_seed,stage,step
8.979828271549195e-05,11,P1,1150
4.402659396873787e-05,11,P1,1200
24.71942901611328,23,P1,1
0.7120245695114136,23,P1,50
0.7131841778755188,23,P1,100
0.6792531609535217,23,P1,150
0.8563247919082642,23,P1,200
0.7114930152893066,23,P1,250
0.6700984239578247,23,P1,300
0.4965105354785919,23,P1,350
0.344524085521698,23,P1,400
0.33165353536605835,23,P1,450
0.2737647593021393,23,P1,500
0.14236049354076385,23,P1,550
0.19496549665927887,23,P1,600
0.168167382478714,23,P1,650
0.13098178803920746,23,P1,700
0.06030821055173874,23,P1,750
0.0827663391828537,23,P1,800
0.19249649345874786,23,P1,850
0.12716104090213776,23,P1,900
0.03153945133090019,23,P1,950
0.0007436306914314628,23,P1,1000
0.023645151406526566,23,P1,1050
0.020564120262861252,23,P1,1100
0.0008339657797478139,23,P1,1150
0.02736038714647293,23,P1,1200
19.269495010375977,37,P1,1
0.7675882577896118,37,P1,50
0.9001448154449463,37,P1,100
0.6931737661361694,37,P1,150
0.6622641086578369,37,P1,200
0.46410828828811646,37,P1,250
0.39603033661842346,37,P1,300
0.10103604942560196,37,P1,350
0.09166290611028671,37,P1,400
0.007569015957415104,37,P1,450
0.0005191512173041701,37,P1,500
0.00019415284623391926,37,P1,550
5.864279228262603e-05,37,P1,600
3.7537953176070005e-05,37,P1,650
4.695923416875303e-05,37,P1,700
3.411279612919316e-05,37,P1,750
4.857763269683346e-05,37,P1,800
2.5683155399747193e-05,37,P1,850
2.726228194660507e-05,37,P1,900
2.2546566469827667e-05,37,P1,950
4.354848351795226e-05,37,P1,1000
1.688048359937966e-05,37,P1,1050
1.4235938579076901e-05,37,P1,1100
1.8337315850658342e-05,37,P1,1150
1.5584349966957234e-05,37,P1,1200
