loss,model_seed,step
40.04103088378906,11,1
0.715308427810669,11,100
0.14900219440460205,11,200
0.005827868822962046,11,300
0.016051996499300003,11,400
0.2636492848396301,11,500
0.003261430189013481,11,600
0.006621209438890219,11,700
40.60171127319336,23,1
0.8017692565917969,23,100
0.16453230381011963,23,200
0.006709718145430088,23,300
0.03284293785691261,23,400
0.027150645852088928,23,500
0.0025057182647287846,23,600
0.0058626821264624596,23,700
