boundary,category_id,entity_id,example_id,label_mode,model_seed,ontology_family,output_entropy,parent_id,position_mode,query_level,residual,root_id,target_margin,target_probability,target_rank,template_id,top1_correct
5,cat-257,test-leaf-123,test:b4-d2-i8:natural:ancestor:t1:prandomized:23,natural,11,b4-d2-i8,0.016727617010474205,parent-257,randomized,ancestor,1.4554:-1.52257:-9.43309:9.1571:-1.90197:-0.815494:7.62729:-0.681899:1.80409:-1.25583:2.08711:-3.41323:3.88256:-2.57452:5.20251:7.63375:-5.32842:8.30518:1.31815:-7.4151:-5.02452:2.40608:-4.61238:6.35408:4.05738:-5.16157:1.55168:8.34287:-4.65965:-0.247067:4.30624:-4.55614:-1.39527:-2.85244:0.221698:-4.0521:-3.88148:-1.24187:-0.868596:3.12467:10.1184:-1.67678:-2.45538:-0.752409:-2.59976:-1.77159:5.82509:-5.73756:2.90229:-1.72293:-6.95998:4.63907:1.07463:8.71384:-4.51346:3.00638:0.652958:-3.61944:1.48758:-1.94387:-2.62425:-7.47609:-2.03873:-0.67959,root-263,6.758922576904297,0.9981114864349365,1,1,1
5,cat-257,test-leaf-107,test:b4-d2-i8:natural:ancestor:t2:paligned:7,natural,11,b4-d2-i8,0.00014697831647936255,parent-257,aligned,ancestor,3.96555:-2.3356:-7.85514:11.3783:-3.4378:1.86878:8.78363:0.207615:3.34156:-8.95292:6.5009:-8.07523:1.01951:-5.37298:3.23724:9.59839:-5.92496:15.5145:-0.675905:-5.05053:-1.85677:9.83683:-0.517678:1.82719:2.86842:-5.97219:2.41798:6.40864:-3.59383:-4.58349:4.40706:0.499401:-0.874241:-6.71304:2.6832:1.40642:-3.59936:5.61572:-2.60965:3.39373:9.75539:-1.68404:1.1868:0.060899:-0.359052:-1.08669:2.69642:-4.26664:-0.816453:1.69412:-7.0802:1.36456:1.23045:14.333:-1.92431:2.7687:3.58039:-4.35815:-2.92507:-4.88157:-4.5034:-8.71858:-4.76485:-4.78122,root-263,11.526510238647461,0.9999887943267822,1,2,1
5,cat-257,test-leaf-123,test:b4-d2-i8:natural:ancestor:t2:paligned:23,natural,11,b4-d2-i8,0.00544954277575016,parent-257,aligned,ancestor,2.82879:-2.32577:-11.0858:10.6752:-1.44508:1.19949:8.42935:1.56862:1.70795:-3.46972:3.59848:-4.77829:2.35568:-1.13362:6.63898:8.7748:-6.87712:8.93902:0.841699:-5.74532:-2.19333:4.88949:-4.07943:3.26221:4.56998:-6.00517:2.26064:6.67737:-6.37431:0.443823:4.94402:-2.44854:-0.659407:-3.35332:0.0549759:-1.70302:-4.3815:2.17665:1.48295:3.15106:9.89548:-0.558535:-2.17465:-0.916644:-3.79269:-3.6101:4.23418:-5.25885:2.02876:-1.36913:-8.45069:3.07346:1.52698:8.12649:-5.04606:3.78667:1.66002:-3.13509:-0.20124:-2.88822:-6.78542:-8.07492:-1.68733:-2.1795,root-263,8.911434173583984,0.9994925260543823,1,2,1
5,cat-246,test-leaf-108,test:b4-d2-i8:natural:ancestor:t2:prandomized:8,natural,11,b4-d2-i8,0.00013985083205625415,parent-246,randomized,ancestor,6.49595:3.32929:-3.37537:2.20761:-0.20429:-5.58423:6.72938:3.96841:4.98591:-1.58664:2.92532:1.87236:-5.9109:-7.84052:5.28021:4.01048:-4.00282:5.88594:-8.68335:-1.71189:-2.4466:1.78839:-4.6502:4.98936:-0.789769:3.53704:4.1835:7.12373:-7.10647:2.29814:5.99708:3.86067:-4.07125:-10.3698:-5.76806:-2.21163:-7.99071:-6.07411:-1.50766:-0.377274:4.31726:4.39211:-0.324993:-2.97638:-5.4005:-0.866252:2.51443:-6.96573:-0.901119:-8.09563:-4.25085:9.12257:6.32033:6.98434:-3.93517:4.86561:-3.33494:-3.39004:2.37297:4.85151:-1.08297:1.76155:-4.56123:5.09558,root-260,12.053205490112305,0.9999895095825195,1,2,1
5,cat-246,test-leaf-124,test:b4-d2-i8:natural:ancestor:t2:prandomized:24,natural,11,b4-d2-i8,5.555315510719083e-06,parent-246,randomized,ancestor,3.19308:1.37494:-5.41559:3.37365:-2.35282:-6.62198:8.73575:2.82719:4.40252:-3.32764:4.47805:0.409647:-1.99058:-10.001:5.66977:5.01433:-5.8945:8.07314:-7.87742:-3.33244:0.330292:-3.38621:-6.51499:7.65746:1.76256:5.36379:6.91803:5.45687:-6.62791:-0.765192:5.54224:0.319251:-4.98518:-9.06118:-5.07689:-0.645553:-10.7382:-4.23641:-5.03818:-1.21774:2.89061:3.53949:-0.589077:-1.10131:-4.15254:-2.23269:4.48071:-4.32972:-0.0460579:-12.7054:-1.78712:9.09551:6.91882:5.5013:-6.23366:5.48065:-1.69743:-6.28229:3.88832:9.69194:0.21723:2.82634:-4.3151:6.31603,root-260,15.79050064086914,0.9999996423721313,1,2,1
5,cat-246,test-leaf-108,test:b4-d2-i8:natural:ancestor:t3:paligned:8,natural,11,b4-d2-i8,4.473023727769032e-05,parent-246,aligned,ancestor,7.44517:2.65267:-5.47553:0.459078:-0.0664107:-4.73546:6.72696:3.9537:4.1664:-2.35139:5.77027:1.19647:-6.56775:-9.97092:2.98753:2.41556:-3.40793:8.01485:-7.59181:-3.11196:-3.34224:-0.287251:-4.19555:5.97515:1.14729:1.02234:3.28585:6.8176:-6.37722:0.106149:8.01805:3.5722:-3.11763:-7.60909:-5.61393:-2.69439:-5.85324:-3.15954:-3.85558:0.9112:5.85255:3.86068:-0.9357:-3.35436:-5.32151:0.43544:1.61695:-7.74409:2.09074:-7.00669:-2.48493:5.09833:6.06412:7.0039:-5.57465:3.45667:-2.51296:-2.90963:3.76923:4.43709:2.04103:1.50428:-5.11226:3.52563,root-260,13.422382354736328,0.9999970197677612,1,3,1
5,cat-246,test-leaf-124,test:b4-d2-i8:natural:ancestor:t3:paligned:24,natural,11,b4-d2-i8,5.469199550134363e-06,parent-246,aligned,ancestor,2.41591:1.30312:-6.62072:0.560884:-0.588149:-6.07901:5.99161:4.23857:3.78375:-2.77456:5.15554:2.25951:-0.788485:-6.88989:4.38401:4.00187:-4.07233:6.30034:-5.08335:-3.10855:1.16956:-5.07309:-8.03512:6.31747:1.14823:3.73686:7.0608:5.503:-5.33001:-0.944502:5.54906:-0.607575:-3.73108:-8.8552:-6.49522:-1.66172:-10.3158:-1.98123:-5.02732:-0.269769:1.20855:4.02856:-0.702908:-1.87158:-4.09944:-2.90344:2.83992:-2.68487:-0.452671:-12.6869:-2.15029:8.49872:7.5004:2.83553:-5.10696:4.15931:-1.92491:-6.13372:5.17838:8.88543:1.3366:4.60286:-4.10126:6.01062,root-260,15.381093978881836,0.9999996423721313,1,3,1
5,cat-246,test-leaf-108,test:b4-d2-i8:natural:ancestor:t3:prandomized:8,natural,11,b4-d2-i8,9.670115832705051e-05,parent-246,randomized,ancestor,6.47064:3.55561:-8.74246:2.0299:-1.97759:-5.5445:5.92142:5.57833:4.40166:-1.67299:4.33974:2.53148:-6.21315:-7.48841:3.59606:4.00081:-4.28054:8.25752:-5.78011:-6.07656:-2.95012:-3.51504:-3.72681:5.3071:1.32899:-0.805304:6.17533:6.29252:-8.3702:1.52012:7.72922:2.7727:-1.54793:-7.7325:-4.90903:-1.62168:-5.30725:-2.46795:-5.50476:0.738159:7.63116:5.41323:0.0314461:-4.34392:-2.23447:-1.99238:3.26767:-9.54131:1.81872:-8.86415:-5.5461:5.98057:8.495:7.72788:-5.08505:4.89859:-1.46703:-5.22609:5.02014:7.31057:0.637026:0.686634:-2.12717:4.41834,root-260,12.467985153198242,0.999993085861206,1,3,1
5,cat-246,test-leaf-124,test:b4-d2-i8:natural:ancestor:t3:prandomized:24,natural,11,b4-d2-i8,5.44194290341693e-06,parent-246,randomized,ancestor,-0.362323:-1.54521:-9.12743:2.31304:-0.820033:-6.5305:7.25612:4.51856:3.13954:-3.01529:6.11899:3.22045:1.05785:-5.52223:7.42867:7.56104:-4.01021:6.2526:-6.0919:-4.63945:-0.334536:-5.62983:-6.42017:6.93233:1.98799:3.55742:6.46085:5.84147:-5.9428:-1.50093:6.00776:-0.253907:-3.50486:-8.55391:-5.36978:-2.06555:-11.0716:-2.82673:-4.48011:0.554861:2.26625:1.53716:-0.183854:-1.33516:-4.55037:-2.0346:5.28745:-2.52263:0.921546:-11.6385:-4.28309:10.7376:5.57905:4.83733:-5.6329:2.94199:-1.7332:-7.30175:2.66265:9.16447:-0.789666:3.02479:-2.52177:6.46324,root-260,15.350374221801758,0.9999996423721313,1,3,1
5,cat-246,test-leaf-108,test:b4-d2-i8:natural:root:t0:paligned:8,natural,11,b4-d2-i8,0.001163082430139184,parent-246,aligned,root,13.9662:0.263798:-0.117489:-10.8839:0.3051:-1.64578:-3.55813:1.91956:4.88871:-6.15227:4.98326:-0.466955:9.33985:-2.4338:0.901886:4.47546:2.97337:6.87976:16.7225:2.58956:-0.278849:-11.9914:-1.81785:-0.704646:-6.40592:-8.70428:-2.89834:5.19986:5.63973:2.6495:4.8157:-13.6237:4.91632:1.73292:-7.26784:3.50149:-0.320802:8.43943:-0.525519:-0.77917:-6.53467:-1.57492:2.16509:-1.15362:2.71786:2.61461:-1.00816:-5.85417:-3.9486:-13.2893:2.35948:7.89905:6.10526:-6.87889:-0.478249:2.19578:-3.48257:-6.36465:-0.407998:13.7231:2.38578:0.753613:-6.98763:-0.672165,root-260,9.192407608032227,0.9998892545700073,1,0,1
5,cat-246,test-leaf-124,test:b4-d2-i8:natural:root:t0:paligned:24,natural,11,b4-d2-i8,0.0008718289318494499,parent-246,aligned,root,10.4544:-1.65117:-1.34045:-11.7145:1.48137:-2.21607:-4.182:1.86822:5.61002:-7.09556:5.30588:-1.43993:13.9261:-2.16482:1.92158:6.41652:0.128414:7.40625:17.7204:1.9614:1.95828:-14.4485:-4.74887:0.569632:-5.20277:-7.4378:-1.10501:3.26564:5.94021:0.118005:5.78824:-16.183:2.93561:2.05355:-7.4739:3.32929:-3.00438:8.94922:-1.55117:-0.288504:-10.5127:-1.21506:1.14046:-0.510576:3.76183:-1.03932:0.791063:-2.32267:-3.70566:-17.591:2.07752:10.3892:6.05175:-9.39668:-1.57433:2.18399:-0.900813:-8.33818:1.51471:15.9945:1.56804:2.97846:-5.96209:1.06938,root-260,9.404870986938477,0.9999167919158936,1,0,1
5,cat-246,test-leaf-108,test:b4-d2-i8:natural:root:t0:prandomized:8,natural,11,b4-d2-i8,0.06399930268526077,parent-246,randomized,root,15.1402:2.09269:1.75575:-11.952:2.12136:-0.894218:-4.82833:0.836438:6.20434:-7.58033:3.69098:1.05132:9.35209:-3.63021:2.36572:5.5361:1.92049:5.58003:15.195:5.51225:-1.5064:-7.97237:-2.18564:0.973002:-7.7423:-6.89543:-2.39794:4.08928:4.16568:3.35591:2.77787:-12.2071:2.27548:0.215282:-6.85451:1.55452:0.41103:4.65197:-0.449362:-1.18806:-5.52157:-0.282633:0.0378681:0.592619:1.94688:1.09445:1.23021:-5.26711:-5.70196:-13.8465:3.86597:10.3148:6.01354:-7.06567:-1.3741:4.01763:-3.80998:-5.511:-1.88381:12.2638:2.7791:1.79167:-7.47188:-0.232647,root-260,4.495676040649414,0.9886597394943237,1,0,1
5,cat-246,test-leaf-124,test:b4-d2-i8:natural:root:t0:prandomized:24,natural,11,b4-d2-i8,0.0013069971464574337,parent-246,randomized,root,10.7167:-1.54715:-2.01602:-11.9107:2.34667:-2.31075:-3.85766:1.00444:7.29097:-7.39768:3.94929:-0.376962:13.1247:-2.43136:2.05903:7.45201:-2.11538:5.82931:18.4921:2.16834:2.83098:-13.8165:-4.88418:0.752211:-4.90032:-5.66808:-1.60716:3.6364:5.15361:1.1463:5.32848:-16.1072:3.08941:1.43417:-7.59841:2.54178:-2.50364:7.71579:-2.1803:0.0717977:-11.1349:-0.44657:0.961165:1.61111:2.82945:-1.52157:1.37174:-3.72929:-5.24514:-18.5543:2.90248:11.5482:7.61843:-10.1885:-0.622828:1.74639:-1.03962:-9.29846:0.362103:17.4526:0.404336:3.38048:-5.70792:1.40674,root-260,9.018884658813477,0.9998718500137329,1,0,1
5,cat-246,test-leaf-108,test:b4-d2-i8:natural:root:t1:paligned:8,natural,11,b4-d2-i8,0.1014152318239212,parent-246,aligned,root,15.6206:0.200395:3.69944:-12.5695:1.30394:0.615452:-4.66437:0.0761989:4.24466:-6.30877:5.74609:-2.86517:9.10764:-5.02734:0.420223:5.13126:2.24053:8.11291:17.7761:5.18132:-1.03745:-6.91184:-1.27154:0.136518:-7.19743:-11.5733:-4.52916:2.84951:7.98297:2.04103:5.04052:-12.4498:3.06682:2.91674:-6.5238:1.69309:1.41291:7.22958:-0.57483:0.0906913:-7.83788:-1.28303:0.0896995:2.42615:0.262692:4.17362:-0.783169:-6.20073:-3.52675:-10.7451:2.26897:8.87646:4.91225:-5.79617:-3.69066:0.308121:-2.27903:-4.06994:-1.24758:11.0673:3.12814:-0.372987:-7.72031:-3.19306,root-260,3.9032325744628906,0.9798213243484497,1,1,1
5,cat-246,test-leaf-124,test:b4-d2-i8:natural:root:t1:paligned:24,natural,11,b4-d2-i8,0.029275383800268173,parent-246,aligned,root,11.5563:-0.286882:0.141642:-14.2657:2.37572:-2.96978:-5.31526:0.508802:5.98894:-7.76619:4.26907:0.129622:13.3734:-3.565:0.537799:5.95273:-0.115078:5.03376:16.6685:3.27296:2.41542:-13.773:-5.60127:2.60295:-4.14371:-6.76965:-2.22217:1.24276:5.20656:0.572225:5.32839:-15.7125:2.11896:1.57356:-7.82889:1.63039:-2.44023:6.55564:-2.42155:0.100896:-10.833:0.1754:0.779499:1.52573:2.45617:-0.906091:1.08345:-3.83637:-3.42622:-18.1713:4.09014:10.6189:7.30079:-9.53819:-0.988434:2.49958:-0.71974:-7.56615:1.11454:16.4225:3.11061:5.07132:-6.86136:1.69154,root-260,5.389142990112305,0.9954381585121155,1,1,1
5,cat-246,test-leaf-108,test:b4-d2-i8:natural:root:t1:prandomized:8,natural,11,b4-d2-i8,0.048913732171058655,parent-246,randomized,root,14.9512:-0.108605:-1.28156:-13.1226:-0.0232429:-0.66206:-2.95045:1.02145:6.55649:-7.58825:6.32599:0.0623977:10.2006:-3.97891:-1.03479:5.28104:3.96985:5.49911:16.6524:2.80855:-1.77116:-11.7453:-2.50617:0.284261:-5.17914:-7.9327:-3.97834:3.96406:5.24835:2.36841:5.05238:-12.4999:3.25037:1.50274:-6.80849:3.52828:0.771087:8.5816:-0.962441:-0.895718:-5.2608:-2.12384:0.748093:0.732433:2.82305:3.80614:-0.188995:-7.43446:-3.57357:-13.1736:4.77743:6.89451:6.18908:-6.27908:-1.86764:1.37483:-2.05321:-7.45164:-0.76874:13.57:3.9947:0.223831:-6.97533:-1.26017,root-260,5.340141296386719,0.9927873015403748,1,1,1
5,cat-246,test-leaf-124,test:b4-d2-i8:natural:root:t1:prandomized:24,natural,11,b4-d2-i8,0.008761412464082241,parent-246,randomized,root,10.73:-1.53365:-1.85609:-14.7746:2.60747:-3.20683:-4.1426:1.30758:5.78226:-6.92566:4.35923:1.01532:14.0969:-1.6421:0.394517:7.64494:-0.224841:5.40791:16.8141:2.30013:1.46093:-14.1746:-4.14258:2.57173:-4.48642:-6.35976:-1.72773:3.32235:5.24734:0.562411:6.04817:-15.819:2.49353:1.02444:-7.64562:0.622609:-3.43571:7.05521:-2.50564:0.0534538:-10.2213:-1.53168:1.69997:1.65495:3.11736:-0.631894:2.39454:-4.98942:-2.81474:-17.9197:3.14634:11.2518:6.09095:-9.23963:-2.04466:0.756276:-0.406986:-8.16133:1.23825:17.0091:1.60685:3.4089:-5.69085:2.36199,root-260,6.815319061279297,0.998889148235321,1,1,1
5,cat-246,test-leaf-108,test:b4-d2-i8:natural:root:t2:paligned:8,natural,11,b4-d2-i8,0.0010712542571127415,parent-246,aligned,root,13.7983:0.281952:-0.239286:-10.7341:0.276421:-1.6216:-3.62994:1.90737:4.97147:-6.01922:5.00438:-0.523754:9.25714:-2.37666:1.02971:4.35792:3.01392:6.90111:16.6582:2.52293:-0.247291:-11.9978:-1.68088:-0.74726:-6.60535:-8.55042:-2.90905:5.14208:5.53795:2.6014:4.73847:-13.5786:4.92339:1.67172:-7.27721:3.57561:-0.340149:8.34704:-0.496056:-0.829696:-6.54535:-1.59191:2.14612:-1.06133:2.67154:2.72526:-0.974094:-5.73987:-3.95679:-13.2301:2.24259:8.01921:6.12699:-6.77763:-0.437195:2.25105:-3.49313:-6.35252:-0.479513:13.6665:2.34233:0.774706:-6.93182:-0.569778,root-260,9.277334213256836,0.9998987913131714,1,2,1
5,cat-246,test-leaf-124,test:b4-d2-i8:natural:root:t2:paligned:24,natural,11,b4-d2-i8,0.0007352548418566585,parent-246,aligned,root,10.3338:-1.6924:-1.38639:-11.6474:1.41547:-2.14842:-4.18202:2.03404:5.5772:-7.02761:5.23679:-1.37976:13.8162:-2.14352:1.92919:6.31999:0.178904:7.54551:17.7145:1.89989:1.97323:-14.3983:-4.62835:0.546172:-5.49719:-7.3207:-1.15014:3.19642:5.93003:0.0851017:5.69866:-16.0751:2.90441:2.01659:-7.52565:3.34694:-2.90456:8.88459:-1.6:-0.276791:-10.5666:-1.16753:1.10438:-0.444796:3.67466:-0.921445:0.84186:-2.17899:-3.8305:-17.4488:2.05492:10.4524:5.97855:-9.27299:-1.62113:2.26698:-1.03056:-8.2148:1.58932:16.0205:1.48959:2.93176:-5.91174:1.20783,root-260,9.595611572265625,0.9999310970306396,1,2,1
5,cat-246,test-leaf-108,test:b4-d2-i8:natural:root:t2:prandomized:8,natural,11,b4-d2-i8,0.06173785775899887,parent-246,randomized,root,15.1007:2.01741:1.72119:-11.8801:2.10656:-0.862528:-4.86338:0.838908:6.28564:-7.54874:3.74898:0.946215:9.3446:-3.60612:2.42188:5.52536:1.88402:5.64571:15.177:5.45021:-1.49598:-7.89522:-2.15223:0.941013:-7.76558:-6.91091:-2.40528:4.03031:4.16118:3.36331:2.77939:-12.1862:2.26988:0.176944:-6.85263:1.58618:0.412098:4.7135:-0.471656:-1.23431:-5.5067:-0.306724:0.0300982:0.637565:1.94429:1.12912:1.26294:-5.28893:-5.66128:-13.8539:3.76941:10.3622:6.07615:-6.98268:-1.40742:4.01798:-3.73516:-5.55447:-1.88819:12.1926:2.81197:1.70213:-7.41202:-0.242803,root-260,4.537555694580078,0.9891329407691956,1,2,1
5,cat-246,test-leaf-124,test:b4-d2-i8:natural:root:t2:prandomized:24,natural,11,b4-d2-i8,0.001272301422432065,parent-246,randomized,root,10.601:-1.55218:-2.07009:-11.8387:2.31472:-2.31109:-3.82751:1.03213:7.34665:-7.29315:3.89637:-0.417944:13.0304:-2.38537:2.12023:7.42857:-2.12548:5.86081:18.3372:2.15444:2.84375:-13.6881:-4.79998:0.753537:-5.00714:-5.56542:-1.61188:3.60958:5.09784:1.13298:5.23875:-16.0237:3.08013:1.38757:-7.60848:2.5813:-2.55582:7.66293:-2.18873:0.0440419:-11.1283:-0.433943:0.989526:1.67417:2.81247:-1.4595:1.37727:-3.64293:-5.25498:-18.5377:2.84421:11.6141:7.59124:-10.0621:-0.625503:1.73225:-1.01459:-9.25464:0.370952:17.4054:0.349792:3.3508:-5.62476:1.50145,root-260,9.05337142944336,0.9998756647109985,1,2,1
5,cat-246,test-leaf-108,test:b4-d2-i8:natural:root:t3:paligned:8,natural,11,b4-d2-i8,0.08593227714300156,parent-246,aligned,root,15.8023:0.0500467:3.61639:-12.0566:1.50949:0.526613:-4.46826:-0.120513:4.21445:-6.2598:5.43953:-2.96066:9.072:-4.6819:0.590808:5.21113:1.90927:8.0607:17.7826:5.07159:-0.931172:-6.72346:-1.36313:-0.00434002:-6.81278:-11.9471:-4.21419:3.09757:8.02829:2.0214:4.77683:-12.5688:3.42707:2.93768:-6.55311:1.86443:1.24382:7.73758:-0.576705:0.0506245:-7.66676:-1.2032:0.0116367:2.49176:0.350508:3.78525:-0.937669:-6.17768:-3.44469:-10.8317:1.79118:8.83038:4.98002:-5.91174:-3.74759:0.288784:-2.11278:-3.96276:-1.07635:10.7746:3.02453:-0.459253:-7.78793:-3.33253,root-260,4.111061096191406,0.9835591912269592,1,3,1
5,cat-246,test-leaf-124,test:b4-d2-i8:natural:root:t3:paligned:24,natural,11,b4-d2-i8,0.018195994198322296,parent-246,aligned,root,11.6457:-0.509771:0.155255:-13.5448:2.56977:-2.96619:-4.94923:0.377593:5.97141:-7.69549:3.91498:0.0271894:13.3062:-3.1491:0.686211:5.909:-0.331254:4.9826:16.741:2.93853:2.67624:-13.7146:-5.65123:2.43596:-3.96408:-7.17144:-1.94403:1.71649:5.31723:0.519221:4.88277:-15.8199:2.50594:1.47996:-7.81773:1.96969:-2.69561:7.01715:-2.66521:-0.075582:-10.722:0.409823:0.634356:1.50114:2.63302:-1.23903:0.900796:-3.63261:-3.56385:-18.2895:3.46155:10.6272:7.27216:-9.58608:-0.915282:2.46468:-0.615434:-7.49748:1.21109:16.0954:2.87005:4.88885:-6.86005:1.57707,root-260,5.949731826782227,0.9973913431167603,1,3,1
5,cat-246,test-leaf-108,test:b4-d2-i8:natural:root:t3:prandomized:8,natural,11,b4-d2-i8,0.04442913085222244,parent-246,randomized,root,15.0756:-0.22062:-1.16263:-12.8954:0.0915724:-0.663491:-2.88236:0.946904:6.47982:-7.48309:6.09493:-0.0786987:10.274:-3.86587:-1.07632:5.17362:3.95106:5.4496:16.7149:2.77793:-1.69701:-11.525:-2.64366:0.261656:-4.93737:-8.02121:-3.9011:4.06841:5.27285:2.40791:4.95088:-12.6409:3.3449:1.45099:-6.70694:3.59949:0.609348:8.79022:-0.746168:-0.948315:-5.29682:-2.16062:0.714447:0.867421:2.76782:3.66753:-0.328766:-7.37519:-3.61275:-13.1193:4.62262:6.85297:6.10808:-6.31432:-1.92889:1.31589:-1.92224:-7.31701:-0.735446:13.2544:3.85498:0.0839128:-7.03268:-1.41053,root-260,5.507253646850586,0.9935745596885681,1,3,1
5,cat-246,test-leaf-124,test:b4-d2-i8:natural:root:t3:prandomized:24,natural,11,b4-d2-i8,0.002742219716310501,parent-246,randomized,root,9.86746:-1.9748:-2.46397:-13.6305:2.53839:-3.12891:-3.62381:1.13961:5.73816:-6.33473:4.35325:0.939691:13.621:-1.4122:0.892183:7.47142:-0.520309:5.2128:16.4515:1.7042:1.6421:-13.8724:-4.16091:2.60287:-4.28955:-6.22481:-1.63707:3.82525:5.26267:0.820928:5.718:-15.2721:2.6911:1.00259:-7.4135:0.629623:-4.02293:6.83085:-2.29474:-0.255425:-10.2303:-1.37342:1.83596:1.24745:3.45205:-0.743517:2.82361:-4.87571:-2.82373:-17.751:2.73634:10.9565:5.6072:-9.05466:-1.86008:0.224668:-0.212905:-8.05303:0.960754:16.5897:1.08471:3.32539:-5.11108:2.25183,root-260,8.170881271362305,0.999705970287323,1,3,1
5,cat-330,test-leaf-108,test:b4-d2-i8:arbitrary:parent:t0:paligned:8,arbitrary,11,b4-d2-i8,0.035445936024188995,parent-330,aligned,parent,-1.5458:1.04097:-0.948368:5.4376:1.18813:-2.84617:-1.58936:7.96396:-1.01213:0.920753:-5.95315:-7.87009:-1.78659:3.30035:-2.49905:-3.69368:-3.78142:4.99457:-4.65564:1.45428:5.42242:4.39897:-4.91284:-2.14299:-6.31794:2.82458:7.67677:-0.294383:10.6371:-2.58384:-2.78324:-2.61637:1.29281:-0.984992:-4.16193:5.54014:-2.16366:-0.691604:-3.99532:-1.67322:1.77291:-1.5129:4.88777:8.22087:3.40891:5.82868:-1.14553:0.381407:-2.17753:-0.258652:-5.30903:-0.0876842:-0.884552:2.70771:2.22816:-6.29824:1.18025:-1.58162:2.87332:-1.85986:-5.39489:-1.01791:2.31841:-4.33177,root-344,5.350944519042969,0.9947494864463806,1,0,1
5,cat-330,test-leaf-124,test:b4-d2-i8:arbitrary:parent:t0:paligned:24,arbitrary,11,b4-d2-i8,0.09835254400968552,parent-330,aligned,parent,-5.35521:0.338139:-1.6939:5.25284:-0.124142:-2.41255:0.630839:6.26161:-1.1528:0.994816:-6.94763:-8.70344:1.79937:3.66893:-0.401423:-1.98913:-5.46579:6.08905:-4.06233:0.280212:5.50476:2.34815:-7.42235:-0.965608:-5.85237:4.13079:9.30772:-0.943113:10.9338:-4.52739:-3.16487:-3.62553:-0.0929716:-0.949112:-4.64593:4.74035:-4.8603:-0.38526:-3.91255:-1.49533:0.33333:-1.17445:5.43517:8.84528:3.32645:4.27811:-0.176223:3.75272:-2.25989:-3.03345:-5.477:0.378118:-1.14924:0.310308:1.20273:-6.59644:2.67146:-2.02654:2.71447:-0.651756:-6.94277:0.428148:2.75583:-2.29621,root-344,3.900249481201172,0.9800851941108704,1,0,1
5,cat-330,test-leaf-108,test:b4-d2-i8:arbitrary:parent:t0:prandomized:8,arbitrary,11,b4-d2-i8,0.008555294945836067,parent-330,randomized,parent,-2.5434:0.0450416:-1.25368:7.02995:0.76362:-2.72329:-0.212427:10.053:-1.60733:0.607453:-5.77526:-6.2371:-1.38761:3.63699:-1.25653:-1.14977:-4.20466:4.57358:-5.57121:2.78923:6.65838:4.35783:-3.88199:-3.09268:-6.24853:3.01653:7.89256:0.671258:9.66695:-1.79975:-3.32295:-2.54347:-0.851298:-2.12432:-4.01793:4.60131:-2.58924:0.253372:-3.77162:-0.656727:0.851542:-2.86269:5.81365:8.54889:2.35533:4.61942:-1.50087:1.69374:-3.57313:0.566216:-4.4751:-0.241493:-1.02024:3.08228:2.40684:-5.48235:0.972157:-1.68407:2.4212:-1.28688:-7.48941:-1.97515:3.13854:-4.65645,root-344,7.600299835205078,0.9990899562835693,1,0,1
5,cat-330,test-leaf-124,test:b4-d2-i8:arbitrary:parent:t0:prandomized:24,arbitrary,11,b4-d2-i8,0.6217187643051147,parent-330,randomized,parent,-5.71097:-0.213542:-0.0146883:7.96507:-0.747987:-1.00778:2.07552:7.66182:-1.98946:-1.27322:-3.96315:-10.4811:2.59036:1.47787:-0.615707:-1.47664:-5.24745:7.54017:-6.54553:3.25881:6.47326:3.55936:-6.60594:-2.09845:-5.39766:6.08358:9.40036:-0.716992:12.0856:-5.318:-4.64567:-5.0458:-2.34585:-2.34313:-3.06479:3.97445:-4.99079:1.8154:-3.11875:-2.10048:-1.00573:-3.02935:4.38703:8.20201:2.44961:4.02547:-0.51283:5.78518:-4.85868:-2.11811:-0.177831:-1.53069:-1.946:1.85395:0.384302:-5.22526:3.47275:-1.62297:0.63608:-1.75592:-4.62373:-1.55364:1.56617:-4.37529,root-344,0.8199806213378906,0.6937721967697144,1,0,1
5,cat-330,test-leaf-108,test:b4-d2-i8:arbitrary:parent:t1:paligned:8,arbitrary,11,b4-d2-i8,0.3717760145664215,parent-330,aligned,parent,-2.61032:0.0704616:0.0925827:4.33018:1.38066:-3.31193:-0.879998:7.99732:-0.748173:0.411907:-6.00266:-6.43245:-0.743365:3.86029:-2.82839:-2.33176:-1.16874:3.92789:-5.10773:3.81425:5.83253:4.62697:-4.42384:-1.50479:-5.99739:5.24855:5.74877:2.92292:10.7739:-2.8247:-2.56069:-2.33392:-0.283528:-3.62626:-2.70681:2.77521:-2.57023:-0.669928:-3.83941:-1.99226:-2.24892:-3.19185:4.85209:7.51283:1.08292:6.06536:-2.11917:2.21313:-4.49426:0.74097:-3.36366:-1.31762:-1.03741:3.28382:1.66222:-6.63743:-0.401415:-0.787117:2.8637:-1.76953:-5.64235:-2.13834:0.778571:-3.87891,root-344,2.3843040466308594,0.9033637642860413,1,1,1
