loss,step
14.312173843383789,1
1.5665593147277832,50
1.45993971824646,100
1.4599113464355469,150
1.4246745109558105,200
1.1816691160202026,250
1.0284733772277832,300
0.7533124685287476,350
0.4054720401763916,400
0.176663339138031,450
0.20781809091567993,500
0.2857402563095093,550
0.3826265037059784,600
0.4473622739315033,650
0.23430030047893524,700
0.3540074825286865,750
0.32553040981292725,800
0.2323181927204132,850
0.3808150291442871,900
0.1387350708246231,950
0.17058156430721283,1000
0.25935807824134827,1050
0.19280584156513214,1100
0.18263860046863556,1150
0.24619807302951813,1200
0.1506253331899643,1250
0.2592191696166992,1300
0.19569987058639526,1350
0.324428915977478,1400
0.22380781173706055,1450
0.23191392421722412,1500
0.24234002828598022,1550
0.2406303882598877,1600
