loss,seed,step
36.90305709838867,11,1
3.3002004623413086,11,50
0.8327230215072632,11,100
0.7869261503219604,11,150
0.7489936351776123,11,200
0.7797768115997314,11,250
0.7774397134780884,11,300
0.8126845359802246,11,350
0.8044315576553345,11,400
0.7660574913024902,11,450
0.7113629579544067,11,500
0.7837029695510864,11,550
0.7264609932899475,11,600
0.7294367551803589,11,650
0.7617062330245972,11,700
0.7343089580535889,11,750
0.6308736205101013,11,800
0.227898508310318,11,850
0.16207946836948395,11,900
0.1295422613620758,11,950
0.057000719010829926,11,1000
0.10919410735368729,11,1050
0.0050528161227703094,11,1100
0.002273651072755456,11,1150
0.012278768233954906,11,1200
0.0023823059163987637,11,1250
0.0007066180696710944,11,1300
0.1086711585521698,11,1350
0.09004915505647659,11,1400
0.0006585526862181723,11,1450
0.07060891389846802,11,1500
0.00043626700062304735,11,1550
0.0005433629848994315,11,1600
0.0005002807010896504,11,1650
0.00015023929881863296,11,1700
0.00044527556747198105,11,1750
0.00014259532326832414,11,1800
0.00065231928601861,11,1850
0.0002513975778128952,11,1900
0.0005058606620877981,11,1950
0.0020072769839316607,11,2000
41.47240447998047,23,1
3.6111950874328613,23,50
0.958347499370575,23,100
0.8292486667633057,23,150
0.7195406556129456,23,200
0.7561032176017761,23,250
0.8097257614135742,23,300
0.8182006478309631,23,350
0.632550835609436,23,400
0.4894064962863922,23,450
0.1938973218202591,23,500
0.22205795347690582,23,550
0.011200758628547192,23,600
0.09198108315467834,23,650
0.027595695108175278,23,700
0.030506635084748268,23,750
0.028200160712003708,23,800
0.002453272696584463,23,850
0.0007075949106365442,23,900
0.00047313974937424064,23,950
0.00036446418380364776,23,1000
6.22837251285091e-05,23,1050
0.0300116166472435,23,1100
0.002365916268900037,23,1150
0.0003561931080184877,23,1200
0.00016371240781154484,23,1250
0.00010519608622416854,23,1300
5.077182868262753e-05,23,1350
6.288242002483457e-05,23,1400
0.0002615187841001898,23,1450
0.000316312798531726,23,1500
0.00011499500396894291,23,1550
4.6057139115873724e-05,23,1600
3.479046790744178e-05,23,1650
2.327371112187393e-05,23,1700
0.00012799214164260775,23,1750
7.361410825978965e-05,23,1800
0.0001814454881241545,23,1850
0.03199176490306854,23,1900
0.02071119099855423,23,1950
8.692411211086437e-05,23,2000
45.123321533203125,37,1
3.3535537719726562,37,50
0.8844422101974487,37,100
0.7962606549263,37,150
0.7543493509292603,37,200
0.7322980165481567,37,250
0.7665287256240845,37,300
0.7557815313339233,37,350
0.7731258869171143,37,400
0.6703580021858215,37,450
0.3581646978855133,37,500
0.19411680102348328,37,550
0.17869310081005096,37,600
0.09944088011980057,37,650
0.0733320340514183,37,700
0.04941993206739426,37,750
0.06093285232782364,37,800
0.011555304750800133,37,850
0.062223806977272034,37,900
0.0008677338482812047,37,950
0.002991969231516123,37,1000
0.061162203550338745,37,1050
0.0025313368532806635,37,1100
0.001491803559474647,37,1150
0.0005755450110882521,37,1200
0.0003332655178382993,37,1250
0.002826373092830181,37,1300
0.00012206153041915968,37,1350
0.003376408014446497,37,1400
0.005438695196062326,37,1450
0.0013790014199912548,37,1500
0.00013438239693641663,37,1550
0.0003702834655996412,37,1600
0.00026168269687332213,37,1650
0.0003646173281595111,37,1700
0.00032481938251294196,37,1750
6.362756539601833e-05,37,1800
0.028379669412970543,37,1850
3.454884790698998e-05,37,1900
4.548089054878801e-05,37,1950
3.571557317627594e-05,37,2000
