baseline_target_logprob,component,donor_family,family,identity,layer,mode,model_id,revision,semantic,syntax,target_logprob_change
-0.29745420813560486,sa,alternation:direction,mapping:direction,3,0,replace_syntax_mismatch,Qwen/Qwen3-0.6B,c1899de289a04d12100db370d81485cdf75e47ca,direction,mapping,-3.4597131311893463
-2.4165139198303223,sa,alternation:direction,arrow:direction,2,0,replace_syntax_mismatch,Qwen/Qwen3-0.6B,c1899de289a04d12100db370d81485cdf75e47ca,direction,arrow,-0.38485240936279297
-1.2362991571426392,sa,alternation:direction,arrow:direction,3,0,replace_syntax_mismatch,Qwen/Qwen3-0.6B,c1899de289a04d12100db370d81485cdf75e47ca,direction,arrow,-2.155030608177185
-0.37534359097480774,sa,alternation:direction,question:direction,2,0,replace_syntax_mismatch,Qwen/Qwen3-0.6B,c1899de289a04d12100db370d81485cdf75e47ca,direction,question,-3.0172168910503387
-0.31869152188301086,sa,alternation:direction,question:direction,3,0,replace_syntax_mismatch,Qwen/Qwen3-0.6B,c1899de289a04d12100db370d81485cdf75e47ca,direction,question,-5.059679716825485
-2.7236595153808594,sa,alternation:animal,alternation:number,2,0,replace_semantic_mismatch,Qwen/Qwen3-0.6B,c1899de289a04d12100db370d81485cdf75e47ca,number,alternation,-2.045818328857422
-1.1689479351043701,sa,alternation:animal,alternation:number,3,0,replace_semantic_mismatch,Qwen/Qwen3-0.6B,c1899de289a04d12100db370d81485cdf75e47ca,number,alternation,-1.4378764629364014
-0.5363903045654297,sa,mapping:animal,mapping:number,2,0,replace_semantic_mismatch,Qwen/Qwen3-0.6B,c1899de289a04d12100db370d81485cdf75e47ca,number,mapping,-0.0010007023811340332
-0.18370883166790009,sa,mapping:animal,mapping:number,3,0,replace_semantic_mismatch,Qwen/Qwen3-0.6B,c1899de289a04d12100db370d81485cdf75e47ca,number,mapping,-0.0006330162286758423
-1.0664994716644287,sa,arrow:animal,arrow:number,2,0,replace_semantic_mismatch,Qwen/Qwen3-0.6B,c1899de289a04d12100db370d81485cdf75e47ca,number,arrow,0.006402492523193359
-0.9924983978271484,sa,arrow:animal,arrow:number,3,0,replace_semantic_mismatch,Qwen/Qwen3-0.6B,c1899de289a04d12100db370d81485cdf75e47ca,number,arrow,-0.019005179405212402
-1.068599820137024,sa,question:animal,question:number,2,0,replace_semantic_mismatch,Qwen/Qwen3-0.6B,c1899de289a04d12100db370d81485cdf75e47ca,number,question,0.020764470100402832
-0.949868381023407,sa,question:animal,question:number,3,0,replace_semantic_mismatch,Qwen/Qwen3-0.6B,c1899de289a04d12100db370d81485cdf75e47ca,number,question,0.014554262161254883
-1.3929387331008911,sa,alternation:animal,alternation:color,2,0,replace_semantic_mismatch,Qwen/Qwen3-0.6B,c1899de289a04d12100db370d81485cdf75e47ca,color,alternation,-2.413517117500305
-1.6863932609558105,sa,alternation:animal,alternation:color,3,0,replace_semantic_mismatch,Qwen/Qwen3-0.6B,c1899de289a04d12100db370d81485cdf75e47ca,color,alternation,-1.9964988231658936
-0.45522192120552063,sa,mapping:animal,mapping:color,2,0,replace_semantic_mismatch,Qwen/Qwen3-0.6B,c1899de289a04d12100db370d81485cdf75e47ca,color,mapping,-0.0076032280921936035
-1.497774600982666,sa,mapping:animal,mapping:color,3,0,replace_semantic_mismatch,Qwen/Qwen3-0.6B,c1899de289a04d12100db370d81485cdf75e47ca,color,mapping,0.03247940540313721
-1.0279550552368164,sa,arrow:animal,arrow:color,2,0,replace_semantic_mismatch,Qwen/Qwen3-0.6B,c1899de289a04d12100db370d81485cdf75e47ca,color,arrow,-0.0005869865417480469
-1.3027722835540771,sa,arrow:animal,arrow:color,3,0,replace_semantic_mismatch,Qwen/Qwen3-0.6B,c1899de289a04d12100db370d81485cdf75e47ca,color,arrow,0.03225517272949219
-0.4456680119037628,sa,question:animal,question:color,2,0,replace_semantic_mismatch,Qwen/Qwen3-0.6B,c1899de289a04d12100db370d81485cdf75e47ca,color,question,-0.0026972293853759766
-0.3952460289001465,sa,question:animal,question:color,3,0,replace_semantic_mismatch,Qwen/Qwen3-0.6B,c1899de289a04d12100db370d81485cdf75e47ca,color,question,-0.0008131563663482666
-0.642569899559021,sa,alternation:color,alternation:animal,2,0,replace_semantic_mismatch,Qwen/Qwen3-0.6B,c1899de289a04d12100db370d81485cdf75e47ca,animal,alternation,-1.664660096168518
-1.5554593801498413,sa,alternation:color,alternation:animal,3,0,replace_semantic_mismatch,Qwen/Qwen3-0.6B,c1899de289a04d12100db370d81485cdf75e47ca,animal,alternation,-2.0947216749191284
-0.5352122187614441,sa,mapping:color,mapping:animal,2,0,replace_semantic_mismatch,Qwen/Qwen3-0.6B,c1899de289a04d12100db370d81485cdf75e47ca,animal,mapping,-0.003897547721862793
-0.44126006960868835,sa,mapping:color,mapping:animal,3,0,replace_semantic_mismatch,Qwen/Qwen3-0.6B,c1899de289a04d12100db370d81485cdf75e47ca,animal,mapping,0.0059397220611572266
-1.734141230583191,sa,arrow:color,arrow:animal,2,0,replace_semantic_mismatch,Qwen/Qwen3-0.6B,c1899de289a04d12100db370d81485cdf75e47ca,animal,arrow,0.02035844326019287
-0.9108942151069641,sa,arrow:color,arrow:animal,3,0,replace_semantic_mismatch,Qwen/Qwen3-0.6B,c1899de289a04d12100db370d81485cdf75e47ca,animal,arrow,-0.005533099174499512
-0.7575696110725403,sa,question:color,question:animal,2,0,replace_semantic_mismatch,Qwen/Qwen3-0.6B,c1899de289a04d12100db370d81485cdf75e47ca,animal,question,-0.002586066722869873
-1.2352173328399658,sa,question:color,question:animal,3,0,replace_semantic_mismatch,Qwen/Qwen3-0.6B,c1899de289a04d12100db370d81485cdf75e47ca,animal,question,0.0066890716552734375
-0.9698891043663025,sa,alternation:animal,alternation:temperature,2,0,replace_semantic_mismatch,Qwen/Qwen3-0.6B,c1899de289a04d12100db370d81485cdf75e47ca,temperature,alternation,-3.6313329339027405
-0.694771409034729,sa,alternation:animal,alternation:temperature,3,0,replace_semantic_mismatch,Qwen/Qwen3-0.6B,c1899de289a04d12100db370d81485cdf75e47ca,temperature,alternation,-1.394095540046692
-0.3067984879016876,sa,mapping:animal,mapping:temperature,2,0,replace_semantic_mismatch,Qwen/Qwen3-0.6B,c1899de289a04d12100db370d81485cdf75e47ca,temperature,mapping,0.016228854656219482
-0.28149354457855225,sa,mapping:animal,mapping:temperature,3,0,replace_semantic_mismatch,Qwen/Qwen3-0.6B,c1899de289a04d12100db370d81485cdf75e47ca,temperature,mapping,0.0030544400215148926
-0.9431058764457703,sa,arrow:animal,arrow:temperature,2,0,replace_semantic_mismatch,Qwen/Qwen3-0.6B,c1899de289a04d12100db370d81485cdf75e47ca,temperature,arrow,-0.0017224550247192383
-0.6881223320960999,sa,arrow:animal,arrow:temperature,3,0,replace_semantic_mismatch,Qwen/Qwen3-0.6B,c1899de289a04d12100db370d81485cdf75e47ca,temperature,arrow,0.008741974830627441
-0.49627211689949036,sa,question:animal,question:temperature,2,0,replace_semantic_mismatch,Qwen/Qwen3-0.6B,c1899de289a04d12100db370d81485cdf75e47ca,temperature,question,-0.005081206560134888
-0.5766375660896301,sa,question:animal,question:temperature,3,0,replace_semantic_mismatch,Qwen/Qwen3-0.6B,c1899de289a04d12100db370d81485cdf75e47ca,temperature,question,-5.21540641784668e-05
-1.809414267539978,sa,alternation:animal,alternation:magnitude,2,0,replace_semantic_mismatch,Qwen/Qwen3-0.6B,c1899de289a04d12100db370d81485cdf75e47ca,magnitude,alternation,-2.9510666131973267
-1.1689479351043701,sa,alternation:animal,alternation:magnitude,3,0,replace_semantic_mismatch,Qwen/Qwen3-0.6B,c1899de289a04d12100db370d81485cdf75e47ca,magnitude,alternation,-1.4378764629364014
-0.6392275094985962,sa,mapping:animal,mapping:magnitude,2,0,replace_semantic_mismatch,Qwen/Qwen3-0.6B,c1899de289a04d12100db370d81485cdf75e47ca,magnitude,mapping,0.016248226165771484
-0.18370883166790009,sa,mapping:animal,mapping:magnitude,3,0,replace_semantic_mismatch,Qwen/Qwen3-0.6B,c1899de289a04d12100db370d81485cdf75e47ca,magnitude,mapping,-0.0006330162286758423
-1.142284870147705,sa,arrow:animal,arrow:magnitude,2,0,replace_semantic_mismatch,Qwen/Qwen3-0.6B,c1899de289a04d12100db370d81485cdf75e47ca,magnitude,arrow,-0.03108048439025879
-0.9924983978271484,sa,arrow:animal,arrow:magnitude,3,0,replace_semantic_mismatch,Qwen/Qwen3-0.6B,c1899de289a04d12100db370d81485cdf75e47ca,magnitude,arrow,-0.019005179405212402
-0.31128254532814026,sa,question:animal,question:magnitude,2,0,replace_semantic_mismatch,Qwen/Qwen3-0.6B,c1899de289a04d12100db370d81485cdf75e47ca,magnitude,question,-0.005165606737136841
-0.949868381023407,sa,question:animal,question:magnitude,3,0,replace_semantic_mismatch,Qwen/Qwen3-0.6B,c1899de289a04d12100db370d81485cdf75e47ca,magnitude,question,0.014554262161254883
-0.9206460118293762,sa,alternation:animal,alternation:geography,2,0,replace_semantic_mismatch,Qwen/Qwen3-0.6B,c1899de289a04d12100db370d81485cdf75e47ca,geography,alternation,-8.234063804149628
-1.5245424509048462,sa,alternation:animal,alternation:geography,3,0,replace_semantic_mismatch,Qwen/Qwen3-0.6B,c1899de289a04d12100db370d81485cdf75e47ca,geography,alternation,-6.469349265098572
-0.08081910014152527,sa,mapping:animal,mapping:geography,2,0,replace_semantic_mismatch,Qwen/Qwen3-0.6B,c1899de289a04d12100db370d81485cdf75e47ca,geography,mapping,0.0004312247037887573
-0.09825953096151352,sa,mapping:animal,mapping:geography,3,0,replace_semantic_mismatch,Qwen/Qwen3-0.6B,c1899de289a04d12100db370d81485cdf75e47ca,geography,mapping,0.00042019784450531006
-0.9448333978652954,sa,arrow:animal,arrow:geography,2,0,replace_semantic_mismatch,Qwen/Qwen3-0.6B,c1899de289a04d12100db370d81485cdf75e47ca,geography,arrow,0.007048368453979492
-2.138657569885254,sa,arrow:animal,arrow:geography,3,0,replace_semantic_mismatch,Qwen/Qwen3-0.6B,c1899de289a04d12100db370d81485cdf75e47ca,geography,arrow,0.2479954957962036
-0.33268964290618896,sa,question:animal,question:geography,2,0,replace_semantic_mismatch,Qwen/Qwen3-0.6B,c1899de289a04d12100db370d81485cdf75e47ca,geography,question,0.00040856003761291504
-0.7016850113868713,sa,question:animal,question:geography,3,0,replace_semantic_mismatch,Qwen/Qwen3-0.6B,c1899de289a04d12100db370d81485cdf75e47ca,geography,question,-0.004387021064758301
-1.97080397605896,sa,alternation:animal,alternation:tense,2,0,replace_semantic_mismatch,Qwen/Qwen3-0.6B,c1899de289a04d12100db370d81485cdf75e47ca,tense,alternation,-0.44612836837768555
-2.077249050140381,sa,alternation:animal,alternation:tense,3,0,replace_semantic_mismatch,Qwen/Qwen3-0.6B,c1899de289a04d12100db370d81485cdf75e47ca,tense,alternation,-0.23889613151550293
-0.06130878999829292,sa,mapping:animal,mapping:tense,2,0,replace_semantic_mismatch,Qwen/Qwen3-0.6B,c1899de289a04d12100db370d81485cdf75e47ca,tense,mapping,-0.001979876309633255
-0.0621170736849308,sa,mapping:animal,mapping:tense,3,0,replace_semantic_mismatch,Qwen/Qwen3-0.6B,c1899de289a04d12100db370d81485cdf75e47ca,tense,mapping,-0.0018060766160488129
-0.6350164413452148,sa,arrow:animal,arrow:tense,2,0,replace_semantic_mismatch,Qwen/Qwen3-0.6B,c1899de289a04d12100db370d81485cdf75e47ca,tense,arrow,-0.034246206283569336
-0.47608327865600586,sa,arrow:animal,arrow:tense,3,0,replace_semantic_mismatch,Qwen/Qwen3-0.6B,c1899de289a04d12100db370d81485cdf75e47ca,tense,arrow,-0.005363345146179199
-0.3218518793582916,sa,question:animal,question:tense,2,0,replace_semantic_mismatch,Qwen/Qwen3-0.6B,c1899de289a04d12100db370d81485cdf75e47ca,tense,question,-0.01347324252128601
-0.33328571915626526,sa,question:animal,question:tense,3,0,replace_semantic_mismatch,Qwen/Qwen3-0.6B,c1899de289a04d12100db370d81485cdf75e47ca,tense,question,-0.0042046308517456055
-1.1992031335830688,sa,alternation:animal,alternation:direction,2,0,replace_semantic_mismatch,Qwen/Qwen3-0.6B,c1899de289a04d12100db370d81485cdf75e47ca,direction,alternation,-3.335426688194275
-0.4335789084434509,sa,alternation:animal,alternation:direction,3,0,replace_semantic_mismatch,Qwen/Qwen3-0.6B,c1899de289a04d12100db370d81485cdf75e47ca,direction,alternation,-6.192412912845612
-0.5920091271400452,sa,mapping:animal,mapping:direction,2,0,replace_semantic_mismatch,Qwen/Qwen3-0.6B,c1899de289a04d12100db370d81485cdf75e47ca,direction,mapping,0.006683349609375
-0.29745420813560486,sa,mapping:animal,mapping:direction,3,0,replace_semantic_mismatch,Qwen/Qwen3-0.6B,c1899de289a04d12100db370d81485cdf75e47ca,direction,mapping,0.004951834678649902
-2.4165139198303223,sa,arrow:animal,arrow:direction,2,0,replace_semantic_mismatch,Qwen/Qwen3-0.6B,c1899de289a04d12100db370d81485cdf75e47ca,direction,arrow,0.024631738662719727
-1.2362991571426392,sa,arrow:animal,arrow:direction,3,0,replace_semantic_mismatch,Qwen/Qwen3-0.6B,c1899de289a04d12100db370d81485cdf75e47ca,direction,arrow,0.03620147705078125
-0.37534359097480774,sa,question:animal,question:direction,2,0,replace_semantic_mismatch,Qwen/Qwen3-0.6B,c1899de289a04d12100db370d81485cdf75e47ca,direction,question,-0.012192100286483765
-0.31869152188301086,sa,question:animal,question:direction,3,0,replace_semantic_mismatch,Qwen/Qwen3-0.6B,c1899de289a04d12100db370d81485cdf75e47ca,direction,question,0.001359492540359497
-2.7236595153808594,sa,arrow:animal,alternation:number,2,0,replace_nonequivalent,Qwen/Qwen3-0.6B,c1899de289a04d12100db370d81485cdf75e47ca,number,alternation,0.45609569549560547
-1.1689479351043701,sa,arrow:animal,alternation:number,3,0,replace_nonequivalent,Qwen/Qwen3-0.6B,c1899de289a04d12100db370d81485cdf75e47ca,number,alternation,-1.7036116123199463
-0.5363903045654297,sa,alternation:animal,mapping:number,2,0,replace_nonequivalent,Qwen/Qwen3-0.6B,c1899de289a04d12100db370d81485cdf75e47ca,number,mapping,-5.729502201080322
-0.18370883166790009,sa,alternation:animal,mapping:number,3,0,replace_nonequivalent,Qwen/Qwen3-0.6B,c1899de289a04d12100db370d81485cdf75e47ca,number,mapping,-5.372150257229805
-1.0664994716644287,sa,alternation:animal,arrow:number,2,0,replace_nonequivalent,Qwen/Qwen3-0.6B,c1899de289a04d12100db370d81485cdf75e47ca,number,arrow,-4.467068910598755
-0.9924983978271484,sa,alternation:animal,arrow:number,3,0,replace_nonequivalent,Qwen/Qwen3-0.6B,c1899de289a04d12100db370d81485cdf75e47ca,number,arrow,-6.048336029052734
-1.068599820137024,sa,alternation:animal,question:number,2,0,replace_nonequivalent,Qwen/Qwen3-0.6B,c1899de289a04d12100db370d81485cdf75e47ca,number,question,-6.2453144788742065
-0.949868381023407,sa,alternation:animal,question:number,3,0,replace_nonequivalent,Qwen/Qwen3-0.6B,c1899de289a04d12100db370d81485cdf75e47ca,number,question,-6.643969357013702
-1.3929387331008911,sa,arrow:animal,alternation:color,2,0,replace_nonequivalent,Qwen/Qwen3-0.6B,c1899de289a04d12100db370d81485cdf75e47ca,color,alternation,-1.5153676271438599
-1.6863932609558105,sa,arrow:animal,alternation:color,3,0,replace_nonequivalent,Qwen/Qwen3-0.6B,c1899de289a04d12100db370d81485cdf75e47ca,color,alternation,-1.389385461807251
-0.45522192120552063,sa,alternation:animal,mapping:color,2,0,replace_nonequivalent,Qwen/Qwen3-0.6B,c1899de289a04d12100db370d81485cdf75e47ca,color,mapping,-4.684749335050583
-1.497774600982666,sa,alternation:animal,mapping:color,3,0,replace_nonequivalent,Qwen/Qwen3-0.6B,c1899de289a04d12100db370d81485cdf75e47ca,color,mapping,-6.300848007202148
-1.0279550552368164,sa,alternation:animal,arrow:color,2,0,replace_nonequivalent,Qwen/Qwen3-0.6B,c1899de289a04d12100db370d81485cdf75e47ca,color,arrow,-5.555980205535889
-1.3027722835540771,sa,alternation:animal,arrow:color,3,0,replace_nonequivalent,Qwen/Qwen3-0.6B,c1899de289a04d12100db370d81485cdf75e47ca,color,arrow,-4.55290675163269
-0.4456680119037628,sa,alternation:animal,question:color,2,0,replace_nonequivalent,Qwen/Qwen3-0.6B,c1899de289a04d12100db370d81485cdf75e47ca,color,question,-6.759286612272263
-0.3952460289001465,sa,alternation:animal,question:color,3,0,replace_nonequivalent,Qwen/Qwen3-0.6B,c1899de289a04d12100db370d81485cdf75e47ca,color,question,-4.7165021896362305
-0.642569899559021,sa,arrow:color,alternation:animal,2,0,replace_nonequivalent,Qwen/Qwen3-0.6B,c1899de289a04d12100db370d81485cdf75e47ca,animal,alternation,-1.828786015510559
-1.5554593801498413,sa,arrow:color,alternation:animal,3,0,replace_nonequivalent,Qwen/Qwen3-0.6B,c1899de289a04d12100db370d81485cdf75e47ca,animal,alternation,-1.6272443532943726
-0.5352122187614441,sa,alternation:color,mapping:animal,2,0,replace_nonequivalent,Qwen/Qwen3-0.6B,c1899de289a04d12100db370d81485cdf75e47ca,animal,mapping,-1.4394949078559875
-0.44126006960868835,sa,alternation:color,mapping:animal,3,0,replace_nonequivalent,Qwen/Qwen3-0.6B,c1899de289a04d12100db370d81485cdf75e47ca,animal,mapping,-1.4663141071796417
-1.734141230583191,sa,alternation:color,arrow:animal,2,0,replace_nonequivalent,Qwen/Qwen3-0.6B,c1899de289a04d12100db370d81485cdf75e47ca,animal,arrow,-2.112167000770569
-0.9108942151069641,sa,alternation:color,arrow:animal,3,0,replace_nonequivalent,Qwen/Qwen3-0.6B,c1899de289a04d12100db370d81485cdf75e47ca,animal,arrow,-3.4488579630851746
-0.7575696110725403,sa,alternation:color,question:animal,2,0,replace_nonequivalent,Qwen/Qwen3-0.6B,c1899de289a04d12100db370d81485cdf75e47ca,animal,question,-1.7211400866508484
-1.2352173328399658,sa,alternation:color,question:animal,3,0,replace_nonequivalent,Qwen/Qwen3-0.6B,c1899de289a04d12100db370d81485cdf75e47ca,animal,question,-0.1902143955230713
-0.9698891043663025,sa,arrow:animal,alternation:temperature,2,0,replace_nonequivalent,Qwen/Qwen3-0.6B,c1899de289a04d12100db370d81485cdf75e47ca,temperature,alternation,-1.9070983529090881
-0.694771409034729,sa,arrow:animal,alternation:temperature,3,0,replace_nonequivalent,Qwen/Qwen3-0.6B,c1899de289a04d12100db370d81485cdf75e47ca,temperature,alternation,-2.324328064918518
-0.3067984879016876,sa,alternation:animal,mapping:temperature,2,0,replace_nonequivalent,Qwen/Qwen3-0.6B,c1899de289a04d12100db370d81485cdf75e47ca,temperature,mapping,-6.993216961622238
-0.28149354457855225,sa,alternation:animal,mapping:temperature,3,0,replace_nonequivalent,Qwen/Qwen3-0.6B,c1899de289a04d12100db370d81485cdf75e47ca,temperature,mapping,-7.315276741981506
-0.9431058764457703,sa,alternation:animal,arrow:temperature,2,0,replace_nonequivalent,Qwen/Qwen3-0.6B,c1899de289a04d12100db370d81485cdf75e47ca,temperature,arrow,-4.742155373096466
-0.6881223320960999,sa,alternation:animal,arrow:temperature,3,0,replace_nonequivalent,Qwen/Qwen3-0.6B,c1899de289a04d12100db370d81485cdf75e47ca,temperature,arrow,-6.057465970516205
-0.49627211689949036,sa,alternation:animal,question:temperature,2,0,replace_nonequivalent,Qwen/Qwen3-0.6B,c1899de289a04d12100db370d81485cdf75e47ca,temperature,question,-7.241515129804611
-0.5766375660896301,sa,alternation:animal,question:temperature,3,0,replace_nonequivalent,Qwen/Qwen3-0.6B,c1899de289a04d12100db370d81485cdf75e47ca,temperature,question,-6.428177058696747
-1.809414267539978,sa,arrow:animal,alternation:magnitude,2,0,replace_nonequivalent,Qwen/Qwen3-0.6B,c1899de289a04d12100db370d81485cdf75e47ca,magnitude,alternation,-1.0913633108139038
-1.1689479351043701,sa,arrow:animal,alternation:magnitude,3,0,replace_nonequivalent,Qwen/Qwen3-0.6B,c1899de289a04d12100db370d81485cdf75e47ca,magnitude,alternation,-1.7036116123199463
-0.6392275094985962,sa,alternation:animal,mapping:magnitude,2,0,replace_nonequivalent,Qwen/Qwen3-0.6B,c1899de289a04d12100db370d81485cdf75e47ca,magnitude,mapping,-6.68127715587616
-0.18370883166790009,sa,alternation:animal,mapping:magnitude,3,0,replace_nonequivalent,Qwen/Qwen3-0.6B,c1899de289a04d12100db370d81485cdf75e47ca,magnitude,mapping,-5.372150257229805
-1.142284870147705,sa,alternation:animal,arrow:magnitude,2,0,replace_nonequivalent,Qwen/Qwen3-0.6B,c1899de289a04d12100db370d81485cdf75e47ca,magnitude,arrow,-7.274586200714111
-0.9924983978271484,sa,alternation:animal,arrow:magnitude,3,0,replace_nonequivalent,Qwen/Qwen3-0.6B,c1899de289a04d12100db370d81485cdf75e47ca,magnitude,arrow,-6.048336029052734
-0.31128254532814026,sa,alternation:animal,question:magnitude,2,0,replace_nonequivalent,Qwen/Qwen3-0.6B,c1899de289a04d12100db370d81485cdf75e47ca,magnitude,question,-6.33455953001976
-0.949868381023407,sa,alternation:animal,question:magnitude,3,0,replace_nonequivalent,Qwen/Qwen3-0.6B,c1899de289a04d12100db370d81485cdf75e47ca,magnitude,question,-6.643969357013702
-0.9206460118293762,sa,arrow:animal,alternation:geography,2,0,replace_nonequivalent,Qwen/Qwen3-0.6B,c1899de289a04d12100db370d81485cdf75e47ca,geography,alternation,-2.287724196910858
-1.5245424509048462,sa,arrow:animal,alternation:geography,3,0,replace_nonequivalent,Qwen/Qwen3-0.6B,c1899de289a04d12100db370d81485cdf75e47ca,geography,alternation,-2.3329321146011353
-0.08081910014152527,sa,alternation:animal,mapping:geography,2,0,replace_nonequivalent,Qwen/Qwen3-0.6B,c1899de289a04d12100db370d81485cdf75e47ca,geography,mapping,-6.04936745762825
-0.09825953096151352,sa,alternation:animal,mapping:geography,3,0,replace_nonequivalent,Qwen/Qwen3-0.6B,c1899de289a04d12100db370d81485cdf75e47ca,geography,mapping,-8.996115125715733
-0.9448333978652954,sa,alternation:animal,arrow:geography,2,0,replace_nonequivalent,Qwen/Qwen3-0.6B,c1899de289a04d12100db370d81485cdf75e47ca,geography,arrow,-4.883596301078796
-2.138657569885254,sa,alternation:animal,arrow:geography,3,0,replace_nonequivalent,Qwen/Qwen3-0.6B,c1899de289a04d12100db370d81485cdf75e47ca,geography,arrow,-5.803308486938477
-0.33268964290618896,sa,alternation:animal,question:geography,2,0,replace_nonequivalent,Qwen/Qwen3-0.6B,c1899de289a04d12100db370d81485cdf75e47ca,geography,question,-7.721989274024963
-0.7016850113868713,sa,alternation:animal,question:geography,3,0,replace_nonequivalent,Qwen/Qwen3-0.6B,c1899de289a04d12100db370d81485cdf75e47ca,geography,question,-7.873228967189789
-1.97080397605896,sa,arrow:animal,alternation:tense,2,0,replace_nonequivalent,Qwen/Qwen3-0.6B,c1899de289a04d12100db370d81485cdf75e47ca,tense,alternation,-1.09541916847229
-2.077249050140381,sa,arrow:animal,alternation:tense,3,0,replace_nonequivalent,Qwen/Qwen3-0.6B,c1899de289a04d12100db370d81485cdf75e47ca,tense,alternation,0.39163923263549805
-0.06130878999829292,sa,alternation:animal,mapping:tense,2,0,replace_nonequivalent,Qwen/Qwen3-0.6B,c1899de289a04d12100db370d81485cdf75e47ca,tense,mapping,-4.067754816263914
-0.0621170736849308,sa,alternation:animal,mapping:tense,3,0,replace_nonequivalent,Qwen/Qwen3-0.6B,c1899de289a04d12100db370d81485cdf75e47ca,tense,mapping,-4.92546608671546
-0.6350164413452148,sa,alternation:animal,arrow:tense,2,0,replace_nonequivalent,Qwen/Qwen3-0.6B,c1899de289a04d12100db370d81485cdf75e47ca,tense,arrow,-5.894869327545166
-0.47608327865600586,sa,alternation:animal,arrow:tense,3,0,replace_nonequivalent,Qwen/Qwen3-0.6B,c1899de289a04d12100db370d81485cdf75e47ca,tense,arrow,-5.795504570007324
-0.3218518793582916,sa,alternation:animal,question:tense,2,0,replace_nonequivalent,Qwen/Qwen3-0.6B,c1899de289a04d12100db370d81485cdf75e47ca,tense,question,-4.661470264196396
-0.33328571915626526,sa,alternation:animal,question:tense,3,0,replace_nonequivalent,Qwen/Qwen3-0.6B,c1899de289a04d12100db370d81485cdf75e47ca,tense,question,-6.20244225859642
-1.1992031335830688,sa,arrow:animal,alternation:direction,2,0,replace_nonequivalent,Qwen/Qwen3-0.6B,c1899de289a04d12100db370d81485cdf75e47ca,direction,alternation,-2.528945565223694
-0.4335789084434509,sa,arrow:animal,alternation:direction,3,0,replace_nonequivalent,Qwen/Qwen3-0.6B,c1899de289a04d12100db370d81485cdf75e47ca,direction,alternation,-2.605580151081085
-0.5920091271400452,sa,alternation:animal,mapping:direction,2,0,replace_nonequivalent,Qwen/Qwen3-0.6B,c1899de289a04d12100db370d81485cdf75e47ca,direction,mapping,-4.7616419196128845
-0.29745420813560486,sa,alternation:animal,mapping:direction,3,0,replace_nonequivalent,Qwen/Qwen3-0.6B,c1899de289a04d12100db370d81485cdf75e47ca,direction,mapping,-7.9847590029239655
-2.4165139198303223,sa,alternation:animal,arrow:direction,2,0,replace_nonequivalent,Qwen/Qwen3-0.6B,c1899de289a04d12100db370d81485cdf75e47ca,direction,arrow,-4.2992963790893555
-1.2362991571426392,sa,alternation:animal,arrow:direction,3,0,replace_nonequivalent,Qwen/Qwen3-0.6B,c1899de289a04d12100db370d81485cdf75e47ca,direction,arrow,-5.50729501247406
-0.37534359097480774,sa,alternation:animal,question:direction,2,0,replace_nonequivalent,Qwen/Qwen3-0.6B,c1899de289a04d12100db370d81485cdf75e47ca,direction,question,-5.8569943606853485
-0.31869152188301086,sa,alternation:animal,question:direction,3,0,replace_nonequivalent,Qwen/Qwen3-0.6B,c1899de289a04d12100db370d81485cdf75e47ca,direction,question,-6.447725981473923
-2.7236595153808594,ff,alternation:number,alternation:number,2,0,replace_equivalent,Qwen/Qwen3-0.6B,c1899de289a04d12100db370d81485cdf75e47ca,number,alternation,0.34215545654296875
-1.1689479351043701,ff,alternation:number,alternation:number,3,0,replace_equivalent,Qwen/Qwen3-0.6B,c1899de289a04d12100db370d81485cdf75e47ca,number,alternation,0.1147834062576294
-0.5363903045654297,ff,mapping:number,mapping:number,2,0,replace_equivalent,Qwen/Qwen3-0.6B,c1899de289a04d12100db370d81485cdf75e47ca,number,mapping,-0.00204390287399292
-0.18370883166790009,ff,mapping:number,mapping:number,3,0,replace_equivalent,Qwen/Qwen3-0.6B,c1899de289a04d12100db370d81485cdf75e47ca,number,mapping,0.002237066626548767
-1.0664994716644287,ff,arrow:number,arrow:number,2,0,replace_equivalent,Qwen/Qwen3-0.6B,c1899de289a04d12100db370d81485cdf75e47ca,number,arrow,0.02447032928466797
-0.9924983978271484,ff,arrow:number,arrow:number,3,0,replace_equivalent,Qwen/Qwen3-0.6B,c1899de289a04d12100db370d81485cdf75e47ca,number,arrow,0.00880897045135498
-1.068599820137024,ff,question:number,question:number,2,0,replace_equivalent,Qwen/Qwen3-0.6B,c1899de289a04d12100db370d81485cdf75e47ca,number,question,0.002234339714050293
-0.949868381023407,ff,question:number,question:number,3,0,replace_equivalent,Qwen/Qwen3-0.6B,c1899de289a04d12100db370d81485cdf75e47ca,number,question,-0.02479654550552368
-1.3929387331008911,ff,alternation:color,alternation:color,2,0,replace_equivalent,Qwen/Qwen3-0.6B,c1899de289a04d12100db370d81485cdf75e47ca,color,alternation,0.08436846733093262
-1.6863932609558105,ff,alternation:color,alternation:color,3,0,replace_equivalent,Qwen/Qwen3-0.6B,c1899de289a04d12100db370d81485cdf75e47ca,color,alternation,-0.17751669883728027
-0.45522192120552063,ff,mapping:color,mapping:color,2,0,replace_equivalent,Qwen/Qwen3-0.6B,c1899de289a04d12100db370d81485cdf75e47ca,color,mapping,-0.004483431577682495
