architecture,candidate_chain_first,example_id,heads,layers,model_seed,position_mode,positive,required_path,split,target_margin,template_id,top1_correct,total_depth,tree_seed,width
L8_W64_H4,0,validation:d1:t0:paligned:tree101:i10000,4,8,23,aligned,0,1,validation,-0.07601356506347656,0,0,3,101,64
L8_W64_H4,0,validation:d1:t0:paligned:tree101:i10001,4,8,23,aligned,1,1,validation,-0.016368865966796875,0,0,3,101,64
L8_W64_H4,1,validation:d1:t0:paligned:tree101:i10002,4,8,23,aligned,0,1,validation,-0.09189796447753906,0,0,3,101,64
L8_W64_H4,1,validation:d1:t0:paligned:tree101:i10003,4,8,23,aligned,1,1,validation,0.10744857788085938,0,1,3,101,64
L8_W64_H4,0,validation:d1:t0:paligned:tree101:i10004,4,8,23,aligned,0,1,validation,-0.055179595947265625,0,0,3,101,64
L8_W64_H4,0,validation:d1:t0:paligned:tree101:i10005,4,8,23,aligned,1,1,validation,0.058223724365234375,0,1,3,101,64
L8_W64_H4,1,validation:d1:t0:paligned:tree101:i10006,4,8,23,aligned,0,1,validation,-0.0461883544921875,0,0,3,101,64
L8_W64_H4,1,validation:d1:t0:paligned:tree101:i10007,4,8,23,aligned,1,1,validation,0.023740768432617188,0,1,3,101,64
L8_W64_H4,0,validation:d1:t0:paligned:tree101:i10008,4,8,23,aligned,0,1,validation,-0.0543212890625,0,0,3,101,64
L8_W64_H4,0,validation:d1:t0:paligned:tree101:i10009,4,8,23,aligned,1,1,validation,0.06710052490234375,0,1,3,101,64
L8_W64_H4,1,validation:d1:t0:paligned:tree101:i10010,4,8,23,aligned,0,1,validation,-0.10609626770019531,0,0,3,101,64
L8_W64_H4,1,validation:d1:t0:paligned:tree101:i10011,4,8,23,aligned,1,1,validation,0.03555488586425781,0,1,3,101,64
L8_W64_H4,0,validation:d1:t0:paligned:tree101:i10012,4,8,23,aligned,0,1,validation,-0.07287979125976562,0,0,3,101,64
L8_W64_H4,0,validation:d1:t0:paligned:tree101:i10013,4,8,23,aligned,1,1,validation,0.04125404357910156,0,1,3,101,64
L8_W64_H4,1,validation:d1:t0:paligned:tree101:i10014,4,8,23,aligned,0,1,validation,-0.08510208129882812,0,0,3,101,64
L8_W64_H4,1,validation:d1:t0:paligned:tree101:i10015,4,8,23,aligned,1,1,validation,0.04483795166015625,0,1,3,101,64
L8_W64_H4,0,validation:d1:t0:paligned:tree211:i10000,4,8,23,aligned,0,1,validation,-0.0538330078125,0,0,3,211,64
L8_W64_H4,0,validation:d1:t0:paligned:tree211:i10001,4,8,23,aligned,1,1,validation,0.01433563232421875,0,1,3,211,64
L8_W64_H4,1,validation:d1:t0:paligned:tree211:i10002,4,8,23,aligned,0,1,validation,-0.17712783813476562,0,0,3,211,64
L8_W64_H4,1,validation:d1:t0:paligned:tree211:i10003,4,8,23,aligned,1,1,validation,0.07963371276855469,0,1,3,211,64
L8_W64_H4,0,validation:d1:t0:paligned:tree211:i10004,4,8,23,aligned,0,1,validation,-0.00077056884765625,0,0,3,211,64
L8_W64_H4,0,validation:d1:t0:paligned:tree211:i10005,4,8,23,aligned,1,1,validation,0.13222122192382812,0,1,3,211,64
L8_W64_H4,1,validation:d1:t0:paligned:tree211:i10006,4,8,23,aligned,0,1,validation,-0.10253143310546875,0,0,3,211,64
L8_W64_H4,1,validation:d1:t0:paligned:tree211:i10007,4,8,23,aligned,1,1,validation,0.03545379638671875,0,1,3,211,64
L8_W64_H4,0,validation:d1:t0:paligned:tree211:i10008,4,8,23,aligned,0,1,validation,-0.04087066650390625,0,0,3,211,64
L8_W64_H4,0,validation:d1:t0:paligned:tree211:i10009,4,8,23,aligned,1,1,validation,0.1360034942626953,0,1,3,211,64
L8_W64_H4,1,validation:d1:t0:paligned:tree211:i10010,4,8,23,aligned,0,1,validation,-0.014066696166992188,0,0,3,211,64
L8_W64_H4,1,validation:d1:t0:paligned:tree211:i10011,4,8,23,aligned,1,1,validation,0.1280059814453125,0,1,3,211,64
L8_W64_H4,0,validation:d1:t0:paligned:tree211:i10012,4,8,23,aligned,0,1,validation,-0.09692573547363281,0,0,3,211,64
L8_W64_H4,0,validation:d1:t0:paligned:tree211:i10013,4,8,23,aligned,1,1,validation,0.06324005126953125,0,1,3,211,64
L8_W64_H4,1,validation:d1:t0:paligned:tree211:i10014,4,8,23,aligned,0,1,validation,-0.04420280456542969,0,0,3,211,64
L8_W64_H4,1,validation:d1:t0:paligned:tree211:i10015,4,8,23,aligned,1,1,validation,0.09518623352050781,0,1,3,211,64
L8_W64_H4,0,validation:d1:t0:paligned:tree307:i10000,4,8,23,aligned,0,1,validation,-0.023221969604492188,0,0,3,307,64
L8_W64_H4,0,validation:d1:t0:paligned:tree307:i10001,4,8,23,aligned,1,1,validation,0.0289154052734375,0,1,3,307,64
L8_W64_H4,1,validation:d1:t0:paligned:tree307:i10002,4,8,23,aligned,0,1,validation,-0.10311508178710938,0,0,3,307,64
L8_W64_H4,1,validation:d1:t0:paligned:tree307:i10003,4,8,23,aligned,1,1,validation,0.0020236968994140625,0,1,3,307,64
L8_W64_H4,0,validation:d1:t0:paligned:tree307:i10004,4,8,23,aligned,0,1,validation,-0.016836166381835938,0,0,3,307,64
L8_W64_H4,0,validation:d1:t0:paligned:tree307:i10005,4,8,23,aligned,1,1,validation,0.01076507568359375,0,1,3,307,64
L8_W64_H4,1,validation:d1:t0:paligned:tree307:i10006,4,8,23,aligned,0,1,validation,-0.03917694091796875,0,0,3,307,64
L8_W64_H4,1,validation:d1:t0:paligned:tree307:i10007,4,8,23,aligned,1,1,validation,0.082244873046875,0,1,3,307,64
L8_W64_H4,0,validation:d1:t0:paligned:tree307:i10008,4,8,23,aligned,0,1,validation,-0.09781265258789062,0,0,3,307,64
L8_W64_H4,0,validation:d1:t0:paligned:tree307:i10009,4,8,23,aligned,1,1,validation,0.04137229919433594,0,1,3,307,64
L8_W64_H4,1,validation:d1:t0:paligned:tree307:i10010,4,8,23,aligned,0,1,validation,0.0025348663330078125,0,1,3,307,64
L8_W64_H4,1,validation:d1:t0:paligned:tree307:i10011,4,8,23,aligned,1,1,validation,-0.00455474853515625,0,0,3,307,64
L8_W64_H4,0,validation:d1:t0:paligned:tree307:i10012,4,8,23,aligned,0,1,validation,-0.0713958740234375,0,0,3,307,64
L8_W64_H4,0,validation:d1:t0:paligned:tree307:i10013,4,8,23,aligned,1,1,validation,0.07949638366699219,0,1,3,307,64
L8_W64_H4,1,validation:d1:t0:paligned:tree307:i10014,4,8,23,aligned,0,1,validation,-0.11613082885742188,0,0,3,307,64
L8_W64_H4,1,validation:d1:t0:paligned:tree307:i10015,4,8,23,aligned,1,1,validation,0.08709907531738281,0,1,3,307,64
L8_W64_H4,0,validation:d1:t0:prandomized:tree101:i10000,4,8,23,randomized,0,1,validation,-0.07601356506347656,0,0,3,101,64
L8_W64_H4,1,validation:d1:t0:prandomized:tree101:i10003,4,8,23,randomized,1,1,validation,0.10744857788085938,0,1,3,101,64
L8_W64_H4,1,validation:d1:t0:prandomized:tree101:i10006,4,8,23,randomized,0,1,validation,-0.0461883544921875,0,0,3,101,64
L8_W64_H4,1,validation:d1:t0:prandomized:tree101:i10014,4,8,23,randomized,0,1,validation,-0.08510208129882812,0,0,3,101,64
L8_W64_H4,1,validation:d1:t0:prandomized:tree101:i10015,4,8,23,randomized,1,1,validation,0.04483795166015625,0,1,3,101,64
L8_W64_H4,1,validation:d1:t0:prandomized:tree211:i10002,4,8,23,randomized,0,1,validation,-0.17712783813476562,0,0,3,211,64
L8_W64_H4,1,validation:d1:t0:prandomized:tree211:i10003,4,8,23,randomized,1,1,validation,0.07963371276855469,0,1,3,211,64
L8_W64_H4,1,validation:d1:t0:prandomized:tree211:i10014,4,8,23,randomized,0,1,validation,-0.04420280456542969,0,0,3,211,64
L8_W64_H4,1,validation:d1:t0:prandomized:tree307:i10007,4,8,23,randomized,1,1,validation,0.082244873046875,0,1,3,307,64
L8_W64_H4,1,validation:d1:t0:prandomized:tree307:i10011,4,8,23,randomized,1,1,validation,-0.0045566558837890625,0,0,3,307,64
L8_W64_H4,0,validation:d1:t1:paligned:tree101:i10000,4,8,23,aligned,0,1,validation,-0.07376861572265625,1,0,3,101,64
L8_W64_H4,0,validation:d1:t1:paligned:tree101:i10001,4,8,23,aligned,1,1,validation,-0.017427444458007812,1,0,3,101,64
L8_W64_H4,1,validation:d1:t1:paligned:tree101:i10002,4,8,23,aligned,0,1,validation,-0.09266471862792969,1,0,3,101,64
L8_W64_H4,1,validation:d1:t1:paligned:tree101:i10003,4,8,23,aligned,1,1,validation,0.10424423217773438,1,1,3,101,64
L8_W64_H4,0,validation:d1:t1:paligned:tree101:i10004,4,8,23,aligned,0,1,validation,-0.05956840515136719,1,0,3,101,64
L8_W64_H4,0,validation:d1:t1:paligned:tree101:i10005,4,8,23,aligned,1,1,validation,0.058979034423828125,1,1,3,101,64
L8_W64_H4,1,validation:d1:t1:paligned:tree101:i10006,4,8,23,aligned,0,1,validation,-0.051586151123046875,1,0,3,101,64
L8_W64_H4,1,validation:d1:t1:paligned:tree101:i10007,4,8,23,aligned,1,1,validation,0.019756317138671875,1,1,3,101,64
L8_W64_H4,0,validation:d1:t1:paligned:tree101:i10008,4,8,23,aligned,0,1,validation,-0.06233024597167969,1,0,3,101,64
L8_W64_H4,0,validation:d1:t1:paligned:tree101:i10009,4,8,23,aligned,1,1,validation,0.07109451293945312,1,1,3,101,64
L8_W64_H4,1,validation:d1:t1:paligned:tree101:i10010,4,8,23,aligned,0,1,validation,-0.10207366943359375,1,0,3,101,64
L8_W64_H4,1,validation:d1:t1:paligned:tree101:i10011,4,8,23,aligned,1,1,validation,0.04049491882324219,1,1,3,101,64
L8_W64_H4,0,validation:d1:t1:paligned:tree101:i10012,4,8,23,aligned,0,1,validation,-0.08093070983886719,1,0,3,101,64
L8_W64_H4,0,validation:d1:t1:paligned:tree101:i10013,4,8,23,aligned,1,1,validation,0.05274772644042969,1,1,3,101,64
L8_W64_H4,1,validation:d1:t1:paligned:tree101:i10014,4,8,23,aligned,0,1,validation,-0.07820510864257812,1,0,3,101,64
L8_W64_H4,1,validation:d1:t1:paligned:tree101:i10015,4,8,23,aligned,1,1,validation,0.05320930480957031,1,1,3,101,64
L8_W64_H4,0,validation:d1:t1:paligned:tree211:i10000,4,8,23,aligned,0,1,validation,-0.0567626953125,1,0,3,211,64
L8_W64_H4,0,validation:d1:t1:paligned:tree211:i10001,4,8,23,aligned,1,1,validation,0.014713287353515625,1,1,3,211,64
L8_W64_H4,1,validation:d1:t1:paligned:tree211:i10002,4,8,23,aligned,0,1,validation,-0.17848587036132812,1,0,3,211,64
L8_W64_H4,1,validation:d1:t1:paligned:tree211:i10003,4,8,23,aligned,1,1,validation,0.08095169067382812,1,1,3,211,64
L8_W64_H4,0,validation:d1:t1:paligned:tree211:i10004,4,8,23,aligned,0,1,validation,-0.007045745849609375,1,0,3,211,64
L8_W64_H4,0,validation:d1:t1:paligned:tree211:i10005,4,8,23,aligned,1,1,validation,0.12986183166503906,1,1,3,211,64
L8_W64_H4,1,validation:d1:t1:paligned:tree211:i10006,4,8,23,aligned,0,1,validation,-0.10848236083984375,1,0,3,211,64
L8_W64_H4,1,validation:d1:t1:paligned:tree211:i10007,4,8,23,aligned,1,1,validation,0.03539276123046875,1,1,3,211,64
L8_W64_H4,0,validation:d1:t1:paligned:tree211:i10008,4,8,23,aligned,0,1,validation,-0.04308128356933594,1,0,3,211,64
L8_W64_H4,0,validation:d1:t1:paligned:tree211:i10009,4,8,23,aligned,1,1,validation,0.13788795471191406,1,1,3,211,64
