loss,step
41.00606155395508,1
0.7009243369102478,50
0.8439687490463257,100
0.7141857147216797,150
0.7009685039520264,200
0.6882573366165161,250
0.7062212228775024,300
0.6963091492652893,350
0.6890590786933899,400
0.7031395435333252,450
0.6905019879341125,500
0.6954476237297058,550
0.6955200433731079,600
0.6994495987892151,650
0.6975518465042114,700
0.6956814527511597,750
0.6899784207344055,800
0.6940041780471802,850
0.6942855715751648,900
0.6969190239906311,950
0.6937177181243896,1000
0.6929221749305725,1050
0.697195291519165,1100
0.6949085593223572,1150
0.6909759640693665,1200
