cell_id,condition,episodes,example_id,family,heads,layers,mappings,margin,mlp_ratio,pairs,probability,rank,regime,seed,target,top1,vocabulary,width
C2_sa_only_L1_W8_H1_S11,correct,256,0,sa_only,1,1,fresh-random,-2.8999760150909424,2,3,0.022027138620615005,6,C2,11,3,0,4,8
C2_sa_only_L1_W8_H1_S11,none,256,0,sa_only,1,1,fresh-random,-2.877445697784424,2,3,0.04567877575755119,3,C2,11,3,0,4,8
C2_sa_only_L1_W8_H1_S11,shuffled_pairings,256,0,sa_only,1,1,fresh-random,-2.822415828704834,2,3,0.02350880205631256,6,C2,11,3,0,4,8
C2_sa_only_L1_W8_H1_S11,shuffled_order,256,0,sa_only,1,1,fresh-random,-2.765305519104004,2,3,0.024124056100845337,6,C2,11,3,0,4,8
C2_sa_only_L1_W8_H1_S11,wrong_query,256,0,sa_only,1,1,fresh-random,0.5832855701446533,2,3,0.5487527251243591,1,C2,11,3,1,4,8
C2_sa_only_L1_W8_H1_S11,correct,256,1,sa_only,1,1,fresh-random,-3.216555118560791,2,3,0.02191179431974888,5,C2,11,4,0,4,8
C2_sa_only_L1_W8_H1_S11,none,256,1,sa_only,1,1,fresh-random,-4.7185797691345215,2,3,0.008171995170414448,4,C2,11,4,0,4,8
C2_sa_only_L1_W8_H1_S11,shuffled_pairings,256,1,sa_only,1,1,fresh-random,-3.2785701751708984,2,3,0.020343678072094917,5,C2,11,4,0,4,8
C2_sa_only_L1_W8_H1_S11,shuffled_order,256,1,sa_only,1,1,fresh-random,-3.281372308731079,2,3,0.021099649369716644,4,C2,11,4,0,4,8
C2_sa_only_L1_W8_H1_S11,wrong_query,256,1,sa_only,1,1,fresh-random,-0.7679722309112549,2,3,0.22033195197582245,2,C2,11,4,0,4,8
C2_sa_only_L1_W8_H1_S11,correct,256,2,sa_only,1,1,fresh-random,-4.142928123474121,2,3,0.006158087402582169,7,C2,11,4,0,4,8
C2_sa_only_L1_W8_H1_S11,none,256,2,sa_only,1,1,fresh-random,-5.5718841552734375,2,3,0.0030869862530380487,7,C2,11,4,0,4,8
C2_sa_only_L1_W8_H1_S11,shuffled_pairings,256,2,sa_only,1,1,fresh-random,-4.255568027496338,2,3,0.005469637922942638,7,C2,11,4,0,4,8
C2_sa_only_L1_W8_H1_S11,shuffled_order,256,2,sa_only,1,1,fresh-random,-4.168004035949707,2,3,0.006180722266435623,7,C2,11,4,0,4,8
C2_sa_only_L1_W8_H1_S11,wrong_query,256,2,sa_only,1,1,fresh-random,-0.7470057010650635,2,3,0.2234826683998108,2,C2,11,4,0,4,8
C2_sa_only_L1_W8_H1_S11,correct,256,3,sa_only,1,1,fresh-random,-1.129273772239685,2,3,0.1432657092809677,3,C2,11,3,0,4,8
C2_sa_only_L1_W8_H1_S11,none,256,3,sa_only,1,1,fresh-random,0.6706805229187012,2,3,0.6334047913551331,1,C2,11,3,1,4,8
C2_sa_only_L1_W8_H1_S11,shuffled_pairings,256,3,sa_only,1,1,fresh-random,-1.1630433797836304,2,3,0.13985151052474976,3,C2,11,3,0,4,8
C2_sa_only_L1_W8_H1_S11,shuffled_order,256,3,sa_only,1,1,fresh-random,-1.027833104133606,2,3,0.15000520646572113,3,C2,11,3,0,4,8
C2_sa_only_L1_W8_H1_S11,wrong_query,256,3,sa_only,1,1,fresh-random,0.558316707611084,2,3,0.5440844893455505,1,C2,11,3,1,4,8
C2_sa_only_L1_W8_H1_S11,correct,256,4,sa_only,1,1,fresh-random,-2.4917285442352295,2,3,0.061656348407268524,3,C2,11,3,0,4,8
C2_sa_only_L1_W8_H1_S11,none,256,4,sa_only,1,1,fresh-random,0.20729565620422363,2,3,0.3835744261741638,1,C2,11,3,1,4,8
C2_sa_only_L1_W8_H1_S11,shuffled_pairings,256,4,sa_only,1,1,fresh-random,-2.466477632522583,2,3,0.06323008239269257,3,C2,11,3,0,4,8
C2_sa_only_L1_W8_H1_S11,shuffled_order,256,4,sa_only,1,1,fresh-random,-2.56046199798584,2,3,0.05780564993619919,3,C2,11,3,0,4,8
C2_sa_only_L1_W8_H1_S11,wrong_query,256,4,sa_only,1,1,fresh-random,-2.782306671142578,2,3,0.0243978388607502,6,C2,11,3,0,4,8
C2_sa_only_L1_W8_H1_S11,correct,256,5,sa_only,1,1,fresh-random,-4.463358402252197,2,3,0.006539188791066408,7,C2,11,5,0,4,8
C2_sa_only_L1_W8_H1_S11,none,256,5,sa_only,1,1,fresh-random,-5.996392250061035,2,3,0.0022770953364670277,6,C2,11,5,0,4,8
C2_sa_only_L1_W8_H1_S11,shuffled_pairings,256,5,sa_only,1,1,fresh-random,-4.439088821411133,2,3,0.006571474950760603,7,C2,11,5,0,4,8
C2_sa_only_L1_W8_H1_S11,shuffled_order,256,5,sa_only,1,1,fresh-random,-4.326628684997559,2,3,0.007257482502609491,7,C2,11,5,0,4,8
C2_sa_only_L1_W8_H1_S11,wrong_query,256,5,sa_only,1,1,fresh-random,0.12661981582641602,2,3,0.3846884071826935,1,C2,11,5,1,4,8
C2_sa_only_L1_W8_H1_S11,correct,256,6,sa_only,1,1,fresh-random,-3.6423308849334717,2,3,0.019579952582716942,4,C2,11,5,0,4,8
