loss,step
52.09123992919922,1
0.8361202478408813,50
0.7448122501373291,100
0.7063571214675903,150
0.6991000771522522,200
0.6911814212799072,250
0.6942510604858398,300
0.6956718564033508,350
0.69818115234375,400
0.6992738842964172,450
0.6946392059326172,500
0.6969762444496155,550
0.6909946799278259,600
0.6920398473739624,650
0.6974655985832214,700
0.6955133676528931,750
0.6957952976226807,800
0.691669762134552,850
0.6926040053367615,900
0.6953548789024353,950
0.6921896934509277,1000
0.6956234574317932,1050
0.6978166103363037,1100
0.6986127495765686,1150
0.6935405135154724,1200
