condition,example_id,family,heads,icl_gain,layers,margin,model_seed,probability,rank,stage,target,top1,width
correct,8,1,2,11.364735126495361,1,7.930227756500244,11,0.998965859413147,1,D4,6,1,16
shuffled,8,1,2,,1,-8.148147583007812,11,0.0002887071168515831,4,D4,6,0,16
wrong_chain,8,1,2,,1,-4.688512802124023,11,0.009066193364560604,2,D4,6,0,16
irrelevant,8,1,2,,1,-5.625086784362793,11,0.0030892514623701572,4,D4,6,0,16
reversed,8,1,2,,1,7.207754135131836,11,0.9982483386993408,1,D4,6,1,16
none,9,1,2,,1,-3.434507369995117,11,0.029366524890065193,2,D4,6,0,16
correct,9,1,2,11.364735126495361,1,7.930227756500244,11,0.998965859413147,1,D4,6,1,16
shuffled,9,1,2,,1,-8.148147583007812,11,0.0002887071168515831,4,D4,6,0,16
wrong_chain,9,1,2,,1,-4.688512802124023,11,0.009066193364560604,2,D4,6,0,16
irrelevant,9,1,2,,1,-5.625086784362793,11,0.0030892514623701572,4,D4,6,0,16
reversed,9,1,2,,1,7.207754135131836,11,0.9982483386993408,1,D4,6,1,16
none,10,1,2,,1,-3.434507369995117,11,0.029366524890065193,2,D4,6,0,16
correct,10,1,2,11.364735126495361,1,7.930227756500244,11,0.998965859413147,1,D4,6,1,16
shuffled,10,1,2,,1,-8.148147583007812,11,0.0002887071168515831,4,D4,6,0,16
wrong_chain,10,1,2,,1,-4.688512802124023,11,0.009066193364560604,2,D4,6,0,16
irrelevant,10,1,2,,1,-5.625086784362793,11,0.0030892514623701572,4,D4,6,0,16
reversed,10,1,2,,1,7.207754135131836,11,0.9982483386993408,1,D4,6,1,16
none,11,1,2,,1,-3.434507369995117,11,0.029366524890065193,2,D4,6,0,16
correct,11,1,2,11.364735126495361,1,7.930227756500244,11,0.998965859413147,1,D4,6,1,16
shuffled,11,1,2,,1,-8.148147583007812,11,0.0002887071168515831,4,D4,6,0,16
wrong_chain,11,1,2,,1,-4.688512802124023,11,0.009066193364560604,2,D4,6,0,16
irrelevant,11,1,2,,1,-5.625086784362793,11,0.0030892514623701572,4,D4,6,0,16
reversed,11,1,2,,1,7.207754135131836,11,0.9982483386993408,1,D4,6,1,16
none,12,1,2,,1,-3.434507369995117,11,0.029366524890065193,2,D4,6,0,16
correct,12,1,2,11.364735126495361,1,7.930227756500244,11,0.998965859413147,1,D4,6,1,16
shuffled,12,1,2,,1,-16.843826293945312,11,4.831018074469284e-08,72,D4,6,0,16
wrong_chain,12,1,2,,1,-4.688512802124023,11,0.009066193364560604,2,D4,6,0,16
irrelevant,12,1,2,,1,-5.625086784362793,11,0.0030892514623701572,4,D4,6,0,16
reversed,12,1,2,,1,7.207754135131836,11,0.9982483386993408,1,D4,6,1,16
none,13,1,2,,1,-3.434507369995117,11,0.029366524890065193,2,D4,6,0,16
correct,13,1,2,11.364735126495361,1,7.930227756500244,11,0.998965859413147,1,D4,6,1,16
shuffled,13,1,2,,1,-16.843826293945312,11,4.831018074469284e-08,72,D4,6,0,16
wrong_chain,13,1,2,,1,-4.688512802124023,11,0.009066193364560604,2,D4,6,0,16
irrelevant,13,1,2,,1,-5.625086784362793,11,0.0030892514623701572,4,D4,6,0,16
reversed,13,1,2,,1,7.207754135131836,11,0.9982483386993408,1,D4,6,1,16
none,14,1,2,,1,-3.434507369995117,11,0.029366524890065193,2,D4,6,0,16
correct,14,1,2,11.364735126495361,1,7.930227756500244,11,0.998965859413147,1,D4,6,1,16
shuffled,14,1,2,,1,-16.843826293945312,11,4.831018074469284e-08,72,D4,6,0,16
wrong_chain,14,1,2,,1,-4.688512802124023,11,0.009066193364560604,2,D4,6,0,16
irrelevant,14,1,2,,1,-5.625086784362793,11,0.0030892514623701572,4,D4,6,0,16
reversed,14,1,2,,1,7.207754135131836,11,0.9982483386993408,1,D4,6,1,16
none,15,1,2,,1,-3.434507369995117,11,0.029366524890065193,2,D4,6,0,16
correct,15,1,2,11.364735126495361,1,7.930227756500244,11,0.998965859413147,1,D4,6,1,16
shuffled,15,1,2,,1,-8.148147583007812,11,0.0002887071168515831,4,D4,6,0,16
wrong_chain,15,1,2,,1,-4.688512802124023,11,0.009066193364560604,2,D4,6,0,16
irrelevant,15,1,2,,1,-5.625086784362793,11,0.0030892514623701572,4,D4,6,0,16
reversed,15,1,2,,1,7.207754135131836,11,0.9982483386993408,1,D4,6,1,16
none,16,2,2,,1,-14.895540237426758,11,1.78303920961298e-07,116,D4,6,0,16
correct,16,2,2,23.026838302612305,1,8.131298065185547,11,0.9991331696510315,1,D4,6,1,16
shuffled,16,2,2,,1,-16.897245407104492,11,4.584372703675399e-08,76,D4,6,0,16
wrong_chain,16,2,2,,1,-2.78969669342041,11,0.04808243736624718,3,D4,6,0,16
irrelevant,16,2,2,,1,-3.2972030639648438,11,0.025062041357159615,3,D4,6,0,16
reversed,16,2,2,,1,7.815542221069336,11,0.998815655708313,1,D4,6,1,16
none,17,2,2,,1,-14.895540237426758,11,1.78303920961298e-07,116,D4,6,0,16
correct,17,2,2,23.026838302612305,1,8.131298065185547,11,0.9991331696510315,1,D4,6,1,16
shuffled,17,2,2,,1,-0.29266357421875,11,0.41918259859085083,2,D4,6,0,16
wrong_chain,17,2,2,,1,-2.78969669342041,11,0.04808243736624718,3,D4,6,0,16
irrelevant,17,2,2,,1,-3.2972030639648438,11,0.025062041357159615,3,D4,6,0,16
reversed,17,2,2,,1,7.815542221069336,11,0.998815655708313,1,D4,6,1,16
none,18,2,2,,1,-14.895540237426758,11,1.78303920961298e-07,116,D4,6,0,16
correct,18,2,2,23.026838302612305,1,8.131298065185547,11,0.9991331696510315,1,D4,6,1,16
shuffled,18,2,2,,1,-0.29266357421875,11,0.41918259859085083,2,D4,6,0,16
wrong_chain,18,2,2,,1,-2.78969669342041,11,0.04808243736624718,3,D4,6,0,16
irrelevant,18,2,2,,1,-3.2972030639648438,11,0.025062041357159615,3,D4,6,0,16
reversed,18,2,2,,1,7.815542221069336,11,0.998815655708313,1,D4,6,1,16
none,19,2,2,,1,-14.895540237426758,11,1.78303920961298e-07,116,D4,6,0,16
correct,19,2,2,23.026838302612305,1,8.131298065185547,11,0.9991331696510315,1,D4,6,1,16
shuffled,19,2,2,,1,-16.897245407104492,11,4.584372703675399e-08,76,D4,6,0,16
wrong_chain,19,2,2,,1,-2.78969669342041,11,0.04808243736624718,3,D4,6,0,16
irrelevant,19,2,2,,1,-3.2972030639648438,11,0.025062041357159615,3,D4,6,0,16
reversed,19,2,2,,1,7.815542221069336,11,0.998815655708313,1,D4,6,1,16
none,20,2,2,,1,-14.895540237426758,11,1.78303920961298e-07,116,D4,6,0,16
correct,20,2,2,23.026838302612305,1,8.131298065185547,11,0.9991331696510315,1,D4,6,1,16
shuffled,20,2,2,,1,-0.29266357421875,11,0.41918259859085083,2,D4,6,0,16
wrong_chain,20,2,2,,1,-2.78969669342041,11,0.04808243736624718,3,D4,6,0,16
irrelevant,20,2,2,,1,-3.2972030639648438,11,0.025062041357159615,3,D4,6,0,16
reversed,20,2,2,,1,7.815542221069336,11,0.998815655708313,1,D4,6,1,16
none,21,2,2,,1,-14.895540237426758,11,1.78303920961298e-07,116,D4,6,0,16
correct,21,2,2,23.026838302612305,1,8.131298065185547,11,0.9991331696510315,1,D4,6,1,16
shuffled,21,2,2,,1,-0.29266357421875,11,0.41918259859085083,2,D4,6,0,16
wrong_chain,21,2,2,,1,-2.78969669342041,11,0.04808243736624718,3,D4,6,0,16
irrelevant,21,2,2,,1,-3.2972030639648438,11,0.025062041357159615,3,D4,6,0,16
reversed,21,2,2,,1,7.815542221069336,11,0.998815655708313,1,D4,6,1,16
none,22,2,2,,1,-14.895540237426758,11,1.78303920961298e-07,116,D4,6,0,16
correct,22,2,2,23.026838302612305,1,8.131298065185547,11,0.9991331696510315,1,D4,6,1,16
shuffled,22,2,2,,1,-0.29266357421875,11,0.41918259859085083,2,D4,6,0,16
wrong_chain,22,2,2,,1,-2.78969669342041,11,0.04808243736624718,3,D4,6,0,16
irrelevant,22,2,2,,1,-3.2972030639648438,11,0.025062041357159615,3,D4,6,0,16
reversed,22,2,2,,1,7.815542221069336,11,0.998815655708313,1,D4,6,1,16
none,23,2,2,,1,-14.895540237426758,11,1.78303920961298e-07,116,D4,6,0,16
correct,23,2,2,23.026838302612305,1,8.131298065185547,11,0.9991331696510315,1,D4,6,1,16
shuffled,23,2,2,,1,-16.897245407104492,11,4.584372703675399e-08,76,D4,6,0,16
wrong_chain,23,2,2,,1,-2.78969669342041,11,0.04808243736624718,3,D4,6,0,16
irrelevant,23,2,2,,1,-3.2972030639648438,11,0.025062041357159615,3,D4,6,0,16
reversed,23,2,2,,1,7.815542221069336,11,0.998815655708313,1,D4,6,1,16
none,24,3,2,,1,-12.99720573425293,11,2.243761855424964e-06,42,D4,6,0,16
correct,24,3,2,20.33712387084961,1,7.33991813659668,11,0.9987001419067383,1,D4,6,1,16
shuffled,24,3,2,,1,-19.0211238861084,11,5.48060219429658e-09,102,D4,6,0,16
wrong_chain,24,3,2,,1,-8.202081680297852,11,0.00026714298292063177,3,D4,6,0,16
irrelevant,24,3,2,,1,-10.072324752807617,11,3.951355756726116e-05,11,D4,6,0,16
reversed,24,3,2,,1,6.239898681640625,11,0.9968129992485046,1,D4,6,1,16
none,25,3,2,,1,-12.99720573425293,11,2.243761855424964e-06,42,D4,6,0,16
correct,25,3,2,20.33712387084961,1,7.33991813659668,11,0.9987001419067383,1,D4,6,1,16
shuffled,25,3,2,,1,-19.0211238861084,11,5.48060219429658e-09,102,D4,6,0,16
wrong_chain,25,3,2,,1,-8.202081680297852,11,0.00026714298292063177,3,D4,6,0,16
irrelevant,25,3,2,,1,-10.072324752807617,11,3.951355756726116e-05,11,D4,6,0,16
reversed,25,3,2,,1,6.239898681640625,11,0.9968129992485046,1,D4,6,1,16
none,26,3,2,,1,-12.99720573425293,11,2.243761855424964e-06,42,D4,6,0,16
correct,26,3,2,20.33712387084961,1,7.33991813659668,11,0.9987001419067383,1,D4,6,1,16
shuffled,26,3,2,,1,-7.772700309753418,11,0.0004205811128485948,2,D4,6,0,16
wrong_chain,26,3,2,,1,-8.202081680297852,11,0.00026714298292063177,3,D4,6,0,16
irrelevant,26,3,2,,1,-10.072324752807617,11,3.951355756726116e-05,11,D4,6,0,16
reversed,26,3,2,,1,6.239898681640625,11,0.9968129992485046,1,D4,6,1,16
none,27,3,2,,1,-12.99720573425293,11,2.243761855424964e-06,42,D4,6,0,16
correct,27,3,2,20.33712387084961,1,7.33991813659668,11,0.9987001419067383,1,D4,6,1,16
shuffled,27,3,2,,1,-19.0211238861084,11,5.48060219429658e-09,102,D4,6,0,16
wrong_chain,27,3,2,,1,-8.202081680297852,11,0.00026714298292063177,3,D4,6,0,16
irrelevant,27,3,2,,1,-10.072324752807617,11,3.951355756726116e-05,11,D4,6,0,16
reversed,27,3,2,,1,6.239898681640625,11,0.9968129992485046,1,D4,6,1,16
none,28,3,2,,1,-12.99720573425293,11,2.243761855424964e-06,42,D4,6,0,16
correct,28,3,2,20.33712387084961,1,7.33991813659668,11,0.9987001419067383,1,D4,6,1,16
shuffled,28,3,2,,1,-7.772700309753418,11,0.0004205811128485948,2,D4,6,0,16
wrong_chain,28,3,2,,1,-8.202081680297852,11,0.00026714298292063177,3,D4,6,0,16
irrelevant,28,3,2,,1,-10.072324752807617,11,3.951355756726116e-05,11,D4,6,0,16
reversed,28,3,2,,1,6.239898681640625,11,0.9968129992485046,1,D4,6,1,16
none,29,3,2,,1,-12.99720573425293,11,2.243761855424964e-06,42,D4,6,0,16
correct,29,3,2,20.33712387084961,1,7.33991813659668,11,0.9987001419067383,1,D4,6,1,16
shuffled,29,3,2,,1,-19.0211238861084,11,5.48060219429658e-09,102,D4,6,0,16
wrong_chain,29,3,2,,1,-8.202081680297852,11,0.00026714298292063177,3,D4,6,0,16
irrelevant,29,3,2,,1,-10.072324752807617,11,3.951355756726116e-05,11,D4,6,0,16
reversed,29,3,2,,1,6.239898681640625,11,0.9968129992485046,1,D4,6,1,16
none,30,3,2,,1,-12.99720573425293,11,2.243761855424964e-06,42,D4,6,0,16
correct,30,3,2,20.33712387084961,1,7.33991813659668,11,0.9987001419067383,1,D4,6,1,16
shuffled,30,3,2,,1,-19.0211238861084,11,5.48060219429658e-09,102,D4,6,0,16
wrong_chain,30,3,2,,1,-8.202081680297852,11,0.00026714298292063177,3,D4,6,0,16
irrelevant,30,3,2,,1,-10.072324752807617,11,3.951355756726116e-05,11,D4,6,0,16
reversed,30,3,2,,1,6.239898681640625,11,0.9968129992485046,1,D4,6,1,16
none,31,3,2,,1,-12.99720573425293,11,2.243761855424964e-06,42,D4,6,0,16
correct,31,3,2,20.33712387084961,1,7.33991813659668,11,0.9987001419067383,1,D4,6,1,16
shuffled,31,3,2,,1,-7.772700309753418,11,0.0004205811128485948,2,D4,6,0,16
wrong_chain,31,3,2,,1,-8.202081680297852,11,0.00026714298292063177,3,D4,6,0,16
irrelevant,31,3,2,,1,-10.072324752807617,11,3.951355756726116e-05,11,D4,6,0,16
reversed,31,3,2,,1,6.239898681640625,11,0.9968129992485046,1,D4,6,1,16
none,32,4,2,,1,-12.723535537719727,11,2.7654018595058005e-06,82,D4,6,0,16
correct,32,4,2,20.11344814300537,1,7.3899126052856445,11,0.9987999200820923,1,D4,6,1,16
shuffled,32,4,2,,1,-8.714393615722656,11,0.00016384061018470675,4,D4,6,0,16
wrong_chain,32,4,2,,1,-6.913678169250488,11,0.000960506615228951,4,D4,6,0,16
irrelevant,32,4,2,,1,-11.661686897277832,11,8.518117283529136e-06,16,D4,6,0,16
reversed,32,4,2,,1,6.674441337585449,11,0.9978677034378052,1,D4,6,1,16
none,33,4,2,,1,-12.723535537719727,11,2.7654018595058005e-06,82,D4,6,0,16
correct,33,4,2,20.11344814300537,1,7.3899126052856445,11,0.9987999200820923,1,D4,6,1,16
shuffled,33,4,2,,1,-17.66931915283203,11,2.1154855645022508e-08,92,D4,6,0,16
wrong_chain,33,4,2,,1,-6.913678169250488,11,0.000960506615228951,4,D4,6,0,16
irrelevant,33,4,2,,1,-11.661686897277832,11,8.518117283529136e-06,16,D4,6,0,16
reversed,33,4,2,,1,6.674441337585449,11,0.9978677034378052,1,D4,6,1,16
none,34,4,2,,1,-12.723535537719727,11,2.7654018595058005e-06,82,D4,6,0,16
correct,34,4,2,20.11344814300537,1,7.3899126052856445,11,0.9987999200820923,1,D4,6,1,16
shuffled,34,4,2,,1,-17.66931915283203,11,2.1154855645022508e-08,92,D4,6,0,16
wrong_chain,34,4,2,,1,-6.913678169250488,11,0.000960506615228951,4,D4,6,0,16
irrelevant,34,4,2,,1,-11.661686897277832,11,8.518117283529136e-06,16,D4,6,0,16
reversed,34,4,2,,1,6.674441337585449,11,0.9978677034378052,1,D4,6,1,16
none,35,4,2,,1,-12.723535537719727,11,2.7654018595058005e-06,82,D4,6,0,16
correct,35,4,2,20.11344814300537,1,7.3899126052856445,11,0.9987999200820923,1,D4,6,1,16
shuffled,35,4,2,,1,-8.714393615722656,11,0.00016384061018470675,4,D4,6,0,16
wrong_chain,35,4,2,,1,-6.913678169250488,11,0.000960506615228951,4,D4,6,0,16
irrelevant,35,4,2,,1,-11.661686897277832,11,8.518117283529136e-06,16,D4,6,0,16
reversed,35,4,2,,1,6.674441337585449,11,0.9978677034378052,1,D4,6,1,16
none,36,4,2,,1,-12.723535537719727,11,2.7654018595058005e-06,82,D4,6,0,16
correct,36,4,2,20.11344814300537,1,7.3899126052856445,11,0.9987999200820923,1,D4,6,1,16
shuffled,36,4,2,,1,-17.66931915283203,11,2.1154855645022508e-08,92,D4,6,0,16
wrong_chain,36,4,2,,1,-6.913678169250488,11,0.000960506615228951,4,D4,6,0,16
irrelevant,36,4,2,,1,-11.661686897277832,11,8.518117283529136e-06,16,D4,6,0,16
reversed,36,4,2,,1,6.674441337585449,11,0.9978677034378052,1,D4,6,1,16
none,37,4,2,,1,-12.723535537719727,11,2.7654018595058005e-06,82,D4,6,0,16
correct,37,4,2,20.11344814300537,1,7.3899126052856445,11,0.9987999200820923,1,D4,6,1,16
shuffled,37,4,2,,1,-17.66931915283203,11,2.1154855645022508e-08,92,D4,6,0,16
wrong_chain,37,4,2,,1,-6.913678169250488,11,0.000960506615228951,4,D4,6,0,16
irrelevant,37,4,2,,1,-11.661686897277832,11,8.518117283529136e-06,16,D4,6,0,16
reversed,37,4,2,,1,6.674441337585449,11,0.9978677034378052,1,D4,6,1,16
none,38,4,2,,1,-12.723535537719727,11,2.7654018595058005e-06,82,D4,6,0,16
correct,38,4,2,20.11344814300537,1,7.3899126052856445,11,0.9987999200820923,1,D4,6,1,16
shuffled,38,4,2,,1,-8.714393615722656,11,0.00016384061018470675,4,D4,6,0,16
wrong_chain,38,4,2,,1,-6.913678169250488,11,0.000960506615228951,4,D4,6,0,16
irrelevant,38,4,2,,1,-11.661686897277832,11,8.518117283529136e-06,16,D4,6,0,16
reversed,38,4,2,,1,6.674441337585449,11,0.9978677034378052,1,D4,6,1,16
none,39,4,2,,1,-12.723535537719727,11,2.7654018595058005e-06,82,D4,6,0,16
correct,39,4,2,20.11344814300537,1,7.3899126052856445,11,0.9987999200820923,1,D4,6,1,16
shuffled,39,4,2,,1,-17.66931915283203,11,2.1154855645022508e-08,92,D4,6,0,16
wrong_chain,39,4,2,,1,-6.913678169250488,11,0.000960506615228951,4,D4,6,0,16
irrelevant,39,4,2,,1,-11.661686897277832,11,8.518117283529136e-06,16,D4,6,0,16
reversed,39,4,2,,1,6.674441337585449,11,0.9978677034378052,1,D4,6,1,16
none,40,5,2,,1,-14.362079620361328,11,5.526988502424501e-07,98,D4,6,0,16
correct,40,5,2,22.194369792938232,1,7.832290172576904,11,0.9989953637123108,1,D4,6,1,16
shuffled,40,5,2,,1,-8.999288558959961,11,0.00012331429752521217,5,D4,6,0,16
wrong_chain,40,5,2,,1,-4.538877487182617,11,0.010505454614758492,2,D4,6,0,16
irrelevant,40,5,2,,1,-5.942599296569824,11,0.0026033108588308096,3,D4,6,0,16
reversed,40,5,2,,1,7.19921350479126,11,0.9980266690254211,1,D4,6,1,16
none,41,5,2,,1,-14.362079620361328,11,5.526988502424501e-07,98,D4,6,0,16
correct,41,5,2,22.194369792938232,1,7.832290172576904,11,0.9989953637123108,1,D4,6,1,16
shuffled,41,5,2,,1,-17.444780349731445,11,2.6493705007624158e-08,91,D4,6,0,16
wrong_chain,41,5,2,,1,-4.538877487182617,11,0.010505454614758492,2,D4,6,0,16
irrelevant,41,5,2,,1,-5.942599296569824,11,0.0026033108588308096,3,D4,6,0,16
reversed,41,5,2,,1,7.19921350479126,11,0.9980266690254211,1,D4,6,1,16
none,42,5,2,,1,-14.362079620361328,11,5.526988502424501e-07,98,D4,6,0,16
correct,42,5,2,22.194369792938232,1,7.832290172576904,11,0.9989953637123108,1,D4,6,1,16
shuffled,42,5,2,,1,-8.999288558959961,11,0.00012331429752521217,5,D4,6,0,16
wrong_chain,42,5,2,,1,-4.538877487182617,11,0.010505454614758492,2,D4,6,0,16
irrelevant,42,5,2,,1,-5.942599296569824,11,0.0026033108588308096,3,D4,6,0,16
reversed,42,5,2,,1,7.19921350479126,11,0.9980266690254211,1,D4,6,1,16
none,43,5,2,,1,-14.362079620361328,11,5.526988502424501e-07,98,D4,6,0,16
correct,43,5,2,22.194369792938232,1,7.832290172576904,11,0.9989953637123108,1,D4,6,1,16
shuffled,43,5,2,,1,-8.999288558959961,11,0.00012331429752521217,5,D4,6,0,16
wrong_chain,43,5,2,,1,-4.538877487182617,11,0.010505454614758492,2,D4,6,0,16
irrelevant,43,5,2,,1,-5.942599296569824,11,0.0026033108588308096,3,D4,6,0,16
reversed,43,5,2,,1,7.19921350479126,11,0.9980266690254211,1,D4,6,1,16
none,44,5,2,,1,-14.362079620361328,11,5.526988502424501e-07,98,D4,6,0,16
correct,44,5,2,22.194369792938232,1,7.832290172576904,11,0.9989953637123108,1,D4,6,1,16
shuffled,44,5,2,,1,-8.999288558959961,11,0.00012331429752521217,5,D4,6,0,16
wrong_chain,44,5,2,,1,-4.538877487182617,11,0.010505454614758492,2,D4,6,0,16
irrelevant,44,5,2,,1,-5.942599296569824,11,0.0026033108588308096,3,D4,6,0,16
reversed,44,5,2,,1,7.19921350479126,11,0.9980266690254211,1,D4,6,1,16
none,45,5,2,,1,-14.362079620361328,11,5.526988502424501e-07,98,D4,6,0,16
correct,45,5,2,22.194369792938232,1,7.832290172576904,11,0.9989953637123108,1,D4,6,1,16
shuffled,45,5,2,,1,-8.999288558959961,11,0.00012331429752521217,5,D4,6,0,16
wrong_chain,45,5,2,,1,-4.538877487182617,11,0.010505454614758492,2,D4,6,0,16
irrelevant,45,5,2,,1,-5.942599296569824,11,0.0026033108588308096,3,D4,6,0,16
reversed,45,5,2,,1,7.19921350479126,11,0.9980266690254211,1,D4,6,1,16
none,46,5,2,,1,-14.362079620361328,11,5.526988502424501e-07,98,D4,6,0,16
correct,46,5,2,22.194369792938232,1,7.832290172576904,11,0.9989953637123108,1,D4,6,1,16
shuffled,46,5,2,,1,-8.999288558959961,11,0.00012331429752521217,5,D4,6,0,16
wrong_chain,46,5,2,,1,-4.538877487182617,11,0.010505454614758492,2,D4,6,0,16
irrelevant,46,5,2,,1,-5.942599296569824,11,0.0026033108588308096,3,D4,6,0,16
reversed,46,5,2,,1,7.19921350479126,11,0.9980266690254211,1,D4,6,1,16
none,47,5,2,,1,-14.362079620361328,11,5.526988502424501e-07,98,D4,6,0,16
correct,47,5,2,22.194369792938232,1,7.832290172576904,11,0.9989953637123108,1,D4,6,1,16
shuffled,47,5,2,,1,-8.999288558959961,11,0.00012331429752521217,5,D4,6,0,16
wrong_chain,47,5,2,,1,-4.538877487182617,11,0.010505454614758492,2,D4,6,0,16
irrelevant,47,5,2,,1,-5.942599296569824,11,0.0026033108588308096,3,D4,6,0,16
reversed,47,5,2,,1,7.19921350479126,11,0.9980266690254211,1,D4,6,1,16
none,48,6,2,,1,-12.088274002075195,11,5.452581262943568e-06,45,D4,6,0,16
correct,48,6,2,18.746715545654297,1,6.658441543579102,11,0.9981008172035217,1,D4,6,1,16
shuffled,48,6,2,,1,-5.54920768737793,11,0.003857638221234083,2,D4,6,0,16
wrong_chain,48,6,2,,1,-8.044754028320312,11,0.00031722738640382886,5,D4,6,0,16
irrelevant,48,6,2,,1,-8.611615180969238,11,0.0001758034195518121,6,D4,6,0,16
reversed,48,6,2,,1,7.531188011169434,11,0.9988502264022827,1,D4,6,1,16
none,49,6,2,,1,-12.088274002075195,11,5.452581262943568e-06,45,D4,6,0,16
correct,49,6,2,18.746715545654297,1,6.658441543579102,11,0.9981008172035217,1,D4,6,1,16
shuffled,49,6,2,,1,-14.486762046813965,11,5.098761448607547e-07,39,D4,6,0,16
wrong_chain,49,6,2,,1,-8.044754028320312,11,0.00031722738640382886,5,D4,6,0,16
irrelevant,49,6,2,,1,-8.611615180969238,11,0.0001758034195518121,6,D4,6,0,16
reversed,49,6,2,,1,7.531188011169434,11,0.9988502264022827,1,D4,6,1,16
none,50,6,2,,1,-12.088274002075195,11,5.452581262943568e-06,45,D4,6,0,16
