cell_id,competent,context_free_accuracy,context_free_mean_rank,copy_margin_gain,correct_accuracy,correct_mean_rank,episodes,family,heads,layers,mappings,max_association_control_accuracy,mlp_ratio,order_control_accuracy,pairs,regime,seed,vocabulary,width
C2_sa_ff_L2_W128_H2_S11,0,0.25,2.4166666666666665,2.582490861415863,0.4166666666666667,1.7916666666666667,256,sa_ff,2,2,fresh-random,0.5208333333333334,2,0.5,3,C2,11,4,128
C2_sa_ff_L2_W128_H2_S23,0,0.3333333333333333,2.3333333333333335,0.7990695436795553,0.5416666666666666,1.625,256,sa_ff,2,2,fresh-random,0.5208333333333334,2,0.5208333333333334,3,C2,23,4,128
C2_sa_ff_L2_W128_H2_S37,0,0.25,2.5,1.9365825255711873,0.3333333333333333,2.0,256,sa_ff,2,2,fresh-random,0.3958333333333333,2,0.3333333333333333,3,C2,37,4,128
