cell_id,episodes,family,heads,layers,loss,mappings,mlp_ratio,pairs,regime,seed,step,vocabulary,width
C2_sa_ff_L2_W128_H2_S11,256,sa_ff,2,2,76.56170654296875,fresh-random,2,3,C2,11,1,4,128
C2_sa_ff_L2_W128_H2_S11,256,sa_ff,2,2,1.1541516780853271,fresh-random,2,3,C2,11,51,4,128
C2_sa_ff_L2_W128_H2_S11,256,sa_ff,2,2,1.385335922241211,fresh-random,2,3,C2,11,101,4,128
C2_sa_ff_L2_W128_H2_S11,256,sa_ff,2,2,1.7263073921203613,fresh-random,2,3,C2,11,151,4,128
C2_sa_ff_L2_W128_H2_S11,256,sa_ff,2,2,1.1144002676010132,fresh-random,2,3,C2,11,201,4,128
C2_sa_ff_L2_W128_H2_S11,256,sa_ff,2,2,1.6947640180587769,fresh-random,2,3,C2,11,251,4,128
C2_sa_ff_L2_W128_H2_S11,256,sa_ff,2,2,1.822725772857666,fresh-random,2,3,C2,11,301,4,128
C2_sa_ff_L2_W128_H2_S11,256,sa_ff,2,2,1.332188606262207,fresh-random,2,3,C2,11,351,4,128
C2_sa_ff_L2_W128_H2_S11,256,sa_ff,2,2,1.0211398601531982,fresh-random,2,3,C2,11,401,4,128
C2_sa_ff_L2_W128_H2_S11,256,sa_ff,2,2,1.0582222938537598,fresh-random,2,3,C2,11,451,4,128
C2_sa_ff_L2_W128_H2_S11,256,sa_ff,2,2,1.0763981342315674,fresh-random,2,3,C2,11,501,4,128
C2_sa_ff_L2_W128_H2_S11,256,sa_ff,2,2,1.5593266487121582,fresh-random,2,3,C2,11,551,4,128
C2_sa_ff_L2_W128_H2_S11,256,sa_ff,2,2,1.2738994359970093,fresh-random,2,3,C2,11,601,4,128
C2_sa_ff_L2_W128_H2_S11,256,sa_ff,2,2,1.4265146255493164,fresh-random,2,3,C2,11,651,4,128
C2_sa_ff_L2_W128_H2_S11,256,sa_ff,2,2,1.105165719985962,fresh-random,2,3,C2,11,701,4,128
C2_sa_ff_L2_W128_H2_S11,256,sa_ff,2,2,1.1505194902420044,fresh-random,2,3,C2,11,751,4,128
C2_sa_ff_L2_W128_H2_S11,256,sa_ff,2,2,1.064763069152832,fresh-random,2,3,C2,11,801,4,128
C2_sa_ff_L2_W128_H2_S11,256,sa_ff,2,2,1.3653031587600708,fresh-random,2,3,C2,11,851,4,128
C2_sa_ff_L2_W128_H2_S11,256,sa_ff,2,2,1.2784849405288696,fresh-random,2,3,C2,11,901,4,128
C2_sa_ff_L2_W128_H2_S11,256,sa_ff,2,2,1.0051889419555664,fresh-random,2,3,C2,11,951,4,128
C2_sa_ff_L2_W128_H2_S11,256,sa_ff,2,2,1.2129125595092773,fresh-random,2,3,C2,11,1000,4,128
C2_sa_ff_L2_W128_H2_S23,256,sa_ff,2,2,91.78871154785156,fresh-random,2,3,C2,23,1,4,128
C2_sa_ff_L2_W128_H2_S23,256,sa_ff,2,2,1.5287456512451172,fresh-random,2,3,C2,23,51,4,128
C2_sa_ff_L2_W128_H2_S23,256,sa_ff,2,2,2.452836513519287,fresh-random,2,3,C2,23,101,4,128
C2_sa_ff_L2_W128_H2_S23,256,sa_ff,2,2,1.3550958633422852,fresh-random,2,3,C2,23,151,4,128
C2_sa_ff_L2_W128_H2_S23,256,sa_ff,2,2,1.240438461303711,fresh-random,2,3,C2,23,201,4,128
C2_sa_ff_L2_W128_H2_S23,256,sa_ff,2,2,0.8145133852958679,fresh-random,2,3,C2,23,251,4,128
C2_sa_ff_L2_W128_H2_S23,256,sa_ff,2,2,0.9346795082092285,fresh-random,2,3,C2,23,301,4,128
C2_sa_ff_L2_W128_H2_S23,256,sa_ff,2,2,1.415777564048767,fresh-random,2,3,C2,23,351,4,128
C2_sa_ff_L2_W128_H2_S23,256,sa_ff,2,2,1.096917986869812,fresh-random,2,3,C2,23,401,4,128
C2_sa_ff_L2_W128_H2_S23,256,sa_ff,2,2,1.0495058298110962,fresh-random,2,3,C2,23,451,4,128
C2_sa_ff_L2_W128_H2_S23,256,sa_ff,2,2,0.9071857929229736,fresh-random,2,3,C2,23,501,4,128
C2_sa_ff_L2_W128_H2_S23,256,sa_ff,2,2,0.870667576789856,fresh-random,2,3,C2,23,551,4,128
C2_sa_ff_L2_W128_H2_S23,256,sa_ff,2,2,0.9608240723609924,fresh-random,2,3,C2,23,601,4,128
C2_sa_ff_L2_W128_H2_S23,256,sa_ff,2,2,1.5005906820297241,fresh-random,2,3,C2,23,651,4,128
C2_sa_ff_L2_W128_H2_S23,256,sa_ff,2,2,0.9464399218559265,fresh-random,2,3,C2,23,701,4,128
C2_sa_ff_L2_W128_H2_S23,256,sa_ff,2,2,1.0561168193817139,fresh-random,2,3,C2,23,751,4,128
C2_sa_ff_L2_W128_H2_S23,256,sa_ff,2,2,1.0002340078353882,fresh-random,2,3,C2,23,801,4,128
C2_sa_ff_L2_W128_H2_S23,256,sa_ff,2,2,0.7862982749938965,fresh-random,2,3,C2,23,851,4,128
C2_sa_ff_L2_W128_H2_S23,256,sa_ff,2,2,0.7787597179412842,fresh-random,2,3,C2,23,901,4,128
C2_sa_ff_L2_W128_H2_S23,256,sa_ff,2,2,0.8940650224685669,fresh-random,2,3,C2,23,951,4,128
C2_sa_ff_L2_W128_H2_S23,256,sa_ff,2,2,0.6963939666748047,fresh-random,2,3,C2,23,1000,4,128
C2_sa_ff_L2_W128_H2_S37,256,sa_ff,2,2,86.85076141357422,fresh-random,2,3,C2,37,1,4,128
C2_sa_ff_L2_W128_H2_S37,256,sa_ff,2,2,1.1354790925979614,fresh-random,2,3,C2,37,51,4,128
C2_sa_ff_L2_W128_H2_S37,256,sa_ff,2,2,2.0927677154541016,fresh-random,2,3,C2,37,101,4,128
C2_sa_ff_L2_W128_H2_S37,256,sa_ff,2,2,1.0371370315551758,fresh-random,2,3,C2,37,151,4,128
C2_sa_ff_L2_W128_H2_S37,256,sa_ff,2,2,1.7533655166625977,fresh-random,2,3,C2,37,201,4,128
C2_sa_ff_L2_W128_H2_S37,256,sa_ff,2,2,0.910089373588562,fresh-random,2,3,C2,37,251,4,128
C2_sa_ff_L2_W128_H2_S37,256,sa_ff,2,2,1.4505503177642822,fresh-random,2,3,C2,37,301,4,128
C2_sa_ff_L2_W128_H2_S37,256,sa_ff,2,2,0.8043848276138306,fresh-random,2,3,C2,37,351,4,128
C2_sa_ff_L2_W128_H2_S37,256,sa_ff,2,2,1.4193965196609497,fresh-random,2,3,C2,37,401,4,128
C2_sa_ff_L2_W128_H2_S37,256,sa_ff,2,2,0.9457522630691528,fresh-random,2,3,C2,37,451,4,128
C2_sa_ff_L2_W128_H2_S37,256,sa_ff,2,2,0.706581711769104,fresh-random,2,3,C2,37,501,4,128
C2_sa_ff_L2_W128_H2_S37,256,sa_ff,2,2,0.7980629205703735,fresh-random,2,3,C2,37,551,4,128
C2_sa_ff_L2_W128_H2_S37,256,sa_ff,2,2,1.0721585750579834,fresh-random,2,3,C2,37,601,4,128
C2_sa_ff_L2_W128_H2_S37,256,sa_ff,2,2,1.1000542640686035,fresh-random,2,3,C2,37,651,4,128
C2_sa_ff_L2_W128_H2_S37,256,sa_ff,2,2,1.0862224102020264,fresh-random,2,3,C2,37,701,4,128
C2_sa_ff_L2_W128_H2_S37,256,sa_ff,2,2,1.0180875062942505,fresh-random,2,3,C2,37,751,4,128
C2_sa_ff_L2_W128_H2_S37,256,sa_ff,2,2,1.005592942237854,fresh-random,2,3,C2,37,801,4,128
C2_sa_ff_L2_W128_H2_S37,256,sa_ff,2,2,1.0007987022399902,fresh-random,2,3,C2,37,851,4,128
C2_sa_ff_L2_W128_H2_S37,256,sa_ff,2,2,0.7179020643234253,fresh-random,2,3,C2,37,901,4,128
C2_sa_ff_L2_W128_H2_S37,256,sa_ff,2,2,0.8938900232315063,fresh-random,2,3,C2,37,951,4,128
C2_sa_ff_L2_W128_H2_S37,256,sa_ff,2,2,1.0824836492538452,fresh-random,2,3,C2,37,1000,4,128
