loss,step
19.269495010375977,1
0.7675882577896118,50
0.9001448154449463,100
0.6931737661361694,150
0.6622641086578369,200
0.46410828828811646,250
0.39603033661842346,300
0.10103604942560196,350
0.09166290611028671,400
0.007569015957415104,450
0.0005191512173041701,500
0.00019415284623391926,550
5.864279228262603e-05,600
3.7537953176070005e-05,650
4.695923416875303e-05,700
3.411279612919316e-05,750
4.857763269683346e-05,800
2.5683155399747193e-05,850
2.726228194660507e-05,900
2.2546566469827667e-05,950
4.354848351795226e-05,1000
1.688048359937966e-05,1050
1.4235938579076901e-05,1100
1.8337315850658342e-05,1150
1.5584349966957234e-05,1200
