accuracy,architecture,heads,layers,mean_margin,model_seed,n,position_mode,required_path,split,template_id,tree_seed,width
0.4375,L2_W64_H4,4,2,0.006614089012145996,23,16,randomized,4,validation,0,211,64
0.5,L2_W64_H4,4,2,0.019434094429016113,23,16,randomized,4,validation,0,307,64
0.5,L2_W64_H4,4,2,-0.03221559524536133,23,16,aligned,4,validation,1,101,64
0.625,L2_W64_H4,4,2,0.00874936580657959,23,16,aligned,4,validation,1,211,64
0.5,L2_W64_H4,4,2,0.024534940719604492,23,16,aligned,4,validation,1,307,64
0.4375,L2_W64_H4,4,2,-0.019492149353027344,23,16,randomized,4,validation,1,101,64
0.5,L2_W64_H4,4,2,0.008609414100646973,23,16,randomized,4,validation,1,211,64
0.5,L2_W64_H4,4,2,0.01553332805633545,23,16,randomized,4,validation,1,307,64
0.5625,L2_W64_H4,4,2,-0.030896306037902832,23,16,aligned,4,validation,2,101,64
0.625,L2_W64_H4,4,2,0.008904337882995605,23,16,aligned,4,validation,2,211,64
0.5,L2_W64_H4,4,2,0.021975159645080566,23,16,aligned,4,validation,2,307,64
0.5,L2_W64_H4,4,2,-0.009633660316467285,23,16,randomized,4,validation,2,101,64
0.5,L2_W64_H4,4,2,0.003483891487121582,23,16,randomized,4,validation,2,211,64
0.5,L2_W64_H4,4,2,0.010238885879516602,23,16,randomized,4,validation,2,307,64
0.5625,L2_W64_H4,4,2,-0.03342545032501221,23,16,aligned,4,validation,3,101,64
0.5625,L2_W64_H4,4,2,0.008535265922546387,23,16,aligned,4,validation,3,211,64
0.5,L2_W64_H4,4,2,0.024716973304748535,23,16,aligned,4,validation,3,307,64
0.5,L2_W64_H4,4,2,-0.012976646423339844,23,16,randomized,4,validation,3,101,64
0.5,L2_W64_H4,4,2,0.004326939582824707,23,16,randomized,4,validation,3,211,64
0.5,L2_W64_H4,4,2,0.010309338569641113,23,16,randomized,4,validation,3,307,64
0.5,L2_W64_H4,4,2,-0.011592745780944824,23,16,aligned,6,validation,0,101,64
0.5,L2_W64_H4,4,2,0.014316797256469727,23,16,aligned,6,validation,0,211,64
0.625,L2_W64_H4,4,2,0.013581037521362305,23,16,aligned,6,validation,0,307,64
0.5,L2_W64_H4,4,2,-0.006465792655944824,23,16,randomized,6,validation,0,101,64
0.6875,L2_W64_H4,4,2,0.020992517471313477,23,16,randomized,6,validation,0,211,64
0.5,L2_W64_H4,4,2,0.015403389930725098,23,16,randomized,6,validation,0,307,64
0.5,L2_W64_H4,4,2,-0.008375763893127441,23,16,aligned,6,validation,1,101,64
0.5625,L2_W64_H4,4,2,0.013492941856384277,23,16,aligned,6,validation,1,211,64
0.5625,L2_W64_H4,4,2,0.013555049896240234,23,16,aligned,6,validation,1,307,64
0.5,L2_W64_H4,4,2,-0.004182219505310059,23,16,randomized,6,validation,1,101,64
0.625,L2_W64_H4,4,2,0.01596987247467041,23,16,randomized,6,validation,1,211,64
0.5,L2_W64_H4,4,2,0.013998627662658691,23,16,randomized,6,validation,1,307,64
0.5,L2_W64_H4,4,2,-0.008921265602111816,23,16,aligned,6,validation,2,101,64
0.5625,L2_W64_H4,4,2,0.01574254035949707,23,16,aligned,6,validation,2,211,64
0.625,L2_W64_H4,4,2,0.014304518699645996,23,16,aligned,6,validation,2,307,64
0.5,L2_W64_H4,4,2,-0.01118016242980957,23,16,randomized,6,validation,2,101,64
0.4375,L2_W64_H4,4,2,0.0013622045516967773,23,16,randomized,6,validation,2,211,64
0.5625,L2_W64_H4,4,2,0.0035268068313598633,23,16,randomized,6,validation,2,307,64
0.5,L2_W64_H4,4,2,-0.007508397102355957,23,16,aligned,6,validation,3,101,64
0.5,L2_W64_H4,4,2,0.014677047729492188,23,16,aligned,6,validation,3,211,64
0.625,L2_W64_H4,4,2,0.014448165893554688,23,16,aligned,6,validation,3,307,64
0.5,L2_W64_H4,4,2,-0.011139512062072754,23,16,randomized,6,validation,3,101,64
0.5,L2_W64_H4,4,2,0.0004849433898925781,23,16,randomized,6,validation,3,211,64
0.5625,L2_W64_H4,4,2,0.008863568305969238,23,16,randomized,6,validation,3,307,64
0.75,L2_W64_H4,4,2,0.052640438079833984,23,16,aligned,8,validation,0,101,64
0.6875,L2_W64_H4,4,2,0.03904378414154053,23,16,aligned,8,validation,0,211,64
0.4375,L2_W64_H4,4,2,-0.015269279479980469,23,16,aligned,8,validation,0,307,64
0.5625,L2_W64_H4,4,2,0.03990602493286133,23,16,randomized,8,validation,0,101,64
0.5,L2_W64_H4,4,2,0.04128885269165039,23,16,randomized,8,validation,0,211,64
0.4375,L2_W64_H4,4,2,-0.017043113708496094,23,16,randomized,8,validation,0,307,64
0.6875,L2_W64_H4,4,2,0.04822218418121338,23,16,aligned,8,validation,1,101,64
0.6875,L2_W64_H4,4,2,0.03954422473907471,23,16,aligned,8,validation,1,211,64
0.4375,L2_W64_H4,4,2,-0.017333626747131348,23,16,aligned,8,validation,1,307,64
0.5625,L2_W64_H4,4,2,0.035016655921936035,23,16,randomized,8,validation,1,101,64
0.5,L2_W64_H4,4,2,0.04030919075012207,23,16,randomized,8,validation,1,211,64
0.4375,L2_W64_H4,4,2,-0.019671201705932617,23,16,randomized,8,validation,1,307,64
0.75,L2_W64_H4,4,2,0.05277848243713379,23,16,aligned,8,validation,2,101,64
0.6875,L2_W64_H4,4,2,0.0401921272277832,23,16,aligned,8,validation,2,211,64
0.4375,L2_W64_H4,4,2,-0.016176939010620117,23,16,aligned,8,validation,2,307,64
0.5,L2_W64_H4,4,2,0.03996717929840088,23,16,randomized,8,validation,2,101,64
0.5,L2_W64_H4,4,2,0.04366028308868408,23,16,randomized,8,validation,2,211,64
0.4375,L2_W64_H4,4,2,-0.011611223220825195,23,16,randomized,8,validation,2,307,64
0.75,L2_W64_H4,4,2,0.049817562103271484,23,16,aligned,8,validation,3,101,64
0.6875,L2_W64_H4,4,2,0.04094827175140381,23,16,aligned,8,validation,3,211,64
0.4375,L2_W64_H4,4,2,-0.016924023628234863,23,16,aligned,8,validation,3,307,64
0.625,L2_W64_H4,4,2,0.03796744346618652,23,16,randomized,8,validation,3,101,64
0.5,L2_W64_H4,4,2,0.04169058799743652,23,16,randomized,8,validation,3,211,64
0.4375,L2_W64_H4,4,2,-0.015741467475891113,23,16,randomized,8,validation,3,307,64
0.5,L2_W64_H4,4,2,-0.01931941509246826,37,16,aligned,1,test,0,101,64
0.5,L2_W64_H4,4,2,0.003896355628967285,37,16,aligned,1,test,0,211,64
0.5625,L2_W64_H4,4,2,0.030011415481567383,37,16,aligned,1,test,0,307,64
0.5,L2_W64_H4,4,2,-0.012357354164123535,37,16,randomized,1,test,0,101,64
0.5,L2_W64_H4,4,2,0.005006194114685059,37,16,randomized,1,test,0,211,64
0.5625,L2_W64_H4,4,2,0.026373863220214844,37,16,randomized,1,test,0,307,64
0.375,L2_W64_H4,4,2,-0.020682692527770996,37,16,aligned,1,test,1,101,64
0.5,L2_W64_H4,4,2,0.0022857189178466797,37,16,aligned,1,test,1,211,64
0.625,L2_W64_H4,4,2,0.032582998275756836,37,16,aligned,1,test,1,307,64
0.5,L2_W64_H4,4,2,-0.011793136596679688,37,16,randomized,1,test,1,101,64
0.5,L2_W64_H4,4,2,0.006124019622802734,37,16,randomized,1,test,1,211,64
0.5625,L2_W64_H4,4,2,0.026780128479003906,37,16,randomized,1,test,1,307,64
0.5,L2_W64_H4,4,2,-0.02058279514312744,37,16,aligned,1,test,2,101,64
0.5,L2_W64_H4,4,2,0.0021066665649414062,37,16,aligned,1,test,2,211,64
0.5625,L2_W64_H4,4,2,0.0303117036819458,37,16,aligned,1,test,2,307,64
0.5,L2_W64_H4,4,2,-0.012436747550964355,37,16,randomized,1,test,2,101,64
0.5,L2_W64_H4,4,2,0.008617281913757324,37,16,randomized,1,test,2,211,64
0.625,L2_W64_H4,4,2,0.03410327434539795,37,16,randomized,1,test,2,307,64
0.5,L2_W64_H4,4,2,-0.018779635429382324,37,16,aligned,1,test,3,101,64
0.5,L2_W64_H4,4,2,0.0021355152130126953,37,16,aligned,1,test,3,211,64
0.5625,L2_W64_H4,4,2,0.02894270420074463,37,16,aligned,1,test,3,307,64
0.5,L2_W64_H4,4,2,-0.012126684188842773,37,16,randomized,1,test,3,101,64
0.5,L2_W64_H4,4,2,0.007988929748535156,37,16,randomized,1,test,3,211,64
0.625,L2_W64_H4,4,2,0.03387749195098877,37,16,randomized,1,test,3,307,64
0.5,L2_W64_H4,4,2,0.0017114877700805664,37,16,aligned,12,test,0,101,64
0.5625,L2_W64_H4,4,2,-0.0025396347045898438,37,16,aligned,12,test,0,211,64
0.5625,L2_W64_H4,4,2,0.010663270950317383,37,16,aligned,12,test,0,307,64
0.5625,L2_W64_H4,4,2,-0.003360271453857422,37,16,randomized,12,test,0,101,64
0.5,L2_W64_H4,4,2,-0.00793612003326416,37,16,randomized,12,test,0,211,64
0.5,L2_W64_H4,4,2,-0.009103536605834961,37,16,randomized,12,test,0,307,64
0.5,L2_W64_H4,4,2,0.0009022951126098633,37,16,aligned,12,test,1,101,64
0.4375,L2_W64_H4,4,2,-0.00031256675720214844,37,16,aligned,12,test,1,211,64
0.6875,L2_W64_H4,4,2,0.009928107261657715,37,16,aligned,12,test,1,307,64
0.5,L2_W64_H4,4,2,-0.005915641784667969,37,16,randomized,12,test,1,101,64
0.5,L2_W64_H4,4,2,-0.004354238510131836,37,16,randomized,12,test,1,211,64
0.5,L2_W64_H4,4,2,-0.008793830871582031,37,16,randomized,12,test,1,307,64
0.5,L2_W64_H4,4,2,0.0011749267578125,37,16,aligned,12,test,2,101,64
0.5625,L2_W64_H4,4,2,-0.0025728940963745117,37,16,aligned,12,test,2,211,64
0.5625,L2_W64_H4,4,2,0.0101776123046875,37,16,aligned,12,test,2,307,64
0.4375,L2_W64_H4,4,2,-0.007431626319885254,37,16,randomized,12,test,2,101,64
0.5,L2_W64_H4,4,2,-0.012103557586669922,37,16,randomized,12,test,2,211,64
0.5625,L2_W64_H4,4,2,-0.001564621925354004,37,16,randomized,12,test,2,307,64
0.5,L2_W64_H4,4,2,0.0006086826324462891,37,16,aligned,12,test,3,101,64
0.5625,L2_W64_H4,4,2,-0.0007672309875488281,37,16,aligned,12,test,3,211,64
0.5625,L2_W64_H4,4,2,0.010889649391174316,37,16,aligned,12,test,3,307,64
0.4375,L2_W64_H4,4,2,-0.007282137870788574,37,16,randomized,12,test,3,101,64
0.5,L2_W64_H4,4,2,-0.011405706405639648,37,16,randomized,12,test,3,211,64
0.5625,L2_W64_H4,4,2,-0.001991868019104004,37,16,randomized,12,test,3,307,64
0.5,L2_W64_H4,4,2,0.004642128944396973,37,16,aligned,16,test,0,101,64
0.375,L2_W64_H4,4,2,-0.014833807945251465,37,16,aligned,16,test,0,211,64
0.5625,L2_W64_H4,4,2,0.020701885223388672,37,16,aligned,16,test,0,307,64
0.5,L2_W64_H4,4,2,0.00343167781829834,37,16,randomized,16,test,0,101,64
0.4375,L2_W64_H4,4,2,-0.017430901527404785,37,16,randomized,16,test,0,211,64
0.5625,L2_W64_H4,4,2,0.024393677711486816,37,16,randomized,16,test,0,307,64
0.5625,L2_W64_H4,4,2,0.006065964698791504,37,16,aligned,16,test,1,101,64
0.4375,L2_W64_H4,4,2,-0.016080617904663086,37,16,aligned,16,test,1,211,64
0.6875,L2_W64_H4,4,2,0.02170276641845703,37,16,aligned,16,test,1,307,64
0.5,L2_W64_H4,4,2,0.005320429801940918,37,16,randomized,16,test,1,101,64
0.4375,L2_W64_H4,4,2,-0.01996004581451416,37,16,randomized,16,test,1,211,64
0.5625,L2_W64_H4,4,2,0.02799999713897705,37,16,randomized,16,test,1,307,64
0.5,L2_W64_H4,4,2,0.004430890083312988,37,16,aligned,16,test,2,101,64
0.375,L2_W64_H4,4,2,-0.014758706092834473,37,16,aligned,16,test,2,211,64
0.5625,L2_W64_H4,4,2,0.023253917694091797,37,16,aligned,16,test,2,307,64
0.5,L2_W64_H4,4,2,0.0076143741607666016,37,16,randomized,16,test,2,101,64
0.4375,L2_W64_H4,4,2,-0.008701920509338379,37,16,randomized,16,test,2,211,64
0.5625,L2_W64_H4,4,2,0.01918971538543701,37,16,randomized,16,test,2,307,64
0.5,L2_W64_H4,4,2,0.004120230674743652,37,16,aligned,16,test,3,101,64
0.375,L2_W64_H4,4,2,-0.0161440372467041,37,16,aligned,16,test,3,211,64
0.5625,L2_W64_H4,4,2,0.021782755851745605,37,16,aligned,16,test,3,307,64
0.5,L2_W64_H4,4,2,0.0078657865524292,37,16,randomized,16,test,3,101,64
0.4375,L2_W64_H4,4,2,-0.008160948753356934,37,16,randomized,16,test,3,211,64
0.5625,L2_W64_H4,4,2,0.017593741416931152,37,16,randomized,16,test,3,307,64
0.4375,L2_W64_H4,4,2,-0.0023956298828125,37,16,aligned,2,test,0,101,64
0.4375,L2_W64_H4,4,2,-0.016857266426086426,37,16,aligned,2,test,0,211,64
0.4375,L2_W64_H4,4,2,-0.00586390495300293,37,16,aligned,2,test,0,307,64
0.5,L2_W64_H4,4,2,-0.008516669273376465,37,16,randomized,2,test,0,101,64
0.4375,L2_W64_H4,4,2,-0.04052448272705078,37,16,randomized,2,test,0,211,64
0.5625,L2_W64_H4,4,2,-0.01330101490020752,37,16,randomized,2,test,0,307,64
0.5625,L2_W64_H4,4,2,-0.0004124641418457031,37,16,aligned,2,test,1,101,64
0.5,L2_W64_H4,4,2,-0.019220709800720215,37,16,aligned,2,test,1,211,64
0.375,L2_W64_H4,4,2,-0.009119749069213867,37,16,aligned,2,test,1,307,64
0.5,L2_W64_H4,4,2,-0.009981632232666016,37,16,randomized,2,test,1,101,64
0.4375,L2_W64_H4,4,2,-0.04565274715423584,37,16,randomized,2,test,1,211,64
0.5625,L2_W64_H4,4,2,-0.014177083969116211,37,16,randomized,2,test,1,307,64
0.5,L2_W64_H4,4,2,-0.0004845857620239258,37,16,aligned,2,test,2,101,64
0.4375,L2_W64_H4,4,2,-0.016915082931518555,37,16,aligned,2,test,2,211,64
0.4375,L2_W64_H4,4,2,-0.008753299713134766,37,16,aligned,2,test,2,307,64
0.5,L2_W64_H4,4,2,0.00785684585571289,37,16,randomized,2,test,2,101,64
0.5,L2_W64_H4,4,2,-0.03162944316864014,37,16,randomized,2,test,2,211,64
0.5,L2_W64_H4,4,2,-0.014935016632080078,37,16,randomized,2,test,2,307,64
0.4375,L2_W64_H4,4,2,-0.0030341148376464844,37,16,aligned,2,test,3,101,64
0.4375,L2_W64_H4,4,2,-0.01704692840576172,37,16,aligned,2,test,3,211,64
0.375,L2_W64_H4,4,2,-0.007970809936523438,37,16,aligned,2,test,3,307,64
0.5,L2_W64_H4,4,2,0.008208632469177246,37,16,randomized,2,test,3,101,64
0.4375,L2_W64_H4,4,2,-0.032065510749816895,37,16,randomized,2,test,3,211,64
0.4375,L2_W64_H4,4,2,-0.014838457107543945,37,16,randomized,2,test,3,307,64
0.5,L2_W64_H4,4,2,-0.0073697566986083984,37,16,aligned,3,test,0,101,64
0.375,L2_W64_H4,4,2,-0.016976118087768555,37,16,aligned,3,test,0,211,64
0.5625,L2_W64_H4,4,2,0.0028384923934936523,37,16,aligned,3,test,0,307,64
0.5,L2_W64_H4,4,2,-0.014104127883911133,37,16,randomized,3,test,0,101,64
0.4375,L2_W64_H4,4,2,-0.019805550575256348,37,16,randomized,3,test,0,211,64
0.5,L2_W64_H4,4,2,0.009013533592224121,37,16,randomized,3,test,0,307,64
0.4375,L2_W64_H4,4,2,-0.00684666633605957,37,16,aligned,3,test,1,101,64
0.375,L2_W64_H4,4,2,-0.014736175537109375,37,16,aligned,3,test,1,211,64
0.5,L2_W64_H4,4,2,0.0011605024337768555,37,16,aligned,3,test,1,307,64
0.5,L2_W64_H4,4,2,-0.01617145538330078,37,16,randomized,3,test,1,101,64
0.4375,L2_W64_H4,4,2,-0.018270373344421387,37,16,randomized,3,test,1,211,64
0.5,L2_W64_H4,4,2,0.009697794914245605,37,16,randomized,3,test,1,307,64
0.5,L2_W64_H4,4,2,-0.009648323059082031,37,16,aligned,3,test,2,101,64
0.375,L2_W64_H4,4,2,-0.015108346939086914,37,16,aligned,3,test,2,211,64
0.5625,L2_W64_H4,4,2,0.0016772747039794922,37,16,aligned,3,test,2,307,64
0.5,L2_W64_H4,4,2,0.003274083137512207,37,16,randomized,3,test,2,101,64
0.5,L2_W64_H4,4,2,-0.03238987922668457,37,16,randomized,3,test,2,211,64
0.5,L2_W64_H4,4,2,-0.0014475584030151367,37,16,randomized,3,test,2,307,64
0.5,L2_W64_H4,4,2,-0.008765459060668945,37,16,aligned,3,test,3,101,64
0.375,L2_W64_H4,4,2,-0.013299942016601562,37,16,aligned,3,test,3,211,64
0.5625,L2_W64_H4,4,2,0.0009161233901977539,37,16,aligned,3,test,3,307,64
0.5,L2_W64_H4,4,2,0.0024095773696899414,37,16,randomized,3,test,3,101,64
0.5,L2_W64_H4,4,2,-0.03276646137237549,37,16,randomized,3,test,3,211,64
0.5,L2_W64_H4,4,2,-0.0021886825561523438,37,16,randomized,3,test,3,307,64
0.375,L2_W64_H4,4,2,-0.0023262500762939453,37,16,aligned,4,test,0,101,64
0.5625,L2_W64_H4,4,2,0.003228425979614258,37,16,aligned,4,test,0,211,64
0.5,L2_W64_H4,4,2,0.006636619567871094,37,16,aligned,4,test,0,307,64
0.4375,L2_W64_H4,4,2,0.0028246641159057617,37,16,randomized,4,test,0,101,64
0.5,L2_W64_H4,4,2,0.0037659406661987305,37,16,randomized,4,test,0,211,64
0.5,L2_W64_H4,4,2,0.012125372886657715,37,16,randomized,4,test,0,307,64
0.4375,L2_W64_H4,4,2,-0.0033413171768188477,37,16,aligned,4,test,1,101,64
0.625,L2_W64_H4,4,2,-0.0006461143493652344,37,16,aligned,4,test,1,211,64
0.625,L2_W64_H4,4,2,0.00608515739440918,37,16,aligned,4,test,1,307,64
0.4375,L2_W64_H4,4,2,0.0027132034301757812,37,16,randomized,4,test,1,101,64
0.5,L2_W64_H4,4,2,0.001715540885925293,37,16,randomized,4,test,1,211,64
0.5625,L2_W64_H4,4,2,0.012056827545166016,37,16,randomized,4,test,1,307,64
0.375,L2_W64_H4,4,2,-0.00684511661529541,37,16,aligned,4,test,2,101,64
0.5,L2_W64_H4,4,2,0.0001245737075805664,37,16,aligned,4,test,2,211,64
0.5,L2_W64_H4,4,2,0.00809621810913086,37,16,aligned,4,test,2,307,64
0.4375,L2_W64_H4,4,2,-0.011649250984191895,37,16,randomized,4,test,2,101,64
0.5,L2_W64_H4,4,2,0.011608004570007324,37,16,randomized,4,test,2,211,64
0.5,L2_W64_H4,4,2,0.006488919258117676,37,16,randomized,4,test,2,307,64
0.375,L2_W64_H4,4,2,-0.0054645538330078125,37,16,aligned,4,test,3,101,64
0.5625,L2_W64_H4,4,2,0.0015645027160644531,37,16,aligned,4,test,3,211,64
0.5,L2_W64_H4,4,2,0.008624911308288574,37,16,aligned,4,test,3,307,64
0.4375,L2_W64_H4,4,2,-0.011515140533447266,37,16,randomized,4,test,3,101,64
0.5,L2_W64_H4,4,2,0.011902093887329102,37,16,randomized,4,test,3,211,64
0.5,L2_W64_H4,4,2,0.00585484504699707,37,16,randomized,4,test,3,307,64
0.5,L2_W64_H4,4,2,0.011264324188232422,37,16,aligned,6,test,0,101,64
0.625,L2_W64_H4,4,2,0.010946989059448242,37,16,aligned,6,test,0,211,64
0.625,L2_W64_H4,4,2,-0.0064640045166015625,37,16,aligned,6,test,0,307,64
0.5,L2_W64_H4,4,2,0.014054179191589355,37,16,randomized,6,test,0,101,64
0.5625,L2_W64_H4,4,2,0.026875734329223633,37,16,randomized,6,test,0,211,64
0.5625,L2_W64_H4,4,2,-0.020111799240112305,37,16,randomized,6,test,0,307,64
0.5625,L2_W64_H4,4,2,0.010866761207580566,37,16,aligned,6,test,1,101,64
0.625,L2_W64_H4,4,2,0.012406349182128906,37,16,aligned,6,test,1,211,64
0.6875,L2_W64_H4,4,2,-0.006485939025878906,37,16,aligned,6,test,1,307,64
0.5,L2_W64_H4,4,2,0.014153003692626953,37,16,randomized,6,test,1,101,64
0.5625,L2_W64_H4,4,2,0.026837944984436035,37,16,randomized,6,test,1,211,64
0.5625,L2_W64_H4,4,2,-0.020671963691711426,37,16,randomized,6,test,1,307,64
0.5,L2_W64_H4,4,2,0.01083064079284668,37,16,aligned,6,test,2,101,64
0.625,L2_W64_H4,4,2,0.01128840446472168,37,16,aligned,6,test,2,211,64
0.5625,L2_W64_H4,4,2,-0.0060988664627075195,37,16,aligned,6,test,2,307,64
0.5,L2_W64_H4,4,2,0.009280204772949219,37,16,randomized,6,test,2,101,64
0.5625,L2_W64_H4,4,2,0.016029715538024902,37,16,randomized,6,test,2,211,64
0.5625,L2_W64_H4,4,2,-0.019701004028320312,37,16,randomized,6,test,2,307,64
0.5,L2_W64_H4,4,2,0.010671496391296387,37,16,aligned,6,test,3,101,64
0.625,L2_W64_H4,4,2,0.012447953224182129,37,16,aligned,6,test,3,211,64
0.5625,L2_W64_H4,4,2,-0.007005214691162109,37,16,aligned,6,test,3,307,64
0.5,L2_W64_H4,4,2,0.00899350643157959,37,16,randomized,6,test,3,101,64
0.5625,L2_W64_H4,4,2,0.016823291778564453,37,16,randomized,6,test,3,211,64
0.5625,L2_W64_H4,4,2,-0.019977807998657227,37,16,randomized,6,test,3,307,64
0.3125,L2_W64_H4,4,2,-0.01684582233428955,37,16,aligned,8,test,0,101,64
0.1875,L2_W64_H4,4,2,-0.041463375091552734,37,16,aligned,8,test,0,211,64
0.5,L2_W64_H4,4,2,0.009247660636901855,37,16,aligned,8,test,0,307,64
0.375,L2_W64_H4,4,2,-0.0163881778717041,37,16,randomized,8,test,0,101,64
0.4375,L2_W64_H4,4,2,-0.022889137268066406,37,16,randomized,8,test,0,211,64
0.5,L2_W64_H4,4,2,0.0014439821243286133,37,16,randomized,8,test,0,307,64
0.25,L2_W64_H4,4,2,-0.017830491065979004,37,16,aligned,8,test,1,101,64
0.3125,L2_W64_H4,4,2,-0.04218733310699463,37,16,aligned,8,test,1,211,64
0.5625,L2_W64_H4,4,2,0.008631706237792969,37,16,aligned,8,test,1,307,64
0.375,L2_W64_H4,4,2,-0.014125585556030273,37,16,randomized,8,test,1,101,64
0.4375,L2_W64_H4,4,2,-0.02067112922668457,37,16,randomized,8,test,1,211,64
0.5625,L2_W64_H4,4,2,0.0036618709564208984,37,16,randomized,8,test,1,307,64
0.3125,L2_W64_H4,4,2,-0.020050406455993652,37,16,aligned,8,test,2,101,64
0.125,L2_W64_H4,4,2,-0.03944253921508789,37,16,aligned,8,test,2,211,64
0.5,L2_W64_H4,4,2,0.007738590240478516,37,16,aligned,8,test,2,307,64
0.3125,L2_W64_H4,4,2,-0.018177509307861328,37,16,randomized,8,test,2,101,64
0.375,L2_W64_H4,4,2,-0.02319967746734619,37,16,randomized,8,test,2,211,64
0.5,L2_W64_H4,4,2,0.006196260452270508,37,16,randomized,8,test,2,307,64
0.375,L2_W64_H4,4,2,-0.01624119281768799,37,16,aligned,8,test,3,101,64
0.125,L2_W64_H4,4,2,-0.04217195510864258,37,16,aligned,8,test,3,211,64
0.5,L2_W64_H4,4,2,0.007639050483703613,37,16,aligned,8,test,3,307,64
0.3125,L2_W64_H4,4,2,-0.013417840003967285,37,16,randomized,8,test,3,101,64
0.375,L2_W64_H4,4,2,-0.02335822582244873,37,16,randomized,8,test,3,211,64
0.5,L2_W64_H4,4,2,0.00717473030090332,37,16,randomized,8,test,3,307,64
0.4375,L2_W64_H4,4,2,-0.004883170127868652,37,16,aligned,1,validation,0,101,64
0.4375,L2_W64_H4,4,2,-0.011591076850891113,37,16,aligned,1,validation,0,211,64
0.5,L2_W64_H4,4,2,0.01528012752532959,37,16,aligned,1,validation,0,307,64
0.4375,L2_W64_H4,4,2,-0.009382247924804688,37,16,randomized,1,validation,0,101,64
0.4375,L2_W64_H4,4,2,-0.007735729217529297,37,16,randomized,1,validation,0,211,64
0.5,L2_W64_H4,4,2,0.014230012893676758,37,16,randomized,1,validation,0,307,64
0.4375,L2_W64_H4,4,2,-0.006722927093505859,37,16,aligned,1,validation,1,101,64
0.375,L2_W64_H4,4,2,-0.0111311674118042,37,16,aligned,1,validation,1,211,64
0.5625,L2_W64_H4,4,2,0.01618194580078125,37,16,aligned,1,validation,1,307,64
0.4375,L2_W64_H4,4,2,-0.009763240814208984,37,16,randomized,1,validation,1,101,64
0.4375,L2_W64_H4,4,2,-0.007542252540588379,37,16,randomized,1,validation,1,211,64
0.5625,L2_W64_H4,4,2,0.014175891876220703,37,16,randomized,1,validation,1,307,64
0.4375,L2_W64_H4,4,2,-0.006316781044006348,37,16,aligned,1,validation,2,101,64
0.375,L2_W64_H4,4,2,-0.01218271255493164,37,16,aligned,1,validation,2,211,64
0.5,L2_W64_H4,4,2,0.015627741813659668,37,16,aligned,1,validation,2,307,64
0.4375,L2_W64_H4,4,2,-0.014602303504943848,37,16,randomized,1,validation,2,101,64
0.4375,L2_W64_H4,4,2,-0.0069512128829956055,37,16,randomized,1,validation,2,211,64
0.5,L2_W64_H4,4,2,0.016159415245056152,37,16,randomized,1,validation,2,307,64
0.4375,L2_W64_H4,4,2,-0.006475925445556641,37,16,aligned,1,validation,3,101,64
0.4375,L2_W64_H4,4,2,-0.010533571243286133,37,16,aligned,1,validation,3,211,64
0.5,L2_W64_H4,4,2,0.015388727188110352,37,16,aligned,1,validation,3,307,64
0.4375,L2_W64_H4,4,2,-0.013981819152832031,37,16,randomized,1,validation,3,101,64
0.4375,L2_W64_H4,4,2,-0.007117033004760742,37,16,randomized,1,validation,3,211,64
0.5,L2_W64_H4,4,2,0.015434741973876953,37,16,randomized,1,validation,3,307,64
0.5,L2_W64_H4,4,2,-0.014847278594970703,37,16,aligned,12,validation,0,101,64
0.5625,L2_W64_H4,4,2,-0.0004868507385253906,37,16,aligned,12,validation,0,211,64
0.5,L2_W64_H4,4,2,0.015508294105529785,37,16,aligned,12,validation,0,307,64
0.5625,L2_W64_H4,4,2,-0.014005661010742188,37,16,randomized,12,validation,0,101,64
0.5,L2_W64_H4,4,2,0.005332827568054199,37,16,randomized,12,validation,0,211,64
0.5,L2_W64_H4,4,2,0.014918208122253418,37,16,randomized,12,validation,0,307,64
0.4375,L2_W64_H4,4,2,-0.013853073120117188,37,16,aligned,12,validation,1,101,64
0.5,L2_W64_H4,4,2,0.00042498111724853516,37,16,aligned,12,validation,1,211,64
0.625,L2_W64_H4,4,2,0.015407562255859375,37,16,aligned,12,validation,1,307,64
0.4375,L2_W64_H4,4,2,-0.015235185623168945,37,16,randomized,12,validation,1,101,64
0.5,L2_W64_H4,4,2,0.008474111557006836,37,16,randomized,12,validation,1,211,64
0.5,L2_W64_H4,4,2,0.015955686569213867,37,16,randomized,12,validation,1,307,64
0.5,L2_W64_H4,4,2,-0.01487123966217041,37,16,aligned,12,validation,2,101,64
0.5625,L2_W64_H4,4,2,0.000966191291809082,37,16,aligned,12,validation,2,211,64
0.5,L2_W64_H4,4,2,0.01531827449798584,37,16,aligned,12,validation,2,307,64
0.5,L2_W64_H4,4,2,-0.016278386116027832,37,16,randomized,12,validation,2,101,64
0.5,L2_W64_H4,4,2,0.00037467479705810547,37,16,randomized,12,validation,2,211,64
0.5625,L2_W64_H4,4,2,0.013805389404296875,37,16,randomized,12,validation,2,307,64
0.5,L2_W64_H4,4,2,-0.014155864715576172,37,16,aligned,12,validation,3,101,64
0.5625,L2_W64_H4,4,2,0.000523686408996582,37,16,aligned,12,validation,3,211,64
0.5,L2_W64_H4,4,2,0.015427231788635254,37,16,aligned,12,validation,3,307,64
0.5,L2_W64_H4,4,2,-0.01555323600769043,37,16,randomized,12,validation,3,101,64
0.5,L2_W64_H4,4,2,-0.00021219253540039062,37,16,randomized,12,validation,3,211,64
