loss,step
24.711809158325195,1
0.7646394968032837,50
0.567179262638092,100
0.5804354548454285,150
0.5039024353027344,200
0.43230950832366943,250
0.467496782541275,300
0.17224322259426117,350
0.2420366406440735,400
0.291706919670105,450
0.18709518015384674,500
0.17657022178173065,550
0.11562440544366837,600
0.13384570181369781,650
0.0614006407558918,700
0.16351254284381866,750
0.036742642521858215,800
0.13357791304588318,850
0.13884969055652618,900
0.1379489302635193,950
0.009877001866698265,1000
0.08070157468318939,1050
0.20424117147922516,1100
0.05378361791372299,1150
0.0688994750380516,1200
0.11369364708662033,1250
0.010705161839723587,1300
0.05264405906200409,1350
0.14403729140758514,1400
0.04096364602446556,1450
0.011232387274503708,1500
0.12909774482250214,1550
0.13606451451778412,1600
0.053398482501506805,1650
0.019511578604578972,1700
0.09091920405626297,1750
0.030790796503424644,1800
0.08951210975646973,1850
0.14680740237236023,1900
0.012691501528024673,1950
0.2643442153930664,2000
0.02444779872894287,2050
0.018663175404071808,2100
0.12164552509784698,2150
0.03683754429221153,2200
0.06587475538253784,2250
0.03688979148864746,2300
0.007940348237752914,2350
0.012815574184060097,2400
0.053244706243276596,2450
0.008770288899540901,2500
0.12028061598539352,2550
0.03473721817135811,2600
0.005146780051290989,2650
0.0493321530520916,2700
0.06239471957087517,2750
0.03470171242952347,2800
0.006509742233902216,2850
0.006001624744385481,2900
0.010845857672393322,2950
0.006768330466002226,3000
0.009567822329699993,3050
0.007110043428838253,3100
0.05359047278761864,3150
0.013214563950896263,3200
