architecture,candidate_chain_first,example_id,heads,layers,model_seed,position_mode,positive,required_path,split,target_margin,template_id,top1_correct,total_depth,tree_seed,width
L4_W64_H4,0,validation:d1:t0:paligned:tree101:i10000,4,4,23,aligned,0,1,validation,0.07494926452636719,0,1,3,101,64
L4_W64_H4,0,validation:d1:t0:paligned:tree101:i10001,4,4,23,aligned,1,1,validation,-0.10405158996582031,0,0,3,101,64
L4_W64_H4,1,validation:d1:t0:paligned:tree101:i10002,4,4,23,aligned,0,1,validation,-0.00704193115234375,0,0,3,101,64
L4_W64_H4,1,validation:d1:t0:paligned:tree101:i10003,4,4,23,aligned,1,1,validation,-0.1829662322998047,0,0,3,101,64
L4_W64_H4,0,validation:d1:t0:paligned:tree101:i10004,4,4,23,aligned,0,1,validation,0.11631011962890625,0,1,3,101,64
L4_W64_H4,0,validation:d1:t0:paligned:tree101:i10005,4,4,23,aligned,1,1,validation,-0.10879898071289062,0,0,3,101,64
L4_W64_H4,1,validation:d1:t0:paligned:tree101:i10006,4,4,23,aligned,0,1,validation,0.09091949462890625,0,1,3,101,64
L4_W64_H4,1,validation:d1:t0:paligned:tree101:i10007,4,4,23,aligned,1,1,validation,-0.07932853698730469,0,0,3,101,64
L4_W64_H4,0,validation:d1:t0:paligned:tree101:i10008,4,4,23,aligned,0,1,validation,-0.051425933837890625,0,0,3,101,64
L4_W64_H4,0,validation:d1:t0:paligned:tree101:i10009,4,4,23,aligned,1,1,validation,-0.028924942016601562,0,0,3,101,64
L4_W64_H4,1,validation:d1:t0:paligned:tree101:i10010,4,4,23,aligned,0,1,validation,0.17473793029785156,0,1,3,101,64
L4_W64_H4,1,validation:d1:t0:paligned:tree101:i10011,4,4,23,aligned,1,1,validation,-0.18234634399414062,0,0,3,101,64
L4_W64_H4,0,validation:d1:t0:paligned:tree101:i10012,4,4,23,aligned,0,1,validation,0.13313674926757812,0,1,3,101,64
L4_W64_H4,0,validation:d1:t0:paligned:tree101:i10013,4,4,23,aligned,1,1,validation,-0.04901123046875,0,0,3,101,64
L4_W64_H4,1,validation:d1:t0:paligned:tree101:i10014,4,4,23,aligned,0,1,validation,0.11267662048339844,0,1,3,101,64
L4_W64_H4,1,validation:d1:t0:paligned:tree101:i10015,4,4,23,aligned,1,1,validation,-0.09404754638671875,0,0,3,101,64
L4_W64_H4,0,validation:d1:t0:paligned:tree211:i10000,4,4,23,aligned,0,1,validation,0.09813690185546875,0,1,3,211,64
L4_W64_H4,0,validation:d1:t0:paligned:tree211:i10001,4,4,23,aligned,1,1,validation,-0.08804512023925781,0,0,3,211,64
L4_W64_H4,1,validation:d1:t0:paligned:tree211:i10002,4,4,23,aligned,0,1,validation,0.18054771423339844,0,1,3,211,64
L4_W64_H4,1,validation:d1:t0:paligned:tree211:i10003,4,4,23,aligned,1,1,validation,-0.07764625549316406,0,0,3,211,64
L4_W64_H4,0,validation:d1:t0:paligned:tree211:i10004,4,4,23,aligned,0,1,validation,0.08058547973632812,0,1,3,211,64
