architecture_depth,block_update_cosine,ff_update_cosine,layer,long_length,model_seed,regime,sa_update_cosine,short_length
8,0.852592945098877,-0.31417813897132874,2,3,11,supportive,0.8152139186859131,2
8,0.31682145595550537,0.8708947896957397,2,3,11,supportive,0.20653793215751648,2
8,0.8707150220870972,-0.15351346135139465,2,3,11,supportive,0.8922289609909058,2
8,0.09982763230800629,0.7313681244850159,2,3,11,supportive,0.13951250910758972,2
8,0.3876798748970032,0.4128097593784332,2,3,11,supportive,0.20511199533939362,2
8,0.6636025309562683,0.02757428213953972,2,3,11,supportive,0.701521098613739,2
8,0.5380826592445374,-0.14875611662864685,2,3,11,supportive,0.6368098258972168,2
8,0.9537142515182495,-0.03784126415848732,2,3,11,supportive,0.9916518330574036,2
8,0.4815213680267334,0.8974176049232483,2,3,11,supportive,0.17682453989982605,2
8,0.02981897071003914,0.7237263917922974,2,3,11,supportive,-0.27828291058540344,2
8,0.35622042417526245,0.570260226726532,2,3,11,supportive,0.34092581272125244,2
8,0.24879515171051025,0.24936865270137787,2,3,11,supportive,-0.05404220521450043,2
8,0.9924558401107788,0.9675850868225098,2,3,11,supportive,0.9945512413978577,2
8,0.9994037747383118,0.9997046589851379,2,3,11,supportive,0.9992477893829346,2
8,-0.8357134461402893,-0.11819674074649811,2,3,11,supportive,-0.9131505489349365,2
8,0.8278244733810425,0.9805782437324524,2,3,11,supportive,0.7715579271316528,2
8,0.461860716342926,0.5639327764511108,2,3,11,supportive,0.33450302481651306,2
8,-0.18465539813041687,0.002066953107714653,2,3,11,supportive,-0.15279272198677063,2
8,0.06995826214551926,-0.1791960895061493,2,3,11,supportive,0.017639055848121643,2
8,-0.49607205390930176,-0.10930425673723221,2,3,11,supportive,-0.2917752265930176,2
8,0.18424607813358307,-0.05956747382879257,2,3,11,supportive,0.027759693562984467,2
8,0.9537142515182495,-0.03784126415848732,2,3,11,supportive,0.9916518330574036,2
8,0.06995826214551926,-0.1791960895061493,2,3,11,supportive,0.017639055848121643,2
8,0.7668702602386475,0.4447382092475891,2,3,11,supportive,0.6729227304458618,2
8,0.9864325523376465,0.9629189968109131,2,3,11,supportive,0.9965851902961731,2
8,-0.0852673277258873,0.2379610687494278,3,3,11,redundant,0.3488351106643677,2
8,0.48356175422668457,-0.07887819409370422,3,3,11,redundant,0.37305736541748047,2
8,0.2697118818759918,0.8439074754714966,3,3,11,redundant,-0.2707289755344391,2
8,0.5682483911514282,0.26206398010253906,3,3,11,redundant,0.44141513109207153,2
8,0.10953764617443085,0.3148735761642456,3,3,11,redundant,0.2369721531867981,2
8,-0.3253740966320038,0.11456365138292313,3,3,11,redundant,-0.27758651971817017,2
8,0.3450835645198822,0.9591777324676514,3,3,11,redundant,0.050959646701812744,2
8,-0.522218644618988,0.0456739217042923,3,3,11,redundant,-0.5306817889213562,2
8,0.0681169182062149,0.4005328416824341,3,3,11,redundant,-0.1308484673500061,2
8,0.0691656619310379,0.40401360392570496,3,3,11,redundant,-0.13089975714683533,2
8,-0.30094704031944275,0.9537862539291382,3,3,11,redundant,-0.5900933146476746,2
8,-0.21609430015087128,0.4589632749557495,3,3,11,redundant,-0.5026155710220337,2
8,0.7255154848098755,0.907957911491394,3,3,11,redundant,0.6353791952133179,2
8,0.7224979996681213,0.297688364982605,3,3,11,redundant,0.447523295879364,2
8,0.5767943263053894,0.7698769569396973,3,3,11,redundant,0.3870556354522705,2
8,0.15143783390522003,0.8343982696533203,3,3,11,redundant,-0.1331987828016281,2
8,0.7603530883789062,-0.3342899680137634,3,3,11,redundant,0.9048014283180237,2
8,-0.6982313394546509,-0.02287856489419937,3,3,11,redundant,-0.771307647228241,2
8,-0.18178324401378632,0.4092409014701843,3,3,11,redundant,-0.15857303142547607,2
