architecture_depth,block_update_cosine,ff_update_cosine,layer,long_length,model_seed,regime,sa_update_cosine,short_length
8,0.8961880803108215,0.8761374950408936,5,3,11,redundant,0.8590366840362549,2
8,-0.10821036994457245,0.1650732308626175,5,3,11,redundant,-0.27950650453567505,2
8,0.9307037591934204,0.8699499368667603,5,3,11,redundant,0.9263838529586792,2
8,0.438976526260376,0.9645079374313354,5,3,11,redundant,0.4397430121898651,2
8,0.9416713714599609,0.9236180782318115,5,3,11,redundant,0.885590672492981,2
8,0.2523728311061859,0.9639639854431152,5,3,11,redundant,0.07906506210565567,2
8,-0.6214604377746582,0.813922643661499,5,3,11,redundant,-0.6987736225128174,2
8,-0.7331891059875488,-0.12312295287847519,5,3,11,redundant,-0.7131491899490356,2
8,0.7249878644943237,0.7462847232818604,5,3,11,redundant,0.4556133449077606,2
8,0.13154162466526031,0.9920085668563843,5,3,11,redundant,-0.06643024832010269,2
8,-0.3474757671356201,0.8885216116905212,5,3,11,redundant,-0.4918902814388275,2
8,-0.1894470453262329,0.8790310025215149,5,3,11,redundant,-0.23204223811626434,2
8,0.7218874096870422,0.9351791143417358,5,3,11,redundant,0.7672479152679443,2
8,0.663590669631958,0.8396999835968018,5,3,11,redundant,0.842615008354187,2
8,0.6889529824256897,0.4119740426540375,5,3,11,redundant,0.5798630714416504,2
8,0.559301495552063,0.9043819904327393,5,3,11,redundant,0.6261945366859436,2
8,0.9843063354492188,0.9093549251556396,5,3,11,redundant,0.9587154984474182,2
8,0.9759676456451416,0.9247996211051941,5,3,11,redundant,0.9682086706161499,2
8,-0.7384896278381348,-0.13557428121566772,5,3,11,redundant,-0.6735799312591553,2
8,-0.5266715884208679,-0.1995140016078949,5,3,11,redundant,-0.5607255101203918,2
8,0.6567631959915161,0.8765395879745483,5,3,11,redundant,0.7069043517112732,2
8,0.9583621025085449,0.9395939707756042,5,3,11,redundant,0.9368332028388977,2
8,0.23956696689128876,0.8901073932647705,5,3,11,supportive,-0.1813279241323471,2
8,-0.2622704803943634,0.9644885063171387,5,3,11,supportive,-0.488736629486084,2
8,0.8678809404373169,0.8969300389289856,5,3,11,supportive,0.9077914357185364,2
8,0.10632413625717163,0.7659952640533447,5,3,11,supportive,0.2436690628528595,2
8,0.9336936473846436,0.9806842803955078,5,3,11,supportive,0.8812131881713867,2
8,0.3855920433998108,0.8163151741027832,5,3,11,supportive,0.5007436275482178,2
8,-0.24090580642223358,0.9697895050048828,5,3,11,supportive,-0.4846697151660919,2
8,0.03858484327793121,0.8863875865936279,5,3,11,supportive,-0.1067933440208435,2
8,0.9323673844337463,0.9077850580215454,5,3,11,supportive,0.8727090358734131,2
8,-0.7653079032897949,0.5045068860054016,5,3,11,supportive,-0.8423750400543213,2
8,0.34185391664505005,0.9946249723434448,5,3,11,supportive,-0.07279574126005173,2
8,-0.16652566194534302,0.8737372159957886,5,3,11,supportive,-0.19602397084236145,2
8,0.6430991888046265,0.9197734594345093,5,3,11,supportive,0.5636009573936462,2
8,-0.44713711738586426,0.9893434047698975,5,3,11,supportive,-0.44973844289779663,2
8,0.9387612342834473,0.891183614730835,5,3,11,supportive,0.9659416675567627,2
8,0.9515498876571655,0.9384939670562744,5,3,11,supportive,0.9164237976074219,2
8,-0.56380295753479,0.501186728477478,5,3,11,supportive,-0.5446226596832275,2
8,-0.6627610325813293,0.909999668598175,5,3,11,supportive,-0.7044665813446045,2
8,0.9106040000915527,0.9210816621780396,5,3,11,supportive,0.8810684680938721,2
8,0.9735231399536133,0.9982416033744812,5,3,11,supportive,0.9660415649414062,2
8,0.990462064743042,0.9998908042907715,5,3,11,supportive,0.9801841974258423,2
8,-0.5613974332809448,-0.3703358769416809,5,3,11,supportive,-0.5606745481491089,2
8,0.8668110370635986,0.993930459022522,5,3,11,supportive,0.7601590156555176,2
8,0.12908785045146942,0.9359433650970459,5,3,11,supportive,-0.07902944833040237,2
8,0.7532609701156616,0.8156493902206421,5,3,11,supportive,0.5866868495941162,2
8,-0.2622704803943634,0.9644885063171387,5,3,11,supportive,-0.488736629486084,2
8,0.23730838298797607,0.8398012518882751,5,3,11,supportive,-0.13026723265647888,2
8,-0.29531463980674744,0.9304913282394409,5,3,11,supportive,-0.4886719584465027,2
8,0.9387612342834473,0.891183614730835,5,3,11,supportive,0.9659416675567627,2
8,-0.2622704803943634,0.9644885063171387,5,3,11,supportive,-0.488736629486084,2
8,0.8815686702728271,0.9312750101089478,5,3,11,supportive,0.8587234020233154,2
8,0.8678812384605408,0.8969305753707886,5,3,11,supportive,0.9077914357185364,2
8,-0.08394794166088104,0.6462453007698059,6,3,11,redundant,-0.3881094455718994,2
8,0.4942249655723572,0.9449342489242554,6,3,11,redundant,-0.0010497644543647766,2
8,0.5068862438201904,0.9517937898635864,6,3,11,redundant,-0.15672573447227478,2
8,0.8859469890594482,0.9784293174743652,6,3,11,redundant,0.7665852904319763,2
8,0.023083675652742386,0.9546012282371521,6,3,11,redundant,-0.08224281668663025,2
8,0.8118069767951965,0.9764584898948669,6,3,11,redundant,0.39528757333755493,2
8,0.9449977278709412,0.9902455806732178,6,3,11,redundant,0.8943926692008972,2
8,0.8107479214668274,0.9729387164115906,6,3,11,redundant,0.3897654414176941,2
8,0.6448017954826355,0.9644215106964111,6,3,11,redundant,0.4685109555721283,2
8,0.6461578607559204,0.9644594192504883,6,3,11,redundant,0.4684973657131195,2
8,-0.0014936849474906921,0.9609388113021851,6,3,11,redundant,-0.32796710729599,2
8,0.9035385847091675,0.8352729082107544,6,3,11,redundant,0.717410683631897,2
8,0.6249630451202393,0.9662872552871704,6,3,11,redundant,0.21749940514564514,2
8,0.9672424793243408,0.9966869354248047,6,3,11,redundant,0.8976787328720093,2
8,0.5650327205657959,0.9661221504211426,6,3,11,redundant,-0.1771114617586136,2
8,0.48566728830337524,0.9796143770217896,6,3,11,redundant,-0.054147277027368546,2
8,0.42509275674819946,0.9407437443733215,6,3,11,redundant,0.05401038005948067,2
8,0.17637720704078674,0.5668619871139526,6,3,11,redundant,0.06065308302640915,2
8,0.911209225654602,0.9827035665512085,6,3,11,redundant,0.7636382579803467,2
8,-0.3324225842952728,0.9938384294509888,6,3,11,redundant,-0.7317204475402832,2
8,0.9319483637809753,0.9810501337051392,6,3,11,redundant,0.7812761068344116,2
8,0.6451285481452942,0.9491870403289795,6,3,11,redundant,0.6174632906913757,2
8,0.49361860752105713,0.9608793258666992,6,3,11,redundant,0.23429885506629944,2
8,0.8917242288589478,0.9792998433113098,6,3,11,redundant,0.6720269918441772,2
8,0.14123187959194183,0.9088443517684937,6,3,11,redundant,-0.19581405818462372,2
8,0.46453386545181274,0.9665499925613403,6,3,11,redundant,0.09297008812427521,2
8,0.9864213466644287,0.9700073003768921,6,3,11,redundant,0.9376440644264221,2
8,0.7605541348457336,0.9817081689834595,6,3,11,redundant,0.4990658164024353,2
8,-0.15075933933258057,0.5799651741981506,6,3,11,redundant,-0.3954213261604309,2
8,0.8372488021850586,0.5254330039024353,6,3,11,redundant,0.865031361579895,2
8,0.3771851062774658,0.9415038824081421,6,3,11,redundant,-0.12951844930648804,2
8,0.8102302551269531,0.971472442150116,6,3,11,redundant,0.6099246740341187,2
8,0.5421581268310547,0.9684410691261292,6,3,11,supportive,-0.13501869142055511,2
8,0.7510768175125122,0.9739844799041748,6,3,11,supportive,0.2733386158943176,2
8,0.6580929160118103,0.997470498085022,6,3,11,supportive,0.7975372672080994,2
8,0.8653539419174194,0.942745566368103,6,3,11,supportive,0.7455484867095947,2
8,0.5532446503639221,0.9868158102035522,6,3,11,supportive,0.6404690742492676,2
8,0.9306669235229492,0.9747942090034485,6,3,11,supportive,0.8140630125999451,2
8,0.7195338606834412,0.986179769039154,6,3,11,supportive,0.2013547420501709,2
8,0.5585415363311768,0.9670196771621704,6,3,11,supportive,0.22942626476287842,2
8,-0.31811296939849854,0.9543030858039856,6,3,11,supportive,-0.7458922266960144,2
8,0.3775908946990967,0.6780668497085571,6,3,11,supportive,0.29305291175842285,2
8,0.9067943096160889,0.9967422485351562,6,3,11,supportive,0.6364932060241699,2
8,-0.2036723643541336,0.9806241393089294,6,3,11,supportive,-0.6050968170166016,2
8,0.38828244805336,0.9554464221000671,6,3,11,supportive,0.39372506737709045,2
8,0.7531355619430542,0.9771990776062012,6,3,11,supportive,0.5534167289733887,2
8,0.9890974760055542,0.9618597626686096,6,3,11,supportive,0.9588208198547363,2
8,0.8158445358276367,0.9700796008110046,6,3,11,supportive,0.5663971900939941,2
8,0.3656919598579407,0.9720978736877441,6,3,11,supportive,-0.38188403844833374,2
8,0.7994022369384766,0.964484691619873,6,3,11,supportive,0.7342755794525146,2
8,0.5700511932373047,0.9671742916107178,6,3,11,supportive,0.4439579248428345,2
8,0.9977946281433105,0.9988348484039307,6,3,11,supportive,0.9965758323669434,2
8,0.9787459373474121,0.9998827576637268,6,3,11,supportive,0.9416977167129517,2
8,0.5147255659103394,0.44948071241378784,6,3,11,supportive,0.5449883937835693,2
8,0.4088994264602661,0.9915450215339661,6,3,11,supportive,0.5641820430755615,2
8,0.5529313683509827,0.9646294116973877,6,3,11,supportive,0.049462348222732544,2
8,0.6764136552810669,0.9396260976791382,6,3,11,supportive,0.505217432975769,2
8,0.7510768175125122,0.9739844799041748,6,3,11,supportive,0.2733386158943176,2
8,0.43076401948928833,0.9464431405067444,6,3,11,supportive,-0.3707192838191986,2
8,0.7181821465492249,0.9890316724777222,6,3,11,supportive,0.4901840090751648,2
8,0.9890974760055542,0.9618597626686096,6,3,11,supportive,0.9588208198547363,2
8,0.7510768175125122,0.9739844799041748,6,3,11,supportive,0.2733386158943176,2
8,0.8734134435653687,0.9923473596572876,6,3,11,supportive,0.6951001286506653,2
8,0.658092737197876,0.9974705576896667,6,3,11,supportive,0.7975374460220337,2
8,0.42518705129623413,0.539932906627655,7,3,11,redundant,0.006024850532412529,2
8,0.46404269337654114,0.925101101398468,7,3,11,redundant,0.23054257035255432,2
8,0.888744592666626,0.8544831275939941,7,3,11,redundant,0.30701589584350586,2
8,0.6469486951828003,0.933069109916687,7,3,11,redundant,0.6889720559120178,2
8,0.19894114136695862,0.3219378590583801,7,3,11,redundant,0.12146388739347458,2
8,-0.5215315222740173,-0.49717700481414795,7,3,11,redundant,-0.3946373462677002,2
8,0.4019044041633606,0.9843599796295166,7,3,11,redundant,0.052746035158634186,2
8,-0.52116858959198,-0.4971544146537781,7,3,11,redundant,-0.39676445722579956,2
8,-0.019016392529010773,0.87107253074646,7,3,11,redundant,0.1156686544418335,2
8,-0.01640261709690094,0.8757566809654236,7,3,11,redundant,0.11579915881156921,2
8,-0.4035990238189697,0.914996862411499,7,3,11,redundant,0.06146828830242157,2
8,0.26112714409828186,0.9195617437362671,7,3,11,redundant,-0.12653501331806183,2
8,0.9582701921463013,0.9819155335426331,7,3,11,redundant,0.8277636766433716,2
8,0.6513651013374329,0.8649513721466064,7,3,11,redundant,0.28629231452941895,2
8,0.2998925745487213,0.9379883408546448,7,3,11,redundant,0.3621079623699188,2
8,-0.38198429346084595,0.9166808128356934,7,3,11,redundant,-0.5089618563652039,2
8,0.5714026689529419,0.8986454010009766,7,3,11,redundant,0.41428083181381226,2
8,0.11484599113464355,0.704599142074585,7,3,11,redundant,-0.2865319848060608,2
8,-0.20753367245197296,-0.291671484708786,7,3,11,redundant,-0.5112351775169373,2
8,0.8560242652893066,0.8978079557418823,7,3,11,redundant,0.8350053429603577,2
8,-0.3190562129020691,0.9598991274833679,7,3,11,redundant,-0.4525984525680542,2
8,0.4140263497829437,0.9261289834976196,7,3,11,redundant,0.506851851940155,2
8,0.7019808888435364,0.9179732203483582,7,3,11,redundant,0.8338943719863892,2
8,-0.3542554974555969,0.7141193151473999,7,3,11,redundant,-0.231859028339386,2
8,-0.21789376437664032,-0.46367132663726807,7,3,11,redundant,-0.24813522398471832,2
8,0.30967479944229126,0.88818359375,7,3,11,redundant,0.5645484924316406,2
8,0.8948660492897034,0.9704176187515259,7,3,11,redundant,0.9144193530082703,2
8,0.5807627439498901,0.9926604628562927,7,3,11,redundant,0.2491011619567871,2
8,-0.17805060744285583,0.813544750213623,7,3,11,redundant,-0.2925139367580414,2
8,0.6956354379653931,0.7149336934089661,7,3,11,redundant,0.6693464517593384,2
8,0.6405654549598694,0.923814594745636,7,3,11,redundant,0.6828259229660034,2
8,0.07468589395284653,0.9786110520362854,7,3,11,redundant,-0.4573948383331299,2
8,0.9193999767303467,0.9422174692153931,7,3,11,supportive,0.9590659737586975,2
8,0.7606276273727417,0.956576943397522,7,3,11,supportive,0.7965262532234192,2
8,0.9994688630104065,0.9981411695480347,7,3,11,supportive,0.9994408488273621,2
8,0.06413226574659348,0.2160070538520813,7,3,11,supportive,-0.13735538721084595,2
8,0.06412084400653839,0.9004864692687988,7,3,11,supportive,0.18716561794281006,2
8,-0.09731779992580414,0.9684615135192871,7,3,11,supportive,0.7114412188529968,2
8,0.7468341588973999,0.9729045629501343,7,3,11,supportive,0.7699910998344421,2
8,0.7650930881500244,0.9505941867828369,7,3,11,supportive,0.782314658164978,2
8,0.5910418033599854,0.8938521146774292,7,3,11,supportive,0.6618505716323853,2
8,0.8938913941383362,-0.27868080139160156,7,3,11,supportive,0.9644254446029663,2
8,0.7089550495147705,0.9636940956115723,7,3,11,supportive,-0.1867305040359497,2
8,0.35185280442237854,0.9563762545585632,7,3,11,supportive,0.17915724217891693,2
8,-0.23150746524333954,0.9351687431335449,7,3,11,supportive,-0.5663712024688721,2
8,0.23121589422225952,0.9588587284088135,7,3,11,supportive,0.2537199854850769,2
8,0.9807375073432922,0.9623668193817139,7,3,11,supportive,0.9883665442466736,2
8,0.14438626170158386,0.9814663529396057,7,3,11,supportive,-0.37700754404067993,2
8,0.3156450092792511,0.9554665088653564,7,3,11,supportive,0.21227476000785828,2
8,0.7246074080467224,0.9717589616775513,7,3,11,supportive,0.7695080637931824,2
8,0.10798832774162292,0.8894394636154175,7,3,11,supportive,0.1965656876564026,2
8,0.9633573293685913,0.9987337589263916,7,3,11,supportive,0.9527090191841125,2
8,0.980231523513794,0.9996015429496765,7,3,11,supportive,0.9174379110336304,2
8,-0.2735708951950073,0.691259503364563,7,3,11,supportive,-0.5297737121582031,2
8,-0.587202787399292,0.951317310333252,7,3,11,supportive,-0.6973086595535278,2
8,0.08555769920349121,0.9083762168884277,7,3,11,supportive,-0.10137873888015747,2
8,0.5135002732276917,0.20433199405670166,7,3,11,supportive,0.4981841444969177,2
8,0.7606276273727417,0.956576943397522,7,3,11,supportive,0.7965262532234192,2
8,0.7200374007225037,0.9153392314910889,7,3,11,supportive,0.2021370232105255,2
8,0.6581135392189026,0.9887330532073975,7,3,11,supportive,0.6642648577690125,2
8,0.9807375073432922,0.9623668193817139,7,3,11,supportive,0.9883665442466736,2
8,0.7606276273727417,0.956576943397522,7,3,11,supportive,0.7965262532234192,2
8,0.5775936841964722,0.9863766431808472,7,3,11,supportive,0.6467863321304321,2
8,0.9994688630104065,0.9981411695480347,7,3,11,supportive,0.9994409084320068,2
8,0.9997569918632507,0.9999512434005737,0,4,11,redundant,0.9986217021942139,2
8,0.9997378587722778,0.9999493360519409,0,4,11,redundant,0.9985429644584656,2
8,0.9997871518135071,0.9999699592590332,0,4,11,redundant,0.9987175464630127,2
8,0.9998018145561218,0.9999683499336243,0,4,11,redundant,0.9988419413566589,2
8,0.9997480511665344,0.999963104724884,0,4,11,redundant,0.9985367655754089,2
8,0.9998037219047546,0.9999631643295288,0,4,11,redundant,0.9988698363304138,2
8,0.9997580051422119,0.9999412298202515,0,4,11,redundant,0.9986993074417114,2
8,0.9997712969779968,0.9999459981918335,0,4,11,redundant,0.9987576603889465,2
8,0.9997578263282776,0.9999619126319885,0,4,11,redundant,0.9986081719398499,2
8,0.9997791051864624,0.9999697208404541,0,4,11,redundant,0.998678982257843,2
8,0.9997029304504395,0.9999319911003113,0,4,11,redundant,0.9984289407730103,2
8,0.9997419714927673,0.9999635219573975,0,4,11,redundant,0.9985036849975586,2
8,0.9997652173042297,0.9999582171440125,0,4,11,redundant,0.9986494779586792,2
8,0.9997668266296387,0.9999589920043945,0,4,11,redundant,0.9986485838890076,2
8,0.9997910261154175,0.9999717473983765,0,4,11,redundant,0.9987364411354065,2
8,0.9997714161872864,0.9999433755874634,0,4,11,redundant,0.998765230178833,2
8,0.9997805953025818,0.9999641180038452,0,4,11,redundant,0.9987133145332336,2
8,0.9997544884681702,0.9999675154685974,0,4,11,redundant,0.9985716342926025,2
8,0.999797523021698,0.9999698400497437,0,4,11,redundant,0.9988129138946533,2
8,0.9997711181640625,0.9999439716339111,0,4,11,redundant,0.998760998249054,2
8,0.9997221231460571,0.9999442100524902,0,4,11,redundant,0.9984781742095947,2
8,0.9997588396072388,0.9999611377716064,0,4,11,redundant,0.9986012578010559,2
8,0.9997444152832031,0.9999495148658752,0,4,11,redundant,0.9985583424568176,2
8,0.9997677803039551,0.9999578595161438,0,4,11,redundant,0.998656153678894,2
8,0.999756932258606,0.9999433159828186,0,4,11,redundant,0.9986714124679565,2
8,0.9997583031654358,0.999948263168335,0,4,11,redundant,0.9986734390258789,2
8,0.9997648596763611,0.9999597072601318,0,4,11,redundant,0.9986369609832764,2
8,0.9997730255126953,0.9999548196792603,0,4,11,redundant,0.998717725276947,2
8,0.9997562170028687,0.9999606609344482,0,4,11,redundant,0.9985898733139038,2
8,0.9997900128364563,0.9999755620956421,0,4,11,redundant,0.9987278580665588,2
8,0.9997645020484924,0.9999653697013855,0,4,11,redundant,0.9986206293106079,2
8,0.9997743964195251,0.9999570250511169,0,4,11,redundant,0.9987068772315979,2
8,0.9997605681419373,0.9999536275863647,0,4,11,supportive,0.9986555576324463,2
8,0.9960929751396179,0.9993724226951599,0,4,11,supportive,0.9737457036972046,2
8,0.9992198348045349,0.9998539090156555,0,4,11,supportive,0.9944297075271606,2
8,0.9994855523109436,0.9999517798423767,0,4,11,supportive,0.9966769814491272,2
8,0.9995288252830505,0.9999613165855408,0,4,11,supportive,0.9969325661659241,2
8,0.9997140765190125,0.9999588131904602,0,4,11,supportive,0.9983763098716736,2
8,0.9961047172546387,0.999359667301178,0,4,11,supportive,0.973864734172821,2
8,0.9960846900939941,0.9993626475334167,0,4,11,supportive,0.9737012982368469,2
8,0.9991970658302307,0.9998425841331482,0,4,11,supportive,0.9942978620529175,2
8,0.9997918009757996,0.999965488910675,0,4,11,supportive,0.9987874031066895,2
8,0.9992390275001526,0.9998629689216614,0,4,11,supportive,0.9945393800735474,2
8,0.9997220039367676,0.9999588131904602,0,4,11,supportive,0.9983992576599121,2
8,0.9992335438728333,0.9998480677604675,0,4,11,supportive,0.9946422576904297,2
8,0.9960393905639648,0.9993579983711243,0,4,11,supportive,0.9734312295913696,2
8,0.9997805953025818,0.9999721050262451,0,4,11,supportive,0.9986720085144043,2
8,0.9997515678405762,0.9999651908874512,0,4,11,supportive,0.9985657334327698,2
8,0.9995517730712891,0.9999680519104004,0,4,11,supportive,0.9970409870147705,2
8,0.9992086887359619,0.9998340010643005,0,4,11,supportive,0.9945208430290222,2
8,0.9997416734695435,0.9999592900276184,0,4,11,supportive,0.9985072016716003,2
8,0.9961201548576355,0.9994023442268372,0,4,11,supportive,0.9734405279159546,2
8,0.9992277026176453,0.9998456239700317,0,4,11,supportive,0.9945861101150513,2
8,0.9992902874946594,0.9998793601989746,0,4,11,supportive,0.9948413968086243,2
8,0.9995421171188354,0.9999681711196899,0,4,11,supportive,0.9969924092292786,2
8,0.9961022734642029,0.9993849992752075,0,4,11,supportive,0.9734081029891968,2
8,0.9961022734642029,0.9993849992752075,0,4,11,supportive,0.9734081029891968,2
8,0.999238908290863,0.9998511075973511,0,4,11,supportive,0.9946801662445068,2
8,0.9960677623748779,0.9993475675582886,0,4,11,supportive,0.9736599922180176,2
8,0.9995161890983582,0.9999675154685974,0,4,11,supportive,0.996802031993866,2
8,0.9995434284210205,0.9999709129333496,0,4,11,supportive,0.996979296207428,2
8,0.9995197057723999,0.9999580383300781,0,4,11,supportive,0.9968743920326233,2
8,0.99949711561203,0.9999414086341858,0,4,11,supportive,0.9968159198760986,2
8,0.9992209076881409,0.9998559951782227,0,4,11,supportive,0.9944335222244263,2
8,-0.07235392928123474,0.4256327748298645,1,4,11,redundant,-0.19365744292736053,2
8,-0.5564453601837158,0.18586492538452148,1,4,11,redundant,-0.6497808694839478,2
8,0.849026083946228,0.9663151502609253,1,4,11,redundant,0.7984513640403748,2
8,0.41238078474998474,0.9673143625259399,1,4,11,redundant,0.3501753509044647,2
8,0.15966056287288666,0.692865788936615,1,4,11,redundant,0.23566463589668274,2
8,-0.35713624954223633,0.7582014203071594,1,4,11,redundant,-0.37957024574279785,2
8,0.04683268815279007,0.817903995513916,1,4,11,redundant,0.049166224896907806,2
8,-0.3319109380245209,0.7216141223907471,1,4,11,redundant,-0.3765993118286133,2
8,0.6531106233596802,0.7634196281433105,1,4,11,redundant,0.6482587456703186,2
8,-0.0473497211933136,0.8537954688072205,1,4,11,redundant,-0.10508709400892258,2
8,-0.48013004660606384,0.06751009821891785,1,4,11,redundant,-0.6581453084945679,2
8,0.7512794733047485,0.8100042343139648,1,4,11,redundant,0.7501601576805115,2
8,0.006223972886800766,0.7896815538406372,1,4,11,redundant,-0.048718638718128204,2
8,-0.35089004039764404,0.4624600410461426,1,4,11,redundant,-0.3002455532550812,2
8,0.4610152244567871,0.9522598385810852,1,4,11,redundant,0.4653104841709137,2
8,-0.19929327070713043,0.8507989645004272,1,4,11,redundant,-0.23320484161376953,2
8,-0.2011408805847168,0.9639389514923096,1,4,11,redundant,-0.3730834126472473,2
8,-0.47067975997924805,0.054987069219350815,1,4,11,redundant,-0.6445249319076538,2
8,0.423984169960022,0.8985647559165955,1,4,11,redundant,0.30602890253067017,2
8,0.1438523828983307,0.8687750101089478,1,4,11,redundant,0.11951921880245209,2
8,-0.5203207731246948,0.2406674325466156,1,4,11,redundant,-0.5538256168365479,2
8,-0.12654052674770355,0.7854976058006287,1,4,11,redundant,-0.24977964162826538,2
8,0.47628381848335266,0.5575982928276062,1,4,11,redundant,0.4882206916809082,2
8,-0.35097306966781616,0.4621962606906891,1,4,11,redundant,-0.3002455532550812,2
8,0.18117111921310425,0.46119195222854614,1,4,11,redundant,0.17699220776557922,2
8,0.5433945059776306,0.944606363773346,1,4,11,redundant,0.519123911857605,2
8,-0.4278966188430786,0.9468798041343689,1,4,11,redundant,-0.5339469313621521,2
8,0.47278961539268494,0.6866040825843811,1,4,11,redundant,0.490313857793808,2
8,-0.4652411937713623,0.1277584582567215,1,4,11,redundant,-0.5684890151023865,2
8,0.04720909148454666,0.4109770953655243,1,4,11,redundant,-0.11956914514303207,2
8,-0.3925519585609436,0.7036314010620117,1,4,11,redundant,-0.4540606439113617,2
8,0.6944802403450012,0.6930270195007324,1,4,11,redundant,0.7068010568618774,2
8,-0.4567809998989105,0.265269935131073,1,4,11,supportive,-0.6528074741363525,2
8,0.9994903802871704,0.9997256994247437,1,4,11,supportive,0.9995310306549072,2
8,-0.7138310074806213,0.17683182656764984,1,4,11,supportive,-0.7557938098907471,2
8,0.07954183220863342,0.45809799432754517,1,4,11,supportive,-0.045789144933223724,2
8,0.48567551374435425,0.6492164134979248,1,4,11,supportive,0.5070605278015137,2
8,-0.03616054728627205,0.7105982899665833,1,4,11,supportive,-0.26729297637939453,2
8,0.19980254769325256,0.8841190338134766,1,4,11,supportive,0.14100739359855652,2
8,0.8083168268203735,0.9680024981498718,1,4,11,supportive,0.7907775640487671,2
8,0.5967154502868652,0.8842750787734985,1,4,11,supportive,0.5779717564582825,2
8,-0.3501434922218323,0.7578245401382446,1,4,11,supportive,-0.3782649636268616,2
8,0.7767617702484131,0.9638317823410034,1,4,11,supportive,0.7691568732261658,2
8,0.984372079372406,0.9990029335021973,1,4,11,supportive,0.9814861416816711,2
8,0.39643701910972595,0.8432631492614746,1,4,11,supportive,0.3838927745819092,2
8,-0.4582342207431793,0.33268338441848755,1,4,11,supportive,-0.5163577795028687,2
8,0.9483388662338257,0.965420126914978,1,4,11,supportive,0.951898455619812,2
8,0.17594298720359802,0.8475508689880371,1,4,11,supportive,0.17800746858119965,2
8,-0.2039971649646759,0.8753951787948608,1,4,11,supportive,-0.21883130073547363,2
8,0.5854942202568054,0.8381146788597107,1,4,11,supportive,0.575867772102356,2
8,0.03276396542787552,0.5922942757606506,1,4,11,supportive,-0.16060864925384521,2
8,0.2703600227832794,0.6108090281486511,1,4,11,supportive,0.22825130820274353,2
8,0.009908989071846008,0.9107204675674438,1,4,11,supportive,-0.08734732121229172,2
8,0.5645813941955566,0.8819827437400818,1,4,11,supportive,0.5597114562988281,2
8,-0.43817606568336487,0.3603426218032837,1,4,11,supportive,-0.48386454582214355,2
8,0.6575418710708618,0.8597255349159241,1,4,11,supportive,0.6036443114280701,2
8,0.6575418710708618,0.8597255349159241,1,4,11,supportive,0.6036443114280701,2
8,0.6693721413612366,0.9232988357543945,1,4,11,supportive,0.6595396399497986,2
8,0.14855951070785522,0.8622963428497314,1,4,11,supportive,0.12049365043640137,2
8,-0.30499759316444397,0.9146153926849365,1,4,11,supportive,-0.5002267360687256,2
8,-0.08260734379291534,0.8420096039772034,1,4,11,supportive,-0.12647375464439392,2
8,-0.6720222234725952,0.10878424346446991,1,4,11,supportive,-0.7738631367683411,2
8,0.16421517729759216,0.5182652473449707,1,4,11,supportive,0.018435440957546234,2
8,-0.6707879900932312,0.2692354619503021,1,4,11,supportive,-0.7301570177078247,2
8,-0.21385592222213745,-0.2202833890914917,2,4,11,redundant,-0.2175799310207367,2
8,0.45377594232559204,-0.2751571536064148,2,4,11,redundant,0.2914893329143524,2
8,0.5529566407203674,0.9561042189598083,2,4,11,redundant,0.4444712996482849,2
8,0.8901478052139282,0.5042548775672913,2,4,11,redundant,0.8723794221878052,2
8,-0.26470181345939636,0.04129321128129959,2,4,11,redundant,-0.5015983581542969,2
8,-0.683867335319519,0.05292385816574097,2,4,11,redundant,-0.7440786957740784,2
8,0.45370328426361084,0.2100493460893631,2,4,11,redundant,0.5886373519897461,2
8,0.028984032571315765,0.15441495180130005,2,4,11,redundant,0.026310555636882782,2
8,0.3155587315559387,-0.043108806014060974,2,4,11,redundant,0.4072270095348358,2
8,0.47965601086616516,0.01653081737458706,2,4,11,redundant,0.4982605576515198,2
8,-0.6421148777008057,-0.14715953171253204,2,4,11,redundant,-0.736756443977356,2
8,0.22446471452713013,0.7799732685089111,2,4,11,redundant,0.20833611488342285,2
8,-0.08068988472223282,0.7090921401977539,2,4,11,redundant,-0.21453848481178284,2
8,-0.18058721721172333,-0.3517131805419922,2,4,11,redundant,-0.40521174669265747,2
8,0.79502272605896,0.6152395009994507,2,4,11,redundant,0.8051465153694153,2
8,0.8326936364173889,0.03468839079141617,2,4,11,redundant,0.7905245423316956,2
8,-0.7571964263916016,0.11378113925457001,2,4,11,redundant,-0.7755550146102905,2
8,-0.6056450009346008,-0.16912057995796204,2,4,11,redundant,-0.6943198442459106,2
8,-0.4252280592918396,0.13181427121162415,2,4,11,redundant,-0.46674346923828125,2
8,0.7113871574401855,0.6306491494178772,2,4,11,redundant,0.6563109159469604,2
8,0.5159079432487488,-0.32142338156700134,2,4,11,redundant,0.2994826138019562,2
8,0.7285866141319275,-0.19714698195457458,2,4,11,redundant,0.7812914848327637,2
8,-0.5228149890899658,-0.2581843137741089,2,4,11,redundant,-0.4242297410964966,2
8,-0.18056580424308777,-0.3510284721851349,2,4,11,redundant,-0.40521663427352905,2
8,0.3001023232936859,-0.295014888048172,2,4,11,redundant,0.5176839828491211,2
8,0.5021275877952576,0.48443377017974854,2,4,11,redundant,0.5473858118057251,2
8,-0.05470531806349754,-0.03187907487154007,2,4,11,redundant,-0.05310504138469696,2
