architecture_depth,last_newly_recruited_layer,layer,long_length,model_seed,new_head_count,regime,short_length,top2_overlap
8,3,3,6,11,1,supportive,2,0.5
8,3,3,6,11,1,supportive,2,0.5
8,3,3,6,11,1,supportive,2,0.5
8,3,3,6,11,1,supportive,2,0.5
8,,3,6,11,0,supportive,2,1.0
8,3,3,6,11,1,supportive,2,0.5
8,3,3,6,11,1,supportive,2,0.5
8,3,3,6,11,1,supportive,2,0.5
8,3,3,6,11,1,supportive,2,0.5
8,3,3,6,11,1,supportive,2,0.5
8,,4,6,11,0,redundant,2,1.0
8,,4,6,11,0,redundant,2,1.0
8,4,4,6,11,1,redundant,2,0.5
8,4,4,6,11,1,redundant,2,0.5
8,4,4,6,11,1,redundant,2,0.5
8,,4,6,11,0,redundant,2,1.0
8,4,4,6,11,1,redundant,2,0.5
8,4,4,6,11,2,redundant,2,0.0
8,4,4,6,11,1,redundant,2,0.5
8,4,4,6,11,2,redundant,2,0.0
8,4,4,6,11,1,redundant,2,0.5
8,4,4,6,11,2,redundant,2,0.0
8,4,4,6,11,1,redundant,2,0.5
8,4,4,6,11,2,redundant,2,0.0
8,4,4,6,11,1,redundant,2,0.5
8,4,4,6,11,1,redundant,2,0.5
8,,4,6,11,0,redundant,2,1.0
8,4,4,6,11,1,redundant,2,0.5
8,4,4,6,11,1,redundant,2,0.5
8,4,4,6,11,2,redundant,2,0.0
8,4,4,6,11,1,redundant,2,0.5
8,,4,6,11,0,redundant,2,1.0
8,4,4,6,11,1,redundant,2,0.5
8,4,4,6,11,1,redundant,2,0.5
8,4,4,6,11,1,redundant,2,0.5
8,4,4,6,11,1,redundant,2,0.5
8,4,4,6,11,1,redundant,2,0.5
8,,4,6,11,0,redundant,2,1.0
8,4,4,6,11,1,redundant,2,0.5
8,4,4,6,11,2,redundant,2,0.0
8,4,4,6,11,1,redundant,2,0.5
8,4,4,6,11,2,redundant,2,0.0
8,4,4,6,11,1,supportive,2,0.5
8,4,4,6,11,1,supportive,2,0.5
8,4,4,6,11,1,supportive,2,0.5
8,4,4,6,11,1,supportive,2,0.5
8,4,4,6,11,1,supportive,2,0.5
8,4,4,6,11,1,supportive,2,0.5
8,4,4,6,11,1,supportive,2,0.5
8,,4,6,11,0,supportive,2,1.0
8,4,4,6,11,1,supportive,2,0.5
8,4,4,6,11,1,supportive,2,0.5
8,,4,6,11,0,supportive,2,1.0
8,4,4,6,11,1,supportive,2,0.5
8,4,4,6,11,1,supportive,2,0.5
8,4,4,6,11,1,supportive,2,0.5
8,4,4,6,11,1,supportive,2,0.5
8,4,4,6,11,1,supportive,2,0.5
8,4,4,6,11,1,supportive,2,0.5
8,4,4,6,11,1,supportive,2,0.5
8,4,4,6,11,1,supportive,2,0.5
8,4,4,6,11,1,supportive,2,0.5
8,4,4,6,11,1,supportive,2,0.5
8,4,4,6,11,1,supportive,2,0.5
8,4,4,6,11,2,supportive,2,0.0
8,4,4,6,11,1,supportive,2,0.5
8,4,4,6,11,1,supportive,2,0.5
8,4,4,6,11,1,supportive,2,0.5
8,4,4,6,11,1,supportive,2,0.5
8,4,4,6,11,1,supportive,2,0.5
8,4,4,6,11,1,supportive,2,0.5
8,4,4,6,11,2,supportive,2,0.0
8,4,4,6,11,1,supportive,2,0.5
8,4,4,6,11,1,supportive,2,0.5
8,,5,6,11,0,redundant,2,1.0
8,,5,6,11,0,redundant,2,1.0
8,,5,6,11,0,redundant,2,1.0
8,,5,6,11,0,redundant,2,1.0
8,5,5,6,11,1,redundant,2,0.5
8,5,5,6,11,1,redundant,2,0.5
8,5,5,6,11,1,redundant,2,0.5
8,5,5,6,11,1,redundant,2,0.5
8,5,5,6,11,1,redundant,2,0.5
8,5,5,6,11,2,redundant,2,0.0
8,5,5,6,11,2,redundant,2,0.0
8,,5,6,11,0,redundant,2,1.0
8,5,5,6,11,1,redundant,2,0.5
8,5,5,6,11,2,redundant,2,0.0
8,5,5,6,11,1,redundant,2,0.5
8,5,5,6,11,1,redundant,2,0.5
8,5,5,6,11,1,redundant,2,0.5
8,5,5,6,11,1,redundant,2,0.5
8,5,5,6,11,1,redundant,2,0.5
8,5,5,6,11,1,redundant,2,0.5
8,5,5,6,11,1,redundant,2,0.5
8,5,5,6,11,1,redundant,2,0.5
8,5,5,6,11,2,redundant,2,0.0
8,5,5,6,11,2,redundant,2,0.0
8,5,5,6,11,1,redundant,2,0.5
8,5,5,6,11,1,redundant,2,0.5
8,5,5,6,11,1,redundant,2,0.5
8,5,5,6,11,1,redundant,2,0.5
8,5,5,6,11,1,redundant,2,0.5
8,,5,6,11,0,redundant,2,1.0
8,5,5,6,11,1,redundant,2,0.5
8,,5,6,11,0,redundant,2,1.0
8,,5,6,11,0,supportive,2,1.0
8,5,5,6,11,1,supportive,2,0.5
8,5,5,6,11,1,supportive,2,0.5
8,5,5,6,11,1,supportive,2,0.5
8,,5,6,11,0,supportive,2,1.0
8,,5,6,11,0,supportive,2,1.0
8,5,5,6,11,2,supportive,2,0.0
8,5,5,6,11,2,supportive,2,0.0
8,5,5,6,11,2,supportive,2,0.0
8,,5,6,11,0,supportive,2,1.0
8,5,5,6,11,1,supportive,2,0.5
8,5,5,6,11,1,supportive,2,0.5
8,5,5,6,11,1,supportive,2,0.5
8,,5,6,11,0,supportive,2,1.0
8,,5,6,11,0,supportive,2,1.0
8,5,5,6,11,2,supportive,2,0.0
8,5,5,6,11,2,supportive,2,0.0
8,,5,6,11,0,supportive,2,1.0
8,5,5,6,11,1,supportive,2,0.5
8,5,5,6,11,1,supportive,2,0.5
8,5,5,6,11,1,supportive,2,0.5
8,5,5,6,11,1,supportive,2,0.5
8,5,5,6,11,1,supportive,2,0.5
8,5,5,6,11,1,supportive,2,0.5
8,5,5,6,11,1,supportive,2,0.5
8,,5,6,11,0,supportive,2,1.0
8,,5,6,11,0,supportive,2,1.0
8,,5,6,11,0,supportive,2,1.0
8,,5,6,11,0,supportive,2,1.0
8,5,5,6,11,2,supportive,2,0.0
8,5,5,6,11,1,supportive,2,0.5
8,5,5,6,11,1,supportive,2,0.5
8,6,6,6,11,1,redundant,2,0.5
8,,6,6,11,0,redundant,2,1.0
8,6,6,6,11,1,redundant,2,0.5
8,6,6,6,11,1,redundant,2,0.5
8,,6,6,11,0,redundant,2,1.0
8,6,6,6,11,1,redundant,2,0.5
8,6,6,6,11,2,redundant,2,0.0
8,6,6,6,11,2,redundant,2,0.0
8,6,6,6,11,1,redundant,2,0.5
8,6,6,6,11,1,redundant,2,0.5
8,,6,6,11,0,redundant,2,1.0
8,6,6,6,11,1,redundant,2,0.5
8,6,6,6,11,1,redundant,2,0.5
8,6,6,6,11,1,redundant,2,0.5
8,,6,6,11,0,redundant,2,1.0
8,6,6,6,11,1,redundant,2,0.5
8,6,6,6,11,1,redundant,2,0.5
8,,6,6,11,0,redundant,2,1.0
8,6,6,6,11,1,redundant,2,0.5
8,6,6,6,11,1,redundant,2,0.5
8,,6,6,11,0,redundant,2,1.0
8,6,6,6,11,1,redundant,2,0.5
8,6,6,6,11,1,redundant,2,0.5
8,,6,6,11,0,redundant,2,1.0
8,6,6,6,11,1,redundant,2,0.5
8,6,6,6,11,1,redundant,2,0.5
8,6,6,6,11,1,redundant,2,0.5
8,,6,6,11,0,redundant,2,1.0
8,6,6,6,11,1,redundant,2,0.5
8,6,6,6,11,1,redundant,2,0.5
8,,6,6,11,0,redundant,2,1.0
8,,6,6,11,0,redundant,2,1.0
8,6,6,6,11,1,supportive,2,0.5
8,6,6,6,11,1,supportive,2,0.5
8,6,6,6,11,1,supportive,2,0.5
8,6,6,6,11,1,supportive,2,0.5
8,,6,6,11,0,supportive,2,1.0
8,6,6,6,11,1,supportive,2,0.5
8,,6,6,11,0,supportive,2,1.0
8,6,6,6,11,2,supportive,2,0.0
8,6,6,6,11,1,supportive,2,0.5
8,6,6,6,11,1,supportive,2,0.5
8,6,6,6,11,2,supportive,2,0.0
8,6,6,6,11,1,supportive,2,0.5
8,,6,6,11,0,supportive,2,1.0
8,6,6,6,11,1,supportive,2,0.5
8,,6,6,11,0,supportive,2,1.0
8,6,6,6,11,1,supportive,2,0.5
8,6,6,6,11,1,supportive,2,0.5
8,6,6,6,11,1,supportive,2,0.5
8,6,6,6,11,1,supportive,2,0.5
8,6,6,6,11,1,supportive,2,0.5
8,6,6,6,11,1,supportive,2,0.5
8,6,6,6,11,1,supportive,2,0.5
8,6,6,6,11,1,supportive,2,0.5
8,6,6,6,11,2,supportive,2,0.0
8,6,6,6,11,2,supportive,2,0.0
8,,6,6,11,0,supportive,2,1.0
8,,6,6,11,0,supportive,2,1.0
8,,6,6,11,0,supportive,2,1.0
8,6,6,6,11,1,supportive,2,0.5
8,,6,6,11,0,supportive,2,1.0
8,,6,6,11,0,supportive,2,1.0
8,6,6,6,11,1,supportive,2,0.5
8,7,7,6,11,1,redundant,2,0.5
8,7,7,6,11,1,redundant,2,0.5
8,7,7,6,11,1,redundant,2,0.5
8,7,7,6,11,1,redundant,2,0.5
8,7,7,6,11,1,redundant,2,0.5
8,7,7,6,11,2,redundant,2,0.0
8,7,7,6,11,1,redundant,2,0.5
8,7,7,6,11,1,redundant,2,0.5
8,7,7,6,11,1,redundant,2,0.5
8,7,7,6,11,1,redundant,2,0.5
8,7,7,6,11,2,redundant,2,0.0
8,7,7,6,11,1,redundant,2,0.5
8,7,7,6,11,1,redundant,2,0.5
8,7,7,6,11,1,redundant,2,0.5
8,7,7,6,11,1,redundant,2,0.5
8,7,7,6,11,2,redundant,2,0.0
8,7,7,6,11,1,redundant,2,0.5
8,7,7,6,11,1,redundant,2,0.5
8,7,7,6,11,1,redundant,2,0.5
8,7,7,6,11,1,redundant,2,0.5
8,,7,6,11,0,redundant,2,1.0
8,7,7,6,11,1,redundant,2,0.5
8,7,7,6,11,2,redundant,2,0.0
8,7,7,6,11,2,redundant,2,0.0
8,7,7,6,11,1,redundant,2,0.5
8,7,7,6,11,2,redundant,2,0.0
8,,7,6,11,0,redundant,2,1.0
8,7,7,6,11,1,redundant,2,0.5
8,7,7,6,11,2,redundant,2,0.0
8,7,7,6,11,1,redundant,2,0.5
8,,7,6,11,0,redundant,2,1.0
8,7,7,6,11,2,redundant,2,0.0
8,,7,6,11,0,supportive,2,1.0
8,7,7,6,11,1,supportive,2,0.5
8,7,7,6,11,2,supportive,2,0.0
8,7,7,6,11,1,supportive,2,0.5
8,7,7,6,11,1,supportive,2,0.5
8,7,7,6,11,1,supportive,2,0.5
8,,7,6,11,0,supportive,2,1.0
8,7,7,6,11,1,supportive,2,0.5
8,7,7,6,11,1,supportive,2,0.5
8,7,7,6,11,2,supportive,2,0.0
8,7,7,6,11,1,supportive,2,0.5
8,,7,6,11,0,supportive,2,1.0
8,7,7,6,11,1,supportive,2,0.5
8,7,7,6,11,1,supportive,2,0.5
8,,7,6,11,0,supportive,2,1.0
8,7,7,6,11,1,supportive,2,0.5
8,,7,6,11,0,supportive,2,1.0
8,,7,6,11,0,supportive,2,1.0
8,7,7,6,11,2,supportive,2,0.0
8,7,7,6,11,2,supportive,2,0.0
8,7,7,6,11,1,supportive,2,0.5
8,7,7,6,11,1,supportive,2,0.5
8,7,7,6,11,1,supportive,2,0.5
8,7,7,6,11,2,supportive,2,0.0
8,7,7,6,11,2,supportive,2,0.0
8,,7,6,11,0,supportive,2,1.0
8,,7,6,11,0,supportive,2,1.0
8,,7,6,11,0,supportive,2,1.0
8,7,7,6,11,1,supportive,2,0.5
8,7,7,6,11,1,supportive,2,0.5
8,7,7,6,11,1,supportive,2,0.5
8,,7,6,11,0,supportive,2,1.0
8,0,0,8,11,2,redundant,2,0.0
8,,0,8,11,0,redundant,2,1.0
8,0,0,8,11,1,redundant,2,0.5
8,,0,8,11,0,redundant,2,1.0
8,0,0,8,11,1,redundant,2,0.5
8,0,0,8,11,1,redundant,2,0.5
8,0,0,8,11,1,redundant,2,0.5
8,0,0,8,11,1,redundant,2,0.5
8,0,0,8,11,2,redundant,2,0.0
8,0,0,8,11,1,redundant,2,0.5
8,0,0,8,11,1,redundant,2,0.5
8,,0,8,11,0,redundant,2,1.0
8,0,0,8,11,1,redundant,2,0.5
8,0,0,8,11,1,redundant,2,0.5
8,0,0,8,11,2,redundant,2,0.0
8,0,0,8,11,1,redundant,2,0.5
8,0,0,8,11,1,redundant,2,0.5
8,0,0,8,11,1,redundant,2,0.5
8,,0,8,11,0,redundant,2,1.0
8,,0,8,11,0,redundant,2,1.0
8,0,0,8,11,1,redundant,2,0.5
8,0,0,8,11,1,redundant,2,0.5
8,0,0,8,11,1,redundant,2,0.5
8,0,0,8,11,1,redundant,2,0.5
8,,0,8,11,0,redundant,2,1.0
8,0,0,8,11,1,redundant,2,0.5
8,0,0,8,11,1,redundant,2,0.5
8,0,0,8,11,1,redundant,2,0.5
8,0,0,8,11,2,redundant,2,0.0
8,0,0,8,11,2,redundant,2,0.0
8,0,0,8,11,2,redundant,2,0.0
8,0,0,8,11,1,redundant,2,0.5
8,0,0,8,11,1,supportive,2,0.5
8,0,0,8,11,1,supportive,2,0.5
8,,0,8,11,0,supportive,2,1.0
8,0,0,8,11,1,supportive,2,0.5
8,0,0,8,11,1,supportive,2,0.5
8,0,0,8,11,1,supportive,2,0.5
8,0,0,8,11,2,supportive,2,0.0
8,0,0,8,11,1,supportive,2,0.5
8,,0,8,11,0,supportive,2,1.0
8,0,0,8,11,1,supportive,2,0.5
8,0,0,8,11,1,supportive,2,0.5
8,0,0,8,11,1,supportive,2,0.5
8,0,0,8,11,1,supportive,2,0.5
8,,0,8,11,0,supportive,2,1.0
8,0,0,8,11,1,supportive,2,0.5
8,0,0,8,11,1,supportive,2,0.5
8,0,0,8,11,1,supportive,2,0.5
8,0,0,8,11,2,supportive,2,0.0
8,0,0,8,11,2,supportive,2,0.0
8,0,0,8,11,2,supportive,2,0.0
8,0,0,8,11,1,supportive,2,0.5
8,0,0,8,11,2,supportive,2,0.0
8,0,0,8,11,1,supportive,2,0.5
8,0,0,8,11,1,supportive,2,0.5
8,0,0,8,11,1,supportive,2,0.5
8,0,0,8,11,1,supportive,2,0.5
8,0,0,8,11,1,supportive,2,0.5
8,0,0,8,11,1,supportive,2,0.5
8,0,0,8,11,2,supportive,2,0.0
8,0,0,8,11,1,supportive,2,0.5
8,,0,8,11,0,supportive,2,1.0
8,0,0,8,11,2,supportive,2,0.0
8,1,1,8,11,2,redundant,2,0.0
8,1,1,8,11,1,redundant,2,0.5
8,1,1,8,11,2,redundant,2,0.0
8,1,1,8,11,1,redundant,2,0.5
8,1,1,8,11,1,redundant,2,0.5
8,1,1,8,11,1,redundant,2,0.5
8,,1,8,11,0,redundant,2,1.0
8,1,1,8,11,2,redundant,2,0.0
8,1,1,8,11,1,redundant,2,0.5
8,,1,8,11,0,redundant,2,1.0
8,1,1,8,11,2,redundant,2,0.0
8,1,1,8,11,1,redundant,2,0.5
8,1,1,8,11,1,redundant,2,0.5
8,,1,8,11,0,redundant,2,1.0
8,,1,8,11,0,redundant,2,1.0
8,1,1,8,11,2,redundant,2,0.0
8,,1,8,11,0,redundant,2,1.0
8,,1,8,11,0,redundant,2,1.0
8,,1,8,11,0,redundant,2,1.0
8,1,1,8,11,1,redundant,2,0.5
8,,1,8,11,0,redundant,2,1.0
8,,1,8,11,0,redundant,2,1.0
8,,1,8,11,0,redundant,2,1.0
8,1,1,8,11,1,redundant,2,0.5
8,,1,8,11,0,redundant,2,1.0
8,1,1,8,11,1,redundant,2,0.5
8,,1,8,11,0,redundant,2,1.0
8,1,1,8,11,1,redundant,2,0.5
8,1,1,8,11,1,redundant,2,0.5
8,1,1,8,11,1,redundant,2,0.5
8,,1,8,11,0,redundant,2,1.0
8,1,1,8,11,2,redundant,2,0.0
8,,1,8,11,0,supportive,2,1.0
8,,1,8,11,0,supportive,2,1.0
8,1,1,8,11,1,supportive,2,0.5
8,1,1,8,11,1,supportive,2,0.5
8,,1,8,11,0,supportive,2,1.0
8,1,1,8,11,1,supportive,2,0.5
8,,1,8,11,0,supportive,2,1.0
8,1,1,8,11,1,supportive,2,0.5
8,1,1,8,11,1,supportive,2,0.5
8,1,1,8,11,2,supportive,2,0.0
8,1,1,8,11,1,supportive,2,0.5
8,,1,8,11,0,supportive,2,1.0
8,1,1,8,11,2,supportive,2,0.0
8,1,1,8,11,1,supportive,2,0.5
8,1,1,8,11,1,supportive,2,0.5
8,1,1,8,11,1,supportive,2,0.5
8,,1,8,11,0,supportive,2,1.0
8,,1,8,11,0,supportive,2,1.0
8,1,1,8,11,1,supportive,2,0.5
8,1,1,8,11,1,supportive,2,0.5
8,1,1,8,11,1,supportive,2,0.5
8,1,1,8,11,1,supportive,2,0.5
8,1,1,8,11,1,supportive,2,0.5
8,1,1,8,11,1,supportive,2,0.5
8,,1,8,11,0,supportive,2,1.0
8,1,1,8,11,1,supportive,2,0.5
8,,1,8,11,0,supportive,2,1.0
8,1,1,8,11,1,supportive,2,0.5
8,1,1,8,11,1,supportive,2,0.5
8,1,1,8,11,2,supportive,2,0.0
8,1,1,8,11,1,supportive,2,0.5
8,1,1,8,11,1,supportive,2,0.5
8,2,2,8,11,1,redundant,2,0.5
8,2,2,8,11,1,redundant,2,0.5
8,2,2,8,11,1,redundant,2,0.5
8,2,2,8,11,1,redundant,2,0.5
8,2,2,8,11,2,redundant,2,0.0
8,2,2,8,11,1,redundant,2,0.5
8,2,2,8,11,1,redundant,2,0.5
8,2,2,8,11,1,redundant,2,0.5
8,2,2,8,11,1,redundant,2,0.5
8,2,2,8,11,1,redundant,2,0.5
8,2,2,8,11,1,redundant,2,0.5
8,2,2,8,11,1,redundant,2,0.5
8,2,2,8,11,1,redundant,2,0.5
8,2,2,8,11,1,redundant,2,0.5
8,2,2,8,11,1,redundant,2,0.5
8,2,2,8,11,2,redundant,2,0.0
8,2,2,8,11,1,redundant,2,0.5
8,2,2,8,11,1,redundant,2,0.5
8,,2,8,11,0,redundant,2,1.0
8,2,2,8,11,1,redundant,2,0.5
8,2,2,8,11,2,redundant,2,0.0
8,2,2,8,11,1,redundant,2,0.5
8,2,2,8,11,1,redundant,2,0.5
8,,2,8,11,0,redundant,2,1.0
8,2,2,8,11,1,redundant,2,0.5
8,2,2,8,11,1,redundant,2,0.5
8,2,2,8,11,1,redundant,2,0.5
8,2,2,8,11,2,redundant,2,0.0
8,2,2,8,11,1,redundant,2,0.5
8,2,2,8,11,1,redundant,2,0.5
8,2,2,8,11,1,redundant,2,0.5
8,2,2,8,11,2,redundant,2,0.0
8,,2,8,11,0,supportive,2,1.0
8,2,2,8,11,1,supportive,2,0.5
8,,2,8,11,0,supportive,2,1.0
8,,2,8,11,0,supportive,2,1.0
8,2,2,8,11,1,supportive,2,0.5
8,2,2,8,11,1,supportive,2,0.5
8,2,2,8,11,1,supportive,2,0.5
8,,2,8,11,0,supportive,2,1.0
8,2,2,8,11,1,supportive,2,0.5
8,,2,8,11,0,supportive,2,1.0
8,2,2,8,11,2,supportive,2,0.0
8,2,2,8,11,1,supportive,2,0.5
8,2,2,8,11,1,supportive,2,0.5
8,2,2,8,11,2,supportive,2,0.0
8,,2,8,11,0,supportive,2,1.0
8,2,2,8,11,1,supportive,2,0.5
8,2,2,8,11,1,supportive,2,0.5
8,,2,8,11,0,supportive,2,1.0
8,2,2,8,11,1,supportive,2,0.5
8,2,2,8,11,1,supportive,2,0.5
8,2,2,8,11,1,supportive,2,0.5
8,2,2,8,11,1,supportive,2,0.5
8,,2,8,11,0,supportive,2,1.0
8,2,2,8,11,1,supportive,2,0.5
8,2,2,8,11,2,supportive,2,0.0
8,,2,8,11,0,supportive,2,1.0
8,,2,8,11,0,supportive,2,1.0
8,2,2,8,11,1,supportive,2,0.5
8,,2,8,11,0,supportive,2,1.0
8,2,2,8,11,2,supportive,2,0.0
8,2,2,8,11,1,supportive,2,0.5
8,2,2,8,11,1,supportive,2,0.5
8,3,3,8,11,1,redundant,2,0.5
8,3,3,8,11,1,redundant,2,0.5
8,3,3,8,11,1,redundant,2,0.5
8,3,3,8,11,1,redundant,2,0.5
8,3,3,8,11,1,redundant,2,0.5
8,3,3,8,11,2,redundant,2,0.0
8,3,3,8,11,1,redundant,2,0.5
8,3,3,8,11,1,redundant,2,0.5
8,3,3,8,11,2,redundant,2,0.0
8,3,3,8,11,1,redundant,2,0.5
8,3,3,8,11,1,redundant,2,0.5
8,3,3,8,11,1,redundant,2,0.5
8,3,3,8,11,1,redundant,2,0.5
8,3,3,8,11,1,redundant,2,0.5
8,3,3,8,11,2,redundant,2,0.0
8,3,3,8,11,1,redundant,2,0.5
8,3,3,8,11,1,redundant,2,0.5
8,,3,8,11,0,redundant,2,1.0
8,3,3,8,11,2,redundant,2,0.0
8,3,3,8,11,1,redundant,2,0.5
8,3,3,8,11,1,redundant,2,0.5
8,3,3,8,11,2,redundant,2,0.0
8,3,3,8,11,2,redundant,2,0.0
8,3,3,8,11,1,redundant,2,0.5
8,3,3,8,11,2,redundant,2,0.0
8,3,3,8,11,1,redundant,2,0.5
8,3,3,8,11,1,redundant,2,0.5
8,3,3,8,11,1,redundant,2,0.5
8,3,3,8,11,1,redundant,2,0.5
8,3,3,8,11,1,redundant,2,0.5
8,3,3,8,11,2,redundant,2,0.0
8,3,3,8,11,1,redundant,2,0.5
8,3,3,8,11,1,supportive,2,0.5
8,3,3,8,11,1,supportive,2,0.5
8,3,3,8,11,1,supportive,2,0.5
8,3,3,8,11,2,supportive,2,0.0
8,3,3,8,11,1,supportive,2,0.5
8,,3,8,11,0,supportive,2,1.0
8,,3,8,11,0,supportive,2,1.0
8,,3,8,11,0,supportive,2,1.0
8,3,3,8,11,1,supportive,2,0.5
8,3,3,8,11,1,supportive,2,0.5
8,3,3,8,11,1,supportive,2,0.5
8,,3,8,11,0,supportive,2,1.0
8,3,3,8,11,2,supportive,2,0.0
8,3,3,8,11,1,supportive,2,0.5
8,3,3,8,11,2,supportive,2,0.0
8,3,3,8,11,1,supportive,2,0.5
8,3,3,8,11,1,supportive,2,0.5
8,3,3,8,11,1,supportive,2,0.5
8,,3,8,11,0,supportive,2,1.0
8,,3,8,11,0,supportive,2,1.0
8,,3,8,11,0,supportive,2,1.0
8,3,3,8,11,1,supportive,2,0.5
8,3,3,8,11,2,supportive,2,0.0
8,,3,8,11,0,supportive,2,1.0
8,3,3,8,11,1,supportive,2,0.5
8,3,3,8,11,1,supportive,2,0.5
8,3,3,8,11,1,supportive,2,0.5
8,3,3,8,11,1,supportive,2,0.5
8,3,3,8,11,1,supportive,2,0.5
8,3,3,8,11,1,supportive,2,0.5
8,3,3,8,11,1,supportive,2,0.5
8,3,3,8,11,1,supportive,2,0.5
8,4,4,8,11,1,redundant,2,0.5
8,4,4,8,11,1,redundant,2,0.5
8,,4,8,11,0,redundant,2,1.0
8,,4,8,11,0,redundant,2,1.0
8,4,4,8,11,1,redundant,2,0.5
8,4,4,8,11,1,redundant,2,0.5
8,,4,8,11,0,redundant,2,1.0
8,4,4,8,11,1,redundant,2,0.5
8,,4,8,11,0,redundant,2,1.0
8,4,4,8,11,2,redundant,2,0.0
8,4,4,8,11,1,redundant,2,0.5
8,4,4,8,11,1,redundant,2,0.5
8,4,4,8,11,1,redundant,2,0.5
8,,4,8,11,0,redundant,2,1.0
8,4,4,8,11,1,redundant,2,0.5
8,,4,8,11,0,redundant,2,1.0
8,,4,8,11,0,redundant,2,1.0
8,4,4,8,11,2,redundant,2,0.0
8,4,4,8,11,2,redundant,2,0.0
8,4,4,8,11,1,redundant,2,0.5
8,4,4,8,11,1,redundant,2,0.5
8,,4,8,11,0,redundant,2,1.0
8,,4,8,11,0,redundant,2,1.0
8,4,4,8,11,1,redundant,2,0.5
8,4,4,8,11,2,redundant,2,0.0
8,4,4,8,11,1,redundant,2,0.5
8,,4,8,11,0,redundant,2,1.0
8,4,4,8,11,1,redundant,2,0.5
8,4,4,8,11,1,redundant,2,0.5
8,4,4,8,11,1,redundant,2,0.5
8,,4,8,11,0,redundant,2,1.0
8,4,4,8,11,1,redundant,2,0.5
8,,4,8,11,0,supportive,2,1.0
8,4,4,8,11,1,supportive,2,0.5
8,4,4,8,11,1,supportive,2,0.5
8,4,4,8,11,1,supportive,2,0.5
8,4,4,8,11,1,supportive,2,0.5
8,4,4,8,11,1,supportive,2,0.5
8,4,4,8,11,1,supportive,2,0.5
8,4,4,8,11,1,supportive,2,0.5
8,4,4,8,11,1,supportive,2,0.5
8,4,4,8,11,1,supportive,2,0.5
8,,4,8,11,0,supportive,2,1.0
8,4,4,8,11,1,supportive,2,0.5
8,4,4,8,11,1,supportive,2,0.5
8,4,4,8,11,1,supportive,2,0.5
8,4,4,8,11,1,supportive,2,0.5
8,4,4,8,11,1,supportive,2,0.5
8,4,4,8,11,1,supportive,2,0.5
8,,4,8,11,0,supportive,2,1.0
8,,4,8,11,0,supportive,2,1.0
8,4,4,8,11,1,supportive,2,0.5
8,4,4,8,11,2,supportive,2,0.0
8,4,4,8,11,1,supportive,2,0.5
8,4,4,8,11,1,supportive,2,0.5
8,4,4,8,11,2,supportive,2,0.0
8,4,4,8,11,2,supportive,2,0.0
8,4,4,8,11,1,supportive,2,0.5
8,4,4,8,11,1,supportive,2,0.5
8,4,4,8,11,1,supportive,2,0.5
8,4,4,8,11,2,supportive,2,0.0
8,4,4,8,11,1,supportive,2,0.5
8,4,4,8,11,1,supportive,2,0.5
8,,4,8,11,0,supportive,2,1.0
8,,5,8,11,0,redundant,2,1.0
8,5,5,8,11,2,redundant,2,0.0
8,5,5,8,11,2,redundant,2,0.0
8,5,5,8,11,1,redundant,2,0.5
8,5,5,8,11,1,redundant,2,0.5
8,5,5,8,11,2,redundant,2,0.0
8,5,5,8,11,1,redundant,2,0.5
8,5,5,8,11,1,redundant,2,0.5
8,5,5,8,11,1,redundant,2,0.5
8,5,5,8,11,2,redundant,2,0.0
8,,5,8,11,0,redundant,2,1.0
8,5,5,8,11,2,redundant,2,0.0
8,5,5,8,11,1,redundant,2,0.5
8,,5,8,11,0,redundant,2,1.0
8,,5,8,11,0,redundant,2,1.0
8,5,5,8,11,1,redundant,2,0.5
8,5,5,8,11,1,redundant,2,0.5
8,5,5,8,11,1,redundant,2,0.5
8,5,5,8,11,1,redundant,2,0.5
8,5,5,8,11,1,redundant,2,0.5
8,5,5,8,11,1,redundant,2,0.5
8,,5,8,11,0,redundant,2,1.0
8,5,5,8,11,1,redundant,2,0.5
8,5,5,8,11,2,redundant,2,0.0
8,5,5,8,11,1,redundant,2,0.5
8,5,5,8,11,1,redundant,2,0.5
8,5,5,8,11,1,redundant,2,0.5
8,5,5,8,11,1,redundant,2,0.5
8,5,5,8,11,1,redundant,2,0.5
8,5,5,8,11,1,redundant,2,0.5
8,,5,8,11,0,redundant,2,1.0
8,,5,8,11,0,redundant,2,1.0
8,5,5,8,11,2,supportive,2,0.0
8,5,5,8,11,1,supportive,2,0.5
8,5,5,8,11,1,supportive,2,0.5
8,5,5,8,11,1,supportive,2,0.5
8,5,5,8,11,1,supportive,2,0.5
8,5,5,8,11,1,supportive,2,0.5
8,5,5,8,11,1,supportive,2,0.5
8,5,5,8,11,2,supportive,2,0.0
8,5,5,8,11,1,supportive,2,0.5
8,5,5,8,11,1,supportive,2,0.5
8,5,5,8,11,1,supportive,2,0.5
8,,5,8,11,0,supportive,2,1.0
8,5,5,8,11,1,supportive,2,0.5
8,5,5,8,11,1,supportive,2,0.5
8,5,5,8,11,1,supportive,2,0.5
8,,5,8,11,0,supportive,2,1.0
8,,5,8,11,0,supportive,2,1.0
8,5,5,8,11,1,supportive,2,0.5
8,,5,8,11,0,supportive,2,1.0
8,5,5,8,11,1,supportive,2,0.5
8,,5,8,11,0,supportive,2,1.0
8,,5,8,11,0,supportive,2,1.0
