architecture_depth,last_newly_recruited_layer,layer,long_length,model_seed,new_head_count,regime,short_length,top2_overlap
8,1,1,4,11,1,supportive,2,0.5
8,1,1,4,11,1,supportive,2,0.5
8,,1,4,11,0,supportive,2,1.0
8,1,1,4,11,1,supportive,2,0.5
8,1,1,4,11,1,supportive,2,0.5
8,1,1,4,11,1,supportive,2,0.5
8,,1,4,11,0,supportive,2,1.0
8,1,1,4,11,1,supportive,2,0.5
8,,1,4,11,0,supportive,2,1.0
8,2,2,4,11,2,redundant,2,0.0
8,,2,4,11,0,redundant,2,1.0
8,2,2,4,11,2,redundant,2,0.0
8,2,2,4,11,1,redundant,2,0.5
8,2,2,4,11,1,redundant,2,0.5
8,2,2,4,11,1,redundant,2,0.5
8,2,2,4,11,1,redundant,2,0.5
8,2,2,4,11,1,redundant,2,0.5
8,,2,4,11,0,redundant,2,1.0
8,,2,4,11,0,redundant,2,1.0
8,2,2,4,11,2,redundant,2,0.0
8,,2,4,11,0,redundant,2,1.0
8,2,2,4,11,2,redundant,2,0.0
8,2,2,4,11,1,redundant,2,0.5
8,,2,4,11,0,redundant,2,1.0
8,2,2,4,11,1,redundant,2,0.5
8,2,2,4,11,1,redundant,2,0.5
8,2,2,4,11,1,redundant,2,0.5
8,2,2,4,11,1,redundant,2,0.5
8,2,2,4,11,1,redundant,2,0.5
8,2,2,4,11,1,redundant,2,0.5
8,2,2,4,11,1,redundant,2,0.5
8,2,2,4,11,1,redundant,2,0.5
8,2,2,4,11,1,redundant,2,0.5
8,,2,4,11,0,redundant,2,1.0
8,,2,4,11,0,redundant,2,1.0
8,2,2,4,11,1,redundant,2,0.5
8,,2,4,11,0,redundant,2,1.0
8,2,2,4,11,1,redundant,2,0.5
8,2,2,4,11,1,redundant,2,0.5
8,2,2,4,11,1,redundant,2,0.5
8,2,2,4,11,1,redundant,2,0.5
8,2,2,4,11,1,supportive,2,0.5
8,,2,4,11,0,supportive,2,1.0
8,2,2,4,11,1,supportive,2,0.5
8,2,2,4,11,1,supportive,2,0.5
8,2,2,4,11,1,supportive,2,0.5
8,2,2,4,11,1,supportive,2,0.5
8,2,2,4,11,1,supportive,2,0.5
8,2,2,4,11,1,supportive,2,0.5
8,2,2,4,11,1,supportive,2,0.5
8,2,2,4,11,1,supportive,2,0.5
8,2,2,4,11,2,supportive,2,0.0
8,,2,4,11,0,supportive,2,1.0
8,2,2,4,11,2,supportive,2,0.0
8,2,2,4,11,1,supportive,2,0.5
8,,2,4,11,0,supportive,2,1.0
8,2,2,4,11,2,supportive,2,0.0
8,2,2,4,11,1,supportive,2,0.5
8,,2,4,11,0,supportive,2,1.0
8,2,2,4,11,2,supportive,2,0.0
8,2,2,4,11,1,supportive,2,0.5
8,2,2,4,11,2,supportive,2,0.0
8,,2,4,11,0,supportive,2,1.0
8,2,2,4,11,1,supportive,2,0.5
8,2,2,4,11,2,supportive,2,0.0
8,2,2,4,11,2,supportive,2,0.0
8,2,2,4,11,2,supportive,2,0.0
8,2,2,4,11,2,supportive,2,0.0
8,2,2,4,11,1,supportive,2,0.5
8,2,2,4,11,1,supportive,2,0.5
8,2,2,4,11,1,supportive,2,0.5
8,2,2,4,11,1,supportive,2,0.5
8,2,2,4,11,1,supportive,2,0.5
8,3,3,4,11,2,redundant,2,0.0
8,3,3,4,11,1,redundant,2,0.5
8,3,3,4,11,2,redundant,2,0.0
8,3,3,4,11,1,redundant,2,0.5
8,,3,4,11,0,redundant,2,1.0
8,3,3,4,11,1,redundant,2,0.5
8,3,3,4,11,1,redundant,2,0.5
8,3,3,4,11,1,redundant,2,0.5
8,3,3,4,11,2,redundant,2,0.0
8,3,3,4,11,1,redundant,2,0.5
8,3,3,4,11,1,redundant,2,0.5
8,3,3,4,11,1,redundant,2,0.5
8,3,3,4,11,1,redundant,2,0.5
8,3,3,4,11,2,redundant,2,0.0
8,3,3,4,11,2,redundant,2,0.0
8,3,3,4,11,1,redundant,2,0.5
8,3,3,4,11,1,redundant,2,0.5
8,3,3,4,11,2,redundant,2,0.0
8,3,3,4,11,1,redundant,2,0.5
8,3,3,4,11,1,redundant,2,0.5
8,3,3,4,11,1,redundant,2,0.5
8,3,3,4,11,2,redundant,2,0.0
8,3,3,4,11,2,redundant,2,0.0
8,3,3,4,11,2,redundant,2,0.0
8,3,3,4,11,1,redundant,2,0.5
8,3,3,4,11,1,redundant,2,0.5
8,3,3,4,11,1,redundant,2,0.5
8,3,3,4,11,1,redundant,2,0.5
8,,3,4,11,0,redundant,2,1.0
8,3,3,4,11,1,redundant,2,0.5
8,3,3,4,11,1,redundant,2,0.5
8,3,3,4,11,1,redundant,2,0.5
8,3,3,4,11,1,supportive,2,0.5
8,,3,4,11,0,supportive,2,1.0
8,3,3,4,11,1,supportive,2,0.5
8,3,3,4,11,2,supportive,2,0.0
8,3,3,4,11,1,supportive,2,0.5
8,3,3,4,11,1,supportive,2,0.5
8,3,3,4,11,1,supportive,2,0.5
8,3,3,4,11,1,supportive,2,0.5
8,3,3,4,11,1,supportive,2,0.5
8,3,3,4,11,1,supportive,2,0.5
8,,3,4,11,0,supportive,2,1.0
8,3,3,4,11,1,supportive,2,0.5
8,3,3,4,11,1,supportive,2,0.5
8,3,3,4,11,1,supportive,2,0.5
8,3,3,4,11,2,supportive,2,0.0
8,3,3,4,11,1,supportive,2,0.5
8,3,3,4,11,1,supportive,2,0.5
8,3,3,4,11,1,supportive,2,0.5
8,,3,4,11,0,supportive,2,1.0
8,3,3,4,11,1,supportive,2,0.5
8,3,3,4,11,1,supportive,2,0.5
8,3,3,4,11,1,supportive,2,0.5
8,3,3,4,11,1,supportive,2,0.5
8,3,3,4,11,1,supportive,2,0.5
8,3,3,4,11,1,supportive,2,0.5
8,3,3,4,11,2,supportive,2,0.0
8,3,3,4,11,1,supportive,2,0.5
8,,3,4,11,0,supportive,2,1.0
8,3,3,4,11,2,supportive,2,0.0
8,3,3,4,11,1,supportive,2,0.5
8,3,3,4,11,1,supportive,2,0.5
8,3,3,4,11,1,supportive,2,0.5
8,4,4,4,11,1,redundant,2,0.5
8,,4,4,11,0,redundant,2,1.0
8,4,4,4,11,1,redundant,2,0.5
8,4,4,4,11,1,redundant,2,0.5
8,4,4,4,11,2,redundant,2,0.0
8,4,4,4,11,1,redundant,2,0.5
8,4,4,4,11,1,redundant,2,0.5
8,4,4,4,11,1,redundant,2,0.5
8,4,4,4,11,1,redundant,2,0.5
8,4,4,4,11,1,redundant,2,0.5
8,4,4,4,11,2,redundant,2,0.0
8,4,4,4,11,1,redundant,2,0.5
8,4,4,4,11,2,redundant,2,0.0
8,4,4,4,11,2,redundant,2,0.0
8,4,4,4,11,1,redundant,2,0.5
8,4,4,4,11,1,redundant,2,0.5
8,4,4,4,11,1,redundant,2,0.5
8,4,4,4,11,1,redundant,2,0.5
8,4,4,4,11,1,redundant,2,0.5
8,4,4,4,11,1,redundant,2,0.5
8,4,4,4,11,1,redundant,2,0.5
8,4,4,4,11,1,redundant,2,0.5
8,4,4,4,11,1,redundant,2,0.5
8,4,4,4,11,1,redundant,2,0.5
8,4,4,4,11,1,redundant,2,0.5
8,4,4,4,11,1,redundant,2,0.5
8,4,4,4,11,1,redundant,2,0.5
8,4,4,4,11,1,redundant,2,0.5
8,4,4,4,11,1,redundant,2,0.5
8,4,4,4,11,1,redundant,2,0.5
8,4,4,4,11,1,redundant,2,0.5
8,4,4,4,11,1,redundant,2,0.5
8,4,4,4,11,1,supportive,2,0.5
8,,4,4,11,0,supportive,2,1.0
8,4,4,4,11,1,supportive,2,0.5
8,4,4,4,11,1,supportive,2,0.5
8,4,4,4,11,1,supportive,2,0.5
8,4,4,4,11,1,supportive,2,0.5
8,4,4,4,11,1,supportive,2,0.5
8,4,4,4,11,2,supportive,2,0.0
8,4,4,4,11,1,supportive,2,0.5
8,4,4,4,11,2,supportive,2,0.0
8,,4,4,11,0,supportive,2,1.0
8,4,4,4,11,1,supportive,2,0.5
8,4,4,4,11,1,supportive,2,0.5
8,,4,4,11,0,supportive,2,1.0
8,4,4,4,11,1,supportive,2,0.5
8,4,4,4,11,1,supportive,2,0.5
8,,4,4,11,0,supportive,2,1.0
8,4,4,4,11,1,supportive,2,0.5
8,4,4,4,11,2,supportive,2,0.0
8,4,4,4,11,1,supportive,2,0.5
8,4,4,4,11,1,supportive,2,0.5
8,4,4,4,11,1,supportive,2,0.5
8,4,4,4,11,1,supportive,2,0.5
8,4,4,4,11,2,supportive,2,0.0
8,4,4,4,11,2,supportive,2,0.0
8,4,4,4,11,2,supportive,2,0.0
8,4,4,4,11,1,supportive,2,0.5
8,4,4,4,11,1,supportive,2,0.5
8,4,4,4,11,1,supportive,2,0.5
8,4,4,4,11,1,supportive,2,0.5
8,,4,4,11,0,supportive,2,1.0
8,4,4,4,11,1,supportive,2,0.5
8,,5,4,11,0,redundant,2,1.0
8,5,5,4,11,1,redundant,2,0.5
8,5,5,4,11,1,redundant,2,0.5
8,5,5,4,11,2,redundant,2,0.0
8,5,5,4,11,1,redundant,2,0.5
8,,5,4,11,0,redundant,2,1.0
8,5,5,4,11,1,redundant,2,0.5
8,5,5,4,11,1,redundant,2,0.5
8,5,5,4,11,2,redundant,2,0.0
8,5,5,4,11,1,redundant,2,0.5
8,5,5,4,11,2,redundant,2,0.0
8,,5,4,11,0,redundant,2,1.0
8,5,5,4,11,2,redundant,2,0.0
8,5,5,4,11,1,redundant,2,0.5
8,5,5,4,11,1,redundant,2,0.5
8,,5,4,11,0,redundant,2,1.0
8,5,5,4,11,1,redundant,2,0.5
8,5,5,4,11,2,redundant,2,0.0
8,5,5,4,11,1,redundant,2,0.5
8,5,5,4,11,1,redundant,2,0.5
8,,5,4,11,0,redundant,2,1.0
8,5,5,4,11,2,redundant,2,0.0
8,5,5,4,11,2,redundant,2,0.0
8,5,5,4,11,1,redundant,2,0.5
8,,5,4,11,0,redundant,2,1.0
8,5,5,4,11,1,redundant,2,0.5
8,,5,4,11,0,redundant,2,1.0
8,5,5,4,11,1,redundant,2,0.5
8,,5,4,11,0,redundant,2,1.0
8,5,5,4,11,1,redundant,2,0.5
8,5,5,4,11,1,redundant,2,0.5
8,,5,4,11,0,redundant,2,1.0
8,5,5,4,11,1,supportive,2,0.5
8,,5,4,11,0,supportive,2,1.0
8,5,5,4,11,1,supportive,2,0.5
8,5,5,4,11,2,supportive,2,0.0
8,5,5,4,11,1,supportive,2,0.5
8,5,5,4,11,2,supportive,2,0.0
8,5,5,4,11,2,supportive,2,0.0
8,5,5,4,11,1,supportive,2,0.5
8,5,5,4,11,1,supportive,2,0.5
8,5,5,4,11,1,supportive,2,0.5
8,,5,4,11,0,supportive,2,1.0
8,,5,4,11,0,supportive,2,1.0
8,5,5,4,11,1,supportive,2,0.5
8,5,5,4,11,1,supportive,2,0.5
8,5,5,4,11,1,supportive,2,0.5
8,5,5,4,11,1,supportive,2,0.5
8,5,5,4,11,2,supportive,2,0.0
8,5,5,4,11,1,supportive,2,0.5
8,5,5,4,11,1,supportive,2,0.5
8,5,5,4,11,1,supportive,2,0.5
8,5,5,4,11,1,supportive,2,0.5
8,5,5,4,11,2,supportive,2,0.0
8,,5,4,11,0,supportive,2,1.0
8,5,5,4,11,2,supportive,2,0.0
8,5,5,4,11,2,supportive,2,0.0
8,5,5,4,11,1,supportive,2,0.5
8,,5,4,11,0,supportive,2,1.0
8,5,5,4,11,2,supportive,2,0.0
8,5,5,4,11,1,supportive,2,0.5
8,,5,4,11,0,supportive,2,1.0
8,5,5,4,11,1,supportive,2,0.5
8,5,5,4,11,1,supportive,2,0.5
8,6,6,4,11,1,redundant,2,0.5
8,6,6,4,11,1,redundant,2,0.5
8,6,6,4,11,1,redundant,2,0.5
8,6,6,4,11,1,redundant,2,0.5
8,,6,4,11,0,redundant,2,1.0
8,6,6,4,11,1,redundant,2,0.5
8,,6,4,11,0,redundant,2,1.0
8,6,6,4,11,1,redundant,2,0.5
8,6,6,4,11,1,redundant,2,0.5
8,6,6,4,11,1,redundant,2,0.5
8,,6,4,11,0,redundant,2,1.0
8,,6,4,11,0,redundant,2,1.0
8,6,6,4,11,1,redundant,2,0.5
8,,6,4,11,0,redundant,2,1.0
8,6,6,4,11,1,redundant,2,0.5
8,6,6,4,11,1,redundant,2,0.5
8,6,6,4,11,1,redundant,2,0.5
8,6,6,4,11,1,redundant,2,0.5
8,6,6,4,11,1,redundant,2,0.5
8,6,6,4,11,1,redundant,2,0.5
8,,6,4,11,0,redundant,2,1.0
8,6,6,4,11,1,redundant,2,0.5
8,6,6,4,11,1,redundant,2,0.5
8,,6,4,11,0,redundant,2,1.0
8,6,6,4,11,1,redundant,2,0.5
8,,6,4,11,0,redundant,2,1.0
8,6,6,4,11,1,redundant,2,0.5
8,6,6,4,11,1,redundant,2,0.5
8,,6,4,11,0,redundant,2,1.0
8,6,6,4,11,1,redundant,2,0.5
8,6,6,4,11,1,redundant,2,0.5
8,6,6,4,11,2,redundant,2,0.0
8,6,6,4,11,1,supportive,2,0.5
8,,6,4,11,0,supportive,2,1.0
8,,6,4,11,0,supportive,2,1.0
8,6,6,4,11,1,supportive,2,0.5
8,,6,4,11,0,supportive,2,1.0
8,,6,4,11,0,supportive,2,1.0
8,6,6,4,11,1,supportive,2,0.5
8,6,6,4,11,1,supportive,2,0.5
8,,6,4,11,0,supportive,2,1.0
8,6,6,4,11,1,supportive,2,0.5
8,6,6,4,11,1,supportive,2,0.5
8,,6,4,11,0,supportive,2,1.0
8,6,6,4,11,1,supportive,2,0.5
8,6,6,4,11,1,supportive,2,0.5
8,,6,4,11,0,supportive,2,1.0
8,6,6,4,11,1,supportive,2,0.5
8,6,6,4,11,1,supportive,2,0.5
8,6,6,4,11,1,supportive,2,0.5
8,,6,4,11,0,supportive,2,1.0
8,6,6,4,11,1,supportive,2,0.5
8,6,6,4,11,2,supportive,2,0.0
8,6,6,4,11,1,supportive,2,0.5
8,6,6,4,11,1,supportive,2,0.5
8,6,6,4,11,1,supportive,2,0.5
8,6,6,4,11,1,supportive,2,0.5
8,,6,4,11,0,supportive,2,1.0
8,6,6,4,11,1,supportive,2,0.5
8,6,6,4,11,1,supportive,2,0.5
8,6,6,4,11,1,supportive,2,0.5
8,6,6,4,11,1,supportive,2,0.5
8,6,6,4,11,1,supportive,2,0.5
8,6,6,4,11,2,supportive,2,0.0
8,7,7,4,11,1,redundant,2,0.5
8,7,7,4,11,1,redundant,2,0.5
8,7,7,4,11,1,redundant,2,0.5
8,7,7,4,11,1,redundant,2,0.5
8,,7,4,11,0,redundant,2,1.0
8,,7,4,11,0,redundant,2,1.0
8,7,7,4,11,1,redundant,2,0.5
8,7,7,4,11,1,redundant,2,0.5
8,7,7,4,11,1,redundant,2,0.5
8,,7,4,11,0,redundant,2,1.0
8,7,7,4,11,2,redundant,2,0.0
8,7,7,4,11,1,redundant,2,0.5
8,,7,4,11,0,redundant,2,1.0
8,7,7,4,11,2,redundant,2,0.0
8,7,7,4,11,1,redundant,2,0.5
8,7,7,4,11,1,redundant,2,0.5
8,7,7,4,11,1,redundant,2,0.5
8,7,7,4,11,2,redundant,2,0.0
8,,7,4,11,0,redundant,2,1.0
8,7,7,4,11,1,redundant,2,0.5
8,7,7,4,11,1,redundant,2,0.5
8,7,7,4,11,2,redundant,2,0.0
8,,7,4,11,0,redundant,2,1.0
8,7,7,4,11,2,redundant,2,0.0
8,7,7,4,11,1,redundant,2,0.5
8,7,7,4,11,1,redundant,2,0.5
8,,7,4,11,0,redundant,2,1.0
8,7,7,4,11,1,redundant,2,0.5
8,7,7,4,11,1,redundant,2,0.5
8,7,7,4,11,2,redundant,2,0.0
8,,7,4,11,0,redundant,2,1.0
8,7,7,4,11,1,redundant,2,0.5
8,7,7,4,11,1,supportive,2,0.5
8,,7,4,11,0,supportive,2,1.0
8,7,7,4,11,2,supportive,2,0.0
8,7,7,4,11,1,supportive,2,0.5
8,7,7,4,11,1,supportive,2,0.5
8,,7,4,11,0,supportive,2,1.0
8,7,7,4,11,1,supportive,2,0.5
8,7,7,4,11,1,supportive,2,0.5
8,7,7,4,11,1,supportive,2,0.5
8,,7,4,11,0,supportive,2,1.0
8,,7,4,11,0,supportive,2,1.0
8,,7,4,11,0,supportive,2,1.0
8,7,7,4,11,1,supportive,2,0.5
8,7,7,4,11,1,supportive,2,0.5
8,7,7,4,11,1,supportive,2,0.5
8,7,7,4,11,1,supportive,2,0.5
8,,7,4,11,0,supportive,2,1.0
8,,7,4,11,0,supportive,2,1.0
8,7,7,4,11,1,supportive,2,0.5
8,,7,4,11,0,supportive,2,1.0
8,7,7,4,11,2,supportive,2,0.0
8,7,7,4,11,1,supportive,2,0.5
8,7,7,4,11,1,supportive,2,0.5
8,7,7,4,11,1,supportive,2,0.5
8,7,7,4,11,1,supportive,2,0.5
8,7,7,4,11,1,supportive,2,0.5
8,7,7,4,11,1,supportive,2,0.5
8,,7,4,11,0,supportive,2,1.0
8,7,7,4,11,1,supportive,2,0.5
8,7,7,4,11,1,supportive,2,0.5
8,7,7,4,11,2,supportive,2,0.0
8,7,7,4,11,1,supportive,2,0.5
8,0,0,6,11,1,redundant,2,0.5
8,0,0,6,11,1,redundant,2,0.5
8,0,0,6,11,1,redundant,2,0.5
8,,0,6,11,0,redundant,2,1.0
8,0,0,6,11,1,redundant,2,0.5
8,0,0,6,11,1,redundant,2,0.5
8,0,0,6,11,1,redundant,2,0.5
8,0,0,6,11,1,redundant,2,0.5
8,0,0,6,11,2,redundant,2,0.0
8,0,0,6,11,1,redundant,2,0.5
8,0,0,6,11,1,redundant,2,0.5
8,0,0,6,11,1,redundant,2,0.5
8,,0,6,11,0,redundant,2,1.0
8,0,0,6,11,1,redundant,2,0.5
8,0,0,6,11,1,redundant,2,0.5
8,,0,6,11,0,redundant,2,1.0
8,0,0,6,11,1,redundant,2,0.5
8,0,0,6,11,1,redundant,2,0.5
8,,0,6,11,0,redundant,2,1.0
8,,0,6,11,0,redundant,2,1.0
8,0,0,6,11,1,redundant,2,0.5
8,0,0,6,11,2,redundant,2,0.0
8,0,0,6,11,1,redundant,2,0.5
8,0,0,6,11,1,redundant,2,0.5
8,0,0,6,11,1,redundant,2,0.5
8,,0,6,11,0,redundant,2,1.0
8,0,0,6,11,1,redundant,2,0.5
8,0,0,6,11,1,redundant,2,0.5
8,0,0,6,11,2,redundant,2,0.0
8,,0,6,11,0,redundant,2,1.0
8,0,0,6,11,1,redundant,2,0.5
8,0,0,6,11,2,redundant,2,0.0
8,0,0,6,11,1,supportive,2,0.5
8,0,0,6,11,1,supportive,2,0.5
8,0,0,6,11,1,supportive,2,0.5
8,0,0,6,11,1,supportive,2,0.5
8,0,0,6,11,1,supportive,2,0.5
8,0,0,6,11,1,supportive,2,0.5
8,0,0,6,11,1,supportive,2,0.5
8,0,0,6,11,2,supportive,2,0.0
8,0,0,6,11,1,supportive,2,0.5
8,0,0,6,11,1,supportive,2,0.5
8,0,0,6,11,1,supportive,2,0.5
8,0,0,6,11,1,supportive,2,0.5
8,0,0,6,11,1,supportive,2,0.5
8,,0,6,11,0,supportive,2,1.0
8,0,0,6,11,1,supportive,2,0.5
8,0,0,6,11,2,supportive,2,0.0
8,0,0,6,11,1,supportive,2,0.5
8,0,0,6,11,1,supportive,2,0.5
8,0,0,6,11,1,supportive,2,0.5
8,0,0,6,11,1,supportive,2,0.5
8,0,0,6,11,1,supportive,2,0.5
8,0,0,6,11,1,supportive,2,0.5
8,0,0,6,11,1,supportive,2,0.5
8,0,0,6,11,2,supportive,2,0.0
8,0,0,6,11,2,supportive,2,0.0
8,0,0,6,11,1,supportive,2,0.5
8,0,0,6,11,1,supportive,2,0.5
8,0,0,6,11,1,supportive,2,0.5
8,0,0,6,11,1,supportive,2,0.5
8,0,0,6,11,2,supportive,2,0.0
8,0,0,6,11,1,supportive,2,0.5
8,0,0,6,11,1,supportive,2,0.5
8,,1,6,11,0,redundant,2,1.0
8,,1,6,11,0,redundant,2,1.0
8,1,1,6,11,1,redundant,2,0.5
8,1,1,6,11,1,redundant,2,0.5
8,1,1,6,11,1,redundant,2,0.5
8,,1,6,11,0,redundant,2,1.0
8,1,1,6,11,1,redundant,2,0.5
8,,1,6,11,0,redundant,2,1.0
8,1,1,6,11,1,redundant,2,0.5
8,,1,6,11,0,redundant,2,1.0
8,1,1,6,11,1,redundant,2,0.5
8,,1,6,11,0,redundant,2,1.0
8,1,1,6,11,1,redundant,2,0.5
8,,1,6,11,0,redundant,2,1.0
8,1,1,6,11,1,redundant,2,0.5
8,1,1,6,11,1,redundant,2,0.5
8,,1,6,11,0,redundant,2,1.0
8,1,1,6,11,1,redundant,2,0.5
8,1,1,6,11,1,redundant,2,0.5
8,1,1,6,11,1,redundant,2,0.5
8,1,1,6,11,1,redundant,2,0.5
8,,1,6,11,0,redundant,2,1.0
8,1,1,6,11,1,redundant,2,0.5
8,1,1,6,11,1,redundant,2,0.5
8,1,1,6,11,1,redundant,2,0.5
8,1,1,6,11,1,redundant,2,0.5
8,1,1,6,11,1,redundant,2,0.5
8,1,1,6,11,1,redundant,2,0.5
8,1,1,6,11,1,redundant,2,0.5
8,,1,6,11,0,redundant,2,1.0
8,1,1,6,11,1,redundant,2,0.5
8,1,1,6,11,1,redundant,2,0.5
8,1,1,6,11,1,supportive,2,0.5
8,,1,6,11,0,supportive,2,1.0
8,1,1,6,11,2,supportive,2,0.0
8,1,1,6,11,1,supportive,2,0.5
8,1,1,6,11,1,supportive,2,0.5
8,1,1,6,11,1,supportive,2,0.5
8,1,1,6,11,1,supportive,2,0.5
8,1,1,6,11,1,supportive,2,0.5
8,1,1,6,11,1,supportive,2,0.5
8,1,1,6,11,1,supportive,2,0.5
8,1,1,6,11,1,supportive,2,0.5
8,1,1,6,11,1,supportive,2,0.5
8,1,1,6,11,2,supportive,2,0.0
8,,1,6,11,0,supportive,2,1.0
8,,1,6,11,0,supportive,2,1.0
8,1,1,6,11,1,supportive,2,0.5
8,,1,6,11,0,supportive,2,1.0
8,1,1,6,11,1,supportive,2,0.5
8,,1,6,11,0,supportive,2,1.0
8,,1,6,11,0,supportive,2,1.0
8,,1,6,11,0,supportive,2,1.0
8,1,1,6,11,1,supportive,2,0.5
8,1,1,6,11,1,supportive,2,0.5
8,1,1,6,11,1,supportive,2,0.5
8,1,1,6,11,1,supportive,2,0.5
8,,1,6,11,0,supportive,2,1.0
8,,1,6,11,0,supportive,2,1.0
8,1,1,6,11,2,supportive,2,0.0
8,,1,6,11,0,supportive,2,1.0
8,,1,6,11,0,supportive,2,1.0
8,1,1,6,11,1,supportive,2,0.5
8,1,1,6,11,1,supportive,2,0.5
8,,2,6,11,0,redundant,2,1.0
8,2,2,6,11,1,redundant,2,0.5
8,2,2,6,11,1,redundant,2,0.5
8,,2,6,11,0,redundant,2,1.0
8,2,2,6,11,1,redundant,2,0.5
8,2,2,6,11,1,redundant,2,0.5
8,2,2,6,11,1,redundant,2,0.5
8,2,2,6,11,1,redundant,2,0.5
8,,2,6,11,0,redundant,2,1.0
8,2,2,6,11,1,redundant,2,0.5
8,2,2,6,11,1,redundant,2,0.5
8,2,2,6,11,1,redundant,2,0.5
8,2,2,6,11,1,redundant,2,0.5
8,2,2,6,11,2,redundant,2,0.0
8,,2,6,11,0,redundant,2,1.0
8,2,2,6,11,1,redundant,2,0.5
8,2,2,6,11,1,redundant,2,0.5
8,,2,6,11,0,redundant,2,1.0
8,2,2,6,11,1,redundant,2,0.5
8,2,2,6,11,1,redundant,2,0.5
8,2,2,6,11,1,redundant,2,0.5
8,,2,6,11,0,redundant,2,1.0
8,2,2,6,11,1,redundant,2,0.5
8,2,2,6,11,1,redundant,2,0.5
8,2,2,6,11,2,redundant,2,0.0
8,2,2,6,11,1,redundant,2,0.5
8,2,2,6,11,1,redundant,2,0.5
8,2,2,6,11,1,redundant,2,0.5
8,2,2,6,11,1,redundant,2,0.5
8,2,2,6,11,1,redundant,2,0.5
8,2,2,6,11,1,redundant,2,0.5
8,2,2,6,11,2,redundant,2,0.0
8,2,2,6,11,1,supportive,2,0.5
8,,2,6,11,0,supportive,2,1.0
8,2,2,6,11,1,supportive,2,0.5
8,2,2,6,11,1,supportive,2,0.5
8,2,2,6,11,1,supportive,2,0.5
8,2,2,6,11,1,supportive,2,0.5
8,2,2,6,11,1,supportive,2,0.5
8,,2,6,11,0,supportive,2,1.0
8,2,2,6,11,2,supportive,2,0.0
8,2,2,6,11,2,supportive,2,0.0
8,2,2,6,11,1,supportive,2,0.5
8,2,2,6,11,1,supportive,2,0.5
8,,2,6,11,0,supportive,2,1.0
8,2,2,6,11,1,supportive,2,0.5
8,2,2,6,11,1,supportive,2,0.5
8,2,2,6,11,1,supportive,2,0.5
8,,2,6,11,0,supportive,2,1.0
8,2,2,6,11,1,supportive,2,0.5
8,,2,6,11,0,supportive,2,1.0
8,,2,6,11,0,supportive,2,1.0
8,2,2,6,11,2,supportive,2,0.0
8,2,2,6,11,1,supportive,2,0.5
8,2,2,6,11,1,supportive,2,0.5
8,2,2,6,11,1,supportive,2,0.5
8,2,2,6,11,1,supportive,2,0.5
8,2,2,6,11,1,supportive,2,0.5
8,2,2,6,11,1,supportive,2,0.5
8,,2,6,11,0,supportive,2,1.0
8,2,2,6,11,1,supportive,2,0.5
8,2,2,6,11,1,supportive,2,0.5
8,2,2,6,11,1,supportive,2,0.5
8,2,2,6,11,1,supportive,2,0.5
8,3,3,6,11,1,redundant,2,0.5
8,,3,6,11,0,redundant,2,1.0
8,,3,6,11,0,redundant,2,1.0
8,3,3,6,11,1,redundant,2,0.5
8,3,3,6,11,1,redundant,2,0.5
8,3,3,6,11,1,redundant,2,0.5
8,3,3,6,11,1,redundant,2,0.5
8,3,3,6,11,1,redundant,2,0.5
8,3,3,6,11,1,redundant,2,0.5
8,3,3,6,11,1,redundant,2,0.5
8,3,3,6,11,2,redundant,2,0.0
8,3,3,6,11,2,redundant,2,0.0
8,3,3,6,11,1,redundant,2,0.5
8,3,3,6,11,1,redundant,2,0.5
8,3,3,6,11,1,redundant,2,0.5
8,3,3,6,11,1,redundant,2,0.5
8,3,3,6,11,2,redundant,2,0.0
8,,3,6,11,0,redundant,2,1.0
8,3,3,6,11,1,redundant,2,0.5
8,3,3,6,11,1,redundant,2,0.5
8,3,3,6,11,1,redundant,2,0.5
8,3,3,6,11,1,redundant,2,0.5
8,3,3,6,11,2,redundant,2,0.0
8,3,3,6,11,1,redundant,2,0.5
8,3,3,6,11,2,redundant,2,0.0
8,3,3,6,11,1,redundant,2,0.5
8,3,3,6,11,1,redundant,2,0.5
8,3,3,6,11,1,redundant,2,0.5
8,3,3,6,11,1,redundant,2,0.5
8,3,3,6,11,1,redundant,2,0.5
8,3,3,6,11,1,redundant,2,0.5
8,3,3,6,11,1,redundant,2,0.5
8,3,3,6,11,1,supportive,2,0.5
8,3,3,6,11,1,supportive,2,0.5
8,3,3,6,11,2,supportive,2,0.0
8,3,3,6,11,2,supportive,2,0.0
8,3,3,6,11,1,supportive,2,0.5
8,,3,6,11,0,supportive,2,1.0
8,3,3,6,11,1,supportive,2,0.5
8,3,3,6,11,1,supportive,2,0.5
8,3,3,6,11,1,supportive,2,0.5
8,3,3,6,11,2,supportive,2,0.0
8,3,3,6,11,1,supportive,2,0.5
8,3,3,6,11,1,supportive,2,0.5
8,3,3,6,11,1,supportive,2,0.5
8,3,3,6,11,1,supportive,2,0.5
8,3,3,6,11,1,supportive,2,0.5
8,3,3,6,11,1,supportive,2,0.5
8,,3,6,11,0,supportive,2,1.0
8,3,3,6,11,2,supportive,2,0.0
8,3,3,6,11,1,supportive,2,0.5
8,3,3,6,11,1,supportive,2,0.5
8,3,3,6,11,2,supportive,2,0.0
8,3,3,6,11,2,supportive,2,0.0
