architecture,candidate_chain_first,example_id,heads,layers,model_seed,position_mode,positive,required_path,split,target_margin,template_id,top1_correct,total_depth,tree_seed,width
L2_W64_H4,0,validation:d1:t0:paligned:tree101:i10000,4,2,23,aligned,0,1,validation,0.11753082275390625,0,1,3,101,64
L2_W64_H4,0,validation:d1:t0:paligned:tree101:i10001,4,2,23,aligned,1,1,validation,0.03191184997558594,0,1,3,101,64
L2_W64_H4,1,validation:d1:t0:paligned:tree101:i10002,4,2,23,aligned,0,1,validation,0.08566474914550781,0,1,3,101,64
L2_W64_H4,1,validation:d1:t0:paligned:tree101:i10003,4,2,23,aligned,1,1,validation,0.08833122253417969,0,1,3,101,64
L2_W64_H4,0,validation:d1:t0:paligned:tree101:i10004,4,2,23,aligned,0,1,validation,-0.17418670654296875,0,0,3,101,64
L2_W64_H4,0,validation:d1:t0:paligned:tree101:i10005,4,2,23,aligned,1,1,validation,0.04816436767578125,0,1,3,101,64
L2_W64_H4,1,validation:d1:t0:paligned:tree101:i10006,4,2,23,aligned,0,1,validation,-0.1444263458251953,0,0,3,101,64
L2_W64_H4,1,validation:d1:t0:paligned:tree101:i10007,4,2,23,aligned,1,1,validation,0.06524848937988281,0,1,3,101,64
L2_W64_H4,0,validation:d1:t0:paligned:tree101:i10008,4,2,23,aligned,0,1,validation,0.037082672119140625,0,1,3,101,64
L2_W64_H4,0,validation:d1:t0:paligned:tree101:i10009,4,2,23,aligned,1,1,validation,-0.15389060974121094,0,0,3,101,64
L2_W64_H4,1,validation:d1:t0:paligned:tree101:i10010,4,2,23,aligned,0,1,validation,-0.2646045684814453,0,0,3,101,64
L2_W64_H4,1,validation:d1:t0:paligned:tree101:i10011,4,2,23,aligned,1,1,validation,-0.1021881103515625,0,0,3,101,64
L2_W64_H4,0,validation:d1:t0:paligned:tree101:i10012,4,2,23,aligned,0,1,validation,-0.06035614013671875,0,0,3,101,64
L2_W64_H4,0,validation:d1:t0:paligned:tree101:i10013,4,2,23,aligned,1,1,validation,-0.019247055053710938,0,0,3,101,64
L2_W64_H4,1,validation:d1:t0:paligned:tree101:i10014,4,2,23,aligned,0,1,validation,-0.23030471801757812,0,0,3,101,64
L2_W64_H4,1,validation:d1:t0:paligned:tree101:i10015,4,2,23,aligned,1,1,validation,0.15549659729003906,0,1,3,101,64
L2_W64_H4,0,validation:d1:t0:paligned:tree211:i10000,4,2,23,aligned,0,1,validation,-0.12521934509277344,0,0,3,211,64
L2_W64_H4,0,validation:d1:t0:paligned:tree211:i10001,4,2,23,aligned,1,1,validation,0.06443214416503906,0,1,3,211,64
L2_W64_H4,1,validation:d1:t0:paligned:tree211:i10002,4,2,23,aligned,0,1,validation,0.10880470275878906,0,1,3,211,64
L2_W64_H4,1,validation:d1:t0:paligned:tree211:i10003,4,2,23,aligned,1,1,validation,0.07144737243652344,0,1,3,211,64
L2_W64_H4,0,validation:d1:t0:paligned:tree211:i10004,4,2,23,aligned,0,1,validation,-0.11325836181640625,0,0,3,211,64
L2_W64_H4,0,validation:d1:t0:paligned:tree211:i10005,4,2,23,aligned,1,1,validation,0.0357818603515625,0,1,3,211,64
L2_W64_H4,1,validation:d1:t0:paligned:tree211:i10006,4,2,23,aligned,0,1,validation,-0.09252738952636719,0,0,3,211,64
L2_W64_H4,1,validation:d1:t0:paligned:tree211:i10007,4,2,23,aligned,1,1,validation,0.017681121826171875,0,1,3,211,64
L2_W64_H4,0,validation:d1:t0:paligned:tree211:i10008,4,2,23,aligned,0,1,validation,-0.007114410400390625,0,0,3,211,64
L2_W64_H4,0,validation:d1:t0:paligned:tree211:i10009,4,2,23,aligned,1,1,validation,0.05049324035644531,0,1,3,211,64
L2_W64_H4,1,validation:d1:t0:paligned:tree211:i10010,4,2,23,aligned,0,1,validation,0.2270946502685547,0,1,3,211,64
L2_W64_H4,1,validation:d1:t0:paligned:tree211:i10011,4,2,23,aligned,1,1,validation,-0.007841110229492188,0,0,3,211,64
L2_W64_H4,0,validation:d1:t0:paligned:tree211:i10012,4,2,23,aligned,0,1,validation,-0.1400585174560547,0,0,3,211,64
L2_W64_H4,0,validation:d1:t0:paligned:tree211:i10013,4,2,23,aligned,1,1,validation,0.03446197509765625,0,1,3,211,64
L2_W64_H4,1,validation:d1:t0:paligned:tree211:i10014,4,2,23,aligned,0,1,validation,0.052402496337890625,0,1,3,211,64
L2_W64_H4,1,validation:d1:t0:paligned:tree211:i10015,4,2,23,aligned,1,1,validation,0.10806655883789062,0,1,3,211,64
L2_W64_H4,0,validation:d1:t0:paligned:tree307:i10000,4,2,23,aligned,0,1,validation,-0.05499076843261719,0,0,3,307,64
L2_W64_H4,0,validation:d1:t0:paligned:tree307:i10001,4,2,23,aligned,1,1,validation,0.048175811767578125,0,1,3,307,64
L2_W64_H4,1,validation:d1:t0:paligned:tree307:i10002,4,2,23,aligned,0,1,validation,0.09430694580078125,0,1,3,307,64
L2_W64_H4,1,validation:d1:t0:paligned:tree307:i10003,4,2,23,aligned,1,1,validation,0.10939216613769531,0,1,3,307,64
