loss,step
46.167484283447266,1
1.2512954473495483,50
0.6836963295936584,100
0.7027696967124939,150
0.6846265196800232,200
0.8156893253326416,250
0.713081419467926,300
0.7118602991104126,350
0.696773111820221,400
0.7051388621330261,450
0.6927112340927124,500
0.6996443867683411,550
0.6945620775222778,600
0.6923525333404541,650
0.6981121897697449,700
0.699362576007843,750
0.6938525438308716,800
0.6976295113563538,850
0.6982669830322266,900
0.694042444229126,950
0.6899749040603638,1000
0.6970846652984619,1050
0.6935538649559021,1100
0.690018892288208,1150
0.6914874315261841,1200
