condition,episode_id,family,heads,layers,modulus,parameters,seed,split,target,target_margin,target_rank,top1,variant,width
wrong_rule,0b83467ea717bb82,affine,1,1,5,1;3,11,seen_parameter,2,-1.5865812301635742,4,0,sa_only,32
correct,0a6039270aa27025,affine,1,1,5,1;3,11,seen_parameter,1,-1.125511646270752,2,0,sa_only,32
none,0a6039270aa27025,affine,1,1,5,1;3,11,seen_parameter,1,-1.0092971324920654,4,0,sa_only,32
shuffled,0a6039270aa27025,affine,1,1,5,1;3,11,seen_parameter,1,-1.1238350868225098,2,0,sa_only,32
wrong_rule,0a6039270aa27025,affine,1,1,5,1;3,11,seen_parameter,1,-1.0110068321228027,2,0,sa_only,32
correct,8e83c3c04f7c57ac,affine,1,1,5,1;3,11,seen_parameter,0,-2.0857460498809814,8,0,sa_only,32
none,8e83c3c04f7c57ac,affine,1,1,5,1;3,11,seen_parameter,0,-1.4763929843902588,15,0,sa_only,32
shuffled,8e83c3c04f7c57ac,affine,1,1,5,1;3,11,seen_parameter,0,-2.041003704071045,8,0,sa_only,32
wrong_rule,8e83c3c04f7c57ac,affine,1,1,5,1;3,11,seen_parameter,0,-2.0296096801757812,8,0,sa_only,32
correct,106b9aac1cffd348,affine,1,1,5,1;3,11,seen_parameter,2,-1.6577420234680176,3,0,sa_only,32
none,106b9aac1cffd348,affine,1,1,5,1;3,11,seen_parameter,2,-1.4755620956420898,3,0,sa_only,32
shuffled,106b9aac1cffd348,affine,1,1,5,1;3,11,seen_parameter,2,-1.6072826385498047,3,0,sa_only,32
wrong_rule,106b9aac1cffd348,affine,1,1,5,1;3,11,seen_parameter,2,-1.5947623252868652,4,0,sa_only,32
correct,4bfbf525403e3cc1,affine,1,1,5,0;0,11,seen_parameter,0,-2.0791022777557373,10,0,sa_only,32
none,4bfbf525403e3cc1,affine,1,1,5,0;0,11,seen_parameter,0,-1.7374815940856934,16,0,sa_only,32
shuffled,4bfbf525403e3cc1,affine,1,1,5,0;0,11,seen_parameter,0,-2.0791022777557373,10,0,sa_only,32
wrong_rule,4bfbf525403e3cc1,affine,1,1,5,0;0,11,seen_parameter,0,-2.0508923530578613,10,0,sa_only,32
correct,6dfc3e8479674c15,affine,1,1,5,0;0,11,seen_parameter,0,1.5964627265930176,1,1,sa_only,32
none,6dfc3e8479674c15,affine,1,1,5,0;0,11,seen_parameter,0,1.1954922676086426,1,1,sa_only,32
shuffled,6dfc3e8479674c15,affine,1,1,5,0;0,11,seen_parameter,0,1.5964627265930176,1,1,sa_only,32
wrong_rule,6dfc3e8479674c15,affine,1,1,5,0;0,11,seen_parameter,0,1.496953010559082,1,1,sa_only,32
correct,684fa5ecbc46a076,affine,1,1,5,0;0,11,seen_parameter,0,-1.8910934925079346,9,0,sa_only,32
none,684fa5ecbc46a076,affine,1,1,5,0;0,11,seen_parameter,0,-1.4763929843902588,15,0,sa_only,32
shuffled,684fa5ecbc46a076,affine,1,1,5,0;0,11,seen_parameter,0,-1.8910934925079346,9,0,sa_only,32
wrong_rule,684fa5ecbc46a076,affine,1,1,5,0;0,11,seen_parameter,0,-1.828009843826294,9,0,sa_only,32
correct,ea0ef90aa4ea218a,affine,1,1,5,0;0,11,seen_parameter,0,-2.006934642791748,7,0,sa_only,32
none,ea0ef90aa4ea218a,affine,1,1,5,0;0,11,seen_parameter,0,-2.137338638305664,7,0,sa_only,32
shuffled,ea0ef90aa4ea218a,affine,1,1,5,0;0,11,seen_parameter,0,-2.006934642791748,7,0,sa_only,32
wrong_rule,ea0ef90aa4ea218a,affine,1,1,5,0;0,11,seen_parameter,0,-1.9693336486816406,7,0,sa_only,32
correct,6a1a90993fe2d017,affine,1,1,5,3;4,11,seen_parameter,0,-2.0010251998901367,8,0,sa_only,32
none,6a1a90993fe2d017,affine,1,1,5,3;4,11,seen_parameter,0,-1.4763929843902588,15,0,sa_only,32
shuffled,6a1a90993fe2d017,affine,1,1,5,3;4,11,seen_parameter,0,-1.8968415260314941,9,0,sa_only,32
wrong_rule,6a1a90993fe2d017,affine,1,1,5,3;4,11,seen_parameter,0,-2.0067105293273926,8,0,sa_only,32
correct,f92ec1b751d66b9a,affine,1,1,5,3;4,11,seen_parameter,0,-1.920027732849121,9,0,sa_only,32
none,f92ec1b751d66b9a,affine,1,1,5,3;4,11,seen_parameter,0,-1.4763929843902588,15,0,sa_only,32
shuffled,f92ec1b751d66b9a,affine,1,1,5,3;4,11,seen_parameter,0,-1.9697000980377197,9,0,sa_only,32
wrong_rule,f92ec1b751d66b9a,affine,1,1,5,3;4,11,seen_parameter,0,-1.8825531005859375,10,0,sa_only,32
correct,629b6999996f19e2,affine,1,1,5,3;4,11,seen_parameter,0,-1.9306645393371582,9,0,sa_only,32
none,629b6999996f19e2,affine,1,1,5,3;4,11,seen_parameter,0,-1.4763929843902588,15,0,sa_only,32
shuffled,629b6999996f19e2,affine,1,1,5,3;4,11,seen_parameter,0,-1.8751029968261719,9,0,sa_only,32
wrong_rule,629b6999996f19e2,affine,1,1,5,3;4,11,seen_parameter,0,-1.9346044063568115,9,0,sa_only,32
correct,30c2a5df410faac0,affine,1,1,5,3;4,11,seen_parameter,3,1.0100555419921875,1,1,sa_only,32
none,30c2a5df410faac0,affine,1,1,5,3;4,11,seen_parameter,3,0.690631628036499,1,1,sa_only,32
shuffled,30c2a5df410faac0,affine,1,1,5,3;4,11,seen_parameter,3,0.99700927734375,1,1,sa_only,32
wrong_rule,30c2a5df410faac0,affine,1,1,5,3;4,11,seen_parameter,3,1.1250743865966797,1,1,sa_only,32
correct,097a5e8106e54069,affine,1,1,5,3;0,11,seen_parameter,3,-3.1279096603393555,17,0,sa_only,32
none,097a5e8106e54069,affine,1,1,5,3;0,11,seen_parameter,3,-2.2136831283569336,16,0,sa_only,32
shuffled,097a5e8106e54069,affine,1,1,5,3;0,11,seen_parameter,3,-2.9965884685516357,13,0,sa_only,32
wrong_rule,097a5e8106e54069,affine,1,1,5,3;0,11,seen_parameter,3,-2.940974712371826,17,0,sa_only,32
correct,8a06e910de6ea461,affine,1,1,5,3;0,11,seen_parameter,2,-1.6187496185302734,3,0,sa_only,32
none,8a06e910de6ea461,affine,1,1,5,3;0,11,seen_parameter,2,-1.4755620956420898,3,0,sa_only,32
shuffled,8a06e910de6ea461,affine,1,1,5,3;0,11,seen_parameter,2,-1.6680235862731934,3,0,sa_only,32
wrong_rule,8a06e910de6ea461,affine,1,1,5,3;0,11,seen_parameter,2,-1.6456785202026367,3,0,sa_only,32
correct,47a703818b36de90,affine,1,1,5,3;0,11,seen_parameter,4,-2.148036241531372,9,0,sa_only,32
none,47a703818b36de90,affine,1,1,5,3;0,11,seen_parameter,4,-1.5553510189056396,9,0,sa_only,32
shuffled,47a703818b36de90,affine,1,1,5,3;0,11,seen_parameter,4,-2.159090757369995,9,0,sa_only,32
wrong_rule,47a703818b36de90,affine,1,1,5,3;0,11,seen_parameter,4,-2.1887869834899902,9,0,sa_only,32
correct,01b34ac7ffc237c5,affine,1,1,5,3;0,11,seen_parameter,1,-1.7737853527069092,7,0,sa_only,32
none,01b34ac7ffc237c5,affine,1,1,5,3;0,11,seen_parameter,1,-1.4202156066894531,13,0,sa_only,32
shuffled,01b34ac7ffc237c5,affine,1,1,5,3;0,11,seen_parameter,1,-1.810983419418335,7,0,sa_only,32
wrong_rule,01b34ac7ffc237c5,affine,1,1,5,3;0,11,seen_parameter,1,-1.9441828727722168,7,0,sa_only,32
correct,0f2a878890c8b7e7,affine,1,1,5,0;2,11,seen_parameter,2,-1.901585578918457,9,0,sa_only,32
none,0f2a878890c8b7e7,affine,1,1,5,0;2,11,seen_parameter,2,-1.378664255142212,7,0,sa_only,32
shuffled,0f2a878890c8b7e7,affine,1,1,5,0;2,11,seen_parameter,2,-1.901585578918457,9,0,sa_only,32
wrong_rule,0f2a878890c8b7e7,affine,1,1,5,0;2,11,seen_parameter,2,-2.276677131652832,6,0,sa_only,32
correct,22e5ff330f4c5e1f,affine,1,1,5,0;2,11,seen_parameter,2,-1.6842594146728516,2,0,sa_only,32
none,22e5ff330f4c5e1f,affine,1,1,5,0;2,11,seen_parameter,2,-1.1954922676086426,2,0,sa_only,32
shuffled,22e5ff330f4c5e1f,affine,1,1,5,0;2,11,seen_parameter,2,-1.6842594146728516,2,0,sa_only,32
wrong_rule,22e5ff330f4c5e1f,affine,1,1,5,0;2,11,seen_parameter,2,-1.914384365081787,2,0,sa_only,32
correct,7f4e9ab354363c65,affine,1,1,5,0;2,11,seen_parameter,2,-1.9479336738586426,9,0,sa_only,32
none,7f4e9ab354363c65,affine,1,1,5,0;2,11,seen_parameter,2,-1.378664255142212,7,0,sa_only,32
shuffled,7f4e9ab354363c65,affine,1,1,5,0;2,11,seen_parameter,2,-1.9479336738586426,9,0,sa_only,32
wrong_rule,7f4e9ab354363c65,affine,1,1,5,0;2,11,seen_parameter,2,-2.3351640701293945,6,0,sa_only,32
correct,a9d8e111aa9fdc60,affine,1,1,5,0;2,11,seen_parameter,2,1.121603012084961,1,1,sa_only,32
none,a9d8e111aa9fdc60,affine,1,1,5,0;2,11,seen_parameter,2,0.24338579177856445,1,1,sa_only,32
shuffled,a9d8e111aa9fdc60,affine,1,1,5,0;2,11,seen_parameter,2,1.121603012084961,1,1,sa_only,32
wrong_rule,a9d8e111aa9fdc60,affine,1,1,5,0;2,11,seen_parameter,2,1.4036979675292969,1,1,sa_only,32
correct,5818a2b214a12a43,affine,1,1,5,2;0,11,seen_parameter,1,-1.4020652770996094,2,0,sa_only,32
none,5818a2b214a12a43,affine,1,1,5,2;0,11,seen_parameter,1,-1.0092971324920654,4,0,sa_only,32
shuffled,5818a2b214a12a43,affine,1,1,5,2;0,11,seen_parameter,1,-1.3943662643432617,2,0,sa_only,32
wrong_rule,5818a2b214a12a43,affine,1,1,5,2;0,11,seen_parameter,1,-1.2212071418762207,2,0,sa_only,32
correct,dcc9f40c5a264e08,affine,1,1,5,2;0,11,seen_parameter,3,-2.2376484870910645,10,0,sa_only,32
none,dcc9f40c5a264e08,affine,1,1,5,2;0,11,seen_parameter,3,-2.221045970916748,9,0,sa_only,32
shuffled,dcc9f40c5a264e08,affine,1,1,5,2;0,11,seen_parameter,3,-2.1957955360412598,10,0,sa_only,32
wrong_rule,dcc9f40c5a264e08,affine,1,1,5,2;0,11,seen_parameter,3,-2.182436943054199,8,0,sa_only,32
correct,0279cf9b9e7454f2,affine,1,1,5,2;0,11,seen_parameter,2,-2.7526583671569824,12,0,sa_only,32
none,0279cf9b9e7454f2,affine,1,1,5,2;0,11,seen_parameter,2,-2.100433349609375,12,0,sa_only,32
shuffled,0279cf9b9e7454f2,affine,1,1,5,2;0,11,seen_parameter,2,-2.728015661239624,12,0,sa_only,32
wrong_rule,0279cf9b9e7454f2,affine,1,1,5,2;0,11,seen_parameter,2,-2.6648385524749756,12,0,sa_only,32
correct,bca52092a41c87fa,affine,1,1,5,2;0,11,seen_parameter,4,-2.157942056655884,15,0,sa_only,32
none,bca52092a41c87fa,affine,1,1,5,2;0,11,seen_parameter,4,-1.6034882068634033,17,0,sa_only,32
shuffled,bca52092a41c87fa,affine,1,1,5,2;0,11,seen_parameter,4,-2.1978445053100586,15,0,sa_only,32
wrong_rule,bca52092a41c87fa,affine,1,1,5,2;0,11,seen_parameter,4,-2.3644113540649414,15,0,sa_only,32
correct,8ffb95c14fafe166,affine,1,1,5,4;4,11,seen_parameter,3,-2.944209098815918,13,0,sa_only,32
none,8ffb95c14fafe166,affine,1,1,5,4;4,11,seen_parameter,3,-2.2136831283569336,16,0,sa_only,32
shuffled,8ffb95c14fafe166,affine,1,1,5,4;4,11,seen_parameter,3,-2.9880900382995605,14,0,sa_only,32
wrong_rule,8ffb95c14fafe166,affine,1,1,5,4;4,11,seen_parameter,3,-2.786263942718506,15,0,sa_only,32
correct,a162f83685a692f0,affine,1,1,5,4;4,11,seen_parameter,4,-2.4126522541046143,6,0,sa_only,32
none,a162f83685a692f0,affine,1,1,5,4;4,11,seen_parameter,4,-2.241368532180786,6,0,sa_only,32
shuffled,a162f83685a692f0,affine,1,1,5,4;4,11,seen_parameter,4,-2.4297127723693848,6,0,sa_only,32
wrong_rule,a162f83685a692f0,affine,1,1,5,4;4,11,seen_parameter,4,-2.5192787647247314,6,0,sa_only,32
correct,276f230dd776e7e3,affine,1,1,5,4;4,11,seen_parameter,2,1.0222787857055664,1,1,sa_only,32
none,276f230dd776e7e3,affine,1,1,5,4;4,11,seen_parameter,2,0.24338579177856445,1,1,sa_only,32
shuffled,276f230dd776e7e3,affine,1,1,5,4;4,11,seen_parameter,2,1.1101527214050293,1,1,sa_only,32
wrong_rule,276f230dd776e7e3,affine,1,1,5,4;4,11,seen_parameter,2,0.9444489479064941,1,1,sa_only,32
correct,de926e1e81b0540b,affine,1,1,5,4;4,11,seen_parameter,1,-1.1539397239685059,2,0,sa_only,32
none,de926e1e81b0540b,affine,1,1,5,4;4,11,seen_parameter,1,-1.0092971324920654,4,0,sa_only,32
shuffled,de926e1e81b0540b,affine,1,1,5,4;4,11,seen_parameter,1,-1.144439697265625,2,0,sa_only,32
wrong_rule,de926e1e81b0540b,affine,1,1,5,4;4,11,seen_parameter,1,-1.0192389488220215,2,0,sa_only,32
correct,bbc7f149e0355a38,affine,1,1,5,2;3,11,seen_parameter,1,-1.7615792751312256,5,0,sa_only,32
none,bbc7f149e0355a38,affine,1,1,5,2;3,11,seen_parameter,1,-2.0032873153686523,5,0,sa_only,32
shuffled,bbc7f149e0355a38,affine,1,1,5,2;3,11,seen_parameter,1,-1.7858591079711914,5,0,sa_only,32
wrong_rule,bbc7f149e0355a38,affine,1,1,5,2;3,11,seen_parameter,1,-1.769749641418457,5,0,sa_only,32
correct,b82ded9aefea8a3c,affine,1,1,5,2;3,11,seen_parameter,2,1.7516441345214844,1,1,sa_only,32
none,b82ded9aefea8a3c,affine,1,1,5,2;3,11,seen_parameter,2,0.24338579177856445,1,1,sa_only,32
shuffled,b82ded9aefea8a3c,affine,1,1,5,2;3,11,seen_parameter,2,1.4355878829956055,1,1,sa_only,32
wrong_rule,b82ded9aefea8a3c,affine,1,1,5,2;3,11,seen_parameter,2,1.3961286544799805,1,1,sa_only,32
correct,cf2bddfe7a29973e,affine,1,1,5,2;3,11,seen_parameter,1,-1.7103512287139893,5,0,sa_only,32
none,cf2bddfe7a29973e,affine,1,1,5,2;3,11,seen_parameter,1,-2.0032873153686523,5,0,sa_only,32
shuffled,cf2bddfe7a29973e,affine,1,1,5,2;3,11,seen_parameter,1,-1.753812551498413,4,0,sa_only,32
wrong_rule,cf2bddfe7a29973e,affine,1,1,5,2;3,11,seen_parameter,1,-1.8221898078918457,4,0,sa_only,32
correct,1a9f5071d92ea4a2,affine,1,1,5,2;3,11,seen_parameter,2,1.3691296577453613,1,1,sa_only,32
none,1a9f5071d92ea4a2,affine,1,1,5,2;3,11,seen_parameter,2,0.24338579177856445,1,1,sa_only,32
shuffled,1a9f5071d92ea4a2,affine,1,1,5,2;3,11,seen_parameter,2,1.7384388446807861,1,1,sa_only,32
wrong_rule,1a9f5071d92ea4a2,affine,1,1,5,2;3,11,seen_parameter,2,1.287989616394043,1,1,sa_only,32
correct,621c5e2ddbef69aa,affine,1,1,5,0;3,11,seen_parameter,3,-2.332744598388672,8,0,sa_only,32
none,621c5e2ddbef69aa,affine,1,1,5,0;3,11,seen_parameter,3,-2.221045970916748,9,0,sa_only,32
shuffled,621c5e2ddbef69aa,affine,1,1,5,0;3,11,seen_parameter,3,-2.332744598388672,8,0,sa_only,32
wrong_rule,621c5e2ddbef69aa,affine,1,1,5,0;3,11,seen_parameter,3,-2.450331449508667,8,0,sa_only,32
correct,feae1b24fbdb6825,affine,1,1,5,0;3,11,seen_parameter,3,-3.158392906188965,6,0,sa_only,32
none,feae1b24fbdb6825,affine,1,1,5,0;3,11,seen_parameter,3,-2.2509264945983887,7,0,sa_only,32
shuffled,feae1b24fbdb6825,affine,1,1,5,0;3,11,seen_parameter,3,-3.158392906188965,6,0,sa_only,32
wrong_rule,feae1b24fbdb6825,affine,1,1,5,0;3,11,seen_parameter,3,-2.7446932792663574,7,0,sa_only,32
correct,231f9ac712ffbbe0,affine,1,1,5,0;3,11,seen_parameter,3,-2.902621030807495,18,0,sa_only,32
none,231f9ac712ffbbe0,affine,1,1,5,0;3,11,seen_parameter,3,-2.0551199913024902,23,0,sa_only,32
shuffled,231f9ac712ffbbe0,affine,1,1,5,0;3,11,seen_parameter,3,-2.902621030807495,18,0,sa_only,32
wrong_rule,231f9ac712ffbbe0,affine,1,1,5,0;3,11,seen_parameter,3,-2.8607683181762695,18,0,sa_only,32
correct,db22c8f7beae632c,affine,1,1,5,0;3,11,seen_parameter,3,1.4854836463928223,1,1,sa_only,32
none,db22c8f7beae632c,affine,1,1,5,0;3,11,seen_parameter,3,0.690631628036499,1,1,sa_only,32
shuffled,db22c8f7beae632c,affine,1,1,5,0;3,11,seen_parameter,3,1.4854836463928223,1,1,sa_only,32
wrong_rule,db22c8f7beae632c,affine,1,1,5,0;3,11,seen_parameter,3,1.2340822219848633,1,1,sa_only,32
correct,8f5472ae0cc5d34c,affine,1,1,5,0;1,11,seen_parameter,1,1.4308156967163086,1,1,sa_only,32
none,8f5472ae0cc5d34c,affine,1,1,5,0;1,11,seen_parameter,1,1.142787218093872,1,1,sa_only,32
shuffled,8f5472ae0cc5d34c,affine,1,1,5,0;1,11,seen_parameter,1,1.4308156967163086,1,1,sa_only,32
wrong_rule,8f5472ae0cc5d34c,affine,1,1,5,0;1,11,seen_parameter,1,1.4625964164733887,1,1,sa_only,32
correct,6349e3a3aa1a4fc2,affine,1,1,5,0;1,11,seen_parameter,1,-1.7450199127197266,5,0,sa_only,32
none,6349e3a3aa1a4fc2,affine,1,1,5,0;1,11,seen_parameter,1,-2.0032873153686523,5,0,sa_only,32
shuffled,6349e3a3aa1a4fc2,affine,1,1,5,0;1,11,seen_parameter,1,-1.7450199127197266,5,0,sa_only,32
wrong_rule,6349e3a3aa1a4fc2,affine,1,1,5,0;1,11,seen_parameter,1,-1.8024439811706543,5,0,sa_only,32
correct,3ec051b5fc88e921,affine,1,1,5,0;1,11,seen_parameter,1,-1.6175618171691895,5,0,sa_only,32
none,3ec051b5fc88e921,affine,1,1,5,0;1,11,seen_parameter,1,-2.0032873153686523,5,0,sa_only,32
shuffled,3ec051b5fc88e921,affine,1,1,5,0;1,11,seen_parameter,1,-1.6175618171691895,5,0,sa_only,32
wrong_rule,3ec051b5fc88e921,affine,1,1,5,0;1,11,seen_parameter,1,-1.6632115840911865,5,0,sa_only,32
correct,91c68665e5903718,affine,1,1,5,0;1,11,seen_parameter,1,-1.7114078998565674,5,0,sa_only,32
none,91c68665e5903718,affine,1,1,5,0;1,11,seen_parameter,1,-2.0032873153686523,5,0,sa_only,32
shuffled,91c68665e5903718,affine,1,1,5,0;1,11,seen_parameter,1,-1.7114078998565674,5,0,sa_only,32
wrong_rule,91c68665e5903718,affine,1,1,5,0;1,11,seen_parameter,1,-1.7669062614440918,5,0,sa_only,32
correct,055bb37d3ea9b102,affine,1,1,5,2;4,11,seen_parameter,1,1.5785408020019531,1,1,sa_only,32
none,055bb37d3ea9b102,affine,1,1,5,2;4,11,seen_parameter,1,1.142787218093872,1,1,sa_only,32
shuffled,055bb37d3ea9b102,affine,1,1,5,2;4,11,seen_parameter,1,1.6323165893554688,1,1,sa_only,32
wrong_rule,055bb37d3ea9b102,affine,1,1,5,2;4,11,seen_parameter,1,1.6796026229858398,1,1,sa_only,32
correct,68660bf712472011,affine,1,1,5,2;4,11,seen_parameter,1,1.7931013107299805,1,1,sa_only,32
none,68660bf712472011,affine,1,1,5,2;4,11,seen_parameter,1,1.142787218093872,1,1,sa_only,32
shuffled,68660bf712472011,affine,1,1,5,2;4,11,seen_parameter,1,1.8097500801086426,1,1,sa_only,32
wrong_rule,68660bf712472011,affine,1,1,5,2;4,11,seen_parameter,1,1.7493319511413574,1,1,sa_only,32
correct,50b3f188c7da29d2,affine,1,1,5,2;4,11,seen_parameter,3,-2.5161983966827393,19,0,sa_only,32
none,50b3f188c7da29d2,affine,1,1,5,2;4,11,seen_parameter,3,-2.0551199913024902,23,0,sa_only,32
shuffled,50b3f188c7da29d2,affine,1,1,5,2;4,11,seen_parameter,3,-2.4747791290283203,19,0,sa_only,32
wrong_rule,50b3f188c7da29d2,affine,1,1,5,2;4,11,seen_parameter,3,-2.4385197162628174,19,0,sa_only,32
correct,2b555afe9bb1ed81,affine,1,1,5,2;4,11,seen_parameter,0,-2.0394983291625977,12,0,sa_only,32
none,2b555afe9bb1ed81,affine,1,1,5,2;4,11,seen_parameter,0,-1.7374815940856934,16,0,sa_only,32
shuffled,2b555afe9bb1ed81,affine,1,1,5,2;4,11,seen_parameter,0,-2.0196785926818848,12,0,sa_only,32
wrong_rule,2b555afe9bb1ed81,affine,1,1,5,2;4,11,seen_parameter,0,-2.173015594482422,10,0,sa_only,32
correct,3ef1ff236c554411,affine,1,1,5,1;2,11,seen_parameter,0,-2.051178455352783,10,0,sa_only,32
none,3ef1ff236c554411,affine,1,1,5,1;2,11,seen_parameter,0,-1.7374815940856934,16,0,sa_only,32
shuffled,3ef1ff236c554411,affine,1,1,5,1;2,11,seen_parameter,0,-2.0502915382385254,10,0,sa_only,32
wrong_rule,3ef1ff236c554411,affine,1,1,5,1;2,11,seen_parameter,0,-2.1806905269622803,10,0,sa_only,32
correct,9d7ad9f0c41f2c8a,affine,1,1,5,1;2,11,seen_parameter,4,-2.355281114578247,15,0,sa_only,32
none,9d7ad9f0c41f2c8a,affine,1,1,5,1;2,11,seen_parameter,4,-1.6034882068634033,17,0,sa_only,32
shuffled,9d7ad9f0c41f2c8a,affine,1,1,5,1;2,11,seen_parameter,4,-2.389765739440918,15,0,sa_only,32
wrong_rule,9d7ad9f0c41f2c8a,affine,1,1,5,1;2,11,seen_parameter,4,-2.544581651687622,15,0,sa_only,32
correct,ebbcf702104cf1a1,affine,1,1,5,1;2,11,seen_parameter,4,-2.1865320205688477,15,0,sa_only,32
none,ebbcf702104cf1a1,affine,1,1,5,1;2,11,seen_parameter,4,-1.6034882068634033,17,0,sa_only,32
shuffled,ebbcf702104cf1a1,affine,1,1,5,1;2,11,seen_parameter,4,-2.3342087268829346,15,0,sa_only,32
wrong_rule,ebbcf702104cf1a1,affine,1,1,5,1;2,11,seen_parameter,4,-2.410633087158203,15,0,sa_only,32
correct,25f90885ec44299f,affine,1,1,5,1;2,11,seen_parameter,2,-1.539773941040039,2,0,sa_only,32
none,25f90885ec44299f,affine,1,1,5,1;2,11,seen_parameter,2,-1.1954922676086426,2,0,sa_only,32
shuffled,25f90885ec44299f,affine,1,1,5,1;2,11,seen_parameter,2,-1.723465919494629,3,0,sa_only,32
wrong_rule,25f90885ec44299f,affine,1,1,5,1;2,11,seen_parameter,2,-1.5684113502502441,2,0,sa_only,32
correct,1b76f6e0935b2f79,affine,1,1,5,4;3,11,seen_parameter,4,0.8724794387817383,1,1,sa_only,32
none,1b76f6e0935b2f79,affine,1,1,5,4;3,11,seen_parameter,4,0.9699883460998535,1,1,sa_only,32
shuffled,1b76f6e0935b2f79,affine,1,1,5,4;3,11,seen_parameter,4,0.9030728340148926,1,1,sa_only,32
wrong_rule,1b76f6e0935b2f79,affine,1,1,5,4;3,11,seen_parameter,4,0.9662899971008301,1,1,sa_only,32
correct,f4ed5abb5004e036,affine,1,1,5,4;3,11,seen_parameter,2,-2.6100735664367676,12,0,sa_only,32
none,f4ed5abb5004e036,affine,1,1,5,4;3,11,seen_parameter,2,-2.100433349609375,12,0,sa_only,32
shuffled,f4ed5abb5004e036,affine,1,1,5,4;3,11,seen_parameter,2,-2.623317003250122,12,0,sa_only,32
wrong_rule,f4ed5abb5004e036,affine,1,1,5,4;3,11,seen_parameter,2,-2.539896249771118,12,0,sa_only,32
correct,a3c291a1457b05da,affine,1,1,5,4;3,11,seen_parameter,1,-1.805102825164795,7,0,sa_only,32
none,a3c291a1457b05da,affine,1,1,5,4;3,11,seen_parameter,1,-1.4202156066894531,13,0,sa_only,32
shuffled,a3c291a1457b05da,affine,1,1,5,4;3,11,seen_parameter,1,-1.9216432571411133,7,0,sa_only,32
wrong_rule,a3c291a1457b05da,affine,1,1,5,4;3,11,seen_parameter,1,-1.993360996246338,7,0,sa_only,32
correct,3678efc95049a0c7,affine,1,1,5,4;3,11,seen_parameter,3,-2.5400383472442627,8,0,sa_only,32
none,3678efc95049a0c7,affine,1,1,5,4;3,11,seen_parameter,3,-2.2509264945983887,7,0,sa_only,32
shuffled,3678efc95049a0c7,affine,1,1,5,4;3,11,seen_parameter,3,-2.5174059867858887,8,0,sa_only,32
wrong_rule,3678efc95049a0c7,affine,1,1,5,4;3,11,seen_parameter,3,-2.568086862564087,8,0,sa_only,32
correct,5dbbb2b88b6dd893,affine,1,1,5,2;1,11,seen_parameter,2,-1.980910301208496,9,0,sa_only,32
none,5dbbb2b88b6dd893,affine,1,1,5,2;1,11,seen_parameter,2,-1.378664255142212,7,0,sa_only,32
shuffled,5dbbb2b88b6dd893,affine,1,1,5,2;1,11,seen_parameter,2,-1.962547779083252,9,0,sa_only,32
wrong_rule,5dbbb2b88b6dd893,affine,1,1,5,2;1,11,seen_parameter,2,-1.9508991241455078,9,0,sa_only,32
correct,25f2b2443a5c3d44,affine,1,1,5,2;1,11,seen_parameter,0,-1.9999892711639404,8,0,sa_only,32
none,25f2b2443a5c3d44,affine,1,1,5,2;1,11,seen_parameter,0,-1.4763929843902588,15,0,sa_only,32
shuffled,25f2b2443a5c3d44,affine,1,1,5,2;1,11,seen_parameter,0,-2.048053741455078,8,0,sa_only,32
wrong_rule,25f2b2443a5c3d44,affine,1,1,5,2;1,11,seen_parameter,0,-1.926548719406128,9,0,sa_only,32
correct,d34fdf62349cb89d,affine,1,1,5,2;1,11,seen_parameter,3,-2.550449848175049,15,0,sa_only,32
none,d34fdf62349cb89d,affine,1,1,5,2;1,11,seen_parameter,3,-2.2136831283569336,16,0,sa_only,32
shuffled,d34fdf62349cb89d,affine,1,1,5,2;1,11,seen_parameter,3,-2.5392653942108154,16,0,sa_only,32
wrong_rule,d34fdf62349cb89d,affine,1,1,5,2;1,11,seen_parameter,3,-2.7650060653686523,14,0,sa_only,32
correct,d33c93c111881040,affine,1,1,5,2;1,11,seen_parameter,2,-1.8605222702026367,8,0,sa_only,32
none,d33c93c111881040,affine,1,1,5,2;1,11,seen_parameter,2,-1.378664255142212,7,0,sa_only,32
shuffled,d33c93c111881040,affine,1,1,5,2;1,11,seen_parameter,2,-1.8881778717041016,8,0,sa_only,32
wrong_rule,d33c93c111881040,affine,1,1,5,2;1,11,seen_parameter,2,-1.8419079780578613,8,0,sa_only,32
correct,4b1ed6305ce73423,successor,1,1,7,,11,seen_parameter,4,-1.1857521533966064,7,0,sa_only,32
none,4b1ed6305ce73423,successor,1,1,7,,11,seen_parameter,4,-1.1331427097320557,7,0,sa_only,32
shuffled,4b1ed6305ce73423,successor,1,1,7,,11,seen_parameter,4,-1.1836769580841064,7,0,sa_only,32
wrong_rule,4b1ed6305ce73423,successor,1,1,7,,11,seen_parameter,4,-1.1830189228057861,7,0,sa_only,32
correct,fea4a310bd5326b9,successor,1,1,7,,11,seen_parameter,0,-0.9077854156494141,7,0,sa_only,32
none,fea4a310bd5326b9,successor,1,1,7,,11,seen_parameter,0,-0.9071946144104004,7,0,sa_only,32
shuffled,fea4a310bd5326b9,successor,1,1,7,,11,seen_parameter,0,-0.9087619781494141,7,0,sa_only,32
wrong_rule,fea4a310bd5326b9,successor,1,1,7,,11,seen_parameter,0,-0.9075169563293457,7,0,sa_only,32
