accuracy_delta,component,example_id,js_damage,layer,margin_delta,mode,model_depth,model_seed,predicate,stage,status
0,ff,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,0.0010726312175393105,0,-2.5294790267944336,zero,8,11,isAncestor,s1,
0,sa,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,2.5891508812492248e-06,1,-0.1627206802368164,zero,8,11,isAncestor,s1,
0,ff,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,8.068022907536943e-07,1,0.13085556030273438,zero,8,11,isAncestor,s1,
0,sa,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,3.033312168554403e-06,2,0.17781639099121094,zero,8,11,isAncestor,s1,
0,ff,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,4.271692887414247e-06,2,0.46967029571533203,zero,8,11,isAncestor,s1,
0,sa,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,1.9912895368179306e-05,3,1.0666522979736328,zero,8,11,isAncestor,s1,
0,ff,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,4.1907787817763165e-06,3,0.46560192108154297,zero,8,11,isAncestor,s1,
0,sa,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,7.11003303877078e-06,4,0.4954977035522461,zero,8,11,isAncestor,s1,
0,ff,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,1.988708390854299e-06,4,0.28582096099853516,zero,8,11,isAncestor,s1,
0,sa,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,7.527526577177923e-06,5,0.4483518600463867,zero,8,11,isAncestor,s1,
0,ff,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,1.6321396287821699e-06,5,0.27199745178222656,zero,8,11,isAncestor,s1,
0,sa,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,1.3941111319581978e-05,6,0.9122533798217773,zero,8,11,isAncestor,s1,
0,ff,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,4.898472070635762e-06,6,0.4288511276245117,zero,8,11,isAncestor,s1,
0,sa,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,2.034712815657258e-05,7,1.205556869506836,zero,8,11,isAncestor,s1,
0,ff,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,2.6448688004165888e-06,7,0.3519878387451172,zero,8,11,isAncestor,s1,
-1,sa,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,0.6686275601387024,0,-13.129045009613037,zero,8,11,isAncestor,s1,
0,ff,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,0.00027875733212567866,0,-2.8101634979248047,zero,8,11,isAncestor,s1,
0,sa,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,6.353118919832923e-07,1,-0.16339492797851562,zero,8,11,isAncestor,s1,
0,ff,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,4.976600394002162e-07,1,0.28069496154785156,zero,8,11,isAncestor,s1,
0,sa,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,2.719658823480131e-06,2,0.8973941802978516,zero,8,11,isAncestor,s1,
0,ff,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,1.2360885648377007e-06,2,0.4847831726074219,zero,8,11,isAncestor,s1,
0,sa,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,4.774418812303338e-06,3,1.1777143478393555,zero,8,11,isAncestor,s1,
0,ff,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,7.574974461022066e-07,3,0.3757152557373047,zero,8,11,isAncestor,s1,
0,sa,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,3.2536172511754557e-06,4,0.91943359375,zero,8,11,isAncestor,s1,
0,ff,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,3.961325774071156e-07,4,0.1553936004638672,zero,8,11,isAncestor,s1,
0,sa,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,2.597164893813897e-06,5,0.6805448532104492,zero,8,11,isAncestor,s1,
0,ff,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,2.922157591456198e-07,5,0.21644020080566406,zero,8,11,isAncestor,s1,
0,sa,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,3.745087497009081e-06,6,1.0202760696411133,zero,8,11,isAncestor,s1,
0,ff,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,1.1116414952994091e-06,6,0.43009471893310547,zero,8,11,isAncestor,s1,
0,sa,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,6.458969892264577e-06,7,1.6401300430297852,zero,8,11,isAncestor,s1,
0,ff,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,6.517300334962783e-07,7,0.3274574279785156,zero,8,11,isAncestor,s1,
-1,sa,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree211:i0,0.6473668813705444,0,-15.593176364898682,zero,8,11,isAncestor,s1,
0,ff,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree211:i0,0.00026728573720902205,0,-4.199522972106934,zero,8,11,isAncestor,s1,
0,sa,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree211:i0,4.6163415845512645e-07,1,-0.4165983200073242,zero,8,11,isAncestor,s1,
0,ff,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree211:i0,1.5953074239405396e-07,1,0.3089141845703125,zero,8,11,isAncestor,s1,
0,sa,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree211:i0,1.3577282231835852e-07,2,0.17192649841308594,zero,8,11,isAncestor,s1,
0,ff,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree211:i0,2.709478792439768e-07,2,0.6029672622680664,zero,8,11,isAncestor,s1,
0,sa,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree211:i0,1.2422420923030586e-06,3,1.2829914093017578,zero,8,11,isAncestor,s1,
0,ff,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree211:i0,2.564678425187594e-07,3,0.5754480361938477,zero,8,11,isAncestor,s1,
0,sa,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree211:i0,5.753472009928373e-07,4,0.6786117553710938,zero,8,11,isAncestor,s1,
0,ff,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree211:i0,1.1518579867697554e-07,4,0.3407316207885742,zero,8,11,isAncestor,s1,
0,sa,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree211:i0,6.423391596399597e-07,5,0.7083120346069336,zero,8,11,isAncestor,s1,
0,ff,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree211:i0,8.113042326840514e-08,5,0.2967262268066406,zero,8,11,isAncestor,s1,
0,sa,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree211:i0,8.869638463693263e-07,6,1.2072505950927734,zero,8,11,isAncestor,s1,
0,ff,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree211:i0,2.896305772992491e-07,6,0.5256690979003906,zero,8,11,isAncestor,s1,
0,sa,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree211:i0,1.391216983392951e-06,7,1.6689834594726562,zero,8,11,isAncestor,s1,
0,ff,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree211:i0,1.7473814750701422e-07,7,0.42107105255126953,zero,8,11,isAncestor,s1,
-1,sa,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,0.6854065656661987,0,-10.509758710861206,zero,8,11,isAncestor,s1,
0,ff,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,0.00015408973558805883,0,1.382899284362793,zero,8,11,isAncestor,s1,
0,sa,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,2.244024653919041e-05,1,0.44567298889160156,zero,8,11,isAncestor,s1,
0,ff,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,3.891588858095929e-05,1,0.6715288162231445,zero,8,11,isAncestor,s1,
0,sa,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,4.4773951231036335e-05,2,0.7099208831787109,zero,8,11,isAncestor,s1,
0,ff,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,2.1284824470058084e-05,2,0.46278858184814453,zero,8,11,isAncestor,s1,
0,sa,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,0.00011164456373080611,3,1.2716388702392578,zero,8,11,isAncestor,s1,
0,ff,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,1.9297614926472306e-05,3,0.4391822814941406,zero,8,11,isAncestor,s1,
0,sa,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,9.942064934875816e-05,4,1.1942853927612305,zero,8,11,isAncestor,s1,
0,ff,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,1.4676530554424971e-05,4,0.37122440338134766,zero,8,11,isAncestor,s1,
0,sa,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,0.00011349084525136277,5,1.3182897567749023,zero,8,11,isAncestor,s1,
0,ff,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,9.929404768627137e-06,5,0.3022270202636719,zero,8,11,isAncestor,s1,
0,sa,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,4.540237569017336e-05,6,0.6855630874633789,zero,8,11,isAncestor,s1,
0,ff,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,3.8671532820444554e-05,6,0.6474514007568359,zero,8,11,isAncestor,s1,
0,sa,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,7.067642582114786e-05,7,0.9068241119384766,zero,8,11,isAncestor,s1,
0,ff,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,1.0847143130376935e-05,7,0.3046131134033203,zero,8,11,isAncestor,s1,
0,sa,test:isAncestor:D24:d4:b2:N4:t1:paligned:tree307:i1,0.6770307421684265,0,-1.515554428100586,zero,8,11,isAncestor,s1,
0,ff,test:isAncestor:D24:d4:b2:N4:t1:paligned:tree307:i1,0.12799912691116333,0,2.871530532836914,zero,8,11,isAncestor,s1,
0,sa,test:isAncestor:D24:d4:b2:N4:t1:paligned:tree307:i1,0.00031159771606326103,1,0.22003746032714844,zero,8,11,isAncestor,s1,
0,ff,test:isAncestor:D24:d4:b2:N4:t1:paligned:tree307:i1,0.0005658403970301151,1,0.30103111267089844,zero,8,11,isAncestor,s1,
0,sa,test:isAncestor:D24:d4:b2:N4:t1:paligned:tree307:i1,0.00014460633974522352,2,0.15412330627441406,zero,8,11,isAncestor,s1,
0,ff,test:isAncestor:D24:d4:b2:N4:t1:paligned:tree307:i1,4.878069739788771e-05,2,0.09013557434082031,zero,8,11,isAncestor,s1,
0,sa,test:isAncestor:D24:d4:b2:N4:t1:paligned:tree307:i1,4.875444574281573e-05,3,-0.06743621826171875,zero,8,11,isAncestor,s1,
0,ff,test:isAncestor:D24:d4:b2:N4:t1:paligned:tree307:i1,1.8796301446855068e-05,3,0.05403327941894531,zero,8,11,isAncestor,s1,
0,sa,test:isAncestor:D24:d4:b2:N4:t1:paligned:tree307:i1,0.00042337505146861076,4,0.2597770690917969,zero,8,11,isAncestor,s1,
0,ff,test:isAncestor:D24:d4:b2:N4:t1:paligned:tree307:i1,1.3229146134108305e-05,4,0.04544639587402344,zero,8,11,isAncestor,s1,
0,sa,test:isAncestor:D24:d4:b2:N4:t1:paligned:tree307:i1,0.0003700857050716877,5,0.2427997589111328,zero,8,11,isAncestor,s1,
0,ff,test:isAncestor:D24:d4:b2:N4:t1:paligned:tree307:i1,1.4801102224737406e-05,5,0.04977226257324219,zero,8,11,isAncestor,s1,
0,sa,test:isAncestor:D24:d4:b2:N4:t1:paligned:tree307:i1,0.00045951665379107,6,-0.3054695129394531,zero,8,11,isAncestor,s1,
0,ff,test:isAncestor:D24:d4:b2:N4:t1:paligned:tree307:i1,1.612628693692386e-05,6,0.04385566711425781,zero,8,11,isAncestor,s1,
0,sa,test:isAncestor:D24:d4:b2:N4:t1:paligned:tree307:i1,0.0006172230932861567,7,-0.3573722839355469,zero,8,11,isAncestor,s1,
0,ff,test:isAncestor:D24:d4:b2:N4:t1:paligned:tree307:i1,2.2645748686045408e-05,7,-0.06100654602050781,zero,8,11,isAncestor,s1,
-1,sa,test:isAncestor:D32:d3:b2:N4:t2:paligned:tree211:i2,0.6741032600402832,0,-15.861221313476562,zero,8,11,isAncestor,s1,
0,ff,test:isAncestor:D32:d3:b2:N4:t2:paligned:tree211:i2,9.341818804387003e-05,0,-3.8117198944091797,zero,8,11,isAncestor,s1,
0,sa,test:isAncestor:D32:d3:b2:N4:t2:paligned:tree211:i2,5.86694227422413e-07,1,-0.46326160430908203,zero,8,11,isAncestor,s1,
0,ff,test:isAncestor:D32:d3:b2:N4:t2:paligned:tree211:i2,4.48344394499145e-07,1,0.8149833679199219,zero,8,11,isAncestor,s1,
0,sa,test:isAncestor:D32:d3:b2:N4:t2:paligned:tree211:i2,1.204889770178852e-07,2,-0.46282958984375,zero,8,11,isAncestor,s1,
0,ff,test:isAncestor:D32:d3:b2:N4:t2:paligned:tree211:i2,4.557333568300237e-07,2,0.7910976409912109,zero,8,11,isAncestor,s1,
0,sa,test:isAncestor:D32:d3:b2:N4:t2:paligned:tree211:i2,9.816910733206896e-07,3,1.4314956665039062,zero,8,11,isAncestor,s1,
0,ff,test:isAncestor:D32:d3:b2:N4:t2:paligned:tree211:i2,2.7485671694194025e-07,3,0.5845108032226562,zero,8,11,isAncestor,s1,
0,sa,test:isAncestor:D32:d3:b2:N4:t2:paligned:tree211:i2,6.276688964135246e-07,4,1.0219659805297852,zero,8,11,isAncestor,s1,
0,ff,test:isAncestor:D32:d3:b2:N4:t2:paligned:tree211:i2,1.2028037588152074e-07,4,0.2264232635498047,zero,8,11,isAncestor,s1,
0,sa,test:isAncestor:D32:d3:b2:N4:t2:paligned:tree211:i2,6.90083311383205e-07,5,0.9781618118286133,zero,8,11,isAncestor,s1,
0,ff,test:isAncestor:D32:d3:b2:N4:t2:paligned:tree211:i2,1.1015262657565472e-07,5,0.35802650451660156,zero,8,11,isAncestor,s1,
0,sa,test:isAncestor:D32:d3:b2:N4:t2:paligned:tree211:i2,7.994385669007897e-07,6,1.2455015182495117,zero,8,11,isAncestor,s1,
0,ff,test:isAncestor:D32:d3:b2:N4:t2:paligned:tree211:i2,3.0026396302673675e-07,6,0.5708074569702148,zero,8,11,isAncestor,s1,
0,sa,test:isAncestor:D32:d3:b2:N4:t2:paligned:tree211:i2,1.3384686781137134e-06,7,1.8970298767089844,zero,8,11,isAncestor,s1,
0,ff,test:isAncestor:D32:d3:b2:N4:t2:paligned:tree211:i2,1.8204192997473e-07,7,0.4124898910522461,zero,8,11,isAncestor,s1,
-1,sa,test:isAncestor:D8:d3:b2:N4:t2:paligned:tree101:i10002,0.6733741164207458,0,-13.583435535430908,zero,8,11,isAncestor,s1,
0,ff,test:isAncestor:D8:d3:b2:N4:t2:paligned:tree101:i10002,0.0004442199715413153,0,-3.2803726196289062,zero,8,11,isAncestor,s1,
0,sa,test:isAncestor:D8:d3:b2:N4:t2:paligned:tree101:i10002,1.3793644484394463e-06,1,-0.014528274536132812,zero,8,11,isAncestor,s1,
0,ff,test:isAncestor:D8:d3:b2:N4:t2:paligned:tree101:i10002,1.505587533756625e-06,1,0.37334442138671875,zero,8,11,isAncestor,s1,
0,sa,test:isAncestor:D8:d3:b2:N4:t2:paligned:tree101:i10002,2.3377567686111433e-06,2,0.6301908493041992,zero,8,11,isAncestor,s1,
0,ff,test:isAncestor:D8:d3:b2:N4:t2:paligned:tree101:i10002,1.2503653579187812e-06,2,0.44684600830078125,zero,8,11,isAncestor,s1,
0,sa,test:isAncestor:D8:d3:b2:N4:t2:paligned:tree101:i10002,7.149597877287306e-06,3,1.0867738723754883,zero,8,11,isAncestor,s1,
0,ff,test:isAncestor:D8:d3:b2:N4:t2:paligned:tree101:i10002,1.3738520010520006e-06,3,0.44774341583251953,zero,8,11,isAncestor,s1,
0,sa,test:isAncestor:D8:d3:b2:N4:t2:paligned:tree101:i10002,4.358776095614303e-06,4,0.8233623504638672,zero,8,11,isAncestor,s1,
0,ff,test:isAncestor:D8:d3:b2:N4:t2:paligned:tree101:i10002,5.872320798516739e-07,4,0.26419544219970703,zero,8,11,isAncestor,s1,
0,sa,test:isAncestor:D8:d3:b2:N4:t2:paligned:tree101:i10002,3.168287094013067e-06,5,0.7244396209716797,zero,8,11,isAncestor,s1,
0,ff,test:isAncestor:D8:d3:b2:N4:t2:paligned:tree101:i10002,5.012120709579904e-07,5,0.2785520553588867,zero,8,11,isAncestor,s1,
0,sa,test:isAncestor:D8:d3:b2:N4:t2:paligned:tree101:i10002,4.238910150888842e-06,6,0.9304599761962891,zero,8,11,isAncestor,s1,
0,ff,test:isAncestor:D8:d3:b2:N4:t2:paligned:tree101:i10002,1.5366426850960124e-06,6,0.4335365295410156,zero,8,11,isAncestor,s1,
0,sa,test:isAncestor:D8:d3:b2:N4:t2:paligned:tree101:i10002,7.792548785801046e-06,7,1.4419403076171875,zero,8,11,isAncestor,s1,
0,ff,test:isAncestor:D8:d3:b2:N4:t2:paligned:tree101:i10002,9.303721526521258e-07,7,0.35926342010498047,zero,8,11,isAncestor,s1,
-1,sa,test:isAncestor:D8:d3:b2:N64:t3:paligned:tree307:i20003,0.6820473074913025,0,-11.8369140625,zero,8,11,isAncestor,s1,
0,ff,test:isAncestor:D8:d3:b2:N64:t3:paligned:tree307:i20003,0.00022739589621778578,0,1.1069135665893555,zero,8,11,isAncestor,s1,
0,sa,test:isAncestor:D8:d3:b2:N64:t3:paligned:tree307:i20003,1.6487063476233743e-05,1,0.3526153564453125,zero,8,11,isAncestor,s1,
0,ff,test:isAncestor:D8:d3:b2:N64:t3:paligned:tree307:i20003,2.064102591248229e-05,1,0.6080083847045898,zero,8,11,isAncestor,s1,
0,sa,test:isAncestor:D8:d3:b2:N64:t3:paligned:tree307:i20003,1.6118192434078082e-05,2,0.23886680603027344,zero,8,11,isAncestor,s1,
0,ff,test:isAncestor:D8:d3:b2:N64:t3:paligned:tree307:i20003,2.3015585611574352e-05,2,0.6049880981445312,zero,8,11,isAncestor,s1,
0,sa,test:isAncestor:D8:d3:b2:N64:t3:paligned:tree307:i20003,3.2449774153064936e-05,3,0.5065536499023438,zero,8,11,isAncestor,s1,
0,ff,test:isAncestor:D8:d3:b2:N64:t3:paligned:tree307:i20003,1.6001467884052545e-05,3,0.4782123565673828,zero,8,11,isAncestor,s1,
0,sa,test:isAncestor:D8:d3:b2:N64:t3:paligned:tree307:i20003,7.967517012730241e-05,4,1.2232589721679688,zero,8,11,isAncestor,s1,
0,ff,test:isAncestor:D8:d3:b2:N64:t3:paligned:tree307:i20003,1.1320054909447208e-05,4,0.3827238082885742,zero,8,11,isAncestor,s1,
0,sa,test:isAncestor:D8:d3:b2:N64:t3:paligned:tree307:i20003,7.864420331316069e-05,5,1.2049846649169922,zero,8,11,isAncestor,s1,
0,ff,test:isAncestor:D8:d3:b2:N64:t3:paligned:tree307:i20003,8.217026334023103e-06,5,0.31990718841552734,zero,8,11,isAncestor,s1,
0,sa,test:isAncestor:D8:d3:b2:N64:t3:paligned:tree307:i20003,4.30399231845513e-05,6,0.7380914688110352,zero,8,11,isAncestor,s1,
0,ff,test:isAncestor:D8:d3:b2:N64:t3:paligned:tree307:i20003,3.318893868708983e-05,6,0.7100744247436523,zero,8,11,isAncestor,s1,
0,sa,test:isAncestor:D8:d3:b2:N64:t3:paligned:tree307:i20003,6.609825504710898e-05,7,0.9916934967041016,zero,8,11,isAncestor,s1,
0,ff,test:isAncestor:D8:d3:b2:N64:t3:paligned:tree307:i20003,9.154111467069015e-06,7,0.31202030181884766,zero,8,11,isAncestor,s1,
0,sa,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,1.4810110769758467e-05,0,1.2411108016967773,mean,8,11,isAncestor,s1,
0,sa,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,1.0368261428084224e-05,0,-0.6094579696655273,mean,8,11,isAncestor,s1,
0,sa,test:isAncestor:D8:d3:b2:N4:t2:paligned:tree101:i10002,6.026148184901103e-06,0,-0.4249124526977539,mean,8,11,isAncestor,s1,
0,ff,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,3.0835408324492164e-06,0,0.5657796859741211,mean,8,11,isAncestor,s1,
0,ff,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,1.6612753483968845e-07,0,0.11548042297363281,mean,8,11,isAncestor,s1,
0,ff,test:isAncestor:D8:d3:b2:N4:t2:paligned:tree101:i10002,8.861823062034091e-07,0,-0.30647850036621094,mean,8,11,isAncestor,s1,
0,sa,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,3.122571570202126e-07,1,-0.11527252197265625,mean,8,11,isAncestor,s1,
0,sa,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,1.282912194255914e-07,1,-0.05483818054199219,mean,8,11,isAncestor,s1,
0,sa,test:isAncestor:D8:d3:b2:N4:t2:paligned:tree101:i10002,9.641703400120605e-07,1,-0.14514446258544922,mean,8,11,isAncestor,s1,
0,ff,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,8.99736960491282e-08,1,0.08581924438476562,mean,8,11,isAncestor,s1,
0,ff,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,1.7195880275266973e-08,1,0.017589569091796875,mean,8,11,isAncestor,s1,
0,ff,test:isAncestor:D8:d3:b2:N4:t2:paligned:tree101:i10002,2.9396609591003653e-09,1,-0.0044841766357421875,mean,8,11,isAncestor,s1,
0,sa,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,9.285058695240878e-07,2,-0.19431781768798828,mean,8,11,isAncestor,s1,
0,sa,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,2.65146127276239e-07,2,0.2671337127685547,mean,8,11,isAncestor,s1,
0,sa,test:isAncestor:D8:d3:b2:N4:t2:paligned:tree101:i10002,1.5316368262574542e-07,2,0.16166210174560547,mean,8,11,isAncestor,s1,
0,ff,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,1.7684988051769324e-07,2,0.09915924072265625,mean,8,11,isAncestor,s1,
0,ff,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,1.1677947497901187e-09,2,-0.008267402648925781,mean,8,11,isAncestor,s1,
0,ff,test:isAncestor:D8:d3:b2:N4:t2:paligned:tree101:i10002,2.693548140086932e-08,2,-0.06891441345214844,mean,8,11,isAncestor,s1,
0,sa,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,2.1223490875854623e-07,3,0.07264995574951172,mean,8,11,isAncestor,s1,
0,sa,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,8.27265580483072e-08,3,-0.1369037628173828,mean,8,11,isAncestor,s1,
0,sa,test:isAncestor:D8:d3:b2:N4:t2:paligned:tree101:i10002,3.517168067901366e-08,3,-0.052069664001464844,mean,8,11,isAncestor,s1,
0,ff,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,1.2758164302795194e-07,3,0.0841684341430664,mean,8,11,isAncestor,s1,
0,ff,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,3.932200343115255e-08,3,-0.07779407501220703,mean,8,11,isAncestor,s1,
0,ff,test:isAncestor:D8:d3:b2:N4:t2:paligned:tree101:i10002,1.8081394159707997e-09,3,-0.014407157897949219,mean,8,11,isAncestor,s1,
0,sa,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,9.967243386199698e-08,4,-0.08835411071777344,mean,8,11,isAncestor,s1,
0,sa,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,1.161997431609052e-08,4,-0.009837150573730469,mean,8,11,isAncestor,s1,
0,sa,test:isAncestor:D8:d3:b2:N4:t2:paligned:tree101:i10002,1.518574777037429e-08,4,0.03669548034667969,mean,8,11,isAncestor,s1,
0,ff,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,5.189258445170708e-08,4,0.051753997802734375,mean,8,11,isAncestor,s1,
0,ff,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,1.465522814214637e-09,4,-0.013162612915039062,mean,8,11,isAncestor,s1,
0,ff,test:isAncestor:D8:d3:b2:N4:t2:paligned:tree101:i10002,1.2241969216120197e-08,4,-0.03500556945800781,mean,8,11,isAncestor,s1,
0,sa,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,1.2812193972422392e-08,5,-0.024639129638671875,mean,8,11,isAncestor,s1,
0,sa,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,1.3124520137353102e-08,5,-0.05344104766845703,mean,8,11,isAncestor,s1,
0,sa,test:isAncestor:D8:d3:b2:N4:t2:paligned:tree101:i10002,1.2497142876100042e-08,5,0.041202545166015625,mean,8,11,isAncestor,s1,
0,ff,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,3.7870222513447516e-08,5,0.042629241943359375,mean,8,11,isAncestor,s1,
0,ff,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,9.439304449188057e-09,5,-0.03887462615966797,mean,8,11,isAncestor,s1,
0,ff,test:isAncestor:D8:d3:b2:N4:t2:paligned:tree101:i10002,2.4292745592902065e-10,5,-0.006098747253417969,mean,8,11,isAncestor,s1,
0,sa,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,6.184757239680039e-08,6,0.03649616241455078,mean,8,11,isAncestor,s1,
0,sa,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,7.8906126077527e-09,6,-0.030341148376464844,mean,8,11,isAncestor,s1,
0,sa,test:isAncestor:D8:d3:b2:N4:t2:paligned:tree101:i10002,6.091289606047212e-08,6,-0.07826805114746094,mean,8,11,isAncestor,s1,
0,ff,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,5.3775465858052485e-08,6,0.04220294952392578,mean,8,11,isAncestor,s1,
0,ff,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,2.432933854379371e-09,6,-0.013540267944335938,mean,8,11,isAncestor,s1,
0,ff,test:isAncestor:D8:d3:b2:N4:t2:paligned:tree101:i10002,8.102233550744131e-09,6,-0.03370189666748047,mean,8,11,isAncestor,s1,
0,sa,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,9.58161194830609e-09,7,-0.027085304260253906,mean,8,11,isAncestor,s1,
0,sa,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,2.1982700104672404e-09,7,0.0184783935546875,mean,8,11,isAncestor,s1,
0,sa,test:isAncestor:D8:d3:b2:N4:t2:paligned:tree101:i10002,5.650530709999657e-09,7,0.020377159118652344,mean,8,11,isAncestor,s1,
0,ff,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,1.558299800308305e-08,7,0.02767658233642578,mean,8,11,isAncestor,s1,
0,ff,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,1.365656032703555e-09,7,-0.00748443603515625,mean,8,11,isAncestor,s1,
0,ff,test:isAncestor:D8:d3:b2:N4:t2:paligned:tree101:i10002,1.015031614315376e-09,7,-0.0124359130859375,mean,8,11,isAncestor,s1,
0,sa,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,0.5712299942970276,0,-6.980231761932373,zero,12,23,isAncestor,s1,
-1,ff,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,0.25365734100341797,0,-7.696004867553711,zero,12,23,isAncestor,s1,
