accuracy_delta,component,example_id,js_damage,layer,margin_delta,mode,model_depth,model_seed,predicate,stage,status
0,sa,test:isAncestor:D32:d3:b2:N4:t2:paligned:tree211:i2,3.9312930312007666e-05,2,2.389097213745117,zero,4,23,isAncestor,s1,
0,ff,test:isAncestor:D32:d3:b2:N4:t2:paligned:tree211:i2,1.9180530216544867e-05,2,1.0911102294921875,zero,4,23,isAncestor,s1,
0,sa,test:isAncestor:D32:d3:b2:N4:t2:paligned:tree211:i2,3.590709820855409e-05,3,1.9360103607177734,zero,4,23,isAncestor,s1,
0,ff,test:isAncestor:D32:d3:b2:N4:t2:paligned:tree211:i2,1.4410560652322602e-05,3,1.044485092163086,zero,4,23,isAncestor,s1,
-1,sa,test:isAncestor:D8:d3:b2:N4:t2:paligned:tree101:i10002,0.6053016185760498,0,-5.995518684387207,zero,4,23,isAncestor,s1,
0,ff,test:isAncestor:D8:d3:b2:N4:t2:paligned:tree101:i10002,0.001603039912879467,0,-0.4305753707885742,zero,4,23,isAncestor,s1,
0,sa,test:isAncestor:D8:d3:b2:N4:t2:paligned:tree101:i10002,0.0008935574442148209,1,0.18735790252685547,zero,4,23,isAncestor,s1,
0,ff,test:isAncestor:D8:d3:b2:N4:t2:paligned:tree101:i10002,0.00043645332334563136,1,0.1146707534790039,zero,4,23,isAncestor,s1,
0,sa,test:isAncestor:D8:d3:b2:N4:t2:paligned:tree101:i10002,0.001616707886569202,2,0.7041177749633789,zero,4,23,isAncestor,s1,
0,ff,test:isAncestor:D8:d3:b2:N4:t2:paligned:tree101:i10002,0.0006157425232231617,2,0.2684354782104492,zero,4,23,isAncestor,s1,
0,sa,test:isAncestor:D8:d3:b2:N4:t2:paligned:tree101:i10002,0.001172887859866023,3,0.3296995162963867,zero,4,23,isAncestor,s1,
0,ff,test:isAncestor:D8:d3:b2:N4:t2:paligned:tree101:i10002,0.00045441172551363707,3,0.3088054656982422,zero,4,23,isAncestor,s1,
-1,sa,test:isAncestor:D8:d3:b2:N64:t3:paligned:tree307:i20003,0.6695048809051514,0,-8.606597423553467,zero,4,23,isAncestor,s1,
0,ff,test:isAncestor:D8:d3:b2:N64:t3:paligned:tree307:i20003,9.711150778457522e-05,0,0.27187347412109375,zero,4,23,isAncestor,s1,
0,sa,test:isAncestor:D8:d3:b2:N64:t3:paligned:tree307:i20003,0.0002620500745251775,1,0.8837728500366211,zero,4,23,isAncestor,s1,
0,ff,test:isAncestor:D8:d3:b2:N64:t3:paligned:tree307:i20003,0.00018217205069959164,1,0.5280733108520508,zero,4,23,isAncestor,s1,
0,sa,test:isAncestor:D8:d3:b2:N64:t3:paligned:tree307:i20003,0.00028959137853235006,2,0.5444803237915039,zero,4,23,isAncestor,s1,
0,ff,test:isAncestor:D8:d3:b2:N64:t3:paligned:tree307:i20003,0.00018294528126716614,2,0.42690086364746094,zero,4,23,isAncestor,s1,
0,sa,test:isAncestor:D8:d3:b2:N64:t3:paligned:tree307:i20003,0.0003841489087790251,3,0.8834638595581055,zero,4,23,isAncestor,s1,
0,ff,test:isAncestor:D8:d3:b2:N64:t3:paligned:tree307:i20003,0.0001590751635376364,3,0.5233230590820312,zero,4,23,isAncestor,s1,
0,sa,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,0.001080240122973919,0,-2.819891929626465,mean,4,23,isAncestor,s1,
0,sa,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,0.0003817194956354797,0,0.49318695068359375,mean,4,23,isAncestor,s1,
0,sa,test:isAncestor:D8:d3:b2:N4:t2:paligned:tree101:i10002,0.0051946453750133514,0,2.9494504928588867,mean,4,23,isAncestor,s1,
0,ff,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,8.268261808552779e-07,0,-0.1363086700439453,mean,4,23,isAncestor,s1,
0,ff,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,7.347537575697061e-06,0,-0.1517162322998047,mean,4,23,isAncestor,s1,
0,ff,test:isAncestor:D8:d3:b2:N4:t2:paligned:tree101:i10002,9.429798228666186e-05,0,0.1879415512084961,mean,4,23,isAncestor,s1,
0,sa,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,6.630502866755705e-07,1,0.147247314453125,mean,4,23,isAncestor,s1,
0,sa,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,8.171668741852045e-05,1,0.5744161605834961,mean,4,23,isAncestor,s1,
0,sa,test:isAncestor:D8:d3:b2:N4:t2:paligned:tree101:i10002,0.0006897117709740996,1,-0.5307559967041016,mean,4,23,isAncestor,s1,
0,ff,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,5.7615750392869813e-08,1,-0.005023002624511719,mean,4,23,isAncestor,s1,
0,ff,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,5.568390406551771e-07,1,-0.039306640625,mean,4,23,isAncestor,s1,
0,ff,test:isAncestor:D8:d3:b2:N4:t2:paligned:tree101:i10002,3.2806347007863224e-06,1,-0.03345966339111328,mean,4,23,isAncestor,s1,
0,sa,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,6.580046374438098e-08,2,0.04561042785644531,mean,4,23,isAncestor,s1,
0,sa,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,2.0064508134964854e-06,2,-0.066253662109375,mean,4,23,isAncestor,s1,
0,sa,test:isAncestor:D8:d3:b2:N4:t2:paligned:tree101:i10002,1.2400978448567912e-06,2,-0.012447357177734375,mean,4,23,isAncestor,s1,
0,ff,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,1.1913471098523587e-07,2,-0.04257678985595703,mean,4,23,isAncestor,s1,
0,ff,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,1.1368811101419851e-06,2,0.05426311492919922,mean,4,23,isAncestor,s1,
0,ff,test:isAncestor:D8:d3:b2:N4:t2:paligned:tree101:i10002,4.343723958299961e-07,2,-0.00677490234375,mean,4,23,isAncestor,s1,
0,sa,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,1.871086396931787e-09,3,0.001995086669921875,mean,4,23,isAncestor,s1,
0,sa,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,6.042619133950211e-07,3,-0.03631114959716797,mean,4,23,isAncestor,s1,
0,sa,test:isAncestor:D8:d3:b2:N4:t2:paligned:tree101:i10002,1.8440332496538758e-06,3,-0.024085044860839844,mean,4,23,isAncestor,s1,
0,ff,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,2.742510218922689e-09,3,-0.0043773651123046875,mean,4,23,isAncestor,s1,
0,ff,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,1.4920829016773496e-08,3,-0.0014715194702148438,mean,4,23,isAncestor,s1,
0,ff,test:isAncestor:D8:d3:b2:N4:t2:paligned:tree101:i10002,1.6538069758098572e-07,3,-0.006348609924316406,mean,4,23,isAncestor,s1,
-1,sa,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,0.6903247237205505,0,-12.764886856079102,zero,6,37,isAncestor,s1,
0,ff,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,0.0001290366635657847,0,-0.5149497985839844,zero,6,37,isAncestor,s1,
0,sa,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,2.4479713829350658e-06,1,-0.1229562759399414,zero,6,37,isAncestor,s1,
0,ff,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,4.793913831235841e-06,1,0.3548154830932617,zero,6,37,isAncestor,s1,
0,sa,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,5.821594822918996e-05,2,1.8906440734863281,zero,6,37,isAncestor,s1,
0,ff,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,1.2908705684822053e-05,2,0.6540584564208984,zero,6,37,isAncestor,s1,
0,sa,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,4.4615488150157034e-05,3,1.4900341033935547,zero,6,37,isAncestor,s1,
0,ff,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,1.0679983461159281e-05,3,0.5805244445800781,zero,6,37,isAncestor,s1,
0,sa,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,8.368340786546469e-05,4,2.8573246002197266,zero,6,37,isAncestor,s1,
0,ff,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,2.2817028366262093e-05,4,0.9107074737548828,zero,6,37,isAncestor,s1,
0,sa,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,3.522522092680447e-05,5,1.252737045288086,zero,6,37,isAncestor,s1,
0,ff,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,1.4662862668046728e-05,5,0.7035999298095703,zero,6,37,isAncestor,s1,
-1,sa,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,0.6913187503814697,0,-13.394287586212158,zero,6,37,isAncestor,s1,
0,ff,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,2.444864367134869e-05,0,0.9008913040161133,zero,6,37,isAncestor,s1,
0,sa,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,3.829722118098289e-05,1,-0.6808671951293945,zero,6,37,isAncestor,s1,
0,ff,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,7.071337222441798e-07,1,0.04444694519042969,zero,6,37,isAncestor,s1,
0,sa,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,6.880311411805451e-05,2,2.107431411743164,zero,6,37,isAncestor,s1,
0,ff,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,9.562554623698816e-06,2,0.5368671417236328,zero,6,37,isAncestor,s1,
0,sa,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,4.4802709453506395e-05,3,1.4433326721191406,zero,6,37,isAncestor,s1,
0,ff,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,6.830841812188737e-06,3,0.43749427795410156,zero,6,37,isAncestor,s1,
0,sa,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,8.673820411786437e-05,4,2.7791595458984375,zero,6,37,isAncestor,s1,
0,ff,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,1.6194491763599217e-05,4,0.7222805023193359,zero,6,37,isAncestor,s1,
0,sa,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,3.550797555362806e-05,5,1.2277297973632812,zero,6,37,isAncestor,s1,
0,ff,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,1.2098120350856334e-05,5,0.6138458251953125,zero,6,37,isAncestor,s1,
-1,sa,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree211:i0,0.6900094747543335,0,-13.887192726135254,zero,6,37,isAncestor,s1,
0,ff,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree211:i0,2.460088762745727e-05,0,-0.1508197784423828,zero,6,37,isAncestor,s1,
0,sa,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree211:i0,4.5959466660860926e-05,1,-0.7994155883789062,zero,6,37,isAncestor,s1,
0,ff,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree211:i0,6.02606451138854e-06,1,0.9024715423583984,zero,6,37,isAncestor,s1,
0,sa,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree211:i0,2.449946441629436e-05,2,2.200471878051758,zero,6,37,isAncestor,s1,
0,ff,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree211:i0,6.378730176948011e-06,2,0.7940807342529297,zero,6,37,isAncestor,s1,
0,sa,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree211:i0,1.8828552128979936e-05,3,1.5732765197753906,zero,6,37,isAncestor,s1,
0,ff,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree211:i0,4.395563337311614e-06,3,0.6258945465087891,zero,6,37,isAncestor,s1,
0,sa,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree211:i0,3.409001146792434e-05,4,3.193075180053711,zero,6,37,isAncestor,s1,
0,ff,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree211:i0,1.1669093510136008e-05,4,1.0725288391113281,zero,6,37,isAncestor,s1,
0,sa,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree211:i0,1.560244709253311e-05,5,1.2942562103271484,zero,6,37,isAncestor,s1,
0,ff,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree211:i0,5.9712547226808965e-06,5,0.7553691864013672,zero,6,37,isAncestor,s1,
-1,sa,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,0.6741313934326172,0,-8.760972499847412,zero,6,37,isAncestor,s1,
0,ff,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,0.0003458359860815108,0,1.1527986526489258,zero,6,37,isAncestor,s1,
0,sa,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,0.0001538823707960546,1,-0.6239967346191406,zero,6,37,isAncestor,s1,
0,ff,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,2.3745167709421366e-05,1,0.2781085968017578,zero,6,37,isAncestor,s1,
0,sa,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,0.00011159905989188701,2,0.8744277954101562,zero,6,37,isAncestor,s1,
0,ff,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,1.4760087651666254e-05,2,0.2735004425048828,zero,6,37,isAncestor,s1,
0,sa,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,0.00010734651004895568,3,0.8636379241943359,zero,6,37,isAncestor,s1,
0,ff,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,2.7677036996465176e-05,3,0.38939857482910156,zero,6,37,isAncestor,s1,
0,sa,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,0.00015002110740169883,4,1.0881805419921875,zero,6,37,isAncestor,s1,
0,ff,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,7.25669669918716e-05,4,0.6860637664794922,zero,6,37,isAncestor,s1,
0,sa,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,5.164490721654147e-05,5,0.5526638031005859,zero,6,37,isAncestor,s1,
0,ff,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,1.0093390301335603e-05,5,0.2183399200439453,zero,6,37,isAncestor,s1,
-1,sa,test:isAncestor:D24:d4:b2:N4:t1:paligned:tree307:i1,0.6882914304733276,0,-12.713219404220581,zero,6,37,isAncestor,s1,
0,ff,test:isAncestor:D24:d4:b2:N4:t1:paligned:tree307:i1,0.00020722040790133178,0,-0.4716033935546875,zero,6,37,isAncestor,s1,
0,sa,test:isAncestor:D24:d4:b2:N4:t1:paligned:tree307:i1,3.126304363831878e-05,1,-0.7243309020996094,zero,6,37,isAncestor,s1,
0,ff,test:isAncestor:D24:d4:b2:N4:t1:paligned:tree307:i1,4.624491793947527e-06,1,0.16064834594726562,zero,6,37,isAncestor,s1,
0,sa,test:isAncestor:D24:d4:b2:N4:t1:paligned:tree307:i1,2.5212710170308128e-05,2,1.538015365600586,zero,6,37,isAncestor,s1,
0,ff,test:isAncestor:D24:d4:b2:N4:t1:paligned:tree307:i1,2.841748937498778e-06,2,0.3838691711425781,zero,6,37,isAncestor,s1,
0,sa,test:isAncestor:D24:d4:b2:N4:t1:paligned:tree307:i1,2.074634176096879e-05,3,1.3162708282470703,zero,6,37,isAncestor,s1,
0,ff,test:isAncestor:D24:d4:b2:N4:t1:paligned:tree307:i1,5.843235157954041e-06,3,0.5832529067993164,zero,6,37,isAncestor,s1,
0,sa,test:isAncestor:D24:d4:b2:N4:t1:paligned:tree307:i1,2.3978798708412796e-05,4,1.4670543670654297,zero,6,37,isAncestor,s1,
0,ff,test:isAncestor:D24:d4:b2:N4:t1:paligned:tree307:i1,1.047715159074869e-05,4,0.8278617858886719,zero,6,37,isAncestor,s1,
0,sa,test:isAncestor:D24:d4:b2:N4:t1:paligned:tree307:i1,9.351024345960468e-06,5,0.7501869201660156,zero,6,37,isAncestor,s1,
0,ff,test:isAncestor:D24:d4:b2:N4:t1:paligned:tree307:i1,1.8257778719998896e-06,5,0.2906494140625,zero,6,37,isAncestor,s1,
-1,sa,test:isAncestor:D32:d3:b2:N4:t2:paligned:tree211:i2,0.6914949417114258,0,-16.10899829864502,zero,6,37,isAncestor,s1,
0,ff,test:isAncestor:D32:d3:b2:N4:t2:paligned:tree211:i2,6.358794053085148e-06,0,3.888838768005371,zero,6,37,isAncestor,s1,
0,sa,test:isAncestor:D32:d3:b2:N4:t2:paligned:tree211:i2,3.1718932405055966e-06,1,-0.49498462677001953,zero,6,37,isAncestor,s1,
0,ff,test:isAncestor:D32:d3:b2:N4:t2:paligned:tree211:i2,6.077576699681231e-07,1,0.6985950469970703,zero,6,37,isAncestor,s1,
0,sa,test:isAncestor:D32:d3:b2:N4:t2:paligned:tree211:i2,5.007955223845784e-06,2,2.832386016845703,zero,6,37,isAncestor,s1,
0,ff,test:isAncestor:D32:d3:b2:N4:t2:paligned:tree211:i2,1.0665683021215955e-06,2,0.8295421600341797,zero,6,37,isAncestor,s1,
0,sa,test:isAncestor:D32:d3:b2:N4:t2:paligned:tree211:i2,4.281356723367935e-06,3,2.2860336303710938,zero,6,37,isAncestor,s1,
0,ff,test:isAncestor:D32:d3:b2:N4:t2:paligned:tree211:i2,7.067608294164529e-07,3,0.6171674728393555,zero,6,37,isAncestor,s1,
0,sa,test:isAncestor:D32:d3:b2:N4:t2:paligned:tree211:i2,5.62358764000237e-06,4,3.6537961959838867,zero,6,37,isAncestor,s1,
0,ff,test:isAncestor:D32:d3:b2:N4:t2:paligned:tree211:i2,1.724387630019919e-06,4,1.006357192993164,zero,6,37,isAncestor,s1,
0,sa,test:isAncestor:D32:d3:b2:N4:t2:paligned:tree211:i2,2.7252176550973672e-06,5,1.5630559921264648,zero,6,37,isAncestor,s1,
0,ff,test:isAncestor:D32:d3:b2:N4:t2:paligned:tree211:i2,1.1160070698679192e-06,5,0.8222904205322266,zero,6,37,isAncestor,s1,
-1,sa,test:isAncestor:D8:d3:b2:N4:t2:paligned:tree101:i10002,0.6643364429473877,0,-11.524283409118652,zero,6,37,isAncestor,s1,
0,ff,test:isAncestor:D8:d3:b2:N4:t2:paligned:tree101:i10002,3.9337737689493224e-05,0,-1.3310604095458984,zero,6,37,isAncestor,s1,
0,sa,test:isAncestor:D8:d3:b2:N4:t2:paligned:tree101:i10002,2.554799721110612e-06,1,-0.4782075881958008,zero,6,37,isAncestor,s1,
0,ff,test:isAncestor:D8:d3:b2:N4:t2:paligned:tree101:i10002,4.431497018231312e-07,1,-0.17998695373535156,zero,6,37,isAncestor,s1,
0,sa,test:isAncestor:D8:d3:b2:N4:t2:paligned:tree101:i10002,1.3698183465749025e-05,2,3.2993240356445312,zero,6,37,isAncestor,s1,
0,ff,test:isAncestor:D8:d3:b2:N4:t2:paligned:tree101:i10002,2.845662038453156e-06,2,0.8351936340332031,zero,6,37,isAncestor,s1,
0,sa,test:isAncestor:D8:d3:b2:N4:t2:paligned:tree101:i10002,7.565318355773343e-06,3,1.679250717163086,zero,6,37,isAncestor,s1,
0,ff,test:isAncestor:D8:d3:b2:N4:t2:paligned:tree101:i10002,1.6754825082898606e-06,3,0.6021614074707031,zero,6,37,isAncestor,s1,
0,sa,test:isAncestor:D8:d3:b2:N4:t2:paligned:tree101:i10002,1.3253544238978066e-05,4,3.127622604370117,zero,6,37,isAncestor,s1,
0,ff,test:isAncestor:D8:d3:b2:N4:t2:paligned:tree101:i10002,3.9727528928779066e-06,4,1.0322322845458984,zero,6,37,isAncestor,s1,
0,sa,test:isAncestor:D8:d3:b2:N4:t2:paligned:tree101:i10002,5.6268936532433145e-06,5,1.3319320678710938,zero,6,37,isAncestor,s1,
0,ff,test:isAncestor:D8:d3:b2:N4:t2:paligned:tree101:i10002,2.480358034517849e-06,5,0.76739501953125,zero,6,37,isAncestor,s1,
-1,sa,test:isAncestor:D8:d3:b2:N64:t3:paligned:tree307:i20003,0.6901373863220215,0,-13.465307235717773,zero,6,37,isAncestor,s1,
0,ff,test:isAncestor:D8:d3:b2:N64:t3:paligned:tree307:i20003,4.412276030052453e-05,0,0.5477018356323242,zero,6,37,isAncestor,s1,
0,sa,test:isAncestor:D8:d3:b2:N64:t3:paligned:tree307:i20003,4.7642663503211224e-07,1,-0.046006202697753906,zero,6,37,isAncestor,s1,
0,ff,test:isAncestor:D8:d3:b2:N64:t3:paligned:tree307:i20003,1.0498515621293336e-06,1,0.1843414306640625,zero,6,37,isAncestor,s1,
0,sa,test:isAncestor:D8:d3:b2:N64:t3:paligned:tree307:i20003,1.4661918612546287e-05,2,1.1886253356933594,zero,6,37,isAncestor,s1,
0,ff,test:isAncestor:D8:d3:b2:N64:t3:paligned:tree307:i20003,1.2202808647998609e-06,2,0.27445411682128906,zero,6,37,isAncestor,s1,
0,sa,test:isAncestor:D8:d3:b2:N64:t3:paligned:tree307:i20003,1.257853364222683e-05,3,1.0673542022705078,zero,6,37,isAncestor,s1,
0,ff,test:isAncestor:D8:d3:b2:N64:t3:paligned:tree307:i20003,2.994043825310655e-06,3,0.4469757080078125,zero,6,37,isAncestor,s1,
0,sa,test:isAncestor:D8:d3:b2:N64:t3:paligned:tree307:i20003,1.908267404360231e-05,4,1.4483909606933594,zero,6,37,isAncestor,s1,
0,ff,test:isAncestor:D8:d3:b2:N64:t3:paligned:tree307:i20003,7.939750503282994e-06,4,0.7938480377197266,zero,6,37,isAncestor,s1,
0,sa,test:isAncestor:D8:d3:b2:N64:t3:paligned:tree307:i20003,6.808320904383436e-06,5,0.71795654296875,zero,6,37,isAncestor,s1,
0,ff,test:isAncestor:D8:d3:b2:N64:t3:paligned:tree307:i20003,1.0167154869122896e-06,5,0.24474143981933594,zero,6,37,isAncestor,s1,
0,sa,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,1.3718781701754779e-06,0,-0.11466598510742188,mean,6,37,isAncestor,s1,
0,sa,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,2.5777459086384624e-05,0,-0.6252079010009766,mean,6,37,isAncestor,s1,
0,sa,test:isAncestor:D8:d3:b2:N4:t2:paligned:tree101:i10002,6.171723362058401e-05,0,-1.9545345306396484,mean,6,37,isAncestor,s1,
0,ff,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,5.152105586603284e-08,0,-0.026517868041992188,mean,6,37,isAncestor,s1,
0,ff,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,1.3001415936741978e-05,0,0.6366233825683594,mean,6,37,isAncestor,s1,
0,ff,test:isAncestor:D8:d3:b2:N4:t2:paligned:tree101:i10002,6.90004071657313e-07,0,-0.3126964569091797,mean,6,37,isAncestor,s1,
0,sa,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,1.6282683645840734e-06,1,0.16133880615234375,mean,6,37,isAncestor,s1,
0,sa,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,1.1866850400110707e-05,1,-0.4578361511230469,mean,6,37,isAncestor,s1,
0,sa,test:isAncestor:D8:d3:b2:N4:t2:paligned:tree101:i10002,8.635970516479574e-08,1,-0.10854339599609375,mean,6,37,isAncestor,s1,
0,ff,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,2.621796738822013e-06,1,0.2721366882324219,mean,6,37,isAncestor,s1,
0,ff,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,3.3811920729931444e-07,1,-0.08601951599121094,mean,6,37,isAncestor,s1,
0,ff,test:isAncestor:D8:d3:b2:N4:t2:paligned:tree101:i10002,4.3368527258280665e-07,1,-0.24964141845703125,mean,6,37,isAncestor,s1,
0,sa,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,6.60921614326071e-07,2,-0.12311553955078125,mean,6,37,isAncestor,s1,
0,sa,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,3.936367647838779e-06,2,-0.2782573699951172,mean,6,37,isAncestor,s1,
0,sa,test:isAncestor:D8:d3:b2:N4:t2:paligned:tree101:i10002,7.913238277978962e-07,2,0.3929462432861328,mean,6,37,isAncestor,s1,
0,ff,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,1.911935214593541e-07,2,0.06840324401855469,mean,6,37,isAncestor,s1,
0,ff,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,1.54096596816089e-06,2,-0.1763286590576172,mean,6,37,isAncestor,s1,
0,ff,test:isAncestor:D8:d3:b2:N4:t2:paligned:tree101:i10002,6.218647286004853e-08,2,0.10169029235839844,mean,6,37,isAncestor,s1,
0,sa,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,2.6989209800376557e-07,3,0.07337760925292969,mean,6,37,isAncestor,s1,
0,sa,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,5.252950359135866e-07,3,-0.10416030883789062,mean,6,37,isAncestor,s1,
0,sa,test:isAncestor:D8:d3:b2:N4:t2:paligned:tree101:i10002,3.5015261801163433e-09,3,-0.013813018798828125,mean,6,37,isAncestor,s1,
0,ff,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,3.797831595875323e-07,3,0.09392356872558594,mean,6,37,isAncestor,s1,
0,ff,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,6.600121196242981e-07,3,-0.11508941650390625,mean,6,37,isAncestor,s1,
0,ff,test:isAncestor:D8:d3:b2:N4:t2:paligned:tree101:i10002,1.7538468455313705e-09,3,0.015478134155273438,mean,6,37,isAncestor,s1,
0,sa,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,1.0199278221989516e-07,4,0.046207427978515625,mean,6,37,isAncestor,s1,
0,sa,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,2.9435295800794847e-07,4,-0.07999610900878906,mean,6,37,isAncestor,s1,
0,sa,test:isAncestor:D8:d3:b2:N4:t2:paligned:tree101:i10002,6.291855925155687e-09,4,0.031635284423828125,mean,6,37,isAncestor,s1,
0,ff,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,2.251754267490469e-07,4,0.07033729553222656,mean,6,37,isAncestor,s1,
0,ff,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,8.60843101690989e-07,4,-0.13060951232910156,mean,6,37,isAncestor,s1,
0,ff,test:isAncestor:D8:d3:b2:N4:t2:paligned:tree101:i10002,2.4711084734008182e-08,4,0.06380462646484375,mean,6,37,isAncestor,s1,
0,sa,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,4.7682533477200195e-08,5,0.03242301940917969,mean,6,37,isAncestor,s1,
0,sa,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,1.9542881091183517e-08,5,-0.021074295043945312,mean,6,37,isAncestor,s1,
0,sa,test:isAncestor:D8:d3:b2:N4:t2:paligned:tree101:i10002,1.3462368997352314e-09,5,-0.01293182373046875,mean,6,37,isAncestor,s1,
0,ff,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,7.305243343580514e-08,5,0.042201995849609375,mean,6,37,isAncestor,s1,
0,ff,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,1.9313574739499018e-07,5,-0.06543350219726562,mean,6,37,isAncestor,s1,
0,ff,test:isAncestor:D8:d3:b2:N4:t2:paligned:tree101:i10002,3.614758270487073e-09,5,0.024091720581054688,mean,6,37,isAncestor,s1,
-1,sa,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,0.6400148868560791,0,-10.68559741973877,zero,8,11,isAncestor,s1,
