boundary,example_id,model_depth,model_seed,path_probabilities,required_path,target_margin,top_path_hop,total_depth
4,test:isAncestor:D32:d3:b2:N4:t2:paligned:tree211:i2,4,23,9.264593e-14;1.178812e-13;3.426246e-15;1.095218e-12;3.213474e-13;1.284848e-15;1.008475e-11;8.885045e-14;3.31438e-13;1.334748e-15;2.930025e-11;1.891153e-12;1.048927e-15;2.094826e-16;3.07616e-17;8.280531e-17;1.286587e-12;1.706956e-13;7.965755e-13;2.754762e-13;1.301097e-13;4.300778e-17;2.4629e-14;5.241697e-10;3.620542e-22;2.997385e-11;5.969414e-11;2.324889e-13;2.690969e-15;3.352966e-16;2.57446e-16;7.214956e-18;3.511706e-12,3,18.906980514526367,23,32
5,test:isAncestor:D32:d3:b2:N4:t2:paligned:tree211:i2,4,23,2.469169e-13;5.746425e-11;6.929654e-13;1.925473e-10;1.101336e-10;8.953184e-13;7.793752e-10;1.103014e-11;3.272735e-11;3.654486e-13;2.322328e-09;2.526591e-10;5.664599e-13;2.274204e-13;2.516031e-14;8.921295e-14;1.675264e-10;4.961214e-11;3.330926e-10;2.356706e-10;2.043575e-11;3.404638e-14;4.163057e-12;4.444306e-08;2.370654e-18;2.713725e-09;2.154719e-09;8.153339e-11;1.758584e-12;9.839881e-14;1.266401e-13;3.102449e-14;1.860269e-10,3,15.21776294708252,23,32
6,test:isAncestor:D32:d3:b2:N4:t2:paligned:tree211:i2,4,23,8.580215e-13;1.032786e-09;1.589621e-11;3.252777e-09;1.331382e-09;2.597104e-11;5.913143e-09;1.76447e-10;3.606253e-10;7.103171e-12;2.686124e-08;4.556776e-09;1.953639e-11;5.839789e-12;8.803361e-13;2.380117e-12;1.954404e-09;8.925995e-10;6.287079e-09;4.83417e-09;3.211024e-10;1.197951e-12;7.583879e-11;5.080402e-07;2.306453e-16;3.166921e-08;1.737302e-08;1.644032e-09;3.858909e-11;1.931392e-12;3.522639e-12;1.398849e-12;1.397741e-09,3,13.61689281463623,23,32
7,test:isAncestor:D32:d3:b2:N4:t2:paligned:tree211:i2,4,23,3.559751e-12;5.276756e-08;1.025434e-09;6.452278e-08;3.327914e-08;3.577302e-09;1.650672e-07;8.246359e-09;1.733272e-08;5.011524e-10;4.057139e-07;1.09174e-07;6.905624e-10;8.527607e-10;1.085213e-10;2.321949e-10;9.339094e-08;2.757806e-08;2.500731e-07;1.772586e-07;1.671455e-08;1.760563e-10;2.861221e-09;6.039479e-06;1.281608e-13;1.03459e-06;3.421707e-07;8.533122e-08;3.834534e-09;2.113593e-10;3.985122e-10;3.826219e-10;2.742603e-08,3,11.489912986755371,23,32
8,test:isAncestor:D32:d3:b2:N4:t2:paligned:tree211:i2,4,23,8.223847e-12;2.561929e-07;4.76157e-09;2.644675e-07;1.498127e-07;1.686211e-08;5.146213e-07;3.559079e-08;8.121332e-08;2.23101e-09;1.307896e-06;3.809966e-07;3.851801e-09;4.724667e-09;6.238925e-10;1.421309e-09;3.646416e-07;1.320123e-07;8.712335e-07;7.359411e-07;6.399751e-08;9.081443e-10;1.405248e-08;1.912312e-05;1.365672e-12;4.151157e-06;1.095158e-06;3.094607e-07;1.588812e-08;9.039638e-10;2.305768e-09;2.711656e-09;1.039444e-07,3,10.445426940917969,23,32
0,test:isAncestor:D8:d3:b2:N4:t2:paligned:tree101:i10002,4,23,1.702318e-25;1.286636e-23;4.012263e-25;8.07794e-31;4.675193e-26;3.64441e-24;2.498772e-29;7.276582e-27;6.325532e-28,3,-52.34821319580078,1,8
1,test:isAncestor:D8:d3:b2:N4:t2:paligned:tree101:i10002,4,23,2.315314e-13;3.114444e-08;2.996183e-15;9.000669e-17;6.884517e-15;1.575237e-10;2.593192e-19;9.407355e-16;4.858816e-10,3,6.444189071655273,1,8
2,test:isAncestor:D8:d3:b2:N4:t2:paligned:tree101:i10002,4,23,1.373565e-14;2.370434e-09;1.812847e-15;1.022934e-16;3.130847e-15;4.179127e-11;9.194489e-20;3.756824e-16;6.208458e-11,3,7.348114013671875,1,8
3,test:isAncestor:D8:d3:b2:N4:t2:paligned:tree101:i10002,4,23,2.274275e-13;1.152882e-07;1.234704e-13;2.33131e-14;9.830789e-13;2.11945e-09;2.92657e-17;2.760517e-14;9.020511e-10,3,7.009145736694336,1,8
4,test:isAncestor:D8:d3:b2:N4:t2:paligned:tree101:i10002,4,23,2.103272e-12;8.568952e-07;3.683635e-12;1.302293e-12;3.252461e-11;2.473759e-08;1.709543e-15;1.726562e-12;5.701512e-09,3,6.667844772338867,1,8
5,test:isAncestor:D8:d3:b2:N4:t2:paligned:tree101:i10002,4,23,6.157729e-11;1.037511e-05;7.534258e-10;1.430144e-10;2.920928e-09;3.403779e-07;6.422403e-13;6.070158e-10;5.950038e-08,3,5.459752082824707,1,8
6,test:isAncestor:D8:d3:b2:N4:t2:paligned:tree101:i10002,4,23,5.268445e-10;4.732387e-05;7.6158e-09;1.749072e-09;2.897624e-08;1.967891e-06;1.536529e-11;9.271134e-09;3.06474e-07,3,5.048356056213379,1,8
7,test:isAncestor:D8:d3:b2:N4:t2:paligned:tree101:i10002,4,23,4.740433e-09;0.0001351887;2.348404e-07;5.012439e-08;6.660863e-07;1.110119e-05;8.096447e-10;2.595406e-07;4.19025e-06,3,4.655429840087891,1,8
8,test:isAncestor:D8:d3:b2:N4:t2:paligned:tree101:i10002,4,23,1.517586e-08;0.0002647973;7.148333e-07;1.691529e-07;2.303618e-06;2.262778e-05;3.648381e-09;8.43065e-07;9.442098e-06,3,4.346626281738281,1,8
0,test:isAncestor:D8:d3:b2:N64:t3:paligned:tree307:i20003,4,23,6.763872e-25;1.688656e-20;1.12122e-14;1;2.100819e-21;3.282326e-22;8.423121e-25;1.08109e-21;1.525958e-22,3,-34.534446716308594,3,8
1,test:isAncestor:D8:d3:b2:N64:t3:paligned:tree307:i20003,4,23,1.796861e-18;4.183011e-12;1.592324e-11;1.019926e-05;9.348916e-17;7.05228e-22;1.180152e-16;3.568724e-18;6.349984e-18,3,11.493185043334961,3,8
2,test:isAncestor:D8:d3:b2:N64:t3:paligned:tree307:i20003,4,23,4.804875e-18;1.563162e-11;6.451341e-11;8.785956e-06;4.566971e-16;6.211962e-21;8.221476e-16;2.140918e-17;3.655104e-17,3,11.64234733581543,3,8
3,test:isAncestor:D8:d3:b2:N64:t3:paligned:tree307:i20003,4,23,2.737139e-17;1.618772e-10;6.602885e-10;3.49537e-05;8.024478e-15;4.008379e-19;1.581465e-14;1.430466e-15;2.028249e-15,3,10.261451721191406,3,8
4,test:isAncestor:D8:d3:b2:N64:t3:paligned:tree307:i20003,4,23,5.886673e-16;1.98711e-09;8.997737e-09;9.341563e-05;3.381467e-13;6.033774e-17;1.656424e-12;1.434116e-13;1.023196e-13,3,9.278358459472656,3,8
5,test:isAncestor:D8:d3:b2:N64:t3:paligned:tree307:i20003,4,23,8.398812e-14;7.739663e-08;1.754424e-07;0.0002400579;7.921552e-11;6.481868e-14;9.449129e-10;2.345341e-11;2.817478e-11,3,8.334388732910156,3,8
6,test:isAncestor:D8:d3:b2:N64:t3:paligned:tree307:i20003,4,23,1.568339e-12;8.435537e-07;1.299501e-06;0.000497795;2.354457e-09;3.90396e-12;2.567211e-08;8.057111e-10;6.955434e-10,3,7.604805946350098,3,8
7,test:isAncestor:D8:d3:b2:N64:t3:paligned:tree307:i20003,4,23,3.451564e-11;1.246032e-05;1.340372e-05;0.001388698;8.623083e-08;6.898567e-10;1.257748e-06;2.251902e-08;2.969678e-08,3,6.577671051025391,3,8
8,test:isAncestor:D8:d3:b2:N64:t3:paligned:tree307:i20003,4,23,1.37617e-10;3.560491e-05;3.079691e-05;0.002339719;3.281594e-07;4.910679e-09;4.861565e-06;1.012687e-07;1.158216e-07,3,6.054349899291992,3,8
0,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,6,37,2.774676e-21;1.666808e-16;1.116497e-21;1.579517e-17;2.171545e-28;2.249018e-25;1.59395e-21;7.286815e-24;1.755635e-18,1,-54.01394271850586,1,8
1,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,6,37,4.456759e-18;1.616226e-09;3.519795e-18;3.164777e-10;2.798153e-18;6.010142e-16;1.441226e-15;6.265472e-20;2.711719e-19,1,17.74530792236328,1,8
2,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,6,37,6.786794e-20;1.403109e-11;5.473869e-20;1.038542e-13;1.080251e-18;2.463171e-17;1.184268e-16;1.360075e-21;8.324624e-20,1,18.894641876220703,1,8
3,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,6,37,1.114748e-19;5.548368e-11;4.658072e-19;1.00703e-13;9.898197e-19;4.145907e-17;1.693073e-16;2.388294e-21;2.209648e-19,1,17.312252044677734,1,8
4,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,6,37,5.430131e-20;2.619993e-11;3.136735e-19;4.872726e-14;1.879379e-18;2.715421e-17;1.775198e-16;1.738849e-21;2.51995e-19,1,16.509418487548828,1,8
5,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,6,37,1.404205e-20;6.198004e-11;6.355919e-19;3.533763e-14;4.944906e-18;6.347873e-17;1.585951e-16;3.160253e-21;7.125969e-19,1,15.886161804199219,1,8
6,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,6,37,1.021384e-20;9.186106e-11;1.088483e-18;4.818402e-14;7.304233e-18;8.913716e-17;1.807095e-16;6.051066e-21;1.240703e-18,1,15.555425643920898,1,8
7,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,6,37,1.902668e-20;6.122206e-10;7.736408e-18;2.355324e-13;6.064518e-17;4.881753e-16;5.28987e-16;5.374904e-20;1.688782e-17,1,14.634033203125,1,8
8,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,6,37,4.463961e-20;1.514977e-09;3.05673e-17;8.176221e-13;2.774758e-16;1.749598e-15;1.492925e-15;2.684741e-19;7.114706e-17,1,13.98883056640625,1,8
9,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,6,37,3.788007e-18;7.516135e-08;1.001571e-14;4.794625e-11;1.905318e-13;7.975969e-13;7.465796e-13;7.559186e-16;2.18978e-14,1,11.166406631469727,1,8
10,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,6,37,4.038843e-17;5.897991e-07;2.292663e-13;4.362726e-10;2.644161e-12;1.618922e-11;1.073102e-11;2.187243e-14;3.995262e-13,1,10.101261138916016,1,8
11,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,6,37,5.759928e-16;4.416263e-06;6.803249e-12;5.484994e-09;5.517658e-11;3.270866e-10;2.161673e-10;5.711917e-13;1.289173e-11,1,8.783233642578125,1,8
12,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,6,37,2.46088e-15;1.239741e-05;2.93201e-11;1.721679e-08;1.748353e-10;1.184178e-09;7.6916e-10;2.302057e-12;5.825354e-11,1,8.079633712768555,1,8
0,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,6,37,4.381545e-16;4.821265e-23;1.939701e-24;7.658034e-20;3.185493e-16;2.283062e-19;9.809078e-16;2.210139e-19;2.289621e-17,8,-50.524539947509766,6,8
1,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,6,37,2.571612e-10;2.948974e-12;1.201885e-14;8.446794e-19;1.453952e-14;2.057507e-15;1.323872e-10;4.78054e-14;9.390297e-17,8,9.955717086791992,0,8
2,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,6,37,2.199937e-11;6.25337e-13;3.98874e-15;1.865342e-19;1.042089e-15;5.512217e-16;2.33079e-12;5.022458e-16;1.701196e-18,8,13.679508209228516,0,8
3,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,6,37,3.799601e-11;4.022379e-12;1.157293e-14;5.715469e-19;8.048311e-16;2.703274e-16;1.022892e-12;3.736718e-16;8.160028e-19,8,10.775875091552734,0,8
4,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,6,37,2.315642e-11;3.022361e-12;8.432386e-15;4.797583e-19;6.102763e-16;1.851539e-16;4.5375e-13;1.171579e-16;4.983527e-19,8,11.589344024658203,0,8
5,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,6,37,5.456428e-12;2.959618e-12;1.53894e-14;9.887839e-19;4.279118e-16;1.683164e-16;3.693961e-13;2.178106e-16;7.757583e-19,8,13.888948440551758,0,8
6,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,6,37,2.544454e-12;2.857181e-12;1.832788e-14;1.190892e-18;3.2454e-16;2.306177e-16;3.497739e-13;2.07508e-16;9.8693e-19,8,13.876121520996094,1,8
7,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,6,37,5.361698e-13;8.973204e-12;9.169983e-14;6.252168e-18;6.203918e-16;9.342601e-16;4.933955e-13;4.462349e-16;4.631379e-18,8,13.298196792602539,1,8
8,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,6,37,3.73771e-13;1.601862e-11;1.994916e-13;1.597713e-17;9.808086e-16;2.024825e-15;9.295369e-13;8.176472e-16;1.160883e-17,8,12.98189926147461,1,8
9,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,6,37,2.252618e-13;4.923678e-10;1.701413e-11;3.096456e-15;2.137962e-13;2.943795e-13;4.187697e-11;6.122194e-14;5.773294e-15,8,10.60814094543457,1,8
10,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,6,37,2.542121e-13;2.015888e-09;1.11917e-10;3.514687e-14;1.704562e-12;2.318126e-12;2.268867e-10;4.157585e-13;7.804476e-14,8,9.845880508422852,1,8
11,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,6,37,4.680003e-13;1.75979e-08;1.28995e-09;8.431018e-13;3.573944e-11;5.071563e-11;2.953473e-09;5.995689e-12;2.172615e-12,8,8.603813171386719,1,8
12,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,6,37,5.695305e-13;3.640194e-08;3.96914e-09;3.146469e-12;1.195751e-10;1.948302e-10;8.374957e-09;1.789775e-11;8.545512e-12,8,7.989963531494141,1,8
0,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree211:i0,6,37,4.454609e-23;8.677247e-18;7.981926e-19;3.34143e-19;9.149068e-17;1.309278e-14;2.842012e-18;3.927871e-16;1.997707e-18;1.11814e-15;1.231821e-26;1.323717e-16;4.608966e-17,8,-34.681671142578125,5,12
1,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree211:i0,6,37,9.243082e-18;1.127068e-19;2.022401e-11;4.973258e-11;1.881805e-20;3.506301e-21;8.510381e-21;1.224022e-22;8.159606e-18;4.706054e-17;2.559364e-16;4.515107e-07;1.621471e-20,8,14.610666275024414,11,12
2,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree211:i0,6,37,2.396793e-18;2.767119e-20;8.112506e-13;1.527734e-12;4.681167e-20;6.843377e-22;9.065701e-21;1.224178e-22;2.177035e-18;3.829675e-18;1.856722e-16;1.263948e-08;1.175788e-20,8,18.18644142150879,11,12
3,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree211:i0,6,37,4.134615e-18;1.277259e-20;7.007933e-13;3.539898e-12;2.445981e-20;6.487039e-22;7.059376e-21;6.046229e-22;1.017088e-18;2.912442e-18;6.132854e-16;3.286481e-09;2.360381e-21,8,19.350223541259766,11,12
4,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree211:i0,6,37,5.03526e-18;1.314335e-20;4.360804e-13;2.6289e-12;3.950536e-20;1.286333e-21;1.321905e-20;6.718517e-22;1.558572e-18;3.450763e-18;1.244391e-15;1.750698e-09;4.054367e-21,8,18.153095245361328,11,12
5,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree211:i0,6,37,1.860969e-18;1.903756e-20;8.454827e-13;5.689286e-12;4.219792e-20;2.289107e-21;2.25686e-20;2.613393e-21;1.923993e-18;5.35455e-18;6.630426e-15;1.471165e-09;5.927107e-21,8,17.622745513916016,11,12
6,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree211:i0,6,37,1.976141e-18;3.095485e-20;1.08267e-12;7.047019e-12;8.070285e-20;3.759091e-21;4.512264e-20;4.805801e-21;2.65377e-18;7.745867e-18;1.105608e-14;1.894789e-09;1.034583e-20,8,17.182960510253906,11,12
7,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree211:i0,6,37,2.147187e-18;3.139349e-19;7.105526e-12;2.474758e-11;8.084027e-19;5.366413e-20;3.835182e-19;4.012056e-20;1.393087e-17;4.147825e-17;5.002705e-14;6.571935e-09;6.075459e-20,8,16.268428802490234,11,12
8,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree211:i0,6,37,3.862093e-18;1.107786e-18;1.573006e-11;4.342382e-11;3.584203e-18;2.261157e-19;1.772131e-18;1.505735e-19;4.593406e-17;1.368858e-16;1.829806e-13;1.179035e-08;2.207808e-19,8,15.63718032836914,11,12
9,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree211:i0,6,37,2.901976e-16;1.242719e-15;1.03997e-09;3.560622e-09;2.494616e-15;2.277834e-16;1.206833e-15;9.747158e-17;2.335122e-14;4.709642e-14;2.948519e-11;3.488123e-07;2.441204e-16,8,12.61837387084961,11,12
10,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree211:i0,6,37,3.440182e-15;2.653946e-14;9.945499e-09;2.449392e-08;5.06398e-14;7.459827e-15;3.394798e-14;3.094287e-15;3.431968e-13;9.940058e-13;4.678266e-10;1.840582e-06;4.514657e-15,8,11.413270950317383,11,12
11,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree211:i0,6,37,4.10627e-14;1.001417e-12;9.644884e-08;2.085021e-07;1.12641e-12;1.991277e-13;9.613441e-13;8.715335e-14;5.437795e-12;2.109722e-11;5.020905e-09;1.410585e-05;1.174128e-13,8,10.066205978393555,11,12
12,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree211:i0,6,37,1.370163e-13;4.541757e-12;2.735306e-07;5.315727e-07;5.096661e-12;9.146479e-13;4.375292e-12;4.24966e-13;1.855698e-11;8.604101e-11;1.559371e-08;2.98991e-05;5.115434e-13,8,9.31083869934082,11,12
0,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,6,37,1.489942e-14;1.428637e-21;7.405925e-18;2.743894e-19;3.591612e-18;3.906468e-21;1;2.057293e-15;1.575217e-19;1.112249e-21;1.379444e-19;1.976896e-17;1.35801e-18;8.752785e-16;1.391831e-13;5.542987e-19;1.236198e-09,6,-37.396488189697266,6,16
1,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,6,37,2.621251e-12;8.645578e-18;2.955783e-19;4.773614e-12;2.984227e-17;4.174271e-16;1.658146e-09;7.283358e-11;6.934297e-19;3.511676e-17;1.918327e-17;3.05387e-14;4.122924e-18;4.34143e-09;2.701524e-08;5.255876e-11;1.026903e-08,6,6.205772399902344,14,16
2,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,6,37,5.956034e-13;6.343425e-18;1.697481e-20;2.411865e-13;1.242004e-18;5.1702e-15;1.229766e-12;6.324081e-12;7.543198e-19;3.726199e-19;3.057135e-20;1.378707e-14;1.683405e-18;5.754544e-12;9.430853e-11;6.115192e-12;5.146453e-11,6,9.526313781738281,14,16
3,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,6,37,6.51677e-13;2.110127e-17;1.167084e-20;2.296108e-13;3.431568e-19;1.021676e-14;2.190572e-13;3.919229e-12;5.876778e-19;3.874895e-19;1.413974e-20;1.927771e-14;1.782277e-18;5.07399e-12;2.837502e-11;2.335927e-12;2.052978e-11,6,8.899581909179688,14,16
4,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,6,37,4.090776e-13;2.81618e-17;7.152233e-21;1.630611e-13;1.690428e-19;1.680461e-14;6.166353e-14;1.904235e-12;7.302433e-19;1.723985e-19;4.94468e-21;1.799011e-14;2.007648e-18;2.531576e-12;7.671292e-12;1.640973e-12;1.049136e-11,6,8.565479278564453,16,16
5,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,6,37,1.479091e-14;9.417094e-18;4.241909e-21;3.636978e-13;1.399462e-19;2.323758e-14;1.104131e-13;4.360125e-12;9.632963e-19;8.932077e-20;3.599581e-21;4.08361e-14;2.159523e-18;1.349739e-12;2.674654e-12;9.305423e-13;8.890159e-12,6,9.1826171875,16,16
6,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,6,37,6.189229e-15;1.433845e-17;6.255484e-21;4.605581e-13;1.591255e-19;2.507472e-14;1.069634e-13;4.127767e-12;1.478409e-18;1.099116e-19;3.738603e-21;6.684019e-14;3.272742e-18;1.147264e-12;2.21402e-12;9.266789e-13;8.800244e-12,6,9.152664184570312,16,16
7,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,6,37,2.457356e-15;1.421691e-16;4.330364e-20;3.40774e-12;8.961389e-19;1.596642e-13;4.65795e-13;2.23152e-11;2.165516e-17;8.537097e-19;4.040975e-20;3.485109e-13;3.028104e-17;1.844548e-12;3.451449e-12;5.562524e-12;1.102608e-10,6,8.98781967163086,16,16
8,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,6,37,2.225375e-15;6.901366e-16;2.496006e-19;1.027497e-11;4.294706e-18;3.605845e-13;1.444964e-12;4.720091e-11;7.976637e-17;4.024277e-18;1.679118e-19;1.12685e-12;1.492467e-16;4.066851e-12;9.591207e-12;1.596925e-11;2.794254e-10,6,8.668193817138672,16,16
9,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,6,37,6.24807e-15;2.545119e-13;2.35484e-16;6.301909e-10;2.261663e-15;3.915615e-11;9.500363e-11;1.812743e-09;9.683654e-15;2.93003e-15;7.232933e-17;1.315575e-10;3.903133e-14;2.714962e-10;2.619103e-10;6.918079e-10;7.400278e-09,6,7.9965667724609375,16,16
10,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,6,37,2.16439e-14;5.427605e-12;6.39809e-15;5.352264e-09;5.806185e-14;2.541101e-10;8.26702e-10;1.080534e-08;1.384253e-13;8.186514e-14;2.158261e-15;1.106065e-09;7.67763e-13;1.991312e-09;1.9845e-09;6.451747e-09;3.88462e-08,6,7.25078010559082,16,16
11,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,6,37,6.416962e-14;1.246475e-10;2.003588e-13;2.701805e-08;1.338564e-12;1.924206e-09;7.256077e-09;8.417694e-08;3.030584e-12;2.43296e-12;1.228188e-13;9.482037e-09;1.3454e-11;1.360401e-08;1.37909e-08;5.755367e-08;1.926476e-07,6,6.663536071777344,16,16
12,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,6,37,1.150186e-13;3.826375e-10;6.974945e-13;5.470591e-08;4.404469e-12;4.610911e-09;1.703274e-08;1.735766e-07;1.055995e-11;8.273111e-12;4.888912e-13;1.904428e-08;4.373015e-11;3.222536e-08;2.83132e-08;1.327927e-07;4.102668e-07,6,6.445194244384766,16,16
0,test:isAncestor:D24:d4:b2:N4:t1:paligned:tree307:i1,6,37,1.536911e-20;3.182316e-19;1.018971e-17;1.558982e-19;1;4.982851e-20;1.071386e-21;1.80856e-17;1.529533e-20;2.389089e-19;5.709164e-16;4.616553e-19;7.663626e-24;4.551936e-23;1.516036e-14;8.052283e-15;3.016922e-15;1.655519e-18;3.278999e-21;1.862805e-20;5.498726e-15;3.93194e-21;1.267316e-19;9.588958e-17;5.288216e-17,4,-38.894813537597656,4,24
1,test:isAncestor:D24:d4:b2:N4:t1:paligned:tree307:i1,6,37,4.546044e-14;5.666957e-12;1.831177e-14;9.777583e-16;2.628026e-11;1.008562e-06;1.030632e-12;5.297938e-07;3.08737e-13;3.031437e-14;5.516781e-13;2.118044e-16;4.155375e-07;4.287037e-15;7.883841e-13;1.155745e-12;4.92615e-16;2.738388e-14;5.758076e-19;3.859896e-14;6.539621e-11;2.018714e-11;1.13615e-10;2.536501e-15;2.687064e-09,4,7.898321151733398,5,24
2,test:isAncestor:D24:d4:b2:N4:t1:paligned:tree307:i1,6,37,4.69603e-16;8.456021e-14;4.22468e-16;3.41564e-16;9.148123e-13;3.121263e-09;3.523574e-14;4.960815e-09;1.219751e-14;8.958976e-18;4.575192e-14;1.566332e-17;2.411473e-09;2.720156e-17;3.457465e-14;1.177332e-13;9.26257e-17;3.249325e-15;4.908371e-21;4.466018e-16;2.31107e-12;1.123891e-12;3.863165e-12;4.46942e-16;6.973061e-12,4,10.722572326660156,7,24
3,test:isAncestor:D24:d4:b2:N4:t1:paligned:tree307:i1,6,37,7.513606e-16;1.883263e-13;6.691892e-16;4.040089e-16;8.27826e-13;1.852668e-09;2.963449e-14;4.767795e-09;2.47445e-14;2.186481e-18;4.203925e-14;2.465199e-17;2.866231e-09;3.457355e-17;5.771192e-15;2.637407e-13;1.307124e-16;3.229329e-15;3.848921e-21;2.709653e-16;4.564178e-12;1.262462e-12;3.53832e-12;2.610076e-16;6.643971e-12,4,8.326972961425781,7,24
4,test:isAncestor:D24:d4:b2:N4:t1:paligned:tree307:i1,6,37,2.178952e-16;9.037732e-14;2.545879e-16;2.652107e-16;5.86982e-13;3.713541e-10;2.167219e-14;1.509861e-09;1.608699e-14;3.629287e-19;2.514695e-14;1.808637e-17;6.735021e-10;8.611056e-18;3.055448e-15;1.6043e-13;4.974602e-17;1.882793e-15;1.072202e-21;9.808882e-17;2.869983e-12;6.852383e-13;1.93193e-12;1.515218e-16;1.617117e-12,4,9.569705963134766,7,24
5,test:isAncestor:D24:d4:b2:N4:t1:paligned:tree307:i1,6,37,1.82369e-17;1.265945e-13;3.802579e-16;7.381365e-16;8.466006e-13;3.405767e-10;7.174165e-14;9.389907e-10;2.030005e-14;3.709639e-19;4.540326e-14;2.905152e-17;6.063843e-10;6.65166e-18;3.645924e-15;2.427754e-13;4.444122e-17;2.743435e-15;1.924625e-21;5.53067e-17;1.965243e-12;1.603877e-12;1.917734e-12;3.320487e-16;1.418219e-12,4,12.563016891479492,7,24
6,test:isAncestor:D24:d4:b2:N4:t1:paligned:tree307:i1,6,37,8.416506e-18;1.578333e-13;5.787797e-16;1.138807e-15;1.18083e-12;2.589855e-10;9.221076e-14;8.394979e-10;3.517491e-14;4.3339e-19;5.071046e-14;5.330929e-17;5.870037e-10;8.440486e-18;3.37135e-15;2.842192e-13;5.826746e-17;3.427093e-15;2.487107e-21;5.979753e-17;2.21353e-12;2.18784e-12;2.213559e-12;4.989673e-16;1.297702e-12,4,12.791053771972656,7,24
7,test:isAncestor:D24:d4:b2:N4:t1:paligned:tree307:i1,6,37,4.930389e-18;1.126573e-12;5.937398e-15;1.047596e-14;4.055595e-12;1.055997e-09;9.109893e-13;2.401827e-09;2.82256e-13;3.949294e-18;2.674336e-13;3.569658e-16;2.398026e-09;4.606361e-17;1.386218e-14;8.935052e-13;3.728488e-16;2.292266e-14;2.616093e-20;3.751044e-16;1.020562e-11;1.565522e-11;1.214954e-11;3.470368e-15;4.11703e-12,4,12.26657485961914,7,24
8,test:isAncestor:D24:d4:b2:N4:t1:paligned:tree307:i1,6,37,4.945232e-18;3.164672e-12;2.101633e-14;3.891029e-14;1.005394e-11;2.168872e-09;2.425333e-12;5.122113e-09;7.491728e-13;1.123474e-17;6.468598e-13;1.306796e-15;4.762183e-09;1.470646e-16;3.438266e-14;1.912696e-12;9.99256e-16;7.569412e-14;1.273079e-19;1.186009e-15;2.254107e-11;4.045145e-11;2.76123e-11;1.167321e-14;8.576402e-12,4,11.750925064086914,7,24
