boundary,example_id,model_depth,model_seed,path_probabilities,required_path,target_margin,top_path_hop,total_depth
8,test:isAncestor:D32:d3:b2:N4:t2:paligned:tree211:i2,6,11,1.979293e-14;3.309983e-13;1.727405e-13;1.62263e-12;1.29825e-10;6.243054e-11;7.057161e-12;1.589874e-13;7.631561e-09;4.572169e-12;1.750506e-11;9.797475e-11;1.48622e-14;2.238279e-11;2.508266e-10;6.964069e-12;6.597433e-12;5.878758e-12;3.56191e-10;1.849245e-12;9.499242e-13;2.654443e-12;6.07831e-13;6.252975e-12;8.564209e-12;2.274382e-09;2.250703e-10;4.50293e-12;1.603426e-11;4.451228e-15;3.208532e-13;4.080051e-10;1.315235e-12,3,16.770984649658203,8,32
9,test:isAncestor:D32:d3:b2:N4:t2:paligned:tree211:i2,6,11,7.783842e-14;1.364114e-11;4.165137e-12;2.389478e-11;1.269928e-09;8.210589e-10;1.569745e-10;4.700622e-12;5.290454e-08;9.729596e-11;3.320016e-10;2.175369e-09;5.258607e-13;3.921728e-10;2.316663e-09;1.371073e-10;1.536227e-10;1.323978e-10;3.698198e-09;4.754756e-11;2.48241e-11;2.622291e-11;1.941086e-11;1.114518e-10;1.951665e-10;2.418102e-08;2.804286e-09;7.872046e-11;2.482213e-10;1.604562e-13;9.679878e-12;5.512258e-09;2.799611e-11,3,14.91878890991211,8,32
10,test:isAncestor:D32:d3:b2:N4:t2:paligned:tree211:i2,6,11,1.489236e-13;5.108123e-11;1.76111e-11;6.689685e-11;2.784605e-09;2.549881e-09;5.131449e-10;1.974436e-11;1.324251e-07;3.092827e-10;1.054484e-09;6.366685e-09;2.11766e-12;1.21049e-09;6.718953e-09;4.614571e-10;5.204906e-10;4.399604e-10;7.963493e-09;1.554075e-10;8.545879e-11;6.654243e-11;7.740699e-11;3.376905e-10;7.058219e-10;5.300038e-08;8.358692e-09;2.236348e-10;7.312883e-10;6.17344e-13;3.462714e-11;1.522824e-08;9.518027e-11,3,14.168706893920898,8,32
11,test:isAncestor:D32:d3:b2:N4:t2:paligned:tree211:i2,6,11,4.915409e-13;4.625299e-10;1.554427e-10;6.395346e-10;1.727473e-08;1.596707e-08;4.434193e-09;2.438998e-10;6.461227e-07;2.672015e-09;8.161557e-09;5.233572e-08;2.542027e-11;1.087139e-08;3.582656e-08;3.474056e-09;3.352938e-09;3.059075e-09;4.165078e-08;1.740221e-09;1.056501e-09;4.35234e-10;5.883033e-10;2.80345e-09;5.806534e-09;2.898534e-07;5.417944e-08;1.870444e-09;7.584545e-09;9.009883e-12;3.782424e-10;8.638884e-08;1.032331e-09,3,12.89218807220459,8,32
12,test:isAncestor:D32:d3:b2:N4:t2:paligned:tree211:i2,6,11,8.902881e-13;1.73812e-09;5.760034e-10;2.490746e-09;4.493552e-08;4.658156e-08;1.486187e-08;8.620406e-10;1.678949e-06;8.331184e-09;2.409367e-08;1.515823e-07;1.050966e-10;3.42333e-08;9.45345e-08;1.257692e-08;1.118798e-08;1.078236e-08;1.150851e-07;5.608354e-09;3.39288e-09;1.140803e-09;1.98578e-09;8.00329e-09;2.003416e-08;7.631945e-07;1.495061e-07;6.271379e-09;2.473335e-08;3.348735e-11;1.278404e-09;2.408067e-07;3.652946e-09,3,12.050945281982422,8,32
0,test:isAncestor:D8:d3:b2:N4:t2:paligned:tree101:i10002,6,11,8.493963e-22;1.126013e-26;4.292616e-30;1.310334e-22;4.631581e-27;6.774307e-23;2.589384e-26;1.309112e-24;7.698611e-31,3,-44.12646484375,0,8
1,test:isAncestor:D8:d3:b2:N4:t2:paligned:tree101:i10002,6,11,1.457137e-10;1.370788e-18;1.506059e-16;8.901797e-15;2.800428e-15;1.039434e-16;4.365839e-14;2.961723e-14;3.426201e-17,3,15.638355255126953,0,8
2,test:isAncestor:D8:d3:b2:N4:t2:paligned:tree101:i10002,6,11,9.236268e-12;2.080559e-19;4.976294e-18;2.743143e-16;5.176104e-17;1.622439e-17;1.100491e-15;8.583028e-16;1.300602e-17,3,20.33486557006836,0,8
3,test:isAncestor:D8:d3:b2:N4:t2:paligned:tree101:i10002,6,11,2.683913e-11;1.584359e-18;3.356164e-17;1.818554e-15;4.611228e-16;2.46031e-16;7.758566e-15;6.579204e-15;4.632082e-17,3,19.544506072998047,0,8
4,test:isAncestor:D8:d3:b2:N4:t2:paligned:tree101:i10002,6,11,9.012067e-11;1.574888e-17;2.911541e-16;1.097105e-14;4.028527e-15;2.640726e-15;6.64864e-14;4.462655e-14;4.533599e-16,3,18.794490814208984,0,8
5,test:isAncestor:D8:d3:b2:N4:t2:paligned:tree101:i10002,6,11,6.003462e-10;6.242057e-16;6.52008e-15;1.968919e-13;8.178184e-14;5.546278e-14;1.398414e-12;1.021333e-12;1.269978e-14,3,17.54948616027832,0,8
6,test:isAncestor:D8:d3:b2:N4:t2:paligned:tree101:i10002,6,11,2.271983e-09;8.741347e-15;1.100328e-13;1.865377e-12;9.678186e-13;7.711993e-13;1.983157e-11;1.090685e-11;2.141571e-13,3,16.325490951538086,0,8
7,test:isAncestor:D8:d3:b2:N4:t2:paligned:tree101:i10002,6,11,1.201755e-08;3.780248e-13;3.054811e-12;4.411236e-11;2.167868e-11;1.142614e-11;4.162005e-10;2.08954e-10;7.268852e-12,3,14.304258346557617,0,8
8,test:isAncestor:D8:d3:b2:N4:t2:paligned:tree101:i10002,6,11,2.789843e-08;1.481568e-12;1.311124e-11;1.572382e-10;8.045564e-11;3.683615e-11;1.452536e-09;6.895648e-10;3.474575e-11,3,13.759160995483398,0,8
9,test:isAncestor:D8:d3:b2:N4:t2:paligned:tree101:i10002,6,11,1.282893e-07;2.181611e-11;1.933482e-10;2.411634e-09;1.197871e-09;3.494405e-10;1.904363e-08;5.371497e-09;7.219042e-10,3,12.231172561645508,0,8
10,test:isAncestor:D8:d3:b2:N4:t2:paligned:tree101:i10002,6,11,2.55573e-07;6.51586e-11;6.227091e-10;6.847749e-09;3.754205e-09;9.655058e-10;5.755317e-08;1.334267e-08;2.744229e-09,3,11.596277236938477,0,8
11,test:isAncestor:D8:d3:b2:N4:t2:paligned:tree101:i10002,6,11,8.566582e-07;5.767399e-10;3.92215e-09;4.5783e-08;1.981476e-08;6.662678e-09;3.17464e-07;7.191904e-08;1.822536e-08,3,10.58159065246582,0,8
12,test:isAncestor:D8:d3:b2:N4:t2:paligned:tree101:i10002,6,11,1.609748e-06;2.206618e-09;1.279803e-08;1.184972e-07;5.339064e-08;2.006288e-08;8.789094e-07;1.805278e-07;5.527759e-08,3,9.865225791931152,0,8
0,test:isAncestor:D8:d3:b2:N64:t3:paligned:tree307:i20003,6,11,1.296768e-18;2.202045e-26;1.53972e-23;1;8.116036e-16;1.051771e-25;1.676698e-17;1.957618e-21;1.537637e-23,3,-38.21026611328125,3,8
1,test:isAncestor:D8:d3:b2:N64:t3:paligned:tree307:i20003,6,11,4.234236e-08;1.919838e-14;4.938567e-15;0.3129355;2.450169e-11;9.633377e-14;1.286581e-09;1.415272e-09;1.610759e-11,3,0.7859439849853516,3,8
2,test:isAncestor:D8:d3:b2:N64:t3:paligned:tree307:i20003,6,11,9.060484e-14;2.362475e-16;3.411844e-17;5.452415e-09;1.137646e-17;3.028318e-19;6.368012e-15;1.603104e-13;1.297234e-14,3,14.723644256591797,3,8
3,test:isAncestor:D8:d3:b2:N64:t3:paligned:tree307:i20003,6,11,6.975293e-14;8.838274e-16;3.827285e-16;3.381845e-09;3.818471e-16;2.155492e-18;1.764967e-14;3.399606e-13;2.73391e-14,3,15.074874877929688,3,8
4,test:isAncestor:D8:d3:b2:N64:t3:paligned:tree307:i20003,6,11,8.6349e-14;1.11393e-14;4.432013e-15;8.192681e-09;6.184316e-15;2.076979e-17;1.520698e-13;2.942792e-12;1.460761e-13,3,14.293510437011719,3,8
5,test:isAncestor:D8:d3:b2:N64:t3:paligned:tree307:i20003,6,11,1.734991e-13;2.763006e-13;1.941998e-13;7.325521e-08;3.539857e-13;5.254188e-16;2.669543e-12;3.793169e-11;2.455637e-12,3,13.067249298095703,3,8
6,test:isAncestor:D8:d3:b2:N64:t3:paligned:tree307:i20003,6,11,3.97136e-13;2.409825e-12;2.007608e-12;2.220397e-07;2.807496e-12;8.147263e-15;2.320005e-11;2.302402e-10;1.770232e-11,3,12.176141738891602,3,8
7,test:isAncestor:D8:d3:b2:N64:t3:paligned:tree307:i20003,6,11,4.406002e-12;2.038825e-10;3.530991e-10;1.725288e-06;2.952101e-10;1.411088e-12;1.989329e-09;9.55799e-09;1.566845e-09,3,10.372613906860352,3,8
8,test:isAncestor:D8:d3:b2:N64:t3:paligned:tree307:i20003,6,11,9.070279e-12;8.053698e-10;1.408616e-09;4.666515e-06;1.274019e-09;7.280353e-12;8.0496e-09;2.88268e-08;5.231257e-09,3,9.815704345703125,3,8
9,test:isAncestor:D8:d3:b2:N64:t3:paligned:tree307:i20003,6,11,4.28899e-11;1.33503e-08;4.540942e-08;2.711624e-05;3.72631e-08;2.485057e-10;9.563106e-08;3.669366e-07;8.309075e-08,3,8.326355934143066,3,8
10,test:isAncestor:D8:d3:b2:N64:t3:paligned:tree307:i20003,6,11,8.349703e-11;3.587049e-08;1.437478e-07;6.468153e-05;1.441217e-07;1.169227e-09;2.821975e-07;9.824618e-07;2.622514e-07,3,7.6802520751953125,3,8
11,test:isAncestor:D8:d3:b2:N64:t3:paligned:tree307:i20003,6,11,2.556967e-10;2.654637e-07;1.039508e-06;0.0002595594;1.307519e-06;1.129978e-08;1.313826e-06;4.685136e-06;1.260703e-06,3,6.93757438659668,3,8
12,test:isAncestor:D8:d3:b2:N64:t3:paligned:tree307:i20003,6,11,3.394576e-10;5.167112e-07;2.004659e-06;0.0004012747;2.317725e-06;2.552886e-08;2.390968e-06;8.184836e-06;2.948694e-06,3,6.617094039916992,3,8
0,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,4,23,3.158959e-23;1.826411e-24;1.557299e-33;2.107253e-24;1.625589e-26;8.611592e-23;2.664176e-24;1.032598e-25;3.274675e-19,1,-55.569915771484375,8,8
1,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,4,23,1.139375e-13;8.780717e-20;6.584834e-16;7.44051e-20;1.505444e-15;2.244268e-18;3.431759e-19;1.635851e-16;2.753502e-19,1,15.851276397705078,0,8
2,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,4,23,3.986902e-15;5.483402e-20;2.900461e-16;5.873618e-20;7.70098e-16;4.348714e-19;9.295094e-20;5.779189e-17;1.133473e-19,1,18.334545135498047,0,8
3,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,4,23,5.768578e-15;8.414315e-18;9.246102e-15;7.807699e-18;2.28704e-14;6.547697e-18;1.231118e-18;1.099505e-15;5.410825e-18,1,15.837703704833984,4,8
4,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,4,23,4.67469e-15;2.621222e-16;1.151702e-13;1.459771e-16;1.348198e-13;1.556381e-16;2.021936e-17;1.356621e-14;8.745876e-17,1,14.88718032836914,4,8
5,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,4,23,1.270001e-14;7.002754e-14;5.910984e-11;9.245552e-14;2.333627e-11;3.412138e-14;4.996287e-15;3.169496e-12;5.378047e-14,1,12.129461288452148,2,8
6,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,4,23,3.866132e-14;1.63728e-12;9.203339e-10;2.011978e-12;3.231574e-10;1.050761e-12;1.355419e-13;5.238548e-11;1.346658e-12,1,11.018688201904297,2,8
7,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,4,23,1.75736e-13;1.833814e-10;6.106161e-08;3.292425e-10;1.215233e-08;1.536577e-10;3.727683e-11;2.850052e-09;2.977293e-10,1,9.45758056640625,2,8
8,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,4,23,3.754279e-13;1.144476e-09;2.901538e-07;2.021964e-09;6.55143e-08;1.174034e-09;2.964024e-10;1.295063e-08;1.918809e-09,1,8.690322875976562,2,8
0,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,4,23,5.022296e-24;6.6812e-23;1.236097e-19;2.736399e-24;2.755196e-22;1.238325e-27;4.420079e-25;1.736535e-24;7.26303e-25,8,-53.205745697021484,2,8
1,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,4,23,2.196022e-13;4.764517e-09;2.29702e-14;6.252129e-16;6.529124e-16;2.317369e-13;8.860919e-14;9.568421e-14;1.030472e-06,8,10.96065902709961,8,8
2,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,4,23,3.905631e-15;5.862252e-11;6.242743e-15;9.60596e-17;4.35495e-17;1.121977e-14;1.058778e-15;4.621597e-15;1.36117e-08,8,13.253883361816406,8,8
3,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,4,23,6.238055e-16;1.392875e-09;5.728512e-14;5.300212e-16;9.096867e-16;1.554436e-13;1.196743e-13;5.84239e-13;1.182525e-07,8,12.92919921875,8,8
4,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,4,23,6.313037e-16;5.652493e-09;1.56857e-12;9.008048e-15;1.216943e-14;1.913735e-12;1.868227e-12;7.32563e-12;4.217016e-07,8,13.425127983093262,8,8
5,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,4,23,3.057669e-15;1.127961e-07;4.554341e-10;1.964802e-12;1.465983e-12;1.693067e-10;1.299489e-10;5.535346e-10;2.058508e-06,8,11.127557754516602,8,8
6,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,4,23,1.008286e-14;7.377326e-07;1.15209e-08;3.883796e-11;3.553612e-11;2.709982e-09;1.98167e-09;1.009523e-08;1.001346e-05,8,9.233262062072754,8,8
7,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,4,23,7.984287e-14;8.124449e-06;4.259704e-07;2.405349e-09;3.769091e-09;1.136022e-07;5.775627e-08;4.848338e-07;5.062848e-05,8,6.926946640014648,8,8
8,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,4,23,2.264991e-13;1.619027e-05;1.575823e-06;1.213423e-08;2.135797e-08;4.138394e-07;3.061736e-07;2.346982e-06;8.450817e-05,8,6.20650577545166,8,8
0,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree211:i0,4,23,2.793403e-21;2.735133e-14;1.461782e-19;8.702627e-21;1.244328e-21;1.316573e-19;7.681915e-25;2.126159e-24;4.728702e-22;3.29129e-15;9.111384e-19;6.241745e-22;8.996974e-25,8,-54.578243255615234,1,12
1,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree211:i0,4,23,4.556701e-13;4.781012e-14;1.267419e-15;1.143855e-18;5.762325e-19;1.027251e-15;6.088795e-07;2.82739e-11;4.342541e-17;3.808668e-16;4.010012e-15;9.968739e-15;7.505464e-13,8,14.3116455078125,6,12
2,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree211:i0,4,23,1.917059e-15;4.445901e-15;1.103897e-16;1.385054e-19;4.298845e-19;2.532562e-17;6.089749e-09;4.687254e-13;1.381667e-17;6.230556e-17;2.154039e-16;8.457276e-16;3.15974e-14,8,18.916658401489258,6,12
3,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree211:i0,4,23,3.84766e-16;1.587495e-14;2.252183e-15;3.47228e-18;6.292151e-18;4.745034e-16;9.986181e-08;1.061171e-11;2.843605e-16;8.506233e-16;4.046076e-15;1.036579e-14;4.302278e-13,8,16.119478225708008,6,12
4,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree211:i0,4,23,7.713917e-16;2.140404e-13;7.084176e-14;2.376905e-16;1.393807e-16;1.399364e-14;4.520734e-07;1.17333e-10;4.541834e-15;1.336483e-14;7.27174e-14;2.318154e-13;4.408328e-12,8,14.609420776367188,6,12
5,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree211:i0,4,23,2.77077e-15;4.686564e-11;2.51013e-11;1.401545e-13;2.59043e-13;1.189954e-12;1.430379e-06;2.726041e-09;1.387777e-12;3.581686e-12;1.113771e-11;3.379257e-11;2.694303e-10,8,13.457569122314453,6,12
6,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree211:i0,4,23,2.267402e-14;5.365433e-10;4.607254e-10;3.97649e-12;6.898031e-12;2.315817e-11;4.163284e-06;1.619314e-08;2.390691e-11;5.251422e-11;1.532469e-10;3.401778e-10;2.69855e-09,8,12.389200210571289,6,12
7,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree211:i0,4,23,3.340628e-13;1.490714e-08;2.523572e-08;4.078658e-10;8.411384e-10;8.353568e-10;1.981791e-05;3.741604e-07;1.412068e-09;3.943071e-09;3.411571e-09;5.988674e-09;5.035401e-08,8,10.828866958618164,6,12
8,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree211:i0,4,23,1.23164e-12;5.542896e-08;1.184183e-07;2.799646e-09;5.932324e-09;3.944339e-09;5.002544e-05;1.329133e-06;7.711704e-09;1.864277e-08;1.28056e-08;2.904146e-08;1.909131e-07,8,9.902812957763672,6,12
0,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,4,23,3.268676e-22;3.258567e-29;2.577692e-25;9.765228e-27;2.358822e-25;1.603588e-25;1;2.262863e-27;5.003229e-25;4.603925e-25;2.740831e-24;5.402156e-27;1.354356e-24;5.691364e-20;3.940303e-26;5.745084e-22;4.180473e-29,6,-60.20354080200195,6,16
1,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,4,23,3.277131e-18;2.109765e-15;3.59223e-14;2.493452e-19;1.251886e-13;2.059762e-20;2.488278e-06;1.381865e-17;6.220614e-17;1.606244e-13;1.160169e-19;1.848647e-15;1.252575e-17;1.67499e-10;4.875318e-12;4.598632e-11;5.993979e-19,6,12.90391731262207,6,16
2,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,4,23,1.814328e-18;7.636057e-15;6.697386e-14;3.937689e-19;1.152174e-13;6.254195e-20;9.734447e-07;5.340088e-17;1.173585e-16;2.708957e-13;1.255451e-19;4.20179e-15;9.30775e-18;1.326459e-10;5.893945e-12;2.467666e-11;6.450761e-19,6,13.842424392700195,6,16
3,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,4,23,1.198977e-17;1.856002e-13;2.325551e-13;2.043337e-17;1.287316e-11;7.790681e-18;3.265183e-06;1.106444e-14;7.988435e-16;2.266939e-11;3.854297e-18;3.0827e-14;8.027607e-16;6.131843e-10;6.727657e-11;1.668685e-10;8.206633e-17,6,12.632190704345703,6,16
4,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,4,23,5.479321e-17;4.386216e-12;9.127069e-12;1.044074e-15;3.073777e-10;5.59345e-16;1.798441e-05;5.586894e-13;4.182258e-14;2.887517e-10;2.142412e-16;8.875805e-13;3.463551e-14;5.662123e-09;9.272042e-10;3.476975e-09;7.957124e-15,6,10.925987243652344,6,16
5,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,4,23,1.362022e-15;2.441674e-10;1.507936e-09;2.369103e-13;9.255055e-09;2.385762e-13;0.0001003829;1.509256e-10;6.977027e-12;2.422062e-08;7.210932e-14;5.03209e-10;1.937176e-11;1.26577e-07;8.964439e-08;1.277979e-07;2.958452e-12,6,9.206409454345703,6,16
6,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,4,23,1.760657e-14;4.807659e-09;4.562235e-08;7.63804e-12;1.046352e-07;1.949891e-11;0.0007424989;9.207527e-09;3.477608e-10;2.820044e-07;2.36314e-12;1.748343e-08;6.15518e-10;9.640407e-07;1.537569e-06;2.01163e-06;1.638857e-10,6,7.204686164855957,6,16
7,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,4,23,4.200437e-13;1.340344e-07;1.572322e-06;1.379024e-09;2.428972e-06;1.235734e-09;0.001276179;3.322663e-07;2.59323e-08;3.501677e-06;1.765929e-10;7.360942e-07;3.063427e-08;1.05883e-05;3.874533e-05;2.927688e-05;1.497401e-08,6,6.661806106567383,6,16
8,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,4,23,2.015827e-12;5.226072e-07;5.544334e-06;9.291995e-09;8.55545e-06;7.243226e-09;0.002359437;1.971946e-06;1.294103e-07;1.312722e-05;1.148253e-09;3.746393e-06;2.120634e-07;2.945948e-05;0.0001367579;9.253976e-05;1.020892e-07,6,6.044374465942383,6,16
0,test:isAncestor:D24:d4:b2:N4:t1:paligned:tree307:i1,4,23,9.799021e-26;7.837175e-22;3.514438e-18;1.910751e-12;1;5.303591e-17;8.846179e-20;1.236406e-20;1.6477e-23;4.835416e-14;2.388957e-17;2.268929e-18;8.219277e-23;9.427544e-22;1.512472e-16;4.679342e-23;6.204638e-18;8.429001e-15;1.541363e-16;1.520669e-20;6.090225e-20;8.900542e-20;4.499308e-19;7.584561e-18;2.021063e-20,4,-45.861534118652344,4,24
1,test:isAncestor:D24:d4:b2:N4:t1:paligned:tree307:i1,4,23,3.309074e-23;1.866017e-17;4.775961e-16;6.209504e-15;5.751718e-17;8.285184e-20;2.721387e-21;2.427647e-13;1.867769e-15;1.975313e-19;5.750928e-17;1.064532e-13;9.332404e-20;1.419405e-19;4.340879e-19;3.959352e-16;9.034484e-18;6.173373e-17;6.419027e-18;4.292172e-18;1.029042e-18;5.425941e-24;1.725546e-18;1.779306e-18;8.498558e-21,4,22.748743057250977,7,24
2,test:isAncestor:D24:d4:b2:N4:t1:paligned:tree307:i1,4,23,4.120389e-23;9.676601e-17;2.969216e-15;4.411607e-14;1.413156e-16;6.130665e-20;2.676136e-20;9.188586e-13;1.231932e-14;5.015878e-19;1.915871e-16;3.952046e-13;1.24945e-18;3.550116e-18;2.308573e-18;1.081015e-15;2.999589e-17;9.393292e-17;2.319816e-17;3.008175e-17;7.541247e-18;7.860492e-23;1.634811e-17;8.034749e-18;2.112698e-20,4,21.07771873474121,7,24
3,test:isAncestor:D24:d4:b2:N4:t1:paligned:tree307:i1,4,23,8.352228e-22;5.739655e-15;1.771726e-13;2.630471e-12;9.263748e-15;1.177177e-17;1.786264e-18;4.936146e-11;7.508883e-13;2.719474e-17;2.853872e-14;2.257119e-11;5.315039e-16;1.80356e-15;6.00282e-16;8.229139e-14;5.650734e-15;3.70008e-15;1.688787e-15;3.529174e-15;1.500223e-15;1.840188e-20;2.389361e-15;5.026932e-16;1.159347e-17,4,17.669349670410156,7,24
4,test:isAncestor:D24:d4:b2:N4:t1:paligned:tree307:i1,4,23,1.215569e-20;2.309546e-13;3.763728e-12;3.923193e-11;3.945612e-13;5.477921e-16;1.232717e-16;8.066728e-10;2.192293e-11;1.337156e-15;1.19667e-12;3.611877e-10;3.420899e-14;1.099601e-13;2.314647e-14;2.996936e-12;3.096397e-13;2.250765e-13;7.52698e-14;9.294401e-14;5.403103e-14;2.540915e-18;1.402986e-13;2.849302e-14;7.197957e-16,4,15.14155387878418,7,24
5,test:isAncestor:D24:d4:b2:N4:t1:paligned:tree307:i1,4,23,3.804333e-18;1.556069e-10;1.041084e-09;9.281597e-09;1.301732e-10;4.868137e-13;8.387616e-14;1.478784e-07;2.93994e-09;8.054051e-13;1.672892e-10;3.628894e-08;4.444479e-11;2.662982e-10;1.123068e-11;4.654125e-10;6.655897e-11;2.241122e-11;4.44395e-11;3.896636e-11;2.773671e-11;7.566683e-15;6.97881e-11;1.416896e-11;2.587491e-13,4,11.201923370361328,7,24
6,test:isAncestor:D24:d4:b2:N4:t1:paligned:tree307:i1,4,23,9.971484e-17;3.352912e-09;2.149606e-08;1.537195e-07;3.279925e-09;2.045229e-11;2.501306e-12;1.394312e-06;3.600458e-08;1.598854e-11;3.719181e-09;6.268236e-07;1.797556e-09;8.435954e-09;3.664453e-10;7.794938e-09;1.133423e-09;3.677309e-10;1.1468e-09;9.16387e-10;8.836975e-10;5.259195e-13;1.436965e-09;4.199793e-10;1.992191e-11,4,9.378700256347656,7,24
7,test:isAncestor:D24:d4:b2:N4:t1:paligned:tree307:i1,4,23,8.166697e-15;2.672037e-07;9.485772e-07;5.784192e-06;1.918171e-07;2.835986e-09;9.992042e-10;3.901507e-05;1.50709e-06;1.480742e-09;1.085797e-07;1.246367e-05;1.492619e-07;8.871729e-07;2.380203e-08;4.033662e-07;1.021696e-07;2.619358e-08;7.996562e-08;9.215723e-08;9.157353e-08;2.536132e-10;1.502972e-07;6.016626e-08;2.217979e-09,4,6.68937873840332,7,24
8,test:isAncestor:D24:d4:b2:N4:t1:paligned:tree307:i1,4,23,3.732152e-14;1.068078e-06;3.385402e-06;2.380912e-05;1.096961e-06;1.546568e-08;6.460436e-09;0.0001598812;4.504966e-06;7.521401e-09;4.433562e-07;3.387255e-05;5.863693e-07;4.205043e-06;1.260042e-07;1.584616e-06;5.224442e-07;1.284073e-07;3.507938e-07;4.304634e-07;5.092727e-07;2.115275e-09;7.01112e-07;2.723485e-07;1.258111e-08,4,5.894216537475586,7,24
0,test:isAncestor:D32:d3:b2:N4:t2:paligned:tree211:i2,4,23,7.85672e-20;1.821116e-20;1.199255e-20;1.538961e-20;1.033036e-14;3.768426e-21;1.091742e-19;3.021592e-19;1.773067e-19;1.410083e-21;4.71495e-21;7.12387e-22;8.421774e-26;1.924375e-18;1.162414e-21;5.958156e-19;3.916029e-20;2.573966e-19;1.696541e-20;3.40047e-19;2.339371e-18;1.928356e-21;9.713683e-18;2.162017e-18;5.514539e-19;7.393403e-16;6.99393e-22;6.734168e-20;2.227584e-20;3.928838e-22;5.208423e-23;2.951702e-20;1.346476e-18,3,-49.33245086669922,4,32
1,test:isAncestor:D32:d3:b2:N4:t2:paligned:tree211:i2,4,23,3.062351e-12;2.302735e-15;1.101289e-17;6.557096e-15;3.879427e-15;1.645491e-18;2.922141e-13;5.269275e-15;1.854286e-15;9.400137e-18;1.491316e-13;9.202639e-15;1.266345e-19;1.367814e-19;2.571704e-20;6.29588e-20;4.538979e-15;5.369195e-16;5.949198e-15;8.611466e-16;4.258586e-16;1.339893e-19;1.341444e-16;8.268507e-12;1.295817e-25;8.117463e-13;1.978807e-12;9.723486e-15;8.438803e-18;5.79856e-18;8.844167e-20;2.611876e-20;9.614332e-14,3,17.35901641845703,23,32
2,test:isAncestor:D32:d3:b2:N4:t2:paligned:tree211:i2,4,23,6.392755e-14;3.009102e-16;7.663453e-19;8.407021e-16;6.194e-16;5.032604e-19;9.933893e-14;3.285095e-16;2.516338e-16;2.443305e-18;3.693321e-14;2.109793e-15;2.474889e-19;6.985188e-20;1.997189e-20;8.017961e-20;4.264936e-15;2.024497e-16;2.68735e-15;5.669944e-16;1.505594e-16;4.178047e-20;2.708014e-17;9.19938e-13;1.942601e-26;9.00422e-14;3.489506e-13;2.331013e-15;3.611439e-18;4.16453e-19;4.726289e-20;8.585196e-21;4.128257e-14,3,19.594867706298828,23,32
3,test:isAncestor:D32:d3:b2:N4:t2:paligned:tree211:i2,4,23,6.569652e-14;5.657701e-15;6.772085e-17;5.00133e-14;3.06744e-14;2.573544e-17;8.367313e-13;6.213051e-15;1.449854e-14;5.374956e-17;3.446349e-12;1.19926e-13;2.437559e-17;5.138121e-18;7.623618e-19;2.570956e-18;6.863436e-14;6.810657e-15;2.623601e-14;1.375992e-14;8.104767e-15;1.263607e-18;1.415233e-15;5.510602e-11;3.263383e-24;1.917781e-12;4.520742e-12;1.610823e-14;6.113708e-17;9.17738e-18;3.769726e-18;1.517566e-19;4.799032e-13,3,19.44356918334961,23,32
