accuracy_delta,component,example_id,js_damage,layer,margin_delta,mode,model_seed,predictive_order
0,sa,test:l2:t2:prandomized:c45:i22,2.7993792173219845e-08,5,2.5672264099121094,zero,11,2
0,ff,test:l2:t2:prandomized:c45:i22,1.1432556235035918e-08,5,1.157278060913086,zero,11,2
-1,sa,test:l2:t3:paligned:c0:i26,0.6740812063217163,0,-16.575584411621094,zero,11,2
0,ff,test:l2:t3:paligned:c0:i26,0.0007439694600179791,0,-5.40252685546875,zero,11,2
0,sa,test:l2:t3:paligned:c0:i26,0.004010129254311323,1,-7.064615249633789,zero,11,2
0,ff,test:l2:t3:paligned:c0:i26,2.2654615960959745e-09,1,-0.0412445068359375,zero,11,2
0,sa,test:l2:t3:paligned:c0:i26,5.617903298116289e-06,2,-0.30552101135253906,zero,11,2
0,ff,test:l2:t3:paligned:c0:i26,1.6354927083739312e-06,2,1.7678661346435547,zero,11,2
0,sa,test:l2:t3:paligned:c0:i26,2.4933578970376402e-06,3,2.7498512268066406,zero,11,2
0,ff,test:l2:t3:paligned:c0:i26,2.409675289527513e-06,3,2.6311378479003906,zero,11,2
0,sa,test:l2:t3:paligned:c0:i26,2.573282245066366e-06,4,2.8708763122558594,zero,11,2
0,ff,test:l2:t3:paligned:c0:i26,2.6691782295529265e-06,4,3.029367446899414,zero,11,2
0,sa,test:l2:t3:paligned:c0:i26,3.470797310001217e-06,5,7.038177490234375,zero,11,2
0,ff,test:l2:t3:paligned:c0:i26,1.913706228151568e-06,5,2.043109893798828,zero,11,2
-1,sa,test:l2:t3:prandomized:c25:i31,0.6931460499763489,0,-40.33098602294922,zero,11,2
0,ff,test:l2:t3:prandomized:c25:i31,6.470693136861883e-08,0,7.64171028137207,zero,11,2
0,sa,test:l2:t3:prandomized:c25:i31,0.010406157933175564,1,-12.261480331420898,zero,11,2
0,ff,test:l2:t3:prandomized:c25:i31,1.316299957920819e-08,1,0.6630268096923828,zero,11,2
0,sa,test:l2:t3:prandomized:c25:i31,0.0025010332465171814,2,-10.821062088012695,zero,11,2
0,ff,test:l2:t3:prandomized:c25:i31,3.763334088802139e-09,2,0.06502342224121094,zero,11,2
0,sa,test:l2:t3:prandomized:c25:i31,1.0488156476640143e-07,3,-0.8791370391845703,zero,11,2
0,ff,test:l2:t3:prandomized:c25:i31,1.0983141507381333e-08,3,0.8107566833496094,zero,11,2
0,sa,test:l2:t3:prandomized:c25:i31,5.642533551508677e-09,4,0.37613677978515625,zero,11,2
0,ff,test:l2:t3:prandomized:c25:i31,1.2727989329164302e-08,4,0.6879959106445312,zero,11,2
0,sa,test:l2:t3:prandomized:c25:i31,2.601876758490107e-07,5,-2.122781753540039,zero,11,2
0,ff,test:l2:t3:prandomized:c25:i31,1.1226566343225386e-08,5,0.8270835876464844,zero,11,2
-1,sa,test:l2:t0:paligned:c0:i0,0.6931434273719788,0,-27.97689437866211,mean,11,2
0,sa,test:l2:t0:prandomized:c20:i4,1.3663366189575754e-05,0,-10.072145462036133,mean,11,2
-1,sa,test:l2:t1:paligned:c40:i8,0.6931453943252563,0,-33.40646171569824,mean,11,2
-1,sa,test:l2:t1:prandomized:c0:i13,0.6931416988372803,0,-26.81632423400879,mean,11,2
0,sa,test:l2:t2:paligned:c20:i17,6.7487763999452e-07,0,1.3991336822509766,mean,11,2
-1,sa,test:l2:t2:prandomized:c45:i22,0.693122148513794,0,-28.505725860595703,mean,11,2
-1,sa,test:l2:t3:paligned:c0:i26,0.6931426525115967,0,-25.838762283325195,mean,11,2
0,sa,test:l2:t3:prandomized:c25:i31,1.4755281085854222e-07,0,-1.0220584869384766,mean,11,2
0,ff,test:l2:t0:paligned:c0:i0,2.5087079080776675e-09,0,0.10268211364746094,mean,11,2
0,ff,test:l2:t0:prandomized:c20:i4,1.3199840509514615e-07,0,-5.463199615478516,mean,11,2
0,ff,test:l2:t1:paligned:c40:i8,1.6932039770267693e-08,0,-1.7738170623779297,mean,11,2
0,ff,test:l2:t1:prandomized:c0:i13,2.0729676180053502e-06,0,0.13286781311035156,mean,11,2
0,ff,test:l2:t2:paligned:c20:i17,1.4346247780849808e-06,0,-0.5517234802246094,mean,11,2
0,ff,test:l2:t2:prandomized:c45:i22,1.563657114900252e-08,0,-0.8222808837890625,mean,11,2
0,ff,test:l2:t3:paligned:c0:i26,1.6589369806752075e-06,0,1.789266586303711,mean,11,2
0,ff,test:l2:t3:prandomized:c25:i31,4.42466081551629e-08,0,0.2950172424316406,mean,11,2
0,sa,test:l2:t0:paligned:c0:i0,1.3867317647964228e-05,1,-3.494831085205078,mean,11,2
0,sa,test:l2:t0:prandomized:c20:i4,0.03827245533466339,1,-18.266389846801758,mean,11,2
0,sa,test:l2:t1:paligned:c40:i8,4.1308385334559716e-07,1,-4.296720504760742,mean,11,2
0,sa,test:l2:t1:prandomized:c0:i13,5.91542118399957e-07,1,0.4504966735839844,mean,11,2
0,sa,test:l2:t2:paligned:c20:i17,0.017717227339744568,1,-9.530658721923828,mean,11,2
0,sa,test:l2:t2:prandomized:c45:i22,8.41859502997977e-07,1,-3.2092037200927734,mean,11,2
0,sa,test:l2:t3:paligned:c0:i26,6.362084241118282e-05,1,-3.1465415954589844,mean,11,2
-1,sa,test:l2:t3:prandomized:c25:i31,0.21837696433067322,1,-15.766786575317383,mean,11,2
0,ff,test:l2:t0:paligned:c0:i0,1.4468133358036539e-08,1,-0.26337432861328125,mean,11,2
0,ff,test:l2:t0:prandomized:c20:i4,2.064298953996513e-09,1,-1.8245086669921875,mean,11,2
0,ff,test:l2:t1:paligned:c40:i8,6.985709788409622e-10,1,-0.4703865051269531,mean,11,2
0,ff,test:l2:t1:prandomized:c0:i13,5.7246854368031563e-08,1,-0.3520793914794922,mean,11,2
0,ff,test:l2:t2:paligned:c20:i17,1.7222253063664539e-06,1,-1.3488731384277344,mean,11,2
0,ff,test:l2:t2:prandomized:c45:i22,1.0339640255097038e-08,1,-0.702545166015625,mean,11,2
0,ff,test:l2:t3:paligned:c0:i26,1.0017571128173586e-07,1,0.3044605255126953,mean,11,2
0,ff,test:l2:t3:prandomized:c25:i31,3.193686026747855e-08,1,-0.7710399627685547,mean,11,2
0,sa,test:l2:t0:paligned:c0:i0,8.279124017462891e-07,2,-0.5779399871826172,mean,11,2
0,sa,test:l2:t0:prandomized:c20:i4,0.013857056386768818,2,-17.20378875732422,mean,11,2
0,sa,test:l2:t1:paligned:c40:i8,3.1143559908741736e-07,2,-4.083221435546875,mean,11,2
0,sa,test:l2:t1:prandomized:c0:i13,1.375806732539786e-06,2,-0.20504379272460938,mean,11,2
0,sa,test:l2:t2:paligned:c20:i17,0.03566943109035492,2,-10.240901947021484,mean,11,2
0,sa,test:l2:t2:prandomized:c45:i22,9.229310649061517e-08,2,-1.5215530395507812,mean,11,2
0,sa,test:l2:t3:paligned:c0:i26,4.2562476210150635e-07,2,-0.20253944396972656,mean,11,2
0,sa,test:l2:t3:prandomized:c25:i31,0.0908118337392807,2,-14.587667465209961,mean,11,2
0,ff,test:l2:t0:paligned:c0:i0,1.4459236474806403e-08,2,0.3038673400878906,mean,11,2
0,ff,test:l2:t0:prandomized:c20:i4,8.352677924317042e-12,2,0.0716400146484375,mean,11,2
0,ff,test:l2:t1:paligned:c40:i8,7.719530570327038e-11,2,0.09166336059570312,mean,11,2
0,ff,test:l2:t1:prandomized:c0:i13,5.0954145791592964e-08,2,0.40094566345214844,mean,11,2
0,ff,test:l2:t2:paligned:c20:i17,1.0529018368288234e-07,2,-0.42166900634765625,mean,11,2
0,ff,test:l2:t2:prandomized:c45:i22,5.697814442484628e-11,2,9.1552734375e-05,mean,11,2
0,ff,test:l2:t3:paligned:c0:i26,3.1885241469353787e-07,2,0.5825176239013672,mean,11,2
0,ff,test:l2:t3:prandomized:c25:i31,7.636513643660692e-09,2,-0.4888591766357422,mean,11,2
0,sa,test:l2:t0:paligned:c0:i0,1.6767947030871255e-08,3,0.3192005157470703,mean,11,2
0,sa,test:l2:t0:prandomized:c20:i4,6.154416087866821e-09,3,-2.6171112060546875,mean,11,2
0,sa,test:l2:t1:paligned:c40:i8,1.983304409591824e-09,3,1.010345458984375,mean,11,2
0,sa,test:l2:t1:prandomized:c0:i13,2.874827487175935e-09,3,0.06746292114257812,mean,11,2
0,sa,test:l2:t2:paligned:c20:i17,3.263253844920655e-08,3,-0.2313995361328125,mean,11,2
0,sa,test:l2:t2:prandomized:c45:i22,1.684470340990174e-08,3,1.5734672546386719,mean,11,2
0,sa,test:l2:t3:paligned:c0:i26,1.9108348681129428e-07,3,0.4344062805175781,mean,11,2
0,sa,test:l2:t3:prandomized:c25:i31,1.30467242343002e-06,3,-3.230520248413086,mean,11,2
0,ff,test:l2:t0:paligned:c0:i0,9.970172243356501e-09,3,0.24887657165527344,mean,11,2
0,ff,test:l2:t0:prandomized:c20:i4,1.2093881451846755e-11,3,0.11428070068359375,mean,11,2
0,ff,test:l2:t1:paligned:c40:i8,1.2778844649119492e-10,3,0.18477821350097656,mean,11,2
0,ff,test:l2:t1:prandomized:c0:i13,2.555651690272498e-08,3,0.2753276824951172,mean,11,2
0,ff,test:l2:t2:paligned:c20:i17,1.0585954157704691e-07,3,-0.4227180480957031,mean,11,2
0,ff,test:l2:t2:prandomized:c45:i22,2.4218760330541045e-10,3,0.12757110595703125,mean,11,2
0,ff,test:l2:t3:paligned:c0:i26,2.6703980893216794e-07,3,0.5255374908447266,mean,11,2
0,ff,test:l2:t3:prandomized:c25:i31,2.124637177303157e-08,3,-0.7856960296630859,mean,11,2
0,sa,test:l2:t0:paligned:c0:i0,4.2760504470606975e-08,4,0.5565261840820312,mean,11,2
0,sa,test:l2:t0:prandomized:c20:i4,7.951056479882368e-10,4,-0.7384567260742188,mean,11,2
0,sa,test:l2:t1:paligned:c40:i8,7.550993164073816e-10,4,0.44486045837402344,mean,11,2
0,sa,test:l2:t1:prandomized:c0:i13,2.8855627220991664e-08,4,0.2938823699951172,mean,11,2
0,sa,test:l2:t2:paligned:c20:i17,2.988348235533067e-09,4,-0.07647705078125,mean,11,2
0,sa,test:l2:t2:prandomized:c45:i22,6.526619245050824e-10,4,0.21031761169433594,mean,11,2
0,sa,test:l2:t3:paligned:c0:i26,2.696673959690088e-07,4,0.5284557342529297,mean,11,2
0,sa,test:l2:t3:prandomized:c25:i31,3.183230035119777e-08,4,-0.9619007110595703,mean,11,2
0,ff,test:l2:t0:paligned:c0:i0,5.911005018788273e-11,4,-0.017772674560546875,mean,11,2
0,ff,test:l2:t0:prandomized:c20:i4,8.504510984330693e-11,4,0.11356735229492188,mean,11,2
0,ff,test:l2:t1:paligned:c40:i8,1.0575851305816286e-10,4,0.17473411560058594,mean,11,2
0,ff,test:l2:t1:prandomized:c0:i13,2.1942621053483435e-09,4,0.07677268981933594,mean,11,2
0,ff,test:l2:t2:paligned:c20:i17,4.2661429944246265e-09,4,-0.09138870239257812,mean,11,2
0,ff,test:l2:t2:prandomized:c45:i22,3.3365810114815986e-11,4,0.03028106689453125,mean,11,2
0,ff,test:l2:t3:paligned:c0:i26,5.624012899829722e-08,4,0.2236614227294922,mean,11,2
0,ff,test:l2:t3:prandomized:c25:i31,3.587769192847645e-09,4,-0.39734649658203125,mean,11,2
0,sa,test:l2:t0:paligned:c0:i0,4.733742571261246e-07,5,4.7398223876953125,mean,11,2
0,sa,test:l2:t0:prandomized:c20:i4,7.74048114493553e-09,5,-2.7314891815185547,mean,11,2
0,sa,test:l2:t1:paligned:c40:i8,2.8170206167743572e-09,5,0.9120197296142578,mean,11,2
0,sa,test:l2:t1:prandomized:c0:i13,1.0048452168121003e-06,5,4.742692947387695,mean,11,2
0,sa,test:l2:t2:paligned:c20:i17,8.193702001335623e-07,5,2.2722721099853516,mean,11,2
0,sa,test:l2:t2:prandomized:c45:i22,1.7931874651822e-08,5,1.49609375,mean,11,2
0,sa,test:l2:t3:paligned:c0:i26,3.260141056671273e-06,5,4.671176910400391,mean,11,2
0,sa,test:l2:t3:prandomized:c25:i31,4.232827450323384e-06,5,-4.434593200683594,mean,11,2
0,ff,test:l2:t0:paligned:c0:i0,3.628224831686566e-09,5,0.1463165283203125,mean,11,2
0,ff,test:l2:t0:prandomized:c20:i4,1.5313667001137787e-11,5,-0.030529022216796875,mean,11,2
0,ff,test:l2:t1:paligned:c40:i8,2.960687250919136e-11,5,0.0903472900390625,mean,11,2
0,ff,test:l2:t1:prandomized:c0:i13,1.6082097431535658e-08,5,0.21514129638671875,mean,11,2
0,ff,test:l2:t2:paligned:c20:i17,4.4887809025340175e-08,5,-0.28487396240234375,mean,11,2
0,ff,test:l2:t2:prandomized:c45:i22,1.3826495504076775e-11,5,0.02962493896484375,mean,11,2
0,ff,test:l2:t3:paligned:c0:i26,6.311992706287128e-08,5,0.23777008056640625,mean,11,2
0,ff,test:l2:t3:prandomized:c25:i31,4.942046771816422e-09,5,-0.4490680694580078,mean,11,2
0,sa,test:l3:t0:paligned:c0:i0,4.3392859083724034e-07,0,-0.3649311065673828,zero,11,3
0,ff,test:l3:t0:paligned:c0:i0,2.5893479005389963e-07,0,-0.7916259765625,zero,11,3
0,sa,test:l3:t0:paligned:c0:i0,8.943817988438241e-07,1,5.902793884277344,zero,11,3
0,ff,test:l3:t0:paligned:c0:i0,3.5996038150187815e-06,1,-2.2681808471679688,zero,11,3
0,sa,test:l3:t0:paligned:c0:i0,1.4257902876124717e-05,2,-3.0633106231689453,zero,11,3
0,ff,test:l3:t0:paligned:c0:i0,2.041793294438321e-07,2,-0.7243118286132812,zero,11,3
0,sa,test:l3:t0:paligned:c0:i0,6.003983799018897e-07,3,-1.214792251586914,zero,11,3
0,ff,test:l3:t0:paligned:c0:i0,1.8812858115779818e-07,3,-0.6170005798339844,zero,11,3
0,sa,test:l3:t0:paligned:c0:i0,1.713855652951679e-07,4,-0.21492385864257812,zero,11,3
0,ff,test:l3:t0:paligned:c0:i0,5.1815440826885606e-08,4,-0.4043617248535156,zero,11,3
0,sa,test:l3:t0:paligned:c0:i0,0.0528053380548954,5,-11.465293884277344,zero,11,3
0,ff,test:l3:t0:paligned:c0:i0,3.0531367656294606e-08,5,-0.15404510498046875,zero,11,3
-1,sa,test:l3:t0:prandomized:c20:i4,0.6827908158302307,0,-18.25094223022461,zero,11,3
0,ff,test:l3:t0:prandomized:c20:i4,0.0025549661368131638,0,-1.700469970703125,zero,11,3
-1,sa,test:l3:t0:prandomized:c20:i4,0.35031038522720337,1,-6.756076812744141,zero,11,3
0,ff,test:l3:t0:prandomized:c20:i4,0.00030308356508612633,1,1.2071571350097656,zero,11,3
0,sa,test:l3:t0:prandomized:c20:i4,0.00036580098094418645,2,1.3764896392822266,zero,11,3
0,ff,test:l3:t0:prandomized:c20:i4,0.0004087482811883092,2,1.5086936950683594,zero,11,3
0,sa,test:l3:t0:prandomized:c20:i4,0.0021407350432127714,3,-1.5873756408691406,zero,11,3
0,ff,test:l3:t0:prandomized:c20:i4,0.0005297111347317696,3,1.8766460418701172,zero,11,3
0,sa,test:l3:t0:prandomized:c20:i4,0.00018133438425138593,4,-0.5907764434814453,zero,11,3
0,ff,test:l3:t0:prandomized:c20:i4,0.0006029995856806636,4,2.1253509521484375,zero,11,3
0,sa,test:l3:t0:prandomized:c20:i4,0.05717560276389122,5,-4.225683212280273,zero,11,3
0,ff,test:l3:t0:prandomized:c20:i4,0.00046519056195393205,5,1.6733436584472656,zero,11,3
0,sa,test:l3:t1:paligned:c40:i8,0.000171700565260835,0,-0.7619075775146484,zero,11,3
0,ff,test:l3:t1:paligned:c40:i8,4.7292767703766e-05,0,2.4298324584960938,zero,11,3
-1,sa,test:l3:t1:paligned:c40:i8,0.6661864519119263,1,-13.475200653076172,zero,11,3
0,ff,test:l3:t1:paligned:c40:i8,1.0094389836012851e-05,1,0.5853672027587891,zero,11,3
0,sa,test:l3:t1:paligned:c40:i8,0.1810244619846344,2,-8.454782485961914,zero,11,3
0,ff,test:l3:t1:paligned:c40:i8,3.9574981201440096e-05,2,1.5167675018310547,zero,11,3
0,sa,test:l3:t1:paligned:c40:i8,0.0007184842834249139,3,-2.5644588470458984,zero,11,3
0,ff,test:l3:t1:paligned:c40:i8,4.575983257382177e-05,3,1.8618755340576172,zero,11,3
0,sa,test:l3:t1:paligned:c40:i8,0.00027251383289694786,4,-1.8836555480957031,zero,11,3
0,ff,test:l3:t1:paligned:c40:i8,3.7748053728137165e-05,4,1.3011112213134766,zero,11,3
0,sa,test:l3:t1:paligned:c40:i8,1.2933418474858627e-05,5,-0.46395301818847656,zero,11,3
0,ff,test:l3:t1:paligned:c40:i8,3.2846473914105445e-05,5,1.6713790893554688,zero,11,3
0,sa,test:l3:t1:prandomized:c0:i13,4.098582451206312e-07,0,-1.101613998413086,zero,11,3
0,ff,test:l3:t1:prandomized:c0:i13,1.447688418920734e-06,0,-1.922311782836914,zero,11,3
0,sa,test:l3:t1:prandomized:c0:i13,7.138811497497954e-07,1,4.747987747192383,zero,11,3
0,ff,test:l3:t1:prandomized:c0:i13,3.767480905025877e-08,1,-0.3261566162109375,zero,11,3
0,sa,test:l3:t1:prandomized:c0:i13,8.710409019840881e-06,2,-3.1520538330078125,zero,11,3
0,ff,test:l3:t1:prandomized:c0:i13,1.3183526448301564e-07,2,-0.7492141723632812,zero,11,3
0,sa,test:l3:t1:prandomized:c0:i13,4.3078870248791645e-07,3,-1.286722183227539,zero,11,3
0,ff,test:l3:t1:prandomized:c0:i13,1.1261460031164461e-07,3,-0.5538368225097656,zero,11,3
0,sa,test:l3:t1:prandomized:c0:i13,1.7827468923314882e-07,4,-0.2139453887939453,zero,11,3
0,ff,test:l3:t1:prandomized:c0:i13,1.9124270167480972e-08,4,-0.29599571228027344,zero,11,3
0,sa,test:l3:t1:prandomized:c0:i13,0.08118662238121033,5,-12.45576286315918,zero,11,3
0,ff,test:l3:t1:prandomized:c0:i13,3.14128811851333e-08,5,-0.07614326477050781,zero,11,3
-1,sa,test:l3:t2:paligned:c20:i17,0.6810892820358276,0,-18.916290283203125,zero,11,3
0,ff,test:l3:t2:paligned:c20:i17,0.0064808065071702,0,-2.192312240600586,zero,11,3
-1,sa,test:l3:t2:paligned:c20:i17,0.6352509260177612,1,-9.592756271362305,zero,11,3
0,ff,test:l3:t2:paligned:c20:i17,0.00033864635042846203,1,1.1497573852539062,zero,11,3
0,sa,test:l3:t2:paligned:c20:i17,0.0006804678705520928,2,2.000211715698242,zero,11,3
0,ff,test:l3:t2:paligned:c20:i17,0.0005175380501896143,2,1.5783824920654297,zero,11,3
0,sa,test:l3:t2:paligned:c20:i17,0.0036617275327444077,3,-1.8057804107666016,zero,11,3
0,ff,test:l3:t2:paligned:c20:i17,0.0006522497278638184,3,1.9268741607666016,zero,11,3
0,sa,test:l3:t2:paligned:c20:i17,0.00025702890707179904,4,-0.6404628753662109,zero,11,3
0,ff,test:l3:t2:paligned:c20:i17,0.0007224767468869686,4,2.1283607482910156,zero,11,3
0,sa,test:l3:t2:paligned:c20:i17,0.10279950499534607,5,-4.702751159667969,zero,11,3
0,ff,test:l3:t2:paligned:c20:i17,0.0005616151029244065,5,1.686685562133789,zero,11,3
0,sa,test:l3:t2:prandomized:c45:i22,0.03928472474217415,0,-8.741695404052734,zero,11,3
0,ff,test:l3:t2:prandomized:c45:i22,0.00034483306808397174,0,-4.0372161865234375,zero,11,3
0,sa,test:l3:t2:prandomized:c45:i22,0.1677330732345581,1,-10.46990966796875,zero,11,3
0,ff,test:l3:t2:prandomized:c45:i22,3.1428912734554615e-06,1,0.5097637176513672,zero,11,3
0,sa,test:l3:t2:prandomized:c45:i22,0.07511795312166214,2,-9.291507720947266,zero,11,3
0,ff,test:l3:t2:prandomized:c45:i22,5.2189120651746634e-06,2,0.6420173645019531,zero,11,3
0,sa,test:l3:t2:prandomized:c45:i22,2.5420016754651442e-05,3,-1.7443408966064453,zero,11,3
0,ff,test:l3:t2:prandomized:c45:i22,6.883828518766677e-06,3,1.2055072784423828,zero,11,3
0,sa,test:l3:t2:prandomized:c45:i22,2.9385555535554886e-06,4,-0.8043804168701172,zero,11,3
0,ff,test:l3:t2:prandomized:c45:i22,6.486807706096442e-06,4,0.9588947296142578,zero,11,3
0,sa,test:l3:t2:prandomized:c45:i22,0.00014992438082117587,5,-3.111276626586914,zero,11,3
0,ff,test:l3:t2:prandomized:c45:i22,5.903930741624208e-06,5,1.1966552734375,zero,11,3
0,sa,test:l3:t3:paligned:c0:i26,2.789439008665795e-07,0,-0.7143344879150391,zero,11,3
0,ff,test:l3:t3:paligned:c0:i26,1.462925780515434e-07,0,0.9259548187255859,zero,11,3
0,sa,test:l3:t3:paligned:c0:i26,7.781493991387833e-07,1,4.912105560302734,zero,11,3
0,ff,test:l3:t3:paligned:c0:i26,1.6792385792996356e-07,1,-0.49555206298828125,zero,11,3
0,sa,test:l3:t3:paligned:c0:i26,4.569824523059651e-05,2,-4.652276992797852,zero,11,3
0,ff,test:l3:t3:paligned:c0:i26,1.8921906530522392e-07,2,-0.5223140716552734,zero,11,3
0,sa,test:l3:t3:paligned:c0:i26,2.365145803651103e-07,3,-0.7534751892089844,zero,11,3
0,ff,test:l3:t3:paligned:c0:i26,1.9490224190121808e-07,3,-0.7271194458007812,zero,11,3
0,sa,test:l3:t3:paligned:c0:i26,2.766096827144793e-07,4,0.38573455810546875,zero,11,3
0,ff,test:l3:t3:paligned:c0:i26,1.9934464745574587e-08,4,-0.01523590087890625,zero,11,3
0,sa,test:l3:t3:paligned:c0:i26,0.05529625341296196,5,-11.80903434753418,zero,11,3
0,ff,test:l3:t3:paligned:c0:i26,3.202868015250715e-08,5,0.229034423828125,zero,11,3
-1,sa,test:l3:t3:prandomized:c25:i31,0.691180408000946,0,-32.964242935180664,zero,11,3
0,ff,test:l3:t3:prandomized:c25:i31,0.0001862655335571617,0,-1.2708873748779297,zero,11,3
-1,sa,test:l3:t3:prandomized:c25:i31,0.6211356520652771,1,-11.078210830688477,zero,11,3
0,ff,test:l3:t3:prandomized:c25:i31,3.375797678017989e-05,1,0.9413318634033203,zero,11,3
0,sa,test:l3:t3:prandomized:c25:i31,0.0006187631515786052,2,-1.941457748413086,zero,11,3
0,ff,test:l3:t3:prandomized:c25:i31,9.36506621656008e-05,2,2.0905075073242188,zero,11,3
0,sa,test:l3:t3:prandomized:c25:i31,0.0006592508289031684,3,-1.982736587524414,zero,11,3
0,ff,test:l3:t3:prandomized:c25:i31,0.00010658691462595016,3,2.389892578125,zero,11,3
0,sa,test:l3:t3:prandomized:c25:i31,4.891381104243919e-05,4,-0.7309951782226562,zero,11,3
0,ff,test:l3:t3:prandomized:c25:i31,0.00011697967420332134,4,2.67822265625,zero,11,3
0,sa,test:l3:t3:prandomized:c25:i31,0.01609792932868004,5,-4.675788879394531,zero,11,3
0,ff,test:l3:t3:prandomized:c25:i31,9.307247819378972e-05,5,2.067972183227539,zero,11,3
0,sa,test:l3:t0:paligned:c0:i0,0.0007206584559753537,0,-7.054162979125977,mean,11,3
-1,sa,test:l3:t0:prandomized:c20:i4,0.6687666773796082,0,-11.223785400390625,mean,11,3
0,sa,test:l3:t1:paligned:c40:i8,4.500992508837953e-05,0,1.9097175598144531,mean,11,3
-1,sa,test:l3:t1:prandomized:c0:i13,0.6930528879165649,0,-24.91575050354004,mean,11,3
-1,sa,test:l3:t2:paligned:c20:i17,0.6751360297203064,0,-12.04765510559082,mean,11,3
0,sa,test:l3:t2:prandomized:c45:i22,2.461218855387415e-06,0,-0.4242134094238281,mean,11,3
-1,sa,test:l3:t3:paligned:c0:i26,0.6929455995559692,0,-23.831371307373047,mean,11,3
0,sa,test:l3:t3:prandomized:c25:i31,0.00013773654063697904,0,3.384275436401367,mean,11,3
0,ff,test:l3:t0:paligned:c0:i0,3.388640107004903e-05,0,-3.7857799530029297,mean,11,3
0,ff,test:l3:t0:prandomized:c20:i4,0.00011413110769353807,0,0.6060295104980469,mean,11,3
0,ff,test:l3:t1:paligned:c40:i8,4.285771865397692e-05,0,2.2516422271728516,mean,11,3
-1,ff,test:l3:t1:prandomized:c0:i13,0.6925013065338135,0,-22.714994430541992,mean,11,3
0,ff,test:l3:t2:paligned:c20:i17,0.0003815513919107616,0,-0.7552013397216797,mean,11,3
0,ff,test:l3:t2:prandomized:c45:i22,9.185572480419069e-07,0,-0.2519359588623047,mean,11,3
0,ff,test:l3:t3:paligned:c0:i26,0.013155575841665268,0,-10.189752578735352,mean,11,3
0,ff,test:l3:t3:prandomized:c25:i31,0.0037100708577781916,0,-3.296804428100586,mean,11,3
0,sa,test:l3:t0:paligned:c0:i0,1.9083228153249365e-07,1,-0.28760528564453125,mean,11,3
0,sa,test:l3:t0:prandomized:c20:i4,0.0001999940723180771,1,0.9101543426513672,mean,11,3
0,sa,test:l3:t1:paligned:c40:i8,0.0222310870885849,1,-6.113811492919922,mean,11,3
0,sa,test:l3:t1:prandomized:c0:i13,0.0026070019230246544,1,-8.858898162841797,mean,11,3
0,sa,test:l3:t2:paligned:c20:i17,7.421209011226892e-05,1,0.4522514343261719,mean,11,3
0,sa,test:l3:t2:prandomized:c45:i22,0.00021387406741268933,1,-3.6069412231445312,mean,11,3
0,sa,test:l3:t3:paligned:c0:i26,5.034045534557663e-05,1,-4.658632278442383,mean,11,3
0,sa,test:l3:t3:prandomized:c25:i31,0.00016968382988125086,1,-1.220102310180664,mean,11,3
0,ff,test:l3:t0:paligned:c0:i0,1.5280363641068107e-09,1,0.07150077819824219,mean,11,3
0,ff,test:l3:t0:prandomized:c20:i4,1.717700797598809e-06,1,-0.06613922119140625,mean,11,3
0,ff,test:l3:t1:paligned:c40:i8,1.2994853022973984e-05,1,0.9094257354736328,mean,11,3
0,ff,test:l3:t1:prandomized:c0:i13,5.1776645193513104e-09,1,0.09594154357910156,mean,11,3
0,ff,test:l3:t2:paligned:c20:i17,1.1802898370660841e-05,1,-0.1550731658935547,mean,11,3
0,ff,test:l3:t2:prandomized:c45:i22,1.165968569694087e-06,1,0.5780773162841797,mean,11,3
0,ff,test:l3:t3:paligned:c0:i26,2.051207204090133e-09,1,0.10128021240234375,mean,11,3
0,ff,test:l3:t3:prandomized:c25:i31,3.318362360005267e-06,1,-0.217041015625,mean,11,3
0,sa,test:l3:t0:paligned:c0:i0,3.828598346444778e-05,2,-4.145099639892578,mean,11,3
0,sa,test:l3:t0:prandomized:c20:i4,2.683021011762321e-05,2,-0.23540115356445312,mean,11,3
0,sa,test:l3:t1:paligned:c40:i8,0.13355356454849243,2,-8.087488174438477,mean,11,3
0,sa,test:l3:t1:prandomized:c0:i13,1.2775056347891223e-05,2,-3.623056411743164,mean,11,3
0,sa,test:l3:t2:paligned:c20:i17,2.223313003923977e-06,2,-0.0053691864013671875,mean,11,3
0,sa,test:l3:t2:prandomized:c45:i22,0.05261647328734398,2,-9.007728576660156,mean,11,3
0,sa,test:l3:t3:paligned:c0:i26,3.089561141678132e-05,2,-4.296123504638672,mean,11,3
0,sa,test:l3:t3:prandomized:c25:i31,0.0001260835852008313,2,-1.0954151153564453,mean,11,3
0,ff,test:l3:t0:paligned:c0:i0,3.236886669810701e-08,2,-0.24061965942382812,mean,11,3
0,ff,test:l3:t0:prandomized:c20:i4,4.4179847463965416e-05,2,-0.3155689239501953,mean,11,3
0,ff,test:l3:t1:paligned:c40:i8,2.3379825506708585e-06,2,0.3426189422607422,mean,11,3
0,ff,test:l3:t1:prandomized:c0:i13,3.651928537351523e-09,2,-0.1309528350830078,mean,11,3
0,ff,test:l3:t2:paligned:c20:i17,5.546843749471009e-05,2,-0.3229484558105469,mean,11,3
0,ff,test:l3:t2:prandomized:c45:i22,1.3322232916834764e-07,2,0.20819854736328125,mean,11,3
0,ff,test:l3:t3:paligned:c0:i26,2.0593084570919018e-08,2,-0.23084259033203125,mean,11,3
