accuracy_delta,component,donor,donor_type,js_damage,layer,margin_damage,model_depth,model_seed,predicate,recipient,stage,status
0,ff,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree101:i0,same_predicate_cross_tree_same_role,5.895981303183362e-07,5,0.11026573181152344,6,37,,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,s1,
0,sa,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree101:i0,same_predicate_cross_tree_same_role,3.210442082490772e-05,0,-2.581317901611328,6,37,,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree211:i0,s1,
0,ff,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree101:i0,same_predicate_cross_tree_same_role,1.9122751837130636e-05,0,-1.8314552307128906,6,37,,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree211:i0,s1,
0,sa,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree101:i0,same_predicate_cross_tree_same_role,6.918611688888632e-06,1,-0.6463584899902344,6,37,,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree211:i0,s1,
0,ff,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree101:i0,same_predicate_cross_tree_same_role,7.759337677271105e-06,1,-1.0372371673583984,6,37,,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree211:i0,s1,
0,sa,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree101:i0,same_predicate_cross_tree_same_role,2.4699647838133387e-07,2,-0.11724090576171875,6,37,,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree211:i0,s1,
0,ff,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree101:i0,same_predicate_cross_tree_same_role,2.1778287191409618e-06,2,-0.4124717712402344,6,37,,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree211:i0,s1,
0,sa,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree101:i0,same_predicate_cross_tree_same_role,2.2160406842886005e-08,3,0.03641510009765625,6,37,,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree211:i0,s1,
0,ff,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree101:i0,same_predicate_cross_tree_same_role,3.9115366234909743e-07,3,-0.1719799041748047,6,37,,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree211:i0,s1,
0,sa,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree101:i0,same_predicate_cross_tree_same_role,1.804139628802659e-07,4,-0.10483741760253906,6,37,,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree211:i0,s1,
0,ff,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree101:i0,same_predicate_cross_tree_same_role,5.002116267860401e-07,4,-0.1589336395263672,6,37,,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree211:i0,s1,
0,sa,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree101:i0,same_predicate_cross_tree_same_role,8.336223800142761e-08,5,0.07794570922851562,6,37,,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree211:i0,s1,
0,ff,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree101:i0,same_predicate_cross_tree_same_role,2.024307832471095e-09,5,0.007114410400390625,6,37,,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree211:i0,s1,
-1,sa,test:isAncestor:D16:d6:b2:N4:t0:paligned:tree211:i0,same_predicate_cross_tree_same_role,0.6831083297729492,0,13.30257797241211,6,37,,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,s1,
0,ff,test:isAncestor:D16:d6:b2:N4:t0:paligned:tree211:i0,same_predicate_cross_tree_same_role,2.238059096271172e-05,0,0.2731924057006836,6,37,,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,s1,
0,sa,test:isAncestor:D16:d6:b2:N4:t0:paligned:tree211:i0,same_predicate_cross_tree_same_role,1.240458368556574e-05,1,0.1897115707397461,6,37,,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,s1,
0,ff,test:isAncestor:D16:d6:b2:N4:t0:paligned:tree211:i0,same_predicate_cross_tree_same_role,5.259040335658938e-06,1,-0.08609867095947266,6,37,,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,s1,
0,sa,test:isAncestor:D16:d6:b2:N4:t0:paligned:tree211:i0,same_predicate_cross_tree_same_role,2.9416905817925e-06,2,0.025348663330078125,6,37,,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,s1,
0,ff,test:isAncestor:D16:d6:b2:N4:t0:paligned:tree211:i0,same_predicate_cross_tree_same_role,1.2838336260756478e-07,2,-0.024616241455078125,6,37,,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,s1,
0,sa,test:isAncestor:D16:d6:b2:N4:t0:paligned:tree211:i0,same_predicate_cross_tree_same_role,1.5693713066866621e-06,3,-0.04399871826171875,6,37,,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,s1,
0,ff,test:isAncestor:D16:d6:b2:N4:t0:paligned:tree211:i0,same_predicate_cross_tree_same_role,5.678521119989455e-06,3,-0.17095184326171875,6,37,,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,s1,
0,sa,test:isAncestor:D16:d6:b2:N4:t0:paligned:tree211:i0,same_predicate_cross_tree_same_role,1.5690020518377423e-06,4,-0.05893898010253906,6,37,,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,s1,
0,ff,test:isAncestor:D16:d6:b2:N4:t0:paligned:tree211:i0,same_predicate_cross_tree_same_role,3.6461788113228977e-06,4,-0.1373462677001953,6,37,,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,s1,
0,sa,test:isAncestor:D16:d6:b2:N4:t0:paligned:tree211:i0,same_predicate_cross_tree_same_role,2.0808220142498612e-06,5,-0.10315513610839844,6,37,,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,s1,
0,ff,test:isAncestor:D16:d6:b2:N4:t0:paligned:tree211:i0,same_predicate_cross_tree_same_role,1.150167008745484e-06,5,-0.07748794555664062,6,37,,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,s1,
0,sa,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree211:i0,same_predicate_cross_tree_same_role,2.8351883884170093e-05,0,-1.2370290756225586,8,11,,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,s1,
0,ff,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree211:i0,same_predicate_cross_tree_same_role,4.869202143709117e-07,0,-0.061621665954589844,8,11,,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,s1,
0,sa,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree211:i0,same_predicate_cross_tree_same_role,1.0877329259528778e-06,1,-0.16216659545898438,8,11,,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,s1,
0,ff,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree211:i0,same_predicate_cross_tree_same_role,7.838022497708153e-08,1,-0.0177001953125,8,11,,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,s1,
0,sa,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree211:i0,same_predicate_cross_tree_same_role,1.6892331586859655e-06,2,0.2098531723022461,8,11,,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,s1,
0,ff,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree211:i0,same_predicate_cross_tree_same_role,5.870933819096535e-07,2,-0.1541299819946289,8,11,,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,s1,
0,sa,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree211:i0,same_predicate_cross_tree_same_role,1.969880486285547e-06,3,0.031273841857910156,8,11,,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,s1,
0,ff,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree211:i0,same_predicate_cross_tree_same_role,2.7487521947477944e-07,3,-0.11172676086425781,8,11,,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,s1,
0,sa,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree211:i0,same_predicate_cross_tree_same_role,1.1973079381277785e-06,4,0.21072673797607422,8,11,,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,s1,
0,ff,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree211:i0,same_predicate_cross_tree_same_role,5.2040036280232016e-08,4,-0.04272937774658203,8,11,,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,s1,
0,sa,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree211:i0,same_predicate_cross_tree_same_role,4.96006578032393e-07,5,0.1478586196899414,8,11,,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,s1,
0,ff,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree211:i0,same_predicate_cross_tree_same_role,2.028804146902985e-08,5,-0.015002250671386719,8,11,,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,s1,
0,sa,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree211:i0,same_predicate_cross_tree_same_role,1.873180366374072e-08,6,0.005301475524902344,8,11,,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,s1,
0,ff,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree211:i0,same_predicate_cross_tree_same_role,7.632024789927527e-08,6,-0.0483245849609375,8,11,,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,s1,
0,sa,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree211:i0,same_predicate_cross_tree_same_role,1.347970624010486e-08,7,0.010674476623535156,8,11,,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,s1,
0,ff,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree211:i0,same_predicate_cross_tree_same_role,2.4007817955862265e-08,7,-0.03426361083984375,8,11,,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,s1,
0,sa,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree101:i0,same_predicate_cross_tree_same_role,6.628660776186734e-05,0,2.0276260375976562,8,11,,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,s1,
0,ff,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree101:i0,same_predicate_cross_tree_same_role,1.5804114354978083e-06,0,0.09552288055419922,8,11,,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,s1,
0,sa,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree101:i0,same_predicate_cross_tree_same_role,1.1258885024290066e-06,1,0.3489971160888672,8,11,,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,s1,
0,ff,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree101:i0,same_predicate_cross_tree_same_role,3.354698208113405e-08,1,-0.07431983947753906,8,11,,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,s1,
0,sa,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree101:i0,same_predicate_cross_tree_same_role,7.428138815157581e-07,2,-0.3990793228149414,8,11,,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,s1,
0,ff,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree101:i0,same_predicate_cross_tree_same_role,1.3346920013646013e-08,2,0.046443939208984375,8,11,,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,s1,
0,sa,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree101:i0,same_predicate_cross_tree_same_role,2.770822220554692e-07,3,0.2512855529785156,8,11,,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,s1,
0,ff,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree101:i0,same_predicate_cross_tree_same_role,1.39967823997722e-07,3,0.12988948822021484,8,11,,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,s1,
0,sa,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree101:i0,same_predicate_cross_tree_same_role,6.675850272586104e-08,4,-0.05092430114746094,8,11,,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,s1,
0,ff,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree101:i0,same_predicate_cross_tree_same_role,1.9397987216507317e-08,4,0.032095909118652344,8,11,,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,s1,
0,sa,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree101:i0,same_predicate_cross_tree_same_role,1.5411330878123408e-08,5,0.046756744384765625,8,11,,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,s1,
0,ff,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree101:i0,same_predicate_cross_tree_same_role,4.136768438911531e-08,5,0.07776069641113281,8,11,,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,s1,
0,sa,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree101:i0,same_predicate_cross_tree_same_role,6.804327767895302e-09,6,0.04621696472167969,8,11,,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,s1,
0,ff,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree101:i0,same_predicate_cross_tree_same_role,2.925054332081345e-08,6,0.05439949035644531,8,11,,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,s1,
0,sa,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree101:i0,same_predicate_cross_tree_same_role,1.950830608166143e-09,7,-0.0102691650390625,8,11,,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,s1,
0,ff,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree101:i0,same_predicate_cross_tree_same_role,1.111590108848759e-08,7,0.032230377197265625,8,11,,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,s1,
0,sa,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree101:i0,same_predicate_cross_tree_same_role,4.030367563245818e-06,0,2.078329086303711,8,11,,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree211:i0,s1,
0,ff,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree101:i0,same_predicate_cross_tree_same_role,1.4555365623891703e-07,0,0.36824607849121094,8,11,,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree211:i0,s1,
0,sa,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree101:i0,same_predicate_cross_tree_same_role,2.42263945438026e-06,1,1.2852363586425781,8,11,,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree211:i0,s1,
0,ff,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree101:i0,same_predicate_cross_tree_same_role,1.202921140475155e-08,1,-0.07770347595214844,8,11,,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree211:i0,s1,
0,sa,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree101:i0,same_predicate_cross_tree_same_role,1.4018646652402822e-06,2,1.024038314819336,8,11,,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree211:i0,s1,
0,ff,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree101:i0,same_predicate_cross_tree_same_role,1.1388010534574278e-09,2,-0.013367652893066406,8,11,,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree211:i0,s1,
0,sa,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree101:i0,same_predicate_cross_tree_same_role,1.505040643223765e-07,3,0.5695457458496094,8,11,,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree211:i0,s1,
0,ff,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree101:i0,same_predicate_cross_tree_same_role,2.1713875142381767e-10,3,0.010178565979003906,8,11,,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree211:i0,s1,
0,sa,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree101:i0,same_predicate_cross_tree_same_role,3.652385771601985e-07,4,0.6322021484375,8,11,,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree211:i0,s1,
0,ff,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree101:i0,same_predicate_cross_tree_same_role,9.06533514921648e-10,4,0.01941967010498047,8,11,,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree211:i0,s1,
0,sa,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree101:i0,same_predicate_cross_tree_same_role,1.0060676913781208e-07,5,0.38370323181152344,8,11,,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree211:i0,s1,
0,ff,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree101:i0,same_predicate_cross_tree_same_role,6.388871653939532e-10,5,0.03925323486328125,8,11,,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree211:i0,s1,
0,sa,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree101:i0,same_predicate_cross_tree_same_role,2.0339143702585716e-09,6,0.04171276092529297,8,11,,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree211:i0,s1,
0,ff,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree101:i0,same_predicate_cross_tree_same_role,1.03527852957086e-09,6,0.030330657958984375,8,11,,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree211:i0,s1,
0,sa,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree101:i0,same_predicate_cross_tree_same_role,7.132037183055218e-10,7,-0.0034341812133789062,8,11,,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree211:i0,s1,
0,ff,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree101:i0,same_predicate_cross_tree_same_role,8.276401786133647e-11,7,-0.004708290100097656,8,11,,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree211:i0,s1,
-1,sa,test:isAncestor:D16:d6:b2:N4:t0:paligned:tree211:i0,same_predicate_cross_tree_same_role,0.6888640522956848,0,16.017340660095215,8,11,,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,s1,
0,ff,test:isAncestor:D16:d6:b2:N4:t0:paligned:tree211:i0,same_predicate_cross_tree_same_role,0.006735227536410093,0,3.290827751159668,8,11,,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,s1,
0,sa,test:isAncestor:D16:d6:b2:N4:t0:paligned:tree211:i0,same_predicate_cross_tree_same_role,5.4067946621216834e-05,1,0.5668439865112305,8,11,,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,s1,
0,ff,test:isAncestor:D16:d6:b2:N4:t0:paligned:tree211:i0,same_predicate_cross_tree_same_role,6.347388989524916e-06,1,0.21158599853515625,8,11,,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,s1,
0,sa,test:isAncestor:D16:d6:b2:N4:t0:paligned:tree211:i0,same_predicate_cross_tree_same_role,1.78601112565957e-06,2,-0.11832141876220703,8,11,,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,s1,
0,ff,test:isAncestor:D16:d6:b2:N4:t0:paligned:tree211:i0,same_predicate_cross_tree_same_role,1.1423594514781144e-07,2,-0.016948699951171875,8,11,,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,s1,
0,sa,test:isAncestor:D16:d6:b2:N4:t0:paligned:tree211:i0,same_predicate_cross_tree_same_role,3.368841134943068e-06,3,-0.14791488647460938,8,11,,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,s1,
0,ff,test:isAncestor:D16:d6:b2:N4:t0:paligned:tree211:i0,same_predicate_cross_tree_same_role,3.316772563266568e-07,3,-0.05118370056152344,8,11,,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,s1,
0,sa,test:isAncestor:D16:d6:b2:N4:t0:paligned:tree211:i0,same_predicate_cross_tree_same_role,5.283836799208075e-07,4,-0.05850696563720703,8,11,,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,s1,
0,ff,test:isAncestor:D16:d6:b2:N4:t0:paligned:tree211:i0,same_predicate_cross_tree_same_role,4.176154106971808e-07,4,-0.05788421630859375,8,11,,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,s1,
0,sa,test:isAncestor:D16:d6:b2:N4:t0:paligned:tree211:i0,same_predicate_cross_tree_same_role,1.3088611012790352e-06,5,-0.10538864135742188,8,11,,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,s1,
0,ff,test:isAncestor:D16:d6:b2:N4:t0:paligned:tree211:i0,same_predicate_cross_tree_same_role,6.307873263722286e-07,5,-0.0719919204711914,8,11,,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,s1,
0,sa,test:isAncestor:D16:d6:b2:N4:t0:paligned:tree211:i0,same_predicate_cross_tree_same_role,1.6661829249642324e-08,6,0.0056819915771484375,8,11,,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,s1,
0,ff,test:isAncestor:D16:d6:b2:N4:t0:paligned:tree211:i0,same_predicate_cross_tree_same_role,1.3548087736126035e-06,6,-0.10851764678955078,8,11,,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,s1,
0,sa,test:isAncestor:D16:d6:b2:N4:t0:paligned:tree211:i0,same_predicate_cross_tree_same_role,1.8895661924034357e-07,7,0.035027503967285156,8,11,,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,s1,
0,ff,test:isAncestor:D16:d6:b2:N4:t0:paligned:tree211:i0,same_predicate_cross_tree_same_role,6.337559170788154e-07,7,-0.07320022583007812,8,11,,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,s1,
0,sa,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree211:i0,same_predicate_cross_tree_same_role,0.0006626405520364642,0,1.5377798080444336,12,23,,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,s1,
0,ff,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree211:i0,same_predicate_cross_tree_same_role,0.0002263082133140415,0,1.200230598449707,12,23,,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,s1,
0,sa,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree211:i0,same_predicate_cross_tree_same_role,0.00021647838002536446,1,0.9344844818115234,12,23,,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,s1,
0,ff,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree211:i0,same_predicate_cross_tree_same_role,4.001117304142099e-06,1,-0.009938240051269531,12,23,,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,s1,
0,sa,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree211:i0,same_predicate_cross_tree_same_role,6.753507477696985e-06,2,0.21525955200195312,12,23,,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,s1,
0,ff,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree211:i0,same_predicate_cross_tree_same_role,4.51996129413601e-07,2,0.035742759704589844,12,23,,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,s1,
0,sa,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree211:i0,same_predicate_cross_tree_same_role,1.3315504475031048e-05,3,0.3505277633666992,12,23,,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,s1,
0,ff,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree211:i0,same_predicate_cross_tree_same_role,1.4810808579568402e-08,3,-0.0014677047729492188,12,23,,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,s1,
0,sa,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree211:i0,same_predicate_cross_tree_same_role,5.640980816679075e-06,4,0.2164468765258789,12,23,,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,s1,
0,ff,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree211:i0,same_predicate_cross_tree_same_role,2.842007518211176e-09,4,0.0004062652587890625,12,23,,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,s1,
0,sa,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree211:i0,same_predicate_cross_tree_same_role,6.467198545578867e-07,5,0.07610893249511719,12,23,,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,s1,
0,ff,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree211:i0,same_predicate_cross_tree_same_role,6.307743660727283e-09,5,0.0037441253662109375,12,23,,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,s1,
0,sa,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree211:i0,same_predicate_cross_tree_same_role,5.211923053138889e-07,6,0.06722259521484375,12,23,,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,s1,
0,ff,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree211:i0,same_predicate_cross_tree_same_role,6.736740942869801e-09,6,-0.007947921752929688,12,23,,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,s1,
0,sa,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree211:i0,same_predicate_cross_tree_same_role,2.737742761382833e-07,7,0.044526100158691406,12,23,,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,s1,
0,ff,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree211:i0,same_predicate_cross_tree_same_role,7.774474397592712e-09,7,0.000576019287109375,12,23,,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,s1,
0,sa,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree211:i0,same_predicate_cross_tree_same_role,2.2939229893381707e-07,8,0.040612220764160156,12,23,,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,s1,
0,ff,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree211:i0,same_predicate_cross_tree_same_role,2.8693989406747278e-09,8,0.0006341934204101562,12,23,,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,s1,
0,sa,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree211:i0,same_predicate_cross_tree_same_role,1.7468664736952633e-08,9,0.014440536499023438,12,23,,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,s1,
0,ff,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree211:i0,same_predicate_cross_tree_same_role,2.874969595723087e-09,9,-0.004185676574707031,12,23,,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,s1,
0,sa,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree211:i0,same_predicate_cross_tree_same_role,1.582429831614718e-08,10,0.01997661590576172,12,23,,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,s1,
0,ff,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree211:i0,same_predicate_cross_tree_same_role,2.6086013349413406e-09,10,0.00443267822265625,12,23,,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,s1,
0,sa,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree211:i0,same_predicate_cross_tree_same_role,5.755168785981368e-09,11,0.006281852722167969,12,23,,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,s1,
0,ff,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree211:i0,same_predicate_cross_tree_same_role,1.857642928371206e-10,11,0.017333030700683594,12,23,,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,s1,
0,sa,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree101:i0,same_predicate_cross_tree_same_role,0.00039595089037902653,0,-1.3841781616210938,12,23,,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,s1,
0,ff,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree101:i0,same_predicate_cross_tree_same_role,0.0006270332378335297,0,-2.253843307495117,12,23,,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,s1,
