accuracy_delta,component,donor,donor_type,js_damage,layer,margin_damage,model_depth,model_seed,predicate,recipient,stage,status
0,sa,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree101:i0,same_predicate_cross_tree_same_role,9.190471610054374e-05,1,0.4367341995239258,12,23,,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,s1,
0,ff,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree101:i0,same_predicate_cross_tree_same_role,7.4749332270585e-06,1,-0.14649486541748047,12,23,,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,s1,
0,sa,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree101:i0,same_predicate_cross_tree_same_role,2.153799869120121e-06,2,-0.04761028289794922,12,23,,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,s1,
0,ff,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree101:i0,same_predicate_cross_tree_same_role,3.2481839298270643e-06,2,-0.0912008285522461,12,23,,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,s1,
0,sa,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree101:i0,same_predicate_cross_tree_same_role,1.555870403535664e-05,3,0.1955118179321289,12,23,,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,s1,
0,ff,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree101:i0,same_predicate_cross_tree_same_role,1.5708155842730775e-07,3,0.017182350158691406,12,23,,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,s1,
0,sa,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree101:i0,same_predicate_cross_tree_same_role,1.5550816897302866e-05,4,0.19272518157958984,12,23,,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,s1,
0,ff,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree101:i0,same_predicate_cross_tree_same_role,9.86201484920457e-08,4,0.009999275207519531,12,23,,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,s1,
0,sa,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree101:i0,same_predicate_cross_tree_same_role,1.4094039215706289e-06,5,0.057930946350097656,12,23,,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,s1,
0,ff,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree101:i0,same_predicate_cross_tree_same_role,2.7474015951156616e-08,5,0.0068264007568359375,12,23,,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,s1,
0,sa,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree101:i0,same_predicate_cross_tree_same_role,1.5614015865139663e-05,6,0.19599628448486328,12,23,,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,s1,
0,ff,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree101:i0,same_predicate_cross_tree_same_role,2.1904270397499204e-08,6,0.010186195373535156,12,23,,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,s1,
0,sa,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree101:i0,same_predicate_cross_tree_same_role,1.921787770697847e-06,7,0.0663614273071289,12,23,,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,s1,
0,ff,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree101:i0,same_predicate_cross_tree_same_role,6.95899871061556e-08,7,0.012971878051757812,12,23,,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,s1,
0,sa,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree101:i0,same_predicate_cross_tree_same_role,6.684749678242952e-07,8,-0.04257965087890625,12,23,,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,s1,
0,ff,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree101:i0,same_predicate_cross_tree_same_role,6.707796273985878e-08,8,0.010645866394042969,12,23,,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,s1,
0,sa,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree101:i0,same_predicate_cross_tree_same_role,9.591803973307833e-08,9,-0.016355514526367188,12,23,,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,s1,
0,ff,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree101:i0,same_predicate_cross_tree_same_role,2.1805135475005955e-07,9,0.02182483673095703,12,23,,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,s1,
0,sa,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree101:i0,same_predicate_cross_tree_same_role,1.5326207858379348e-08,10,0.0015840530395507812,12,23,,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,s1,
0,ff,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree101:i0,same_predicate_cross_tree_same_role,-2.48558080784278e-08,10,0.0031919479370117188,12,23,,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,s1,
0,sa,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree101:i0,same_predicate_cross_tree_same_role,-1.9589379007811658e-08,11,0.0046253204345703125,12,23,,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,s1,
0,ff,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree101:i0,same_predicate_cross_tree_same_role,1.2753662304021418e-07,11,0.014889717102050781,12,23,,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,s1,
0,sa,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree101:i0,same_predicate_cross_tree_same_role,8.81840314832516e-05,0,-0.16721820831298828,12,23,,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree211:i0,s1,
0,ff,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree101:i0,same_predicate_cross_tree_same_role,9.34963536565192e-05,0,-0.36103343963623047,12,23,,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree211:i0,s1,
0,sa,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree101:i0,same_predicate_cross_tree_same_role,5.2086616051383317e-05,1,0.2681264877319336,12,23,,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree211:i0,s1,
0,ff,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree101:i0,same_predicate_cross_tree_same_role,3.3890464692376554e-06,1,-0.19736480712890625,12,23,,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree211:i0,s1,
0,sa,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree101:i0,same_predicate_cross_tree_same_role,3.0757146305404603e-06,2,0.02183246612548828,12,23,,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree211:i0,s1,
0,ff,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree101:i0,same_predicate_cross_tree_same_role,6.223754098755307e-07,2,-0.07188701629638672,12,23,,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree211:i0,s1,
0,sa,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree101:i0,same_predicate_cross_tree_same_role,1.91282742889598e-06,3,0.06705284118652344,12,23,,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree211:i0,s1,
0,ff,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree101:i0,same_predicate_cross_tree_same_role,2.0741572370752692e-07,3,-0.014815330505371094,12,23,,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree211:i0,s1,
0,sa,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree101:i0,same_predicate_cross_tree_same_role,8.213821274694055e-06,4,0.21262168884277344,12,23,,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree211:i0,s1,
0,ff,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree101:i0,same_predicate_cross_tree_same_role,1.4079205357120372e-07,4,-0.03390693664550781,12,23,,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree211:i0,s1,
0,sa,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree101:i0,same_predicate_cross_tree_same_role,5.183574103284627e-07,5,0.07637691497802734,12,23,,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree211:i0,s1,
0,ff,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree101:i0,same_predicate_cross_tree_same_role,2.0217953533574473e-08,5,0.006642341613769531,12,23,,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree211:i0,s1,
0,sa,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree101:i0,same_predicate_cross_tree_same_role,1.1851466297230218e-07,6,0.006176948547363281,12,23,,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree211:i0,s1,
0,ff,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree101:i0,same_predicate_cross_tree_same_role,5.633791033687885e-08,6,0.0019273757934570312,12,23,,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree211:i0,s1,
0,sa,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree101:i0,same_predicate_cross_tree_same_role,1.397232836097828e-07,7,-0.007847785949707031,12,23,,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree211:i0,s1,
0,ff,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree101:i0,same_predicate_cross_tree_same_role,3.7417748899315484e-08,7,0.015148162841796875,12,23,,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree211:i0,s1,
0,sa,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree101:i0,same_predicate_cross_tree_same_role,2.947390385088511e-07,8,0.047130584716796875,12,23,,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree211:i0,s1,
0,ff,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree101:i0,same_predicate_cross_tree_same_role,-1.903515567391878e-08,8,0.004847526550292969,12,23,,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree211:i0,s1,
0,sa,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree101:i0,same_predicate_cross_tree_same_role,6.53803908789996e-08,9,0.008341789245605469,12,23,,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree211:i0,s1,
0,ff,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree101:i0,same_predicate_cross_tree_same_role,6.411028152797371e-08,9,0.011117935180664062,12,23,,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree211:i0,s1,
0,sa,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree101:i0,same_predicate_cross_tree_same_role,4.236568429405452e-09,10,-0.0022668838500976562,12,23,,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree211:i0,s1,
0,ff,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree101:i0,same_predicate_cross_tree_same_role,-1.8900323084380943e-08,10,0.0058422088623046875,12,23,,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree211:i0,s1,
0,sa,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree101:i0,same_predicate_cross_tree_same_role,1.7587922229722608e-09,11,-0.003326416015625,12,23,,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree211:i0,s1,
0,ff,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree101:i0,same_predicate_cross_tree_same_role,5.4006250138627365e-08,11,0.010961532592773438,12,23,,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree211:i0,s1,
-1,sa,test:isAncestor:D16:d6:b2:N4:t0:paligned:tree211:i0,same_predicate_cross_tree_same_role,0.43438971042633057,0,6.122056007385254,12,23,,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,s1,
-1,ff,test:isAncestor:D16:d6:b2:N4:t0:paligned:tree211:i0,same_predicate_cross_tree_same_role,0.35617345571517944,0,5.5640764236450195,12,23,,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,s1,
0,sa,test:isAncestor:D16:d6:b2:N4:t0:paligned:tree211:i0,same_predicate_cross_tree_same_role,0.0005499366670846939,1,-0.6802644729614258,12,23,,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,s1,
0,ff,test:isAncestor:D16:d6:b2:N4:t0:paligned:tree211:i0,same_predicate_cross_tree_same_role,0.00013783545000478625,1,0.15677452087402344,12,23,,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,s1,
0,sa,test:isAncestor:D16:d6:b2:N4:t0:paligned:tree211:i0,same_predicate_cross_tree_same_role,1.9350001821294427e-05,2,-0.09300422668457031,12,23,,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,s1,
0,ff,test:isAncestor:D16:d6:b2:N4:t0:paligned:tree211:i0,same_predicate_cross_tree_same_role,8.431543392362073e-07,2,0.005677223205566406,12,23,,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,s1,
0,sa,test:isAncestor:D16:d6:b2:N4:t0:paligned:tree211:i0,same_predicate_cross_tree_same_role,3.827956970781088e-05,3,-0.1343402862548828,12,23,,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,s1,
0,ff,test:isAncestor:D16:d6:b2:N4:t0:paligned:tree211:i0,same_predicate_cross_tree_same_role,2.17912565858569e-06,3,0.013093948364257812,12,23,,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,s1,
0,sa,test:isAncestor:D16:d6:b2:N4:t0:paligned:tree211:i0,same_predicate_cross_tree_same_role,4.030397394672036e-05,4,-0.16044139862060547,12,23,,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,s1,
0,ff,test:isAncestor:D16:d6:b2:N4:t0:paligned:tree211:i0,same_predicate_cross_tree_same_role,7.238595571834594e-07,4,0.015666961669921875,12,23,,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,s1,
0,sa,test:isAncestor:D16:d6:b2:N4:t0:paligned:tree211:i0,same_predicate_cross_tree_same_role,7.331531378440559e-06,5,-0.062468528747558594,12,23,,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,s1,
0,ff,test:isAncestor:D16:d6:b2:N4:t0:paligned:tree211:i0,same_predicate_cross_tree_same_role,3.209170245099813e-07,5,0.010393142700195312,12,23,,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,s1,
0,sa,test:isAncestor:D16:d6:b2:N4:t0:paligned:tree211:i0,same_predicate_cross_tree_same_role,2.9617251129820943e-05,6,-0.13785171508789062,12,23,,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,s1,
0,ff,test:isAncestor:D16:d6:b2:N4:t0:paligned:tree211:i0,same_predicate_cross_tree_same_role,9.5835275715217e-07,6,0.016519546508789062,12,23,,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,s1,
0,sa,test:isAncestor:D16:d6:b2:N4:t0:paligned:tree211:i0,same_predicate_cross_tree_same_role,1.5922763850539923e-05,7,-0.1002340316772461,12,23,,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,s1,
0,ff,test:isAncestor:D16:d6:b2:N4:t0:paligned:tree211:i0,same_predicate_cross_tree_same_role,7.084781827870756e-07,7,-0.02117919921875,12,23,,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,s1,
0,sa,test:isAncestor:D16:d6:b2:N4:t0:paligned:tree211:i0,same_predicate_cross_tree_same_role,9.908253559842706e-07,8,-0.023931503295898438,12,23,,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,s1,
0,ff,test:isAncestor:D16:d6:b2:N4:t0:paligned:tree211:i0,same_predicate_cross_tree_same_role,2.6279667508788407e-07,8,0.005743980407714844,12,23,,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,s1,
0,sa,test:isAncestor:D16:d6:b2:N4:t0:paligned:tree211:i0,same_predicate_cross_tree_same_role,1.4187389751896262e-06,9,-0.022622108459472656,12,23,,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,s1,
0,ff,test:isAncestor:D16:d6:b2:N4:t0:paligned:tree211:i0,same_predicate_cross_tree_same_role,2.154356479877606e-07,9,-0.00991058349609375,12,23,,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,s1,
0,sa,test:isAncestor:D16:d6:b2:N4:t0:paligned:tree211:i0,same_predicate_cross_tree_same_role,1.801519829314202e-06,10,-0.029153823852539062,12,23,,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,s1,
0,ff,test:isAncestor:D16:d6:b2:N4:t0:paligned:tree211:i0,same_predicate_cross_tree_same_role,1.5046316548250616e-07,10,-0.009314537048339844,12,23,,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,s1,
0,sa,test:isAncestor:D16:d6:b2:N4:t0:paligned:tree211:i0,same_predicate_cross_tree_same_role,1.0816074791364372e-06,11,-0.023334503173828125,12,23,,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,s1,
0,ff,test:isAncestor:D16:d6:b2:N4:t0:paligned:tree211:i0,same_predicate_cross_tree_same_role,1.6020385373849422e-07,11,-0.009700775146484375,12,23,,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,s1,
,,,,,,,,,parent,,,blocked_by_competence
,,,,,,,,,grandparent,,,blocked_by_competence
,,,,,,,,,ancestor_k,,,blocked_by_competence
,,,,,,,,,root,,,blocked_by_competence
