example_id,layer,model_depth,model_seed,off_path_mass,path_attention_mass,preferred_hop,preferred_mass,required_path,total_depth
test:isAncestor:D8:d3:b2:N64:t3:paligned:tree307:i20003,4,8,11,0.6951396749354899,0.3048603250645101,4,0.08663403242826462,3,8
test:isAncestor:D8:d3:b2:N64:t3:paligned:tree307:i20003,5,8,11,0.839151244610548,0.16084875538945198,6,0.030305707827210426,3,8
test:isAncestor:D8:d3:b2:N64:t3:paligned:tree307:i20003,6,8,11,0.9398942086845636,0.06010579131543636,2,0.011943715624511242,3,8
test:isAncestor:D8:d3:b2:N64:t3:paligned:tree307:i20003,7,8,11,0.9284064578823745,0.07159354211762547,0,0.009310496971011162,3,8
test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,0,12,23,0.355043045245111,0.644956954754889,4,0.39853528141975403,1,8
test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,1,12,23,0.9861813411668465,0.013818658833153474,0,0.013807293027639389,1,8
test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,2,12,23,0.6914616830617888,0.3085383169382112,6,0.12833070755004883,1,8
test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,3,12,23,0.2831510152318515,0.7168489847681485,6,0.37643569707870483,1,8
test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,4,12,23,0.2098002846196323,0.7901997153803677,2,0.19201350212097168,1,8
test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,5,12,23,0.2981773354113102,0.7018226645886898,1,0.303777277469635,1,8
test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,6,12,23,0.35134316980838776,0.6486568301916122,1,0.12258613109588623,1,8
test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,7,12,23,0.6213131714612246,0.37868682853877544,3,0.05392967909574509,1,8
test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,8,12,23,0.6828939337283373,0.3171060662716627,0,0.09507974982261658,1,8
test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,9,12,23,0.6812202148139477,0.3187797851860523,0,0.08142346143722534,1,8
test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,10,12,23,0.6230063661932945,0.3769936338067055,0,0.06452927738428116,1,8
test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,11,12,23,0.6979648638516665,0.30203513614833355,0,0.07436851412057877,1,8
test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,0,12,23,0.35749791213311255,0.6425020878668875,1,0.37528496980667114,8,8
test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,1,12,23,0.999270914986103,0.0007290850138970129,2,0.0006306590512394905,8,8
test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,2,12,23,0.8781488803215325,0.12185111967846751,8,0.07176436483860016,8,8
test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,3,12,23,0.5840262711863033,0.41597372881369665,8,0.15003150701522827,8,8
test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,4,12,23,0.27125146286562085,0.7287485371343791,1,0.25295743346214294,8,8
test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,5,12,23,0.5080146566033363,0.49198534339666367,6,0.09109719842672348,8,8
test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,6,12,23,0.4589766450226307,0.5410233549773693,4,0.10567986965179443,8,8
test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,7,12,23,0.6910411790013313,0.30895882099866867,7,0.040782663971185684,8,8
test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,8,12,23,0.7490972466766834,0.2509027533233166,0,0.06434138119220734,8,8
test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,9,12,23,0.7239819020032883,0.27601809799671173,0,0.06333757936954498,8,8
test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,10,12,23,0.7072187270969152,0.29278127290308475,0,0.07886373996734619,8,8
test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,11,12,23,0.756585830822587,0.243414169177413,0,0.06857317686080933,8,8
test:isAncestor:D12:d8:b2:N4:t0:paligned:tree211:i0,0,12,23,0.2572052371833706,0.7427947628166294,3,0.3815198540687561,8,12
test:isAncestor:D12:d8:b2:N4:t0:paligned:tree211:i0,1,12,23,0.9595460982971534,0.04045390170284657,0,0.03704697638750076,8,12
test:isAncestor:D12:d8:b2:N4:t0:paligned:tree211:i0,2,12,23,0.5429705753340386,0.4570294246659614,0,0.19646978378295898,8,12
test:isAncestor:D12:d8:b2:N4:t0:paligned:tree211:i0,3,12,23,0.25347593365586363,0.7465240663441364,1,0.33876076340675354,8,12
test:isAncestor:D12:d8:b2:N4:t0:paligned:tree211:i0,4,12,23,0.022693609567795647,0.9773063904322044,2,0.3254140615463257,8,12
test:isAncestor:D12:d8:b2:N4:t0:paligned:tree211:i0,5,12,23,0.3411033288575709,0.6588966711424291,1,0.20555119216442108,8,12
test:isAncestor:D12:d8:b2:N4:t0:paligned:tree211:i0,6,12,23,0.15689257672056556,0.8431074232794344,1,0.278311550617218,8,12
test:isAncestor:D12:d8:b2:N4:t0:paligned:tree211:i0,7,12,23,0.5673257932066917,0.43267420679330826,8,0.044524289667606354,8,12
test:isAncestor:D12:d8:b2:N4:t0:paligned:tree211:i0,8,12,23,0.6287064636126161,0.37129353638738394,0,0.08513191342353821,8,12
test:isAncestor:D12:d8:b2:N4:t0:paligned:tree211:i0,9,12,23,0.5866076909005642,0.4133923090994358,0,0.11786019802093506,8,12
test:isAncestor:D12:d8:b2:N4:t0:paligned:tree211:i0,10,12,23,0.6294206231832504,0.3705793768167496,0,0.10201697051525116,8,12
test:isAncestor:D12:d8:b2:N4:t0:paligned:tree211:i0,11,12,23,0.6563557535409927,0.34364424645900726,0,0.09594514966011047,8,12
test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,0,12,23,0.4999904281299834,0.5000095718700166,14,0.20331703126430511,6,16
test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,1,12,23,0.9974600531905435,0.002539946809456496,1,0.0013416470028460026,6,16
test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,2,12,23,0.6220658642123453,0.37793413578765467,3,0.15270087122917175,6,16
test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,3,12,23,0.13617478124797344,0.8638252187520266,14,0.22374963760375977,6,16
test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,4,12,23,0.049014128064300166,0.9509858719356998,15,0.19268342852592468,6,16
test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,5,12,23,0.26656161714345217,0.7334383828565478,9,0.1830800175666809,6,16
test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,6,12,23,0.13939831173047423,0.8606016882695258,14,0.1694229692220688,6,16
test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,7,12,23,0.6293390952050686,0.3706609047949314,1,0.029337547719478607,6,16
test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,8,12,23,0.6145146433264017,0.3854853566735983,2,0.21408280730247498,6,16
test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,9,12,23,0.7186979101970792,0.2813020898029208,0,0.04566376283764839,6,16
test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,10,12,23,0.7174537871032953,0.2825462128967047,0,0.03644833341240883,6,16
test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,11,12,23,0.7208137642592192,0.27918623574078083,0,0.034476667642593384,6,16
test:isAncestor:D24:d4:b2:N4:t1:paligned:tree307:i1,0,12,23,0.4434577717074717,0.5565422282925283,7,0.18894009292125702,4,24
test:isAncestor:D24:d4:b2:N4:t1:paligned:tree307:i1,1,12,23,0.994338899348783,0.005661100651217067,0,0.0052496567368507385,4,24
test:isAncestor:D24:d4:b2:N4:t1:paligned:tree307:i1,2,12,23,0.6147922479722183,0.3852077520277817,11,0.10248873382806778,4,24
test:isAncestor:D24:d4:b2:N4:t1:paligned:tree307:i1,3,12,23,0.1105241528712213,0.8894758471287787,21,0.26425978541374207,4,24
test:isAncestor:D24:d4:b2:N4:t1:paligned:tree307:i1,4,12,23,0.009560863838487421,0.9904391361615126,10,0.10849650204181671,4,24
test:isAncestor:D24:d4:b2:N4:t1:paligned:tree307:i1,5,12,23,0.1558671873062849,0.8441328126937151,5,0.11778586357831955,4,24
test:isAncestor:D24:d4:b2:N4:t1:paligned:tree307:i1,6,12,23,0.09917069459334016,0.9008293054066598,14,0.08235370367765427,4,24
test:isAncestor:D24:d4:b2:N4:t1:paligned:tree307:i1,7,12,23,0.5183825269341469,0.4816174730658531,7,0.030677026137709618,4,24
test:isAncestor:D24:d4:b2:N4:t1:paligned:tree307:i1,8,12,23,0.5612542126327753,0.4387457873672247,0,0.048887982964515686,4,24
test:isAncestor:D24:d4:b2:N4:t1:paligned:tree307:i1,9,12,23,0.5937850698828697,0.4062149301171303,0,0.04480118304491043,4,24
test:isAncestor:D24:d4:b2:N4:t1:paligned:tree307:i1,10,12,23,0.6129584144800901,0.38704158551990986,0,0.05130794271826744,4,24
test:isAncestor:D24:d4:b2:N4:t1:paligned:tree307:i1,11,12,23,0.6088960776105523,0.3911039223894477,0,0.04810390621423721,4,24
test:isAncestor:D32:d3:b2:N4:t2:paligned:tree211:i2,0,12,23,0.505668810888892,0.49433118911110796,7,0.2393641620874405,3,32
test:isAncestor:D32:d3:b2:N4:t2:paligned:tree211:i2,1,12,23,0.9885238959769254,0.01147610402307464,25,0.00816369615495205,3,32
test:isAncestor:D32:d3:b2:N4:t2:paligned:tree211:i2,2,12,23,0.44716079969657585,0.5528392003034241,16,0.13493162393569946,3,32
test:isAncestor:D32:d3:b2:N4:t2:paligned:tree211:i2,3,12,23,0.3406501815916272,0.6593498184083728,30,0.16617459058761597,3,32
test:isAncestor:D32:d3:b2:N4:t2:paligned:tree211:i2,4,12,23,0.08982019069662783,0.9101798093033722,15,0.1662713885307312,3,32
test:isAncestor:D32:d3:b2:N4:t2:paligned:tree211:i2,5,12,23,0.31131568318232894,0.6886843168176711,4,0.09710875898599625,3,32
test:isAncestor:D32:d3:b2:N4:t2:paligned:tree211:i2,6,12,23,0.13237540889531374,0.8676245911046863,15,0.09315648674964905,3,32
test:isAncestor:D32:d3:b2:N4:t2:paligned:tree211:i2,7,12,23,0.4323178417980671,0.5676821582019329,26,0.025533782318234444,3,32
test:isAncestor:D32:d3:b2:N4:t2:paligned:tree211:i2,8,12,23,0.4162300555035472,0.5837699444964528,0,0.06018133834004402,3,32
test:isAncestor:D32:d3:b2:N4:t2:paligned:tree211:i2,9,12,23,0.4162860568612814,0.5837139431387186,0,0.06738397479057312,3,32
test:isAncestor:D32:d3:b2:N4:t2:paligned:tree211:i2,10,12,23,0.45169000048190355,0.5483099995180964,0,0.059861261397600174,3,32
test:isAncestor:D32:d3:b2:N4:t2:paligned:tree211:i2,11,12,23,0.47423437144607306,0.525765628553927,0,0.05741198733448982,3,32
test:isAncestor:D8:d3:b2:N4:t2:paligned:tree101:i10002,0,12,23,0.29408202320337296,0.705917976796627,2,0.3380051255226135,3,8
test:isAncestor:D8:d3:b2:N4:t2:paligned:tree101:i10002,1,12,23,0.9999385172747601,6.148272523986975e-05,8,3.3752538001863286e-05,3,8
test:isAncestor:D8:d3:b2:N4:t2:paligned:tree101:i10002,2,12,23,0.7370124075096101,0.26298759249038994,8,0.0865277424454689,3,8
test:isAncestor:D8:d3:b2:N4:t2:paligned:tree101:i10002,3,12,23,0.4001002539880574,0.5998997460119426,3,0.28961318731307983,3,8
test:isAncestor:D8:d3:b2:N4:t2:paligned:tree101:i10002,4,12,23,0.15385549271013588,0.8461445072898641,3,0.28138282895088196,3,8
test:isAncestor:D8:d3:b2:N4:t2:paligned:tree101:i10002,5,12,23,0.35630119778215885,0.6436988022178411,3,0.25411516427993774,3,8
test:isAncestor:D8:d3:b2:N4:t2:paligned:tree101:i10002,6,12,23,0.4558213669806719,0.5441786330193281,3,0.17129069566726685,3,8
test:isAncestor:D8:d3:b2:N4:t2:paligned:tree101:i10002,7,12,23,0.6859721839427948,0.3140278160572052,8,0.04288993030786514,3,8
test:isAncestor:D8:d3:b2:N4:t2:paligned:tree101:i10002,8,12,23,0.5866000112146139,0.4133999887853861,8,0.0696602612733841,3,8
test:isAncestor:D8:d3:b2:N4:t2:paligned:tree101:i10002,9,12,23,0.6657790616154671,0.33422093838453293,0,0.08221011608839035,3,8
test:isAncestor:D8:d3:b2:N4:t2:paligned:tree101:i10002,10,12,23,0.6537520475685596,0.34624795243144035,0,0.06594755500555038,3,8
test:isAncestor:D8:d3:b2:N4:t2:paligned:tree101:i10002,11,12,23,0.7145362719893456,0.28546372801065445,0,0.06413741409778595,3,8
test:isAncestor:D8:d3:b2:N64:t3:paligned:tree307:i20003,0,12,23,0.6773251206273017,0.32267487937269834,7,0.24773246049880981,3,8
test:isAncestor:D8:d3:b2:N64:t3:paligned:tree307:i20003,1,12,23,0.9997831644369761,0.0002168355630238971,1,0.00013845028297509998,3,8
test:isAncestor:D8:d3:b2:N64:t3:paligned:tree307:i20003,2,12,23,0.7900976975706726,0.2099023024293274,8,0.15341031551361084,3,8
test:isAncestor:D8:d3:b2:N64:t3:paligned:tree307:i20003,3,12,23,0.24216762668220326,0.7578323733177967,7,0.43221086263656616,3,8
test:isAncestor:D8:d3:b2:N64:t3:paligned:tree307:i20003,4,12,23,0.005232809267226912,0.9947671907327731,7,0.4583847224712372,3,8
test:isAncestor:D8:d3:b2:N64:t3:paligned:tree307:i20003,5,12,23,0.4797630812972784,0.5202369187027216,7,0.17304576933383942,3,8
test:isAncestor:D8:d3:b2:N64:t3:paligned:tree307:i20003,6,12,23,0.26851746067404747,0.7314825393259525,8,0.15128564834594727,3,8
test:isAncestor:D8:d3:b2:N64:t3:paligned:tree307:i20003,7,12,23,0.8635224085301161,0.13647759146988392,8,0.020412355661392212,3,8
test:isAncestor:D8:d3:b2:N64:t3:paligned:tree307:i20003,8,12,23,0.9472498419927433,0.05275015800725669,1,0.02315114624798298,3,8
test:isAncestor:D8:d3:b2:N64:t3:paligned:tree307:i20003,9,12,23,0.94519855780527,0.05480144219473004,0,0.010046416893601418,3,8
test:isAncestor:D8:d3:b2:N64:t3:paligned:tree307:i20003,10,12,23,0.9499852666631341,0.0500147333368659,0,0.009693143889307976,3,8
test:isAncestor:D8:d3:b2:N64:t3:paligned:tree307:i20003,11,12,23,0.9544135958421975,0.04558640415780246,0,0.010393686592578888,3,8
