accuracy_delta,example_id,head,js_damage,layer,margin_delta,mode,model_seed,predictive_order
0,test:l3:t0:paligned:c0:i0,1,1.1291817259007075e-07,1,0.26779937744140625,cross_target,11,3
0,test:l3:t0:paligned:c0:i0,2,1.4710014539787153e-08,1,0.16031837463378906,cross_target,11,3
0,test:l3:t0:paligned:c0:i0,3,1.6558935556076904e-07,1,-0.6452178955078125,cross_target,11,3
0,test:l3:t0:paligned:c0:i0,0,1.1027840685073897e-07,2,0.10808563232421875,cross_target,11,3
0,test:l3:t0:paligned:c0:i0,1,7.625957323398325e-07,2,-1.1259651184082031,cross_target,11,3
0,test:l3:t0:paligned:c0:i0,2,1.9953804439865053e-06,2,-1.5548038482666016,cross_target,11,3
0,test:l3:t0:paligned:c0:i0,3,8.920360414776951e-07,2,-0.6199569702148438,cross_target,11,3
0,test:l3:t0:paligned:c0:i0,0,7.052573636201487e-09,3,-0.03944969177246094,cross_target,11,3
0,test:l3:t0:paligned:c0:i0,1,3.729809350261348e-09,3,0.0495452880859375,cross_target,11,3
0,test:l3:t0:paligned:c0:i0,2,5.703031547454884e-06,3,-2.3391151428222656,cross_target,11,3
0,test:l3:t0:paligned:c0:i0,3,8.756906311191415e-11,3,-0.011541366577148438,cross_target,11,3
0,test:l3:t0:paligned:c0:i0,0,8.840859777592414e-07,4,-1.1913776397705078,cross_target,11,3
0,test:l3:t0:paligned:c0:i0,1,8.327294409582464e-09,4,-0.11517524719238281,cross_target,11,3
0,test:l3:t0:paligned:c0:i0,2,1.0446875364777952e-08,4,-0.1264972686767578,cross_target,11,3
0,test:l3:t0:paligned:c0:i0,3,2.067915261250164e-08,4,0.1367969512939453,cross_target,11,3
0,test:l3:t0:paligned:c0:i0,0,5.706813317374326e-05,5,-4.564708709716797,cross_target,11,3
0,test:l3:t0:paligned:c0:i0,1,1.0890369594562799e-05,5,-2.8283424377441406,cross_target,11,3
0,test:l3:t0:paligned:c0:i0,2,1.0345076589146629e-05,5,-2.7922821044921875,cross_target,11,3
0,test:l3:t0:paligned:c0:i0,3,1.382700793328695e-05,5,-3.199453353881836,cross_target,11,3
0,test:l3:t0:prandomized:c20:i4,0,0.000428093655500561,0,0.8990898132324219,matched_order2,11,3
0,test:l3:t0:prandomized:c20:i4,1,2.426065748295514e-08,0,-0.0026607513427734375,matched_order2,11,3
0,test:l3:t0:prandomized:c20:i4,2,0.00010532751912251115,0,0.5802631378173828,matched_order2,11,3
-1,test:l3:t0:prandomized:c20:i4,3,0.3723751902580261,0,-6.836763381958008,matched_order2,11,3
0,test:l3:t0:prandomized:c20:i4,0,2.569200296420604e-05,1,0.21543312072753906,matched_order2,11,3
0,test:l3:t0:prandomized:c20:i4,1,9.089690865948796e-05,1,-0.4390220642089844,matched_order2,11,3
0,test:l3:t0:prandomized:c20:i4,2,2.0796782337129116e-05,1,0.2487945556640625,matched_order2,11,3
0,test:l3:t0:prandomized:c20:i4,3,2.9930364689789712e-05,1,0.29818153381347656,matched_order2,11,3
0,test:l3:t0:prandomized:c20:i4,0,0.00014542503049597144,2,0.7409229278564453,matched_order2,11,3
0,test:l3:t0:prandomized:c20:i4,1,0.0004756457929033786,2,1.6951141357421875,matched_order2,11,3
0,test:l3:t0:prandomized:c20:i4,2,0.0006696132477372885,2,2.349069595336914,matched_order2,11,3
0,test:l3:t0:prandomized:c20:i4,3,0.0006426434265449643,2,2.2437496185302734,matched_order2,11,3
0,test:l3:t0:prandomized:c20:i4,0,1.8894454115070403e-05,3,0.23649978637695312,matched_order2,11,3
0,test:l3:t0:prandomized:c20:i4,1,5.063157004769892e-07,3,-0.03606414794921875,matched_order2,11,3
0,test:l3:t0:prandomized:c20:i4,2,5.299352778820321e-07,3,0.03772926330566406,matched_order2,11,3
0,test:l3:t0:prandomized:c20:i4,3,1.043244992615655e-07,3,0.014034271240234375,matched_order2,11,3
0,test:l3:t0:prandomized:c20:i4,0,1.7106867744587362e-07,4,0.023136138916015625,matched_order2,11,3
0,test:l3:t0:prandomized:c20:i4,1,1.7030688468366861e-06,4,0.06746292114257812,matched_order2,11,3
0,test:l3:t0:prandomized:c20:i4,2,4.7402681957464665e-07,4,0.0344085693359375,matched_order2,11,3
0,test:l3:t0:prandomized:c20:i4,3,1.1619886208791286e-07,4,0.014963150024414062,matched_order2,11,3
0,test:l3:t0:prandomized:c20:i4,0,0.00013096616021357477,5,0.6962985992431641,matched_order2,11,3
0,test:l3:t0:prandomized:c20:i4,1,2.9531838663388044e-07,5,0.02947235107421875,matched_order2,11,3
0,test:l3:t0:prandomized:c20:i4,2,2.721244527492672e-07,5,-0.027965545654296875,matched_order2,11,3
0,test:l3:t0:prandomized:c20:i4,3,3.195622412022203e-06,5,-0.08920669555664062,matched_order2,11,3
-1,test:l3:t0:prandomized:c20:i4,0,0.6826362609863281,0,-15.936716079711914,unrelated_same_semantic_target,11,3
0,test:l3:t0:prandomized:c20:i4,1,4.3815161916427314e-06,0,0.10492134094238281,unrelated_same_semantic_target,11,3
-1,test:l3:t0:prandomized:c20:i4,2,0.5420303344726562,0,-8.217529296875,unrelated_same_semantic_target,11,3
-1,test:l3:t0:prandomized:c20:i4,3,0.4441266357898712,0,-7.309099197387695,unrelated_same_semantic_target,11,3
0,test:l3:t0:prandomized:c20:i4,0,4.824597272090614e-05,1,0.35187530517578125,unrelated_same_semantic_target,11,3
-1,test:l3:t0:prandomized:c20:i4,1,0.5760359764099121,1,-8.648740768432617,unrelated_same_semantic_target,11,3
0,test:l3:t0:prandomized:c20:i4,2,1.9484679796732962e-05,1,0.2320690155029297,unrelated_same_semantic_target,11,3
0,test:l3:t0:prandomized:c20:i4,3,2.4807959562167525e-05,1,0.2144031524658203,unrelated_same_semantic_target,11,3
0,test:l3:t0:prandomized:c20:i4,0,0.00015134215936996043,2,0.7624340057373047,unrelated_same_semantic_target,11,3
0,test:l3:t0:prandomized:c20:i4,1,7.531914161518216e-05,2,0.4906330108642578,unrelated_same_semantic_target,11,3
0,test:l3:t0:prandomized:c20:i4,2,0.0007984107942320406,2,2.93438720703125,unrelated_same_semantic_target,11,3
0,test:l3:t0:prandomized:c20:i4,3,0.0005770006682723761,2,2.0101680755615234,unrelated_same_semantic_target,11,3
0,test:l3:t0:prandomized:c20:i4,0,3.516048309393227e-05,3,0.32955169677734375,unrelated_same_semantic_target,11,3
0,test:l3:t0:prandomized:c20:i4,1,4.628109309123829e-07,3,-0.033428192138671875,unrelated_same_semantic_target,11,3
0,test:l3:t0:prandomized:c20:i4,2,4.248162440489978e-06,3,-0.09786605834960938,unrelated_same_semantic_target,11,3
0,test:l3:t0:prandomized:c20:i4,3,1.5248697309289128e-06,3,0.06368637084960938,unrelated_same_semantic_target,11,3
0,test:l3:t0:prandomized:c20:i4,0,1.5028490452095866e-07,4,0.021856307983398438,unrelated_same_semantic_target,11,3
0,test:l3:t0:prandomized:c20:i4,1,3.4739514376269653e-08,4,-0.008333206176757812,unrelated_same_semantic_target,11,3
0,test:l3:t0:prandomized:c20:i4,2,1.4493227354250848e-05,4,0.20520401000976562,unrelated_same_semantic_target,11,3
0,test:l3:t0:prandomized:c20:i4,3,1.9772232917603105e-06,4,0.0722503662109375,unrelated_same_semantic_target,11,3
0,test:l3:t0:prandomized:c20:i4,0,0.00011563691077753901,5,0.6462440490722656,unrelated_same_semantic_target,11,3
0,test:l3:t0:prandomized:c20:i4,1,2.3153552319854498e-07,5,0.024545669555664062,unrelated_same_semantic_target,11,3
0,test:l3:t0:prandomized:c20:i4,2,5.454487109091133e-06,5,-0.11652946472167969,unrelated_same_semantic_target,11,3
0,test:l3:t0:prandomized:c20:i4,3,5.236441211309284e-06,5,-0.11414337158203125,unrelated_same_semantic_target,11,3
0,test:l3:t0:prandomized:c20:i4,0,0.0004072951269336045,0,0.9132671356201172,cross_target,11,3
0,test:l3:t0:prandomized:c20:i4,1,2.7085604870080715e-08,0,-0.00130462646484375,cross_target,11,3
-1,test:l3:t0:prandomized:c20:i4,2,0.6827603578567505,0,-18.91873550415039,cross_target,11,3
-1,test:l3:t0:prandomized:c20:i4,3,0.4034809470176697,0,-7.044677734375,cross_target,11,3
0,test:l3:t0:prandomized:c20:i4,0,4.829540921491571e-05,1,-0.04895591735839844,cross_target,11,3
0,test:l3:t0:prandomized:c20:i4,1,2.7988688088953495e-05,1,-0.25441741943359375,cross_target,11,3
0,test:l3:t0:prandomized:c20:i4,2,2.5803892640396953e-06,1,0.08144187927246094,cross_target,11,3
0,test:l3:t0:prandomized:c20:i4,3,0.00023049599258229136,1,-0.4451637268066406,cross_target,11,3
0,test:l3:t0:prandomized:c20:i4,0,2.024661807809025e-05,2,0.245269775390625,cross_target,11,3
0,test:l3:t0:prandomized:c20:i4,1,1.4782090147491544e-06,2,-0.06015586853027344,cross_target,11,3
0,test:l3:t0:prandomized:c20:i4,2,1.8580722098704427e-05,2,0.20177650451660156,cross_target,11,3
0,test:l3:t0:prandomized:c20:i4,3,0.0034758602268993855,2,-1.7259330749511719,cross_target,11,3
0,test:l3:t0:prandomized:c20:i4,0,0.012355492450296879,3,-2.811504364013672,cross_target,11,3
0,test:l3:t0:prandomized:c20:i4,1,0.00015248448471538723,3,-0.5518035888671875,cross_target,11,3
0,test:l3:t0:prandomized:c20:i4,2,0.0054988376796245575,3,-2.199024200439453,cross_target,11,3
0,test:l3:t0:prandomized:c20:i4,3,1.3494536688085645e-07,3,0.0167236328125,cross_target,11,3
0,test:l3:t0:prandomized:c20:i4,0,0.00038263987516984344,4,-0.8189563751220703,cross_target,11,3
0,test:l3:t0:prandomized:c20:i4,1,1.505995896877721e-06,4,-0.06177711486816406,cross_target,11,3
0,test:l3:t0:prandomized:c20:i4,2,1.1182237358298153e-06,4,0.05573844909667969,cross_target,11,3
0,test:l3:t0:prandomized:c20:i4,3,5.99884515395388e-08,4,-0.00891876220703125,cross_target,11,3
0,test:l3:t0:prandomized:c20:i4,0,0.1047443076968193,5,-4.891227722167969,cross_target,11,3
0,test:l3:t0:prandomized:c20:i4,1,0.033581946045160294,5,-3.6987075805664062,cross_target,11,3
0,test:l3:t0:prandomized:c20:i4,2,0.017237138003110886,5,-3.095552444458008,cross_target,11,3
0,test:l3:t0:prandomized:c20:i4,3,0.04889689385890961,5,-4.065345764160156,cross_target,11,3
0,test:l3:t1:paligned:c40:i8,0,0.0013408870436251163,0,-3.349264144897461,matched_order2,11,3
0,test:l3:t1:paligned:c40:i8,1,3.579684744181577e-06,0,0.028553009033203125,matched_order2,11,3
-1,test:l3:t1:paligned:c40:i8,2,0.6435152292251587,0,-12.69647216796875,matched_order2,11,3
-1,test:l3:t1:paligned:c40:i8,3,0.6422834396362305,0,-12.655694961547852,matched_order2,11,3
0,test:l3:t1:paligned:c40:i8,0,3.631182335084304e-05,1,-0.6460189819335938,matched_order2,11,3
-1,test:l3:t1:paligned:c40:i8,1,0.5999258756637573,1,-11.857093811035156,matched_order2,11,3
0,test:l3:t1:paligned:c40:i8,2,0.009034929797053337,1,-5.196598052978516,matched_order2,11,3
0,test:l3:t1:paligned:c40:i8,3,2.7353082259651273e-05,1,1.3756027221679688,matched_order2,11,3
0,test:l3:t1:paligned:c40:i8,0,2.0539759134408087e-05,2,1.1845989227294922,matched_order2,11,3
0,test:l3:t1:paligned:c40:i8,1,0.0001324719632975757,2,-1.7020816802978516,matched_order2,11,3
0,test:l3:t1:paligned:c40:i8,2,6.227404810488224e-05,2,3.2642154693603516,matched_order2,11,3
0,test:l3:t1:paligned:c40:i8,3,0.00016572026652283967,2,-1.8472919464111328,matched_order2,11,3
0,test:l3:t1:paligned:c40:i8,0,4.252788130543195e-06,3,-0.41709136962890625,matched_order2,11,3
0,test:l3:t1:paligned:c40:i8,1,1.0530329745961353e-06,3,-0.2121143341064453,matched_order2,11,3
0,test:l3:t1:paligned:c40:i8,2,1.1592959708650596e-05,3,0.8893947601318359,matched_order2,11,3
0,test:l3:t1:paligned:c40:i8,3,1.9734784473257605e-08,3,-0.030302047729492188,matched_order2,11,3
0,test:l3:t1:paligned:c40:i8,0,1.5163795978878625e-06,4,0.30079078674316406,matched_order2,11,3
0,test:l3:t1:paligned:c40:i8,1,1.3569051589001901e-06,4,0.23416709899902344,matched_order2,11,3
0,test:l3:t1:paligned:c40:i8,2,2.589054020063486e-07,4,0.11195182800292969,matched_order2,11,3
0,test:l3:t1:paligned:c40:i8,3,2.3269171833817381e-07,4,0.08648490905761719,matched_order2,11,3
0,test:l3:t1:paligned:c40:i8,0,3.134533471893519e-05,5,1.6941070556640625,matched_order2,11,3
0,test:l3:t1:paligned:c40:i8,1,2.0190895156702027e-05,5,1.3284912109375,matched_order2,11,3
0,test:l3:t1:paligned:c40:i8,2,6.4407104218844324e-06,5,0.6664371490478516,matched_order2,11,3
0,test:l3:t1:paligned:c40:i8,3,6.210169885889627e-06,5,0.6246471405029297,matched_order2,11,3
-1,test:l3:t1:paligned:c40:i8,0,0.363261878490448,0,-9.780660629272461,unrelated_same_semantic_target,11,3
0,test:l3:t1:paligned:c40:i8,1,5.85801899433136e-07,0,-0.09643745422363281,unrelated_same_semantic_target,11,3
-1,test:l3:t1:paligned:c40:i8,2,0.6882293820381165,0,-15.62116813659668,unrelated_same_semantic_target,11,3
-1,test:l3:t1:paligned:c40:i8,3,0.6741217374801636,0,-13.88737678527832,unrelated_same_semantic_target,11,3
0,test:l3:t1:paligned:c40:i8,0,3.6320940125733614e-05,1,-0.6662387847900391,unrelated_same_semantic_target,11,3
-1,test:l3:t1:paligned:c40:i8,1,0.692367434501648,1,-21.656688690185547,unrelated_same_semantic_target,11,3
0,test:l3:t1:paligned:c40:i8,2,0.0036013955250382423,1,-4.327299118041992,unrelated_same_semantic_target,11,3
0,test:l3:t1:paligned:c40:i8,3,4.0480961615685374e-05,1,-0.244598388671875,unrelated_same_semantic_target,11,3
0,test:l3:t1:paligned:c40:i8,0,1.778334626578726e-05,2,1.201925277709961,unrelated_same_semantic_target,11,3
0,test:l3:t1:paligned:c40:i8,1,0.0040884739719331264,2,-4.43345832824707,unrelated_same_semantic_target,11,3
0,test:l3:t1:paligned:c40:i8,2,7.140510570025072e-05,2,4.843467712402344,unrelated_same_semantic_target,11,3
0,test:l3:t1:paligned:c40:i8,3,0.0003914493427146226,2,-2.426309585571289,unrelated_same_semantic_target,11,3
0,test:l3:t1:paligned:c40:i8,0,1.4440820450545289e-06,3,-0.2419586181640625,unrelated_same_semantic_target,11,3
0,test:l3:t1:paligned:c40:i8,1,2.8714381983263593e-09,3,-0.0064544677734375,unrelated_same_semantic_target,11,3
0,test:l3:t1:paligned:c40:i8,2,8.563434676034376e-06,3,0.8132724761962891,unrelated_same_semantic_target,11,3
0,test:l3:t1:paligned:c40:i8,3,2.098389018101443e-09,3,0.008172988891601562,unrelated_same_semantic_target,11,3
0,test:l3:t1:paligned:c40:i8,0,1.1189104043296538e-06,4,0.2573585510253906,unrelated_same_semantic_target,11,3
0,test:l3:t1:paligned:c40:i8,1,7.596377145091537e-07,4,0.0067005157470703125,unrelated_same_semantic_target,11,3
0,test:l3:t1:paligned:c40:i8,2,1.7556412785779685e-06,4,0.3229408264160156,unrelated_same_semantic_target,11,3
0,test:l3:t1:paligned:c40:i8,3,3.314762011541461e-07,4,0.06286048889160156,unrelated_same_semantic_target,11,3
0,test:l3:t1:paligned:c40:i8,0,2.9679698855034076e-05,5,1.6089439392089844,unrelated_same_semantic_target,11,3
0,test:l3:t1:paligned:c40:i8,1,2.0244044208084233e-05,5,1.3261165618896484,unrelated_same_semantic_target,11,3
0,test:l3:t1:paligned:c40:i8,2,4.7957219067029655e-06,5,0.5731163024902344,unrelated_same_semantic_target,11,3
0,test:l3:t1:paligned:c40:i8,3,5.814714313601144e-06,5,0.592193603515625,unrelated_same_semantic_target,11,3
0,test:l3:t1:paligned:c40:i8,0,0.0012812032364308834,0,-3.3070735931396484,cross_target,11,3
0,test:l3:t1:paligned:c40:i8,1,1.2639138731174171e-05,0,0.5369472503662109,cross_target,11,3
0,test:l3:t1:paligned:c40:i8,2,0.0010549027938395739,0,-3.132871627807617,cross_target,11,3
-1,test:l3:t1:paligned:c40:i8,3,0.668569803237915,0,-13.572044372558594,cross_target,11,3
0,test:l3:t1:paligned:c40:i8,0,7.043661753414199e-06,1,0.26636314392089844,cross_target,11,3
0,test:l3:t1:paligned:c40:i8,1,0.008542893454432487,1,-4.64192008972168,cross_target,11,3
0,test:l3:t1:paligned:c40:i8,2,0.0036313477903604507,1,-4.332370758056641,cross_target,11,3
0,test:l3:t1:paligned:c40:i8,3,0.00016635814972687513,1,-1.594970703125,cross_target,11,3
0,test:l3:t1:paligned:c40:i8,0,8.403995161643252e-05,2,-1.315704345703125,cross_target,11,3
0,test:l3:t1:paligned:c40:i8,1,0.02721790410578251,2,-6.28541374206543,cross_target,11,3
0,test:l3:t1:paligned:c40:i8,2,0.0005727061652578413,2,-2.147268295288086,cross_target,11,3
0,test:l3:t1:paligned:c40:i8,3,0.22121384739875793,2,-8.387353897094727,cross_target,11,3
0,test:l3:t1:paligned:c40:i8,0,0.001956095453351736,3,-3.5717945098876953,cross_target,11,3
0,test:l3:t1:paligned:c40:i8,1,7.4432973633520305e-06,3,-0.5120315551757812,cross_target,11,3
0,test:l3:t1:paligned:c40:i8,2,7.913497393019497e-05,3,-1.3406791687011719,cross_target,11,3
0,test:l3:t1:paligned:c40:i8,3,1.8053560779662803e-07,3,-0.09124183654785156,cross_target,11,3
0,test:l3:t1:paligned:c40:i8,0,7.173217454692349e-06,4,-0.5198402404785156,cross_target,11,3
0,test:l3:t1:paligned:c40:i8,1,4.9796426537795924e-08,4,0.04939842224121094,cross_target,11,3
0,test:l3:t1:paligned:c40:i8,2,1.1331081623211503e-05,4,-0.6219615936279297,cross_target,11,3
0,test:l3:t1:paligned:c40:i8,3,1.540939820188214e-08,4,0.0033111572265625,cross_target,11,3
0,test:l3:t1:paligned:c40:i8,0,0.00480268057435751,5,-4.534849166870117,cross_target,11,3
0,test:l3:t1:paligned:c40:i8,1,0.0005996954860165715,5,-2.7334060668945312,cross_target,11,3
0,test:l3:t1:paligned:c40:i8,2,0.00042750517604872584,5,-2.465118408203125,cross_target,11,3
0,test:l3:t1:paligned:c40:i8,3,0.0019840013701468706,5,-3.693418502807617,cross_target,11,3
0,test:l3:t1:prandomized:c0:i13,0,1.1650203305180185e-05,0,-3.6123790740966797,matched_order2,11,3
0,test:l3:t1:prandomized:c0:i13,1,9.894033610180486e-06,0,-3.2314186096191406,matched_order2,11,3
0,test:l3:t1:prandomized:c0:i13,2,5.549633897317108e-06,0,-2.979166030883789,matched_order2,11,3
-1,test:l3:t1:prandomized:c0:i13,3,0.6931026577949524,0,-26.000844955444336,matched_order2,11,3
0,test:l3:t1:prandomized:c0:i13,0,1.257158430689742e-07,1,-0.7671318054199219,matched_order2,11,3
0,test:l3:t1:prandomized:c0:i13,1,0.0011834654724225402,1,-8.064285278320312,matched_order2,11,3
0,test:l3:t1:prandomized:c0:i13,2,1.6670742297719698e-07,1,-0.7237663269042969,matched_order2,11,3
0,test:l3:t1:prandomized:c0:i13,3,4.4202956814842764e-06,1,-2.7986927032470703,matched_order2,11,3
0,test:l3:t1:prandomized:c0:i13,0,3.887944188818437e-09,2,0.09198951721191406,matched_order2,11,3
0,test:l3:t1:prandomized:c0:i13,1,6.264585863391403e-07,2,-1.4881305694580078,matched_order2,11,3
0,test:l3:t1:prandomized:c0:i13,2,2.471562652317516e-07,2,-1.0247802734375,matched_order2,11,3
0,test:l3:t1:prandomized:c0:i13,3,1.013639757729834e-05,2,-3.4877071380615234,matched_order2,11,3
0,test:l3:t1:prandomized:c0:i13,0,2.6862502977564873e-07,3,-0.11798286437988281,matched_order2,11,3
0,test:l3:t1:prandomized:c0:i13,1,1.469050658897686e-09,3,-0.07878684997558594,matched_order2,11,3
0,test:l3:t1:prandomized:c0:i13,2,6.8862142654779745e-09,3,-0.1732959747314453,matched_order2,11,3
0,test:l3:t1:prandomized:c0:i13,3,1.0222622748301546e-10,3,0.0065402984619140625,matched_order2,11,3
0,test:l3:t1:prandomized:c0:i13,0,2.873452586982239e-10,4,-0.025770187377929688,matched_order2,11,3
0,test:l3:t1:prandomized:c0:i13,1,3.7724801060790014e-10,4,0.009700775146484375,matched_order2,11,3
0,test:l3:t1:prandomized:c0:i13,2,2.1252013482353505e-09,4,0.10260581970214844,matched_order2,11,3
0,test:l3:t1:prandomized:c0:i13,3,2.1798118865490324e-09,4,-0.09503173828125,matched_order2,11,3
0,test:l3:t1:prandomized:c0:i13,0,2.625456119176306e-08,5,-0.3518791198730469,matched_order2,11,3
0,test:l3:t1:prandomized:c0:i13,1,6.579533362582879e-09,5,-0.1602153778076172,matched_order2,11,3
0,test:l3:t1:prandomized:c0:i13,2,4.2932413180096773e-10,5,-0.015535354614257812,matched_order2,11,3
0,test:l3:t1:prandomized:c0:i13,3,7.164924653579874e-09,5,-0.1755218505859375,matched_order2,11,3
0,test:l3:t1:prandomized:c0:i13,0,0.010657147504389286,0,-10.287137985229492,unrelated_same_semantic_target,11,3
0,test:l3:t1:prandomized:c0:i13,1,6.525289791170508e-06,0,-2.6333560943603516,unrelated_same_semantic_target,11,3
-1,test:l3:t1:prandomized:c0:i13,2,0.6914199590682983,0,-21.601770401000977,unrelated_same_semantic_target,11,3
-1,test:l3:t1:prandomized:c0:i13,3,0.6931259036064148,0,-27.521625518798828,unrelated_same_semantic_target,11,3
0,test:l3:t1:prandomized:c0:i13,0,6.346350573949167e-07,1,-1.495553970336914,unrelated_same_semantic_target,11,3
0,test:l3:t1:prandomized:c0:i13,1,4.5238880375109147e-07,1,1.1286659240722656,unrelated_same_semantic_target,11,3
0,test:l3:t1:prandomized:c0:i13,2,4.594839708715881e-08,1,-0.48224830627441406,unrelated_same_semantic_target,11,3
0,test:l3:t1:prandomized:c0:i13,3,1.1677681754918012e-07,1,-0.7015209197998047,unrelated_same_semantic_target,11,3
0,test:l3:t1:prandomized:c0:i13,0,5.104142175582638e-08,2,0.2917137145996094,unrelated_same_semantic_target,11,3
0,test:l3:t1:prandomized:c0:i13,1,1.8140826796297915e-07,2,-0.9215049743652344,unrelated_same_semantic_target,11,3
0,test:l3:t1:prandomized:c0:i13,2,5.459592671286373e-07,2,-1.1847381591796875,unrelated_same_semantic_target,11,3
0,test:l3:t1:prandomized:c0:i13,3,3.4864928011302254e-07,2,-0.5061626434326172,unrelated_same_semantic_target,11,3
0,test:l3:t1:prandomized:c0:i13,0,1.8659849843061238e-07,3,-0.07834434509277344,unrelated_same_semantic_target,11,3
0,test:l3:t1:prandomized:c0:i13,1,5.356959320579335e-10,3,-0.048336029052734375,unrelated_same_semantic_target,11,3
0,test:l3:t1:prandomized:c0:i13,2,7.815515346010216e-09,3,-0.1860027313232422,unrelated_same_semantic_target,11,3
0,test:l3:t1:prandomized:c0:i13,3,1.6838419547582362e-11,3,0.0054683685302734375,unrelated_same_semantic_target,11,3
0,test:l3:t1:prandomized:c0:i13,0,1.5940067044084572e-09,4,-0.06468772888183594,unrelated_same_semantic_target,11,3
0,test:l3:t1:prandomized:c0:i13,1,4.592187963226024e-09,4,0.03708076477050781,unrelated_same_semantic_target,11,3
0,test:l3:t1:prandomized:c0:i13,2,3.759220845722666e-08,4,0.2987651824951172,unrelated_same_semantic_target,11,3
0,test:l3:t1:prandomized:c0:i13,3,5.439307670940252e-09,4,-0.026483535766601562,unrelated_same_semantic_target,11,3
0,test:l3:t1:prandomized:c0:i13,0,1.3808616472488211e-08,5,-0.2240276336669922,unrelated_same_semantic_target,11,3
0,test:l3:t1:prandomized:c0:i13,1,1.4858017038932303e-09,5,0.059375762939453125,unrelated_same_semantic_target,11,3
0,test:l3:t1:prandomized:c0:i13,2,5.794387192281647e-10,5,0.030574798583984375,unrelated_same_semantic_target,11,3
0,test:l3:t1:prandomized:c0:i13,3,6.062386148641963e-10,5,-0.04950523376464844,unrelated_same_semantic_target,11,3
0,test:l3:t1:prandomized:c0:i13,0,1.2718140169454273e-05,0,-3.6896629333496094,cross_target,11,3
0,test:l3:t1:prandomized:c0:i13,1,6.822636805736693e-06,0,-2.904073715209961,cross_target,11,3
-1,test:l3:t1:prandomized:c0:i13,2,0.6612187623977661,0,-18.18455696105957,cross_target,11,3
-1,test:l3:t1:prandomized:c0:i13,3,0.6930779218673706,0,-25.339550018310547,cross_target,11,3
0,test:l3:t1:prandomized:c0:i13,0,3.7288663179424475e-07,1,0.3461456298828125,cross_target,11,3
0,test:l3:t1:prandomized:c0:i13,1,2.9168865012252354e-07,1,-0.8600482940673828,cross_target,11,3
0,test:l3:t1:prandomized:c0:i13,2,1.966839988654101e-07,1,-0.9501361846923828,cross_target,11,3
0,test:l3:t1:prandomized:c0:i13,3,6.346370184928674e-08,1,-0.4388923645019531,cross_target,11,3
0,test:l3:t1:prandomized:c0:i13,0,6.233722160686739e-08,2,-0.37442588806152344,cross_target,11,3
0,test:l3:t1:prandomized:c0:i13,1,6.489440806944913e-07,2,-1.2621746063232422,cross_target,11,3
0,test:l3:t1:prandomized:c0:i13,2,2.8956558253412368e-06,2,-2.431215286254883,cross_target,11,3
0,test:l3:t1:prandomized:c0:i13,3,7.461040354428405e-07,2,-1.3211688995361328,cross_target,11,3
0,test:l3:t1:prandomized:c0:i13,0,2.8409239405391418e-09,3,-0.11103630065917969,cross_target,11,3
0,test:l3:t1:prandomized:c0:i13,1,9.619460783483191e-11,3,0.024633407592773438,cross_target,11,3
0,test:l3:t1:prandomized:c0:i13,2,6.451612989621935e-06,3,-3.0458621978759766,cross_target,11,3
0,test:l3:t1:prandomized:c0:i13,3,1.1505507657716407e-10,3,0.0025348663330078125,cross_target,11,3
0,test:l3:t1:prandomized:c0:i13,0,7.558170977972622e-07,4,-1.2422962188720703,cross_target,11,3
0,test:l3:t1:prandomized:c0:i13,1,2.1150036388917215e-08,4,-0.020355224609375,cross_target,11,3
0,test:l3:t1:prandomized:c0:i13,2,4.44019931933326e-10,4,-0.023553848266601562,cross_target,11,3
0,test:l3:t1:prandomized:c0:i13,3,6.1854805721850425e-09,4,0.01244354248046875,cross_target,11,3
0,test:l3:t1:prandomized:c0:i13,0,7.591170287923887e-05,5,-5.354040145874023,cross_target,11,3
0,test:l3:t1:prandomized:c0:i13,1,1.3246419257484376e-05,5,-3.628633499145508,cross_target,11,3
0,test:l3:t1:prandomized:c0:i13,2,1.2102158507332206e-05,5,-3.553943634033203,cross_target,11,3
0,test:l3:t1:prandomized:c0:i13,3,2.1078987629152834e-05,5,-4.12592887878418,cross_target,11,3
0,test:l3:t2:paligned:c20:i17,0,0.0004820384201593697,0,0.5667514801025391,matched_order2,11,3
0,test:l3:t2:paligned:c20:i17,1,1.1797266779467463e-05,0,0.166107177734375,matched_order2,11,3
0,test:l3:t2:paligned:c20:i17,2,3.0171111575327814e-05,0,0.25701141357421875,matched_order2,11,3
0,test:l3:t2:paligned:c20:i17,3,0.17924776673316956,0,-5.327173233032227,matched_order2,11,3
0,test:l3:t2:paligned:c20:i17,0,2.0882929675281048e-05,1,0.18086624145507812,matched_order2,11,3
0,test:l3:t2:paligned:c20:i17,1,0.00030373793561011553,1,-0.6896724700927734,matched_order2,11,3
0,test:l3:t2:paligned:c20:i17,2,1.7141923308372498e-05,1,0.20458984375,matched_order2,11,3
0,test:l3:t2:paligned:c20:i17,3,3.020704025402665e-05,1,0.2756671905517578,matched_order2,11,3
0,test:l3:t2:paligned:c20:i17,0,0.0002541550784371793,2,0.9428672790527344,matched_order2,11,3
0,test:l3:t2:paligned:c20:i17,1,0.0005660387105308473,2,1.6910972595214844,matched_order2,11,3
0,test:l3:t2:paligned:c20:i17,2,0.0008192157256416976,2,2.418203353881836,matched_order2,11,3
