accuracy_delta,baseline_correct,changed_correct,condition,example_id,js_damage,margin_delta,model_depth,model_seed,required_path,total_depth
0,1,1,sibling_branch,test:isAncestor:D24:d4:b2:N4:t1:paligned:tree307:i1,0.0013333763927221298,0.7022981643676758,12,23,4,24
0,1,1,parent,test:isAncestor:D32:d3:b2:N4:t2:paligned:tree211:i2,1.9918934412999079e-07,0.07596111297607422,12,23,3,32
0,1,1,intermediate_candidate,test:isAncestor:D32:d3:b2:N4:t2:paligned:tree211:i2,1.0153638640986173e-07,-0.005406379699707031,12,23,3,32
0,1,1,root,test:isAncestor:D32:d3:b2:N4:t2:paligned:tree211:i2,1.9812136997643393e-07,-0.16413116455078125,12,23,3,32
0,1,1,off_path_distractors,test:isAncestor:D32:d3:b2:N4:t2:paligned:tree211:i2,4.4951630115974694e-06,-0.6630401611328125,12,23,3,32
0,1,1,sibling_branch,test:isAncestor:D32:d3:b2:N4:t2:paligned:tree211:i2,2.2087915567681193e-06,-0.4839820861816406,12,23,3,32
0,1,1,parent,test:isAncestor:D8:d3:b2:N4:t2:paligned:tree101:i10002,2.0676910935435444e-05,-0.22806167602539062,12,23,3,8
0,1,1,intermediate_candidate,test:isAncestor:D8:d3:b2:N4:t2:paligned:tree101:i10002,1.3190037861932069e-05,-0.207122802734375,12,23,3,8
0,1,1,root,test:isAncestor:D8:d3:b2:N4:t2:paligned:tree101:i10002,7.054457455524243e-06,0.059139251708984375,12,23,3,8
0,1,1,off_path_distractors,test:isAncestor:D8:d3:b2:N4:t2:paligned:tree101:i10002,2.2397871362045407e-06,-0.0801553726196289,12,23,3,8
0,1,1,sibling_branch,test:isAncestor:D8:d3:b2:N4:t2:paligned:tree101:i10002,2.6156521926168352e-06,-0.10735321044921875,12,23,3,8
0,1,1,parent,test:isAncestor:D8:d3:b2:N64:t3:paligned:tree307:i20003,3.427117189858109e-05,0.18247604370117188,12,23,3,8
0,1,1,intermediate_candidate,test:isAncestor:D8:d3:b2:N64:t3:paligned:tree307:i20003,2.624292392283678e-05,-0.16365909576416016,12,23,3,8
0,1,1,root,test:isAncestor:D8:d3:b2:N64:t3:paligned:tree307:i20003,3.033463144674897e-06,0.036919593811035156,12,23,3,8
0,1,1,off_path_distractors,test:isAncestor:D8:d3:b2:N64:t3:paligned:tree307:i20003,0.0007797451107762754,1.2980518341064453,12,23,3,8
0,1,1,sibling_branch,test:isAncestor:D8:d3:b2:N64:t3:paligned:tree307:i20003,2.8880996978841722e-05,-0.143157958984375,12,23,3,8
