competent,final_accuracy,invalid_call_rate,machine,seed,termination_accuracy,tool_strength,transition_accuracy,updates
0,0.5078125,0.28125,M3,11,1.0,T1,0.3430989583333333,1000
0,0.5052083333333334,0.3307291666666667,M3,23,1.0,T1,0.3358289930555556,1000
0,0.5078125,0.40625,M3,37,1.0,T1,0.3224826388888889,1000
0,0.4973958333333333,0.5026041666666666,M4,11,0.4973958333333333,T1,0.5205078125,1000
0,0.5,0.4973958333333333,M4,23,0.5,T1,0.5024956597222222,1000
0,0.5,0.4973958333333333,M4,37,0.5,T1,0.5087890625,1000
